time,Atlanta,pts.away,score,pts.home,New York
8:10.0,,,64-58,,J. Noah misses free throw 1 of 1
8:09.0,Defensive rebound by T. Sefolosha,,64-58,,
7:58.0,,,64-58,,Personal foul by J. Noah
7:50.0,Turnover by P. Millsap (lost ball; steal by R. Baker),,64-58,,
7:44.0,,,64-61,3,C. Anthony makes 3-pt shot from 24 ft (assist by D. Rose)
7:24.0,T. Hardaway misses 2-pt shot from 14 ft,,64-61,,
7:23.0,,,64-61,,Defensive rebound by D. Rose
7:17.0,,,64-61,,D. Rose misses 2-pt shot from 1 ft
7:16.0,,,64-61,,Offensive rebound by J. Noah
7:16.0,,,64-61,,Shooting foul by T. Sefolosha (drawn by J. Noah)
7:16.0,,,64-61,,J. Noah misses free throw 1 of 2
7:16.0,,,64-61,,Offensive rebound by Team
7:16.0,K. Humphries enters the game for T. Sefolosha,,64-61,,
7:16.0,,,64-62,1,J. Noah makes free throw 2 of 2
7:04.0,D. Schroder makes 2-pt shot from 16 ft,2,66-62,,
6:46.0,,,66-62,,Turnover by C. Anthony (bad pass; steal by P. Millsap)
6:34.0,P. Millsap misses 3-pt shot from 26 ft,,66-62,,
6:34.0,,,66-62,,Defensive rebound by C. Lee
6:20.0,,,66-62,,Turnover by C. Anthony (bad pass; steal by K. Bazemore)
6:19.0,,,66-62,,Clear path foul by R. Baker
6:19.0,K. Humphries makes clear path free throw 1 of 2,1,67-62,,
6:19.0,,,67-62,,M. Kuzminskas enters the game for R. Baker
6:19.0,K. Humphries misses clear path free throw 2 of 2,,67-62,,
6:19.0,Offensive rebound by Team,,67-62,,
6:06.0,Turnover by D. Schroder (bad pass; steal by M. Kuzminskas),,67-62,,
6:00.0,,,67-64,2,M. Kuzminskas makes 2-pt shot from 2 ft
5:47.0,,,67-64,,Personal foul by C. Anthony
5:47.0,,,67-64,,New York full timeout
5:47.0,M. Delaney enters the game for T. Hardaway,,67-64,,
5:47.0,K. Bazemore makes free throw 1 of 2,1,68-64,,
5:47.0,K. Bazemore makes free throw 2 of 2,1,69-64,,
5:22.0,,,69-64,,C. Lee misses 3-pt shot from 26 ft
5:21.0,,,69-64,,Offensive rebound by C. Anthony
5:16.0,,,69-64,,C. Anthony misses 2-pt shot from 17 ft
5:15.0,Defensive rebound by K. Humphries,,69-64,,
5:03.0,P. Millsap misses 2-pt shot from 16 ft,,69-64,,
5:02.0,,,69-64,,Defensive rebound by D. Rose
4:54.0,,,69-66,2,D. Rose makes 2-pt shot from 2 ft
4:36.0,K. Bazemore misses 3-pt shot from 24 ft,,69-66,,
4:35.0,,,69-66,,Defensive rebound by J. Noah
4:31.0,,,69-68,2,M. Kuzminskas makes 2-pt shot at rim (assist by D. Rose)
4:30.0,Atlanta full timeout,,69-68,,
4:30.0,,,69-68,,B. Jennings enters the game for C. Lee
4:30.0,M. Dunleavy enters the game for K. Bazemore,,69-68,,
4:15.0,P. Millsap misses 2-pt shot from 3 ft,,69-68,,
4:14.0,Offensive rebound by P. Millsap,,69-68,,
4:14.0,P. Millsap makes 2-pt shot from 3 ft,2,71-68,,
3:57.0,,,71-68,,D. Rose misses 2-pt shot at rim (block by P. Millsap)
3:57.0,Defensive rebound by P. Millsap,,71-68,,
3:57.0,,,71-68,,Personal foul by J. Noah
3:57.0,P. Millsap makes free throw 1 of 2,1,72-68,,
3:57.0,,,72-68,,K. O'Quinn enters the game for J. Noah
3:57.0,P. Millsap makes free throw 2 of 2,1,73-68,,
3:40.0,,,73-70,2,M. Kuzminskas makes 2-pt shot from 5 ft (assist by C. Anthony)
3:40.0,,,73-70,,Shooting foul by P. Millsap (drawn by M. Kuzminskas)
3:40.0,,,73-71,1,M. Kuzminskas makes free throw 1 of 1
3:21.0,P. Millsap misses 2-pt shot from 12 ft,,73-71,,
3:19.0,Offensive rebound by K. Humphries,,73-71,,
3:14.0,P. Millsap makes 2-pt shot at rim (assist by M. Delaney),2,75-71,,
3:03.0,,,75-73,2,C. Anthony makes 2-pt shot from 20 ft
2:47.0,M. Delaney misses 2-pt shot from 15 ft,,75-73,,
2:46.0,Offensive rebound by Team,,75-73,,
2:46.0,,,75-73,,Loose ball foul by K. O'Quinn
2:46.0,K. Humphries makes free throw 1 of 2,1,76-73,,
2:46.0,K. Bazemore enters the game for P. Millsap,,76-73,,
2:46.0,K. Humphries misses free throw 2 of 2,,76-73,,
2:45.0,,,76-73,,Defensive rebound by K. O'Quinn
2:25.0,,,76-75,2,C. Anthony makes 2-pt shot from 20 ft
2:09.0,D. Schroder makes 2-pt shot from 3 ft,2,78-75,,
1:58.0,,,78-75,,Shooting foul by K. Bazemore (drawn by C. Anthony)
1:58.0,,,78-75,,C. Anthony misses free throw 1 of 2
1:58.0,,,78-75,,Offensive rebound by Team
1:58.0,T. Hardaway enters the game for D. Schroder,,78-75,,
1:58.0,,,78-75,,C. Anthony misses free throw 2 of 2
1:57.0,,,78-75,,Offensive rebound by K. O'Quinn
1:57.0,,,78-75,,K. O'Quinn misses 2-pt shot from 1 ft
1:56.0,,,78-75,,Offensive rebound by M. Kuzminskas
1:56.0,,,78-77,2,M. Kuzminskas makes 2-pt shot from 2 ft
1:39.0,T. Hardaway makes 2-pt shot from 2 ft (assist by M. Delaney),2,80-77,,
1:27.0,,,80-79,2,K. O'Quinn makes 2-pt shot at rim (assist by D. Rose)
1:05.0,K. Humphries makes 3-pt shot from 25 ft (assist by K. Bazemore),3,83-79,,
0:57.0,,,83-81,2,D. Rose makes 2-pt shot from 1 ft
0:50.0,T. Hardaway makes 2-pt shot from 1 ft (assist by M. Delaney),2,85-81,,
0:36.0,,,85-81,,Turnover by C. Anthony (bad pass; steal by M. Dunleavy)
0:24.0,K. Humphries makes 3-pt shot from 25 ft (assist by M. Delaney),3,88-81,,
0:00.0,,,88-83,2,C. Anthony makes 2-pt shot from 8 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,88-83,,Offensive foul by M. Kuzminskas
11:46.0,,,88-83,,Turnover by M. Kuzminskas (offensive foul)
11:23.0,P. Millsap misses 2-pt shot from 16 ft,,88-83,,
11:22.0,,,88-83,,Defensive rebound by B. Jennings
11:06.0,,,88-83,,K. O'Quinn misses 2-pt shot from 2 ft
11:05.0,Defensive rebound by P. Millsap,,88-83,,
10:58.0,Shooting foul by M. Kuzminskas (drawn by P. Millsap),,88-83,,
10:58.0,P. Millsap misses free throw 1 of 2,,88-83,,
10:58.0,Offensive rebound by Team,,88-83,,
10:58.0,,,88-83,,J. Noah enters the game for K. O'Quinn
10:58.0,P. Millsap misses free throw 2 of 2,,88-83,,
10:57.0,,,88-83,,Defensive rebound by J. Noah
10:45.0,,,88-83,,M. Kuzminskas misses 3-pt shot from 23 ft
10:44.0,Defensive rebound by P. Millsap,,88-83,,
10:28.0,Turnover by K. Bazemore (lost ball; steal by B. Jennings),,88-83,,
10:06.0,,,88-86,3,R. Baker makes 3-pt shot from 26 ft
9:51.0,Turnover by M. Dunleavy (lost ball; steal by R. Baker),,88-86,,
9:44.0,,,88-86,,B. Jennings misses 3-pt shot from 26 ft
9:43.0,,,88-86,,Offensive rebound by J. Holiday
9:41.0,,,88-88,2,J. Holiday makes 2-pt shot from 2 ft
9:41.0,Atlanta full timeout,,88-88,,
9:41.0,T. Sefolosha enters the game for K. Bazemore,,88-88,,
9:29.0,M. Dunleavy misses 3-pt shot from 26 ft,,88-88,,
9:28.0,,,88-88,,Defensive rebound by R. Baker
9:13.0,Personal foul by M. Delaney,,88-88,,
9:13.0,D. Schroder enters the game for M. Delaney,,88-88,,
9:09.0,,,88-90,2,J. Holiday makes 2-pt shot at rim (assist by J. Noah)
8:43.0,T. Hardaway misses 3-pt shot from 25 ft,,88-90,,
8:42.0,,,88-90,,Defensive rebound by M. Kuzminskas
8:31.0,,,88-93,3,R. Baker makes 3-pt shot from 23 ft (assist by B. Jennings)
8:14.0,P. Millsap misses 2-pt shot from 6 ft (block by J. Noah),,88-93,,
8:13.0,,,88-93,,Defensive rebound by J. Holiday
8:08.0,,,88-93,,B. Jennings misses 3-pt shot from 26 ft
8:07.0,Defensive rebound by M. Dunleavy,,88-93,,
7:52.0,D. Schroder makes 2-pt shot from 18 ft,2,90-93,,
7:25.0,,,90-95,2,J. Holiday makes 2-pt shot from 16 ft
7:12.0,K. Humphries enters the game for M. Dunleavy,,90-95,,
7:04.0,T. Hardaway makes 2-pt shot from 3 ft (assist by P. Millsap),2,92-95,,
6:41.0,,,92-95,,R. Baker misses 3-pt shot from 26 ft
6:40.0,Defensive rebound by K. Humphries,,92-95,,
6:27.0,T. Hardaway makes 2-pt shot from 17 ft (assist by P. Millsap),2,94-95,,
6:10.0,,,94-95,,R. Baker misses 3-pt shot from 27 ft
6:09.0,Defensive rebound by T. Sefolosha,,94-95,,
5:50.0,T. Hardaway makes 2-pt shot from 18 ft (assist by P. Millsap),2,96-95,,
5:48.0,,,96-95,,New York full timeout
5:48.0,,,96-95,,C. Anthony enters the game for R. Baker
5:48.0,,,96-95,,D. Rose enters the game for B. Jennings
5:33.0,,,96-95,,J. Holiday misses 3-pt shot from 26 ft
5:32.0,,,96-95,,Offensive rebound by J. Noah
5:24.0,,,96-97,2,J. Holiday makes 2-pt shot from 9 ft (assist by D. Rose)
5:03.0,P. Millsap misses 3-pt shot from 26 ft,,96-97,,
5:03.0,Offensive rebound by K. Humphries,,96-97,,
5:03.0,K. Humphries misses 2-pt shot at rim,,96-97,,
5:02.0,,,96-97,,Defensive rebound by M. Kuzminskas
4:49.0,,,96-97,,M. Kuzminskas misses 3-pt shot from 25 ft
