time,Golden State,pts.away,score,pts.home,Utah
3:29.0,,,57-35,,S. Mack misses 3-pt shot from 27 ft
3:28.0,Defensive rebound by D. Green,,57-35,,
3:09.0,P. McCaw makes 3-pt shot from 23 ft (assist by S. Curry),3,60-35,,
2:57.0,,,60-38,3,J. Johnson makes 3-pt shot from 23 ft (assist by S. Mack)
2:48.0,Turnover by S. Curry (bad pass; steal by J. Johnson),,60-38,,
2:48.0,Personal foul by K. Thompson (drawn by J. Johnson),,60-38,,
2:48.0,,,60-38,,Utah full timeout
2:48.0,,,60-38,,J. Johnson misses free throw 1 of 2
2:48.0,,,60-38,,Offensive rebound by Team
2:48.0,,,60-39,1,J. Johnson makes free throw 2 of 2
2:48.0,K. Durant enters the game for P. McCaw,,60-38,,
2:38.0,,,60-39,,Personal foul by R. Neto (drawn by S. Curry)
2:28.0,D. Green makes 3-pt shot from 26 ft (assist by Z. Pachulia),3,63-39,,
2:04.0,,,63-39,,J. Johnson misses 2-pt shot from 23 ft
2:02.0,Defensive rebound by S. Curry,,63-39,,
1:58.0,Turnover by S. Curry (bad pass),,63-39,,
1:58.0,,,63-39,,J. Ingles enters the game for R. Neto
1:33.0,,,63-41,2,B. Diaw makes 2-pt shot from 19 ft
1:06.0,Turnover by Team (shot clock),,63-41,,
0:45.0,,,63-43,2,R. Gobert makes 2-pt shot from 1 ft (assist by B. Diaw)
0:31.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Green),2,65-43,,
0:15.0,,,65-46,3,S. Mack makes 3-pt shot from 25 ft
0:07.0,,,65-46,,Personal foul by S. Mack (drawn by S. Curry)
0:07.0,Golden State full timeout,,65-46,,
0:07.0,A. Iguodala enters the game for Z. Pachulia,,65-46,,
0:07.0,,,65-46,,D. Exum enters the game for B. Diaw
0:02.0,S. Curry misses 3-pt shot from 28 ft,,65-46,,
0:01.0,,,65-46,,Defensive rebound by D. Exum
0:00.0,,,65-46,,D. Exum misses 3-pt shot from 78 ft
0:00.0,,,65-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,D. Green misses 3-pt shot from 25 ft,,65-46,,
11:36.0,,,65-46,,Defensive rebound by Team
11:18.0,,,65-48,2,B. Diaw makes 2-pt shot from 10 ft
10:51.0,K. Durant misses 3-pt shot from 27 ft,,65-48,,
10:50.0,,,65-48,,Defensive rebound by R. Gobert
10:42.0,,,65-48,,D. Exum misses 2-pt shot from 2 ft
10:42.0,Defensive rebound by K. Durant,,65-48,,
10:36.0,Turnover by K. Durant (offensive foul),,65-48,,
10:36.0,Offensive charge foul by K. Durant,,65-48,,
10:22.0,,,65-48,,B. Diaw misses 3-pt shot from 24 ft
10:22.0,,,65-48,,Offensive rebound by B. Diaw
10:18.0,,,65-48,,B. Diaw misses 2-pt shot from 3 ft
10:16.0,,,65-48,,Offensive rebound by R. Gobert
10:10.0,,,65-48,,D. Exum misses 3-pt shot from 24 ft
10:09.0,Defensive rebound by K. Thompson,,65-48,,
9:48.0,Z. Pachulia misses 2-pt shot from 2 ft,,65-48,,
9:47.0,,,65-48,,Defensive rebound by R. Gobert
9:39.0,,,65-48,,S. Mack misses 3-pt shot from 25 ft
9:39.0,Defensive rebound by S. Curry,,65-48,,
9:21.0,S. Curry misses 2-pt shot from 8 ft,,65-48,,
9:20.0,,,65-48,,Defensive rebound by R. Gobert
9:04.0,,,65-50,2,R. Gobert makes 2-pt shot from 2 ft (assist by S. Mack)
9:04.0,,,65-50,,Shooting foul by K. Thompson (drawn by R. Gobert)
9:04.0,Golden State full timeout,,65-50,,
9:04.0,,,65-50,,R. Gobert misses free throw 1 of 1
9:03.0,Defensive rebound by Z. Pachulia,,65-50,,
8:51.0,K. Durant makes 2-pt shot from 6 ft (assist by D. Green),2,67-50,,
8:37.0,,,67-50,,S. Mack misses 3-pt shot from 25 ft
8:36.0,,,67-50,,Offensive rebound by J. Johnson
8:32.0,,,67-52,2,J. Johnson makes 2-pt shot from 20 ft
8:19.0,Shooting foul by J. Johnson (drawn by K. Durant),,67-52,,
8:19.0,K. Durant makes free throw 1 of 2,1,68-52,,
8:19.0,K. Durant misses free throw 2 of 2,,68-52,,
8:19.0,,,68-52,,T. Lyles enters the game for B. Diaw
8:19.0,,,68-52,,J. Ingles enters the game for S. Mack
8:18.0,Offensive rebound by Z. Pachulia,,68-52,,
8:14.0,K. Durant makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,71-52,,
7:59.0,Personal foul by Z. Pachulia (drawn by R. Gobert),,71-52,,
7:48.0,,,71-52,,J. Johnson misses 3-pt shot from 23 ft
7:46.0,Defensive rebound by K. Durant,,71-52,,
7:36.0,S. Curry makes 2-pt shot from 2 ft,2,73-52,,
7:21.0,,,73-54,2,R. Gobert makes 2-pt shot at rim (assist by T. Lyles)
7:21.0,,,73-54,,Shooting foul by Z. Pachulia (drawn by R. Gobert)
7:21.0,,,73-55,1,R. Gobert makes free throw 1 of 1
7:03.0,K. Thompson misses 2-pt shot from 15 ft,,73-55,,
7:02.0,,,73-55,,Defensive rebound by T. Lyles
6:57.0,,,73-55,,T. Lyles misses 3-pt shot from 24 ft
6:56.0,Defensive rebound by K. Durant,,73-55,,
6:43.0,Turnover by K. Thompson (bad pass; steal by J. Ingles),,73-55,,
6:34.0,,,73-55,,J. Johnson misses 3-pt shot from 24 ft
6:34.0,,,73-55,,Offensive rebound by R. Gobert
6:33.0,,,73-57,2,R. Gobert makes 2-pt shot at rim
6:11.0,Turnover by D. Green (bad pass; steal by J. Ingles),,73-57,,
6:04.0,,,73-59,2,T. Lyles makes 2-pt shot from 2 ft (assist by R. Gobert)
6:02.0,Golden State full timeout,,73-59,,
6:02.0,J. McGee enters the game for K. Durant,,73-59,,
6:02.0,A. Iguodala enters the game for Z. Pachulia,,73-59,,
6:02.0,P. McCaw enters the game for K. Thompson,,73-59,,
6:02.0,,,73-59,,R. Neto enters the game for J. Johnson
5:48.0,Turnover by A. Iguodala (bad pass; steal by J. Ingles),,73-59,,
5:43.0,,,73-61,2,R. Neto makes 2-pt shot from 1 ft (assist by D. Exum)
5:35.0,,,73-61,,Personal foul by J. Ingles (drawn by J. McGee)
5:35.0,Personal foul by J. McGee,,73-61,,
5:28.0,S. Curry misses 2-pt shot from 21 ft,,73-61,,
5:27.0,,,73-61,,Defensive rebound by R. Neto
5:11.0,,,73-61,,Turnover by T. Lyles (bad pass; steal by D. Green)
5:11.0,,,73-61,,Personal foul by T. Lyles (drawn by D. Green)
5:03.0,Turnover by P. McCaw (bad pass),,73-61,,
4:44.0,,,73-64,3,J. Ingles makes 3-pt shot from 24 ft
4:27.0,D. Green misses 2-pt shot from 3 ft,,73-64,,
4:27.0,,,73-64,,Defensive rebound by R. Gobert
4:20.0,,,73-64,,J. Ingles misses 3-pt shot from 26 ft
4:19.0,Defensive rebound by A. Iguodala,,73-64,,
4:13.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,75-64,,
3:52.0,,,75-64,,T. Lyles misses 2-pt shot from 23 ft
3:51.0,Defensive rebound by J. McGee,,75-64,,
3:41.0,A. Iguodala makes 2-pt shot from 17 ft,2,77-64,,
3:25.0,,,77-64,,Shooting foul by J. McGee (drawn by R. Gobert)
3:25.0,,,77-65,1,R. Gobert makes free throw 1 of 2
3:25.0,,,77-66,1,R. Gobert makes free throw 2 of 2
3:25.0,,,77-65,,S. Mack enters the game for D. Exum
3:05.0,A. Iguodala misses 2-pt shot from 18 ft,,77-66,,
3:04.0,Offensive rebound by A. Iguodala,,77-66,,
2:59.0,S. Curry misses 3-pt shot from 23 ft,,77-66,,
2:58.0,,,77-66,,Defensive rebound by T. Lyles
2:50.0,,,77-66,,R. Neto misses 2-pt shot from 2 ft
2:50.0,Defensive rebound by P. McCaw,,77-66,,
2:45.0,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala),3,80-66,,
2:25.0,,,80-66,,T. Lyles misses 2-pt shot from 3 ft
2:24.0,,,80-66,,Offensive rebound by T. Lyles
2:22.0,,,80-68,2,T. Lyles makes 2-pt shot from 1 ft
2:09.0,Turnover by J. McGee (3 sec),,80-68,,
2:09.0,,,80-68,,B. Diaw enters the game for R. Gobert
1:57.0,Violation by P. McCaw (kicked ball),,80-68,,
1:57.0,K. Looney enters the game for J. McGee,,80-68,,
1:57.0,,,80-68,,Utah full timeout
1:48.0,,,80-68,,R. Neto misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by D. Green,,80-68,,
1:35.0,K. Looney makes 2-pt shot from 1 ft,2,82-68,,
1:18.0,,,82-68,,J. Ingles misses 2-pt shot from 4 ft (block by K. Looney)
1:16.0,,,82-68,,Offensive rebound by B. Diaw
1:12.0,,,82-68,,Turnover by B. Diaw (bad pass)
0:51.0,P. McCaw misses 3-pt shot from 24 ft,,82-68,,
0:51.0,,,82-68,,Defensive rebound by J. Ingles
0:39.0,,,82-68,,Shooting foul by S. Curry (drawn by S. Mack)
0:39.0,,,82-69,1,S. Mack makes free throw 1 of 2
0:39.0,,,82-70,1,S. Mack makes free throw 2 of 2
0:39.0,K. Durant enters the game for D. Green,,82-69,,
0:26.0,S. Curry misses 3-pt shot from 23 ft,,82-70,,
0:25.0,,,82-70,,Defensive rebound by B. Diaw
0:03.0,,,82-70,,T. Lyles misses 3-pt shot from 22 ft
0:03.0,Defensive rebound by K. Durant,,82-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,82-70,,Offensive foul by T. Lyles
11:51.0,,,82-70,,Turnover by T. Lyles (offensive foul)
11:36.0,Turnover by K. Thompson (offensive foul),,82-70,,
11:36.0,Offensive foul by K. Thompson,,82-70,,
11:36.0,,,82-70,,R. Gobert enters the game for B. Diaw
11:17.0,,,82-70,,T. Lyles misses 2-pt shot from 3 ft
11:16.0,Defensive rebound by K. Thompson,,82-70,,
11:09.0,K. Durant misses 2-pt shot from 15 ft,,82-70,,
11:08.0,,,82-70,,Defensive rebound by R. Gobert
10:52.0,,,82-72,2,S. Mack makes 2-pt shot from 8 ft
10:31.0,K. Durant misses 2-pt shot from 6 ft,,82-72,,
10:30.0,,,82-72,,Defensive rebound by S. Mack
10:22.0,,,82-74,2,S. Mack makes 2-pt shot from 2 ft
10:04.0,A. Iguodala misses 3-pt shot from 24 ft,,82-74,,
10:04.0,,,82-74,,Defensive rebound by R. Gobert
9:57.0,,,82-74,,D. Exum misses 2-pt shot from 1 ft
9:56.0,Defensive rebound by K. Durant,,82-74,,
9:42.0,K. Thompson makes 2-pt shot from 21 ft,2,84-74,,
9:24.0,Personal foul by D. West (drawn by J. Ingles),,84-74,,
9:24.0,,,84-74,,J. Johnson enters the game for T. Lyles
9:18.0,,,84-74,,Shooting foul by K. Thompson (drawn by S. Mack)
9:18.0,,,84-75,1,S. Mack makes free throw 1 of 2
9:18.0,,,84-76,1,S. Mack makes free throw 2 of 2
9:04.0,K. Thompson misses 2-pt shot from 20 ft,,84-76,,
9:04.0,,,84-76,,Defensive rebound by R. Gobert
8:51.0,,,84-79,3,J. Ingles makes 3-pt shot from 25 ft (assist by S. Mack)
8:39.0,Shooting foul by J. Ingles (drawn by K. Durant),,84-79,,
8:39.0,Golden State full timeout,,84-79,,
8:39.0,K. Durant makes free throw 1 of 3,1,85-79,,
8:39.0,K. Durant makes free throw 2 of 3,1,86-79,,
8:39.0,K. Durant makes free throw 3 of 3,1,87-79,,
8:21.0,,,87-79,,J. Ingles misses 2-pt shot from 1 ft
8:21.0,Defensive rebound by A. Iguodala,,87-79,,
8:16.0,Offensive foul by D. West,,87-79,,
8:16.0,Turnover by D. West (offensive foul),,87-79,,
8:16.0,Technical foul by D. West,,87-79,,
8:16.0,,,87-80,1,J. Johnson makes technical free throw
7:52.0,,,87-80,,J. Johnson misses 3-pt shot from 24 ft
7:52.0,Defensive rebound by K. Thompson,,87-80,,
7:46.0,,,87-80,,Personal foul by D. Exum (drawn by D. West)
7:46.0,,,87-80,,B. Diaw enters the game for J. Ingles
7:36.0,K. Thompson misses 2-pt shot from 19 ft,,87-80,,
7:35.0,,,87-80,,Defensive rebound by R. Gobert
7:21.0,Z. Pachulia enters the game for D. West,,87-80,,
7:12.0,,,87-80,,S. Mack misses 2-pt shot from 7 ft
7:12.0,Defensive rebound by Team,,87-80,,
6:54.0,I. Clark misses 2-pt shot from 21 ft,,87-80,,
6:53.0,,,87-80,,Defensive rebound by J. Johnson
6:42.0,,,87-80,,J. Johnson misses 2-pt shot from 5 ft
6:40.0,Defensive rebound by K. Durant,,87-80,,
6:37.0,,,87-80,,Shooting block foul by B. Diaw (drawn by K. Durant)
6:37.0,K. Durant makes free throw 1 of 2,1,88-80,,
6:37.0,K. Durant misses free throw 2 of 2,,88-80,,
6:36.0,,,88-80,,Defensive rebound by R. Gobert
6:20.0,,,88-80,,Turnover by R. Gobert (offensive goaltending)
6:04.0,K. Durant makes 2-pt shot at rim,2,90-80,,
6:04.0,,,90-80,,Utah full timeout
6:04.0,,,90-80,,J. Ingles enters the game for J. Johnson
6:04.0,D. Green enters the game for A. Iguodala,,90-80,,
6:04.0,S. Curry enters the game for K. Thompson,,90-80,,
5:42.0,,,90-80,,Turnover by B. Diaw (lost ball; steal by I. Clark)
5:26.0,S. Curry misses 2-pt shot from 20 ft,,90-80,,
5:25.0,,,90-80,,Defensive rebound by R. Gobert
5:12.0,,,90-80,,S. Mack misses 3-pt shot from 24 ft
5:12.0,Defensive rebound by D. Green,,90-80,,
5:01.0,K. Durant makes 2-pt shot at rim (assist by D. Green),2,92-80,,
4:38.0,,,92-83,3,J. Ingles makes 3-pt shot from 25 ft (assist by B. Diaw)
4:20.0,I. Clark makes 3-pt shot from 27 ft (assist by D. Green),3,95-83,,
4:02.0,,,95-85,2,R. Gobert makes 2-pt shot from 3 ft (assist by D. Exum)
3:50.0,,,95-85,,Personal foul by J. Ingles (drawn by K. Durant)
3:50.0,,,95-85,,T. Lyles enters the game for B. Diaw
3:41.0,I. Clark misses 2-pt shot from 7 ft,,95-85,,
3:40.0,,,95-85,,Defensive rebound by T. Lyles
3:32.0,,,95-85,,Turnover by J. Ingles (bad pass; steal by D. Green)
3:26.0,S. Curry misses 3-pt shot from 24 ft,,95-85,,
3:25.0,,,95-85,,Defensive rebound by J. Ingles
3:22.0,,,95-87,2,R. Gobert makes 2-pt shot at rim (assist by J. Ingles)
2:54.0,I. Clark makes 3-pt shot from 24 ft (assist by K. Durant),3,98-87,,
2:45.0,,,98-87,,Turnover by R. Gobert (lost ball; steal by K. Durant)
2:43.0,K. Durant makes 2-pt shot at rim,2,100-87,,
2:43.0,Shooting foul by T. Lyles (drawn by K. Durant),,100-87,,
2:43.0,Golden State full timeout,,100-87,,
2:43.0,K. Durant makes free throw 1 of 1,1,101-87,,
2:34.0,,,101-87,,J. Ingles misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by Team,,101-87,,
2:34.0,,,101-87,,Loose ball foul by T. Lyles (drawn by D. Green)
2:34.0,D. Green misses free throw 1 of 2,,101-87,,
