time,Toronto,pts.away,score,pts.home,Indiana
3:30.0,J. Valanciunas enters the game for J. Poeltl,,45-32,,
3:12.0,,,45-32,,T. Young misses 2-pt shot from 3 ft
3:11.0,,,45-32,,Offensive rebound by T. Young
3:11.0,,,45-32,,T. Young misses 2-pt shot from 2 ft
3:10.0,Defensive rebound by J. Valanciunas,,45-32,,
3:00.0,J. Valanciunas makes 2-pt shot from 20 ft (assist by C. Joseph),2,47-32,,
2:40.0,,,47-32,,J. Teague misses 3-pt shot from 26 ft
2:40.0,,,47-32,,Offensive rebound by M. Turner
2:32.0,,,47-32,,Offensive charge foul by J. Teague
2:32.0,,,47-32,,Turnover by J. Teague (offensive foul)
2:32.0,Toronto full timeout,,47-32,,
2:32.0,P. Tucker enters the game for D. Carroll,,47-32,,
2:10.0,P. Tucker makes 2-pt shot from 9 ft,2,49-32,,
1:58.0,,,49-34,2,M. Ellis makes 2-pt shot from 2 ft
1:46.0,S. Ibaka misses 3-pt shot from 26 ft,,49-34,,
1:46.0,,,49-34,,Defensive rebound by P. George
1:34.0,,,49-36,2,T. Young makes 2-pt shot from 16 ft
1:08.0,J. Valanciunas misses 2-pt shot from 10 ft,,49-36,,
1:07.0,,,49-36,,Defensive rebound by M. Turner
0:56.0,,,49-36,,T. Young misses 2-pt shot from 12 ft
0:56.0,Defensive rebound by S. Ibaka,,49-36,,
0:45.0,C. Joseph misses 3-pt shot from 25 ft,,49-36,,
0:43.0,,,49-36,,Defensive rebound by P. George
0:24.0,,,49-38,2,P. George makes 2-pt shot from 4 ft
0:04.0,D. DeRozan makes 2-pt shot from 11 ft,2,51-38,,
0:00.0,,,51-40,2,M. Ellis makes 2-pt shot from 3 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,D. DeRozan misses 3-pt shot from 26 ft,,51-40,,
11:35.0,,,51-40,,Defensive rebound by M. Turner
11:17.0,,,51-40,,T. Young misses 2-pt shot from 18 ft
11:17.0,Defensive rebound by J. Valanciunas,,51-40,,
11:07.0,D. DeRozan misses 2-pt shot from 18 ft,,51-40,,
11:06.0,,,51-40,,Defensive rebound by P. George
10:53.0,,,51-40,,M. Ellis misses 2-pt shot from 5 ft
10:52.0,Defensive rebound by J. Valanciunas,,51-40,,
10:38.0,C. Joseph makes 2-pt shot from 2 ft,2,53-40,,
10:21.0,,,53-40,,T. Young misses 2-pt shot from 20 ft
10:20.0,Defensive rebound by S. Ibaka,,53-40,,
10:08.0,Turnover by S. Ibaka (bad pass; steal by M. Ellis),,53-40,,
10:04.0,,,53-40,,Shooting foul by S. Ibaka (drawn by M. Ellis)
10:04.0,,,53-42,2,M. Ellis makes 2-pt shot from 2 ft
10:04.0,,,53-43,1,M. Ellis makes free throw 1 of 1
9:52.0,Turnover by D. DeRozan (bad pass; steal by T. Young),,53-43,,
9:46.0,,,53-45,2,P. George makes 2-pt shot from 3 ft
9:45.0,Toronto full timeout,,53-45,,
9:36.0,Shooting foul by M. Turner (drawn by D. DeRozan),,53-45,,
9:36.0,D. DeRozan makes free throw 1 of 2,1,54-45,,
9:36.0,D. DeRozan makes free throw 2 of 2,1,55-45,,
9:25.0,Personal foul by J. Valanciunas (drawn by T. Young),,55-45,,
9:14.0,,,55-47,2,T. Young makes 2-pt shot from 3 ft (assist by J. Teague)
8:58.0,D. DeRozan misses 2-pt shot from 19 ft,,55-47,,
8:57.0,,,55-47,,Defensive rebound by M. Turner
8:47.0,,,55-49,2,P. George makes 2-pt shot from 20 ft
8:30.0,D. DeRozan misses 2-pt shot from 2 ft,,55-49,,
8:29.0,,,55-49,,Defensive rebound by T. Young
8:25.0,Personal foul by D. DeRozan (drawn by J. Teague),,55-49,,
8:17.0,,,55-49,,J. Teague misses 2-pt shot from 12 ft
8:17.0,Defensive rebound by J. Valanciunas,,55-49,,
8:10.0,Shooting foul by M. Ellis (drawn by D. DeRozan),,55-49,,
8:10.0,D. DeRozan makes free throw 1 of 2,1,56-49,,
8:10.0,D. DeRozan makes free throw 2 of 2,1,57-49,,
7:55.0,,,57-49,,J. Teague misses 2-pt shot from 12 ft
7:54.0,Defensive rebound by J. Valanciunas,,57-49,,
7:49.0,Turnover by C. Joseph (lost ball),,57-49,,
7:40.0,,,57-51,2,T. Young makes 2-pt shot from 4 ft (assist by M. Ellis)
7:40.0,,,57-51,,Shooting foul by S. Ibaka (drawn by T. Young)
7:40.0,,,57-52,1,T. Young makes free throw 1 of 1
7:31.0,,,57-52,,Personal foul by M. Ellis (drawn by C. Joseph)
7:21.0,S. Ibaka misses 3-pt shot from 24 ft,,57-52,,
7:18.0,,,57-52,,Defensive rebound by M. Ellis
7:15.0,,,57-52,,Turnover by M. Ellis (lost ball; steal by C. Joseph)
7:09.0,Turnover by D. Carroll (bad pass),,57-52,,
6:56.0,,,57-52,,M. Ellis misses 2-pt shot from 18 ft
6:56.0,Defensive rebound by S. Ibaka,,57-52,,
6:46.0,S. Ibaka misses 3-pt shot from 25 ft,,57-52,,
6:45.0,,,57-52,,Defensive rebound by P. George
6:34.0,,,57-52,,P. George misses 2-pt shot from 15 ft
6:33.0,,,57-52,,Offensive rebound by T. Young
6:27.0,,,57-55,3,M. Ellis makes 3-pt shot from 24 ft (assist by J. Teague)
6:04.0,D. DeRozan misses 2-pt shot from 19 ft,,57-55,,
6:03.0,,,57-55,,Defensive rebound by M. Ellis
5:48.0,,,57-58,3,J. Teague makes 3-pt shot from 26 ft
5:47.0,Toronto full timeout,,57-58,,
5:47.0,P. Patterson enters the game for S. Ibaka,,57-58,,
5:47.0,P. Tucker enters the game for D. Carroll,,57-58,,
5:26.0,P. Patterson misses 3-pt shot from 23 ft,,57-58,,
5:24.0,Offensive rebound by J. Valanciunas,,57-58,,
5:24.0,,,57-58,,Loose ball foul by M. Turner (drawn by J. Valanciunas)
5:15.0,J. Valanciunas makes 2-pt shot from 3 ft,2,59-58,,
4:56.0,,,59-61,3,P. George makes 3-pt shot from 25 ft
4:41.0,D. DeRozan makes 2-pt shot from 12 ft (assist by C. Joseph),2,61-61,,
4:06.0,,,61-61,,P. George misses 2-pt shot from 3 ft (block by J. Valanciunas)
4:05.0,Defensive rebound by C. Joseph,,61-61,,
3:50.0,D. DeRozan makes 2-pt shot from 15 ft,2,63-61,,
3:37.0,,,63-61,,Shooting foul by C. Joseph (drawn by J. Teague)
3:37.0,,,63-62,1,J. Teague makes free throw 1 of 3
3:37.0,,,63-63,1,J. Teague makes free throw 2 of 3
3:37.0,,,63-64,1,J. Teague makes free throw 3 of 3
3:37.0,,,63-63,,L. Stephenson enters the game for M. Ellis
3:22.0,D. DeRozan makes 2-pt shot from 16 ft,2,65-64,,
3:13.0,,,65-64,,J. Teague misses 2-pt shot from 17 ft
3:09.0,,,65-64,,Offensive rebound by M. Turner
3:09.0,,,65-64,,M. Turner misses 2-pt shot from 2 ft
3:08.0,Defensive rebound by D. DeRozan,,65-64,,
2:55.0,D. DeRozan makes 2-pt shot from 19 ft,2,67-64,,
2:55.0,,,67-64,,Indiana full timeout
2:55.0,D. Wright enters the game for J. Valanciunas,,67-64,,
2:55.0,J. Poeltl enters the game for C. Joseph,,67-64,,
2:41.0,,,67-67,3,P. George makes 3-pt shot from 23 ft (assist by L. Stephenson)
2:41.0,,,67-67,,Shooting foul by P. Tucker (drawn by P. George)
2:41.0,,,67-68,1,P. George makes free throw 1 of 1
2:41.0,,,67-67,,K. Seraphin enters the game for M. Turner
2:28.0,D. DeRozan makes 2-pt shot from 18 ft,2,69-68,,
2:11.0,,,69-68,,Turnover by K. Seraphin (traveling)
2:00.0,D. DeRozan misses 2-pt shot from 15 ft,,69-68,,
1:59.0,,,69-68,,Defensive rebound by P. George
1:59.0,,,69-68,,Offensive foul by L. Stephenson
1:59.0,,,69-68,,Turnover by L. Stephenson (offensive foul)
1:43.0,P. Patterson misses 3-pt shot from 25 ft,,69-68,,
1:43.0,,,69-68,,Defensive rebound by K. Seraphin
1:34.0,,,69-71,3,P. George makes 3-pt shot from 26 ft
1:21.0,D. DeRozan makes 2-pt shot from 3 ft,2,71-71,,
1:05.0,,,71-73,2,P. George makes 2-pt shot from 18 ft
0:51.0,D. DeRozan misses 2-pt shot from 19 ft,,71-73,,
0:50.0,,,71-73,,Defensive rebound by P. George
0:43.0,,,71-75,2,J. Teague makes 2-pt shot from 10 ft
0:25.0,Shooting foul by K. Seraphin (drawn by D. DeRozan),,71-75,,
0:25.0,D. DeRozan makes free throw 1 of 2,1,72-75,,
0:25.0,D. DeRozan makes free throw 2 of 2,1,73-75,,
0:25.0,,,72-75,,C. Miles enters the game for T. Young
0:11.0,Personal foul by P. Tucker,,73-75,,
0:11.0,,,73-76,1,P. George makes free throw 1 of 2
0:11.0,,,73-77,1,P. George makes free throw 2 of 2
0:03.0,,,73-77,,Shooting block foul by C. Miles (drawn by D. DeRozan)
0:03.0,D. DeRozan makes free throw 1 of 2,1,74-77,,
0:03.0,D. DeRozan makes free throw 2 of 2,1,75-77,,
0:00.0,,,75-77,,J. Teague misses 3-pt shot from 40 ft (block by J. Poeltl)
0:00.0,,,75-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,75-79,2,L. Stephenson makes 2-pt shot from 17 ft
11:11.0,J. Poeltl makes 2-pt shot from 4 ft (assist by D. Wright),2,77-79,,
11:11.0,Shooting foul by A. Brooks (drawn by J. Poeltl),,77-79,,
11:11.0,J. Poeltl misses free throw 1 of 1,,77-79,,
11:11.0,,,77-79,,Defensive rebound by L. Stephenson
10:58.0,,,77-79,,C. Miles misses 2-pt shot from 3 ft (block by D. Wright)
10:57.0,Defensive rebound by N. Powell,,77-79,,
10:51.0,P. Tucker misses 2-pt shot from 2 ft,,77-79,,
10:50.0,,,77-79,,Defensive rebound by A. Brooks
10:41.0,,,77-81,2,C. Miles makes 2-pt shot from 18 ft (assist by A. Brooks)
10:22.0,D. Wright misses 2-pt shot from 3 ft,,77-81,,
10:22.0,,,77-81,,Defensive rebound by C. Miles
10:13.0,,,77-81,,Turnover by K. Seraphin (bad pass; steal by J. Poeltl)
9:55.0,Turnover by N. Powell (bad pass; steal by L. Stephenson),,77-81,,
9:52.0,Violation by N. Powell (kicked ball),,77-81,,
9:36.0,Personal block foul by P. Patterson (drawn by A. Brooks),,77-81,,
9:36.0,,,77-81,,M. Turner enters the game for K. Seraphin
9:36.0,J. Valanciunas enters the game for J. Poeltl,,77-81,,
9:23.0,,,77-81,,A. Brooks misses 2-pt shot from 16 ft
9:22.0,Defensive rebound by P. Tucker,,77-81,,
9:08.0,P. Tucker misses 3-pt shot from 23 ft,,77-81,,
9:07.0,,,77-81,,Defensive rebound by L. Allen
8:51.0,,,77-81,,L. Stephenson misses 2-pt shot from 6 ft
8:51.0,,,77-81,,Offensive rebound by Team
8:51.0,Official timeout,,77-81,,
8:51.0,D. DeRozan enters the game for N. Powell,,77-81,,
8:51.0,,,77-81,,T. Young enters the game for L. Allen
8:39.0,,,77-83,2,L. Stephenson makes 2-pt shot from 20 ft
8:18.0,P. Tucker misses 2-pt shot from 3 ft,,77-83,,
8:17.0,,,77-83,,Defensive rebound by M. Turner
8:11.0,Personal foul by P. Tucker,,77-83,,
8:11.0,,,77-83,,P. George enters the game for C. Miles
8:11.0,,,77-83,,J. Teague enters the game for A. Brooks
8:11.0,D. Carroll enters the game for P. Patterson,,77-83,,
8:00.0,,,77-86,3,M. Turner makes 3-pt shot from 25 ft (assist by L. Stephenson)
7:41.0,D. DeRozan misses 2-pt shot from 17 ft,,77-86,,
7:41.0,,,77-86,,Defensive rebound by T. Young
7:31.0,,,77-88,2,J. Teague makes 2-pt shot from 4 ft
7:31.0,Toronto full timeout,,77-88,,
7:31.0,C. Joseph enters the game for P. Tucker,,77-88,,
7:31.0,S. Ibaka enters the game for D. Wright,,77-88,,
7:11.0,S. Ibaka misses 3-pt shot from 25 ft,,77-88,,
7:10.0,,,77-88,,Defensive rebound by L. Stephenson
6:59.0,,,77-88,,P. George misses 3-pt shot from 26 ft
6:58.0,,,77-88,,Offensive rebound by P. George
6:52.0,,,77-88,,P. George misses 2-pt shot from 21 ft
6:52.0,Defensive rebound by C. Joseph,,77-88,,
6:41.0,S. Ibaka makes 2-pt shot from 3 ft,2,79-88,,
6:20.0,,,79-90,2,T. Young makes 2-pt shot from 2 ft (assist by L. Stephenson)
6:05.0,D. DeRozan makes 2-pt shot from 10 ft,2,81-90,,
5:50.0,,,81-90,,T. Young misses 2-pt shot from 6 ft
5:48.0,,,81-90,,Offensive rebound by T. Young
5:48.0,,,81-90,,T. Young misses 2-pt shot from 1 ft
5:46.0,Defensive rebound by D. Carroll,,81-90,,
5:38.0,D. DeRozan misses 2-pt shot from 18 ft,,81-90,,
5:35.0,,,81-90,,Defensive rebound by T. Young
5:17.0,,,81-90,,Turnover by M. Turner (bad pass; steal by D. DeRozan)
5:07.0,S. Ibaka misses 3-pt shot from 27 ft,,81-90,,
5:06.0,,,81-90,,Defensive rebound by Team
5:06.0,,,81-90,,Indiana full timeout
5:06.0,P. Tucker enters the game for J. Valanciunas,,81-90,,
4:58.0,Personal foul by D. Carroll (drawn by P. George),,81-90,,
4:48.0,,,81-90,,P. George misses 3-pt shot from 23 ft
4:47.0,,,81-90,,Offensive rebound by T. Young
4:44.0,,,81-92,2,T. Young makes 2-pt shot from 5 ft
4:24.0,S. Ibaka makes 2-pt shot from 6 ft (assist by P. Tucker),2,83-92,,
4:01.0,,,83-95,3,L. Stephenson makes 3-pt shot from 26 ft (assist by J. Teague)
3:38.0,Turnover by P. Tucker (bad pass; steal by T. Young),,83-95,,
3:25.0,,,83-95,,P. George misses 2-pt shot from 14 ft
3:24.0,,,83-95,,Offensive rebound by T. Young
3:07.0,Loose ball foul by D. DeRozan (drawn by J. Teague),,83-95,,
3:07.0,,,83-95,,Violation by Team (jump ball)
2:55.0,,,83-97,2,P. George makes 2-pt shot from 21 ft
2:44.0,C. Joseph makes 2-pt shot from 19 ft,2,85-97,,
2:26.0,,,85-97,,Offensive charge foul by P. George
2:26.0,,,85-97,,Turnover by P. George (offensive foul)
2:09.0,S. Ibaka misses 2-pt shot from 7 ft,,85-97,,
2:08.0,Offensive rebound by P. Tucker,,85-97,,
2:08.0,P. Tucker makes 2-pt shot from 3 ft,2,87-97,,
1:44.0,,,87-97,,M. Turner misses 3-pt shot from 26 ft
1:43.0,Defensive rebound by P. Tucker,,87-97,,
1:37.0,D. Carroll makes 3-pt shot from 25 ft (assist by D. DeRozan),3,90-97,,
1:37.0,,,90-97,,Indiana full timeout
1:37.0,,,90-97,,C. Miles enters the game for T. Young
1:24.0,,,90-100,3,L. Stephenson makes 3-pt shot from 24 ft (assist by C. Miles)
1:16.0,D. Carroll misses 3-pt shot from 26 ft,,90-100,,
1:16.0,,,90-100,,Defensive rebound by J. Teague
0:55.0,,,90-103,3,P. George makes 3-pt shot from 25 ft (assist by J. Teague)
0:55.0,Toronto full timeout,,90-103,,
0:55.0,,,90-103,,T. Young enters the game for C. Miles
0:49.0,C. Joseph misses 3-pt shot from 25 ft,,90-103,,
0:49.0,,,90-103,,Defensive rebound by J. Teague
0:48.0,Loose ball foul by P. Tucker,,90-103,,
0:48.0,,,90-104,1,J. Teague makes free throw 1 of 2
0:48.0,,,90-105,1,J. Teague makes free throw 2 of 2
0:44.0,Turnover by C. Joseph (lost ball; steal by P. George),,90-105,,
0:22.0,,,90-105,,P. George misses 2-pt shot from 18 ft
0:21.0,Defensive rebound by S. Ibaka,,90-105,,
0:10.0,P. Tucker misses 3-pt shot from 25 ft,,90-105,,
0:09.0,,,90-105,,Defensive rebound by T. Young
