time,Oklahoma City,pts.away,score,pts.home,Portland
8:00.0,Defensive rebound by D. Sabonis,,11-6,,
7:52.0,A. Roberson misses 3-pt shot from 24 ft,,11-6,,
7:52.0,Offensive rebound by Team,,11-6,,
7:52.0,,,11-6,,Loose ball foul by N. Vonleh (drawn by S. Adams)
7:35.0,R. Westbrook misses 2-pt shot from 19 ft,,11-6,,
7:34.0,,,11-6,,Defensive rebound by M. Plumlee
7:26.0,,,11-6,,Turnover by M. Plumlee (bad pass; steal by J. Grant)
7:21.0,R. Westbrook misses 2-pt shot from 1 ft,,11-6,,
7:21.0,,,11-6,,Defensive rebound by Team
7:07.0,,,11-6,,C. McCollum misses 2-pt shot from 6 ft (block by A. Roberson)
7:05.0,Defensive rebound by A. Roberson,,11-6,,
7:03.0,,,11-6,,Loose ball foul by N. Vonleh (drawn by J. Grant)
7:03.0,,,11-6,,M. Leonard enters the game for N. Vonleh
6:54.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,13-6,,
6:33.0,,,13-9,3,M. Harkless makes 3-pt shot from 25 ft (assist by D. Lillard)
6:19.0,D. Sabonis makes 2-pt shot from 22 ft (assist by R. Westbrook),2,15-9,,
6:04.0,Personal foul by D. Sabonis (drawn by D. Lillard),,15-9,,
6:04.0,,,15-9,,Portland full timeout
6:04.0,E. Kanter enters the game for D. Sabonis,,15-9,,
6:04.0,A. Morrow enters the game for J. Grant,,15-9,,
5:58.0,,,15-9,,Turnover by M. Plumlee (bad pass)
5:50.0,R. Westbrook misses 2-pt shot from 1 ft,,15-9,,
5:50.0,,,15-9,,Defensive rebound by Team
5:35.0,,,15-9,,C. McCollum misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by E. Kanter,,15-9,,
5:34.0,,,15-9,,Personal foul by M. Plumlee (drawn by E. Kanter)
5:34.0,E. Kanter makes free throw 1 of 2,1,16-9,,
5:34.0,Turnover by S. Adams (lane violation.),,16-9,,
5:34.0,,,16-9,,E. Davis enters the game for M. Plumlee
5:22.0,,,16-11,2,D. Lillard makes 2-pt shot from 2 ft
5:18.0,Shooting foul by M. Leonard (drawn by R. Westbrook),,16-11,,
5:18.0,R. Westbrook makes free throw 1 of 2,1,17-11,,
5:18.0,R. Westbrook makes free throw 2 of 2,1,18-11,,
5:18.0,,,17-11,,A. Crabbe enters the game for C. McCollum
5:18.0,,,17-11,,E. Turner enters the game for M. Harkless
5:06.0,,,18-11,,Turnover by D. Lillard (bad pass; steal by S. Adams)
5:01.0,A. Morrow misses 3-pt shot from 25 ft,,18-11,,
4:59.0,Offensive rebound by E. Kanter,,18-11,,
4:57.0,E. Kanter makes 2-pt shot from 1 ft,2,20-11,,
4:45.0,,,20-14,3,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard)
4:19.0,S. Adams makes 2-pt shot from 3 ft,2,22-14,,
4:06.0,,,22-16,2,D. Lillard makes 2-pt shot from 1 ft
3:55.0,R. Westbrook makes 3-pt shot from 25 ft,3,25-16,,
3:40.0,,,25-19,3,M. Leonard makes 3-pt shot from 24 ft (assist by E. Turner)
3:22.0,A. Morrow makes 2-pt shot from 18 ft (assist by R. Westbrook),2,27-19,,
3:08.0,,,27-19,,E. Davis misses 2-pt shot from 2 ft
3:08.0,,,27-19,,Offensive rebound by D. Lillard
3:08.0,,,27-21,2,D. Lillard makes 2-pt shot from 1 ft
2:59.0,Oklahoma City full timeout,,27-21,,
2:59.0,S. Christon enters the game for A. Roberson,,27-21,,
2:59.0,J. Lauvergne enters the game for S. Adams,,27-21,,
2:59.0,A. Roberson enters the game for R. Westbrook,,27-21,,
2:54.0,Shooting foul by E. Davis (drawn by J. Lauvergne),,27-21,,
2:54.0,J. Lauvergne makes free throw 1 of 2,1,28-21,,
2:54.0,J. Lauvergne makes free throw 2 of 2,1,29-21,,
2:34.0,,,29-21,,E. Turner misses 3-pt shot from 24 ft
2:32.0,Defensive rebound by A. Roberson,,29-21,,
2:23.0,Turnover by A. Roberson (bad pass; steal by E. Turner),,29-21,,
2:17.0,,,29-23,2,D. Lillard makes 2-pt shot from 1 ft (assist by E. Turner)
2:07.0,Turnover by S. Christon (traveling),,29-23,,
1:53.0,,,29-25,2,E. Davis makes 2-pt shot at rim (assist by D. Lillard)
1:31.0,J. Lauvergne misses 2-pt shot from 20 ft,,29-25,,
1:31.0,Offensive rebound by Team,,29-25,,
1:31.0,,,29-25,,Loose ball foul by M. Leonard (drawn by E. Kanter)
1:31.0,E. Kanter makes free throw 1 of 2,1,30-25,,
1:31.0,E. Kanter makes free throw 2 of 2,1,31-25,,
1:31.0,,,30-25,,C. McCollum enters the game for D. Lillard
1:13.0,,,31-27,2,E. Turner makes 2-pt shot from 17 ft
0:59.0,E. Kanter misses 2-pt shot from 1 ft (block by M. Leonard),,31-27,,
0:58.0,,,31-27,,Defensive rebound by M. Leonard
0:52.0,,,31-30,3,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum)
0:41.0,A. Morrow misses 2-pt shot from 5 ft,,31-30,,
0:40.0,Offensive rebound by A. Morrow,,31-30,,
0:39.0,A. Morrow misses 2-pt shot from 5 ft (block by C. McCollum),,31-30,,
0:39.0,,,31-30,,Defensive rebound by E. Davis
0:39.0,Personal foul by A. Morrow (drawn by E. Davis),,31-30,,
0:39.0,Technical foul by A. Morrow (drawn by E. Davis),,31-30,,
0:39.0,,,31-30,,C. McCollum misses technical free throw
0:39.0,,,31-30,,Offensive rebound by Team
0:39.0,A. Abrines enters the game for A. Roberson,,31-30,,
0:32.0,,,31-30,,C. McCollum misses 2-pt shot from 16 ft
0:31.0,Defensive rebound by E. Kanter,,31-30,,
0:12.0,A. Morrow misses 2-pt shot from 9 ft (block by E. Davis),,31-30,,
0:11.0,,,31-30,,Defensive rebound by E. Davis
0:08.0,,,31-32,2,A. Crabbe makes 2-pt shot from 1 ft (assist by E. Davis)
0:01.0,Shooting foul by E. Davis (drawn by E. Kanter),,31-32,,
0:01.0,E. Kanter misses free throw 1 of 2,,31-32,,
0:01.0,Offensive rebound by Team,,31-32,,
0:01.0,E. Kanter misses free throw 2 of 2,,31-32,,
0:00.0,,,31-32,,Defensive rebound by C. McCollum
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,31-35,3,A. Crabbe makes 3-pt shot from 25 ft
11:16.0,Shooting foul by E. Davis (drawn by E. Kanter),,31-35,,
11:16.0,E. Kanter makes free throw 1 of 2,1,32-35,,
11:16.0,E. Kanter misses free throw 2 of 2,,32-35,,
11:16.0,,,32-35,,M. Plumlee enters the game for E. Davis
11:14.0,Offensive rebound by J. Lauvergne,,32-35,,
11:14.0,J. Lauvergne misses 2-pt shot from 1 ft,,32-35,,
11:13.0,Offensive rebound by J. Lauvergne,,32-35,,
11:10.0,A. Abrines misses 3-pt shot from 25 ft,,32-35,,
11:10.0,Offensive rebound by Team,,32-35,,
11:10.0,,,32-35,,Loose ball foul by M. Leonard (drawn by E. Kanter)
11:04.0,S. Christon makes 2-pt shot from 21 ft,2,34-35,,
10:47.0,,,34-37,2,A. Crabbe makes 2-pt shot from 21 ft
10:28.0,Turnover by E. Kanter (traveling),,34-37,,
10:28.0,,,34-37,,M. Harkless enters the game for M. Leonard
10:07.0,,,34-39,2,M. Plumlee makes 2-pt shot from 6 ft
9:52.0,S. Christon misses 2-pt shot from 20 ft,,34-39,,
9:51.0,Offensive rebound by E. Kanter,,34-39,,
9:46.0,A. Morrow misses 3-pt shot from 23 ft,,34-39,,
9:45.0,Offensive rebound by E. Kanter,,34-39,,
9:43.0,E. Kanter misses 2-pt shot from 1 ft (block by M. Plumlee),,34-39,,
9:41.0,Offensive rebound by E. Kanter,,34-39,,
9:41.0,E. Kanter misses 2-pt shot from 2 ft (block by E. Turner),,34-39,,
9:40.0,Offensive rebound by Team,,34-39,,
9:33.0,Turnover by E. Kanter (bad pass; steal by C. McCollum),,34-39,,
9:27.0,,,34-39,,Shooting foul by J. Lauvergne (drawn by C. McCollum)
9:27.0,,,34-40,1,C. McCollum makes free throw 1 of 2
9:27.0,,,34-41,1,C. McCollum makes free throw 2 of 2
9:27.0,D. Sabonis enters the game for E. Kanter,,34-40,,
9:08.0,S. Christon misses 3-pt shot from 24 ft,,34-41,,
9:07.0,,,34-41,,Defensive rebound by M. Plumlee
8:58.0,,,34-41,,C. McCollum misses 3-pt shot from 28 ft
8:58.0,Defensive rebound by D. Sabonis,,34-41,,
8:48.0,A. Morrow misses 3-pt shot from 26 ft,,34-41,,
8:47.0,,,34-41,,Defensive rebound by M. Harkless
8:41.0,Shooting block foul by A. Abrines (drawn by M. Harkless),,34-41,,
8:41.0,Official timeout,,34-41,,
8:41.0,,,34-42,1,M. Harkless makes free throw 1 of 2
8:41.0,,,34-43,1,M. Harkless makes free throw 2 of 2
8:41.0,A. Roberson enters the game for S. Christon,,34-41,,
8:41.0,R. Westbrook enters the game for A. Morrow,,34-41,,
8:31.0,J. Lauvergne misses 3-pt shot from 25 ft,,34-43,,
8:30.0,,,34-43,,Defensive rebound by E. Turner
8:10.0,,,34-43,,M. Harkless misses 3-pt shot from 24 ft
8:10.0,,,34-43,,Offensive rebound by M. Plumlee
8:04.0,,,34-45,2,C. McCollum makes 2-pt shot from 1 ft (assist by M. Plumlee)
7:40.0,R. Westbrook misses 3-pt shot from 25 ft,,34-45,,
7:39.0,,,34-45,,Defensive rebound by M. Plumlee
7:33.0,Personal foul by D. Sabonis (drawn by M. Harkless),,34-45,,
7:33.0,S. Adams enters the game for D. Sabonis,,34-45,,
7:33.0,J. Grant enters the game for J. Lauvergne,,34-45,,
7:33.0,,,34-45,,D. Lillard enters the game for C. McCollum
7:17.0,,,34-47,2,E. Turner makes 2-pt shot from 7 ft
7:06.0,R. Westbrook makes 2-pt shot from 3 ft,2,36-47,,
6:57.0,,,36-47,,Shooting foul by J. Grant (drawn by E. Turner)
6:57.0,,,36-49,2,E. Turner makes 2-pt shot from 7 ft
6:57.0,,,36-50,1,E. Turner makes free throw 1 of 1
6:46.0,,,36-50,,Personal foul by E. Turner (drawn by S. Adams)
6:39.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,38-50,,
6:25.0,,,38-52,2,E. Turner makes 2-pt shot from 22 ft
6:14.0,,,38-52,,Shooting block foul by M. Harkless (drawn by J. Grant)
6:14.0,J. Grant makes free throw 1 of 2,1,39-52,,
6:14.0,J. Grant makes free throw 2 of 2,1,40-52,,
6:14.0,S. Christon enters the game for A. Abrines,,39-52,,
6:02.0,,,40-52,,Shooting foul by J. Grant (drawn by M. Plumlee)
6:02.0,,,40-53,1,M. Plumlee makes free throw 1 of 2
6:02.0,,,40-53,,M. Plumlee misses free throw 2 of 2
6:02.0,Defensive rebound by Team,,40-53,,
6:02.0,,,40-53,,Loose ball foul by M. Harkless (drawn by J. Grant)
6:02.0,J. Grant makes free throw 1 of 2,1,41-53,,
6:02.0,J. Grant makes free throw 2 of 2,1,42-53,,
5:49.0,,,42-53,,D. Lillard misses 2-pt shot from 6 ft (block by S. Christon)
5:48.0,Defensive rebound by R. Westbrook,,42-53,,
5:42.0,R. Westbrook misses 2-pt shot from 1 ft,,42-53,,
5:42.0,Offensive rebound by S. Adams,,42-53,,
5:40.0,S. Adams makes 2-pt shot at rim,2,44-53,,
5:40.0,,,44-53,,Portland full timeout
5:27.0,,,44-53,,Turnover by M. Harkless (lost ball; steal by S. Adams)
5:24.0,,,44-53,,Shooting block foul by A. Crabbe (drawn by R. Westbrook)
5:24.0,R. Westbrook makes free throw 1 of 2,1,45-53,,
5:24.0,R. Westbrook makes free throw 2 of 2,1,46-53,,
5:07.0,,,46-55,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Lillard)
4:55.0,R. Westbrook misses 3-pt shot from 25 ft,,46-55,,
4:53.0,,,46-55,,Defensive rebound by A. Crabbe
4:44.0,,,46-55,,Turnover by D. Lillard (bad pass; steal by S. Adams)
4:40.0,R. Westbrook makes 2-pt shot at rim (assist by A. Roberson),2,48-55,,
4:21.0,,,48-57,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
4:03.0,Shooting foul by E. Turner (drawn by S. Adams),,48-57,,
4:03.0,S. Adams misses free throw 1 of 2,,48-57,,
4:03.0,Offensive rebound by Team,,48-57,,
4:03.0,S. Adams makes free throw 2 of 2,1,49-57,,
4:03.0,,,48-57,,C. McCollum enters the game for A. Crabbe
3:43.0,,,49-59,2,D. Lillard makes 2-pt shot from 8 ft (assist by C. McCollum)
3:18.0,A. Roberson misses 3-pt shot from 25 ft,,49-59,,
3:18.0,Offensive rebound by R. Westbrook,,49-59,,
3:11.0,Turnover by A. Roberson (bad pass; steal by M. Harkless),,49-59,,
2:59.0,,,49-61,2,M. Harkless makes 2-pt shot at rim (assist by M. Plumlee)
2:46.0,Turnover by R. Westbrook (bad pass; steal by D. Lillard),,49-61,,
2:46.0,Personal foul by S. Christon (drawn by M. Harkless),,49-61,,
2:46.0,Oklahoma City full timeout,,49-61,,
2:46.0,,,49-62,1,M. Harkless makes free throw 1 of 2
2:46.0,,,49-63,1,M. Harkless makes free throw 2 of 2
2:33.0,Turnover by S. Adams (lost ball; steal by M. Harkless),,49-63,,
2:29.0,Violation by S. Adams (kicked ball),,49-63,,
2:19.0,,,49-63,,Turnover by C. McCollum (bad pass; steal by A. Roberson)
2:13.0,A. Roberson misses 2-pt shot from 2 ft,,49-63,,
2:12.0,,,49-63,,Defensive rebound by C. McCollum
1:59.0,Personal foul by A. Roberson (drawn by D. Lillard),,49-63,,
1:59.0,,,49-64,1,D. Lillard makes free throw 1 of 2
1:59.0,,,49-65,1,D. Lillard makes free throw 2 of 2
1:59.0,,,49-64,,A. Crabbe enters the game for E. Turner
1:50.0,R. Westbrook misses 2-pt shot from 13 ft,,49-65,,
1:49.0,,,49-65,,Defensive rebound by M. Plumlee
1:41.0,,,49-65,,M. Harkless misses 2-pt shot from 3 ft
1:40.0,Defensive rebound by A. Roberson,,49-65,,
1:30.0,R. Westbrook misses 2-pt shot from 7 ft,,49-65,,
1:29.0,,,49-65,,Defensive rebound by M. Plumlee
1:29.0,Personal take foul by R. Westbrook (drawn by M. Plumlee),,49-65,,
1:29.0,,,49-65,,M. Plumlee misses free throw 1 of 2
1:29.0,,,49-65,,Offensive rebound by Team
1:29.0,,,49-66,1,M. Plumlee makes free throw 2 of 2
1:14.0,J. Grant misses 2-pt shot from 3 ft (block by M. Plumlee),,49-66,,
1:13.0,Offensive rebound by R. Westbrook,,49-66,,
1:13.0,Shooting foul by D. Lillard (drawn by S. Christon),,49-66,,
1:13.0,S. Christon misses free throw 1 of 2,,49-66,,
1:13.0,Offensive rebound by Team,,49-66,,
1:13.0,S. Christon makes free throw 2 of 2,1,50-66,,
0:56.0,,,50-66,,Turnover by C. McCollum (lost ball; steal by S. Christon)
0:52.0,R. Westbrook makes 2-pt shot from 2 ft (assist by S. Christon),2,52-66,,
0:30.0,,,52-66,,A. Crabbe misses 2-pt shot from 7 ft
0:28.0,,,52-66,,Offensive rebound by A. Crabbe
0:22.0,,,52-66,,A. Crabbe misses 3-pt shot from 25 ft
0:21.0,,,52-66,,Offensive rebound by D. Lillard
0:01.0,,,52-68,2,D. Lillard makes 2-pt shot at rim
0:00.0,S. Adams misses 3-pt shot from 64 ft,,52-68,,
0:00.0,Offensive rebound by Team,,52-68,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,52-68,,M. Harkless misses 2-pt shot from 2 ft
11:46.0,,,52-68,,Offensive rebound by N. Vonleh
11:44.0,,,52-68,,N. Vonleh misses 2-pt shot from 4 ft (block by D. Sabonis)
11:43.0,Defensive rebound by R. Westbrook,,52-68,,
11:40.0,Turnover by R. Westbrook (lost ball; steal by M. Harkless),,52-68,,
11:31.0,,,52-70,2,M. Plumlee makes 2-pt shot from 8 ft (assist by D. Lillard)
11:06.0,A. Roberson makes 2-pt shot from 22 ft,2,54-70,,
10:44.0,,,54-70,,C. McCollum misses 2-pt shot from 8 ft
10:43.0,Defensive rebound by Team,,54-70,,
10:26.0,J. Grant misses 2-pt shot from 2 ft (block by N. Vonleh),,54-70,,
10:26.0,,,54-70,,Defensive rebound by M. Harkless
10:07.0,,,54-73,3,C. McCollum makes 3-pt shot from 26 ft
9:57.0,R. Westbrook misses 3-pt shot from 24 ft,,54-73,,
9:56.0,,,54-73,,Defensive rebound by M. Harkless
9:51.0,,,54-73,,Turnover by C. McCollum (lost ball)
9:51.0,Oklahoma City full timeout,,54-73,,
9:32.0,S. Adams misses 2-pt shot from 9 ft,,54-73,,
9:30.0,,,54-73,,Defensive rebound by Team
9:06.0,,,54-75,2,M. Harkless makes 2-pt shot from 17 ft
8:53.0,A. Roberson misses 2-pt shot from 5 ft,,54-75,,
8:52.0,,,54-75,,Defensive rebound by N. Vonleh
8:41.0,,,54-77,2,C. McCollum makes 2-pt shot from 15 ft
8:28.0,R. Westbrook makes 2-pt shot from 3 ft,2,56-77,,
8:08.0,,,56-77,,C. McCollum misses 2-pt shot from 2 ft
8:08.0,Defensive rebound by S. Adams,,56-77,,
7:56.0,R. Westbrook misses 2-pt shot from 2 ft,,56-77,,
7:55.0,,,56-77,,Defensive rebound by N. Vonleh
7:40.0,,,56-77,,M. Harkless misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by S. Adams,,56-77,,
7:40.0,,,56-77,,Personal foul by M. Plumlee (drawn by S. Adams)
7:25.0,Turnover by S. Adams (traveling),,56-77,,
7:14.0,,,56-77,,Turnover by M. Plumlee (bad pass; steal by A. Roberson)
7:12.0,,,56-77,,Personal foul by C. McCollum (drawn by A. Roberson)
6:58.0,R. Westbrook makes 3-pt shot from 24 ft,3,59-77,,
6:41.0,,,59-80,3,D. Lillard makes 3-pt shot from 28 ft (assist by C. McCollum)
6:36.0,Turnover by D. Sabonis (bad pass; steal by M. Harkless),,59-80,,
6:32.0,,,59-82,2,M. Harkless makes 2-pt shot at rim
6:26.0,Turnover by R. Westbrook (bad pass; steal by M. Harkless),,59-82,,
6:21.0,,,59-82,,M. Harkless misses 2-pt shot from 1 ft
6:21.0,Defensive rebound by Team,,59-82,,
6:21.0,,,59-82,,Loose ball foul by N. Vonleh (drawn by R. Westbrook)
6:12.0,R. Westbrook misses 2-pt shot from 3 ft,,59-82,,
6:11.0,Offensive rebound by S. Adams,,59-82,,
6:11.0,S. Adams makes 2-pt shot at rim,2,61-82,,
5:50.0,,,61-82,,Turnover by D. Lillard (bad pass; steal by S. Adams)
5:42.0,Offensive charge foul by J. Grant,,61-82,,
5:42.0,Turnover by J. Grant (offensive foul),,61-82,,
5:42.0,E. Kanter enters the game for J. Grant,,61-82,,
5:42.0,,,61-82,,M. Leonard enters the game for N. Vonleh
5:42.0,A. Morrow enters the game for D. Sabonis,,61-82,,
5:16.0,,,61-82,,M. Plumlee misses 2-pt shot from 11 ft
5:14.0,,,61-82,,Offensive rebound by C. McCollum
5:09.0,,,61-82,,D. Lillard misses 3-pt shot from 27 ft
5:08.0,Defensive rebound by A. Morrow,,61-82,,
4:58.0,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook),2,63-82,,
4:58.0,,,63-82,,Portland full timeout
4:39.0,,,63-84,2,C. McCollum makes 2-pt shot from 16 ft
4:20.0,Turnover by S. Adams (lost ball; steal by M. Plumlee),,63-84,,
4:16.0,,,63-84,,Turnover by M. Plumlee (bad pass; steal by E. Kanter)
4:15.0,Turnover by E. Kanter (bad pass),,63-84,,
4:15.0,,,63-84,,A. Crabbe enters the game for M. Harkless
4:15.0,,,63-84,,E. Turner enters the game for C. McCollum
3:57.0,,,63-86,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
3:39.0,E. Kanter misses 2-pt shot from 3 ft,,63-86,,
3:39.0,,,63-86,,Defensive rebound by M. Leonard
3:23.0,,,63-88,2,M. Leonard makes 2-pt shot from 7 ft (assist by A. Crabbe)
3:05.0,A. Morrow makes 2-pt shot from 8 ft,2,65-88,,
2:45.0,,,65-90,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
2:21.0,R. Westbrook misses 2-pt shot from 17 ft,,65-90,,
2:21.0,Offensive rebound by Team,,65-90,,
2:21.0,,,65-90,,Loose ball foul by M. Leonard (drawn by E. Kanter)
2:21.0,S. Christon enters the game for R. Westbrook,,65-90,,
2:21.0,J. Lauvergne enters the game for S. Adams,,65-90,,
2:06.0,A. Morrow makes 3-pt shot from 28 ft (assist by E. Kanter),3,68-90,,
1:48.0,,,68-90,,E. Turner misses 2-pt shot from 4 ft
1:47.0,Defensive rebound by S. Christon,,68-90,,
1:41.0,A. Morrow misses 3-pt shot from 24 ft,,68-90,,
1:41.0,,,68-90,,Defensive rebound by A. Crabbe
1:34.0,,,68-92,2,M. Plumlee makes 2-pt shot from 3 ft (assist by E. Turner)
1:13.0,S. Christon misses 3-pt shot from 24 ft,,68-92,,
1:13.0,Offensive rebound by A. Roberson,,68-92,,
1:11.0,A. Roberson makes 2-pt shot from 3 ft,2,70-92,,
0:54.0,,,70-92,,Turnover by E. Turner (bad pass)
0:54.0,,,70-92,,E. Davis enters the game for M. Plumlee
0:54.0,J. Grant enters the game for A. Roberson,,70-92,,
0:32.0,E. Kanter misses 3-pt shot from 25 ft,,70-92,,
0:32.0,,,70-92,,Defensive rebound by Team
0:15.0,,,70-92,,D. Lillard misses 2-pt shot from 6 ft
0:13.0,Defensive rebound by J. Grant,,70-92,,
0:06.0,Shooting foul by E. Turner (drawn by S. Christon),,70-92,,
0:06.0,S. Christon makes free throw 1 of 2,1,71-92,,
0:06.0,S. Christon misses free throw 2 of 2,,71-92,,
0:05.0,Offensive rebound by E. Kanter,,71-92,,
0:04.0,Turnover by E. Kanter (traveling),,71-92,,
0:04.0,,,71-92,,C. McCollum enters the game for E. Davis
0:00.0,,,71-92,,D. Lillard misses 3-pt shot from 27 ft
0:00.0,,,71-92,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,71-92,,Personal foul by E. Davis (drawn by J. Lauvergne)
11:38.0,J. Lauvergne makes 2-pt shot at rim (assist by A. Morrow),2,73-92,,
11:14.0,,,73-92,,A. Crabbe misses 2-pt shot from 3 ft
11:14.0,,,73-92,,Offensive rebound by E. Davis
11:13.0,,,73-94,2,E. Davis makes 2-pt shot from 1 ft
10:50.0,E. Kanter misses 2-pt shot from 1 ft (block by M. Leonard),,73-94,,
10:49.0,,,73-94,,Defensive rebound by M. Leonard
10:44.0,Personal foul by A. Morrow (drawn by E. Turner),,73-94,,
10:25.0,,,73-96,2,C. McCollum makes 2-pt shot at rim
10:10.0,J. Grant misses 2-pt shot from 2 ft,,73-96,,
10:09.0,,,73-96,,Defensive rebound by E. Turner
9:55.0,,,73-99,3,E. Turner makes 3-pt shot from 25 ft (assist by C. McCollum)
9:55.0,Oklahoma City full timeout,,73-99,,
9:44.0,A. Morrow makes 2-pt shot from 21 ft (assist by J. Lauvergne),2,75-99,,
9:29.0,,,75-99,,Shooting foul by J. Grant (drawn by A. Crabbe)
9:29.0,,,75-99,,A. Crabbe misses free throw 1 of 2
9:29.0,,,75-99,,Offensive rebound by Team
9:29.0,,,75-100,1,A. Crabbe makes free throw 2 of 2
9:16.0,J. Lauvergne makes 2-pt shot from 5 ft (assist by S. Christon),2,77-100,,
8:54.0,,,77-102,2,E. Turner makes 2-pt shot from 11 ft (assist by A. Crabbe)
8:39.0,J. Grant misses 3-pt shot from 23 ft,,77-102,,
8:36.0,Offensive rebound by J. Lauvergne,,77-102,,
8:33.0,J. Grant makes 2-pt shot at rim (assist by J. Lauvergne),2,79-102,,
8:15.0,,,79-102,,Shooting foul by E. Kanter (drawn by E. Davis)
8:15.0,,,79-103,1,E. Davis makes free throw 1 of 2
8:15.0,,,79-104,1,E. Davis makes free throw 2 of 2
7:57.0,J. Grant makes 2-pt shot from 3 ft (assist by S. Christon),2,81-104,,
7:39.0,Personal foul by J. Lauvergne (drawn by E. Davis),,81-104,,
7:39.0,N. Collison enters the game for E. Kanter,,81-104,,
7:39.0,,,81-104,,N. Vonleh enters the game for E. Davis
7:29.0,,,81-106,2,C. McCollum makes 2-pt shot from 10 ft
7:08.0,J. Lauvergne misses 2-pt shot from 2 ft,,81-106,,
7:07.0,,,81-106,,Defensive rebound by E. Turner
6:58.0,,,81-106,,Turnover by N. Vonleh (3 sec)
6:58.0,A. Abrines enters the game for A. Morrow,,81-106,,
6:44.0,Shooting foul by A. Crabbe (drawn by J. Grant),,81-106,,
6:44.0,J. Grant misses free throw 1 of 2,,81-106,,
6:44.0,Offensive rebound by Team,,81-106,,
6:44.0,J. Grant makes free throw 2 of 2,1,82-106,,
6:44.0,,,81-106,,S. Napier enters the game for C. McCollum
6:24.0,,,82-106,,A. Crabbe misses 2-pt shot from 19 ft
6:23.0,Defensive rebound by N. Collison,,82-106,,
6:13.0,J. Lauvergne makes 3-pt shot from 25 ft (assist by A. Abrines),3,85-106,,
6:12.0,Technical foul by N. Collison,,85-106,,
6:12.0,,,85-106,,E. Turner misses technical free throw
6:12.0,,,85-106,,Offensive rebound by Team
6:12.0,K. Singler enters the game for J. Grant,,85-106,,
6:12.0,D. Sabonis enters the game for J. Lauvergne,,85-106,,
5:53.0,,,85-106,,M. Leonard misses 2-pt shot from 17 ft
5:53.0,Defensive rebound by D. Sabonis,,85-106,,
5:48.0,Offensive foul by D. Sabonis,,85-106,,
5:48.0,Turnover by D. Sabonis (offensive foul),,85-106,,
5:48.0,Official timeout,,85-106,,
