time,Milwaukee,pts.away,score,pts.home,Toronto
7:43.0,Shooting block foul by M. Dellavedova (drawn by K. Lowry),,13-12,,
7:43.0,,,13-13,1,K. Lowry makes free throw 1 of 1
7:43.0,G. Monroe enters the game for M. Plumlee,,13-12,,
7:36.0,G. Antetokounmpo misses 2-pt shot from 4 ft (block by J. Valanciunas),,13-13,,
7:35.0,,,13-13,,Defensive rebound by N. Powell
7:27.0,Personal foul by M. Dellavedova (drawn by K. Lowry),,13-13,,
7:27.0,M. Brogdon enters the game for M. Dellavedova,,13-13,,
7:11.0,,,13-15,2,N. Powell makes 2-pt shot from 1 ft (assist by P. Patterson)
7:00.0,Turnover by G. Antetokounmpo (bad pass; steal by K. Lowry),,13-15,,
6:55.0,Personal foul by G. Antetokounmpo (drawn by D. Carroll),,13-15,,
6:55.0,M. Beasley enters the game for G. Antetokounmpo,,13-15,,
6:37.0,,,13-18,3,N. Powell makes 3-pt shot from 26 ft (assist by D. Carroll)
6:36.0,Milwaukee full timeout,,13-18,,
6:24.0,M. Brogdon misses 2-pt shot from 8 ft,,13-18,,
6:24.0,,,13-18,,Defensive rebound by J. Valanciunas
6:11.0,Personal block foul by M. Brogdon (drawn by K. Lowry),,13-18,,
6:11.0,,,13-19,1,K. Lowry makes free throw 1 of 2
6:11.0,,,13-20,1,K. Lowry makes free throw 2 of 2
6:04.0,Turnover by M. Brogdon (lost ball),,13-20,,
6:04.0,Loose ball foul by M. Brogdon (drawn by K. Lowry),,13-20,,
6:04.0,,,13-21,1,K. Lowry makes free throw 1 of 2
6:04.0,,,13-22,1,K. Lowry makes free throw 2 of 2
5:52.0,G. Monroe misses 2-pt shot from 5 ft,,13-22,,
5:52.0,,,13-22,,Defensive rebound by P. Patterson
5:45.0,,,13-24,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
5:33.0,Turnover by M. Brogdon (bad pass; steal by J. Valanciunas),,13-24,,
5:23.0,,,13-24,,N. Powell misses 2-pt shot from 3 ft (block by T. Snell)
5:22.0,Defensive rebound by T. Snell,,13-24,,
5:19.0,Turnover by T. Snell (bad pass),,13-24,,
5:03.0,,,13-24,,N. Powell misses 2-pt shot from 2 ft (block by T. Snell)
5:02.0,,,13-24,,Offensive rebound by J. Valanciunas
4:58.0,,,13-27,3,P. Patterson makes 3-pt shot from 24 ft (assist by J. Valanciunas)
4:37.0,M. Beasley misses 3-pt shot from 24 ft,,13-27,,
4:37.0,,,13-27,,Defensive rebound by P. Patterson
4:31.0,,,13-27,,D. Carroll misses 3-pt shot from 24 ft
4:31.0,Defensive rebound by G. Monroe,,13-27,,
4:30.0,,,13-27,,C. Joseph enters the game for K. Lowry
4:14.0,Turnover by M. Beasley (traveling),,13-27,,
4:14.0,,,13-27,,P. Siakam enters the game for P. Patterson
4:00.0,,,13-27,,J. Valanciunas misses 2-pt shot from 4 ft
4:00.0,Defensive rebound by M. Beasley,,13-27,,
3:47.0,J. Parker makes 2-pt shot at rim,2,15-27,,
3:29.0,,,15-29,2,N. Powell makes 2-pt shot from 1 ft (assist by C. Joseph)
3:10.0,M. Beasley misses 2-pt shot from 19 ft,,15-29,,
3:10.0,,,15-29,,Defensive rebound by C. Joseph
2:57.0,,,15-29,,Offensive charge foul by D. Carroll
2:57.0,,,15-29,,Turnover by D. Carroll (offensive foul)
2:57.0,,,15-29,,Toronto full timeout
2:57.0,,,15-29,,L. Nogueira enters the game for D. Carroll
2:57.0,,,15-29,,T. Ross enters the game for J. Valanciunas
2:46.0,,,15-29,,Personal foul by C. Joseph (drawn by G. Monroe)
2:40.0,M. Brogdon makes 2-pt shot from 4 ft (assist by G. Monroe),2,17-29,,
2:24.0,,,17-29,,T. Ross misses 3-pt shot from 24 ft
2:24.0,Defensive rebound by T. Snell,,17-29,,
2:11.0,Turnover by M. Beasley (bad pass),,17-29,,
2:11.0,,,17-29,,K. Lowry enters the game for N. Powell
1:59.0,,,17-31,2,L. Nogueira makes 2-pt shot at rim (assist by K. Lowry)
1:42.0,J. Parker misses 2-pt shot from 1 ft (block by L. Nogueira),,17-31,,
1:42.0,,,17-31,,Defensive rebound by P. Siakam
1:26.0,,,17-34,3,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry)
1:09.0,Turnover by G. Monroe (bad pass),,17-34,,
0:50.0,,,17-34,,P. Siakam misses 2-pt shot from 4 ft
0:50.0,Defensive rebound by J. Parker,,17-34,,
0:45.0,Offensive charge foul by J. Parker,,17-34,,
0:45.0,Turnover by J. Parker (offensive foul),,17-34,,
0:32.0,,,17-36,2,L. Nogueira makes 2-pt shot at rim (assist by C. Joseph)
0:13.0,T. Snell misses 3-pt shot from 24 ft,,17-36,,
0:12.0,Offensive rebound by G. Monroe,,17-36,,
0:11.0,G. Monroe makes 2-pt shot from 4 ft,2,19-36,,
0:00.0,,,19-36,,K. Lowry misses 2-pt shot from 19 ft
0:00.0,,,19-36,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,J. Terry misses 2-pt shot from 14 ft,,19-36,,
11:38.0,,,19-36,,Defensive rebound by P. Patterson
11:23.0,,,19-36,,Turnover by K. Lowry (bad pass; steal by J. Terry)
11:18.0,Turnover by R. Vaughn (bad pass; steal by T. Ross),,19-36,,
11:14.0,,,19-36,,Turnover by T. Ross (lost ball)
11:03.0,Shooting foul by L. Nogueira (drawn by T. Maker),,19-36,,
11:03.0,T. Maker makes free throw 1 of 2,1,20-36,,
11:03.0,T. Maker makes free throw 2 of 2,1,21-36,,
10:40.0,,,21-36,,L. Nogueira misses 2-pt shot from 4 ft (block by T. Maker)
10:39.0,,,21-36,,Offensive rebound by Team
10:38.0,,,21-36,,Turnover by Team (shot clock)
10:19.0,T. Maker makes 2-pt shot at rim (assist by M. Brogdon),2,23-36,,
10:04.0,,,23-36,,C. Joseph misses 2-pt shot from 7 ft
10:04.0,Defensive rebound by R. Vaughn,,23-36,,
9:46.0,T. Maker misses 2-pt shot from 12 ft (block by L. Nogueira),,23-36,,
9:45.0,Offensive rebound by J. Terry,,23-36,,
9:41.0,J. Terry makes 3-pt shot from 23 ft,3,26-36,,
9:36.0,,,26-36,,Toronto full timeout
9:16.0,,,26-36,,K. Lowry misses 2-pt shot from 5 ft
9:15.0,Defensive rebound by M. Brogdon,,26-36,,
9:09.0,R. Vaughn misses 3-pt shot from 27 ft,,26-36,,
9:09.0,,,26-36,,Defensive rebound by P. Patterson
8:53.0,,,26-36,,T. Ross misses 2-pt shot from 4 ft
8:53.0,,,26-36,,Offensive rebound by L. Nogueira
8:48.0,,,26-36,,T. Ross misses 3-pt shot from 24 ft
8:47.0,Defensive rebound by R. Vaughn,,26-36,,
8:37.0,,,26-36,,Violation by P. Patterson (kicked ball)
8:27.0,Shooting foul by L. Nogueira (drawn by J. Terry),,26-36,,
8:27.0,J. Terry makes free throw 1 of 2,1,27-36,,
8:27.0,J. Terry makes free throw 2 of 2,1,28-36,,
8:18.0,,,28-38,2,C. Joseph makes 2-pt shot from 1 ft
7:59.0,R. Vaughn misses 2-pt shot from 4 ft,,28-38,,
7:59.0,,,28-38,,Defensive rebound by T. Ross
7:57.0,Personal foul by J. Terry (drawn by T. Ross),,28-38,,
7:51.0,,,28-38,,Turnover by C. Joseph (kicked ball)
7:38.0,T. Maker makes 2-pt shot at rim (assist by J. Terry),2,30-38,,
7:19.0,Def 3 sec tech foul by M. Teletovic,,30-38,,
7:19.0,,,30-39,1,K. Lowry makes technical free throw
7:19.0,,,30-39,,N. Powell enters the game for T. Ross
7:13.0,,,30-39,,Turnover by L. Nogueira (bad pass)
7:07.0,J. Terry misses 3-pt shot from 25 ft,,30-39,,
7:06.0,,,30-39,,Defensive rebound by N. Powell
6:57.0,,,30-39,,N. Powell misses 2-pt shot from 2 ft
6:57.0,Defensive rebound by R. Vaughn,,30-39,,
6:49.0,M. Teletovic misses 3-pt shot from 24 ft,,30-39,,
6:48.0,Offensive rebound by M. Teletovic,,30-39,,
6:44.0,M. Teletovic misses 2-pt shot from 2 ft,,30-39,,
6:43.0,Offensive rebound by T. Maker,,30-39,,
6:42.0,T. Maker makes 2-pt shot from 3 ft,2,32-39,,
6:23.0,Personal foul by T. Maker (drawn by K. Lowry),,32-39,,
6:23.0,,,32-39,,J. Valanciunas enters the game for L. Nogueira
6:23.0,M. Dellavedova enters the game for M. Brogdon,,32-39,,
6:23.0,,,32-39,,D. Carroll enters the game for P. Patterson
6:12.0,,,32-39,,Turnover by J. Valanciunas (bad pass; steal by M. Dellavedova)
6:11.0,Milwaukee full timeout,,32-39,,
6:11.0,,,32-39,,F. VanVleet enters the game for K. Lowry
6:02.0,Offensive foul by T. Maker,,32-39,,
6:02.0,Turnover by T. Maker (offensive foul),,32-39,,
5:46.0,,,32-39,,F. VanVleet misses 2-pt shot from 5 ft
5:46.0,,,32-39,,Offensive rebound by F. VanVleet
5:36.0,,,32-39,,Shooting foul by T. Maker (drawn by D. Carroll)
5:36.0,,,32-40,1,D. Carroll makes free throw 1 of 3
5:36.0,,,32-40,,D. Carroll misses free throw 2 of 3
5:36.0,,,32-40,,Offensive rebound by Team
5:36.0,,,32-41,1,D. Carroll makes free throw 3 of 3
5:36.0,M. Plumlee enters the game for M. Teletovic,,32-40,,
5:36.0,G. Antetokounmpo enters the game for T. Maker,,32-40,,
5:23.0,Turnover by R. Vaughn (lost ball; steal by F. VanVleet),,32-41,,
5:17.0,,,32-41,,N. Powell misses 2-pt shot from 3 ft (block by G. Antetokounmpo)
5:16.0,Defensive rebound by M. Dellavedova,,32-41,,
5:09.0,M. Dellavedova misses 3-pt shot from 26 ft,,32-41,,
5:08.0,Offensive rebound by M. Plumlee,,32-41,,
5:02.0,R. Vaughn misses 3-pt shot from 26 ft,,32-41,,
5:02.0,,,32-41,,Defensive rebound by J. Valanciunas
4:45.0,,,32-41,,J. Valanciunas misses 2-pt shot from 7 ft
4:45.0,Defensive rebound by J. Terry,,32-41,,
4:34.0,G. Antetokounmpo makes 2-pt shot from 10 ft,2,34-41,,
4:08.0,,,34-43,2,N. Powell makes 2-pt shot from 4 ft (assist by C. Joseph)
3:55.0,Turnover by G. Antetokounmpo (traveling),,34-43,,
3:55.0,J. Parker enters the game for J. Terry,,34-43,,
3:55.0,,,34-43,,K. Lowry enters the game for C. Joseph
3:38.0,Shooting block foul by M. Plumlee (drawn by K. Lowry),,34-43,,
3:38.0,,,34-44,1,K. Lowry makes free throw 1 of 2
3:38.0,,,34-45,1,K. Lowry makes free throw 2 of 2
3:25.0,,,34-45,,Personal foul by F. VanVleet (drawn by M. Dellavedova)
3:17.0,G. Antetokounmpo misses 2-pt shot from 4 ft,,34-45,,
3:17.0,Offensive rebound by M. Plumlee,,34-45,,
3:14.0,M. Plumlee misses 2-pt shot at rim,,34-45,,
3:14.0,Offensive rebound by M. Plumlee,,34-45,,
3:06.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,34-45,,
3:06.0,,,34-45,,Defensive rebound by J. Valanciunas
2:59.0,,,34-45,,D. Carroll misses 3-pt shot from 27 ft
2:58.0,Defensive rebound by R. Vaughn,,34-45,,
2:48.0,Shooting foul by F. VanVleet (drawn by R. Vaughn),,34-45,,
2:48.0,Official timeout,,34-45,,
2:48.0,R. Vaughn misses free throw 1 of 2,,34-45,,
2:48.0,Offensive rebound by Team,,34-45,,
2:48.0,R. Vaughn makes free throw 2 of 2,1,35-45,,
2:24.0,,,35-47,2,J. Valanciunas makes 2-pt shot from 9 ft (assist by F. VanVleet)
2:11.0,M. Dellavedova misses 2-pt shot from 8 ft,,35-47,,
2:11.0,,,35-47,,Defensive rebound by J. Valanciunas
1:54.0,,,35-50,3,F. VanVleet makes 3-pt shot from 24 ft (assist by N. Powell)
1:42.0,,,35-50,,Personal foul by F. VanVleet (drawn by M. Dellavedova)
1:42.0,M. Dellavedova makes free throw 1 of 2,1,36-50,,
1:42.0,M. Dellavedova makes free throw 2 of 2,1,37-50,,
1:42.0,T. Snell enters the game for R. Vaughn,,36-50,,
1:27.0,,,37-50,,D. Carroll misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by J. Parker,,37-50,,
1:11.0,Shooting foul by F. VanVleet (drawn by M. Plumlee),,37-50,,
1:11.0,M. Plumlee misses free throw 1 of 2,,37-50,,
1:11.0,Offensive rebound by Team,,37-50,,
1:11.0,,,37-50,,Violation by T. Ross (lane)
1:11.0,M. Plumlee misses free throw 2 of 2,,37-50,,
1:11.0,,,37-50,,T. Ross enters the game for F. VanVleet
1:10.0,,,37-50,,Defensive rebound by J. Valanciunas
1:00.0,,,37-53,3,K. Lowry makes 3-pt shot from 27 ft
0:52.0,T. Snell misses 3-pt shot from 24 ft,,37-53,,
0:51.0,Offensive rebound by J. Parker,,37-53,,
0:48.0,J. Parker misses 2-pt shot from 3 ft (block by D. Carroll),,37-53,,
0:47.0,Offensive rebound by J. Parker,,37-53,,
0:47.0,Shooting foul by J. Valanciunas (drawn by J. Parker),,37-53,,
0:47.0,J. Parker makes free throw 1 of 2,1,38-53,,
0:47.0,J. Parker makes free throw 2 of 2,1,39-53,,
0:47.0,,,38-53,,C. Joseph enters the game for D. Carroll
0:24.0,,,39-53,,J. Valanciunas misses 2-pt shot from 4 ft
0:24.0,Defensive rebound by J. Parker,,39-53,,
0:05.0,Turnover by G. Antetokounmpo (kicked ball),,39-53,,
0:00.0,,,39-53,,K. Lowry misses 3-pt shot from 36 ft
0:00.0,,,39-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,M. Dellavedova misses 2-pt shot from 21 ft,,39-53,,
11:47.0,,,39-53,,Defensive rebound by J. Valanciunas
11:21.0,,,39-55,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by P. Patterson)
10:59.0,M. Plumlee misses 2-pt shot from 1 ft,,39-55,,
10:58.0,,,39-55,,Defensive rebound by D. Carroll
10:50.0,,,39-55,,P. Patterson misses 3-pt shot from 24 ft
10:49.0,Defensive rebound by G. Antetokounmpo,,39-55,,
10:42.0,Turnover by M. Dellavedova (bad pass; steal by P. Patterson),,39-55,,
10:34.0,,,39-57,2,N. Powell makes 2-pt shot from 3 ft (assist by D. Carroll)
10:34.0,,,39-57,,Shooting foul by G. Antetokounmpo (drawn by N. Powell)
10:34.0,,,39-58,1,N. Powell makes free throw 1 of 1
10:23.0,J. Parker makes 2-pt shot from 6 ft,2,41-58,,
10:07.0,,,41-58,,J. Valanciunas misses 2-pt shot from 4 ft
10:07.0,Defensive rebound by J. Parker,,41-58,,
9:57.0,G. Antetokounmpo makes 2-pt shot from 9 ft,2,43-58,,
9:40.0,Shooting block foul by T. Snell (drawn by K. Lowry),,43-58,,
9:40.0,,,43-58,,K. Lowry misses free throw 1 of 3
9:40.0,,,43-58,,Offensive rebound by Team
9:40.0,,,43-59,1,K. Lowry makes free throw 2 of 3
9:40.0,,,43-60,1,K. Lowry makes free throw 3 of 3
9:30.0,Turnover by J. Parker (bad pass; steal by P. Patterson),,43-60,,
9:23.0,,,43-60,,P. Patterson misses 3-pt shot from 24 ft
9:23.0,,,43-60,,Offensive rebound by K. Lowry
9:19.0,Personal foul by T. Snell (drawn by D. Carroll),,43-60,,
9:12.0,,,43-60,,K. Lowry misses 2-pt shot from 5 ft
9:11.0,Defensive rebound by M. Plumlee,,43-60,,
8:57.0,M. Dellavedova makes 3-pt shot from 23 ft (assist by J. Parker),3,46-60,,
8:31.0,,,46-62,2,P. Patterson makes 2-pt shot from 5 ft
8:19.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,49-62,,
7:56.0,,,49-62,,J. Valanciunas misses 2-pt shot from 3 ft
7:55.0,Defensive rebound by G. Antetokounmpo,,49-62,,
7:49.0,M. Dellavedova makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,52-62,,
7:48.0,,,52-62,,Toronto full timeout
7:48.0,R. Vaughn enters the game for T. Snell,,52-62,,
7:34.0,Personal foul by M. Plumlee (drawn by J. Valanciunas),,52-62,,
7:25.0,,,52-62,,J. Valanciunas misses 2-pt shot from 11 ft
7:24.0,Defensive rebound by J. Parker,,52-62,,
7:14.0,,,52-62,,Personal foul by N. Powell (drawn by M. Dellavedova)
7:07.0,M. Plumlee misses 2-pt shot from 4 ft (block by J. Valanciunas),,52-62,,
7:06.0,,,52-62,,Defensive rebound by J. Valanciunas
6:57.0,,,52-64,2,K. Lowry makes 2-pt shot from 2 ft
6:41.0,M. Dellavedova misses 3-pt shot from 25 ft,,52-64,,
6:41.0,,,52-64,,Defensive rebound by P. Patterson
6:29.0,,,52-66,2,K. Lowry makes 2-pt shot from 1 ft
6:28.0,Milwaukee full timeout,,52-66,,
6:28.0,G. Monroe enters the game for M. Plumlee,,52-66,,
6:28.0,M. Brogdon enters the game for M. Dellavedova,,52-66,,
6:17.0,J. Parker misses 2-pt shot from 4 ft (block by P. Patterson),,52-66,,
6:16.0,,,52-66,,Defensive rebound by N. Powell
6:10.0,,,52-66,,Shooting foul by G. Antetokounmpo (drawn by N. Powell)
6:10.0,,,52-67,1,N. Powell makes free throw 1 of 2
6:10.0,,,52-68,1,N. Powell makes free throw 2 of 2
5:52.0,G. Antetokounmpo makes 2-pt shot from 14 ft,2,54-68,,
5:52.0,Shooting foul by D. Carroll (drawn by G. Antetokounmpo),,54-68,,
5:52.0,G. Antetokounmpo makes free throw 1 of 1,1,55-68,,
5:37.0,,,55-68,,P. Siakam enters the game for P. Patterson
5:31.0,,,55-70,2,N. Powell makes 2-pt shot from 1 ft
5:12.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,55-70,,
5:12.0,,,55-70,,Defensive rebound by D. Carroll
4:59.0,,,55-70,,P. Siakam misses 2-pt shot from 16 ft
4:59.0,Defensive rebound by Team,,55-70,,
4:36.0,G. Monroe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,57-70,,
4:13.0,,,57-72,2,P. Siakam makes 2-pt shot from 4 ft
3:55.0,J. Parker misses 3-pt shot from 26 ft,,57-72,,
3:54.0,,,57-72,,Defensive rebound by J. Valanciunas
3:42.0,,,57-72,,Turnover by P. Siakam (bad pass; steal by G. Antetokounmpo)
3:32.0,G. Monroe makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,59-72,,
3:17.0,,,59-72,,Turnover by N. Powell (bad pass; steal by R. Vaughn)
3:12.0,Shooting foul by P. Siakam (drawn by J. Parker),,59-72,,
3:12.0,J. Parker misses free throw 1 of 2,,59-72,,
3:12.0,Offensive rebound by Team,,59-72,,
3:12.0,J. Parker makes free throw 2 of 2,1,60-72,,
3:12.0,,,59-72,,C. Joseph enters the game for K. Lowry
3:12.0,,,59-72,,L. Nogueira enters the game for J. Valanciunas
2:56.0,,,60-72,,D. Carroll misses 3-pt shot from 25 ft
2:56.0,Defensive rebound by G. Antetokounmpo,,60-72,,
2:49.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by P. Siakam),,60-72,,
2:49.0,Offensive rebound by Team,,60-72,,
2:48.0,,,60-72,,T. Ross enters the game for N. Powell
2:37.0,R. Vaughn misses 3-pt shot from 27 ft,,60-72,,
2:37.0,,,60-72,,Defensive rebound by T. Ross
2:31.0,Personal foul by R. Vaughn (drawn by T. Ross),,60-72,,
2:31.0,,,60-72,,T. Ross misses free throw 1 of 2
2:31.0,,,60-72,,Offensive rebound by Team
2:31.0,,,60-73,1,T. Ross makes free throw 2 of 2
2:12.0,G. Monroe misses 2-pt shot from 3 ft,,60-73,,
2:12.0,,,60-73,,Defensive rebound by P. Siakam
2:01.0,,,60-73,,C. Joseph misses 2-pt shot from 4 ft (block by G. Monroe)
2:00.0,Defensive rebound by J. Parker,,60-73,,
1:58.0,J. Parker makes 2-pt shot from 2 ft,2,62-73,,
1:58.0,Shooting foul by P. Siakam (drawn by J. Parker),,62-73,,
1:58.0,J. Parker makes free throw 1 of 1,1,63-73,,
1:38.0,,,63-73,,T. Ross misses 3-pt shot from 26 ft
1:38.0,,,63-73,,Offensive rebound by P. Siakam
1:31.0,,,63-75,2,D. Carroll makes 2-pt shot from 7 ft (assist by C. Joseph)
1:16.0,J. Parker makes 2-pt shot from 8 ft (assist by G. Antetokounmpo),2,65-75,,
1:03.0,,,65-75,,Turnover by C. Joseph (lost ball; steal by G. Monroe)
0:58.0,Shooting foul by P. Siakam (drawn by G. Antetokounmpo),,65-75,,
0:58.0,G. Antetokounmpo makes free throw 1 of 2,1,66-75,,
0:58.0,G. Antetokounmpo makes free throw 2 of 2,1,67-75,,
0:44.0,,,67-77,2,P. Siakam makes 2-pt shot at rim (assist by T. Ross)
0:26.0,J. Parker makes 2-pt shot from 4 ft (assist by M. Brogdon),2,69-77,,
0:26.0,Shooting foul by P. Siakam (drawn by J. Parker),,69-77,,
0:26.0,J. Parker makes free throw 1 of 1,1,70-77,,
0:05.0,,,70-77,,D. Carroll misses 3-pt shot from 23 ft
0:04.0,Defensive rebound by M. Brogdon,,70-77,,
0:00.0,M. Brogdon misses 2-pt shot from 13 ft,,70-77,,
0:00.0,Offensive rebound by Team,,70-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,70-77,,T. Ross misses 2-pt shot from 12 ft
11:46.0,Defensive rebound by R. Vaughn,,70-77,,
11:27.0,Turnover by G. Monroe (bad pass; steal by C. Joseph),,70-77,,
11:16.0,,,70-80,3,K. Lowry makes 3-pt shot from 26 ft
11:16.0,,,70-80,,Shooting foul by T. Snell (drawn by K. Lowry)
11:16.0,,,70-80,,K. Lowry misses free throw 1 of 1
11:16.0,Defensive rebound by G. Antetokounmpo,,70-80,,
11:16.0,J. Terry enters the game for T. Snell,,70-80,,
11:04.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,70-80,,
11:04.0,,,70-80,,Defensive rebound by T. Ross
10:53.0,,,70-80,,Turnover by K. Lowry (lost ball; steal by R. Vaughn)
10:49.0,M. Brogdon makes 2-pt shot at rim (assist by R. Vaughn),2,72-80,,
10:29.0,,,72-80,,Turnover by L. Nogueira (bad pass)
10:20.0,M. Brogdon misses 2-pt shot from 4 ft (block by L. Nogueira),,72-80,,
10:20.0,Offensive rebound by Team,,72-80,,
10:11.0,G. Antetokounmpo misses 2-pt shot from 12 ft,,72-80,,
10:10.0,,,72-80,,Defensive rebound by T. Ross
9:44.0,,,72-80,,T. Ross misses 3-pt shot from 27 ft
9:44.0,,,72-80,,Offensive rebound by K. Lowry
9:31.0,,,72-82,2,K. Lowry makes 2-pt shot from 3 ft
9:08.0,Turnover by J. Terry (bad pass; steal by L. Nogueira),,72-82,,
9:03.0,,,72-84,2,L. Nogueira makes 2-pt shot at rim (assist by T. Ross)
8:43.0,,,72-84,,Violation by K. Lowry (kicked ball)
8:43.0,Official timeout,,72-84,,
8:43.0,J. Parker enters the game for G. Monroe,,72-84,,
8:43.0,T. Snell enters the game for J. Terry,,72-84,,
8:36.0,J. Parker misses 2-pt shot from 16 ft,,72-84,,
8:36.0,,,72-84,,Defensive rebound by T. Ross
8:23.0,,,72-87,3,P. Patterson makes 3-pt shot from 26 ft (assist by K. Lowry)
8:02.0,R. Vaughn misses 3-pt shot from 27 ft,,72-87,,
8:01.0,,,72-87,,Defensive rebound by T. Ross
7:44.0,,,72-87,,K. Lowry misses 3-pt shot from 25 ft
7:44.0,,,72-87,,Offensive rebound by P. Patterson
7:33.0,,,72-87,,Turnover by L. Nogueira (bad pass)
7:19.0,T. Snell makes 3-pt shot from 22 ft (assist by M. Brogdon),3,75-87,,
7:04.0,,,75-87,,L. Nogueira misses 2-pt shot from 2 ft
7:04.0,,,75-87,,Offensive rebound by P. Patterson
7:04.0,,,75-89,2,P. Patterson makes 2-pt shot at rim
6:51.0,J. Parker misses 2-pt shot from 4 ft,,75-89,,
6:51.0,,,75-89,,Defensive rebound by K. Lowry
6:47.0,,,75-89,,Shooting foul by M. Brogdon (drawn by K. Lowry)
6:47.0,,,75-89,,K. Lowry misses free throw 1 of 2
6:47.0,,,75-89,,Offensive rebound by Team
6:47.0,,,75-90,1,K. Lowry makes free throw 2 of 2
6:47.0,M. Dellavedova enters the game for M. Brogdon,,75-89,,
6:36.0,Shooting foul by P. Patterson (drawn by G. Antetokounmpo),,75-90,,
6:36.0,G. Antetokounmpo misses free throw 1 of 2,,75-90,,
6:36.0,Offensive rebound by Team,,75-90,,
6:36.0,G. Antetokounmpo misses free throw 2 of 2,,75-90,,
6:35.0,,,75-90,,Defensive rebound by C. Joseph
6:13.0,,,75-90,,K. Lowry misses 2-pt shot from 14 ft (block by G. Antetokounmpo)
6:12.0,Defensive rebound by J. Parker,,75-90,,
6:10.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by J. Parker),2,77-90,,
6:10.0,Shooting foul by C. Joseph (drawn by G. Antetokounmpo),,77-90,,
6:10.0,G. Antetokounmpo makes free throw 1 of 1,1,78-90,,
6:00.0,,,78-92,2,C. Joseph makes 2-pt shot from 3 ft
5:46.0,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo),2,80-92,,
5:22.0,,,80-92,,C. Joseph misses 2-pt shot from 2 ft
5:21.0,,,80-92,,Offensive rebound by L. Nogueira
5:21.0,,,80-92,,L. Nogueira misses 2-pt shot from 2 ft
5:21.0,Defensive rebound by G. Antetokounmpo,,80-92,,
5:11.0,R. Vaughn makes 3-pt shot from 25 ft (assist by T. Snell),3,83-92,,
5:09.0,,,83-92,,Toronto full timeout
