time,Indiana,pts.away,score,pts.home,Cleveland
0:18.0,T. Young enters the game for P. George,,109-113,,
0:18.0,G. Robinson enters the game for C. Miles,,109-113,,
0:18.0,,,109-114,,I. Shumpert enters the game for K. Korver
0:18.0,,,109-115,,T. Thompson enters the game for K. Love
0:18.0,P. George enters the game for T. Young,,109-115,,
0:18.0,C. Miles enters the game for G. Robinson,,109-115,,
0:18.0,,,109-115,,K. Love enters the game for T. Thompson
0:18.0,,,109-115,,K. Korver enters the game for I. Shumpert
0:15.0,Personal foul by L. Stephenson (drawn by K. Irving),,109-115,,
0:15.0,,,109-116,1,K. Irving makes free throw 1 of 2
0:15.0,,,109-117,1,K. Irving makes free throw 2 of 2
0:15.0,,,109-116,,T. Thompson enters the game for K. Love
0:15.0,,,109-116,,I. Shumpert enters the game for K. Korver
0:09.0,L. Stephenson makes 2-pt shot at rim,2,111-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
