time,Charlotte,pts.away,score,pts.home,Cleveland
6:19.0,Defensive rebound by M. Williams,,9-13,,
6:13.0,M. Williams makes 3-pt shot from 27 ft (assist by N. Batum),3,12-13,,
5:48.0,,,12-15,2,K. Love makes 2-pt shot from 16 ft
5:31.0,M. Williams misses 3-pt shot from 24 ft,,12-15,,
5:31.0,,,12-15,,Defensive rebound by Team
5:31.0,,,12-15,,Cleveland full timeout
5:18.0,,,12-15,,L. James misses 2-pt shot from 2 ft
5:18.0,Defensive rebound by Team,,12-15,,
5:02.0,K. Walker makes 3-pt shot from 23 ft (assist by N. Batum),3,15-15,,
4:42.0,,,15-15,,Shooting foul by C. Zeller (drawn by K. Love)
4:42.0,,,15-16,1,K. Love makes free throw 1 of 2
4:42.0,,,15-16,,K. Love misses free throw 2 of 2
4:42.0,Defensive rebound by N. Batum,,15-16,,
4:42.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,15-16,,
4:42.0,F. Kaminsky enters the game for M. Williams,,15-16,,
4:42.0,R. Hibbert enters the game for C. Zeller,,15-16,,
4:42.0,,,15-16,,R. Jefferson enters the game for M. Dunleavy
4:42.0,,,15-16,,C. Frye enters the game for T. Thompson
4:28.0,N. Batum makes 2-pt shot from 15 ft (assist by K. Walker),2,17-16,,
4:08.0,,,17-19,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
3:53.0,Turnover by F. Kaminsky (bad pass; steal by L. James),,17-19,,
3:47.0,,,17-21,2,L. James makes 2-pt shot at rim
3:32.0,K. Walker makes 3-pt shot from 28 ft,3,20-21,,
3:16.0,,,20-21,,C. Frye misses 3-pt shot from 24 ft
3:16.0,Defensive rebound by K. Walker,,20-21,,
3:08.0,N. Batum misses 3-pt shot from 25 ft,,20-21,,
3:06.0,Offensive rebound by R. Hibbert,,20-21,,
2:59.0,K. Walker misses 3-pt shot from 24 ft,,20-21,,
2:59.0,,,20-21,,Defensive rebound by R. Jefferson
2:50.0,,,20-21,,C. Frye misses 2-pt shot from 16 ft
2:48.0,Defensive rebound by F. Kaminsky,,20-21,,
2:36.0,N. Batum misses 2-pt shot from 11 ft (block by C. Frye),,20-21,,
2:35.0,,,20-21,,Defensive rebound by R. Jefferson
2:29.0,,,20-23,2,I. Shumpert makes 2-pt shot from 21 ft (assist by R. Jefferson)
2:15.0,M. Belinelli misses 3-pt shot from 23 ft,,20-23,,
2:14.0,,,20-23,,Defensive rebound by C. Frye
2:06.0,,,20-26,3,K. Love makes 3-pt shot from 25 ft (assist by I. Shumpert)
1:55.0,Charlotte full timeout,,20-26,,
1:55.0,R. Sessions enters the game for K. Walker,,20-26,,
1:55.0,,,20-26,,K. Felder enters the game for K. Love
1:48.0,F. Kaminsky misses 3-pt shot from 26 ft,,20-26,,
1:47.0,,,20-26,,Defensive rebound by L. James
1:23.0,,,20-26,,R. Jefferson misses 3-pt shot from 27 ft
1:22.0,Defensive rebound by R. Hibbert,,20-26,,
1:10.0,R. Hibbert makes 2-pt shot at rim (assist by R. Sessions),2,22-26,,
1:00.0,Personal foul by R. Hibbert (drawn by K. Felder),,22-26,,
0:50.0,,,22-29,3,I. Shumpert makes 3-pt shot from 25 ft (assist by K. Felder)
0:32.0,R. Hibbert misses 2-pt shot from 18 ft,,22-29,,
0:32.0,,,22-29,,Defensive rebound by L. James
0:23.0,,,22-29,,C. Frye misses 3-pt shot from 25 ft
0:22.0,,,22-29,,Offensive rebound by R. Jefferson
0:00.0,,,22-32,3,C. Frye makes 3-pt shot from 24 ft (assist by K. Felder)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,R. Hibbert makes 2-pt shot from 15 ft,2,24-32,,
11:18.0,,,24-34,2,K. Irving makes 2-pt shot at rim (assist by I. Shumpert)
11:04.0,R. Sessions makes 2-pt shot from 13 ft,2,26-34,,
10:53.0,Personal foul by R. Hibbert (drawn by K. Irving),,26-34,,
10:41.0,,,26-34,,K. Irving misses 2-pt shot from 18 ft
10:39.0,Defensive rebound by M. Kidd-Gilchrist,,26-34,,
10:23.0,M. Belinelli makes 3-pt shot from 27 ft (assist by R. Sessions),3,29-34,,
10:03.0,,,29-34,,C. Frye misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by M. Belinelli,,29-34,,
9:48.0,M. Kidd-Gilchrist misses 2-pt shot from 6 ft,,29-34,,
9:46.0,Offensive rebound by R. Hibbert,,29-34,,
9:46.0,R. Hibbert makes 2-pt shot at rim,2,31-34,,
9:34.0,,,31-36,2,K. Irving makes 2-pt shot from 19 ft
9:16.0,M. Belinelli makes 3-pt shot from 24 ft (assist by R. Sessions),3,34-36,,
9:15.0,,,34-36,,Cleveland full timeout
9:15.0,S. Hawes enters the game for R. Hibbert,,34-36,,
9:01.0,,,34-36,,Turnover by R. Jefferson (step out of bounds)
8:39.0,Shooting foul by T. Thompson (drawn by F. Kaminsky),,34-36,,
8:39.0,F. Kaminsky misses free throw 1 of 2,,34-36,,
8:39.0,Offensive rebound by Team,,34-36,,
8:39.0,F. Kaminsky makes free throw 2 of 2,1,35-36,,
8:28.0,,,35-36,,Turnover by I. Shumpert (lost ball; steal by M. Belinelli)
8:21.0,F. Kaminsky misses 3-pt shot from 25 ft,,35-36,,
8:19.0,Offensive rebound by M. Kidd-Gilchrist,,35-36,,
8:10.0,R. Sessions misses 2-pt shot from 7 ft,,35-36,,
8:08.0,Offensive rebound by S. Hawes,,35-36,,
8:08.0,S. Hawes makes 2-pt shot at rim,2,37-36,,
8:02.0,,,37-38,2,K. Irving makes 2-pt shot from 7 ft
8:02.0,,,37-38,,Shooting foul by S. Hawes (drawn by K. Irving)
8:02.0,,,37-39,1,K. Irving makes free throw 1 of 1
7:47.0,R. Sessions makes 2-pt shot from 7 ft (assist by S. Hawes),2,39-39,,
7:39.0,,,39-41,2,K. Irving makes 2-pt shot at rim
7:20.0,S. Hawes makes 2-pt shot from 19 ft (assist by R. Sessions),2,41-41,,
7:05.0,,,41-41,,R. Jefferson misses 3-pt shot from 25 ft
7:05.0,,,41-41,,Offensive rebound by Team
7:05.0,Loose ball foul by S. Hawes (drawn by T. Thompson),,41-41,,
6:56.0,Personal foul by M. Belinelli (drawn by I. Shumpert),,41-41,,
6:56.0,,,41-41,,K. Love enters the game for C. Frye
6:49.0,,,41-41,,T. Thompson misses 2-pt shot from 2 ft
6:48.0,,,41-41,,Offensive rebound by I. Shumpert
6:47.0,,,41-41,,I. Shumpert misses 2-pt shot from 2 ft
6:46.0,Defensive rebound by M. Kidd-Gilchrist,,41-41,,
6:40.0,M. Belinelli makes 3-pt shot from 24 ft (assist by M. Kidd-Gilchrist),3,44-41,,
6:25.0,,,44-41,,K. Love misses 3-pt shot from 25 ft
6:24.0,Defensive rebound by M. Kidd-Gilchrist,,44-41,,
6:17.0,S. Hawes misses 2-pt shot from 7 ft,,44-41,,
6:14.0,,,44-41,,Defensive rebound by R. Jefferson
6:09.0,,,44-44,3,I. Shumpert makes 3-pt shot from 25 ft
5:53.0,Turnover by R. Sessions (bad pass; steal by K. Love),,44-44,,
5:47.0,,,44-46,2,K. Love makes 2-pt shot at rim
5:40.0,Charlotte full timeout,,44-46,,
5:40.0,,,44-46,,L. James enters the game for R. Jefferson
5:40.0,M. Williams enters the game for M. Belinelli,,44-46,,
5:40.0,K. Walker enters the game for F. Kaminsky,,44-46,,
5:30.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by S. Hawes),2,46-46,,
5:13.0,,,46-48,2,I. Shumpert makes 2-pt shot from 15 ft (assist by K. Irving)
4:49.0,K. Walker misses 2-pt shot from 6 ft,,46-48,,
4:49.0,Offensive rebound by Team,,46-48,,
4:49.0,,,46-48,,Loose ball foul by K. Love (drawn by S. Hawes)
4:49.0,C. Zeller enters the game for S. Hawes,,46-48,,
4:49.0,N. Batum enters the game for R. Sessions,,46-48,,
4:41.0,N. Batum misses 3-pt shot from 25 ft,,46-48,,
4:41.0,Offensive rebound by M. Kidd-Gilchrist,,46-48,,
4:37.0,M. Williams misses 3-pt shot from 23 ft,,46-48,,
4:36.0,Offensive rebound by N. Batum,,46-48,,
4:35.0,M. Williams misses 3-pt shot from 22 ft,,46-48,,
4:34.0,,,46-48,,Defensive rebound by K. Love
4:17.0,,,46-48,,L. James misses 3-pt shot from 25 ft
4:17.0,,,46-48,,Offensive rebound by Team
4:17.0,Loose ball foul by C. Zeller (drawn by T. Thompson),,46-48,,
4:17.0,,,46-48,,T. Thompson misses free throw 1 of 2
4:17.0,,,46-48,,Offensive rebound by Team
4:17.0,,,46-48,,T. Thompson misses free throw 2 of 2
4:17.0,S. Hawes enters the game for C. Zeller,,46-48,,
4:16.0,Defensive rebound by M. Williams,,46-48,,
4:04.0,M. Kidd-Gilchrist misses 2-pt shot from 1 ft,,46-48,,
4:01.0,,,46-48,,Defensive rebound by K. Love
3:52.0,,,46-48,,Turnover by I. Shumpert (bad pass; steal by M. Kidd-Gilchrist)
3:42.0,K. Walker makes 2-pt shot from 1 ft,2,48-48,,
3:34.0,,,48-48,,Shooting foul by N. Batum (drawn by T. Thompson)
3:34.0,,,48-49,1,T. Thompson makes free throw 1 of 2
3:34.0,,,48-49,,T. Thompson misses free throw 2 of 2
3:34.0,,,48-49,,K. Felder enters the game for I. Shumpert
3:32.0,Defensive rebound by M. Williams,,48-49,,
3:18.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,50-49,,
3:06.0,,,50-49,,L. James misses 2-pt shot from 2 ft
3:04.0,Defensive rebound by M. Williams,,50-49,,
2:56.0,M. Williams misses 2-pt shot from 7 ft,,50-49,,
2:53.0,,,50-49,,Defensive rebound by L. James
2:49.0,,,50-49,,L. James misses 3-pt shot from 25 ft
2:48.0,,,50-49,,Offensive rebound by K. Love
2:40.0,,,50-49,,K. Felder misses 2-pt shot from 1 ft
2:38.0,Defensive rebound by S. Hawes,,50-49,,
2:35.0,Official timeout,,50-49,,
2:35.0,Technical foul by Team,,50-49,,
2:35.0,,,50-50,1,K. Irving makes technical free throw
2:35.0,,,50-50,,M. Dunleavy enters the game for K. Irving
2:29.0,N. Batum makes 2-pt shot from 14 ft (assist by M. Williams),2,52-50,,
2:14.0,,,52-50,,Turnover by L. James (bad pass; steal by S. Hawes)
2:06.0,M. Williams misses 3-pt shot from 25 ft,,52-50,,
2:05.0,,,52-50,,Defensive rebound by L. James
1:50.0,,,52-50,,K. Felder misses 2-pt shot from 17 ft
1:48.0,Jump ball: S. Hawes vs. T. Thompson (K. Love gains possession),,,,Jump ball: S. Hawes vs. T. Thompson (K. Love gains possession)
1:48.0,,,52-50,,Offensive rebound by Team
1:27.0,,,52-50,,M. Dunleavy misses 2-pt shot from 7 ft
1:25.0,Defensive rebound by N. Batum,,52-50,,
1:11.0,M. Williams makes 2-pt shot from 1 ft (assist by K. Walker),2,54-50,,
1:00.0,,,54-52,2,M. Dunleavy makes 2-pt shot at rim (assist by K. Love)
0:42.0,S. Hawes misses 2-pt shot at rim,,54-52,,
0:40.0,Offensive rebound by S. Hawes,,54-52,,
0:36.0,K. Walker misses 3-pt shot from 25 ft,,54-52,,
0:36.0,,,54-52,,Defensive rebound by T. Thompson
0:13.0,,,54-52,,K. Felder misses 2-pt shot from 3 ft
0:11.0,Defensive rebound by K. Walker,,54-52,,
0:06.0,S. Hawes misses 2-pt shot at rim,,54-52,,
0:03.0,,,54-52,,Defensive rebound by M. Dunleavy
0:00.0,,,54-52,,K. Love misses 2-pt shot from 19 ft
0:00.0,,,54-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,M. Williams makes 3-pt shot from 26 ft (assist by N. Batum),3,57-52,,
11:30.0,,,57-52,,L. James misses 3-pt shot from 24 ft
11:29.0,Defensive rebound by N. Batum,,57-52,,
11:21.0,Offensive charge foul by C. Zeller,,57-52,,
11:21.0,Turnover by C. Zeller (offensive foul),,57-52,,
10:59.0,,,57-52,,L. James misses 2-pt shot from 17 ft
10:58.0,Defensive rebound by N. Batum,,57-52,,
10:51.0,,,57-52,,Personal block foul by M. Dunleavy (drawn by M. Kidd-Gilchrist)
10:51.0,R. Hibbert enters the game for C. Zeller,,57-52,,
10:43.0,N. Batum misses 3-pt shot from 25 ft,,57-52,,
10:42.0,,,57-52,,Defensive rebound by K. Irving
10:30.0,,,57-54,2,L. James makes 2-pt shot from 6 ft
10:11.0,Turnover by N. Batum (bad pass; steal by K. Irving),,57-54,,
10:04.0,,,57-54,,M. Dunleavy misses 3-pt shot from 27 ft
10:02.0,,,57-54,,Offensive rebound by K. Irving
10:01.0,,,57-54,,K. Irving misses 2-pt shot from 15 ft
10:01.0,Defensive rebound by Team,,57-54,,
9:43.0,R. Hibbert misses 2-pt shot from 10 ft,,57-54,,
9:42.0,,,57-54,,Defensive rebound by T. Thompson
9:37.0,,,57-54,,M. Dunleavy misses 2-pt shot from 2 ft
9:36.0,,,57-54,,Offensive rebound by T. Thompson
9:36.0,,,57-56,2,T. Thompson makes 2-pt shot at rim
9:18.0,K. Walker misses 2-pt shot from 15 ft,,57-56,,
9:16.0,,,57-56,,Defensive rebound by M. Dunleavy
9:10.0,,,57-56,,L. James misses 2-pt shot from 1 ft
9:10.0,Defensive rebound by Team,,57-56,,
9:10.0,Jump ball: R. Hibbert vs. T. Thompson (M. Kidd-Gilchrist gains possession),,,,Jump ball: R. Hibbert vs. T. Thompson (M. Kidd-Gilchrist gains possession)
8:56.0,M. Williams makes 2-pt shot from 3 ft (assist by N. Batum),2,59-56,,
8:56.0,Shooting foul by K. Love (drawn by M. Williams),,59-56,,
8:56.0,M. Williams makes free throw 1 of 1,1,60-56,,
8:31.0,,,60-56,,L. James misses 2-pt shot from 21 ft
8:29.0,,,60-56,,Offensive rebound by K. Love
8:23.0,,,60-56,,K. Irving misses 3-pt shot from 26 ft
8:23.0,,,60-56,,Offensive rebound by K. Love
8:17.0,,,60-56,,M. Dunleavy misses 3-pt shot from 26 ft
8:17.0,Defensive rebound by M. Kidd-Gilchrist,,60-56,,
8:00.0,M. Kidd-Gilchrist misses 2-pt shot from 7 ft (block by M. Dunleavy),,60-56,,
8:00.0,,,60-56,,Defensive rebound by Team
7:45.0,,,60-56,,K. Irving misses 2-pt shot from 1 ft
7:45.0,,,60-56,,Offensive rebound by T. Thompson
7:45.0,,,60-56,,Shooting foul by M. Kidd-Gilchrist (drawn by T. Thompson)
7:45.0,,,60-57,1,T. Thompson makes free throw 1 of 2
7:45.0,,,60-57,,T. Thompson misses free throw 2 of 2
7:44.0,Defensive rebound by M. Kidd-Gilchrist,,60-57,,
7:25.0,M. Williams makes 2-pt shot at rim (assist by N. Batum),2,62-57,,
7:17.0,Personal foul by K. Walker (drawn by K. Irving),,62-57,,
7:07.0,,,62-59,2,K. Irving makes 2-pt shot from 12 ft
6:49.0,K. Walker misses 2-pt shot from 17 ft,,62-59,,
6:49.0,,,62-59,,Defensive rebound by Team
6:35.0,,,62-62,3,K. Irving makes 3-pt shot from 25 ft
6:19.0,N. Batum makes 2-pt shot from 11 ft (assist by K. Walker),2,64-62,,
6:19.0,Shooting foul by M. Dunleavy (drawn by N. Batum),,64-62,,
6:19.0,N. Batum makes free throw 1 of 1,1,65-62,,
6:02.0,,,65-64,2,K. Irving makes 2-pt shot from 16 ft (assist by K. Love)
5:40.0,M. Kidd-Gilchrist misses 2-pt shot from 21 ft,,65-64,,
5:40.0,,,65-64,,Defensive rebound by K. Love
5:32.0,,,65-64,,K. Irving misses 3-pt shot from 29 ft
5:31.0,Defensive rebound by N. Batum,,65-64,,
5:20.0,K. Walker misses 2-pt shot from 1 ft (block by T. Thompson),,65-64,,
5:18.0,,,65-64,,Defensive rebound by T. Thompson
5:12.0,,,65-64,,L. James misses 2-pt shot from 1 ft (block by R. Hibbert)
5:11.0,Defensive rebound by M. Kidd-Gilchrist,,65-64,,
5:08.0,Shooting foul by K. Love (drawn by M. Kidd-Gilchrist),,65-64,,
5:08.0,,,65-64,,Cleveland full timeout
5:08.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,66-64,,
5:08.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,67-64,,
5:08.0,F. Kaminsky enters the game for M. Williams,,65-64,,
5:08.0,S. Hawes enters the game for R. Hibbert,,65-64,,
5:08.0,,,65-64,,I. Shumpert enters the game for M. Dunleavy
4:51.0,,,67-64,,K. Love misses 2-pt shot at rim
4:48.0,,,67-64,,Offensive rebound by T. Thompson
4:40.0,Personal block foul by M. Kidd-Gilchrist (drawn by K. Irving),,67-64,,
4:33.0,,,67-66,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
4:15.0,F. Kaminsky misses 3-pt shot from 25 ft,,67-66,,
4:15.0,,,67-66,,Defensive rebound by K. Love
4:06.0,,,67-66,,K. Irving misses 2-pt shot from 1 ft
4:04.0,Defensive rebound by F. Kaminsky,,67-66,,
3:47.0,M. Kidd-Gilchrist misses 2-pt shot from 5 ft,,67-66,,
3:45.0,,,67-66,,Defensive rebound by T. Thompson
3:37.0,,,67-66,,I. Shumpert misses 3-pt shot from 23 ft
3:37.0,Defensive rebound by F. Kaminsky,,67-66,,
3:24.0,K. Walker makes 3-pt shot from 24 ft (assist by N. Batum),3,70-66,,
2:58.0,,,70-66,,K. Irving misses 2-pt shot from 10 ft
2:58.0,Defensive rebound by Team,,70-66,,
2:58.0,Charlotte full timeout,,70-66,,
2:58.0,M. Belinelli enters the game for N. Batum,,70-66,,
2:58.0,,,70-66,,R. Jefferson enters the game for L. James
2:58.0,,,70-66,,C. Frye enters the game for K. Love
2:46.0,K. Walker misses 2-pt shot from 16 ft,,70-66,,
2:44.0,,,70-66,,Defensive rebound by T. Thompson
2:37.0,,,70-69,3,C. Frye makes 3-pt shot from 25 ft (assist by K. Irving)
2:11.0,F. Kaminsky misses 2-pt shot from 7 ft,,70-69,,
2:08.0,,,70-69,,Defensive rebound by T. Thompson
1:54.0,,,70-69,,K. Irving misses 3-pt shot from 24 ft
1:53.0,,,70-69,,Offensive rebound by K. Irving
1:37.0,,,70-69,,Offensive foul by C. Frye
1:37.0,,,70-69,,Turnover by C. Frye (offensive foul)
1:37.0,R. Sessions enters the game for K. Walker,,70-69,,
1:37.0,,,70-69,,J. McRae enters the game for T. Thompson
1:32.0,N. Batum enters the game for M. Kidd-Gilchrist,,70-69,,
1:14.0,N. Batum makes 2-pt shot from 13 ft,2,72-69,,
1:00.0,,,72-71,2,I. Shumpert makes 2-pt shot from 1 ft (assist by R. Jefferson)
0:46.0,N. Batum misses 2-pt shot from 23 ft,,72-71,,
0:45.0,,,72-71,,Defensive rebound by Team
0:30.0,,,72-71,,R. Jefferson misses 2-pt shot from 8 ft
0:28.0,Defensive rebound by S. Hawes,,72-71,,
0:09.0,R. Sessions misses 2-pt shot from 11 ft,,72-71,,
0:08.0,,,72-71,,Defensive rebound by C. Frye
0:01.0,,,72-71,,J. McRae misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by F. Kaminsky,,72-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,72-71,,Turnover by I. Shumpert (bad pass; steal by R. Sessions)
11:39.0,S. Hawes misses 2-pt shot from 1 ft (block by C. Frye),,72-71,,
11:39.0,Offensive rebound by Team,,72-71,,
11:27.0,M. Kidd-Gilchrist makes 2-pt shot from 15 ft,2,74-71,,
11:04.0,,,74-74,3,I. Shumpert makes 3-pt shot from 24 ft (assist by J. McRae)
10:45.0,R. Sessions misses 2-pt shot from 5 ft,,74-74,,
10:42.0,,,74-74,,Defensive rebound by J. McRae
10:29.0,,,74-77,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
10:01.0,F. Kaminsky misses 2-pt shot from 5 ft (block by L. James),,74-77,,
9:59.0,,,74-77,,Defensive rebound by J. McRae
9:46.0,,,74-77,,J. McRae misses 3-pt shot from 26 ft
9:45.0,,,74-77,,Offensive rebound by R. Jefferson
9:44.0,,,74-79,2,R. Jefferson makes 2-pt shot from 1 ft
9:44.0,,,74-79,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Jefferson)
9:44.0,,,74-79,,R. Jefferson misses free throw 1 of 1
9:43.0,Defensive rebound by M. Kidd-Gilchrist,,74-79,,
9:27.0,R. Sessions makes 2-pt shot from 2 ft (assist by M. Belinelli),2,76-79,,
9:19.0,,,76-81,2,L. James makes 2-pt shot from 1 ft
9:19.0,Charlotte full timeout,,76-81,,
9:00.0,F. Kaminsky makes 2-pt shot at rim,2,78-81,,
8:39.0,,,78-81,,L. James misses 2-pt shot from 23 ft
8:37.0,Defensive rebound by S. Hawes,,78-81,,
8:28.0,R. Sessions misses 2-pt shot from 1 ft,,78-81,,
8:26.0,,,78-81,,Defensive rebound by C. Frye
8:21.0,,,78-81,,C. Frye misses 3-pt shot from 25 ft
8:20.0,Defensive rebound by M. Kidd-Gilchrist,,78-81,,
8:12.0,M. Kidd-Gilchrist misses 2-pt shot from 1 ft,,78-81,,
8:12.0,Offensive rebound by Team,,78-81,,
8:12.0,,,78-81,,Loose ball foul by C. Frye (drawn by M. Kidd-Gilchrist)
8:09.0,M. Belinelli misses 2-pt shot from 21 ft,,78-81,,
8:08.0,,,78-81,,Defensive rebound by R. Jefferson
8:00.0,Personal foul by S. Hawes (drawn by L. James),,78-81,,
7:54.0,,,78-81,,C. Frye misses 2-pt shot at rim (block by S. Hawes)
7:54.0,,,78-81,,Offensive rebound by Team
7:40.0,,,78-83,2,L. James makes 2-pt shot from 7 ft
7:24.0,M. Belinelli misses 2-pt shot from 6 ft (block by I. Shumpert),,78-83,,
7:24.0,Offensive rebound by Team,,78-83,,
7:18.0,M. Belinelli misses 2-pt shot from 18 ft,,78-83,,
7:16.0,,,78-83,,Defensive rebound by R. Jefferson
7:08.0,,,78-83,,C. Frye misses 3-pt shot from 26 ft
7:07.0,Defensive rebound by F. Kaminsky,,78-83,,
6:54.0,Turnover by S. Hawes (3 sec),,78-83,,
6:29.0,,,78-86,3,L. James makes 3-pt shot from 25 ft (assist by J. McRae)
6:11.0,S. Hawes makes 2-pt shot from 13 ft (assist by M. Kidd-Gilchrist),2,80-86,,
5:44.0,,,80-89,3,C. Frye makes 3-pt shot from 26 ft (assist by L. James)
5:44.0,Charlotte full timeout,,80-89,,
5:44.0,Official timeout,,80-89,,
5:44.0,M. Williams enters the game for M. Belinelli,,80-89,,
5:44.0,K. Walker enters the game for R. Sessions,,80-89,,
5:44.0,N. Batum enters the game for S. Hawes,,80-89,,
5:22.0,K. Walker misses 3-pt shot from 26 ft,,80-89,,
5:22.0,,,80-89,,Defensive rebound by I. Shumpert
5:03.0,,,80-89,,I. Shumpert misses 3-pt shot from 25 ft
5:03.0,,,80-89,,Offensive rebound by Team
5:03.0,Loose ball foul by M. Kidd-Gilchrist (drawn by C. Frye),,80-89,,
5:03.0,C. Zeller enters the game for F. Kaminsky,,80-89,,
4:50.0,,,80-91,2,C. Frye makes 2-pt shot from 10 ft (assist by L. James)
4:37.0,Shooting foul by J. McRae (drawn by N. Batum),,80-91,,
4:37.0,N. Batum makes free throw 1 of 2,1,81-91,,
4:37.0,N. Batum makes free throw 2 of 2,1,82-91,,
4:22.0,,,82-91,,R. Jefferson misses 3-pt shot from 25 ft
4:22.0,Defensive rebound by C. Zeller,,82-91,,
4:11.0,K. Walker misses 2-pt shot from 3 ft,,82-91,,
4:09.0,Offensive rebound by C. Zeller,,82-91,,
4:08.0,C. Zeller misses 2-pt shot at rim (block by C. Frye),,82-91,,
4:07.0,,,82-91,,Defensive rebound by R. Jefferson
3:47.0,,,82-91,,L. James misses 2-pt shot from 14 ft
3:42.0,Defensive rebound by N. Batum,,82-91,,
3:36.0,N. Batum makes 3-pt shot from 24 ft (assist by M. Williams),3,85-91,,
3:35.0,,,85-91,,Cleveland full timeout
3:19.0,,,85-94,3,C. Frye makes 3-pt shot from 26 ft (assist by L. James)
3:04.0,K. Walker makes 2-pt shot from 13 ft,2,87-94,,
