time,Milwaukee,pts.away,score,pts.home,Indiana
4:16.0,,,15-12,,Defensive rebound by M. Turner
4:06.0,,,15-15,3,P. George makes 3-pt shot from 25 ft (assist by J. Teague)
3:47.0,G. Antetokounmpo misses 2-pt shot from 11 ft,,15-15,,
3:47.0,Offensive rebound by G. Monroe,,15-15,,
3:45.0,Shooting foul by M. Turner (drawn by G. Antetokounmpo),,15-15,,
3:45.0,G. Antetokounmpo makes free throw 1 of 2,1,16-15,,
3:45.0,G. Antetokounmpo makes free throw 2 of 2,1,17-15,,
3:45.0,,,16-15,,K. Seraphin enters the game for M. Turner
3:45.0,,,16-15,,L. Stephenson enters the game for M. Ellis
3:28.0,,,17-15,,K. Seraphin misses 2-pt shot from 4 ft
3:27.0,,,17-15,,Offensive rebound by Team
3:22.0,,,17-17,2,P. George makes 2-pt shot from 2 ft (assist by T. Young)
3:02.0,M. Dellavedova misses 2-pt shot from 6 ft,,17-17,,
3:02.0,Offensive rebound by M. Dellavedova,,17-17,,
2:58.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,17-17,,
2:57.0,,,17-17,,Defensive rebound by K. Seraphin
2:40.0,,,17-19,2,K. Seraphin makes 2-pt shot from 6 ft (assist by L. Stephenson)
2:15.0,M. Dellavedova misses 3-pt shot from 26 ft,,17-19,,
2:15.0,,,17-19,,Defensive rebound by P. George
2:10.0,,,17-19,,Turnover by P. George (lost ball)
2:10.0,Milwaukee full timeout,,17-19,,
2:10.0,K. Middleton enters the game for T. Snell,,17-19,,
2:10.0,G. Payton enters the game for M. Dellavedova,,17-19,,
2:10.0,,,17-19,,A. Brooks enters the game for J. Teague
2:10.0,,,17-19,,C. Miles enters the game for T. Young
1:56.0,J. Terry misses 2-pt shot from 3 ft,,17-19,,
1:54.0,,,17-19,,Defensive rebound by C. Miles
1:34.0,,,17-21,2,L. Stephenson makes 2-pt shot from 13 ft
1:12.0,G. Payton misses 3-pt shot from 25 ft,,17-21,,
1:11.0,Offensive rebound by G. Antetokounmpo,,17-21,,
1:05.0,G. Monroe misses 2-pt shot from 3 ft,,17-21,,
1:04.0,,,17-21,,Defensive rebound by A. Brooks
1:04.0,Personal foul by G. Monroe (drawn by A. Brooks),,17-21,,
1:04.0,,,17-22,1,A. Brooks makes free throw 1 of 2
1:04.0,,,17-23,1,A. Brooks makes free throw 2 of 2
0:54.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by G. Payton),2,19-23,,
0:34.0,,,19-23,,K. Seraphin misses 2-pt shot from 9 ft
0:33.0,Defensive rebound by G. Monroe,,19-23,,
0:29.0,Turnover by K. Middleton (lost ball; steal by L. Stephenson),,19-23,,
0:25.0,,,19-23,,Shooting foul by G. Antetokounmpo (drawn by P. George)
0:25.0,,,19-24,1,P. George makes free throw 1 of 2
0:25.0,,,19-25,1,P. George makes free throw 2 of 2
0:04.0,G. Monroe makes 2-pt shot from 4 ft (assist by K. Middleton),2,21-25,,
0:00.0,,,21-25,,C. Miles misses 3-pt shot from 26 ft
0:00.0,,,21-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,J. Terry makes 2-pt shot from 9 ft (assist by K. Middleton),2,23-25,,
11:42.0,,,23-25,,Turnover by K. Seraphin (lost ball)
11:33.0,K. Middleton misses 2-pt shot from 4 ft,,23-25,,
11:33.0,,,23-25,,Defensive rebound by T. Young
11:20.0,,,23-25,,A. Brooks misses 2-pt shot from 2 ft
11:18.0,,,23-25,,Offensive rebound by K. Seraphin
11:13.0,,,23-27,2,T. Young makes 2-pt shot from 2 ft (assist by A. Brooks)
10:55.0,Turnover by G. Monroe (bad pass; steal by C. Miles),,23-27,,
10:32.0,,,23-29,2,L. Stephenson makes 2-pt shot from 18 ft
10:13.0,M. Teletovic makes 3-pt shot from 25 ft (assist by J. Terry),3,26-29,,
9:56.0,,,26-32,3,A. Brooks makes 3-pt shot from 25 ft (assist by L. Stephenson)
9:35.0,Turnover by M. Teletovic (lost ball; steal by C. Miles),,26-32,,
9:24.0,,,26-32,,K. Seraphin misses 2-pt shot from 14 ft
9:23.0,Defensive rebound by G. Payton,,26-32,,
9:17.0,G. Monroe misses 2-pt shot from 2 ft,,26-32,,
9:16.0,,,26-32,,Defensive rebound by K. Seraphin
9:07.0,,,26-32,,Turnover by K. Seraphin (lost ball; steal by G. Monroe)
8:56.0,K. Middleton makes 3-pt shot from 23 ft (assist by J. Terry),3,29-32,,
8:43.0,Personal foul by K. Middleton,,29-32,,
8:43.0,Official timeout,,29-32,,
8:43.0,,,29-32,,M. Turner enters the game for K. Seraphin
8:36.0,,,29-32,,Turnover by L. Stephenson (bad pass; steal by K. Middleton)
8:23.0,K. Middleton makes 2-pt shot from 15 ft (assist by J. Terry),2,31-32,,
8:05.0,,,31-32,,Turnover by C. Miles (bad pass; steal by K. Middleton)
7:59.0,G. Payton makes 2-pt shot from 2 ft (assist by J. Terry),2,33-32,,
7:32.0,,,33-35,3,C. Miles makes 3-pt shot from 25 ft (assist by L. Stephenson)
7:17.0,M. Teletovic makes 3-pt shot from 25 ft (assist by G. Payton),3,36-35,,
6:56.0,,,36-35,,L. Stephenson misses 2-pt shot from 4 ft (block by G. Payton)
6:56.0,,,36-35,,Offensive rebound by Team
6:56.0,,,36-35,,P. George enters the game for T. Young
6:56.0,,,36-35,,J. Teague enters the game for A. Brooks
6:56.0,T. Snell enters the game for J. Terry,,36-35,,
6:54.0,Personal foul by G. Payton (drawn by J. Teague),,36-35,,
6:41.0,,,36-35,,Shooting foul by G. Payton (drawn by J. Teague)
6:41.0,,,36-35,,J. Teague misses free throw 1 of 2
6:41.0,,,36-35,,Offensive rebound by Team
6:41.0,,,36-36,1,J. Teague makes free throw 2 of 2
6:25.0,Turnover by G. Payton (traveling),,36-36,,
6:04.0,,,36-38,2,P. George makes 2-pt shot from 18 ft
5:50.0,G. Monroe makes 2-pt shot from 2 ft (assist by K. Middleton),2,38-38,,
5:37.0,,,38-40,2,P. George makes 2-pt shot from 17 ft
5:14.0,Turnover by T. Snell (bad pass; steal by P. George),,38-40,,
5:12.0,,,38-42,2,P. George makes 2-pt shot at rim
5:11.0,Milwaukee full timeout,,38-42,,
5:11.0,M. Dellavedova enters the game for K. Middleton,,38-42,,
5:11.0,G. Antetokounmpo enters the game for G. Payton,,38-42,,
5:11.0,,,38-42,,M. Ellis enters the game for L. Stephenson
5:01.0,Turnover by M. Dellavedova (bad pass; steal by M. Ellis),,38-42,,
4:55.0,,,38-42,,J. Teague misses 2-pt shot from 3 ft (block by M. Teletovic)
4:54.0,Defensive rebound by M. Teletovic,,38-42,,
4:52.0,Turnover by M. Dellavedova (lost ball; steal by C. Miles),,38-42,,
4:47.0,,,38-42,,J. Teague misses 3-pt shot from 24 ft
4:45.0,,,38-42,,Offensive rebound by P. George
4:41.0,,,38-42,,C. Miles misses 3-pt shot from 24 ft
4:41.0,,,38-42,,Offensive rebound by C. Miles
4:37.0,,,38-42,,P. George misses 3-pt shot from 24 ft
4:37.0,,,38-42,,Offensive rebound by C. Miles
4:37.0,,,38-42,,Turnover by C. Miles (step out of bounds)
4:22.0,Turnover by M. Dellavedova (bad pass; steal by M. Ellis),,38-42,,
4:18.0,,,38-44,2,M. Ellis makes 2-pt shot from 2 ft
4:04.0,Turnover by M. Dellavedova (bad pass; steal by M. Turner),,38-44,,
3:55.0,,,38-46,2,J. Teague makes 2-pt shot from 3 ft
3:55.0,Milwaukee full timeout,,38-46,,
3:55.0,T. Maker enters the game for G. Monroe,,38-46,,
3:39.0,Turnover by G. Antetokounmpo (lost ball; steal by P. George),,38-46,,
3:19.0,,,38-48,2,M. Turner makes 2-pt shot from 3 ft (assist by J. Teague)
3:03.0,M. Teletovic makes 3-pt shot from 23 ft (assist by M. Dellavedova),3,41-48,,
2:57.0,,,41-48,,Shooting foul by T. Maker (drawn by M. Ellis)
2:57.0,,,41-48,,Indiana full timeout
2:57.0,,,41-48,,M. Ellis misses free throw 1 of 2
2:57.0,,,41-48,,Offensive rebound by Team
2:57.0,,,41-49,1,M. Ellis makes free throw 2 of 2
2:42.0,Shooting foul by M. Turner (drawn by G. Antetokounmpo),,41-49,,
2:42.0,G. Antetokounmpo makes free throw 1 of 2,1,42-49,,
2:42.0,G. Antetokounmpo makes free throw 2 of 2,1,43-49,,
2:28.0,,,43-51,2,J. Teague makes 2-pt shot from 14 ft
2:07.0,T. Maker makes 2-pt shot from 12 ft,2,45-51,,
1:53.0,,,45-51,,J. Teague misses 3-pt shot from 26 ft
1:52.0,Defensive rebound by T. Snell,,45-51,,
1:39.0,M. Teletovic misses 3-pt shot from 25 ft,,45-51,,
1:38.0,Offensive rebound by G. Antetokounmpo,,45-51,,
1:27.0,,,45-51,,Personal foul by C. Miles
1:27.0,,,45-51,,K. Seraphin enters the game for M. Turner
1:20.0,,,45-51,,Personal foul by P. George (drawn by G. Antetokounmpo)
1:20.0,G. Antetokounmpo misses free throw 1 of 2,,45-51,,
1:20.0,Offensive rebound by Team,,45-51,,
1:20.0,G. Antetokounmpo makes free throw 2 of 2,1,46-51,,
1:20.0,,,45-51,,L. Stephenson enters the game for P. George
1:02.0,,,46-51,,Shooting foul by T. Maker (drawn by K. Seraphin)
1:02.0,,,46-52,1,K. Seraphin makes free throw 1 of 2
1:02.0,,,46-53,1,K. Seraphin makes free throw 2 of 2
0:51.0,Shooting foul by J. Teague (drawn by G. Antetokounmpo),,46-53,,
0:51.0,G. Antetokounmpo makes free throw 1 of 2,1,47-53,,
0:51.0,G. Antetokounmpo misses free throw 2 of 2,,47-53,,
0:51.0,,,47-53,,Defensive rebound by K. Seraphin
0:38.0,,,47-53,,K. Seraphin misses 2-pt shot from 4 ft
0:37.0,,,47-53,,Offensive rebound by Team
0:37.0,,,47-53,,Indiana full timeout
0:37.0,,,47-53,,T. Young enters the game for M. Ellis
0:27.0,,,47-56,3,C. Miles makes 3-pt shot from 26 ft (assist by L. Stephenson)
0:05.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by G. Antetokounmpo),3,50-56,,
0:00.0,,,50-56,,L. Stephenson misses 3-pt shot from 25 ft
0:00.0,,,50-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Turnover by T. Maker (bad pass; steal by M. Ellis),,50-56,,
11:26.0,,,50-56,,J. Teague misses 3-pt shot from 24 ft
11:25.0,Defensive rebound by G. Antetokounmpo,,50-56,,
11:03.0,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by M. Dellavedova),2,52-56,,
10:37.0,,,52-59,3,P. George makes 3-pt shot from 24 ft (assist by J. Teague)
10:13.0,K. Middleton misses 2-pt shot from 18 ft,,52-59,,
10:12.0,,,52-59,,Defensive rebound by M. Turner
10:00.0,,,52-61,2,T. Young makes 2-pt shot from 13 ft (assist by J. Teague)
9:45.0,M. Dellavedova makes 2-pt shot from 13 ft,2,54-61,,
9:24.0,,,54-63,2,P. George makes 2-pt shot from 21 ft
9:11.0,Shooting foul by M. Turner (drawn by G. Antetokounmpo),,54-63,,
9:11.0,G. Antetokounmpo makes free throw 1 of 2,1,55-63,,
9:11.0,G. Antetokounmpo makes free throw 2 of 2,1,56-63,,
8:53.0,,,56-63,,P. George misses 3-pt shot from 26 ft
8:52.0,Defensive rebound by T. Maker,,56-63,,
8:39.0,T. Snell makes 2-pt shot from 3 ft,2,58-63,,
8:20.0,,,58-63,,Turnover by J. Teague (lost ball)
8:10.0,G. Antetokounmpo makes 2-pt shot from 3 ft,2,60-63,,
8:10.0,Shooting foul by M. Turner (drawn by G. Antetokounmpo),,60-63,,
8:10.0,G. Antetokounmpo makes free throw 1 of 1,1,61-63,,
8:10.0,,,60-63,,K. Seraphin enters the game for M. Turner
7:57.0,,,61-65,2,P. George makes 2-pt shot from 3 ft (assist by T. Young)
7:45.0,M. Dellavedova misses 3-pt shot from 25 ft,,61-65,,
7:45.0,,,61-65,,Defensive rebound by P. George
7:31.0,,,61-67,2,K. Seraphin makes 2-pt shot from 16 ft (assist by J. Teague)
7:13.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,61-67,,
7:12.0,,,61-67,,Defensive rebound by P. George
6:59.0,,,61-67,,J. Teague misses 2-pt shot from 5 ft
6:59.0,,,61-67,,Offensive rebound by T. Young
6:59.0,Personal foul by T. Maker (drawn by T. Young),,61-67,,
6:59.0,G. Monroe enters the game for T. Maker,,61-67,,
6:37.0,,,61-69,2,J. Teague makes 2-pt shot from 3 ft
6:23.0,Turnover by G. Monroe (lost ball),,61-69,,
6:08.0,,,61-72,3,M. Ellis makes 3-pt shot from 23 ft (assist by J. Teague)
6:07.0,Milwaukee full timeout,,61-72,,
6:07.0,J. Terry enters the game for M. Dellavedova,,61-72,,
5:54.0,K. Middleton misses 3-pt shot from 26 ft,,61-72,,
5:54.0,,,61-72,,Defensive rebound by T. Young
5:40.0,,,61-72,,Shooting foul by T. Snell (drawn by J. Teague)
5:40.0,,,61-73,1,J. Teague makes free throw 1 of 2
5:40.0,,,61-74,1,J. Teague makes free throw 2 of 2
5:28.0,Turnover by G. Monroe (bad pass; steal by M. Ellis),,61-74,,
5:18.0,,,61-76,2,T. Young makes 2-pt shot from 2 ft (assist by P. George)
4:54.0,T. Snell makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,64-76,,
4:32.0,,,64-76,,Turnover by P. George (bad pass; steal by J. Terry)
4:25.0,K. Middleton makes 2-pt shot from 3 ft (assist by G. Antetokounmpo),2,66-76,,
4:25.0,Shooting foul by K. Seraphin (drawn by K. Middleton),,66-76,,
4:25.0,K. Middleton makes free throw 1 of 1,1,67-76,,
4:11.0,,,67-78,2,K. Seraphin makes 2-pt shot from 2 ft (assist by J. Teague)
4:11.0,,,67-78,,Shooting foul by K. Middleton (drawn by K. Seraphin)
4:11.0,,,67-79,1,K. Seraphin makes free throw 1 of 1
3:52.0,T. Snell misses 2-pt shot from 4 ft,,67-79,,
3:51.0,,,67-79,,Defensive rebound by P. George
3:44.0,,,67-81,2,P. George makes 2-pt shot from 19 ft
3:27.0,Turnover by G. Monroe (lost ball; steal by P. George),,67-81,,
3:17.0,,,67-81,,T. Young misses 2-pt shot from 1 ft (block by G. Antetokounmpo)
3:16.0,,,67-81,,Offensive rebound by M. Ellis
3:03.0,,,67-83,2,J. Teague makes 2-pt shot from 21 ft
2:39.0,,,67-83,,Personal foul by M. Ellis (drawn by K. Middleton)
2:39.0,,,67-83,,Indiana full timeout
2:39.0,M. Teletovic enters the game for G. Monroe,,67-83,,
2:39.0,,,67-83,,C. Miles enters the game for T. Young
2:32.0,T. Snell misses 2-pt shot from 19 ft,,67-83,,
2:31.0,,,67-83,,Defensive rebound by K. Seraphin
2:21.0,,,67-83,,Turnover by M. Ellis (bad pass)
2:05.0,G. Antetokounmpo misses 2-pt shot from 5 ft (block by K. Seraphin),,67-83,,
2:03.0,,,67-83,,Defensive rebound by J. Teague
1:57.0,,,67-83,,P. George misses 3-pt shot from 24 ft
1:56.0,Defensive rebound by M. Teletovic,,67-83,,
1:46.0,M. Teletovic makes 3-pt shot from 26 ft (assist by K. Middleton),3,70-83,,
1:25.0,,,70-83,,M. Ellis misses 3-pt shot from 25 ft
1:24.0,Defensive rebound by G. Antetokounmpo,,70-83,,
1:13.0,T. Snell makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,73-83,,
0:49.0,,,73-83,,M. Ellis misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by K. Middleton,,73-83,,
0:42.0,Turnover by G. Antetokounmpo (lost ball; steal by P. George),,73-83,,
0:40.0,Personal foul by K. Middleton (drawn by P. George),,73-83,,
0:40.0,,,73-83,,L. Stephenson enters the game for M. Ellis
0:19.0,,,73-85,2,J. Teague makes 2-pt shot from 7 ft
0:00.0,K. Middleton misses 2-pt shot from 16 ft,,73-85,,
0:00.0,Offensive rebound by Team,,73-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,73-85,,C. Miles misses 3-pt shot from 26 ft
11:44.0,,,73-85,,Offensive rebound by C. Miles
11:30.0,,,73-85,,C. Miles misses 3-pt shot from 24 ft
11:28.0,Defensive rebound by K. Middleton,,73-85,,
11:19.0,Shooting foul by T. Young (drawn by G. Antetokounmpo),,73-85,,
11:19.0,G. Antetokounmpo makes free throw 1 of 2,1,74-85,,
11:19.0,G. Antetokounmpo makes free throw 2 of 2,1,75-85,,
11:01.0,,,75-85,,T. Young misses 2-pt shot from 12 ft
11:01.0,,,75-85,,Offensive rebound by K. Seraphin
11:01.0,Loose ball foul by G. Antetokounmpo (drawn by K. Seraphin),,75-85,,
10:52.0,,,75-85,,Turnover by A. Brooks (bad pass; steal by M. Teletovic)
10:43.0,M. Teletovic misses 3-pt shot from 26 ft,,75-85,,
10:42.0,,,75-85,,Defensive rebound by L. Stephenson
10:37.0,,,75-87,2,T. Young makes 2-pt shot from 2 ft (assist by L. Stephenson)
10:14.0,J. Terry makes 2-pt shot from 6 ft,2,77-87,,
9:57.0,,,77-90,3,L. Stephenson makes 3-pt shot from 25 ft (assist by K. Seraphin)
9:36.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,77-90,,
9:35.0,,,77-90,,Defensive rebound by A. Brooks
9:25.0,Personal foul by M. Teletovic (drawn by K. Seraphin),,77-90,,
9:10.0,,,77-90,,C. Miles misses 2-pt shot from 21 ft
9:08.0,,,77-90,,Offensive rebound by T. Young
9:07.0,,,77-90,,T. Young misses 2-pt shot from 2 ft
9:06.0,,,77-90,,Offensive rebound by T. Young
8:49.0,,,77-92,2,K. Seraphin makes 2-pt shot from 6 ft
8:34.0,K. Middleton misses 2-pt shot from 5 ft,,77-92,,
8:33.0,,,77-92,,Defensive rebound by T. Young
8:25.0,,,77-92,,Turnover by L. Stephenson (bad pass)
8:25.0,Official timeout,,77-92,,
8:07.0,M. Teletovic makes 3-pt shot from 26 ft (assist by G. Antetokounmpo),3,80-92,,
7:44.0,,,80-92,,Shooting foul by J. Terry (drawn by L. Stephenson)
7:44.0,,,80-93,1,L. Stephenson makes free throw 1 of 2
7:44.0,,,80-94,1,L. Stephenson makes free throw 2 of 2
7:44.0,,,80-93,,M. Turner enters the game for K. Seraphin
7:44.0,,,80-93,,P. George enters the game for C. Miles
7:25.0,Turnover by G. Antetokounmpo (traveling),,80-94,,
7:08.0,,,80-94,,L. Stephenson misses 2-pt shot from 16 ft
7:07.0,Defensive rebound by G. Antetokounmpo,,80-94,,
7:01.0,M. Teletovic misses 3-pt shot from 27 ft,,80-94,,
7:01.0,,,80-94,,Defensive rebound by P. George
6:45.0,,,80-94,,T. Young misses 2-pt shot from 3 ft
6:43.0,Defensive rebound by M. Teletovic,,80-94,,
6:39.0,Offensive charge foul by K. Middleton,,80-94,,
6:39.0,Turnover by K. Middleton (offensive foul),,80-94,,
6:23.0,,,80-96,2,A. Brooks makes 2-pt shot from 14 ft
6:08.0,Offensive charge foul by K. Middleton,,80-96,,
6:08.0,Turnover by K. Middleton (offensive foul),,80-96,,
6:08.0,T. Snell enters the game for K. Middleton,,80-96,,
5:54.0,,,80-96,,Shooting foul by T. Snell (drawn by P. George)
5:54.0,,,80-96,,Indiana full timeout
5:54.0,,,80-96,,P. George misses free throw 1 of 2
5:54.0,,,80-96,,Offensive rebound by Team
5:54.0,,,80-97,1,P. George makes free throw 2 of 2
5:54.0,G. Payton enters the game for G. Antetokounmpo,,80-96,,
5:54.0,M. Beasley enters the game for T. Snell,,80-96,,
5:54.0,S. Hawes enters the game for J. Terry,,80-96,,
5:44.0,,,80-97,,Personal foul by P. George (drawn by M. Teletovic)
5:35.0,G. Payton misses 3-pt shot from 25 ft,,80-97,,
5:35.0,,,80-97,,Defensive rebound by T. Young
5:21.0,,,80-97,,T. Young misses 2-pt shot from 2 ft
5:20.0,Defensive rebound by S. Hawes,,80-97,,
5:13.0,Turnover by M. Beasley (bad pass),,80-97,,
5:00.0,,,80-100,3,A. Brooks makes 3-pt shot from 23 ft (assist by M. Turner)
4:40.0,M. Beasley misses 2-pt shot from 16 ft,,80-100,,
4:39.0,,,80-100,,Defensive rebound by T. Young
4:28.0,,,80-100,,A. Brooks misses 2-pt shot from 15 ft
4:28.0,,,80-100,,Offensive rebound by T. Young
4:26.0,,,80-102,2,T. Young makes 2-pt shot from 2 ft
4:14.0,R. Vaughn misses 3-pt shot from 26 ft,,80-102,,
4:14.0,,,80-102,,Defensive rebound by T. Young
3:57.0,,,80-102,,T. Young misses 3-pt shot from 24 ft
3:56.0,Defensive rebound by S. Hawes,,80-102,,
3:52.0,Turnover by S. Hawes (bad pass; steal by T. Young),,80-102,,
3:42.0,,,80-102,,P. George misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by S. Hawes,,80-102,,
3:34.0,M. Beasley makes 3-pt shot from 24 ft (assist by R. Vaughn),3,83-102,,
3:15.0,,,83-102,,M. Turner misses 2-pt shot from 20 ft
3:14.0,Defensive rebound by R. Vaughn,,83-102,,
3:03.0,R. Vaughn makes 2-pt shot from 6 ft,2,85-102,,
2:43.0,,,85-102,,M. Turner misses 2-pt shot from 6 ft
2:42.0,Defensive rebound by S. Hawes,,85-102,,
2:37.0,Milwaukee full timeout,,85-102,,
2:37.0,,,85-102,,C. Miles enters the game for P. George
2:33.0,S. Hawes misses 2-pt shot from 10 ft,,85-102,,
2:33.0,,,85-102,,Defensive rebound by M. Turner
2:12.0,,,85-102,,Shooting foul by G. Payton (drawn by M. Turner)
2:12.0,,,85-103,1,M. Turner makes free throw 1 of 2
2:12.0,,,85-104,1,M. Turner makes free throw 2 of 2
1:53.0,R. Vaughn makes 2-pt shot from 18 ft (assist by S. Hawes),2,87-104,,
1:39.0,,,87-104,,Turnover by L. Stephenson (lost ball)
1:39.0,,,87-104,,K. Seraphin enters the game for M. Turner
1:31.0,R. Vaughn misses 3-pt shot from 26 ft,,87-104,,
1:30.0,,,87-104,,Defensive rebound by T. Young
1:26.0,,,87-104,,Indiana full timeout
1:26.0,,,87-104,,R. Christmas enters the game for T. Young
1:26.0,,,87-104,,J. Young enters the game for L. Stephenson
1:14.0,,,87-104,,Turnover by A. Brooks (lost ball; steal by G. Payton)
1:11.0,S. Hawes makes 2-pt shot from 1 ft (assist by G. Payton),2,89-104,,
0:53.0,,,89-104,,J. Young misses 2-pt shot from 14 ft
0:53.0,Defensive rebound by M. Beasley,,89-104,,
0:38.0,G. Payton misses 2-pt shot from 4 ft,,89-104,,
0:37.0,,,89-104,,Defensive rebound by K. Seraphin
0:13.0,,,89-104,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
