time,Dallas,pts.away,score,pts.home,Utah
8:12.0,,,40-40,1,R. Gobert makes free throw 1 of 2
8:12.0,,,40-41,1,R. Gobert makes free throw 2 of 2
8:12.0,D. Powell enters the game for S. Mejri,,40-39,,
7:56.0,Shooting foul by R. Hood (drawn by W. Matthews),,40-41,,
7:56.0,W. Matthews makes free throw 1 of 2,1,41-41,,
7:56.0,W. Matthews makes free throw 2 of 2,1,42-41,,
7:56.0,,,41-41,,J. Johnson enters the game for G. Hayward
7:56.0,,,41-41,,D. Exum enters the game for S. Mack
7:56.0,D. Finney-Smith enters the game for H. Barnes,,41-41,,
7:35.0,,,42-41,,R. Gobert misses 2-pt shot from 3 ft
7:34.0,Defensive rebound by D. Powell,,42-41,,
7:26.0,W. Matthews misses 2-pt shot from 13 ft,,42-41,,
7:26.0,,,42-41,,Defensive rebound by T. Lyles
7:20.0,Personal foul by D. Finney-Smith (drawn by R. Hood),,42-41,,
7:20.0,,,42-41,,R. Hood misses free throw 1 of 2
7:20.0,,,42-41,,Offensive rebound by Team
7:20.0,,,42-42,1,R. Hood makes free throw 2 of 2
7:01.0,D. Finney-Smith misses 3-pt shot from 25 ft,,42-42,,
7:01.0,,,42-42,,Defensive rebound by J. Johnson
6:51.0,,,42-42,,Utah full timeout
6:51.0,S. Curry enters the game for D. Williams,,42-42,,
6:37.0,,,42-42,,J. Johnson misses 2-pt shot from 6 ft
6:36.0,,,42-42,,Offensive rebound by T. Lyles
6:36.0,,,42-44,2,T. Lyles makes 2-pt shot from 2 ft
6:16.0,D. Powell misses 3-pt shot from 22 ft,,42-44,,
6:15.0,,,42-44,,Defensive rebound by T. Lyles
6:06.0,,,42-46,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
5:50.0,D. Powell makes 2-pt shot from 1 ft (assist by S. Curry),2,44-46,,
5:50.0,Shooting foul by D. Exum (drawn by D. Powell),,44-46,,
5:50.0,D. Powell makes free throw 1 of 1,1,45-46,,
5:39.0,,,45-46,,T. Lyles misses 3-pt shot from 23 ft
5:39.0,,,45-46,,Offensive rebound by R. Gobert
5:34.0,Personal foul by D. Harris (drawn by R. Gobert),,45-46,,
5:34.0,,,45-47,1,R. Gobert makes free throw 1 of 2
5:34.0,,,45-47,,R. Gobert misses free throw 2 of 2
5:34.0,D. Williams enters the game for D. Harris,,45-47,,
5:34.0,,,45-47,,B. Diaw enters the game for T. Lyles
5:33.0,Defensive rebound by D. Powell,,45-47,,
5:11.0,S. Curry misses 3-pt shot from 25 ft,,45-47,,
5:11.0,,,45-47,,Defensive rebound by J. Johnson
5:00.0,,,45-47,,R. Hood misses 2-pt shot from 8 ft
5:00.0,Defensive rebound by Team,,45-47,,
5:00.0,,,45-47,,Loose ball foul by R. Gobert (drawn by D. Powell)
5:00.0,D. Powell makes free throw 1 of 2,1,46-47,,
5:00.0,D. Powell makes free throw 2 of 2,1,47-47,,
5:00.0,,,46-47,,G. Hayward enters the game for J. Johnson
4:44.0,,,47-50,3,D. Exum makes 3-pt shot from 25 ft (assist by G. Hayward)
4:22.0,D. Powell misses 2-pt shot from 3 ft,,47-50,,
4:22.0,,,47-50,,Defensive rebound by R. Hood
4:14.0,,,47-50,,Offensive foul by R. Gobert
4:14.0,,,47-50,,Turnover by R. Gobert (offensive foul)
4:14.0,H. Barnes enters the game for D. Finney-Smith,,47-50,,
4:14.0,,,47-50,,J. Ingles enters the game for R. Hood
4:14.0,,,47-50,,D. Favors enters the game for R. Gobert
3:56.0,D. Williams makes 2-pt shot from 14 ft,2,49-50,,
3:32.0,,,49-52,2,J. Ingles makes 2-pt shot from 20 ft
3:17.0,W. Matthews misses 3-pt shot from 26 ft,,49-52,,
3:16.0,,,49-52,,Defensive rebound by B. Diaw
3:04.0,,,49-52,,D. Exum misses 3-pt shot from 24 ft
3:03.0,,,49-52,,Offensive rebound by D. Favors
3:03.0,,,49-52,,Shooting foul by H. Barnes (drawn by D. Favors)
3:03.0,,,49-52,,D. Favors misses free throw 1 of 2
3:03.0,,,49-52,,Offensive rebound by Team
3:03.0,,,49-53,1,D. Favors makes free throw 2 of 2
3:03.0,J. Anderson enters the game for S. Curry,,49-52,,
3:03.0,,,49-52,,S. Mack enters the game for D. Exum
2:45.0,D. Williams misses 2-pt shot from 19 ft,,49-53,,
2:44.0,Offensive rebound by D. Powell,,49-53,,
2:39.0,W. Matthews misses 3-pt shot from 25 ft,,49-53,,
2:38.0,,,49-53,,Defensive rebound by G. Hayward
2:32.0,Personal foul by J. Anderson (drawn by G. Hayward),,49-53,,
2:32.0,,,49-53,,Utah full timeout
2:32.0,,,49-54,1,G. Hayward makes free throw 1 of 2
2:32.0,,,49-55,1,G. Hayward makes free throw 2 of 2
2:20.0,H. Barnes misses 2-pt shot from 6 ft,,49-55,,
2:19.0,,,49-55,,Defensive rebound by G. Hayward
2:09.0,,,49-57,2,D. Favors makes 2-pt shot at rim (assist by G. Hayward)
1:58.0,,,49-57,,Personal foul by D. Favors (drawn by D. Williams)
1:58.0,D. Williams makes free throw 1 of 2,1,50-57,,
1:58.0,D. Williams makes free throw 2 of 2,1,51-57,,
1:38.0,,,51-59,2,G. Hayward makes 2-pt shot at rim
1:17.0,D. Williams makes 2-pt shot from 6 ft,2,53-59,,
1:06.0,,,53-62,3,G. Hayward makes 3-pt shot from 24 ft (assist by S. Mack)
1:05.0,Dallas full timeout,,53-62,,
1:05.0,D. Finney-Smith enters the game for J. Anderson,,53-62,,
0:54.0,H. Barnes makes 3-pt shot from 26 ft (assist by D. Williams),3,56-62,,
0:43.0,Personal foul by D. Williams (drawn by D. Favors),,56-62,,
0:43.0,,,56-63,1,D. Favors makes free throw 1 of 2
0:43.0,,,56-64,1,D. Favors makes free throw 2 of 2
0:30.0,D. Williams misses 3-pt shot from 24 ft,,56-64,,
0:28.0,,,56-64,,Defensive rebound by D. Favors
0:07.0,,,56-64,,Turnover by G. Hayward (lost ball; steal by D. Williams)
0:00.0,H. Barnes makes 2-pt shot from 18 ft (assist by D. Williams),2,58-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,58-64,,Personal foul by B. Diaw (drawn by H. Barnes)
11:44.0,,,58-64,,Personal foul by B. Diaw (drawn by H. Barnes)
11:43.0,Turnover by H. Barnes (bad pass; steal by R. Gobert),,58-64,,
11:20.0,,,58-64,,Offensive charge foul by R. Hood
11:20.0,,,58-64,,Turnover by R. Hood (offensive foul)
11:01.0,H. Barnes makes 2-pt shot from 14 ft,2,60-64,,
10:34.0,,,60-66,2,D. Exum makes 2-pt shot from 3 ft
10:18.0,H. Barnes misses 2-pt shot from 15 ft,,60-66,,
10:14.0,Offensive rebound by S. Mejri,,60-66,,
10:09.0,H. Barnes misses 2-pt shot from 17 ft,,60-66,,
10:09.0,,,60-66,,Defensive rebound by G. Hayward
10:09.0,Personal foul by S. Mejri (drawn by G. Hayward),,60-66,,
10:09.0,A. Hammons enters the game for S. Mejri,,60-66,,
9:56.0,,,60-66,,Turnover by R. Hood (lost ball)
9:48.0,Offensive foul by A. Hammons,,60-66,,
9:48.0,Turnover by A. Hammons (offensive foul),,60-66,,
9:37.0,,,60-66,,G. Hayward misses 2-pt shot from 16 ft
9:37.0,Defensive rebound by A. Hammons,,60-66,,
9:16.0,W. Matthews misses 2-pt shot from 13 ft,,60-66,,
9:16.0,,,60-66,,Defensive rebound by R. Gobert
9:00.0,,,60-68,2,B. Diaw makes 2-pt shot from 2 ft
8:43.0,,,60-68,,Personal foul by D. Exum (drawn by W. Matthews)
8:43.0,,,60-68,,S. Mack enters the game for D. Exum
8:30.0,H. Barnes makes 2-pt shot from 4 ft,2,62-68,,
8:09.0,,,62-68,,S. Mack misses 3-pt shot from 23 ft
8:09.0,Defensive rebound by D. Finney-Smith,,62-68,,
7:54.0,A. Hammons makes 3-pt shot from 24 ft (assist by D. Williams),3,65-68,,
7:44.0,Personal foul by D. Finney-Smith (drawn by G. Hayward),,65-68,,
7:34.0,Personal foul by A. Hammons (drawn by S. Mack),,65-68,,
7:29.0,,,65-70,2,R. Hood makes 2-pt shot from 2 ft (assist by S. Mack)
7:09.0,H. Barnes misses 2-pt shot from 10 ft,,65-70,,
7:08.0,,,65-70,,Defensive rebound by G. Hayward
7:02.0,Personal foul by A. Hammons (drawn by R. Hood),,65-70,,
7:02.0,,,65-70,,T. Lyles enters the game for B. Diaw
7:02.0,D. Powell enters the game for A. Hammons,,65-70,,
7:02.0,S. Curry enters the game for D. Williams,,65-70,,
6:52.0,,,65-70,,G. Hayward misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by D. Powell,,65-70,,
6:38.0,H. Barnes makes 2-pt shot at rim,2,67-70,,
6:13.0,,,67-70,,R. Hood misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by W. Matthews,,67-70,,
6:04.0,W. Matthews makes 3-pt shot from 25 ft,3,70-70,,
6:04.0,,,70-70,,Utah full timeout
5:41.0,,,70-73,3,R. Hood makes 3-pt shot from 23 ft (assist by T. Lyles)
5:24.0,H. Barnes misses 2-pt shot from 17 ft,,70-73,,
5:24.0,,,70-73,,Defensive rebound by S. Mack
5:14.0,,,70-73,,Turnover by R. Hood (lost ball; steal by W. Matthews)
5:08.0,D. Powell makes 2-pt shot from 3 ft (assist by W. Matthews),2,72-73,,
4:48.0,,,72-75,2,T. Lyles makes 2-pt shot from 5 ft
4:31.0,Turnover by W. Matthews (lost ball; steal by R. Hood),,72-75,,
4:29.0,,,72-75,,J. Ingles enters the game for R. Hood
4:29.0,D. Harris enters the game for H. Barnes,,72-75,,
4:29.0,Dallas full timeout,,72-75,,
4:13.0,,,72-78,3,G. Hayward makes 3-pt shot from 23 ft (assist by T. Lyles)
4:01.0,,,72-78,,Personal foul by J. Ingles (drawn by D. Harris)
3:51.0,S. Curry misses 2-pt shot from 17 ft,,72-78,,
3:50.0,,,72-78,,Defensive rebound by G. Hayward
3:29.0,,,72-78,,Shooting foul by S. Curry (drawn by S. Mack)
3:29.0,,,72-79,1,S. Mack makes free throw 1 of 2
3:29.0,,,72-79,,S. Mack misses free throw 2 of 2
3:27.0,Defensive rebound by D. Finney-Smith,,72-79,,
3:15.0,W. Matthews misses 2-pt shot from 3 ft,,72-79,,
3:15.0,,,72-79,,Defensive rebound by R. Gobert
3:03.0,,,72-79,,R. Gobert misses 2-pt shot from 2 ft
3:02.0,,,72-79,,Offensive rebound by S. Mack
2:54.0,,,72-81,2,R. Gobert makes 2-pt shot from 2 ft (assist by J. Ingles)
2:47.0,Dallas full timeout,,72-81,,
2:47.0,D. Williams enters the game for S. Curry,,72-81,,
2:47.0,J. Anderson enters the game for W. Matthews,,72-81,,
2:47.0,H. Barnes enters the game for D. Finney-Smith,,72-81,,
2:47.0,,,72-81,,J. Johnson enters the game for G. Hayward
2:32.0,H. Barnes misses 2-pt shot from 2 ft (block by T. Lyles),,72-81,,
2:30.0,,,72-81,,Defensive rebound by T. Lyles
2:20.0,,,72-81,,S. Mack misses 2-pt shot from 2 ft
2:20.0,Defensive rebound by H. Barnes,,72-81,,
2:09.0,Shooting foul by R. Gobert (drawn by D. Powell),,72-81,,
2:09.0,D. Powell misses free throw 1 of 2,,72-81,,
2:09.0,Offensive rebound by Team,,72-81,,
2:09.0,D. Powell makes free throw 2 of 2,1,73-81,,
2:09.0,,,72-81,,D. Favors enters the game for R. Gobert
1:56.0,,,73-81,,Shooting foul by H. Barnes (drawn by J. Johnson)
1:56.0,,,73-82,1,J. Johnson makes free throw 1 of 2
1:56.0,,,73-83,1,J. Johnson makes free throw 2 of 2
1:45.0,D. Williams makes 2-pt shot from 4 ft,2,75-83,,
1:22.0,,,75-85,2,S. Mack makes 2-pt shot from 1 ft
1:12.0,Turnover by D. Williams (lost ball; steal by S. Mack),,75-85,,
1:08.0,,,75-87,2,T. Lyles makes 2-pt shot from 2 ft
1:03.0,Dallas full timeout,,75-87,,
0:50.0,Shooting foul by J. Ingles (drawn by D. Harris),,75-87,,
0:50.0,D. Harris makes free throw 1 of 2,1,76-87,,
0:50.0,D. Harris makes free throw 2 of 2,1,77-87,,
0:35.0,,,77-90,3,T. Lyles makes 3-pt shot from 23 ft (assist by J. Johnson)
0:17.0,H. Barnes misses 2-pt shot at rim (block by D. Favors),,77-90,,
0:16.0,Offensive rebound by J. Anderson,,77-90,,
0:01.0,J. Anderson misses 3-pt shot from 25 ft,,77-90,,
0:00.0,,,77-90,,Defensive rebound by J. Ingles
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,77-92,2,J. Johnson makes 2-pt shot from 19 ft
11:22.0,H. Barnes makes 2-pt shot from 3 ft,2,79-92,,
11:03.0,,,79-92,,Turnover by D. Favors (lost ball; steal by D. Harris)
10:46.0,D. Powell makes 2-pt shot from 3 ft (assist by D. Williams),2,81-92,,
10:24.0,,,81-92,,J. Johnson misses 3-pt shot from 26 ft
10:24.0,Defensive rebound by J. Anderson,,81-92,,
10:03.0,D. Powell misses 3-pt shot from 24 ft,,81-92,,
10:03.0,,,81-92,,Defensive rebound by S. Mack
9:56.0,,,81-92,,Turnover by S. Mack (lost ball; steal by D. Harris)
9:37.0,D. Williams makes 2-pt shot from 17 ft,2,83-92,,
9:37.0,,,83-92,,Utah full timeout
9:37.0,S. Mejri enters the game for D. Powell,,83-92,,
9:37.0,,,83-92,,R. Gobert enters the game for D. Favors
9:37.0,,,83-92,,D. Exum enters the game for S. Mack
9:37.0,,,83-92,,G. Hayward enters the game for T. Lyles
9:26.0,,,83-92,,Turnover by J. Ingles (bad pass; steal by H. Barnes)
9:08.0,H. Barnes misses 2-pt shot from 9 ft,,83-92,,
9:08.0,,,83-92,,Defensive rebound by J. Ingles
8:56.0,,,83-92,,Shooting foul by J. Anderson (drawn by R. Gobert)
8:56.0,,,83-93,1,R. Gobert makes free throw 1 of 2
8:56.0,,,83-94,1,R. Gobert makes free throw 2 of 2
8:56.0,S. Curry enters the game for D. Williams,,83-93,,
8:34.0,J. Anderson misses 3-pt shot from 25 ft,,83-94,,
8:32.0,,,83-94,,Defensive rebound by Team
8:20.0,,,83-94,,G. Hayward misses 3-pt shot from 25 ft
8:19.0,Defensive rebound by H. Barnes,,83-94,,
8:00.0,Shooting foul by G. Hayward (drawn by J. Anderson),,83-94,,
8:00.0,J. Anderson makes free throw 1 of 3,1,84-94,,
8:00.0,J. Anderson makes free throw 2 of 3,1,85-94,,
8:00.0,J. Anderson makes free throw 3 of 3,1,86-94,,
8:00.0,W. Matthews enters the game for D. Harris,,85-94,,
8:00.0,,,85-94,,R. Hood enters the game for J. Johnson
7:45.0,,,86-94,,D. Exum misses 3-pt shot from 24 ft
7:45.0,Defensive rebound by S. Mejri,,86-94,,
7:27.0,S. Curry misses 2-pt shot from 6 ft,,86-94,,
7:27.0,,,86-94,,Defensive rebound by D. Exum
7:16.0,,,86-97,3,J. Ingles makes 3-pt shot from 24 ft
7:14.0,Dallas full timeout,,86-97,,
7:14.0,D. Williams enters the game for H. Barnes,,86-97,,
7:01.0,Shooting foul by G. Hayward (drawn by D. Williams),,86-97,,
7:01.0,D. Williams makes free throw 1 of 2,1,87-97,,
7:01.0,D. Williams makes free throw 2 of 2,1,88-97,,
6:43.0,,,88-97,,Turnover by R. Gobert (3 sec)
6:32.0,D. Williams misses 3-pt shot from 25 ft,,88-97,,
6:30.0,Offensive rebound by S. Mejri,,88-97,,
6:18.0,W. Matthews makes 3-pt shot from 24 ft,3,91-97,,
5:56.0,,,91-97,,Turnover by G. Hayward (lost ball; steal by W. Matthews)
5:32.0,S. Curry misses 2-pt shot from 17 ft,,91-97,,
5:31.0,Offensive rebound by J. Anderson,,91-97,,
5:29.0,J. Anderson misses 2-pt shot from 4 ft,,91-97,,
5:29.0,,,91-97,,Defensive rebound by G. Hayward
5:19.0,,,91-97,,J. Ingles misses 3-pt shot from 24 ft
5:18.0,Defensive rebound by S. Curry,,91-97,,
5:04.0,D. Williams misses 2-pt shot from 17 ft,,91-97,,
5:04.0,,,91-97,,Defensive rebound by G. Hayward
4:56.0,,,91-97,,Shooting foul by J. Anderson (drawn by R. Gobert)
4:56.0,,,91-97,,R. Gobert misses free throw 1 of 2
4:56.0,,,91-97,,Offensive rebound by Team
4:56.0,,,91-98,1,R. Gobert makes free throw 2 of 2
4:56.0,,,91-97,,S. Mack enters the game for D. Exum
4:56.0,,,91-97,,J. Johnson enters the game for J. Ingles
4:56.0,H. Barnes enters the game for J. Anderson,,91-97,,
4:34.0,W. Matthews misses 3-pt shot from 23 ft,,91-98,,
4:33.0,,,91-98,,Defensive rebound by G. Hayward
4:23.0,,,91-98,,Shooting foul by W. Matthews (drawn by S. Mack)
4:23.0,,,91-99,1,S. Mack makes free throw 1 of 2
4:23.0,,,91-100,1,S. Mack makes free throw 2 of 2
4:12.0,S. Curry makes 3-pt shot from 23 ft (assist by H. Barnes),3,94-100,,
3:49.0,,,94-100,,J. Johnson misses 3-pt shot from 25 ft
3:48.0,Defensive rebound by S. Curry,,94-100,,
3:29.0,W. Matthews misses 3-pt shot from 25 ft,,94-100,,
3:29.0,,,94-100,,Defensive rebound by G. Hayward
3:20.0,,,94-100,,Offensive charge foul by G. Hayward
3:20.0,,,94-100,,Turnover by G. Hayward (offensive foul)
3:08.0,H. Barnes makes 2-pt shot from 16 ft,2,96-100,,
2:45.0,,,96-100,,R. Gobert misses 2-pt shot from 4 ft
2:44.0,Defensive rebound by S. Curry,,96-100,,
2:30.0,,,96-100,,Personal foul by J. Johnson (drawn by H. Barnes)
2:30.0,Dallas full timeout,,96-100,,
2:18.0,H. Barnes misses 2-pt shot from 4 ft (block by R. Gobert),,96-100,,
2:16.0,,,96-100,,Defensive rebound by J. Johnson
2:09.0,,,96-100,,R. Hood misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by S. Curry,,96-100,,
1:44.0,S. Curry misses 2-pt shot from 3 ft,,96-100,,
1:43.0,,,96-100,,Defensive rebound by R. Gobert
1:43.0,Personal foul by S. Mejri (drawn by R. Gobert),,96-100,,
1:21.0,,,96-100,,Turnover by G. Hayward (lost ball; steal by W. Matthews)
1:06.0,S. Curry makes 2-pt shot from 2 ft,2,98-100,,
1:06.0,,,98-100,,Utah full timeout
1:06.0,,,98-100,,J. Ingles enters the game for S. Mack
1:02.0,,,98-100,,G. Hayward misses 2-pt shot from 16 ft
1:02.0,Defensive rebound by W. Matthews,,98-100,,
0:45.0,H. Barnes makes 2-pt shot from 15 ft,2,100-100,,
0:45.0,,,100-100,,Utah full timeout
0:45.0,,,100-100,,S. Mack enters the game for J. Ingles
0:24.0,,,100-100,,G. Hayward misses 2-pt shot from 3 ft
0:24.0,Defensive rebound by S. Curry,,100-100,,
0:08.0,D. Williams misses 3-pt shot from 24 ft,,100-100,,
