time,LA Lakers,pts.away,score,pts.home,Portland
6:31.0,N. Young misses 3-pt shot from 24 ft,,11-14,,
6:31.0,,,11-14,,Defensive rebound by M. Harkless
6:25.0,,,11-14,,Turnover by M. Harkless (traveling)
6:17.0,N. Young misses 2-pt shot from 2 ft,,11-14,,
6:16.0,,,11-14,,Defensive rebound by C. McCollum
6:11.0,,,11-16,2,M. Plumlee makes 2-pt shot at rim (assist by C. McCollum)
6:11.0,LA Lakers full timeout,,11-16,,
6:11.0,L. Williams enters the game for B. Ingram,,11-16,,
5:56.0,T. Mozgov makes 2-pt shot at rim (assist by L. Williams),2,13-16,,
5:37.0,,,13-16,,C. McCollum misses 3-pt shot from 24 ft
5:37.0,Defensive rebound by T. Mozgov,,13-16,,
5:25.0,N. Young misses 2-pt shot from 23 ft,,13-16,,
5:25.0,,,13-16,,Defensive rebound by M. Plumlee
5:16.0,,,13-18,2,A. Aminu makes 2-pt shot from 22 ft (assist by M. Plumlee)
4:59.0,T. Mozgov makes 2-pt shot from 2 ft,2,15-18,,
4:59.0,Shooting foul by M. Plumlee (drawn by T. Mozgov),,15-18,,
4:59.0,T. Mozgov makes free throw 1 of 1,1,16-18,,
4:59.0,,,15-18,,E. Turner enters the game for C. McCollum
4:59.0,,,15-18,,A. Crabbe enters the game for M. Harkless
4:46.0,,,16-21,3,D. Lillard makes 3-pt shot from 25 ft (assist by E. Turner)
4:24.0,Offensive foul by D. Russell,,16-21,,
4:24.0,Turnover by D. Russell (offensive foul),,16-21,,
4:24.0,T. Black enters the game for T. Mozgov,,16-21,,
4:24.0,,,16-21,,E. Davis enters the game for M. Plumlee
4:12.0,,,16-21,,A. Crabbe misses 2-pt shot from 12 ft
4:11.0,,,16-21,,Offensive rebound by A. Crabbe
4:03.0,,,16-21,,A. Aminu misses 2-pt shot from 4 ft
4:03.0,,,16-21,,Offensive rebound by Team
4:03.0,J. Clarkson enters the game for N. Young,,16-21,,
3:54.0,,,16-21,,A. Crabbe misses 2-pt shot from 16 ft
3:52.0,Defensive rebound by D. Russell,,16-21,,
3:42.0,J. Randle misses 2-pt shot from 5 ft,,16-21,,
3:40.0,,,16-21,,Defensive rebound by D. Lillard
3:34.0,,,16-24,3,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Lillard)
3:27.0,Shooting foul by D. Lillard (drawn by D. Russell),,16-24,,
3:27.0,D. Russell makes free throw 1 of 3,1,17-24,,
3:27.0,D. Russell makes free throw 2 of 3,1,18-24,,
3:27.0,D. Russell makes free throw 3 of 3,1,19-24,,
3:27.0,,,18-24,,C. McCollum enters the game for D. Lillard
3:17.0,,,19-24,,Turnover by E. Turner (bad pass; steal by J. Clarkson)
3:12.0,J. Clarkson misses 2-pt shot from 1 ft,,19-24,,
3:12.0,,,19-24,,Defensive rebound by E. Davis
3:01.0,,,19-24,,E. Turner misses 2-pt shot from 16 ft
3:00.0,Defensive rebound by T. Black,,19-24,,
2:49.0,J. Randle misses 2-pt shot from 4 ft,,19-24,,
2:46.0,Offensive rebound by J. Randle,,19-24,,
2:46.0,,,19-24,,Personal foul by E. Turner (drawn by J. Randle)
2:46.0,,,19-24,,Portland full timeout
2:46.0,J. Randle makes free throw 1 of 2,1,20-24,,
2:46.0,J. Randle makes free throw 2 of 2,1,21-24,,
2:38.0,Personal foul by T. Black (drawn by E. Davis),,21-24,,
2:29.0,,,21-24,,A. Aminu misses 2-pt shot from 12 ft
2:28.0,Defensive rebound by D. Russell,,21-24,,
2:18.0,D. Russell misses 3-pt shot from 23 ft,,21-24,,
2:16.0,,,21-24,,Defensive rebound by A. Crabbe
2:08.0,,,21-24,,E. Turner misses 2-pt shot from 10 ft
2:07.0,Defensive rebound by L. Williams,,21-24,,
1:45.0,J. Randle misses 2-pt shot from 2 ft,,21-24,,
1:45.0,,,21-24,,Defensive rebound by E. Davis
1:33.0,,,21-27,3,A. Aminu makes 3-pt shot from 25 ft (assist by C. McCollum)
1:18.0,J. Clarkson misses 2-pt shot from 21 ft,,21-27,,
1:17.0,,,21-27,,Defensive rebound by A. Aminu
1:09.0,,,21-27,,A. Crabbe misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by J. Randle,,21-27,,
0:58.0,Shooting foul by A. Aminu (drawn by D. Russell),,21-27,,
0:58.0,D. Russell makes free throw 1 of 2,1,22-27,,
0:58.0,D. Russell misses free throw 2 of 2,,22-27,,
0:58.0,,,22-27,,Defensive rebound by N. Vonleh
0:58.0,,,22-27,,N. Vonleh enters the game for A. Aminu
0:58.0,T. Robinson enters the game for J. Randle,,22-27,,
0:42.0,,,22-29,2,C. McCollum makes 2-pt shot from 19 ft
0:33.0,Shooting foul by E. Davis,,22-29,,
0:33.0,L. Williams misses free throw 1 of 3,,22-29,,
0:33.0,Offensive rebound by Team,,22-29,,
0:33.0,L. Williams makes free throw 2 of 3,1,23-29,,
0:33.0,L. Williams makes free throw 3 of 3,1,24-29,,
0:33.0,B. Ingram enters the game for D. Russell,,23-29,,
0:13.0,,,24-29,,N. Vonleh misses 2-pt shot from 9 ft
0:12.0,,,24-29,,Offensive rebound by E. Davis
0:00.0,,,24-29,,C. McCollum misses 2-pt shot from 21 ft
0:00.0,,,24-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,J. Clarkson makes 2-pt shot from 6 ft (assist by T. Robinson),2,26-29,,
11:36.0,,,26-29,,Turnover by E. Turner (bad pass; steal by T. Robinson)
11:32.0,T. Robinson makes 2-pt shot at rim,2,28-29,,
11:12.0,,,28-29,,E. Davis misses 2-pt shot at rim (block by B. Ingram)
11:10.0,,,28-29,,Offensive rebound by E. Davis
11:10.0,,,28-29,,E. Davis misses 2-pt shot at rim (block by T. Black)
11:08.0,Defensive rebound by L. Williams,,28-29,,
11:02.0,J. Clarkson makes 3-pt shot from 26 ft,3,31-29,,
10:49.0,,,31-29,,C. McCollum misses 3-pt shot from 24 ft
10:48.0,Defensive rebound by J. Clarkson,,31-29,,
10:33.0,Turnover by L. Williams (lost ball; steal by C. McCollum),,31-29,,
10:30.0,,,31-29,,Shooting foul by T. Robinson (drawn by N. Vonleh)
10:30.0,,,31-29,,N. Vonleh misses free throw 1 of 2
10:30.0,,,31-29,,Offensive rebound by Team
10:30.0,,,31-29,,N. Vonleh misses free throw 2 of 2
10:29.0,Defensive rebound by T. Robinson,,31-29,,
10:18.0,L. Williams makes 3-pt shot from 25 ft,3,34-29,,
10:04.0,,,34-29,,A. Crabbe misses 2-pt shot from 20 ft
10:02.0,Defensive rebound by T. Black,,34-29,,
9:50.0,Offensive foul by T. Black,,34-29,,
9:50.0,Turnover by T. Black (offensive foul),,34-29,,
9:39.0,,,34-29,,Offensive charge foul by N. Vonleh
9:39.0,,,34-29,,Turnover by N. Vonleh (offensive foul)
9:27.0,B. Ingram makes 3-pt shot from 25 ft (assist by L. Williams),3,37-29,,
9:27.0,,,37-29,,Portland full timeout
9:27.0,,,37-29,,M. Harkless enters the game for N. Vonleh
9:27.0,,,37-29,,M. Plumlee enters the game for E. Davis
9:11.0,,,37-31,2,C. McCollum makes 2-pt shot from 20 ft
8:58.0,T. Robinson makes 2-pt shot from 6 ft,2,39-31,,
8:45.0,,,39-31,,E. Turner misses 2-pt shot from 9 ft
8:45.0,Defensive rebound by B. Ingram,,39-31,,
8:39.0,T. Black makes 2-pt shot from 1 ft (assist by B. Ingram),2,41-31,,
8:23.0,,,41-31,,D. Lillard enters the game for C. McCollum
8:13.0,,,41-33,2,M. Plumlee makes 2-pt shot from 6 ft
7:57.0,B. Ingram misses 3-pt shot from 24 ft,,41-33,,
7:56.0,Offensive rebound by T. Robinson,,41-33,,
7:48.0,L. Williams misses 2-pt shot from 8 ft,,41-33,,
7:47.0,,,41-33,,Defensive rebound by M. Plumlee
7:40.0,,,41-33,,Shooting foul by T. Black (drawn by A. Crabbe)
7:40.0,,,41-34,1,A. Crabbe makes free throw 1 of 2
7:40.0,,,41-35,1,A. Crabbe makes free throw 2 of 2
7:40.0,J. Randle enters the game for T. Black,,41-34,,
7:19.0,J. Clarkson makes 2-pt shot from 1 ft,2,43-35,,
7:05.0,,,43-37,2,A. Crabbe makes 2-pt shot from 2 ft (assist by M. Plumlee)
6:58.0,LA Lakers full timeout,,43-37,,
6:58.0,N. Young enters the game for T. Robinson,,43-37,,
6:58.0,D. Russell enters the game for L. Williams,,43-37,,
6:46.0,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Randle),3,46-37,,
6:30.0,,,46-37,,D. Lillard misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by D. Russell,,46-37,,
6:19.0,J. Clarkson misses 3-pt shot from 23 ft,,46-37,,
6:19.0,,,46-37,,Defensive rebound by M. Plumlee
6:02.0,,,46-39,2,D. Lillard makes 2-pt shot at rim
5:42.0,B. Ingram makes 2-pt shot from 2 ft,2,48-39,,
5:20.0,,,48-41,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
5:02.0,,,48-41,,A. Aminu enters the game for E. Turner
4:55.0,J. Randle makes 2-pt shot at rim (assist by D. Russell),2,50-41,,
4:36.0,,,50-43,2,M. Harkless makes 2-pt shot at rim (assist by D. Lillard)
4:14.0,D. Russell makes 2-pt shot from 16 ft,2,52-43,,
4:02.0,,,52-43,,Shooting foul by B. Ingram (drawn by M. Plumlee)
4:02.0,,,52-43,,M. Plumlee misses free throw 1 of 2
4:02.0,,,52-43,,Offensive rebound by Team
4:02.0,,,52-43,,M. Plumlee misses free throw 2 of 2
4:00.0,Defensive rebound by J. Randle,,52-43,,
3:45.0,D. Russell misses 3-pt shot from 23 ft,,52-43,,
3:44.0,,,52-43,,Defensive rebound by A. Aminu
3:41.0,,,52-43,,Turnover by D. Lillard (bad pass)
3:30.0,D. Russell misses 3-pt shot from 24 ft,,52-43,,
3:29.0,,,52-43,,Defensive rebound by M. Harkless
3:24.0,,,52-43,,Turnover by D. Lillard (bad pass; steal by D. Russell)
3:17.0,D. Russell misses 2-pt shot from 3 ft,,52-43,,
3:16.0,,,52-43,,Defensive rebound by A. Crabbe
3:11.0,,,52-43,,Turnover by M. Plumlee (lost ball; steal by J. Clarkson)
3:06.0,J. Randle misses 2-pt shot from 1 ft (block by M. Plumlee),,52-43,,
3:05.0,Offensive rebound by D. Russell,,52-43,,
3:04.0,D. Russell makes 2-pt shot from 4 ft,2,54-43,,
2:56.0,,,54-43,,Portland full timeout
2:56.0,Official timeout,,54-43,,
2:56.0,,,54-43,,C. McCollum enters the game for A. Crabbe
2:39.0,,,54-43,,M. Harkless misses 3-pt shot from 23 ft
2:39.0,Defensive rebound by J. Clarkson,,54-43,,
2:26.0,N. Young makes 3-pt shot from 25 ft (assist by J. Randle),3,57-43,,
2:10.0,,,57-43,,M. Harkless misses 2-pt shot from 2 ft
2:09.0,Defensive rebound by J. Randle,,57-43,,
2:00.0,D. Russell misses 2-pt shot from 2 ft (block by M. Harkless),,57-43,,
1:58.0,,,57-43,,Defensive rebound by D. Lillard
1:53.0,,,57-46,3,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard)
1:34.0,N. Young makes 2-pt shot from 17 ft,2,59-46,,
1:22.0,,,59-48,2,C. McCollum makes 2-pt shot at rim (assist by M. Plumlee)
1:00.0,J. Clarkson makes 3-pt shot from 27 ft (assist by N. Young),3,62-48,,
0:48.0,,,62-51,3,D. Lillard makes 3-pt shot from 25 ft (assist by M. Harkless)
0:33.0,B. Ingram misses 2-pt shot from 19 ft,,62-51,,
0:31.0,Offensive rebound by B. Ingram,,62-51,,
0:09.0,N. Young misses 3-pt shot from 27 ft,,62-51,,
0:08.0,,,62-51,,Defensive rebound by M. Harkless
0:02.0,,,62-53,2,A. Aminu makes 2-pt shot at rim (assist by C. McCollum)
0:00.0,J. Randle misses 3-pt shot from 40 ft,,62-53,,
0:00.0,Offensive rebound by Team,,62-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,T. Mozgov misses 2-pt shot from 20 ft,,62-53,,
11:45.0,,,62-53,,Defensive rebound by A. Aminu
11:35.0,,,62-53,,Turnover by M. Harkless (lost ball)
11:13.0,N. Young misses 3-pt shot from 23 ft,,62-53,,
11:12.0,,,62-53,,Defensive rebound by C. McCollum
11:06.0,,,62-56,3,C. McCollum makes 3-pt shot from 26 ft
11:05.0,LA Lakers full timeout,,62-56,,
10:50.0,N. Young makes 2-pt shot from 14 ft (assist by J. Randle),2,64-56,,
10:21.0,,,64-58,2,M. Plumlee makes 2-pt shot from 12 ft (assist by M. Harkless)
9:56.0,D. Russell makes 2-pt shot from 4 ft,2,66-58,,
9:45.0,,,66-58,,Shooting foul by T. Mozgov (drawn by M. Plumlee)
9:45.0,,,66-58,,M. Plumlee misses free throw 1 of 2
9:45.0,,,66-58,,Offensive rebound by Team
9:45.0,,,66-59,1,M. Plumlee makes free throw 2 of 2
9:25.0,D. Russell misses 3-pt shot from 25 ft,,66-59,,
9:23.0,,,66-59,,Defensive rebound by A. Aminu
9:17.0,,,66-61,2,M. Harkless makes 2-pt shot at rim (assist by A. Aminu)
8:55.0,Turnover by D. Russell (bad pass; steal by M. Harkless),,66-61,,
8:49.0,,,66-61,,A. Aminu misses 3-pt shot from 25 ft
8:48.0,Defensive rebound by B. Ingram,,66-61,,
8:43.0,Offensive foul by B. Ingram,,66-61,,
8:43.0,Turnover by B. Ingram (offensive foul),,66-61,,
8:43.0,T. Black enters the game for J. Randle,,66-61,,
8:43.0,L. Williams enters the game for T. Mozgov,,66-61,,
8:43.0,J. Clarkson enters the game for N. Young,,66-61,,
8:43.0,T. Robinson enters the game for D. Russell,,66-61,,
8:31.0,,,66-63,2,M. Harkless makes 2-pt shot from 1 ft (assist by A. Aminu)
8:11.0,Turnover by T. Black (bad pass; steal by A. Aminu),,66-63,,
8:00.0,,,66-63,,A. Aminu misses 3-pt shot from 23 ft
8:00.0,Defensive rebound by Team,,66-63,,
8:00.0,,,66-63,,Loose ball foul by M. Plumlee (drawn by T. Black)
7:45.0,L. Williams misses 2-pt shot from 16 ft,,66-63,,
7:43.0,,,66-63,,Defensive rebound by M. Harkless
7:26.0,,,66-66,3,M. Harkless makes 3-pt shot from 25 ft (assist by D. Lillard)
7:05.0,Shooting foul by C. McCollum (drawn by J. Clarkson),,66-66,,
7:05.0,J. Clarkson makes free throw 1 of 2,1,67-66,,
7:05.0,J. Clarkson misses free throw 2 of 2,,67-66,,
7:04.0,,,67-66,,Defensive rebound by M. Harkless
6:50.0,,,67-66,,D. Lillard misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by T. Robinson,,67-66,,
6:38.0,L. Williams makes 2-pt shot from 18 ft,2,69-66,,
6:29.0,,,69-68,2,C. McCollum makes 2-pt shot from 19 ft
6:12.0,J. Clarkson makes 2-pt shot from 11 ft,2,71-68,,
5:55.0,,,71-68,,D. Lillard misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by T. Black,,71-68,,
5:46.0,L. Williams makes 2-pt shot from 2 ft,2,73-68,,
5:29.0,,,73-68,,C. McCollum misses 3-pt shot from 25 ft
5:27.0,,,73-68,,Offensive rebound by C. McCollum
5:24.0,,,73-70,2,C. McCollum makes 2-pt shot from 13 ft
5:10.0,L. Williams misses 2-pt shot from 11 ft,,73-70,,
5:09.0,Offensive rebound by T. Black,,73-70,,
5:07.0,T. Black misses 2-pt shot from 3 ft,,73-70,,
5:06.0,,,73-70,,Defensive rebound by A. Aminu
5:02.0,Personal foul by J. Clarkson (drawn by M. Plumlee),,73-70,,
5:02.0,,,73-70,,A. Crabbe enters the game for M. Harkless
4:56.0,,,73-70,,Turnover by M. Plumlee (offensive foul)
4:56.0,,,73-70,,Offensive foul by M. Plumlee
4:56.0,N. Young enters the game for B. Ingram,,73-70,,
4:56.0,,,73-70,,E. Davis enters the game for M. Plumlee
4:36.0,N. Young misses 2-pt shot from 13 ft,,73-70,,
4:35.0,Offensive rebound by T. Robinson,,73-70,,
4:35.0,T. Robinson misses 2-pt shot at rim,,73-70,,
4:34.0,,,73-70,,Defensive rebound by E. Davis
4:16.0,,,73-70,,C. McCollum misses 3-pt shot from 23 ft
4:16.0,,,73-70,,Offensive rebound by E. Davis
4:13.0,,,73-70,,Shooting foul by T. Robinson (drawn by A. Crabbe)
4:13.0,,,73-71,1,A. Crabbe makes free throw 1 of 2
4:13.0,,,73-72,1,A. Crabbe makes free throw 2 of 2
4:13.0,,,73-71,,E. Turner enters the game for C. McCollum
3:58.0,J. Clarkson misses 2-pt shot from 4 ft,,73-72,,
3:56.0,Offensive rebound by T. Robinson,,73-72,,
3:56.0,T. Robinson misses 2-pt shot from 1 ft,,73-72,,
3:54.0,,,73-72,,Defensive rebound by E. Davis
3:54.0,,,73-72,,Turnover by E. Davis (bad pass; steal by T. Robinson)
3:50.0,T. Robinson makes 2-pt shot at rim,2,75-72,,
3:32.0,,,75-75,3,A. Crabbe makes 3-pt shot from 23 ft (assist by D. Lillard)
3:12.0,J. Clarkson makes 3-pt shot from 24 ft,3,78-75,,
2:49.0,,,78-75,,A. Aminu misses 2-pt shot from 2 ft (block by T. Black)
2:47.0,Defensive rebound by T. Black,,78-75,,
2:43.0,Turnover by L. Williams (bad pass; steal by E. Turner),,78-75,,
2:38.0,,,78-75,,A. Crabbe misses 3-pt shot from 25 ft
2:38.0,,,78-75,,Offensive rebound by Team
2:38.0,Loose ball foul by T. Black (drawn by E. Turner),,78-75,,
2:38.0,,,78-75,,Portland full timeout
2:38.0,,,78-75,,M. Harkless enters the game for A. Aminu
2:38.0,J. Randle enters the game for T. Black,,78-75,,
2:33.0,,,78-77,2,E. Davis makes 2-pt shot from 1 ft (assist by D. Lillard)
2:14.0,J. Clarkson misses 3-pt shot from 24 ft,,78-77,,
2:14.0,,,78-77,,Defensive rebound by D. Lillard
2:11.0,,,78-77,,Shooting foul by N. Young (drawn by D. Lillard)
2:11.0,,,78-78,1,D. Lillard makes free throw 1 of 2
2:11.0,,,78-79,1,D. Lillard makes free throw 2 of 2
1:52.0,N. Young makes 3-pt shot from 25 ft (assist by T. Robinson),3,81-79,,
1:40.0,,,81-79,,D. Lillard misses 2-pt shot from 18 ft
1:39.0,Defensive rebound by J. Randle,,81-79,,
1:32.0,L. Williams misses 3-pt shot from 27 ft,,81-79,,
1:31.0,,,81-79,,Defensive rebound by D. Lillard
1:21.0,,,81-82,3,E. Turner makes 3-pt shot from 26 ft (assist by D. Lillard)
1:05.0,J. Randle misses 2-pt shot from 4 ft (block by M. Harkless),,81-82,,
1:04.0,,,81-82,,Defensive rebound by D. Lillard
1:01.0,,,81-84,2,E. Turner makes 2-pt shot from 2 ft (assist by D. Lillard)
1:01.0,LA Lakers full timeout,,81-84,,
1:01.0,D. Russell enters the game for L. Williams,,81-84,,
1:01.0,,,81-84,,C. McCollum enters the game for D. Lillard
0:47.0,Shooting foul by M. Harkless (drawn by J. Randle),,81-84,,
0:47.0,J. Randle misses free throw 1 of 2,,81-84,,
0:47.0,Offensive rebound by Team,,81-84,,
0:47.0,J. Randle makes free throw 2 of 2,1,82-84,,
0:32.0,,,82-84,,Turnover by C. McCollum (bad pass; steal by J. Randle)
0:28.0,Shooting foul by C. McCollum (drawn by J. Randle),,82-84,,
0:28.0,J. Randle makes free throw 1 of 2,1,83-84,,
0:28.0,J. Randle makes free throw 2 of 2,1,84-84,,
0:07.0,,,84-84,,A. Crabbe misses 3-pt shot from 25 ft
0:04.0,,,84-84,,Offensive rebound by A. Crabbe
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Shooting block foul by D. Russell (drawn by E. Davis),,84-84,,
11:47.0,,,84-85,1,E. Davis makes free throw 1 of 2
11:47.0,,,84-86,1,E. Davis makes free throw 2 of 2
11:33.0,N. Young makes 3-pt shot from 25 ft (assist by D. Russell),3,87-86,,
11:17.0,,,87-86,,Turnover by M. Harkless (lost ball; steal by D. Russell)
11:11.0,,,87-86,,Personal foul by E. Davis (drawn by J. Randle)
10:59.0,Offensive foul by B. Ingram,,87-86,,
10:59.0,Turnover by B. Ingram (offensive foul),,87-86,,
10:42.0,,,87-86,,C. McCollum misses 3-pt shot from 23 ft
10:42.0,Defensive rebound by N. Young,,87-86,,
10:32.0,J. Randle makes 2-pt shot from 2 ft,2,89-86,,
10:32.0,Shooting foul by E. Davis (drawn by J. Randle),,89-86,,
10:32.0,J. Randle makes free throw 1 of 1,1,90-86,,
10:18.0,,,90-86,,Shooting foul by J. Randle (drawn by E. Davis)
10:18.0,,,90-86,,E. Davis misses free throw 1 of 2
10:18.0,,,90-86,,Offensive rebound by Team
10:18.0,,,90-87,1,E. Davis makes free throw 2 of 2
10:05.0,D. Russell misses 2-pt shot from 8 ft,,90-87,,
10:04.0,,,90-87,,Defensive rebound by C. McCollum
9:56.0,,,90-89,2,A. Crabbe makes 2-pt shot from 7 ft (assist by C. McCollum)
9:41.0,Shooting foul by C. McCollum (drawn by D. Russell),,90-89,,
9:41.0,D. Russell makes free throw 1 of 2,1,91-89,,
9:41.0,D. Russell makes free throw 2 of 2,1,92-89,,
9:19.0,Shooting block foul by J. Randle (drawn by E. Turner),,92-89,,
9:19.0,,,92-90,1,E. Turner makes free throw 1 of 2
9:19.0,,,92-91,1,E. Turner makes free throw 2 of 2
9:19.0,,,92-90,,A. Aminu enters the game for M. Harkless
9:06.0,N. Young misses 3-pt shot from 25 ft,,92-91,,
9:05.0,Offensive rebound by Team,,92-91,,
9:05.0,L. Williams enters the game for J. Clarkson,,92-91,,
8:50.0,J. Randle misses 2-pt shot from 1 ft,,92-91,,
8:49.0,,,92-91,,Defensive rebound by E. Davis
8:43.0,,,92-93,2,E. Turner makes 2-pt shot from 7 ft
8:22.0,D. Russell misses 3-pt shot from 24 ft,,92-93,,
8:20.0,Offensive rebound by N. Young,,92-93,,
8:01.0,D. Russell makes 2-pt shot from 20 ft (assist by L. Williams),2,94-93,,
8:01.0,,,94-93,,Portland full timeout
8:01.0,,,94-93,,M. Plumlee enters the game for E. Davis
8:01.0,,,94-93,,D. Lillard enters the game for C. McCollum
7:42.0,,,94-95,2,E. Turner makes 2-pt shot from 18 ft
7:23.0,Shooting foul by M. Plumlee (drawn by J. Randle),,94-95,,
7:23.0,J. Randle makes free throw 1 of 2,1,95-95,,
7:23.0,J. Randle makes free throw 2 of 2,1,96-95,,
7:01.0,,,96-97,2,E. Turner makes 2-pt shot from 13 ft
6:39.0,D. Russell makes 2-pt shot from 9 ft,2,98-97,,
6:27.0,,,98-99,2,E. Turner makes 2-pt shot from 1 ft (assist by D. Lillard)
6:27.0,LA Lakers full timeout,,98-99,,
6:14.0,,,98-99,,Def 3 sec tech foul by M. Plumlee
6:14.0,L. Williams makes technical free throw,1,99-99,,
6:06.0,D. Russell makes 2-pt shot from 8 ft,2,101-99,,
5:53.0,,,101-99,,D. Lillard misses 3-pt shot from 27 ft
5:52.0,Defensive rebound by L. Williams,,101-99,,
5:39.0,Shooting foul by D. Lillard (drawn by D. Russell),,101-99,,
5:39.0,D. Russell makes free throw 1 of 2,1,102-99,,
5:39.0,D. Russell makes free throw 2 of 2,1,103-99,,
5:39.0,,,102-99,,C. McCollum enters the game for A. Crabbe
5:20.0,,,103-99,,E. Turner misses 3-pt shot from 25 ft
5:20.0,,,103-99,,Offensive rebound by M. Plumlee
5:17.0,,,103-102,3,D. Lillard makes 3-pt shot from 26 ft (assist by M. Plumlee)
4:54.0,B. Ingram misses 3-pt shot from 24 ft,,103-102,,
4:53.0,,,103-102,,Defensive rebound by M. Plumlee
4:39.0,,,103-104,2,C. McCollum makes 2-pt shot from 6 ft
4:21.0,L. Williams misses 2-pt shot from 18 ft,,103-104,,
4:20.0,,,103-104,,Defensive rebound by A. Aminu
4:11.0,,,103-104,,D. Lillard misses 3-pt shot from 25 ft
4:09.0,,,103-104,,Offensive rebound by A. Aminu
4:06.0,,,103-107,3,C. McCollum makes 3-pt shot from 24 ft (assist by A. Aminu)
4:06.0,LA Lakers full timeout,,103-107,,
4:06.0,J. Clarkson enters the game for L. Williams,,103-107,,
3:52.0,N. Young misses 3-pt shot from 26 ft,,103-107,,
3:51.0,,,103-107,,Defensive rebound by A. Aminu
3:34.0,,,103-109,2,C. McCollum makes 2-pt shot from 21 ft
3:18.0,,,103-109,,Personal foul by M. Plumlee (drawn by J. Randle)
3:18.0,J. Randle makes free throw 1 of 2,1,104-109,,
3:18.0,J. Randle misses free throw 2 of 2,,104-109,,
3:16.0,,,104-109,,Defensive rebound by A. Aminu
2:55.0,,,104-109,,C. McCollum misses 3-pt shot from 23 ft
