time,Memphis,pts.away,score,pts.home,Minnesota
4:42.0,,,14-19,2,G. Dieng makes 2-pt shot from 19 ft (assist by Z. LaVine)
4:20.0,J. Green misses 2-pt shot from 1 ft,,14-19,,
4:19.0,,,14-19,,Defensive rebound by G. Dieng
4:13.0,,,14-19,,Z. LaVine misses 3-pt shot from 24 ft
4:12.0,Defensive rebound by W. Baldwin,,14-19,,
4:08.0,Turnover by W. Baldwin (lost ball; steal by K. Dunn),,14-19,,
4:04.0,,,14-21,2,Z. LaVine makes 2-pt shot at rim (assist by K. Towns)
3:54.0,,,14-21,,Personal take foul by K. Towns (drawn by A. Harrison)
3:54.0,,,14-21,,B. Rush enters the game for Z. LaVine
3:54.0,,,14-21,,T. Jones enters the game for K. Dunn
3:54.0,V. Carter enters the game for T. Williams,,14-21,,
3:50.0,T. Allen enters the game for W. Baldwin,,14-21,,
3:41.0,V. Carter misses 3-pt shot from 24 ft,,14-21,,
3:39.0,Offensive rebound by A. Harrison,,14-21,,
3:30.0,Z. Randolph misses 2-pt shot from 21 ft,,14-21,,
3:29.0,,,14-21,,Defensive rebound by K. Towns
3:21.0,,,14-21,,Turnover by G. Dieng (bad pass; steal by A. Harrison)
3:17.0,Offensive foul by Z. Randolph,,14-21,,
3:17.0,Turnover by Z. Randolph (offensive foul),,14-21,,
3:04.0,,,14-21,,K. Towns misses 2-pt shot from 9 ft
3:03.0,Defensive rebound by V. Carter,,14-21,,
2:55.0,A. Harrison misses 2-pt shot from 1 ft,,14-21,,
2:54.0,,,14-21,,Defensive rebound by K. Towns
2:48.0,,,14-23,2,G. Dieng makes 2-pt shot from 1 ft (assist by B. Rush)
2:40.0,Memphis full timeout,,14-23,,
2:40.0,,,14-23,,Minnesota full timeout
2:40.0,J. Ennis enters the game for J. Green,,14-23,,
2:28.0,Turnover by A. Harrison (traveling),,14-23,,
2:05.0,,,14-25,2,K. Towns makes 2-pt shot from 18 ft
1:55.0,A. Harrison misses 2-pt shot from 3 ft,,14-25,,
1:54.0,,,14-25,,Defensive rebound by K. Towns
1:48.0,,,14-25,,Shooting foul by Z. Randolph (drawn by K. Towns)
1:48.0,,,14-26,1,K. Towns makes free throw 1 of 2
1:48.0,,,14-26,,K. Towns misses free throw 2 of 2
1:48.0,Defensive rebound by J. Ennis,,14-26,,
1:29.0,T. Allen misses 2-pt shot from 7 ft (block by B. Rush),,14-26,,
1:28.0,Offensive rebound by T. Allen,,14-26,,
1:25.0,T. Allen misses 2-pt shot from 5 ft,,14-26,,
1:23.0,Offensive rebound by T. Allen,,14-26,,
1:15.0,Z. Randolph makes 2-pt shot from 2 ft,2,16-26,,
1:09.0,,,16-28,2,A. Wiggins makes 2-pt shot from 2 ft (assist by T. Jones)
1:00.0,,,16-28,,N. Bjelica enters the game for K. Towns
0:51.0,A. Harrison misses 2-pt shot from 1 ft,,16-28,,
0:50.0,,,16-28,,Defensive rebound by N. Bjelica
0:44.0,,,16-28,,B. Rush misses 3-pt shot from 24 ft
0:42.0,Defensive rebound by Z. Randolph,,16-28,,
0:36.0,,,16-28,,Personal foul by T. Jones (drawn by A. Harrison)
0:27.0,Turnover by A. Harrison (bad pass; steal by G. Dieng),,16-28,,
0:20.0,,,16-28,,Turnover by A. Wiggins (lost ball; steal by V. Carter)
0:04.0,V. Carter misses 3-pt shot from 25 ft,,16-28,,
0:02.0,,,16-28,,Defensive rebound by G. Dieng
0:02.0,Personal foul by J. Ennis (drawn by G. Dieng),,16-28,,
0:02.0,,,16-29,1,G. Dieng makes free throw 1 of 2
0:02.0,,,16-29,,G. Dieng misses free throw 2 of 2
0:02.0,Defensive rebound by Z. Randolph,,16-29,,
0:00.0,Z. Randolph misses 3-pt shot from 52 ft,,16-29,,
0:00.0,Offensive rebound by Team,,16-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,16-29,,B. Rush misses 2-pt shot from 17 ft
11:41.0,Defensive rebound by J. Ennis,,16-29,,
11:25.0,V. Carter misses 3-pt shot from 25 ft,,16-29,,
11:23.0,Offensive rebound by T. Allen,,16-29,,
11:20.0,T. Allen misses 2-pt shot from 5 ft,,16-29,,
11:19.0,Offensive rebound by D. Davis,,16-29,,
11:19.0,D. Davis makes 2-pt shot from 1 ft,2,18-29,,
11:05.0,,,18-29,,Shooting foul by V. Carter (drawn by B. Rush)
11:05.0,,,18-30,1,B. Rush makes free throw 1 of 2
11:05.0,,,18-30,,B. Rush misses free throw 2 of 2
11:05.0,Defensive rebound by D. Davis,,18-30,,
10:51.0,Offensive charge foul by J. Ennis,,18-30,,
10:51.0,Turnover by J. Ennis (offensive foul),,18-30,,
10:51.0,,,18-30,,Z. LaVine enters the game for B. Rush
10:35.0,,,18-30,,S. Muhammad misses 2-pt shot from 7 ft
10:34.0,Defensive rebound by V. Carter,,18-30,,
10:20.0,Shooting foul by N. Bjelica (drawn by D. Davis),,18-30,,
10:20.0,D. Davis makes free throw 1 of 2,1,19-30,,
10:20.0,D. Davis makes free throw 2 of 2,1,20-30,,
10:20.0,,,19-30,,C. Aldrich enters the game for G. Dieng
10:03.0,,,20-33,3,N. Bjelica makes 3-pt shot from 22 ft (assist by C. Aldrich)
9:56.0,Turnover by J. Ennis (back court),,20-33,,
9:38.0,,,20-33,,Z. LaVine misses 3-pt shot from 24 ft
9:37.0,Defensive rebound by V. Carter,,20-33,,
9:29.0,J. Ennis misses 3-pt shot from 25 ft,,20-33,,
9:28.0,,,20-33,,Defensive rebound by T. Jones
9:19.0,,,20-35,2,T. Jones makes 2-pt shot from 10 ft (assist by Z. LaVine)
9:04.0,A. Harrison misses 2-pt shot from 4 ft,,20-35,,
9:03.0,,,20-35,,Defensive rebound by N. Bjelica
8:58.0,,,20-35,,Turnover by Z. LaVine (lost ball; steal by J. Ennis)
8:52.0,A. Harrison makes 3-pt shot from 24 ft,3,23-35,,
8:34.0,,,23-35,,S. Muhammad misses 2-pt shot from 5 ft
8:33.0,Defensive rebound by V. Carter,,23-35,,
8:25.0,V. Carter makes 3-pt shot from 25 ft,3,26-35,,
8:24.0,,,26-35,,Minnesota full timeout
8:24.0,J. Martin enters the game for J. Ennis,,26-35,,
8:24.0,W. Baldwin enters the game for V. Carter,,26-35,,
8:07.0,,,26-37,2,C. Aldrich makes 2-pt shot from 6 ft (assist by N. Bjelica)
7:54.0,Turnover by T. Allen (lost ball; steal by T. Jones),,26-37,,
7:50.0,,,26-39,2,Z. LaVine makes 2-pt shot from 1 ft (assist by T. Jones)
7:27.0,W. Baldwin misses 3-pt shot from 23 ft,,26-39,,
7:25.0,,,26-39,,Defensive rebound by S. Muhammad
7:22.0,,,26-39,,Turnover by S. Muhammad (bad pass; steal by A. Harrison)
7:19.0,T. Allen makes 2-pt shot at rim (assist by A. Harrison),2,28-39,,
6:58.0,Personal foul by T. Allen (drawn by Z. LaVine),,28-39,,
6:58.0,J. Green enters the game for T. Allen,,28-39,,
6:58.0,Z. Randolph enters the game for D. Davis,,28-39,,
6:58.0,,,28-39,,K. Towns enters the game for C. Aldrich
6:58.0,,,28-39,,G. Dieng enters the game for N. Bjelica
6:53.0,,,28-41,2,G. Dieng makes 2-pt shot from 19 ft (assist by T. Jones)
6:39.0,Z. Randolph misses 2-pt shot from 9 ft,,28-41,,
6:35.0,,,28-41,,Defensive rebound by S. Muhammad
6:38.0,,,28-41,,K. Dunn enters the game for T. Jones
6:35.0,Jump ball: J. Green vs. S. Muhammad (K. Dunn gains possession),,,,Jump ball: J. Green vs. S. Muhammad (K. Dunn gains possession)
6:14.0,,,28-41,,K. Towns misses 2-pt shot from 4 ft
6:12.0,,,28-41,,Offensive rebound by S. Muhammad
6:07.0,,,28-43,2,Z. LaVine makes 2-pt shot from 1 ft (assist by K. Towns)
5:48.0,W. Baldwin makes 2-pt shot from 8 ft,2,30-43,,
5:34.0,,,30-43,,Turnover by K. Towns (lost ball; steal by W. Baldwin)
5:14.0,,,30-43,,Violation by K. Dunn (kicked ball)
5:14.0,Memphis full timeout,,30-43,,
5:14.0,,,30-43,,A. Wiggins enters the game for S. Muhammad
5:03.0,Z. Randolph misses 2-pt shot from 18 ft,,30-43,,
5:01.0,,,30-43,,Defensive rebound by A. Wiggins
4:46.0,,,30-45,2,G. Dieng makes 2-pt shot from 2 ft (assist by A. Wiggins)
4:24.0,Turnover by Z. Randolph (lost ball; steal by K. Towns),,30-45,,
4:09.0,,,30-47,2,G. Dieng makes 2-pt shot from 19 ft (assist by A. Wiggins)
3:54.0,W. Baldwin misses 2-pt shot from 1 ft,,30-47,,
3:53.0,,,30-47,,Defensive rebound by A. Wiggins
3:49.0,,,30-47,,Shooting foul by J. Martin (drawn by A. Wiggins)
3:49.0,,,30-47,,A. Wiggins misses free throw 1 of 2
3:49.0,,,30-47,,Offensive rebound by Team
3:49.0,,,30-48,1,A. Wiggins makes free throw 2 of 2
3:49.0,J. Ennis enters the game for A. Harrison,,30-47,,
3:42.0,Turnover by W. Baldwin (bad pass; steal by G. Dieng),,30-48,,
3:37.0,,,30-50,2,G. Dieng makes 2-pt shot from 2 ft
3:15.0,Turnover by J. Martin (lost ball; steal by K. Dunn),,30-50,,
3:10.0,,,30-52,2,K. Towns makes 2-pt shot from 2 ft (assist by A. Wiggins)
3:02.0,Memphis full timeout,,30-52,,
3:02.0,T. Williams enters the game for Z. Randolph,,30-52,,
2:48.0,J. Ennis misses 2-pt shot from 3 ft (block by G. Dieng),,30-52,,
2:46.0,,,30-52,,Defensive rebound by K. Dunn
2:43.0,,,30-54,2,Z. LaVine makes 2-pt shot from 2 ft (assist by K. Dunn)
2:43.0,,,30-54,,Shooting foul by W. Baldwin (drawn by Z. LaVine)
2:43.0,,,30-55,1,Z. LaVine makes free throw 1 of 1
2:17.0,W. Baldwin misses 2-pt shot from 20 ft,,30-55,,
2:16.0,,,30-55,,Defensive rebound by K. Towns
2:04.0,,,30-58,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Dunn)
2:02.0,,,30-58,,Violation by Team (jump ball)
1:49.0,Shooting foul by K. Dunn (drawn by W. Baldwin),,30-58,,
1:49.0,W. Baldwin makes free throw 1 of 2,1,31-58,,
1:49.0,W. Baldwin makes free throw 2 of 2,1,32-58,,
1:29.0,,,32-58,,A. Wiggins misses 2-pt shot from 1 ft
1:28.0,,,32-58,,Offensive rebound by A. Wiggins
1:28.0,,,32-60,2,A. Wiggins makes 2-pt shot from 1 ft
1:13.0,J. Green misses 3-pt shot from 24 ft,,32-60,,
1:12.0,,,32-60,,Defensive rebound by K. Towns
0:54.0,,,32-60,,K. Dunn misses 2-pt shot from 2 ft
0:52.0,,,32-60,,Offensive rebound by K. Towns
0:51.0,,,32-60,,K. Towns misses 2-pt shot from 1 ft (block by J. Green)
0:49.0,Defensive rebound by J. Martin,,32-60,,
0:45.0,Shooting foul by Z. LaVine (drawn by W. Baldwin),,32-60,,
0:45.0,W. Baldwin makes free throw 1 of 2,1,33-60,,
0:45.0,W. Baldwin makes free throw 2 of 2,1,34-60,,
0:45.0,D. Davis enters the game for J. Ennis,,33-60,,
0:37.0,,,34-62,2,A. Wiggins makes 2-pt shot from 19 ft
0:24.0,T. Williams makes 2-pt shot from 21 ft,2,36-62,,
0:04.0,,,36-62,,Z. LaVine misses 2-pt shot from 21 ft
0:03.0,Defensive rebound by D. Davis,,36-62,,
0:01.0,W. Baldwin misses 3-pt shot from 41 ft,,36-62,,
0:00.0,Offensive rebound by Team,,36-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,36-62,,K. Towns misses 2-pt shot from 10 ft
11:42.0,,,36-62,,Offensive rebound by G. Dieng
11:42.0,,,36-64,2,G. Dieng makes 2-pt shot at rim
11:26.0,D. Davis makes 2-pt shot at rim (assist by J. Green),2,38-64,,
11:09.0,,,38-64,,Z. LaVine misses 2-pt shot from 18 ft
11:08.0,Defensive rebound by Team,,38-64,,
10:59.0,Turnover by W. Baldwin (discontinued dribble),,38-64,,
10:48.0,,,38-66,2,A. Wiggins makes 2-pt shot at rim (assist by K. Dunn)
10:48.0,,,38-66,,Shooting foul by J. Ennis (drawn by A. Wiggins)
10:48.0,,,38-67,1,A. Wiggins makes free throw 1 of 1
10:32.0,Turnover by T. Williams (lost ball; steal by K. Dunn),,38-67,,
10:28.0,,,38-69,2,Z. LaVine makes 2-pt shot from 1 ft (assist by K. Dunn)
10:27.0,Memphis full timeout,,38-69,,
10:27.0,V. Carter enters the game for T. Williams,,38-69,,
10:14.0,V. Carter misses 2-pt shot from 11 ft,,38-69,,
10:13.0,,,38-69,,Defensive rebound by K. Towns
9:55.0,,,38-69,,Turnover by K. Dunn (3 sec)
9:35.0,D. Davis makes 2-pt shot from 5 ft (assist by V. Carter),2,40-69,,
9:16.0,,,40-72,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Towns)
8:51.0,W. Baldwin misses 3-pt shot from 27 ft,,40-72,,
8:50.0,Offensive rebound by Team,,40-72,,
8:50.0,Turnover by Team (shot clock),,40-72,,
8:39.0,,,40-72,,Shooting foul by J. Green (drawn by K. Dunn)
8:39.0,,,40-73,1,K. Dunn makes free throw 1 of 2
8:39.0,,,40-74,1,K. Dunn makes free throw 2 of 2
8:39.0,T. Williams enters the game for J. Ennis,,40-73,,
8:25.0,Shooting foul by A. Wiggins (drawn by T. Williams),,40-74,,
8:25.0,T. Williams makes free throw 1 of 2,1,41-74,,
8:25.0,T. Williams misses free throw 2 of 2,,41-74,,
8:25.0,,,41-74,,Defensive rebound by G. Dieng
8:13.0,,,41-77,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Dunn)
7:55.0,T. Williams misses 3-pt shot from 26 ft,,41-77,,
7:54.0,,,41-77,,Defensive rebound by Z. LaVine
7:50.0,,,41-77,,A. Wiggins misses 2-pt shot from 1 ft (block by T. Williams)
7:48.0,Defensive rebound by J. Green,,41-77,,
7:42.0,W. Baldwin misses 3-pt shot from 24 ft,,41-77,,
7:41.0,Offensive rebound by Team,,41-77,,
7:41.0,,,41-77,,Loose ball foul by Z. LaVine (drawn by T. Williams)
7:27.0,J. Green misses 2-pt shot from 10 ft,,41-77,,
7:26.0,,,41-77,,Defensive rebound by Z. LaVine
7:18.0,Personal foul by T. Williams (drawn by K. Towns),,41-77,,
7:18.0,A. Harrison enters the game for W. Baldwin,,41-77,,
7:11.0,,,41-77,,Z. LaVine misses 3-pt shot from 24 ft
7:10.0,Defensive rebound by A. Harrison,,41-77,,
7:01.0,V. Carter makes 2-pt shot from 5 ft,2,43-77,,
6:47.0,,,43-80,3,A. Wiggins makes 3-pt shot from 23 ft (assist by K. Towns)
6:39.0,,,43-80,,Violation by K. Towns (kicked ball)
6:30.0,V. Carter misses 3-pt shot from 26 ft,,43-80,,
6:29.0,,,43-80,,Defensive rebound by K. Towns
6:20.0,,,43-83,3,K. Dunn makes 3-pt shot from 23 ft
6:01.0,J. Green makes 2-pt shot from 10 ft,2,45-83,,
5:42.0,,,45-83,,Offensive foul by A. Wiggins
5:42.0,,,45-83,,Turnover by A. Wiggins (offensive foul)
5:42.0,,,45-83,,Minnesota full timeout
5:25.0,J. Green makes 3-pt shot from 25 ft (assist by A. Harrison),3,48-83,,
5:02.0,,,48-83,,Turnover by K. Towns (lost ball; steal by V. Carter)
4:59.0,Shooting foul by K. Dunn (drawn by T. Williams),,48-83,,
4:59.0,T. Williams makes free throw 1 of 2,1,49-83,,
4:59.0,T. Williams makes free throw 2 of 2,1,50-83,,
4:59.0,J. Martin enters the game for J. Green,,49-83,,
4:43.0,,,50-83,,A. Wiggins misses 2-pt shot from 10 ft (block by D. Davis)
4:42.0,,,50-83,,Offensive rebound by Team
4:34.0,,,50-83,,K. Dunn misses 3-pt shot from 25 ft
4:33.0,Defensive rebound by D. Davis,,50-83,,
4:27.0,Shooting foul by G. Dieng (drawn by T. Williams),,50-83,,
4:27.0,T. Williams makes free throw 1 of 2,1,51-83,,
4:27.0,T. Williams makes free throw 2 of 2,1,52-83,,
4:27.0,,,51-83,,T. Jones enters the game for K. Dunn
4:13.0,,,52-83,,Turnover by K. Towns (traveling)
4:03.0,D. Davis makes 2-pt shot at rim (assist by A. Harrison),2,54-83,,
3:56.0,Personal foul by A. Harrison (drawn by T. Jones),,54-83,,
3:47.0,,,54-83,,Z. LaVine misses 2-pt shot from 15 ft
3:46.0,Defensive rebound by D. Davis,,54-83,,
3:30.0,J. Martin makes 2-pt shot at rim,2,56-83,,
3:30.0,,,56-83,,Minnesota full timeout
3:30.0,T. Allen enters the game for V. Carter,,56-83,,
3:22.0,Def 3 sec tech foul by D. Davis,,56-83,,
3:22.0,,,56-84,1,Z. LaVine makes technical free throw
3:13.0,,,56-84,,Shooting foul by J. Martin (drawn by A. Wiggins)
3:13.0,,,56-84,,A. Wiggins misses free throw 1 of 2
3:13.0,,,56-84,,Offensive rebound by Team
3:13.0,,,56-85,1,A. Wiggins makes free throw 2 of 2
3:03.0,Shooting foul by G. Dieng (drawn by D. Davis),,56-85,,
3:03.0,D. Davis misses free throw 1 of 2,,56-85,,
3:03.0,Offensive rebound by Team,,56-85,,
3:03.0,D. Davis makes free throw 2 of 2,1,57-85,,
2:50.0,,,57-88,3,A. Wiggins makes 3-pt shot from 26 ft
2:30.0,T. Allen misses 2-pt shot from 5 ft,,57-88,,
2:29.0,,,57-88,,Defensive rebound by K. Towns
2:23.0,,,57-90,2,Z. LaVine makes 2-pt shot from 21 ft
1:56.0,D. Davis makes 2-pt shot at rim (assist by A. Harrison),2,59-90,,
1:47.0,Personal foul by A. Harrison (drawn by K. Towns),,59-90,,
1:47.0,,,59-91,1,K. Towns makes free throw 1 of 2
1:47.0,,,59-92,1,K. Towns makes free throw 2 of 2
1:47.0,,,59-91,,B. Rush enters the game for Z. LaVine
1:30.0,T. Williams misses 2-pt shot from 1 ft (block by K. Towns),,59-92,,
1:29.0,,,59-92,,Defensive rebound by G. Dieng
1:22.0,,,59-94,2,G. Dieng makes 2-pt shot from 19 ft (assist by T. Jones)
1:01.0,J. Martin misses 2-pt shot from 20 ft,,59-94,,
1:00.0,,,59-94,,Defensive rebound by B. Rush
0:49.0,,,59-94,,Turnover by G. Dieng (lost ball; steal by T. Williams)
0:48.0,Turnover by T. Williams (bad pass),,59-94,,
0:38.0,,,59-94,,Turnover by A. Wiggins (bad pass; steal by J. Martin)
0:33.0,Turnover by J. Martin (lost ball),,59-94,,
0:15.0,,,59-97,3,B. Rush makes 3-pt shot from 23 ft (assist by A. Wiggins)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,J. Green misses 2-pt shot from 20 ft,,59-97,,
11:43.0,,,59-97,,Defensive rebound by N. Bjelica
11:43.0,Personal foul by T. Allen (drawn by N. Bjelica),,59-97,,
11:35.0,,,59-97,,N. Bjelica misses 2-pt shot from 11 ft
11:34.0,Defensive rebound by J. Green,,59-97,,
11:24.0,T. Allen makes 2-pt shot from 6 ft,2,61-97,,
11:09.0,,,61-97,,G. Dieng misses 2-pt shot from 2 ft
11:07.0,,,61-97,,Offensive rebound by N. Bjelica
11:02.0,,,61-97,,T. Jones misses 3-pt shot from 23 ft
11:00.0,Defensive rebound by Team,,61-97,,
11:00.0,,,61-97,,C. Aldrich enters the game for G. Dieng
10:44.0,,,61-97,,Shooting block foul by C. Aldrich (drawn by J. Green)
10:44.0,J. Green makes free throw 1 of 2,1,62-97,,
10:44.0,J. Green misses free throw 2 of 2,,62-97,,
10:44.0,,,62-97,,Defensive rebound by N. Bjelica
10:44.0,J. Ennis enters the game for J. Martin,,62-97,,
10:24.0,,,62-97,,Turnover by T. Jones (bad pass; steal by T. Allen)
10:06.0,,,62-97,,Personal foul by C. Aldrich (drawn by W. Baldwin)
10:06.0,Memphis full timeout,,62-97,,
10:06.0,A. Harrison enters the game for W. Baldwin,,62-97,,
9:56.0,J. Ennis makes 3-pt shot from 23 ft (assist by T. Daniels),3,65-97,,
9:37.0,Personal block foul by A. Harrison (drawn by B. Rush),,65-97,,
9:32.0,,,65-99,2,S. Muhammad makes 2-pt shot at rim (assist by N. Bjelica)
9:16.0,J. Green misses 2-pt shot from 16 ft,,65-99,,
9:14.0,Offensive rebound by T. Allen,,65-99,,
9:07.0,T. Allen misses 2-pt shot from 4 ft,,65-99,,
9:06.0,,,65-99,,Defensive rebound by C. Aldrich
8:59.0,,,65-102,3,B. Rush makes 3-pt shot from 24 ft (assist by T. Jones)
8:34.0,T. Daniels misses 3-pt shot from 25 ft,,65-102,,
8:33.0,,,65-102,,Defensive rebound by C. Aldrich
8:22.0,T. Williams enters the game for J. Ennis,,65-102,,
8:22.0,D. Davis enters the game for J. Green,,65-102,,
8:11.0,,,65-102,,T. Jones misses 2-pt shot from 3 ft
8:10.0,Defensive rebound by T. Williams,,65-102,,
8:04.0,T. Daniels misses 3-pt shot from 25 ft,,65-102,,
8:03.0,,,65-102,,Defensive rebound by T. Jones
8:00.0,,,65-104,2,B. Rush makes 2-pt shot at rim (assist by T. Jones)
7:44.0,D. Davis makes 2-pt shot at rim (assist by A. Harrison),2,67-104,,
7:28.0,Personal foul by D. Davis (drawn by N. Bjelica),,67-104,,
7:16.0,,,67-104,,Turnover by N. Bjelica (lost ball; steal by T. Williams)
7:00.0,A. Harrison makes 2-pt shot from 13 ft,2,69-104,,
6:57.0,Violation by Team (jump ball),,69-104,,
6:49.0,,,69-104,,K. Dunn enters the game for T. Jones
6:41.0,,,69-106,2,N. Bjelica makes 2-pt shot from 20 ft (assist by S. Muhammad)
6:21.0,D. Davis makes 2-pt shot at rim (assist by T. Williams),2,71-106,,
6:21.0,Shooting foul by C. Aldrich (drawn by D. Davis),,71-106,,
6:21.0,D. Davis misses free throw 1 of 1,,71-106,,
6:21.0,,,71-106,,Defensive rebound by C. Aldrich
6:01.0,,,71-106,,Turnover by B. Rush (lost ball; steal by A. Harrison)
5:49.0,T. Daniels misses 3-pt shot from 25 ft,,71-106,,
5:47.0,Offensive rebound by T. Williams,,71-106,,
5:44.0,T. Williams misses 2-pt shot from 1 ft,,71-106,,
5:43.0,Offensive rebound by Team,,71-106,,
5:43.0,,,71-106,,Loose ball foul by N. Bjelica (drawn by D. Davis)
5:43.0,Memphis full timeout,,71-106,,
5:43.0,J. Martin enters the game for T. Allen,,71-106,,
5:26.0,,,71-106,,Personal foul by N. Bjelica (drawn by A. Harrison)
5:26.0,A. Harrison makes free throw 1 of 2,1,72-106,,
5:26.0,A. Harrison misses free throw 2 of 2,,72-106,,
5:25.0,,,72-106,,Defensive rebound by N. Bjelica
5:13.0,,,72-108,2,S. Muhammad makes 2-pt shot from 1 ft (assist by K. Dunn)
4:46.0,T. Daniels misses 2-pt shot from 8 ft,,72-108,,
4:45.0,,,72-108,,Defensive rebound by C. Aldrich
4:33.0,,,72-108,,Turnover by B. Rush (bad pass; steal by A. Harrison)
4:30.0,Shooting foul by K. Dunn (drawn by A. Harrison),,72-108,,
4:30.0,A. Harrison makes free throw 1 of 2,1,73-108,,
4:30.0,A. Harrison makes free throw 2 of 2,1,74-108,,
4:30.0,,,73-108,,J. Hill enters the game for C. Aldrich
4:20.0,,,74-108,,N. Bjelica misses 3-pt shot from 25 ft
4:19.0,Defensive rebound by D. Davis,,74-108,,
4:11.0,Turnover by A. Harrison (bad pass; steal by N. Bjelica),,74-108,,
3:55.0,,,74-108,,S. Muhammad misses 2-pt shot from 6 ft
3:53.0,,,74-108,,Offensive rebound by J. Hill
3:52.0,,,74-108,,J. Hill misses 2-pt shot from 1 ft
