time,Houston,pts.away,score,pts.home,San Antonio
8:17.0,,,10-8,,D. Green misses 3-pt shot from 25 ft
8:16.0,,,10-8,,Offensive rebound by L. Aldridge
8:07.0,,,10-11,3,K. Leonard makes 3-pt shot from 25 ft (assist by P. Mills)
7:47.0,Turnover by C. Brewer (traveling),,10-11,,
7:32.0,,,10-11,,K. Leonard misses 2-pt shot from 17 ft
7:31.0,Defensive rebound by J. Harden,,10-11,,
7:24.0,J. Harden makes 3-pt shot from 26 ft,3,13-11,,
7:24.0,,,13-11,,San Antonio full timeout
7:24.0,E. Gordon enters the game for C. Brewer,,13-11,,
7:14.0,,,13-11,,L. Aldridge misses 2-pt shot from 18 ft
7:13.0,Defensive rebound by C. Capela,,13-11,,
6:54.0,Turnover by T. Ariza (bad pass; steal by P. Gasol),,13-11,,
6:35.0,,,13-14,3,D. Green makes 3-pt shot from 23 ft (assist by P. Mills)
6:18.0,T. Ariza misses 3-pt shot from 24 ft,,13-14,,
6:17.0,Offensive rebound by Team,,13-14,,
6:10.0,Turnover by C. Capela (lost ball; steal by D. Green),,13-14,,
5:53.0,,,13-14,,K. Leonard misses 2-pt shot from 8 ft (block by C. Capela)
5:51.0,Defensive rebound by T. Ariza,,13-14,,
5:48.0,E. Gordon makes 2-pt shot from 3 ft (assist by J. Harden),2,15-14,,
5:35.0,Personal foul by C. Capela (drawn by P. Gasol),,15-14,,
5:35.0,N. Hilario enters the game for C. Capela,,15-14,,
5:28.0,,,15-14,,D. Green misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by T. Ariza,,15-14,,
5:10.0,R. Anderson misses 2-pt shot from 18 ft,,15-14,,
5:09.0,,,15-14,,Defensive rebound by K. Leonard
5:01.0,,,15-16,2,K. Leonard makes 2-pt shot from 7 ft
4:52.0,Turnover by T. Ariza (bad pass; steal by L. Aldridge),,15-16,,
4:46.0,,,15-16,,P. Mills misses 3-pt shot from 27 ft
4:45.0,Defensive rebound by J. Harden,,15-16,,
4:38.0,Shooting foul by K. Leonard (drawn by E. Gordon),,15-16,,
4:38.0,E. Gordon makes free throw 1 of 3,1,16-16,,
4:38.0,E. Gordon makes free throw 2 of 3,1,17-16,,
4:38.0,E. Gordon makes free throw 3 of 3,1,18-16,,
4:38.0,,,17-16,,D. Dedmon enters the game for P. Gasol
4:38.0,,,17-16,,M. Ginobili enters the game for D. Green
4:11.0,,,18-16,,K. Leonard misses 3-pt shot from 27 ft
4:10.0,Defensive rebound by E. Gordon,,18-16,,
3:57.0,J. Harden makes 2-pt shot from 4 ft,2,20-16,,
3:39.0,,,20-16,,L. Aldridge misses 2-pt shot from 7 ft
3:38.0,Defensive rebound by R. Anderson,,20-16,,
3:29.0,J. Harden misses 3-pt shot from 25 ft,,20-16,,
3:28.0,,,20-16,,Defensive rebound by M. Ginobili
3:25.0,,,20-16,,Shooting foul by N. Hilario (drawn by M. Ginobili)
3:25.0,Houston full timeout,,20-16,,
3:25.0,,,20-17,1,M. Ginobili makes free throw 1 of 2
3:25.0,,,20-18,1,M. Ginobili makes free throw 2 of 2
3:25.0,,,20-16,,N. Laprovittola enters the game for P. Mills
3:25.0,,,20-16,,D. Lee enters the game for L. Aldridge
3:25.0,S. Dekker enters the game for R. Anderson,,20-16,,
3:06.0,E. Gordon makes 2-pt shot from 20 ft (assist by S. Dekker),2,22-18,,
2:45.0,,,22-18,,N. Laprovittola misses 2-pt shot from 8 ft
2:43.0,Defensive rebound by N. Hilario,,22-18,,
2:37.0,S. Dekker makes 2-pt shot from 1 ft (assist by J. Harden),2,24-18,,
2:18.0,,,24-18,,K. Leonard misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by S. Dekker,,24-18,,
2:03.0,S. Dekker makes 3-pt shot from 25 ft (assist by E. Gordon),3,27-18,,
1:42.0,,,27-18,,K. Leonard misses 2-pt shot from 10 ft
1:41.0,Defensive rebound by S. Dekker,,27-18,,
1:31.0,S. Dekker makes 2-pt shot from 1 ft (assist by J. Harden),2,29-18,,
1:30.0,Personal foul by N. Hilario (drawn by N. Laprovittola),,29-18,,
1:11.0,Personal foul by E. Gordon (drawn by M. Ginobili),,29-18,,
1:11.0,,,29-19,1,M. Ginobili makes free throw 1 of 2
1:11.0,,,29-20,1,M. Ginobili makes free throw 2 of 2
1:01.0,T. Ariza makes 2-pt shot at rim (assist by N. Hilario),2,31-20,,
0:47.0,,,31-20,,D. Lee misses 2-pt shot from 8 ft
0:47.0,,,31-20,,Offensive rebound by Team
0:47.0,Loose ball foul by N. Hilario (drawn by D. Dedmon),,31-20,,
0:47.0,,,31-20,,D. Dedmon misses free throw 1 of 2
0:47.0,,,31-20,,Offensive rebound by Team
0:47.0,,,31-21,1,D. Dedmon makes free throw 2 of 2
0:47.0,M. Harrell enters the game for N. Hilario,,31-20,,
0:29.0,Shooting foul by M. Ginobili (drawn by J. Harden),,31-21,,
0:29.0,J. Harden makes free throw 1 of 2,1,32-21,,
0:29.0,J. Harden makes free throw 2 of 2,1,33-21,,
0:29.0,,,32-21,,D. Bertans enters the game for D. Dedmon
0:06.0,,,33-24,3,K. Leonard makes 3-pt shot from 25 ft (assist by M. Ginobili)
0:00.0,J. Harden misses 2-pt shot from 13 ft,,33-24,,
0:00.0,Offensive rebound by Team,,33-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,33-24,,M. Ginobili misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by S. Dekker,,33-24,,
11:30.0,Offensive charge foul by S. Dekker,,33-24,,
11:30.0,Turnover by S. Dekker (offensive foul),,33-24,,
11:08.0,,,33-24,,M. Ginobili misses 2-pt shot from 10 ft
11:07.0,Defensive rebound by S. Dekker,,33-24,,
10:54.0,E. Gordon makes 3-pt shot from 26 ft (assist by T. Ennis),3,36-24,,
10:43.0,,,36-27,3,N. Laprovittola makes 3-pt shot from 25 ft (assist by D. Lee)
10:27.0,T. Ennis makes 2-pt shot from 5 ft (assist by M. Harrell),2,38-27,,
10:13.0,Personal foul by T. Ennis (drawn by N. Laprovittola),,38-27,,
10:04.0,,,38-27,,Shooting foul by M. Harrell (drawn by D. Lee)
10:04.0,,,38-27,,D. Lee misses free throw 1 of 2
10:04.0,,,38-27,,Offensive rebound by Team
10:04.0,,,38-28,1,D. Lee makes free throw 2 of 2
10:04.0,,,38-27,,D. Green enters the game for M. Ginobili
9:55.0,Turnover by E. Gordon (bad pass; steal by D. Lee),,38-28,,
9:51.0,,,38-28,,Turnover by D. Lee (bad pass)
9:51.0,,,38-28,,P. Mills enters the game for N. Laprovittola
9:36.0,E. Gordon misses 2-pt shot from 17 ft,,38-28,,
9:35.0,Offensive rebound by M. Harrell,,38-28,,
9:34.0,M. Harrell makes 2-pt shot from 3 ft,2,40-28,,
9:34.0,Shooting foul by D. Bertans (drawn by M. Harrell),,40-28,,
9:34.0,M. Harrell makes free throw 1 of 1,1,41-28,,
9:14.0,,,41-28,,D. Green misses 3-pt shot from 25 ft
9:14.0,,,41-28,,Offensive rebound by D. Lee
8:59.0,,,41-30,2,D. Lee makes 2-pt shot from 3 ft (assist by P. Mills)
8:39.0,T. Ennis makes 2-pt shot from 8 ft,2,43-30,,
8:35.0,Shooting block foul by E. Gordon (drawn by D. Lee),,43-30,,
8:35.0,Official timeout,,43-30,,
8:35.0,,,43-31,1,D. Lee makes free throw 1 of 2
8:35.0,,,43-31,,D. Lee misses free throw 2 of 2
8:35.0,Defensive rebound by C. Capela,,43-31,,
8:35.0,,,43-30,,K. Anderson enters the game for D. Bertans
8:35.0,C. Capela enters the game for M. Harrell,,43-31,,
8:20.0,T. Ennis misses 3-pt shot from 24 ft,,43-31,,
8:19.0,,,43-31,,Defensive rebound by K. Anderson
8:08.0,,,43-33,2,D. Lee makes 2-pt shot from 12 ft
7:53.0,C. Capela misses 2-pt shot from 8 ft,,43-33,,
7:51.0,Offensive rebound by T. Ennis,,43-33,,
7:48.0,E. Gordon misses 3-pt shot from 25 ft,,43-33,,
7:46.0,,,43-33,,Defensive rebound by D. Lee
7:32.0,,,43-35,2,D. Lee makes 2-pt shot from 2 ft (assist by J. Simmons)
7:14.0,E. Gordon misses 3-pt shot from 25 ft,,43-35,,
7:13.0,,,43-35,,Defensive rebound by J. Simmons
7:11.0,,,43-37,2,J. Simmons makes 2-pt shot from 2 ft
7:11.0,,,43-37,,Shooting foul by T. Ennis (drawn by J. Simmons)
7:11.0,Houston full timeout,,43-37,,
7:11.0,,,43-38,1,J. Simmons makes free throw 1 of 1
7:11.0,,,43-37,,L. Aldridge enters the game for D. Lee
7:11.0,J. Harden enters the game for S. Dekker,,43-37,,
7:11.0,R. Anderson enters the game for T. Ennis,,43-37,,
7:11.0,T. Ariza enters the game for K. McDaniels,,43-37,,
7:00.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,45-38,,
6:36.0,Violation by C. Capela (def goaltending),,45-38,,
6:36.0,,,45-40,2,L. Aldridge makes 2-pt shot from 5 ft (assist by D. Green)
6:18.0,E. Gordon misses 2-pt shot from 10 ft,,45-40,,
6:18.0,,,45-40,,Defensive rebound by D. Green
6:06.0,,,45-40,,P. Mills misses 3-pt shot from 25 ft
6:06.0,,,45-40,,Offensive rebound by Team
6:06.0,Loose ball foul by C. Capela (drawn by L. Aldridge),,45-40,,
6:06.0,,,45-41,1,L. Aldridge makes free throw 1 of 2
6:06.0,,,45-42,1,L. Aldridge makes free throw 2 of 2
5:55.0,T. Ariza makes 2-pt shot from 2 ft (assist by E. Gordon),2,47-42,,
5:32.0,,,47-42,,Turnover by D. Green (bad pass; steal by T. Ariza)
5:30.0,,,47-42,,Personal block foul by J. Simmons (drawn by J. Harden)
5:30.0,,,47-42,,K. Leonard enters the game for J. Simmons
5:17.0,J. Harden misses 2-pt shot from 18 ft,,47-42,,
5:15.0,Offensive rebound by C. Capela,,47-42,,
5:15.0,C. Capela misses 2-pt shot from 3 ft,,47-42,,
5:13.0,,,47-42,,Defensive rebound by D. Green
4:59.0,,,47-44,2,K. Leonard makes 2-pt shot from 6 ft (assist by L. Aldridge)
4:50.0,E. Gordon makes 3-pt shot from 24 ft (assist by T. Ariza),3,50-44,,
4:37.0,,,50-46,2,L. Aldridge makes 2-pt shot from 5 ft (assist by P. Mills)
4:37.0,,,50-46,,Shooting foul by C. Capela (drawn by L. Aldridge)
4:37.0,,,50-47,1,L. Aldridge makes free throw 1 of 1
4:37.0,M. Harrell enters the game for C. Capela,,50-46,,
4:23.0,J. Harden misses 2-pt shot from 11 ft,,50-47,,
4:22.0,,,50-47,,Defensive rebound by L. Aldridge
4:04.0,,,50-47,,Shooting foul by E. Gordon (drawn by K. Leonard)
4:04.0,,,50-48,1,K. Leonard makes free throw 1 of 2
4:04.0,,,50-49,1,K. Leonard makes free throw 2 of 2
4:04.0,C. Brewer enters the game for E. Gordon,,50-48,,
4:04.0,,,50-48,,M. Ginobili enters the game for K. Anderson
3:51.0,R. Anderson misses 2-pt shot from 5 ft (block by L. Aldridge),,50-49,,
3:51.0,Offensive rebound by Team,,50-49,,
3:51.0,S. Dekker enters the game for M. Harrell,,50-49,,
3:40.0,Turnover by J. Harden (bad pass),,50-49,,
3:20.0,,,50-51,2,L. Aldridge makes 2-pt shot from 10 ft
3:07.0,Turnover by J. Harden (lost ball; steal by D. Green),,50-51,,
3:07.0,Violation by J. Harden (kicked ball),,50-51,,
2:53.0,,,50-51,,L. Aldridge misses 2-pt shot from 12 ft
2:52.0,Defensive rebound by S. Dekker,,50-51,,
2:36.0,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden),3,53-51,,
2:35.0,,,53-51,,San Antonio full timeout
2:35.0,,,53-51,,J. Simmons enters the game for D. Green
2:12.0,,,53-51,,J. Simmons misses 2-pt shot from 4 ft (block by S. Dekker)
2:11.0,Defensive rebound by S. Dekker,,53-51,,
2:07.0,S. Dekker misses 2-pt shot from 3 ft (block by K. Leonard),,53-51,,
2:07.0,,,53-51,,Defensive rebound by Team
1:51.0,,,53-53,2,K. Leonard makes 2-pt shot from 5 ft
1:31.0,Shooting foul by L. Aldridge (drawn by R. Anderson),,53-53,,
1:31.0,R. Anderson makes free throw 1 of 2,1,54-53,,
1:31.0,R. Anderson makes free throw 2 of 2,1,55-53,,
1:20.0,,,55-55,2,M. Ginobili makes 2-pt shot from 3 ft (assist by P. Mills)
1:07.0,J. Harden misses 2-pt shot from 8 ft,,55-55,,
1:06.0,,,55-55,,Defensive rebound by K. Leonard
1:02.0,,,55-57,2,J. Simmons makes 2-pt shot from 1 ft (assist by P. Mills)
0:46.0,J. Harden makes 2-pt shot from 3 ft,2,57-57,,
0:38.0,,,57-57,,Turnover by M. Ginobili (bad pass)
0:29.0,Shooting foul by L. Aldridge (drawn by J. Harden),,57-57,,
0:29.0,J. Harden makes free throw 1 of 3,1,58-57,,
0:29.0,J. Harden makes free throw 2 of 3,1,59-57,,
0:29.0,J. Harden makes free throw 3 of 3,1,60-57,,
0:07.0,,,60-60,3,K. Leonard makes 3-pt shot from 33 ft (assist by M. Ginobili)
0:00.0,S. Dekker makes 3-pt shot from 26 ft (assist by J. Harden),3,63-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,63-60,,L. Aldridge misses 3-pt shot from 25 ft
11:44.0,,,63-60,,Offensive rebound by P. Mills
11:32.0,,,63-60,,P. Gasol misses 2-pt shot from 10 ft
11:30.0,Defensive rebound by T. Ariza,,63-60,,
11:23.0,C. Brewer misses 3-pt shot from 22 ft,,63-60,,
11:20.0,Offensive rebound by C. Brewer,,63-60,,
11:15.0,T. Ariza makes 3-pt shot from 26 ft (assist by J. Harden),3,66-60,,
10:56.0,,,66-60,,D. Green misses 3-pt shot from 25 ft
10:55.0,,,66-60,,Offensive rebound by P. Gasol
10:47.0,,,66-63,3,D. Green makes 3-pt shot from 25 ft (assist by K. Leonard)
10:24.0,Turnover by J. Harden (bad pass; steal by L. Aldridge),,66-63,,
10:13.0,,,66-63,,Shooting foul by C. Capela (drawn by L. Aldridge)
10:13.0,,,66-63,,L. Aldridge misses free throw 1 of 2
10:13.0,,,66-63,,Offensive rebound by Team
10:13.0,,,66-64,1,L. Aldridge makes free throw 2 of 2
10:13.0,N. Hilario enters the game for C. Capela,,66-63,,
9:57.0,J. Harden makes 2-pt shot from 13 ft,2,68-64,,
9:40.0,,,68-64,,Turnover by L. Aldridge (bad pass; steal by J. Harden)
9:23.0,J. Harden misses 2-pt shot from 15 ft,,68-64,,
9:22.0,,,68-64,,Defensive rebound by P. Gasol
9:11.0,,,68-64,,Shooting foul by C. Brewer
9:11.0,,,68-65,1,P. Mills makes free throw 1 of 2
9:11.0,,,68-66,1,P. Mills makes free throw 2 of 2
8:52.0,R. Anderson misses 3-pt shot from 23 ft,,68-66,,
8:51.0,,,68-66,,Defensive rebound by P. Gasol
8:39.0,,,68-66,,Turnover by P. Gasol (bad pass; steal by T. Ariza)
8:32.0,Shooting foul by L. Aldridge (drawn by R. Anderson),,68-66,,
8:32.0,R. Anderson makes free throw 1 of 2,1,69-66,,
8:32.0,R. Anderson makes free throw 2 of 2,1,70-66,,
8:32.0,,,69-66,,D. Bertans enters the game for L. Aldridge
8:18.0,,,70-66,,Turnover by K. Leonard (lost ball; steal by T. Ariza)
8:10.0,T. Ariza makes 2-pt shot from 1 ft (assist by C. Brewer),2,72-66,,
7:56.0,,,72-66,,K. Leonard misses 2-pt shot from 24 ft
7:55.0,Defensive rebound by R. Anderson,,72-66,,
7:47.0,C. Brewer misses 3-pt shot from 23 ft,,72-66,,
7:46.0,,,72-66,,Defensive rebound by P. Gasol
7:33.0,,,72-68,2,K. Leonard makes 2-pt shot at rim (assist by P. Mills)
7:09.0,C. Brewer misses 3-pt shot from 23 ft,,72-68,,
7:08.0,,,72-68,,Defensive rebound by P. Gasol
6:48.0,,,72-68,,D. Green misses 3-pt shot from 25 ft
6:47.0,Defensive rebound by J. Harden,,72-68,,
6:33.0,Shooting foul by P. Gasol (drawn by R. Anderson),,72-68,,
6:33.0,R. Anderson makes 2-pt shot from 1 ft (assist by T. Ariza),2,74-68,,
6:33.0,R. Anderson makes free throw 1 of 1,1,75-68,,
6:33.0,E. Gordon enters the game for C. Brewer,,74-68,,
6:33.0,,,74-68,,M. Ginobili enters the game for D. Green
6:33.0,,,74-68,,D. Lee enters the game for P. Gasol
6:18.0,,,75-70,2,D. Lee makes 2-pt shot from 1 ft (assist by M. Ginobili)
6:08.0,T. Ariza misses 3-pt shot from 23 ft,,75-70,,
6:07.0,,,75-70,,Defensive rebound by D. Lee
6:00.0,,,75-70,,Shooting foul by T. Ariza (drawn by K. Leonard)
6:00.0,,,75-71,1,K. Leonard makes free throw 1 of 2
6:00.0,,,75-72,1,K. Leonard makes free throw 2 of 2
5:50.0,E. Gordon makes 2-pt shot at rim (assist by J. Harden),2,77-72,,
5:48.0,,,77-72,,San Antonio full timeout
5:29.0,,,77-72,,K. Leonard misses 2-pt shot from 22 ft
5:28.0,Defensive rebound by J. Harden,,77-72,,
5:22.0,E. Gordon misses 3-pt shot from 23 ft,,77-72,,
5:20.0,,,77-72,,Defensive rebound by D. Bertans
5:02.0,,,77-72,,P. Mills misses 2-pt shot from 1 ft
5:00.0,Defensive rebound by T. Ariza,,77-72,,
4:46.0,J. Harden makes 2-pt shot from 1 ft,2,79-72,,
4:35.0,,,79-72,,K. Leonard misses 2-pt shot from 9 ft
4:34.0,Defensive rebound by R. Anderson,,79-72,,
4:21.0,N. Hilario makes 2-pt shot from 17 ft (assist by J. Harden),2,81-72,,
4:04.0,,,81-72,,Shooting foul by T. Ariza (drawn by K. Leonard)
4:04.0,,,81-73,1,K. Leonard makes free throw 1 of 2
4:04.0,,,81-74,1,K. Leonard makes free throw 2 of 2
4:04.0,,,81-73,,N. Laprovittola enters the game for P. Mills
3:41.0,R. Anderson misses 3-pt shot from 24 ft,,81-74,,
3:40.0,,,81-74,,Defensive rebound by K. Leonard
3:30.0,,,81-74,,K. Leonard misses 2-pt shot from 11 ft
3:29.0,Defensive rebound by R. Anderson,,81-74,,
3:21.0,J. Harden makes 2-pt shot from 1 ft,2,83-74,,
3:21.0,,,83-74,,San Antonio full timeout
3:21.0,S. Dekker enters the game for R. Anderson,,83-74,,
3:10.0,,,83-74,,N. Laprovittola misses 2-pt shot from 3 ft (block by E. Gordon)
3:10.0,,,83-74,,Offensive rebound by Team
3:01.0,,,83-74,,M. Ginobili misses 2-pt shot from 6 ft (block by N. Hilario)
3:01.0,,,83-74,,Offensive rebound by Team
2:56.0,,,83-74,,N. Laprovittola misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by Team,,83-74,,
2:56.0,,,83-74,,Loose ball foul by D. Lee (drawn by N. Hilario)
2:56.0,Houston full timeout,,83-74,,
2:56.0,,,83-74,,L. Aldridge enters the game for D. Lee
2:56.0,,,83-74,,J. Simmons enters the game for D. Bertans
2:37.0,N. Hilario makes 2-pt shot from 5 ft,2,85-74,,
2:14.0,,,85-74,,M. Ginobili misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by J. Harden,,85-74,,
2:05.0,N. Hilario misses 2-pt shot from 6 ft (block by K. Leonard),,85-74,,
2:05.0,Offensive rebound by Team,,85-74,,
2:00.0,Turnover by T. Ariza (lost ball; steal by M. Ginobili),,85-74,,
2:00.0,Loose ball foul by T. Ariza (drawn by M. Ginobili),,85-74,,
2:00.0,,,85-75,1,M. Ginobili makes free throw 1 of 2
2:00.0,,,85-76,1,M. Ginobili makes free throw 2 of 2
1:51.0,Turnover by J. Harden (lost ball; steal by M. Ginobili),,85-76,,
1:43.0,,,85-78,2,N. Laprovittola makes 2-pt shot from 5 ft
1:23.0,T. Ariza misses 3-pt shot from 24 ft,,85-78,,
1:22.0,,,85-78,,Defensive rebound by J. Simmons
1:14.0,,,85-78,,M. Ginobili misses 2-pt shot from 2 ft
1:13.0,Defensive rebound by S. Dekker,,85-78,,
0:51.0,Turnover by Team (shot clock),,85-78,,
0:39.0,,,85-78,,Turnover by L. Aldridge (bad pass; steal by S. Dekker)
0:31.0,,,85-78,,Violation by M. Ginobili (kicked ball)
0:15.0,J. Harden misses 3-pt shot from 25 ft,,85-78,,
0:15.0,,,85-78,,Defensive rebound by K. Leonard
0:03.0,,,85-80,2,K. Leonard makes 2-pt shot from 15 ft
0:00.0,E. Gordon misses 3-pt shot from 50 ft,,85-80,,
0:00.0,Offensive rebound by Team,,85-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Turnover by E. Gordon (bad pass; steal by N. Laprovittola),,85-80,,
11:40.0,,,85-80,,Shooting foul by T. Ennis (drawn by J. Simmons)
11:40.0,,,85-81,1,J. Simmons makes free throw 1 of 2
11:40.0,,,85-82,1,J. Simmons makes free throw 2 of 2
11:32.0,,,85-82,,Personal foul by D. Green (drawn by E. Gordon)
11:24.0,T. Ennis misses 2-pt shot from 10 ft,,85-82,,
11:23.0,,,85-82,,Defensive rebound by K. Anderson
11:06.0,,,85-84,2,J. Simmons makes 2-pt shot at rim (assist by D. Green)
10:51.0,Shooting foul by K. Anderson (drawn by C. Capela),,85-84,,
10:51.0,C. Capela makes free throw 1 of 2,1,86-84,,
10:51.0,C. Capela misses free throw 2 of 2,,86-84,,
10:50.0,,,86-84,,Defensive rebound by J. Simmons
10:32.0,,,86-84,,L. Aldridge misses 2-pt shot from 16 ft
10:31.0,Defensive rebound by R. Anderson,,86-84,,
10:11.0,E. Gordon misses 3-pt shot from 24 ft (block by D. Green),,86-84,,
10:09.0,,,86-84,,Defensive rebound by K. Anderson
9:54.0,,,86-86,2,L. Aldridge makes 2-pt shot from 6 ft
9:43.0,Turnover by C. Capela (bad pass; steal by D. Green),,86-86,,
9:39.0,,,86-88,2,D. Green makes 2-pt shot at rim
9:39.0,Houston full timeout,,86-88,,
9:39.0,J. Harden enters the game for T. Ennis,,86-88,,
9:29.0,Shooting foul by J. Simmons (drawn by C. Capela),,86-88,,
9:29.0,C. Capela makes free throw 1 of 2,1,87-88,,
9:29.0,C. Capela misses free throw 2 of 2,,87-88,,
9:29.0,,,87-88,,Defensive rebound by K. Anderson
9:29.0,,,87-88,,K. Leonard enters the game for D. Green
9:29.0,T. Ariza enters the game for S. Dekker,,87-88,,
9:10.0,,,87-88,,L. Aldridge misses 2-pt shot from 8 ft
9:09.0,Defensive rebound by J. Harden,,87-88,,
9:03.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,89-88,,
8:47.0,,,89-88,,K. Anderson misses 2-pt shot from 8 ft
8:46.0,,,89-88,,Offensive rebound by L. Aldridge
8:43.0,,,89-90,2,L. Aldridge makes 2-pt shot at rim
8:28.0,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden),3,92-90,,
8:11.0,,,92-90,,L. Aldridge misses 2-pt shot from 9 ft
8:11.0,Defensive rebound by C. Capela,,92-90,,
7:49.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,94-90,,
7:30.0,,,94-90,,Turnover by N. Laprovittola (bad pass; steal by R. Anderson)
7:18.0,J. Harden makes 2-pt shot from 8 ft,2,96-90,,
7:18.0,,,96-90,,San Antonio full timeout
7:18.0,,,96-90,,P. Mills enters the game for N. Laprovittola
7:18.0,,,96-90,,D. Lee enters the game for L. Aldridge
7:03.0,,,96-90,,K. Leonard misses 2-pt shot from 7 ft
7:02.0,Defensive rebound by R. Anderson,,96-90,,
6:56.0,Turnover by J. Harden (lost ball; steal by J. Simmons),,96-90,,
6:36.0,,,96-90,,P. Mills misses 2-pt shot from 23 ft
6:35.0,,,96-90,,Offensive rebound by P. Mills
6:33.0,,,96-93,3,K. Leonard makes 3-pt shot from 25 ft (assist by P. Mills)
6:19.0,C. Capela misses 2-pt shot from 1 ft (block by J. Simmons),,96-93,,
6:19.0,Offensive rebound by Team,,96-93,,
6:19.0,N. Hilario enters the game for C. Capela,,96-93,,
6:10.0,E. Gordon misses 2-pt shot from 17 ft,,96-93,,
6:09.0,Offensive rebound by R. Anderson,,96-93,,
6:08.0,R. Anderson misses 2-pt shot at rim,,96-93,,
6:07.0,,,96-93,,Defensive rebound by K. Leonard
6:03.0,,,96-93,,Turnover by K. Leonard (bad pass)
5:37.0,R. Anderson misses 2-pt shot from 24 ft,,96-93,,
5:33.0,Offensive rebound by J. Harden,,96-93,,
5:30.0,E. Gordon misses 2-pt shot at rim,,96-93,,
5:29.0,,,96-93,,Defensive rebound by D. Lee
5:22.0,,,96-93,,P. Mills misses 3-pt shot from 25 ft
5:21.0,Defensive rebound by R. Anderson,,96-93,,
5:12.0,Turnover by N. Hilario (offensive foul),,96-93,,
5:12.0,Offensive foul by N. Hilario,,96-93,,
4:56.0,,,96-93,,D. Lee misses 2-pt shot from 1 ft
4:55.0,,,96-93,,Offensive rebound by K. Leonard
4:52.0,,,96-93,,K. Leonard misses 2-pt shot at rim
4:52.0,,,96-93,,Offensive rebound by K. Leonard
4:52.0,,,96-93,,K. Leonard misses 2-pt shot at rim
4:52.0,,,96-93,,Offensive rebound by K. Anderson
4:52.0,Personal block foul by R. Anderson (drawn by K. Anderson),,96-93,,
4:32.0,,,96-93,,K. Leonard misses 2-pt shot from 14 ft
4:32.0,Defensive rebound by J. Harden,,96-93,,
4:21.0,J. Harden makes 2-pt shot from 2 ft,2,98-93,,
4:09.0,,,98-95,2,P. Mills makes 2-pt shot at rim (assist by D. Lee)
3:54.0,Turnover by N. Hilario (bad pass; steal by K. Anderson),,98-95,,
