time,Minnesota,pts.away,score,pts.home,LA Lakers
7:49.0,T. Jones makes 2-pt shot from 12 ft (assist by G. Dieng),2,38-39,,
7:28.0,,,38-39,,L. Nance misses 2-pt shot from 2 ft
7:26.0,Defensive rebound by G. Dieng,,38-39,,
7:16.0,Shooting foul by C. Brewer (drawn by G. Dieng),,38-39,,
7:16.0,G. Dieng makes free throw 1 of 2,1,39-39,,
7:16.0,G. Dieng makes free throw 2 of 2,1,40-39,,
7:05.0,,,40-39,,Turnover by C. Brewer (lost ball; steal by R. Rubio)
7:02.0,,,40-39,,Violation by C. Brewer (def goaltending)
7:02.0,K. Dunn makes 2-pt shot from 4 ft,2,42-39,,
6:45.0,,,42-39,,D. Russell misses 3-pt shot from 25 ft
6:42.0,Defensive rebound by K. Dunn,,42-39,,
6:39.0,R. Rubio makes 2-pt shot from 17 ft,2,44-39,,
6:22.0,,,44-39,,Turnover by D. Russell (bad pass; steal by T. Jones)
6:16.0,R. Rubio makes 2-pt shot from 3 ft,2,46-39,,
6:14.0,,,46-39,,LA Lakers full timeout
6:14.0,A. Wiggins enters the game for T. Jones,,46-39,,
6:14.0,,,46-39,,B. Ingram enters the game for C. Brewer
6:14.0,,,46-39,,J. Clarkson enters the game for D. Nwaba
5:52.0,,,46-39,,D. Russell misses 2-pt shot from 3 ft (block by K. Dunn)
5:50.0,Defensive rebound by K. Towns,,46-39,,
5:34.0,A. Wiggins makes 2-pt shot from 2 ft (assist by R. Rubio),2,48-39,,
5:26.0,,,48-39,,Shooting foul by G. Dieng (drawn by J. Randle)
5:26.0,,,48-40,1,J. Randle makes free throw 1 of 2
5:26.0,,,48-41,1,J. Randle makes free throw 2 of 2
5:26.0,,,48-40,,I. Zubac enters the game for L. Nance
5:18.0,K. Towns makes 2-pt shot at rim (assist by R. Rubio),2,50-41,,
5:06.0,,,50-41,,Turnover by J. Randle (bad pass; steal by R. Rubio)
5:00.0,K. Dunn makes 2-pt shot from 2 ft,2,52-41,,
4:56.0,,,52-41,,Shooting foul by K. Dunn (drawn by J. Randle)
4:56.0,,,52-42,1,J. Randle makes free throw 1 of 2
4:56.0,,,52-43,1,J. Randle makes free throw 2 of 2
4:51.0,A. Wiggins misses 2-pt shot from 2 ft,,52-43,,
4:51.0,,,52-43,,Defensive rebound by Team
4:42.0,,,52-46,3,J. Randle makes 3-pt shot from 26 ft (assist by J. Clarkson)
4:25.0,A. Wiggins makes 3-pt shot from 23 ft (assist by R. Rubio),3,55-46,,
4:11.0,,,55-49,3,B. Ingram makes 3-pt shot from 23 ft (assist by D. Russell)
3:46.0,K. Dunn makes 2-pt shot from 18 ft (assist by A. Wiggins),2,57-49,,
3:31.0,,,57-49,,Turnover by I. Zubac (lost ball; steal by K. Dunn)
3:25.0,Turnover by G. Dieng (traveling),,57-49,,
3:16.0,,,57-49,,Shooting foul by K. Dunn (drawn by D. Russell)
3:16.0,,,57-50,1,D. Russell makes free throw 1 of 2
3:16.0,,,57-51,1,D. Russell makes free throw 2 of 2
3:16.0,T. Jones enters the game for K. Dunn,,57-50,,
3:00.0,,,57-51,,Personal foul by J. Randle (drawn by K. Towns)
2:47.0,R. Rubio misses 3-pt shot from 24 ft,,57-51,,
2:45.0,,,57-51,,Defensive rebound by B. Ingram
2:43.0,,,57-51,,Turnover by J. Randle (lost ball; steal by T. Jones)
2:38.0,K. Towns makes 2-pt shot at rim (assist by T. Jones),2,59-51,,
2:18.0,,,59-51,,I. Zubac misses 2-pt shot from 21 ft
2:16.0,Defensive rebound by R. Rubio,,59-51,,
2:01.0,K. Towns makes 2-pt shot from 20 ft,2,61-51,,
1:49.0,,,61-51,,Shooting foul by T. Jones (drawn by D. Russell)
1:49.0,Official timeout,,61-51,,
1:49.0,,,61-51,,D. Russell misses free throw 1 of 2
1:49.0,,,61-51,,Offensive rebound by Team
1:49.0,,,61-52,1,D. Russell makes free throw 2 of 2
1:49.0,,,61-51,,L. Nance enters the game for J. Randle
1:39.0,G. Dieng makes 2-pt shot from 17 ft (assist by R. Rubio),2,63-52,,
1:20.0,,,63-54,2,L. Nance makes 2-pt shot at rim (assist by I. Zubac)
1:00.0,R. Rubio makes 2-pt shot from 6 ft (assist by K. Towns),2,65-54,,
0:45.0,,,65-54,,J. Clarkson misses 2-pt shot from 6 ft
0:42.0,Defensive rebound by K. Towns,,65-54,,
0:33.0,Turnover by G. Dieng (traveling),,65-54,,
0:21.0,,,65-54,,J. Clarkson misses 2-pt shot from 6 ft (block by R. Rubio)
0:19.0,Defensive rebound by G. Dieng,,65-54,,
0:04.0,Shooting foul by J. Clarkson (drawn by R. Rubio),,65-54,,
0:04.0,R. Rubio makes free throw 1 of 2,1,66-54,,
0:04.0,R. Rubio makes free throw 2 of 2,1,67-54,,
0:02.0,,,67-54,,Turnover by I. Zubac (bad pass; steal by K. Towns)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,67-54,,Shooting foul by B. Rush (drawn by B. Ingram)
11:45.0,,,67-55,1,B. Ingram makes free throw 1 of 2
11:45.0,,,67-56,1,B. Ingram makes free throw 2 of 2
11:34.0,A. Wiggins misses 2-pt shot from 2 ft,,67-56,,
11:33.0,Offensive rebound by G. Dieng,,67-56,,
11:33.0,G. Dieng misses 2-pt shot from 2 ft,,67-56,,
11:29.0,,,67-56,,Defensive rebound by B. Ingram
11:26.0,,,67-58,2,B. Ingram makes 2-pt shot from 1 ft
11:06.0,G. Dieng makes 2-pt shot from 2 ft (assist by K. Towns),2,69-58,,
10:54.0,,,69-60,2,J. Clarkson makes 2-pt shot from 14 ft (assist by I. Zubac)
10:37.0,A. Wiggins misses 2-pt shot from 21 ft,,69-60,,
10:34.0,,,69-60,,Defensive rebound by J. Randle
10:30.0,,,69-60,,B. Ingram misses 2-pt shot from 4 ft (block by K. Towns)
10:27.0,Defensive rebound by K. Towns,,69-60,,
10:15.0,B. Rush misses 3-pt shot from 25 ft,,69-60,,
10:13.0,,,69-60,,Defensive rebound by J. Randle
10:06.0,,,69-60,,I. Zubac misses 2-pt shot from 2 ft (block by K. Towns)
10:03.0,Jump ball: K. Towns vs. I. Zubac (A. Wiggins gains possession),,,,Jump ball: K. Towns vs. I. Zubac (A. Wiggins gains possession)
10:03.0,Offensive rebound by Team,,69-60,,
9:45.0,R. Rubio makes 3-pt shot from 27 ft (assist by B. Rush),3,72-60,,
9:36.0,Personal foul by G. Dieng (drawn by D. Russell),,72-60,,
9:25.0,,,72-62,2,I. Zubac makes 2-pt shot at rim (assist by J. Clarkson)
9:07.0,K. Towns makes 2-pt shot from 5 ft (assist by R. Rubio),2,74-62,,
8:53.0,,,74-65,3,J. Randle makes 3-pt shot from 24 ft (assist by J. Clarkson)
8:32.0,A. Wiggins makes 2-pt shot from 1 ft,2,76-65,,
8:29.0,,,76-65,,Turnover by J. Clarkson (step out of bounds)
8:20.0,Turnover by B. Rush (step out of bounds),,76-65,,
8:09.0,,,76-65,,Turnover by D. Russell (lost ball; steal by B. Rush)
8:07.0,B. Rush makes 2-pt shot at rim (assist by R. Rubio),2,78-65,,
7:58.0,,,78-65,,J. Clarkson misses 3-pt shot from 26 ft
7:58.0,Defensive rebound by Team,,78-65,,
7:58.0,,,78-65,,Loose ball foul by J. Randle (drawn by K. Towns)
7:44.0,Turnover by K. Towns (offensive goaltending),,78-65,,
7:21.0,,,78-65,,Turnover by J. Randle (lost ball)
6:59.0,R. Rubio makes 2-pt shot from 19 ft (assist by K. Towns),2,80-65,,
6:47.0,,,80-67,2,J. Randle makes 2-pt shot at rim (assist by D. Russell)
6:27.0,G. Dieng makes 2-pt shot from 1 ft (assist by R. Rubio),2,82-67,,
6:11.0,,,82-67,,I. Zubac misses 2-pt shot from 4 ft (block by G. Dieng)
6:11.0,,,82-67,,Offensive rebound by Team
6:04.0,,,82-69,2,J. Randle makes 2-pt shot from 5 ft
5:43.0,Turnover by G. Dieng (lost ball; steal by J. Randle),,82-69,,
5:35.0,,,82-72,3,D. Russell makes 3-pt shot from 25 ft (assist by J. Clarkson)
5:33.0,Minnesota full timeout,,82-72,,
5:15.0,G. Dieng makes 2-pt shot from 2 ft (assist by B. Rush),2,84-72,,
5:00.0,,,84-72,,Turnover by I. Zubac (offensive foul)
5:00.0,,,84-72,,Offensive foul by I. Zubac
5:00.0,K. Dunn enters the game for K. Towns,,84-72,,
5:00.0,O. Casspi enters the game for B. Rush,,84-72,,
5:00.0,,,84-72,,L. Nance enters the game for I. Zubac
4:45.0,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio),2,86-72,,
4:24.0,,,86-74,2,J. Randle makes 2-pt shot at rim (assist by D. Russell)
4:08.0,O. Casspi makes 2-pt shot from 4 ft (assist by R. Rubio),2,88-74,,
3:45.0,,,88-74,,J. Clarkson misses 2-pt shot from 3 ft (block by O. Casspi)
3:45.0,,,88-74,,Offensive rebound by Team
3:45.0,,,88-74,,D. Nwaba enters the game for D. Russell
3:37.0,,,88-77,3,J. Clarkson makes 3-pt shot from 27 ft (assist by L. Nance)
3:19.0,R. Rubio misses 2-pt shot from 15 ft,,88-77,,
3:19.0,Offensive rebound by Team,,88-77,,
3:19.0,,,88-77,,Loose ball foul by L. Nance (drawn by G. Dieng)
3:08.0,A. Wiggins misses 2-pt shot from 2 ft,,88-77,,
3:07.0,Offensive rebound by A. Wiggins,,88-77,,
3:07.0,A. Wiggins misses 2-pt shot from 1 ft,,88-77,,
3:04.0,Offensive rebound by A. Wiggins,,88-77,,
3:04.0,A. Wiggins misses 2-pt shot from 2 ft,,88-77,,
3:01.0,,,88-77,,Defensive rebound by B. Ingram
2:57.0,,,88-77,,LA Lakers full timeout
2:57.0,Jump ball: K. Dunn vs. B. Ingram,,,,Jump ball: K. Dunn vs. B. Ingram
2:57.0,Violation by Team (jump ball),,88-77,,
2:44.0,,,88-77,,B. Ingram misses 3-pt shot from 25 ft
2:43.0,,,88-77,,Offensive rebound by D. Nwaba
2:43.0,,,88-77,,D. Nwaba misses 2-pt shot from 1 ft (block by G. Dieng)
2:43.0,,,88-77,,Offensive rebound by Team
2:38.0,,,88-77,,Turnover by L. Nance (bad pass; steal by K. Dunn)
2:19.0,K. Dunn misses 3-pt shot from 25 ft,,88-77,,
2:18.0,,,88-77,,Defensive rebound by L. Nance
2:03.0,,,88-77,,L. Nance misses 2-pt shot from 4 ft
2:01.0,,,88-77,,Offensive rebound by J. Randle
2:00.0,,,88-77,,J. Randle misses 2-pt shot from 1 ft
1:56.0,,,88-77,,Offensive rebound by L. Nance
1:56.0,Jump ball: L. Nance vs. A. Wiggins (G. Dieng gains possession),,,,Jump ball: L. Nance vs. A. Wiggins (G. Dieng gains possession)
1:56.0,,,88-77,,Turnover by L. Nance (lost ball; steal by A. Wiggins)
1:37.0,O. Casspi misses 2-pt shot from 3 ft (block by J. Randle),,88-77,,
1:35.0,Offensive rebound by O. Casspi,,88-77,,
1:30.0,A. Wiggins misses 3-pt shot from 27 ft,,88-77,,
1:28.0,,,88-77,,Defensive rebound by J. Randle
1:04.0,,,88-80,3,J. Clarkson makes 3-pt shot from 27 ft
0:45.0,K. Dunn misses 3-pt shot from 27 ft,,88-80,,
0:44.0,Offensive rebound by A. Wiggins,,88-80,,
0:34.0,,,88-80,,Personal foul by B. Ingram (drawn by G. Dieng)
0:26.0,A. Wiggins misses 2-pt shot from 4 ft,,88-80,,
0:22.0,,,88-80,,Defensive rebound by D. Nwaba
0:02.0,,,88-80,,J. Randle misses 3-pt shot from 26 ft
0:00.0,,,88-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,O. Casspi misses 2-pt shot from 1 ft,,88-80,,
11:33.0,,,88-80,,Defensive rebound by L. Nance
11:31.0,,,88-80,,Turnover by L. Nance (lost ball; steal by T. Jones)
11:25.0,T. Jones makes 2-pt shot from 1 ft (assist by K. Towns),2,90-80,,
11:05.0,,,90-83,3,J. Clarkson makes 3-pt shot from 25 ft (assist by T. Ennis)
10:39.0,Turnover by T. Jones (traveling),,90-83,,
10:20.0,,,90-85,2,D. Nwaba makes 2-pt shot from 3 ft (assist by L. Nance)
10:20.0,Minnesota full timeout,,90-85,,
10:20.0,A. Wiggins enters the game for O. Casspi,,90-85,,
10:03.0,A. Wiggins makes 3-pt shot from 26 ft (assist by K. Dunn),3,93-85,,
9:38.0,,,93-87,2,T. Ennis makes 2-pt shot from 2 ft
9:16.0,A. Wiggins misses 2-pt shot from 17 ft,,93-87,,
9:14.0,,,93-87,,Defensive rebound by T. Ennis
9:11.0,,,93-87,,T. Ennis misses 2-pt shot from 2 ft (block by K. Dunn)
9:10.0,,,93-87,,Offensive rebound by Team
9:03.0,,,93-90,3,J. Clarkson makes 3-pt shot from 28 ft
8:43.0,,,93-90,,Personal foul by D. Nwaba (drawn by A. Wiggins)
8:30.0,K. Dunn misses 3-pt shot from 24 ft,,93-90,,
8:28.0,,,93-90,,Defensive rebound by T. Ennis
8:13.0,,,93-90,,T. Ennis misses 2-pt shot from 1 ft
8:13.0,,,93-90,,Offensive rebound by Team
8:06.0,,,93-90,,L. Nance misses 2-pt shot from 6 ft
8:01.0,Defensive rebound by A. Wiggins,,93-90,,
7:53.0,Turnover by T. Jones (bad pass; steal by L. Nance),,93-90,,
7:47.0,R. Rubio enters the game for K. Dunn,,93-90,,
7:34.0,,,93-93,3,C. Brewer makes 3-pt shot from 26 ft
7:09.0,,,93-93,,Violation by C. Brewer (kicked ball)
7:00.0,Shooting foul by L. Nance (drawn by T. Jones),,93-93,,
7:00.0,T. Jones makes free throw 1 of 2,1,94-93,,
7:00.0,,,94-93,,LA Lakers full timeout
7:00.0,T. Jones makes free throw 2 of 2,1,95-93,,
7:00.0,K. Dunn enters the game for S. Muhammad,,94-93,,
6:43.0,,,95-95,2,C. Brewer makes 2-pt shot from 14 ft
6:21.0,A. Wiggins makes 2-pt shot from 20 ft (assist by R. Rubio),2,97-95,,
6:06.0,,,97-95,,T. Ennis misses 2-pt shot from 5 ft
6:04.0,Defensive rebound by K. Towns,,97-95,,
5:53.0,K. Dunn makes 2-pt shot from 2 ft (assist by R. Rubio),2,99-95,,
5:43.0,,,99-97,2,C. Brewer makes 2-pt shot from 6 ft (assist by L. Nance)
5:43.0,,,99-97,,Shooting foul by A. Wiggins (drawn by C. Brewer)
5:43.0,,,99-98,1,C. Brewer makes free throw 1 of 1
5:43.0,,,99-97,,D. Russell enters the game for T. Ennis
5:27.0,K. Towns misses 2-pt shot from 2 ft,,99-98,,
5:26.0,Offensive rebound by K. Towns,,99-98,,
5:23.0,K. Towns makes 2-pt shot from 7 ft,2,101-98,,
5:12.0,,,101-98,,C. Brewer misses 2-pt shot from 10 ft
5:10.0,Defensive rebound by K. Towns,,101-98,,
4:58.0,A. Wiggins misses 2-pt shot from 23 ft,,101-98,,
4:55.0,,,101-98,,Defensive rebound by D. Nwaba
4:47.0,,,101-98,,L. Nance misses 2-pt shot from 11 ft
4:45.0,Defensive rebound by K. Dunn,,101-98,,
4:25.0,R. Rubio misses 2-pt shot from 3 ft,,101-98,,
4:24.0,Offensive rebound by K. Towns,,101-98,,
4:23.0,,,101-98,,Violation by C. Brewer (def goaltending)
4:23.0,K. Towns makes 2-pt shot from 3 ft,2,103-98,,
4:04.0,,,103-98,,D. Russell misses 3-pt shot from 24 ft
4:02.0,,,103-98,,Offensive rebound by C. Brewer
4:02.0,,,103-100,2,C. Brewer makes 2-pt shot at rim
3:48.0,A. Wiggins makes 3-pt shot from 25 ft (assist by R. Rubio),3,106-100,,
3:32.0,,,106-100,,D. Russell misses 2-pt shot from 18 ft
3:31.0,,,106-100,,Offensive rebound by L. Nance
3:29.0,,,106-100,,L. Nance misses 2-pt shot from 2 ft
3:26.0,,,106-100,,Offensive rebound by C. Brewer
3:25.0,,,106-100,,C. Brewer misses 2-pt shot from 1 ft
3:22.0,Defensive rebound by T. Jones,,106-100,,
3:22.0,,,106-100,,Personal foul by C. Brewer (drawn by T. Jones)
2:59.0,R. Rubio misses 3-pt shot from 25 ft,,106-100,,
2:59.0,Offensive rebound by K. Towns,,106-100,,
2:54.0,Turnover by Team (back court),,106-100,,
2:54.0,Official timeout,,106-100,,
2:54.0,,,106-100,,J. Randle enters the game for L. Nance
2:44.0,,,106-100,,J. Randle misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by Team,,106-100,,
2:26.0,Shooting foul by D. Nwaba (drawn by R. Rubio),,106-100,,
2:26.0,R. Rubio makes free throw 1 of 2,1,107-100,,
2:26.0,R. Rubio makes free throw 2 of 2,1,108-100,,
2:26.0,,,107-100,,L. Nance enters the game for C. Brewer
2:15.0,,,108-103,3,D. Russell makes 3-pt shot from 25 ft (assist by J. Randle)
1:49.0,A. Wiggins misses 2-pt shot from 18 ft,,108-103,,
1:48.0,,,108-103,,Defensive rebound by J. Clarkson
1:42.0,,,108-106,3,J. Clarkson makes 3-pt shot from 26 ft
1:42.0,,,108-106,,Shooting foul by K. Towns (drawn by J. Clarkson)
1:42.0,,,108-107,1,J. Clarkson makes free throw 1 of 1
1:42.0,Minnesota full timeout,,108-107,,
1:42.0,G. Dieng enters the game for T. Jones,,108-106,,
1:20.0,K. Towns misses 2-pt shot from 3 ft (block by J. Randle),,108-107,,
1:18.0,,,108-107,,Defensive rebound by J. Randle
1:00.0,,,108-109,2,J. Randle makes 2-pt shot from 8 ft
1:00.0,Minnesota full timeout,,108-109,,
1:00.0,T. Jones enters the game for K. Dunn,,108-109,,
0:50.0,R. Rubio misses 3-pt shot from 27 ft,,108-109,,
0:49.0,Offensive rebound by Team,,108-109,,
0:47.0,Minnesota full timeout,,108-109,,
