time,LA Lakers,pts.away,score,pts.home,Phoenix
8:12.0,I. Zubac enters the game for T. Black,,2-10,,
8:07.0,,,2-10,,Personal foul by M. Chriss (drawn by B. Ingram)
8:06.0,Turnover by B. Ingram (bad pass; steal by E. Bledsoe),,2-10,,
8:01.0,,,2-12,2,T. Warren makes 2-pt shot from 2 ft (assist by E. Bledsoe)
7:43.0,D. Russell makes 2-pt shot from 17 ft,2,4-12,,
7:30.0,,,4-12,,Turnover by D. Booker (bad pass; steal by D. Russell)
7:25.0,N. Young makes 2-pt shot from 1 ft (assist by D. Russell),2,6-12,,
7:08.0,,,6-14,2,D. Booker makes 2-pt shot from 20 ft (assist by E. Bledsoe)
6:51.0,D. Russell misses 2-pt shot from 13 ft,,6-14,,
6:48.0,,,6-14,,Defensive rebound by E. Bledsoe
6:45.0,,,6-16,2,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe)
6:29.0,D. Russell misses 3-pt shot from 25 ft,,6-16,,
6:27.0,,,6-16,,Defensive rebound by T. Warren
6:15.0,,,6-19,3,E. Bledsoe makes 3-pt shot from 26 ft
5:59.0,Turnover by D. Russell (bad pass; steal by T. Chandler),,6-19,,
5:55.0,,,6-21,2,D. Booker makes 2-pt shot at rim (assist by T. Warren)
5:54.0,LA Lakers full timeout,,6-21,,
5:54.0,J. Clarkson enters the game for B. Ingram,,6-21,,
5:54.0,L. Nance enters the game for J. Randle,,6-21,,
5:54.0,L. Deng enters the game for N. Young,,6-21,,
5:54.0,L. Williams enters the game for D. Russell,,6-21,,
5:38.0,Turnover by J. Clarkson (bad pass; steal by T. Warren),,6-21,,
5:30.0,,,6-21,,Turnover by D. Booker (bad pass; steal by L. Nance)
5:21.0,L. Deng misses 3-pt shot from 26 ft,,6-21,,
5:19.0,,,6-21,,Defensive rebound by D. Booker
5:13.0,,,6-23,2,M. Chriss makes 2-pt shot at rim (assist by E. Bledsoe)
5:01.0,I. Zubac misses 2-pt shot from 4 ft,,6-23,,
4:56.0,,,6-23,,Defensive rebound by M. Chriss
4:53.0,,,6-23,,Shooting foul by L. Deng (drawn by D. Booker)
4:53.0,,,6-24,1,D. Booker makes free throw 1 of 2
4:53.0,,,6-24,,D. Booker misses free throw 2 of 2
4:53.0,,,6-24,,P. Tucker enters the game for T. Warren
4:53.0,,,6-24,,A. Len enters the game for T. Chandler
4:52.0,Defensive rebound by J. Clarkson,,6-24,,
4:41.0,Turnover by L. Williams (lost ball),,6-24,,
4:34.0,,,6-24,,Shooting foul by I. Zubac (drawn by A. Len)
4:34.0,,,6-25,1,A. Len makes free throw 1 of 2
4:34.0,,,6-25,,A. Len misses free throw 2 of 2
4:33.0,Defensive rebound by L. Nance,,6-25,,
4:16.0,Shooting foul by M. Chriss (drawn by I. Zubac),,6-25,,
4:16.0,I. Zubac makes free throw 1 of 2,1,7-25,,
4:16.0,I. Zubac makes free throw 2 of 2,1,8-25,,
4:06.0,,,8-25,,Turnover by A. Len (bad pass)
3:46.0,L. Williams misses 2-pt shot from 1 ft,,8-25,,
3:43.0,,,8-25,,Defensive rebound by A. Len
3:27.0,,,8-25,,D. Booker misses 2-pt shot from 13 ft
3:25.0,,,8-25,,Offensive rebound by M. Chriss
3:25.0,,,8-27,2,M. Chriss makes 2-pt shot at rim
3:14.0,I. Zubac misses 2-pt shot from 1 ft,,8-27,,
3:12.0,,,8-27,,Defensive rebound by A. Len
3:07.0,,,8-27,,E. Bledsoe misses 3-pt shot from 24 ft
3:04.0,Defensive rebound by I. Zubac,,8-27,,
3:00.0,J. Clarkson misses 3-pt shot from 25 ft,,8-27,,
2:59.0,Offensive rebound by Team,,8-27,,
2:59.0,,,8-27,,Phoenix full timeout
2:59.0,,,8-27,,J. Dudley enters the game for M. Chriss
2:59.0,,,8-27,,B. Knight enters the game for E. Bledsoe
2:52.0,L. Deng makes 2-pt shot from 8 ft (assist by L. Nance),2,10-27,,
2:38.0,,,10-29,2,A. Len makes 2-pt shot from 19 ft (assist by B. Knight)
2:31.0,Offensive foul by I. Zubac,,10-29,,
2:31.0,Turnover by I. Zubac (offensive foul),,10-29,,
2:19.0,,,10-29,,J. Dudley misses 3-pt shot from 25 ft
2:17.0,Defensive rebound by L. Deng,,10-29,,
2:09.0,L. Deng misses 2-pt shot from 2 ft,,10-29,,
2:06.0,,,10-29,,Defensive rebound by A. Len
2:00.0,,,10-29,,J. Dudley misses 3-pt shot from 23 ft
1:59.0,,,10-29,,Offensive rebound by A. Len
1:41.0,,,10-32,3,D. Booker makes 3-pt shot from 26 ft (assist by B. Knight)
1:14.0,Shooting foul by B. Knight (drawn by J. Clarkson),,10-32,,
1:14.0,J. Clarkson misses free throw 1 of 2,,10-32,,
1:14.0,Offensive rebound by Team,,10-32,,
1:14.0,J. Clarkson makes free throw 2 of 2,1,11-32,,
0:55.0,,,11-32,,B. Knight misses 3-pt shot from 23 ft
0:52.0,,,11-32,,Offensive rebound by A. Len
0:41.0,,,11-32,,A. Len misses 2-pt shot from 3 ft
0:37.0,Defensive rebound by I. Zubac,,11-32,,
0:33.0,I. Zubac misses 2-pt shot from 6 ft,,11-32,,
0:31.0,Offensive rebound by I. Zubac,,11-32,,
0:31.0,I. Zubac makes 2-pt shot from 6 ft,2,13-32,,
0:07.0,,,13-32,,Turnover by A. Len (bad pass)
0:02.0,L. Williams makes 2-pt shot from 2 ft,2,15-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,15-34,2,B. Knight makes 2-pt shot from 16 ft
11:25.0,I. Zubac makes 2-pt shot from 20 ft (assist by L. Nance),2,17-34,,
11:12.0,,,17-34,,Shooting foul by I. Zubac (drawn by A. Len)
11:12.0,,,17-35,1,A. Len makes free throw 1 of 2
11:12.0,,,17-36,1,A. Len makes free throw 2 of 2
11:12.0,B. Ingram enters the game for I. Zubac,,17-35,,
11:01.0,Shooting foul by P. Tucker (drawn by L. Deng),,17-36,,
11:01.0,L. Deng makes free throw 1 of 2,1,18-36,,
11:01.0,L. Deng makes free throw 2 of 2,1,19-36,,
10:46.0,,,19-36,,A. Len misses 2-pt shot from 4 ft
10:44.0,Defensive rebound by L. Williams,,19-36,,
10:40.0,L. Williams makes 2-pt shot from 5 ft,2,21-36,,
10:40.0,Shooting foul by B. Knight,,21-36,,
10:40.0,L. Williams misses free throw 1 of 1,,21-36,,
10:39.0,,,21-36,,Defensive rebound by A. Len
10:28.0,,,21-39,3,P. Tucker makes 3-pt shot from 23 ft (assist by B. Knight)
10:15.0,J. Clarkson makes 2-pt shot from 22 ft,2,23-39,,
10:02.0,,,23-39,,P. Tucker misses 2-pt shot from 2 ft
10:01.0,Defensive rebound by Team,,23-39,,
9:53.0,L. Williams makes 3-pt shot from 26 ft,3,26-39,,
9:52.0,,,26-39,,Phoenix full timeout
9:43.0,,,26-39,,L. Barbosa misses 2-pt shot from 23 ft
9:41.0,Defensive rebound by J. Clarkson,,26-39,,
9:37.0,J. Clarkson misses 2-pt shot from 3 ft (block by L. Barbosa),,26-39,,
9:36.0,,,26-39,,Defensive rebound by Team
9:25.0,,,26-41,2,A. Len makes 2-pt shot from 6 ft (assist by B. Knight)
9:13.0,,,26-41,,Violation by A. Len (kicked ball)
9:04.0,J. Clarkson makes 2-pt shot from 2 ft,2,28-41,,
8:51.0,,,28-41,,Turnover by L. Barbosa (bad pass; steal by L. Williams)
8:43.0,L. Deng makes 2-pt shot from 1 ft (assist by L. Williams),2,30-41,,
8:28.0,,,30-43,2,L. Barbosa makes 2-pt shot from 2 ft
8:28.0,,,30-43,,Shooting foul by L. Williams (drawn by L. Barbosa)
8:28.0,,,30-44,1,L. Barbosa makes free throw 1 of 1
8:28.0,,,30-43,,E. Bledsoe enters the game for B. Knight
8:16.0,L. Deng misses 3-pt shot from 24 ft,,30-44,,
8:14.0,,,30-44,,Defensive rebound by A. Len
8:10.0,Personal foul by J. Clarkson (drawn by E. Bledsoe),,30-44,,
8:10.0,,,30-44,,D. Booker enters the game for L. Barbosa
8:10.0,T. Black enters the game for L. Nance,,30-44,,
8:03.0,,,30-46,2,E. Bledsoe makes 2-pt shot from 15 ft
7:49.0,B. Ingram misses 2-pt shot from 16 ft,,30-46,,
7:48.0,,,30-46,,Defensive rebound by E. Bledsoe
7:28.0,,,30-46,,Shooting foul by L. Deng (drawn by A. Len)
7:28.0,,,30-47,1,A. Len makes free throw 1 of 2
7:28.0,,,30-48,1,A. Len makes free throw 2 of 2
7:28.0,J. Randle enters the game for L. Deng,,30-47,,
7:19.0,J. Randle makes 2-pt shot from 9 ft (assist by L. Williams),2,32-48,,
7:08.0,,,32-48,,Turnover by A. Len (bad pass; steal by B. Ingram)
7:02.0,Turnover by J. Clarkson (traveling),,32-48,,
6:59.0,,,32-50,2,D. Booker makes 2-pt shot from 23 ft (assist by J. Dudley)
6:48.0,Shooting foul by P. Tucker,,32-50,,
6:48.0,L. Williams makes free throw 1 of 2,1,33-50,,
6:48.0,L. Williams makes free throw 2 of 2,1,34-50,,
6:48.0,D. Russell enters the game for J. Clarkson,,33-50,,
6:37.0,,,34-50,,A. Len misses 2-pt shot from 3 ft
6:33.0,Defensive rebound by D. Russell,,34-50,,
6:30.0,L. Williams misses 2-pt shot from 21 ft,,34-50,,
6:27.0,,,34-50,,Defensive rebound by J. Dudley
6:25.0,,,34-50,,P. Tucker misses 2-pt shot from 2 ft
6:24.0,,,34-50,,Offensive rebound by D. Booker
6:24.0,,,34-50,,Turnover by D. Booker (traveling)
6:24.0,N. Young enters the game for L. Williams,,34-50,,
6:24.0,,,34-50,,T. Chandler enters the game for A. Len
6:24.0,,,34-50,,Phoenix full timeout
6:24.0,,,34-50,,T. Warren enters the game for P. Tucker
6:07.0,J. Randle misses 2-pt shot from 7 ft,,34-50,,
6:05.0,Offensive rebound by J. Randle,,34-50,,
6:02.0,N. Young makes 3-pt shot from 25 ft (assist by D. Russell),3,37-50,,
5:51.0,,,37-50,,D. Booker misses 2-pt shot from 18 ft
5:49.0,Defensive rebound by B. Ingram,,37-50,,
5:45.0,Shooting foul by T. Chandler (drawn by T. Black),,37-50,,
5:45.0,T. Black makes free throw 1 of 2,1,38-50,,
5:45.0,T. Black makes free throw 2 of 2,1,39-50,,
5:45.0,,,37-50,,M. Chriss enters the game for J. Dudley
5:36.0,,,39-50,,Shooting foul by T. Black (drawn by E. Bledsoe)
5:36.0,,,39-51,1,E. Bledsoe makes free throw 1 of 2
5:36.0,,,39-52,1,E. Bledsoe makes free throw 2 of 2
5:13.0,N. Young misses 2-pt shot from 22 ft,,39-52,,
5:11.0,,,39-52,,Defensive rebound by E. Bledsoe
5:05.0,,,39-55,3,D. Booker makes 3-pt shot from 26 ft (assist by E. Bledsoe)
4:53.0,T. Black misses 2-pt shot from 6 ft (block by T. Chandler),,39-55,,
4:53.0,Offensive rebound by Team,,39-55,,
4:49.0,D. Russell misses 2-pt shot from 13 ft,,39-55,,
4:47.0,,,39-55,,Defensive rebound by M. Chriss
4:31.0,,,39-55,,E. Bledsoe misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by T. Black,,39-55,,
4:25.0,D. Russell misses 3-pt shot from 25 ft,,39-55,,
4:22.0,,,39-55,,Defensive rebound by T. Chandler
4:19.0,,,39-58,3,D. Booker makes 3-pt shot from 25 ft (assist by E. Bledsoe)
4:02.0,N. Young misses 3-pt shot from 23 ft,,39-58,,
4:00.0,,,39-58,,Defensive rebound by M. Chriss
3:39.0,,,39-58,,M. Chriss misses 2-pt shot from 2 ft (block by B. Ingram)
3:38.0,,,39-58,,Offensive rebound by M. Chriss
3:38.0,,,39-58,,Shooting foul by T. Black (drawn by M. Chriss)
3:38.0,,,39-58,,M. Chriss misses free throw 1 of 2
3:38.0,,,39-58,,Offensive rebound by Team
3:38.0,,,39-59,1,M. Chriss makes free throw 2 of 2
3:38.0,L. Nance enters the game for T. Black,,39-58,,
3:23.0,B. Ingram makes 2-pt shot from 2 ft,2,41-59,,
3:02.0,,,41-59,,T. Chandler misses 2-pt shot from 2 ft
3:00.0,,,41-59,,Offensive rebound by T. Warren
2:57.0,,,41-59,,T. Warren misses 2-pt shot from 3 ft
2:56.0,Defensive rebound by J. Randle,,41-59,,
2:50.0,D. Russell makes 3-pt shot from 24 ft (assist by J. Randle),3,44-59,,
2:27.0,,,44-61,2,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe)
2:17.0,D. Russell misses 2-pt shot from 14 ft,,44-61,,
2:15.0,,,44-61,,Defensive rebound by D. Booker
1:57.0,,,44-61,,E. Bledsoe misses 2-pt shot from 8 ft
1:54.0,Defensive rebound by D. Russell,,44-61,,
1:46.0,J. Randle makes 2-pt shot from 17 ft (assist by D. Russell),2,46-61,,
1:30.0,,,46-63,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
1:11.0,N. Young misses 2-pt shot from 19 ft,,46-63,,
1:09.0,,,46-63,,Defensive rebound by T. Chandler
1:05.0,,,46-65,2,M. Chriss makes 2-pt shot at rim (assist by E. Bledsoe)
1:03.0,LA Lakers full timeout,,46-65,,
1:03.0,Violation by Team (jump ball),,46-65,,
0:38.0,B. Ingram misses 2-pt shot from 16 ft,,46-65,,
0:34.0,,,46-65,,Defensive rebound by D. Booker
0:16.0,,,46-65,,E. Bledsoe misses 2-pt shot from 7 ft
0:15.0,Defensive rebound by L. Nance,,46-65,,
0:04.0,D. Russell makes 2-pt shot from 2 ft,2,48-65,,
0:00.0,,,48-68,3,E. Bledsoe makes 3-pt shot from 41 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,48-68,,Shooting foul by J. Randle
11:41.0,,,48-69,1,T. Warren makes free throw 1 of 2
11:41.0,,,48-70,1,T. Warren makes free throw 2 of 2
11:26.0,Offensive foul by T. Black,,48-70,,
11:26.0,Turnover by T. Black (offensive foul),,48-70,,
11:23.0,I. Zubac enters the game for T. Black,,48-70,,
11:19.0,,,48-70,,M. Chriss misses 2-pt shot at rim
11:15.0,Defensive rebound by D. Russell,,48-70,,
11:05.0,N. Young misses 3-pt shot from 23 ft (block by T. Warren),,48-70,,
11:02.0,Offensive rebound by I. Zubac,,48-70,,
11:01.0,J. Randle misses 2-pt shot from 2 ft (block by M. Chriss),,48-70,,
11:00.0,,,48-70,,Defensive rebound by M. Chriss
11:00.0,Personal foul by N. Young (drawn by M. Chriss),,48-70,,
10:44.0,,,48-70,,T. Chandler misses 2-pt shot from 2 ft
10:41.0,Defensive rebound by J. Randle,,48-70,,
10:35.0,D. Russell misses 2-pt shot from 2 ft,,48-70,,
10:31.0,,,48-70,,Defensive rebound by T. Chandler
10:21.0,,,48-72,2,T. Chandler makes 2-pt shot from 2 ft (assist by T. Warren)
10:08.0,I. Zubac makes 2-pt shot from 17 ft (assist by D. Russell),2,50-72,,
9:47.0,,,50-74,2,E. Bledsoe makes 2-pt shot from 6 ft
9:29.0,N. Young misses 3-pt shot from 25 ft,,50-74,,
9:27.0,,,50-74,,Defensive rebound by T. Chandler
9:11.0,,,50-74,,E. Bledsoe misses 2-pt shot from 10 ft
9:07.0,Defensive rebound by J. Randle,,50-74,,
9:05.0,B. Ingram misses 2-pt shot from 1 ft (block by M. Chriss),,50-74,,
9:01.0,Offensive rebound by N. Young,,50-74,,
9:00.0,N. Young misses 2-pt shot from 1 ft (block by T. Warren),,50-74,,
8:58.0,,,50-74,,Defensive rebound by M. Chriss
8:56.0,,,50-74,,D. Booker misses 3-pt shot from 25 ft
8:55.0,Defensive rebound by B. Ingram,,50-74,,
8:53.0,Shooting foul by D. Booker (drawn by I. Zubac),,50-74,,
8:53.0,I. Zubac misses free throw 1 of 2,,50-74,,
8:53.0,Offensive rebound by Team,,50-74,,
8:53.0,I. Zubac misses free throw 2 of 2,,50-74,,
8:52.0,,,50-74,,Defensive rebound by T. Chandler
8:46.0,,,50-76,2,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe)
8:46.0,,,50-76,,Shooting foul by I. Zubac
8:46.0,,,50-77,1,T. Warren makes free throw 1 of 1
8:22.0,N. Young misses 3-pt shot from 23 ft,,50-77,,
8:21.0,,,50-77,,Defensive rebound by T. Warren
8:17.0,,,50-77,,Turnover by E. Bledsoe (bad pass)
8:10.0,D. Russell makes 2-pt shot from 18 ft,2,52-77,,
8:00.0,,,52-77,,Shooting foul by J. Randle (drawn by M. Chriss)
8:00.0,,,52-78,1,M. Chriss makes free throw 1 of 2
8:00.0,,,52-78,,M. Chriss misses free throw 2 of 2
7:59.0,Defensive rebound by J. Randle,,52-78,,
7:47.0,D. Russell makes 2-pt shot from 20 ft,2,54-78,,
7:32.0,,,54-80,2,E. Bledsoe makes 2-pt shot from 2 ft
7:16.0,Shooting foul by D. Booker (drawn by D. Russell),,54-80,,
7:16.0,D. Russell makes free throw 1 of 3,1,55-80,,
7:16.0,D. Russell makes free throw 2 of 3,1,56-80,,
7:16.0,D. Russell makes free throw 3 of 3,1,57-80,,
7:03.0,,,57-80,,D. Booker misses 3-pt shot from 25 ft
7:02.0,,,57-80,,Offensive rebound by T. Chandler
6:57.0,,,57-80,,Shooting foul by D. Russell (drawn by E. Bledsoe)
6:57.0,,,57-81,1,E. Bledsoe makes free throw 1 of 3
6:57.0,,,57-82,1,E. Bledsoe makes free throw 2 of 3
6:57.0,,,57-83,1,E. Bledsoe makes free throw 3 of 3
6:44.0,B. Ingram misses 3-pt shot from 23 ft,,57-83,,
6:42.0,,,57-83,,Defensive rebound by E. Bledsoe
6:38.0,,,57-83,,M. Chriss misses 2-pt shot at rim
6:36.0,,,57-83,,Offensive rebound by E. Bledsoe
6:34.0,,,57-85,2,T. Chandler makes 2-pt shot at rim (assist by E. Bledsoe)
6:34.0,LA Lakers full timeout,,57-85,,
6:34.0,J. Clarkson enters the game for B. Ingram,,57-85,,
6:34.0,L. Deng enters the game for J. Randle,,57-85,,
6:34.0,L. Williams enters the game for N. Young,,57-85,,
6:34.0,L. Nance enters the game for D. Russell,,57-85,,
6:34.0,M. Huertas enters the game for I. Zubac,,57-85,,
6:18.0,Turnover by L. Williams (bad pass; steal by M. Chriss),,57-85,,
6:18.0,Personal foul by L. Nance (drawn by M. Chriss),,57-85,,
6:18.0,,,57-86,1,M. Chriss makes free throw 1 of 2
6:18.0,,,57-87,1,M. Chriss makes free throw 2 of 2
6:06.0,L. Williams makes 2-pt shot from 1 ft,2,59-87,,
5:49.0,,,59-87,,Shooting foul by L. Deng (drawn by T. Chandler)
5:49.0,,,59-88,1,T. Chandler makes free throw 1 of 2
5:49.0,,,59-89,1,T. Chandler makes free throw 2 of 2
5:27.0,L. Williams makes 2-pt shot from 9 ft,2,61-89,,
5:05.0,,,61-89,,M. Chriss misses 2-pt shot from 6 ft (block by L. Deng)
5:02.0,Defensive rebound by J. Clarkson,,61-89,,
4:55.0,L. Williams makes 3-pt shot from 24 ft (assist by L. Nance),3,64-89,,
4:55.0,,,64-89,,Phoenix full timeout
4:55.0,,,64-89,,A. Len enters the game for T. Warren
4:55.0,,,64-89,,P. Tucker enters the game for T. Chandler
4:38.0,,,64-89,,M. Chriss misses 3-pt shot from 25 ft
4:36.0,,,64-89,,Offensive rebound by P. Tucker
4:35.0,,,64-91,2,P. Tucker makes 2-pt shot from 2 ft
4:14.0,M. Huertas misses 2-pt shot from 5 ft,,64-91,,
4:13.0,Offensive rebound by L. Williams,,64-91,,
4:09.0,L. Williams misses 2-pt shot from 23 ft,,64-91,,
4:06.0,,,64-91,,Defensive rebound by P. Tucker
3:50.0,,,64-91,,A. Len misses 2-pt shot from 18 ft
3:48.0,Defensive rebound by L. Nance,,64-91,,
3:47.0,Turnover by J. Clarkson (offensive foul),,64-91,,
3:47.0,Offensive charge foul by J. Clarkson,,64-91,,
3:32.0,,,64-93,2,D. Booker makes 2-pt shot from 20 ft
3:12.0,J. Clarkson makes 3-pt shot from 26 ft,3,67-93,,
3:01.0,,,67-93,,Turnover by E. Bledsoe (bad pass; steal by L. Williams)
2:57.0,J. Clarkson misses 2-pt shot from 2 ft (block by D. Booker),,67-93,,
2:54.0,,,67-93,,Defensive rebound by M. Chriss
2:48.0,,,67-93,,Offensive foul by E. Bledsoe
2:48.0,,,67-93,,Turnover by E. Bledsoe (offensive foul)
2:30.0,L. Nance makes 2-pt shot from 16 ft (assist by M. Huertas),2,69-93,,
2:16.0,Personal foul by L. Williams,,69-93,,
2:16.0,,,69-94,1,P. Tucker makes free throw 1 of 2
2:16.0,,,69-95,1,P. Tucker makes free throw 2 of 2
2:16.0,,,69-94,,B. Knight enters the game for D. Booker
1:57.0,L. Deng makes 3-pt shot from 24 ft (assist by L. Nance),3,72-95,,
1:46.0,,,72-95,,Shooting foul by L. Nance (drawn by E. Bledsoe)
1:46.0,,,72-95,,E. Bledsoe misses free throw 1 of 2
1:46.0,,,72-95,,Offensive rebound by Team
1:46.0,,,72-96,1,E. Bledsoe makes free throw 2 of 2
1:46.0,,,72-95,,J. Dudley enters the game for M. Chriss
1:32.0,J. Clarkson makes 2-pt shot from 2 ft,2,74-96,,
1:32.0,Shooting foul by A. Len (drawn by J. Clarkson),,74-96,,
1:32.0,J. Clarkson misses free throw 1 of 1,,74-96,,
1:31.0,,,74-96,,Defensive rebound by E. Bledsoe
1:19.0,,,74-98,2,E. Bledsoe makes 2-pt shot from 20 ft
1:06.0,M. Huertas misses 3-pt shot from 25 ft,,74-98,,
1:04.0,,,74-98,,Defensive rebound by P. Tucker
0:49.0,,,74-98,,E. Bledsoe misses 2-pt shot from 5 ft
0:48.0,,,74-98,,Offensive rebound by A. Len
0:48.0,,,74-100,2,A. Len makes 2-pt shot from 2 ft
0:36.0,M. Huertas makes 2-pt shot from 12 ft (assist by L. Nance),2,76-100,,
0:17.0,,,76-102,2,A. Len makes 2-pt shot from 3 ft
0:01.0,L. Nance misses 2-pt shot from 16 ft,,76-102,,
0:00.0,,,76-102,,Defensive rebound by E. Bledsoe
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,L. Nance misses 2-pt shot from 2 ft,,76-102,,
11:40.0,,,76-102,,Defensive rebound by A. Len
11:23.0,,,76-102,,Turnover by A. Len (bad pass; steal by J. Clarkson)
11:20.0,J. Clarkson makes 2-pt shot at rim,2,78-102,,
10:59.0,,,78-102,,Shooting foul by M. Huertas (drawn by E. Bledsoe)
10:59.0,,,78-103,1,E. Bledsoe makes free throw 1 of 2
10:59.0,,,78-104,1,E. Bledsoe makes free throw 2 of 2
10:49.0,Shooting foul by A. Len,,78-104,,
10:49.0,L. Williams makes free throw 1 of 2,1,79-104,,
10:49.0,L. Williams makes free throw 2 of 2,1,80-104,,
10:35.0,,,80-106,2,P. Tucker makes 2-pt shot from 23 ft (assist by A. Len)
10:23.0,L. Nance misses 2-pt shot at rim,,80-106,,
10:23.0,,,80-106,,Defensive rebound by J. Dudley
10:15.0,,,80-108,2,A. Len makes 2-pt shot at rim (assist by J. Dudley)
10:05.0,L. Williams misses 2-pt shot from 5 ft (block by A. Len),,80-108,,
10:05.0,Offensive rebound by Team,,80-108,,
9:58.0,M. Huertas misses 2-pt shot from 1 ft,,80-108,,
9:57.0,,,80-108,,Defensive rebound by J. Dudley
9:52.0,,,80-111,3,J. Dudley makes 3-pt shot from 25 ft (assist by E. Bledsoe)
9:51.0,LA Lakers full timeout,,80-111,,
9:51.0,D. Russell enters the game for L. Nance,,80-111,,
9:51.0,J. Randle enters the game for M. Huertas,,80-111,,
9:33.0,D. Russell misses 2-pt shot from 18 ft,,80-111,,
9:31.0,,,80-111,,Defensive rebound by E. Bledsoe
9:11.0,,,80-114,3,B. Knight makes 3-pt shot from 26 ft
8:57.0,J. Clarkson makes 3-pt shot from 26 ft (assist by J. Randle),3,83-114,,
8:39.0,,,83-114,,B. Knight misses 3-pt shot from 24 ft
8:37.0,Defensive rebound by J. Randle,,83-114,,
8:30.0,L. Williams makes 3-pt shot from 25 ft (assist by J. Randle),3,86-114,,
8:11.0,,,86-114,,B. Knight misses 3-pt shot from 25 ft
8:09.0,Defensive rebound by J. Randle,,86-114,,
8:05.0,J. Randle makes 2-pt shot from 1 ft,2,88-114,,
8:05.0,Shooting foul by A. Len (drawn by J. Randle),,88-114,,
8:05.0,J. Randle makes free throw 1 of 1,1,89-114,,
7:41.0,,,89-117,3,E. Bledsoe makes 3-pt shot from 26 ft (assist by A. Len)
7:30.0,,,89-117,,Personal foul by J. Dudley (drawn by L. Deng)
7:21.0,D. Russell misses 2-pt shot from 11 ft,,89-117,,
7:19.0,,,89-117,,Defensive rebound by J. Dudley
6:55.0,,,89-117,,A. Len misses 2-pt shot from 3 ft
6:51.0,Defensive rebound by L. Deng,,89-117,,
6:47.0,J. Randle makes 2-pt shot from 1 ft (assist by L. Williams),2,91-117,,
6:25.0,,,91-117,,Turnover by J. Dudley (bad pass; steal by L. Williams)
6:19.0,L. Williams misses 2-pt shot from 7 ft (block by B. Knight),,91-117,,
6:19.0,,,91-117,,Defensive rebound by B. Knight
6:15.0,,,91-117,,P. Tucker misses 3-pt shot from 24 ft
