time,LA Lakers,pts.away,score,pts.home,Memphis
1:09.0,J. Randle makes 2-pt shot from 2 ft,2,22-23,,
0:49.0,Personal foul by J. Randle (drawn by M. Gasol),,22-23,,
0:49.0,T. Robinson enters the game for J. Randle,,22-23,,
0:49.0,Violation by Team (jump ball),,22-23,,
0:42.0,,,22-25,2,M. Gasol makes 2-pt shot from 22 ft (assist by W. Baldwin)
0:27.0,Shooting foul by T. Allen,,22-25,,
0:27.0,L. Williams makes free throw 1 of 3,1,23-25,,
0:27.0,L. Williams makes free throw 2 of 3,1,24-25,,
0:27.0,L. Williams makes free throw 3 of 3,1,25-25,,
0:27.0,,,24-25,,A. Harrison enters the game for T. Allen
0:03.0,,,25-25,,A. Harrison misses 3-pt shot from 25 ft
0:03.0,,,25-25,,Offensive rebound by Team
0:03.0,,,25-25,,Turnover by Team (bad pass)
0:02.0,Turnover by T. Black (bad pass; steal by W. Baldwin),,25-25,,
0:00.0,,,25-25,,A. Harrison misses 3-pt shot from 70 ft
0:00.0,,,25-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,J. Clarkson misses 2-pt shot from 5 ft (block by W. Baldwin),,25-25,,
11:45.0,,,25-25,,Defensive rebound by Team
11:32.0,Personal foul by J. Clarkson (drawn by A. Harrison),,25-25,,
11:25.0,,,25-25,,W. Baldwin misses 2-pt shot from 16 ft
11:23.0,Defensive rebound by T. Robinson,,25-25,,
11:14.0,Shooting foul by W. Baldwin,,25-25,,
11:14.0,L. Williams makes free throw 1 of 3,1,26-25,,
11:14.0,L. Williams makes free throw 2 of 3,1,27-25,,
11:14.0,L. Williams makes free throw 3 of 3,1,28-25,,
11:01.0,,,28-28,3,J. Martin makes 3-pt shot from 24 ft (assist by T. Williams)
10:40.0,Shooting foul by J. Martin (drawn by L. Deng),,28-28,,
10:40.0,L. Deng makes 2-pt shot from 14 ft,2,30-28,,
10:40.0,L. Deng misses free throw 1 of 1,,30-28,,
10:39.0,,,30-28,,Defensive rebound by T. Williams
10:24.0,,,30-28,,M. Gasol misses 2-pt shot from 12 ft
10:22.0,Defensive rebound by J. Clarkson,,30-28,,
10:13.0,T. Black makes 2-pt shot from 6 ft (assist by J. Clarkson),2,32-28,,
10:07.0,,,32-28,,Memphis full timeout
10:07.0,,,32-28,,T. Daniels enters the game for W. Baldwin
9:56.0,,,32-31,3,A. Harrison makes 3-pt shot from 23 ft (assist by M. Gasol)
9:37.0,T. Black makes 2-pt shot from 2 ft (assist by J. Clarkson),2,34-31,,
9:19.0,,,34-31,,Shooting foul by J. Clarkson (drawn by J. Martin)
9:19.0,,,34-32,1,J. Martin makes free throw 1 of 2
9:19.0,,,34-33,1,J. Martin makes free throw 2 of 2
8:59.0,L. Williams misses 2-pt shot from 9 ft,,34-33,,
8:58.0,Offensive rebound by T. Robinson,,34-33,,
8:45.0,Turnover by J. Clarkson (bad pass; steal by M. Gasol),,34-33,,
8:38.0,,,34-35,2,T. Daniels makes 2-pt shot from 21 ft (assist by T. Williams)
8:22.0,J. Clarkson makes 2-pt shot from 6 ft,2,36-35,,
8:22.0,Shooting foul by T. Daniels (drawn by J. Clarkson),,36-35,,
8:22.0,Turnover by J. Clarkson (lane violation.),,36-35,,
8:12.0,,,36-35,,Turnover by A. Harrison (bad pass)
7:54.0,L. Deng makes 2-pt shot from 17 ft,2,38-35,,
7:41.0,,,38-35,,Turnover by A. Harrison (bad pass; steal by L. Williams)
7:35.0,J. Clarkson misses 2-pt shot from 1 ft,,38-35,,
7:32.0,Offensive rebound by T. Black,,38-35,,
7:32.0,,,38-35,,J. Green enters the game for M. Gasol
7:32.0,Jump ball: T. Black vs. J. Martin (L. Deng gains possession),,,,Jump ball: T. Black vs. J. Martin (L. Deng gains possession)
7:22.0,T. Black misses 2-pt shot from 6 ft,,38-35,,
7:19.0,Offensive rebound by L. Deng,,38-35,,
7:19.0,L. Deng misses 2-pt shot at rim (block by T. Daniels),,38-35,,
7:17.0,Offensive rebound by L. Deng,,38-35,,
7:13.0,J. Clarkson makes 2-pt shot from 1 ft,2,40-35,,
7:07.0,,,40-35,,Memphis full timeout
7:07.0,,,40-35,,D. Davis enters the game for J. Martin
7:06.0,,,40-35,,Turnover by T. Williams (bad pass; steal by L. Deng)
7:01.0,Offensive charge foul by L. Deng,,40-35,,
7:01.0,Turnover by L. Deng (offensive foul),,40-35,,
6:51.0,,,40-35,,T. Daniels misses 3-pt shot from 23 ft
6:50.0,Defensive rebound by T. Black,,40-35,,
6:42.0,L. Williams makes 2-pt shot at rim,2,42-35,,
6:30.0,Personal foul by T. Robinson (drawn by J. Green),,42-35,,
6:30.0,,,42-35,,W. Baldwin enters the game for A. Harrison
6:30.0,B. Ingram enters the game for J. Clarkson,,42-35,,
6:30.0,J. Randle enters the game for T. Black,,42-35,,
6:23.0,,,42-35,,Turnover by W. Baldwin (bad pass)
6:09.0,T. Robinson misses 2-pt shot from 2 ft (block by J. Green),,42-35,,
6:07.0,,,42-35,,Defensive rebound by T. Daniels
6:03.0,,,42-37,2,W. Baldwin makes 2-pt shot from 1 ft (assist by T. Daniels)
5:50.0,L. Williams makes 3-pt shot from 23 ft (assist by B. Ingram),3,45-37,,
5:31.0,,,45-39,2,W. Baldwin makes 2-pt shot from 22 ft
5:08.0,J. Randle misses 2-pt shot from 5 ft (block by J. Green),,45-39,,
5:05.0,Offensive rebound by J. Randle,,45-39,,
5:05.0,J. Randle misses 2-pt shot from 5 ft,,45-39,,
5:03.0,,,45-39,,Defensive rebound by T. Williams
4:52.0,,,45-39,,W. Baldwin misses 2-pt shot from 20 ft
4:49.0,Defensive rebound by B. Ingram,,45-39,,
4:41.0,Turnover by B. Ingram (lost ball; steal by T. Daniels),,45-39,,
4:34.0,,,45-42,3,T. Daniels makes 3-pt shot from 28 ft (assist by W. Baldwin)
4:33.0,LA Lakers full timeout,,45-42,,
4:33.0,J. Clarkson enters the game for T. Robinson,,45-42,,
4:20.0,L. Williams makes 3-pt shot from 25 ft,3,48-42,,
3:58.0,,,48-44,2,T. Daniels makes 2-pt shot from 21 ft (assist by D. Davis)
3:39.0,L. Deng misses 3-pt shot from 23 ft,,48-44,,
3:39.0,,,48-44,,Defensive rebound by D. Davis
3:30.0,,,48-44,,Shooting foul by J. Clarkson (drawn by T. Daniels)
3:30.0,,,48-44,,T. Daniels misses free throw 1 of 2
3:30.0,,,48-44,,Offensive rebound by Team
3:30.0,,,48-45,1,T. Daniels makes free throw 2 of 2
3:30.0,M. Huertas enters the game for J. Clarkson,,48-44,,
3:11.0,L. Williams makes 2-pt shot from 1 ft (assist by M. Huertas),2,50-45,,
2:50.0,,,50-47,2,D. Davis makes 2-pt shot from 2 ft (assist by W. Baldwin)
2:38.0,Shooting foul by W. Baldwin,,50-47,,
2:38.0,LA Lakers full timeout,,50-47,,
2:38.0,L. Williams makes free throw 1 of 3,1,51-47,,
2:38.0,L. Williams makes free throw 2 of 3,1,52-47,,
2:38.0,L. Williams makes free throw 3 of 3,1,53-47,,
2:38.0,,,50-47,,M. Gasol enters the game for D. Davis
2:24.0,,,53-47,,Shooting foul by M. Huertas (drawn by W. Baldwin)
2:24.0,,,53-48,1,W. Baldwin makes free throw 1 of 2
2:24.0,,,53-49,1,W. Baldwin makes free throw 2 of 2
2:13.0,M. Huertas makes 2-pt shot from 10 ft,2,55-49,,
2:01.0,,,55-51,2,T. Daniels makes 2-pt shot from 5 ft (assist by W. Baldwin)
2:01.0,,,55-51,,Shooting foul by J. Randle (drawn by T. Daniels)
2:01.0,,,55-51,,T. Daniels misses free throw 1 of 1
2:01.0,T. Mozgov enters the game for J. Randle,,55-51,,
2:00.0,Defensive rebound by B. Ingram,,55-51,,
1:46.0,L. Deng misses 3-pt shot from 26 ft,,55-51,,
1:45.0,,,55-51,,Defensive rebound by T. Williams
1:35.0,,,55-51,,M. Gasol misses 2-pt shot from 22 ft
1:34.0,Defensive rebound by M. Huertas,,55-51,,
1:24.0,L. Williams makes 2-pt shot from 1 ft (assist by T. Mozgov),2,57-51,,
0:56.0,,,57-51,,T. Daniels misses 2-pt shot from 22 ft
0:55.0,Defensive rebound by M. Huertas,,57-51,,
0:50.0,L. Deng makes 2-pt shot at rim (assist by M. Huertas),2,59-51,,
0:35.0,,,59-51,,Turnover by W. Baldwin (bad pass; steal by L. Williams)
0:29.0,L. Williams makes 3-pt shot from 27 ft (assist by M. Huertas),3,62-51,,
0:10.0,,,62-54,3,T. Daniels makes 3-pt shot from 25 ft (assist by M. Gasol)
0:02.0,L. Williams misses 3-pt shot from 26 ft,,62-54,,
0:00.0,,,62-54,,Defensive rebound by J. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,T. Mozgov misses 2-pt shot from 22 ft,,62-54,,
11:42.0,,,62-54,,Defensive rebound by J. Green
11:30.0,,,62-56,2,M. Gasol makes 2-pt shot from 14 ft (assist by J. Green)
11:13.0,J. Clarkson misses 2-pt shot from 7 ft,,62-56,,
11:13.0,Offensive rebound by T. Mozgov,,62-56,,
11:12.0,T. Mozgov makes 2-pt shot from 1 ft,2,64-56,,
10:55.0,,,64-58,2,M. Gasol makes 2-pt shot from 10 ft (assist by T. Allen)
10:27.0,L. Deng misses 3-pt shot from 25 ft,,64-58,,
10:26.0,,,64-58,,Defensive rebound by M. Gasol
10:17.0,,,64-58,,Shooting foul by T. Mozgov (drawn by A. Harrison)
10:17.0,,,64-58,,A. Harrison misses free throw 1 of 2
10:17.0,,,64-58,,Offensive rebound by Team
10:17.0,,,64-59,1,A. Harrison makes free throw 2 of 2
10:06.0,Shooting foul by T. Allen (drawn by T. Mozgov),,64-59,,
10:06.0,T. Mozgov makes free throw 1 of 2,1,65-59,,
10:06.0,T. Mozgov makes free throw 2 of 2,1,66-59,,
10:06.0,,,65-59,,T. Daniels enters the game for T. Allen
9:52.0,,,66-59,,M. Gasol misses 2-pt shot from 9 ft
9:50.0,Defensive rebound by B. Ingram,,66-59,,
9:44.0,Turnover by B. Ingram (bad pass; steal by M. Gasol),,66-59,,
9:39.0,,,66-61,2,T. Williams makes 2-pt shot at rim (assist by T. Daniels)
9:39.0,LA Lakers full timeout,,66-61,,
9:17.0,J. Randle misses 2-pt shot from 3 ft,,66-61,,
9:14.0,Offensive rebound by T. Mozgov,,66-61,,
9:14.0,Turnover by T. Mozgov (lost ball; steal by M. Gasol),,66-61,,
8:55.0,,,66-64,3,T. Williams makes 3-pt shot from 25 ft (assist by M. Gasol)
8:35.0,J. Clarkson misses 2-pt shot from 4 ft (block by M. Gasol),,66-64,,
8:33.0,Offensive rebound by J. Clarkson,,66-64,,
8:22.0,T. Mozgov makes 2-pt shot from 18 ft (assist by J. Randle),2,68-64,,
8:00.0,,,68-66,2,J. Green makes 2-pt shot from 21 ft (assist by A. Harrison)
7:35.0,B. Ingram misses 2-pt shot from 7 ft,,68-66,,
7:34.0,,,68-66,,Defensive rebound by T. Williams
7:22.0,,,68-66,,M. Gasol misses 3-pt shot from 25 ft
7:21.0,,,68-66,,Offensive rebound by J. Green
7:15.0,,,68-66,,M. Gasol misses 2-pt shot at rim
7:13.0,,,68-66,,Offensive rebound by J. Green
7:13.0,,,68-66,,J. Green misses 2-pt shot at rim
7:13.0,Defensive rebound by L. Deng,,68-66,,
7:13.0,,,68-66,,Personal foul by T. Williams (drawn by L. Deng)
7:13.0,T. Robinson enters the game for J. Randle,,68-66,,
7:00.0,Shooting foul by J. Green (drawn by T. Mozgov),,68-66,,
7:00.0,T. Mozgov makes free throw 1 of 2,1,69-66,,
7:00.0,T. Mozgov makes free throw 2 of 2,1,70-66,,
6:44.0,,,70-66,,T. Daniels misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by L. Deng,,70-66,,
6:23.0,Turnover by L. Deng (bad pass; steal by T. Williams),,70-66,,
6:23.0,,,70-66,,Turnover by T. Williams (bad pass; steal by L. Deng)
6:23.0,L. Deng makes 2-pt shot at rim,2,72-66,,
6:07.0,,,72-66,,M. Gasol misses 2-pt shot from 6 ft
6:07.0,Defensive rebound by T. Robinson,,72-66,,
6:00.0,L. Deng misses 3-pt shot from 26 ft,,72-66,,
5:59.0,Offensive rebound by Team,,72-66,,
5:59.0,Turnover by B. Ingram (bad pass),,72-66,,
5:51.0,Personal foul by T. Mozgov (drawn by M. Gasol),,72-66,,
5:51.0,M. Huertas enters the game for B. Ingram,,72-66,,
5:37.0,,,72-68,2,M. Gasol makes 2-pt shot from 13 ft (assist by T. Daniels)
5:08.0,J. Clarkson misses 2-pt shot from 22 ft,,72-68,,
5:06.0,,,72-68,,Defensive rebound by T. Williams
5:02.0,,,72-68,,Turnover by T. Williams (bad pass; steal by M. Huertas)
4:57.0,J. Clarkson misses 2-pt shot from 1 ft (block by A. Harrison),,72-68,,
4:57.0,,,72-68,,Defensive rebound by Team
4:41.0,,,72-68,,A. Harrison misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by T. Robinson,,72-68,,
4:29.0,M. Huertas misses 2-pt shot from 21 ft,,72-68,,
4:29.0,,,72-68,,Defensive rebound by A. Harrison
4:24.0,,,72-71,3,T. Daniels makes 3-pt shot from 25 ft (assist by A. Harrison)
4:08.0,J. Clarkson makes 2-pt shot from 1 ft (assist by M. Huertas),2,74-71,,
3:39.0,,,74-71,,T. Williams misses 2-pt shot from 2 ft
3:38.0,,,74-71,,Offensive rebound by J. Green
3:38.0,,,74-71,,Shooting foul by T. Robinson (drawn by J. Green)
3:38.0,,,74-72,1,J. Green makes free throw 1 of 2
3:38.0,,,74-73,1,J. Green makes free throw 2 of 2
3:38.0,,,74-72,,T. Allen enters the game for T. Williams
3:38.0,,,74-72,,J. Martin enters the game for M. Gasol
3:38.0,J. Randle enters the game for T. Robinson,,74-72,,
3:38.0,L. Williams enters the game for J. Clarkson,,74-72,,
3:16.0,L. Williams makes 3-pt shot from 23 ft,3,77-73,,
2:57.0,,,77-73,,T. Daniels misses 2-pt shot from 21 ft
2:56.0,,,77-73,,Offensive rebound by J. Green
2:55.0,,,77-75,2,J. Green makes 2-pt shot from 2 ft
2:43.0,L. Deng makes 3-pt shot from 24 ft (assist by M. Huertas),3,80-75,,
2:34.0,,,80-75,,Memphis full timeout
2:34.0,B. Ingram enters the game for L. Deng,,80-75,,
2:34.0,,,80-75,,W. Baldwin enters the game for A. Harrison
2:20.0,,,80-75,,Shooting foul by J. Randle (drawn by J. Martin)
2:20.0,,,80-76,1,J. Martin makes free throw 1 of 2
2:20.0,,,80-77,1,J. Martin makes free throw 2 of 2
2:20.0,,,80-76,,T. Williams enters the game for T. Daniels
2:20.0,L. Deng enters the game for J. Randle,,80-76,,
2:00.0,B. Ingram misses 3-pt shot from 26 ft,,80-77,,
1:59.0,,,80-77,,Defensive rebound by J. Martin
1:49.0,,,80-77,,J. Martin misses 2-pt shot from 2 ft
1:48.0,,,80-77,,Offensive rebound by J. Green
1:48.0,,,80-79,2,J. Green makes 2-pt shot at rim
1:30.0,L. Williams misses 2-pt shot from 20 ft,,80-79,,
1:30.0,,,80-79,,Defensive rebound by Team
1:10.0,,,80-81,2,T. Allen makes 2-pt shot from 1 ft (assist by W. Baldwin)
0:45.0,L. Williams misses 2-pt shot from 11 ft,,80-81,,
0:45.0,Offensive rebound by T. Mozgov,,80-81,,
0:45.0,T. Mozgov makes 2-pt shot from 1 ft,2,82-81,,
0:32.0,,,82-81,,J. Green misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by B. Ingram,,82-81,,
0:09.0,Turnover by M. Huertas (bad pass; steal by W. Baldwin),,82-81,,
0:09.0,Personal take foul by T. Mozgov (drawn by W. Baldwin),,82-81,,
0:09.0,,,82-82,1,W. Baldwin makes free throw 1 of 2
0:09.0,,,82-82,,W. Baldwin misses free throw 2 of 2
0:09.0,Defensive rebound by T. Black,,82-82,,
0:09.0,T. Black enters the game for T. Mozgov,,82-82,,
0:08.0,,,82-82,,Loose ball foul by J. Martin (drawn by T. Black)
0:02.0,M. Huertas misses 2-pt shot from 7 ft,,82-82,,
0:01.0,Offensive rebound by T. Black,,82-82,,
0:01.0,T. Black misses 2-pt shot from 2 ft,,82-82,,
0:00.0,,,82-82,,Defensive rebound by J. Green
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,82-82,,T. Williams misses 2-pt shot from 1 ft
11:41.0,Defensive rebound by T. Black,,82-82,,
11:29.0,Turnover by M. Huertas (bad pass; steal by W. Baldwin),,82-82,,
11:25.0,,,82-84,2,T. Allen makes 2-pt shot at rim (assist by W. Baldwin)
11:01.0,B. Ingram makes 3-pt shot from 24 ft (assist by M. Huertas),3,85-84,,
10:43.0,Personal foul by T. Black (drawn by M. Gasol),,85-84,,
10:37.0,,,85-86,2,T. Allen makes 2-pt shot from 2 ft (assist by M. Gasol)
10:25.0,L. Williams misses 2-pt shot from 1 ft,,85-86,,
10:23.0,,,85-86,,Defensive rebound by T. Allen
10:02.0,,,85-86,,J. Martin misses 3-pt shot from 23 ft
10:01.0,Defensive rebound by L. Williams,,85-86,,
9:51.0,L. Deng makes 2-pt shot from 1 ft,2,87-86,,
9:25.0,,,87-86,,T. Williams misses 3-pt shot from 25 ft
9:25.0,,,87-86,,Offensive rebound by T. Allen
9:23.0,,,87-88,2,T. Allen makes 2-pt shot at rim
8:59.0,L. Deng misses 3-pt shot from 25 ft,,87-88,,
8:58.0,,,87-88,,Defensive rebound by W. Baldwin
8:49.0,,,87-88,,Turnover by T. Allen (lost ball; steal by L. Deng)
8:41.0,Turnover by B. Ingram (bad pass; steal by T. Williams),,87-88,,
8:31.0,,,87-90,2,M. Gasol makes 2-pt shot from 19 ft (assist by W. Baldwin)
8:13.0,L. Williams makes 2-pt shot from 1 ft (assist by M. Huertas),2,89-90,,
7:44.0,,,89-92,2,M. Gasol makes 2-pt shot from 9 ft
7:35.0,Shooting foul by M. Gasol,,89-92,,
7:35.0,LA Lakers full timeout,,89-92,,
7:35.0,L. Williams makes free throw 1 of 2,1,90-92,,
7:35.0,L. Williams makes free throw 2 of 2,1,91-92,,
7:35.0,J. Clarkson enters the game for L. Deng,,89-92,,
7:35.0,T. Mozgov enters the game for T. Black,,89-92,,
7:35.0,J. Randle enters the game for M. Huertas,,89-92,,
7:35.0,,,89-92,,T. Daniels enters the game for T. Williams
7:12.0,,,91-92,,W. Baldwin misses 3-pt shot from 26 ft
7:12.0,Defensive rebound by L. Williams,,91-92,,
7:06.0,Turnover by L. Williams (bad pass; steal by T. Allen),,91-92,,
6:53.0,,,91-92,,W. Baldwin misses 2-pt shot from 1 ft
6:50.0,Defensive rebound by T. Mozgov,,91-92,,
6:34.0,B. Ingram misses 2-pt shot from 8 ft,,91-92,,
6:32.0,Offensive rebound by J. Clarkson,,91-92,,
6:32.0,J. Clarkson misses 2-pt shot from 1 ft,,91-92,,
6:30.0,,,91-92,,Defensive rebound by T. Allen
6:26.0,,,91-92,,W. Baldwin misses 2-pt shot from 15 ft
6:22.0,Defensive rebound by T. Mozgov,,91-92,,
6:15.0,L. Williams makes 2-pt shot from 18 ft,2,93-92,,
5:54.0,,,93-92,,M. Gasol misses 2-pt shot from 12 ft
5:54.0,,,93-92,,Offensive rebound by Team
5:54.0,Loose ball foul by J. Randle (drawn by T. Allen),,93-92,,
5:54.0,,,93-92,,Memphis full timeout
5:54.0,,,93-92,,A. Harrison enters the game for M. Gasol
5:54.0,,,93-92,,J. Green enters the game for W. Baldwin
5:45.0,,,93-94,2,J. Green makes 2-pt shot at rim (assist by T. Allen)
5:22.0,Shooting foul by J. Green (drawn by T. Mozgov),,93-94,,
5:22.0,T. Mozgov makes 2-pt shot from 1 ft (assist by L. Williams),2,95-94,,
5:22.0,T. Mozgov misses free throw 1 of 1,,95-94,,
5:21.0,,,95-94,,Defensive rebound by J. Green
5:07.0,,,95-94,,A. Harrison misses 3-pt shot from 26 ft
5:07.0,Defensive rebound by Team,,95-94,,
4:56.0,L. Williams misses 2-pt shot from 7 ft,,95-94,,
4:54.0,,,95-94,,Defensive rebound by T. Allen
4:46.0,,,95-94,,T. Daniels misses 2-pt shot from 20 ft
4:44.0,Defensive rebound by J. Randle,,95-94,,
4:26.0,Turnover by T. Mozgov (traveling),,95-94,,
4:14.0,,,95-96,2,T. Daniels makes 2-pt shot from 14 ft
3:56.0,Turnover by L. Williams (bad pass; steal by T. Allen),,95-96,,
3:48.0,,,95-98,2,J. Green makes 2-pt shot at rim (assist by T. Daniels)
3:45.0,LA Lakers full timeout,,95-98,,
3:45.0,,,95-98,,M. Gasol enters the game for J. Martin
3:30.0,J. Clarkson misses 3-pt shot from 25 ft,,95-98,,
3:30.0,,,95-98,,Defensive rebound by J. Green
3:09.0,,,95-98,,M. Gasol misses 3-pt shot from 26 ft
3:09.0,Defensive rebound by J. Randle,,95-98,,
2:53.0,J. Clarkson makes 2-pt shot from 1 ft,2,97-98,,
2:34.0,,,97-98,,T. Daniels misses 3-pt shot from 25 ft
2:33.0,,,97-98,,Offensive rebound by T. Allen
