time,Chicago,pts.away,score,pts.home,Brooklyn
5:30.0,J. Butler makes 2-pt shot from 2 ft (assist by D. Wade),2,22-11,,
5:14.0,,,22-13,2,J. Lin makes 2-pt shot from 14 ft
5:02.0,R. Rondo makes 2-pt shot from 22 ft,2,24-13,,
4:46.0,,,24-13,,J. Harris misses 3-pt shot from 25 ft (block by R. Rondo)
4:44.0,Defensive rebound by J. Butler,,24-13,,
4:34.0,R. Lopez misses 2-pt shot from 18 ft,,24-13,,
4:33.0,,,24-13,,Defensive rebound by J. Hamilton
4:28.0,Personal foul by D. Wade (drawn by J. Harris),,24-13,,
4:28.0,,,24-13,,L. Scola enters the game for B. Lopez
4:28.0,,,24-13,,I. Whitehead enters the game for J. Lin
4:28.0,D. McDermott enters the game for D. Wade,,24-13,,
4:28.0,N. Mirotic enters the game for R. Lopez,,24-13,,
4:16.0,,,24-13,,R. Hollis-Jefferson misses 2-pt shot from 12 ft
4:14.0,Defensive rebound by N. Mirotic,,24-13,,
4:05.0,T. Gibson makes 2-pt shot at rim (assist by N. Mirotic),2,26-13,,
3:56.0,,,26-13,,I. Whitehead misses 2-pt shot from 16 ft
3:54.0,Defensive rebound by R. Rondo,,26-13,,
3:45.0,N. Mirotic misses 2-pt shot from 4 ft,,26-13,,
3:44.0,,,26-13,,Defensive rebound by I. Whitehead
3:41.0,,,26-13,,Turnover by I. Whitehead (bad pass)
3:41.0,,,26-13,,S. Kilpatrick enters the game for R. Hollis-Jefferson
3:24.0,D. McDermott makes 2-pt shot from 21 ft (assist by R. Rondo),2,28-13,,
3:08.0,,,28-15,2,J. Harris makes 2-pt shot from 21 ft (assist by L. Scola)
2:56.0,D. McDermott misses 3-pt shot from 24 ft,,28-15,,
2:54.0,,,28-15,,Defensive rebound by J. Hamilton
2:48.0,,,28-15,,I. Whitehead misses 2-pt shot from 7 ft
2:47.0,Defensive rebound by D. McDermott,,28-15,,
2:33.0,D. McDermott misses 2-pt shot from 10 ft,,28-15,,
2:32.0,Offensive rebound by Team,,28-15,,
2:32.0,,,28-15,,Loose ball foul by I. Whitehead (drawn by D. McDermott)
2:32.0,Chicago full timeout,,28-15,,
2:32.0,D. McDermott makes free throw 1 of 2,1,29-15,,
2:32.0,D. McDermott makes free throw 2 of 2,1,30-15,,
2:32.0,C. Felicio enters the game for T. Gibson,,28-15,,
2:32.0,M. Carter-Williams enters the game for R. Rondo,,28-15,,
2:23.0,,,30-15,,Turnover by I. Whitehead (lost ball; steal by M. Carter-Williams)
2:19.0,Turnover by M. Carter-Williams (bad pass; steal by J. Harris),,30-15,,
2:13.0,,,30-15,,S. Kilpatrick misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by J. Butler,,30-15,,
1:55.0,M. Carter-Williams misses 2-pt shot from 2 ft,,30-15,,
1:53.0,Offensive rebound by C. Felicio,,30-15,,
1:51.0,C. Felicio makes 2-pt shot from 3 ft,2,32-15,,
1:38.0,,,32-15,,I. Whitehead misses 2-pt shot from 5 ft
1:37.0,Defensive rebound by N. Mirotic,,32-15,,
1:36.0,,,32-15,,Personal foul by I. Whitehead (drawn by N. Mirotic)
1:36.0,,,32-15,,J. Lin enters the game for I. Whitehead
1:36.0,,,32-15,,T. Booker enters the game for J. Hamilton
1:16.0,D. McDermott misses 3-pt shot from 24 ft,,32-15,,
1:15.0,,,32-15,,Defensive rebound by J. Lin
1:07.0,,,32-18,3,J. Lin makes 3-pt shot from 24 ft
0:58.0,J. Butler makes 2-pt shot from 10 ft,2,34-18,,
0:58.0,Shooting foul by J. Harris (drawn by J. Butler),,34-18,,
0:58.0,J. Butler makes free throw 1 of 1,1,35-18,,
0:43.0,Personal foul by M. Carter-Williams (drawn by J. Lin),,35-18,,
0:43.0,D. Wade enters the game for J. Butler,,35-18,,
0:37.0,,,35-20,2,J. Lin makes 2-pt shot from 3 ft
0:30.0,D. Wade makes 3-pt shot from 25 ft,3,38-20,,
0:14.0,,,38-20,,L. Scola misses 3-pt shot from 24 ft
0:12.0,Defensive rebound by M. Carter-Williams,,38-20,,
0:01.0,D. Wade misses 3-pt shot from 25 ft,,38-20,,
0:00.0,,,38-20,,Defensive rebound by L. Scola
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,D. McDermott misses 3-pt shot from 24 ft,,38-20,,
11:42.0,,,38-20,,Defensive rebound by T. Booker
11:25.0,,,38-20,,B. Bogdanovic misses 2-pt shot from 16 ft
11:24.0,Defensive rebound by N. Mirotic,,38-20,,
11:18.0,N. Mirotic misses 3-pt shot from 24 ft,,38-20,,
11:17.0,,,38-20,,Defensive rebound by T. Booker
11:07.0,,,38-22,2,S. Kilpatrick makes 2-pt shot at rim
10:50.0,D. McDermott makes 2-pt shot from 2 ft (assist by C. Felicio),2,40-22,,
10:34.0,,,40-22,,Shooting foul by C. Felicio (drawn by T. Booker)
10:34.0,,,40-22,,T. Booker misses free throw 1 of 2
10:34.0,,,40-22,,Offensive rebound by Team
10:34.0,,,40-23,1,T. Booker makes free throw 2 of 2
10:24.0,Turnover by C. Felicio (lost ball; steal by S. Kilpatrick),,40-23,,
10:15.0,,,40-23,,J. Lin misses 3-pt shot from 25 ft
10:14.0,Defensive rebound by M. Carter-Williams,,40-23,,
10:06.0,Turnover by M. Carter-Williams (bad pass),,40-23,,
9:55.0,,,40-23,,J. Lin misses 2-pt shot from 4 ft (block by N. Mirotic)
9:53.0,Defensive rebound by N. Mirotic,,40-23,,
9:47.0,Turnover by D. Wade (bad pass; steal by J. Hamilton),,40-23,,
9:44.0,,,40-23,,S. Kilpatrick misses 2-pt shot from 2 ft
9:43.0,,,40-23,,Offensive rebound by B. Bogdanovic
9:42.0,,,40-23,,B. Bogdanovic misses 2-pt shot from 1 ft
9:41.0,,,40-23,,Offensive rebound by T. Booker
9:40.0,,,40-23,,T. Booker misses 2-pt shot from 2 ft
9:38.0,Defensive rebound by C. Felicio,,40-23,,
9:37.0,Chicago full timeout,,40-23,,
9:37.0,I. Canaan enters the game for M. Carter-Williams,,40-23,,
9:22.0,D. McDermott misses 2-pt shot from 12 ft,,40-23,,
9:21.0,Offensive rebound by C. Felicio,,40-23,,
9:20.0,C. Felicio misses 2-pt shot from 1 ft,,40-23,,
9:18.0,,,40-23,,Defensive rebound by J. Hamilton
9:02.0,,,40-23,,T. Booker misses 2-pt shot at rim
9:01.0,Defensive rebound by C. Felicio,,40-23,,
8:51.0,N. Mirotic makes 3-pt shot from 25 ft (assist by D. Wade),3,43-23,,
8:51.0,,,43-23,,Brooklyn full timeout
8:51.0,,,43-23,,B. Lopez enters the game for J. Hamilton
8:30.0,,,43-23,,T. Booker misses 3-pt shot from 23 ft
8:29.0,Defensive rebound by C. Felicio,,43-23,,
8:16.0,Turnover by N. Mirotic (lost ball; steal by J. Lin),,43-23,,
8:06.0,,,43-25,2,B. Bogdanovic makes 2-pt shot at rim (assist by J. Lin)
7:53.0,Turnover by D. Wade (bad pass; steal by T. Booker),,43-25,,
7:49.0,,,43-27,2,T. Booker makes 2-pt shot at rim
7:24.0,N. Mirotic makes 3-pt shot from 26 ft (assist by I. Canaan),3,46-27,,
7:04.0,,,46-27,,B. Bogdanovic misses 3-pt shot from 24 ft
7:03.0,Defensive rebound by I. Canaan,,46-27,,
6:51.0,N. Mirotic misses 2-pt shot from 13 ft,,46-27,,
6:50.0,,,46-27,,Defensive rebound by T. Booker
6:39.0,,,46-27,,S. Kilpatrick misses 2-pt shot from 13 ft
6:38.0,,,46-27,,Offensive rebound by B. Bogdanovic
6:37.0,,,46-29,2,B. Bogdanovic makes 2-pt shot from 2 ft
6:18.0,D. McDermott makes 2-pt shot from 1 ft (assist by I. Canaan),2,48-29,,
6:04.0,,,48-29,,T. Booker misses 2-pt shot from 1 ft (block by N. Mirotic)
6:03.0,,,48-29,,Offensive rebound by T. Booker
5:59.0,,,48-29,,Turnover by T. Booker (lost ball; steal by D. Wade)
5:54.0,I. Canaan makes 2-pt shot from 2 ft (assist by D. McDermott),2,50-29,,
5:49.0,,,50-29,,B. Lopez misses 2-pt shot from 4 ft
5:47.0,,,50-29,,Offensive rebound by Team
5:47.0,Official timeout,,50-29,,
5:47.0,,,50-29,,I. Whitehead enters the game for J. Lin
5:47.0,,,50-29,,L. Scola enters the game for T. Booker
5:47.0,R. Rondo enters the game for D. Wade,,50-29,,
5:47.0,R. Lopez enters the game for D. McDermott,,50-29,,
5:47.0,J. Butler enters the game for N. Mirotic,,50-29,,
5:47.0,T. Gibson enters the game for C. Felicio,,50-29,,
5:44.0,,,50-31,2,B. Lopez makes 2-pt shot at rim (assist by B. Bogdanovic)
5:26.0,R. Rondo makes 2-pt shot from 4 ft,2,52-31,,
5:09.0,,,52-31,,S. Kilpatrick misses 2-pt shot from 20 ft (block by T. Gibson)
5:08.0,,,52-31,,Offensive rebound by Team
5:08.0,Loose ball foul by J. Butler (drawn by S. Kilpatrick),,52-31,,
4:55.0,,,52-31,,L. Scola misses 2-pt shot from 5 ft (block by R. Lopez)
4:53.0,Defensive rebound by J. Butler,,52-31,,
4:42.0,I. Canaan makes 3-pt shot from 26 ft (assist by R. Rondo),3,55-31,,
4:28.0,Personal foul by I. Canaan (drawn by S. Kilpatrick),,55-31,,
4:28.0,,,55-31,,J. Harris enters the game for B. Bogdanovic
4:24.0,,,55-33,2,S. Kilpatrick makes 2-pt shot from 13 ft (assist by L. Scola)
4:04.0,R. Rondo misses 2-pt shot from 21 ft,,55-33,,
4:03.0,,,55-33,,Defensive rebound by S. Kilpatrick
3:52.0,,,55-35,2,B. Lopez makes 2-pt shot from 6 ft
3:52.0,,,55-35,,Shooting foul by T. Gibson (drawn by B. Lopez)
3:52.0,,,55-36,1,B. Lopez makes free throw 1 of 1
3:34.0,I. Canaan makes 3-pt shot from 24 ft (assist by J. Butler),3,58-36,,
3:22.0,,,58-36,,S. Kilpatrick misses 2-pt shot from 6 ft
3:21.0,Defensive rebound by T. Gibson,,58-36,,
3:09.0,,,58-36,,Personal foul by I. Whitehead (drawn by R. Lopez)
3:09.0,,,58-36,,R. Hollis-Jefferson enters the game for S. Kilpatrick
3:09.0,,,58-36,,J. Lin enters the game for I. Whitehead
3:00.0,J. Butler misses 2-pt shot from 16 ft,,58-36,,
2:59.0,Offensive rebound by T. Gibson,,58-36,,
2:54.0,I. Canaan makes 3-pt shot from 26 ft (assist by R. Rondo),3,61-36,,
2:43.0,,,61-38,2,B. Lopez makes 2-pt shot from 5 ft
2:34.0,Turnover by T. Gibson (offensive foul),,61-38,,
2:34.0,Offensive charge foul by T. Gibson,,61-38,,
2:34.0,,,61-38,,Brooklyn full timeout
2:34.0,,,61-38,,T. Booker enters the game for L. Scola
2:24.0,,,61-38,,Turnover by J. Harris (lost ball; steal by I. Canaan)
2:23.0,Shooting foul by J. Harris (drawn by I. Canaan),,61-38,,
2:23.0,I. Canaan makes free throw 1 of 2,1,62-38,,
2:23.0,I. Canaan makes free throw 2 of 2,1,63-38,,
1:58.0,,,63-41,3,J. Harris makes 3-pt shot from 24 ft (assist by J. Lin)
1:37.0,R. Lopez misses 2-pt shot from 4 ft,,63-41,,
1:35.0,Offensive rebound by T. Gibson,,63-41,,
1:31.0,T. Gibson makes 2-pt shot from 20 ft,2,65-41,,
1:24.0,Personal foul by R. Rondo (drawn by J. Lin),,65-41,,
1:24.0,,,65-42,1,J. Lin makes free throw 1 of 2
1:24.0,,,65-42,,J. Lin misses free throw 2 of 2
1:24.0,D. Wade enters the game for I. Canaan,,65-42,,
1:23.0,Defensive rebound by T. Gibson,,65-42,,
1:00.0,J. Butler misses 2-pt shot from 8 ft,,65-42,,
1:00.0,,,65-42,,Defensive rebound by J. Harris
0:53.0,,,65-42,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
0:52.0,Defensive rebound by D. Wade,,65-42,,
0:48.0,Offensive charge foul by T. Gibson,,65-42,,
0:48.0,Turnover by T. Gibson (offensive foul),,65-42,,
0:48.0,N. Mirotic enters the game for T. Gibson,,65-42,,
0:33.0,,,65-44,2,J. Lin makes 2-pt shot from 2 ft
0:19.0,J. Butler misses 2-pt shot from 7 ft,,65-44,,
0:18.0,,,65-44,,Defensive rebound by T. Booker
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,R. Rondo misses 2-pt shot from 3 ft,,65-44,,
11:38.0,,,65-44,,Defensive rebound by T. Booker
11:24.0,,,65-44,,B. Lopez misses 2-pt shot from 3 ft
11:23.0,,,65-44,,Offensive rebound by B. Lopez
11:21.0,,,65-44,,B. Lopez misses 2-pt shot from 4 ft
11:18.0,Defensive rebound by R. Lopez,,65-44,,
11:09.0,D. Wade makes 2-pt shot from 2 ft,2,67-44,,
10:58.0,Personal foul by D. Wade (drawn by B. Lopez),,67-44,,
10:49.0,,,67-44,,T. Booker misses 3-pt shot from 22 ft
10:48.0,Defensive rebound by R. Rondo,,67-44,,
10:42.0,Turnover by R. Rondo (bad pass; steal by T. Booker),,67-44,,
10:40.0,Personal foul by J. Butler (drawn by T. Booker),,67-44,,
10:30.0,,,67-44,,Turnover by J. Lin (lost ball; steal by R. Rondo)
10:26.0,R. Rondo makes 2-pt shot from 2 ft,2,69-44,,
10:16.0,,,69-47,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Lin)
9:56.0,Turnover by D. Wade (lost ball),,69-47,,
9:49.0,,,69-47,,Offensive charge foul by B. Lopez
9:49.0,,,69-47,,Turnover by B. Lopez (offensive foul)
9:40.0,Turnover by J. Butler (lost ball; steal by J. Lin),,69-47,,
9:33.0,,,69-47,,Turnover by B. Bogdanovic (lost ball; steal by D. Wade)
9:28.0,D. Wade misses 2-pt shot from 3 ft (block by B. Lopez),,69-47,,
9:26.0,Offensive rebound by J. Butler,,69-47,,
9:24.0,Shooting foul by B. Bogdanovic (drawn by J. Butler),,69-47,,
9:24.0,J. Butler makes free throw 1 of 2,1,70-47,,
9:24.0,J. Butler makes free throw 2 of 2,1,71-47,,
9:14.0,,,71-49,2,T. Booker makes 2-pt shot from 5 ft
8:48.0,J. Butler misses 3-pt shot from 24 ft,,71-49,,
8:46.0,,,71-49,,Defensive rebound by T. Booker
8:38.0,,,71-49,,B. Bogdanovic misses 3-pt shot from 23 ft
8:37.0,Defensive rebound by T. Gibson,,71-49,,
8:34.0,Turnover by R. Rondo (bad pass; steal by J. Lin),,71-49,,
8:30.0,,,71-49,,Shooting foul by R. Rondo (drawn by B. Bogdanovic)
8:30.0,,,71-50,1,B. Bogdanovic makes free throw 1 of 2
8:30.0,,,71-51,1,B. Bogdanovic makes free throw 2 of 2
8:13.0,T. Gibson misses 2-pt shot from 16 ft,,71-51,,
8:12.0,Offensive rebound by R. Rondo,,71-51,,
8:10.0,Turnover by R. Rondo (bad pass; steal by T. Booker),,71-51,,
8:06.0,,,71-51,,J. Lin misses 2-pt shot at rim (block by R. Lopez)
8:04.0,,,71-51,,Offensive rebound by B. Lopez
8:01.0,,,71-53,2,B. Lopez makes 2-pt shot from 2 ft
8:01.0,Chicago full timeout,,71-53,,
8:01.0,,,71-53,,J. Hamilton enters the game for T. Booker
7:46.0,T. Gibson misses 2-pt shot from 7 ft,,71-53,,
7:45.0,Offensive rebound by R. Lopez,,71-53,,
7:44.0,R. Lopez makes 2-pt shot from 1 ft,2,73-53,,
7:36.0,,,73-53,,J. Lin misses 2-pt shot from 3 ft
7:35.0,,,73-53,,Offensive rebound by Team
7:25.0,,,73-53,,B. Bogdanovic misses 2-pt shot from 7 ft
7:24.0,Defensive rebound by R. Lopez,,73-53,,
7:12.0,,,73-53,,Inbound foul by R. Hollis-Jefferson
7:12.0,J. Butler makes free throw 1 of 1,1,74-53,,
7:12.0,,,73-53,,J. Harris enters the game for B. Bogdanovic
7:03.0,D. Wade misses 3-pt shot from 25 ft,,74-53,,
7:02.0,,,74-53,,Defensive rebound by R. Hollis-Jefferson
6:51.0,,,74-55,2,B. Lopez makes 2-pt shot from 3 ft (assist by J. Harris)
6:35.0,J. Butler makes 2-pt shot from 8 ft,2,76-55,,
6:35.0,Shooting foul by J. Harris (drawn by J. Butler),,76-55,,
6:35.0,J. Butler makes free throw 1 of 1,1,77-55,,
6:35.0,,,76-55,,I. Whitehead enters the game for J. Lin
6:35.0,,,76-55,,L. Scola enters the game for B. Lopez
6:18.0,,,77-55,,Turnover by R. Hollis-Jefferson (bad pass)
6:02.0,D. Wade misses 2-pt shot from 18 ft,,77-55,,
6:01.0,,,77-55,,Defensive rebound by J. Hamilton
5:54.0,,,77-55,,Turnover by I. Whitehead (lost ball)
5:54.0,D. McDermott enters the game for D. Wade,,77-55,,
5:54.0,N. Mirotic enters the game for R. Lopez,,77-55,,
5:35.0,N. Mirotic makes 2-pt shot from 15 ft (assist by D. McDermott),2,79-55,,
5:21.0,,,79-55,,I. Whitehead misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by J. Butler,,79-55,,
5:11.0,N. Mirotic misses 3-pt shot from 25 ft,,79-55,,
5:10.0,,,79-55,,Defensive rebound by L. Scola
5:00.0,,,79-55,,I. Whitehead misses 3-pt shot from 26 ft
4:59.0,,,79-55,,Offensive rebound by J. Hamilton
4:53.0,,,79-55,,R. Hollis-Jefferson misses 2-pt shot from 1 ft
4:52.0,Defensive rebound by T. Gibson,,79-55,,
4:46.0,R. Rondo makes 2-pt shot from 3 ft,2,81-55,,
4:40.0,,,81-55,,Brooklyn full timeout
4:40.0,,,81-55,,S. Kilpatrick enters the game for R. Hollis-Jefferson
4:29.0,,,81-55,,S. Kilpatrick misses 3-pt shot from 26 ft
4:28.0,Defensive rebound by T. Gibson,,81-55,,
4:15.0,Shooting foul by L. Scola (drawn by J. Butler),,81-55,,
4:15.0,J. Butler misses free throw 1 of 2,,81-55,,
4:15.0,Offensive rebound by Team,,81-55,,
4:15.0,J. Butler makes free throw 2 of 2,1,82-55,,
4:12.0,,,82-57,2,S. Kilpatrick makes 2-pt shot from 3 ft (assist by I. Whitehead)
4:12.0,,,82-57,,Shooting foul by D. McDermott (drawn by S. Kilpatrick)
4:12.0,,,82-58,1,S. Kilpatrick makes free throw 1 of 1
3:58.0,,,82-58,,Shooting block foul by L. Scola (drawn by J. Butler)
3:58.0,J. Butler makes free throw 1 of 2,1,83-58,,
3:58.0,J. Butler makes free throw 2 of 2,1,84-58,,
3:43.0,,,84-58,,I. Whitehead misses 2-pt shot from 3 ft
3:42.0,,,84-58,,Offensive rebound by I. Whitehead
3:41.0,,,84-60,2,I. Whitehead makes 2-pt shot from 2 ft
3:20.0,N. Mirotic misses 3-pt shot from 24 ft (block by J. Hamilton),,84-60,,
3:18.0,,,84-60,,Defensive rebound by S. Kilpatrick
3:12.0,,,84-60,,J. Harris misses 3-pt shot from 26 ft
3:11.0,,,84-60,,Offensive rebound by L. Scola
3:06.0,,,84-60,,J. Hamilton misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by R. Rondo,,84-60,,
2:51.0,T. Gibson makes 2-pt shot from 1 ft (assist by D. McDermott),2,86-60,,
2:29.0,,,86-60,,J. Hamilton misses 2-pt shot from 6 ft
2:28.0,,,86-60,,Offensive rebound by L. Scola
2:27.0,,,86-62,2,L. Scola makes 2-pt shot from 2 ft
2:09.0,T. Gibson makes 2-pt shot from 2 ft (assist by N. Mirotic),2,88-62,,
1:50.0,,,88-62,,S. Kilpatrick misses 3-pt shot from 26 ft
1:48.0,Defensive rebound by D. McDermott,,88-62,,
1:48.0,,,88-62,,Personal foul by L. Scola (drawn by D. McDermott)
1:48.0,D. McDermott makes free throw 1 of 2,1,89-62,,
1:48.0,D. McDermott makes free throw 2 of 2,1,90-62,,
1:48.0,C. Felicio enters the game for T. Gibson,,89-62,,
1:48.0,I. Canaan enters the game for R. Rondo,,89-62,,
1:48.0,D. Wade enters the game for J. Butler,,89-62,,
1:35.0,,,90-64,2,I. Whitehead makes 2-pt shot from 2 ft
1:21.0,N. Mirotic misses 3-pt shot from 24 ft,,90-64,,
1:20.0,,,90-64,,Defensive rebound by L. Scola
1:08.0,,,90-64,,L. Scola misses 2-pt shot from 2 ft (block by D. Wade)
1:06.0,Defensive rebound by N. Mirotic,,90-64,,
0:58.0,N. Mirotic makes 3-pt shot from 26 ft (assist by I. Canaan),3,93-64,,
0:42.0,,,93-64,,J. Hamilton misses 3-pt shot from 25 ft
0:41.0,,,93-64,,Offensive rebound by L. Scola
0:36.0,,,93-64,,J. Harris misses 3-pt shot from 22 ft
0:35.0,,,93-64,,Offensive rebound by J. Hamilton
0:31.0,,,93-64,,S. Kilpatrick misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by C. Felicio,,93-64,,
0:16.0,Turnover by N. Mirotic (bad pass; steal by L. Scola),,93-64,,
0:10.0,,,93-64,,J. Harris misses 3-pt shot from 23 ft
0:09.0,,,93-64,,Offensive rebound by L. Scola
0:08.0,,,93-66,2,L. Scola makes 2-pt shot from 3 ft
0:01.0,D. Wade misses 2-pt shot from 15 ft,,93-66,,
0:00.0,,,93-66,,Defensive rebound by L. Scola
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,93-66,,Shooting foul by D. Wade (drawn by S. Kilpatrick)
11:40.0,,,93-67,1,S. Kilpatrick makes free throw 1 of 2
11:40.0,,,93-68,1,S. Kilpatrick makes free throw 2 of 2
11:27.0,Turnover by D. Wade (bad pass; steal by A. Bennett),,93-68,,
11:24.0,,,93-68,,Shooting foul by D. McDermott (drawn by B. Bogdanovic)
11:24.0,,,93-68,,B. Bogdanovic misses free throw 1 of 2
11:24.0,,,93-68,,Offensive rebound by Team
11:24.0,,,93-69,1,B. Bogdanovic makes free throw 2 of 2
11:24.0,,,93-68,,R. Hollis-Jefferson enters the game for I. Whitehead
11:15.0,N. Mirotic misses 3-pt shot from 25 ft,,93-69,,
11:14.0,Offensive rebound by Team,,93-69,,
11:06.0,Offensive charge foul by N. Mirotic,,93-69,,
11:06.0,Turnover by N. Mirotic (offensive foul),,93-69,,
10:55.0,,,93-69,,Turnover by S. Kilpatrick (lost ball; steal by D. Wade)
10:52.0,D. McDermott misses 2-pt shot at rim,,93-69,,
10:51.0,Offensive rebound by N. Mirotic,,93-69,,
10:50.0,,,93-69,,Personal foul by L. Scola (drawn by N. Mirotic)
10:41.0,D. Wade makes 2-pt shot from 10 ft,2,95-69,,
10:26.0,,,95-71,2,B. Bogdanovic makes 2-pt shot at rim (assist by L. Scola)
10:14.0,Turnover by D. McDermott (bad pass),,95-71,,
10:14.0,,,95-71,,C. McCullough enters the game for L. Scola
10:06.0,Personal foul by I. Canaan (drawn by R. Hollis-Jefferson),,95-71,,
10:00.0,,,95-73,2,R. Hollis-Jefferson makes 2-pt shot from 15 ft
9:48.0,D. Wade makes 2-pt shot from 2 ft,2,97-73,,
9:48.0,Shooting foul by S. Kilpatrick (drawn by D. Wade),,97-73,,
9:48.0,D. Wade makes free throw 1 of 1,1,98-73,,
9:32.0,,,98-73,,A. Bennett misses 3-pt shot from 23 ft
9:31.0,Defensive rebound by C. Felicio,,98-73,,
9:10.0,D. Wade misses 2-pt shot from 17 ft,,98-73,,
9:09.0,,,98-73,,Defensive rebound by R. Hollis-Jefferson
9:00.0,,,98-73,,S. Kilpatrick misses 3-pt shot from 24 ft
8:57.0,Defensive rebound by N. Mirotic,,98-73,,
8:40.0,I. Canaan misses 3-pt shot from 24 ft,,98-73,,
8:39.0,,,98-73,,Defensive rebound by C. McCullough
8:28.0,,,98-73,,Shooting foul by C. Felicio (drawn by A. Bennett)
8:28.0,Official timeout,,98-73,,
8:28.0,,,98-74,1,A. Bennett makes free throw 1 of 2
8:28.0,,,98-75,1,A. Bennett makes free throw 2 of 2
8:28.0,,,98-73,,J. Harris enters the game for S. Kilpatrick
8:28.0,,,98-73,,I. Whitehead enters the game for B. Bogdanovic
