time,Memphis,pts.away,score,pts.home,Dallas
1:28.0,V. Carter makes 2-pt shot from 3 ft,2,12-13,,
1:22.0,,,12-15,2,J. Anderson makes 2-pt shot from 1 ft (assist by J. Gibson)
1:08.0,,,12-15,,Loose ball foul by J. Gibson (drawn by M. Conley)
1:08.0,,,12-15,,N. Brussino enters the game for W. Matthews
1:01.0,Z. Randolph makes 2-pt shot from 18 ft (assist by M. Conley),2,14-15,,
0:49.0,,,14-17,2,J. Gibson makes 2-pt shot from 12 ft
0:43.0,Offensive charge foul by M. Conley,,14-17,,
0:43.0,Turnover by M. Conley (offensive foul),,14-17,,
0:43.0,,,14-17,,S. Curry enters the game for J. Gibson
0:31.0,,,14-19,2,S. Curry makes 2-pt shot from 9 ft
0:28.0,Shooting foul by S. Curry (drawn by M. Conley),,14-19,,
0:28.0,M. Conley makes free throw 1 of 2,1,15-19,,
0:28.0,M. Conley makes free throw 2 of 2,1,16-19,,
0:28.0,J. Green enters the game for Z. Randolph,,15-19,,
0:14.0,,,16-19,,Turnover by N. Brussino (step out of bounds)
0:14.0,Z. Randolph enters the game for J. Green,,16-19,,
0:14.0,,,16-19,,D. Finney-Smith enters the game for N. Brussino
0:02.0,M. Conley makes 3-pt shot from 29 ft,3,19-19,,
0:01.0,,,19-19,,J. Anderson misses 3-pt shot from 59 ft
0:00.0,,,19-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,19-19,,H. Barnes misses 2-pt shot from 5 ft (block by T. Allen)
11:42.0,Defensive rebound by V. Carter,,19-19,,
11:36.0,A. Harrison makes 2-pt shot from 1 ft,2,21-19,,
11:27.0,,,21-21,2,J. Anderson makes 2-pt shot from 3 ft (assist by S. Curry)
11:08.0,C. Parsons enters the game for A. Harrison,,21-21,,
10:59.0,Z. Randolph makes 2-pt shot from 20 ft (assist by M. Conley),2,23-21,,
10:50.0,,,23-21,,S. Curry misses 2-pt shot from 15 ft
10:47.0,Defensive rebound by T. Allen,,23-21,,
10:33.0,Z. Randolph misses 2-pt shot from 6 ft (block by J. Anderson),,23-21,,
10:32.0,,,23-21,,Defensive rebound by J. Anderson
10:32.0,Personal take foul by T. Allen (drawn by J. Anderson),,23-21,,
10:10.0,,,23-21,,H. Barnes misses 2-pt shot from 5 ft
10:08.0,,,23-21,,Offensive rebound by H. Barnes
10:01.0,,,23-24,3,S. Curry makes 3-pt shot from 23 ft (assist by J. Anderson)
9:43.0,M. Conley misses 2-pt shot from 12 ft,,23-24,,
9:42.0,,,23-24,,Defensive rebound by J. Anderson
9:30.0,,,23-26,2,S. Curry makes 2-pt shot from 2 ft
9:30.0,,,23-26,,Shooting foul by V. Carter (drawn by S. Curry)
9:30.0,,,23-27,1,S. Curry makes free throw 1 of 1
9:26.0,Memphis full timeout,,23-27,,
9:26.0,,,23-27,,J. Gibson enters the game for S. Curry
9:26.0,J. Green enters the game for T. Allen,,23-27,,
9:14.0,V. Carter misses 3-pt shot from 25 ft,,23-27,,
9:14.0,,,23-27,,Defensive rebound by S. Mejri
8:57.0,,,23-27,,N. Brussino misses 3-pt shot from 27 ft
8:57.0,Defensive rebound by J. Green,,23-27,,
8:35.0,Z. Randolph misses 2-pt shot from 1 ft (block by S. Mejri),,23-27,,
8:34.0,,,23-27,,Defensive rebound by J. Gibson
8:26.0,,,23-27,,Offensive foul by J. Gibson
8:26.0,,,23-27,,Turnover by J. Gibson (offensive foul)
8:26.0,M. Gasol enters the game for Z. Randolph,,23-27,,
8:26.0,,,23-27,,S. Curry enters the game for J. Gibson
8:25.0,,,23-27,,D. Powell enters the game for H. Barnes
8:08.0,J. Green misses 2-pt shot from 13 ft,,23-27,,
8:07.0,Offensive rebound by C. Parsons,,23-27,,
7:51.0,M. Gasol makes 2-pt shot from 7 ft,2,25-27,,
7:42.0,,,25-27,,Turnover by S. Curry (offensive foul)
7:42.0,,,25-27,,Offensive foul by S. Curry
7:30.0,C. Parsons misses 3-pt shot from 25 ft,,25-27,,
7:28.0,,,25-27,,Defensive rebound by N. Brussino
7:05.0,,,25-27,,J. Anderson misses 3-pt shot from 27 ft
7:05.0,Defensive rebound by M. Conley,,25-27,,
6:53.0,Shooting foul by S. Mejri (drawn by J. Green),,25-27,,
6:53.0,J. Green misses free throw 1 of 2,,25-27,,
6:53.0,Offensive rebound by Team,,25-27,,
6:53.0,J. Green makes free throw 2 of 2,1,26-27,,
6:53.0,A. Harrison enters the game for V. Carter,,25-27,,
6:53.0,J. Ennis enters the game for M. Conley,,25-27,,
6:53.0,,,25-27,,W. Matthews enters the game for N. Brussino
6:34.0,Personal foul by A. Harrison (drawn by W. Matthews),,26-27,,
6:22.0,,,26-27,,D. Powell misses 2-pt shot from 17 ft
6:21.0,Defensive rebound by A. Harrison,,26-27,,
6:10.0,J. Green makes 2-pt shot from 4 ft (assist by M. Gasol),2,28-27,,
6:09.0,,,28-27,,Dallas full timeout
6:09.0,,,28-27,,A. Bogut enters the game for D. Powell
6:09.0,,,28-27,,H. Barnes enters the game for S. Mejri
5:50.0,,,28-27,,H. Barnes misses 2-pt shot from 15 ft
5:50.0,,,28-27,,Offensive rebound by S. Curry
5:46.0,,,28-27,,S. Curry misses 2-pt shot from 19 ft
5:45.0,Defensive rebound by A. Harrison,,28-27,,
5:32.0,Turnover by C. Parsons (lost ball),,28-27,,
5:13.0,,,28-27,,Turnover by H. Barnes (lost ball; steal by A. Harrison)
5:10.0,Shooting foul by J. Anderson (drawn by C. Parsons),,28-27,,
5:10.0,C. Parsons makes free throw 1 of 2,1,29-27,,
5:10.0,C. Parsons misses free throw 2 of 2,,29-27,,
5:09.0,,,29-27,,Defensive rebound by J. Anderson
4:48.0,,,29-27,,H. Barnes misses 3-pt shot from 23 ft
4:48.0,Defensive rebound by M. Gasol,,29-27,,
4:27.0,A. Harrison misses 3-pt shot from 26 ft,,29-27,,
4:25.0,,,29-27,,Defensive rebound by Team
4:06.0,,,29-27,,S. Curry misses 2-pt shot from 18 ft
4:05.0,Defensive rebound by J. Green,,29-27,,
3:49.0,M. Gasol makes 2-pt shot from 10 ft,2,31-27,,
3:23.0,,,31-27,,W. Matthews misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by M. Gasol,,31-27,,
3:16.0,Offensive charge foul by J. Green,,31-27,,
3:16.0,Turnover by J. Green (offensive foul),,31-27,,
3:16.0,M. Conley enters the game for C. Parsons,,31-27,,
3:16.0,,,31-27,,D. Finney-Smith enters the game for J. Anderson
2:59.0,,,31-27,,S. Curry misses 2-pt shot from 1 ft (block by M. Conley)
2:58.0,,,31-27,,Offensive rebound by Team
2:58.0,Official timeout,,31-27,,
2:56.0,,,31-27,,H. Barnes misses 2-pt shot from 17 ft
2:55.0,Defensive rebound by J. Green,,31-27,,
2:41.0,,,31-27,,Personal foul by A. Bogut (drawn by M. Gasol)
2:39.0,Offensive foul by M. Conley,,31-27,,
2:39.0,Turnover by M. Conley (offensive foul),,31-27,,
2:30.0,,,31-27,,Offensive foul by A. Bogut
2:30.0,,,31-27,,Turnover by A. Bogut (offensive foul)
2:22.0,,,31-27,,Personal foul by A. Bogut (drawn by M. Gasol)
2:22.0,,,31-27,,S. Mejri enters the game for A. Bogut
2:10.0,M. Gasol makes 3-pt shot from 27 ft (assist by M. Conley),3,34-27,,
1:53.0,Personal foul by J. Ennis (drawn by W. Matthews),,34-27,,
1:41.0,,,34-27,,S. Curry misses 3-pt shot from 27 ft
1:40.0,Defensive rebound by A. Harrison,,34-27,,
1:26.0,M. Gasol misses 2-pt shot from 8 ft,,34-27,,
1:24.0,,,34-27,,Defensive rebound by H. Barnes
1:06.0,,,34-29,2,D. Finney-Smith makes 2-pt shot from 19 ft (assist by W. Matthews)
0:44.0,A. Harrison misses 3-pt shot from 26 ft,,34-29,,
0:44.0,,,34-29,,Defensive rebound by S. Mejri
0:32.0,,,34-29,,Turnover by H. Barnes (lost ball)
0:32.0,V. Carter enters the game for M. Conley,,34-29,,
0:29.0,Memphis full timeout,,34-29,,
0:13.0,M. Gasol makes 2-pt shot from 2 ft (assist by V. Carter),2,36-29,,
0:03.0,Personal foul by A. Harrison (drawn by S. Mejri),,36-29,,
0:03.0,,,36-29,,S. Mejri misses free throw 1 of 2
0:03.0,,,36-29,,Offensive rebound by Team
0:03.0,,,36-29,,S. Mejri misses free throw 2 of 2
0:03.0,,,36-29,,Offensive rebound by S. Mejri
0:03.0,,,36-29,,J. Anderson enters the game for S. Curry
0:03.0,M. Conley enters the game for A. Harrison,,36-29,,
0:00.0,,,36-29,,S. Mejri misses 2-pt shot from 16 ft
0:00.0,,,36-29,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,36-29,,W. Matthews misses 3-pt shot from 26 ft
11:38.0,Defensive rebound by J. Green,,36-29,,
11:25.0,M. Gasol misses 2-pt shot from 9 ft,,36-29,,
11:24.0,,,36-29,,Defensive rebound by H. Barnes
11:03.0,,,36-29,,S. Curry misses 2-pt shot from 14 ft
11:01.0,Defensive rebound by J. Green,,36-29,,
10:43.0,J. Green makes 3-pt shot from 23 ft (assist by J. Ennis),3,39-29,,
10:29.0,,,39-29,,Shooting foul by J. Green (drawn by H. Barnes)
10:29.0,,,39-30,1,H. Barnes makes free throw 1 of 2
10:29.0,,,39-31,1,H. Barnes makes free throw 2 of 2
10:18.0,M. Gasol misses 2-pt shot from 14 ft,,39-31,,
10:17.0,,,39-31,,Defensive rebound by D. Finney-Smith
10:09.0,Personal foul by J. Ennis (drawn by W. Matthews),,39-31,,
9:58.0,,,39-31,,H. Barnes misses 2-pt shot from 19 ft
9:57.0,Defensive rebound by J. Ennis,,39-31,,
9:43.0,J. Ennis makes 2-pt shot from 18 ft (assist by J. Green),2,41-31,,
9:19.0,,,41-33,2,H. Barnes makes 2-pt shot from 4 ft
9:08.0,J. Green misses 3-pt shot from 25 ft,,41-33,,
9:07.0,,,41-33,,Defensive rebound by A. Bogut
8:53.0,,,41-33,,H. Barnes misses 2-pt shot from 20 ft
8:53.0,Defensive rebound by J. Ennis,,41-33,,
8:44.0,M. Conley makes 2-pt shot from 3 ft,2,43-33,,
8:30.0,,,43-33,,S. Curry misses 3-pt shot from 25 ft
8:29.0,Defensive rebound by J. Green,,43-33,,
8:08.0,C. Parsons makes 3-pt shot from 24 ft (assist by M. Gasol),3,46-33,,
8:01.0,,,46-33,,Dallas full timeout
7:55.0,,,46-33,,W. Matthews misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by M. Conley,,46-33,,
7:39.0,C. Parsons misses 3-pt shot from 28 ft,,46-33,,
7:36.0,,,46-33,,Defensive rebound by Team
7:19.0,,,46-33,,D. Finney-Smith misses 3-pt shot from 25 ft
7:18.0,Defensive rebound by J. Green,,46-33,,
7:05.0,Turnover by J. Green (bad pass; steal by W. Matthews),,46-33,,
6:45.0,,,46-33,,D. Finney-Smith misses 2-pt shot from 2 ft
6:44.0,Defensive rebound by J. Green,,46-33,,
6:32.0,J. Ennis misses 2-pt shot from 2 ft,,46-33,,
6:30.0,,,46-33,,Defensive rebound by D. Finney-Smith
6:21.0,,,46-33,,A. Bogut misses 2-pt shot from 3 ft
6:18.0,,,46-33,,Offensive rebound by A. Bogut
6:06.0,,,46-33,,Turnover by W. Matthews (step out of bounds)
6:06.0,,,46-33,,J. Gibson enters the game for S. Curry
6:06.0,,,46-33,,J. Anderson enters the game for D. Finney-Smith
6:06.0,V. Carter enters the game for J. Green,,46-33,,
5:49.0,M. Gasol makes 2-pt shot from 6 ft,2,48-33,,
5:40.0,Personal foul by V. Carter (drawn by H. Barnes),,48-33,,
5:40.0,A. Harrison enters the game for M. Conley,,48-33,,
5:40.0,,,48-33,,D. Powell enters the game for A. Bogut
5:31.0,,,48-33,,Turnover by J. Anderson (lost ball)
5:13.0,C. Parsons makes 3-pt shot from 24 ft (assist by J. Ennis),3,51-33,,
5:06.0,,,51-33,,Dallas full timeout
4:59.0,,,51-33,,W. Matthews misses 2-pt shot from 5 ft
4:57.0,Defensive rebound by C. Parsons,,51-33,,
4:40.0,A. Harrison misses 2-pt shot from 16 ft,,51-33,,
4:39.0,,,51-33,,Defensive rebound by J. Gibson
4:27.0,,,51-33,,Shooting foul by V. Carter (drawn by J. Gibson)
4:27.0,,,51-34,1,J. Gibson makes free throw 1 of 2
4:27.0,,,51-35,1,J. Gibson makes free throw 2 of 2
4:27.0,T. Allen enters the game for C. Parsons,,51-34,,
4:27.0,,,51-34,,N. Brussino enters the game for H. Barnes
4:07.0,V. Carter misses 3-pt shot from 24 ft,,51-35,,
4:06.0,,,51-35,,Defensive rebound by J. Gibson
4:06.0,Loose ball foul by T. Allen (drawn by J. Gibson),,51-35,,
4:06.0,,,51-36,1,J. Gibson makes free throw 1 of 2
4:06.0,,,51-37,1,J. Gibson makes free throw 2 of 2
3:53.0,Turnover by A. Harrison (lost ball; steal by J. Gibson),,51-37,,
3:42.0,,,51-37,,Turnover by J. Gibson (traveling)
3:20.0,M. Gasol misses 2-pt shot from 22 ft,,51-37,,
3:18.0,Offensive rebound by T. Allen,,51-37,,
3:18.0,Turnover by V. Carter (offensive goaltending),,51-37,,
3:02.0,,,51-37,,J. Gibson misses 3-pt shot from 27 ft
3:01.0,Defensive rebound by V. Carter,,51-37,,
2:45.0,Turnover by A. Harrison (step out of bounds),,51-37,,
2:45.0,J. Green enters the game for J. Ennis,,51-37,,
2:45.0,Z. Randolph enters the game for M. Gasol,,51-37,,
2:27.0,,,51-39,2,J. Gibson makes 2-pt shot from 1 ft
2:27.0,Memphis full timeout,,51-39,,
2:27.0,,,51-39,,S. Curry enters the game for W. Matthews
2:27.0,,,51-39,,H. Barnes enters the game for N. Brussino
2:04.0,V. Carter misses 2-pt shot from 12 ft (block by D. Powell),,51-39,,
2:02.0,,,51-39,,Defensive rebound by J. Anderson
1:39.0,,,51-41,2,H. Barnes makes 2-pt shot from 1 ft (assist by S. Curry)
1:17.0,V. Carter makes 2-pt shot from 2 ft,2,53-41,,
1:03.0,,,53-41,,H. Barnes misses 2-pt shot from 20 ft
1:02.0,Defensive rebound by J. Green,,53-41,,
0:56.0,Turnover by A. Harrison (offensive foul),,53-41,,
0:56.0,Offensive charge foul by A. Harrison,,53-41,,
0:56.0,M. Conley enters the game for A. Harrison,,53-41,,
0:43.0,,,53-41,,J. Gibson misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by V. Carter,,53-41,,
0:29.0,T. Allen makes 2-pt shot from 1 ft (assist by Z. Randolph),2,55-41,,
0:29.0,Shooting foul by D. Powell (drawn by T. Allen),,55-41,,
0:29.0,T. Allen makes free throw 1 of 1,1,56-41,,
0:11.0,,,56-41,,D. Powell misses 2-pt shot from 20 ft
0:10.0,Defensive rebound by M. Conley,,56-41,,
0:02.0,M. Conley misses 3-pt shot from 26 ft,,56-41,,
0:00.0,,,56-41,,Defensive rebound by H. Barnes
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,V. Carter makes 3-pt shot from 26 ft (assist by Z. Randolph),3,59-41,,
11:27.0,,,59-41,,J. Anderson misses 2-pt shot from 1 ft
11:26.0,Defensive rebound by Z. Randolph,,59-41,,
11:15.0,Z. Randolph misses 3-pt shot from 26 ft,,59-41,,
11:14.0,,,59-41,,Defensive rebound by Team
10:51.0,Personal foul by T. Allen (drawn by H. Barnes),,59-41,,
10:45.0,,,59-44,3,S. Curry makes 3-pt shot from 23 ft (assist by J. Gibson)
10:24.0,T. Allen makes 2-pt shot from 2 ft (assist by Z. Randolph),2,61-44,,
10:12.0,,,61-44,,Turnover by J. Anderson (bad pass; steal by T. Allen)
10:11.0,,,61-44,,Personal take foul by S. Curry (drawn by T. Allen)
10:11.0,,,61-44,,W. Matthews enters the game for J. Gibson
9:57.0,Shooting foul by D. Powell (drawn by Z. Randolph),,61-44,,
9:57.0,Z. Randolph makes free throw 1 of 2,1,62-44,,
9:57.0,Z. Randolph makes free throw 2 of 2,1,63-44,,
9:57.0,,,62-44,,A. Bogut enters the game for D. Powell
9:38.0,,,63-46,2,H. Barnes makes 2-pt shot at rim (assist by J. Anderson)
9:17.0,M. Conley misses 2-pt shot from 19 ft,,63-46,,
9:16.0,Offensive rebound by Z. Randolph,,63-46,,
9:15.0,Z. Randolph misses 2-pt shot from 2 ft,,63-46,,
9:14.0,Offensive rebound by T. Allen,,63-46,,
9:13.0,T. Allen makes 2-pt shot from 1 ft,2,65-46,,
9:03.0,Personal foul by T. Allen (drawn by H. Barnes),,65-46,,
8:51.0,,,65-48,2,H. Barnes makes 2-pt shot from 1 ft
8:51.0,Shooting block foul by J. Green (drawn by H. Barnes),,65-48,,
8:51.0,Official timeout,,65-48,,
8:51.0,,,65-49,1,H. Barnes makes free throw 1 of 1
8:37.0,V. Carter misses 3-pt shot from 26 ft,,65-49,,
8:36.0,,,65-49,,Defensive rebound by Team
8:23.0,,,65-49,,Shooting foul by J. Green (drawn by H. Barnes)
8:23.0,,,65-50,1,H. Barnes makes free throw 1 of 2
8:23.0,,,65-51,1,H. Barnes makes free throw 2 of 2
8:23.0,A. Harrison enters the game for M. Conley,,65-50,,
8:05.0,V. Carter makes 2-pt shot from 10 ft,2,67-51,,
7:47.0,,,67-51,,Turnover by H. Barnes (lost ball; steal by J. Green)
7:43.0,T. Allen makes 2-pt shot from 1 ft (assist by A. Harrison),2,69-51,,
7:37.0,,,69-51,,Dallas full timeout
7:37.0,,,69-51,,J. Gibson enters the game for H. Barnes
7:27.0,,,69-51,,J. Anderson misses 2-pt shot from 2 ft
7:26.0,,,69-51,,Offensive rebound by A. Bogut
7:26.0,,,69-51,,A. Bogut misses 2-pt shot from 1 ft
7:25.0,,,69-51,,Offensive rebound by A. Bogut
7:17.0,J. Ennis enters the game for J. Green,,69-51,,
7:10.0,,,69-51,,Turnover by A. Bogut (bad pass; steal by J. Ennis)
6:57.0,Z. Randolph makes 2-pt shot from 16 ft (assist by J. Ennis),2,71-51,,
6:39.0,,,71-51,,W. Matthews misses 3-pt shot from 25 ft
6:37.0,Defensive rebound by J. Ennis,,71-51,,
6:21.0,V. Carter misses 2-pt shot from 13 ft,,71-51,,
6:20.0,,,71-51,,Defensive rebound by Team
6:20.0,,,71-51,,S. Mejri enters the game for A. Bogut
6:12.0,,,71-51,,Turnover by J. Gibson (bad pass; steal by T. Allen)
6:09.0,T. Allen makes 2-pt shot from 1 ft,2,73-51,,
6:03.0,,,73-51,,Dallas full timeout
6:03.0,,,73-51,,N. Brussino enters the game for W. Matthews
6:03.0,,,73-51,,D. Finney-Smith enters the game for S. Curry
5:50.0,,,73-51,,Shooting foul by V. Carter (drawn by J. Anderson)
5:50.0,,,73-52,1,J. Anderson makes free throw 1 of 2
5:50.0,,,73-53,1,J. Anderson makes free throw 2 of 2
5:40.0,Turnover by Z. Randolph (traveling),,73-53,,
5:26.0,,,73-55,2,D. Finney-Smith makes 2-pt shot from 3 ft
5:26.0,,,73-55,,Shooting foul by J. Ennis (drawn by D. Finney-Smith)
5:26.0,,,73-56,1,D. Finney-Smith makes free throw 1 of 1
5:08.0,Z. Randolph makes 2-pt shot from 3 ft,2,75-56,,
4:54.0,,,75-56,,J. Anderson misses 2-pt shot from 3 ft
4:52.0,Defensive rebound by Z. Randolph,,75-56,,
4:43.0,Z. Randolph misses 3-pt shot from 26 ft,,75-56,,
4:42.0,,,75-56,,Defensive rebound by N. Brussino
4:21.0,,,75-58,2,J. Gibson makes 2-pt shot from 8 ft
4:02.0,V. Carter misses 2-pt shot from 3 ft,,75-58,,
4:00.0,,,75-58,,Defensive rebound by D. Finney-Smith
4:00.0,Personal take foul by T. Allen (drawn by J. Gibson),,75-58,,
4:00.0,,,75-59,1,J. Gibson makes free throw 1 of 2
4:00.0,,,75-59,,J. Gibson misses free throw 2 of 2
4:00.0,W. Baldwin enters the game for V. Carter,,75-59,,
4:00.0,J. Martin enters the game for T. Allen,,75-59,,
3:59.0,Defensive rebound by J. Martin,,75-59,,
3:41.0,A. Harrison misses 2-pt shot from 9 ft,,75-59,,
3:40.0,Offensive rebound by Z. Randolph,,75-59,,
3:39.0,Z. Randolph misses 2-pt shot from 4 ft,,75-59,,
3:38.0,,,75-59,,Defensive rebound by Team
3:29.0,,,75-59,,Turnover by J. Gibson (bad pass; steal by A. Harrison)
3:12.0,,,75-59,,A. Hammons enters the game for S. Mejri
3:12.0,Memphis full timeout,,75-59,,
3:03.0,A. Harrison makes 3-pt shot from 29 ft,3,78-59,,
2:48.0,,,78-59,,N. Brussino misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by A. Harrison,,78-59,,
2:40.0,J. Martin makes 2-pt shot at rim (assist by J. Ennis),2,80-59,,
2:20.0,,,80-59,,J. Anderson misses 3-pt shot from 23 ft
2:19.0,,,80-59,,Offensive rebound by N. Brussino
2:10.0,,,80-59,,D. Finney-Smith misses 3-pt shot from 27 ft
2:08.0,Defensive rebound by Z. Randolph,,80-59,,
1:55.0,Z. Randolph misses 2-pt shot from 3 ft (block by A. Hammons),,80-59,,
1:53.0,,,80-59,,Defensive rebound by N. Brussino
1:47.0,Personal foul by W. Baldwin (drawn by J. Gibson),,80-59,,
1:47.0,,,80-59,,J. Gibson misses free throw 1 of 2
1:47.0,,,80-59,,Offensive rebound by Team
1:47.0,,,80-59,,J. Gibson misses free throw 2 of 2
1:47.0,T. Williams enters the game for J. Ennis,,80-59,,
1:47.0,D. Davis enters the game for Z. Randolph,,80-59,,
1:44.0,Defensive rebound by J. Martin,,80-59,,
1:33.0,W. Baldwin misses 2-pt shot from 17 ft,,80-59,,
