time,Toronto,pts.away,score,pts.home,Detroit
7:32.0,,,10-3,,A. Drummond misses free throw 2 of 2
7:31.0,Defensive rebound by J. Valanciunas,,10-3,,
7:22.0,J. Valanciunas makes 2-pt shot at rim (assist by C. Joseph),2,12-3,,
7:08.0,,,12-3,,M. Morris misses 2-pt shot from 16 ft
7:07.0,,,12-3,,Offensive rebound by T. Harris
7:05.0,,,12-3,,Shooting foul by C. Joseph (drawn by T. Harris)
7:05.0,,,12-4,1,T. Harris makes free throw 1 of 2
7:05.0,,,12-5,1,T. Harris makes free throw 2 of 2
6:53.0,Turnover by C. Joseph (bad pass; steal by A. Drummond),,12-5,,
6:43.0,,,12-5,,K. Caldwell-Pope misses 3-pt shot from 26 ft
6:42.0,Defensive rebound by S. Ibaka,,12-5,,
6:28.0,S. Ibaka misses 3-pt shot from 27 ft,,12-5,,
6:27.0,,,12-5,,Defensive rebound by A. Drummond
6:16.0,,,12-7,2,R. Jackson makes 2-pt shot from 13 ft
5:56.0,Turnover by C. Joseph (bad pass; steal by T. Harris),,12-7,,
5:51.0,,,12-9,2,T. Harris makes 2-pt shot from 1 ft
5:40.0,Toronto full timeout,,12-9,,
5:40.0,,,12-9,,J. Leuer enters the game for T. Harris
5:40.0,,,12-9,,I. Smith enters the game for R. Jackson
5:37.0,P. Tucker enters the game for D. Carroll,,12-9,,
5:28.0,C. Joseph misses 3-pt shot from 25 ft,,12-9,,
5:27.0,,,12-9,,Defensive rebound by M. Morris
5:17.0,,,12-9,,Turnover by A. Drummond (offensive foul)
5:17.0,,,12-9,,Offensive foul by A. Drummond
4:58.0,Turnover by J. Valanciunas (3 sec),,12-9,,
4:43.0,,,12-9,,M. Morris misses 2-pt shot from 15 ft
4:42.0,Defensive rebound by C. Joseph,,12-9,,
4:35.0,S. Ibaka misses 3-pt shot from 25 ft,,12-9,,
4:34.0,,,12-9,,Defensive rebound by K. Caldwell-Pope
4:26.0,,,12-9,,Shooting foul by J. Valanciunas (drawn by A. Drummond)
4:26.0,,,12-9,,A. Drummond misses free throw 1 of 2
4:26.0,,,12-9,,Offensive rebound by Team
4:26.0,,,12-9,,A. Drummond misses free throw 2 of 2
4:26.0,J. Poeltl enters the game for J. Valanciunas,,12-9,,
4:25.0,Defensive rebound by S. Ibaka,,12-9,,
4:01.0,P. Tucker misses 2-pt shot from 6 ft,,12-9,,
4:00.0,,,12-9,,Defensive rebound by M. Morris
3:54.0,Violation by J. Poeltl (kicked ball),,12-9,,
3:42.0,,,12-9,,A. Drummond misses 2-pt shot from 2 ft
3:42.0,,,12-9,,Offensive rebound by A. Drummond
3:41.0,,,12-9,,A. Drummond misses 2-pt shot from 1 ft
3:38.0,Defensive rebound by C. Joseph,,12-9,,
3:26.0,D. DeRozan misses 2-pt shot from 19 ft,,12-9,,
3:25.0,,,12-9,,Defensive rebound by A. Drummond
3:12.0,,,12-11,2,I. Smith makes 2-pt shot from 15 ft
2:53.0,C. Joseph makes 2-pt shot from 18 ft,2,14-11,,
2:37.0,,,14-11,,I. Smith misses 2-pt shot from 19 ft
2:36.0,Defensive rebound by S. Ibaka,,14-11,,
2:25.0,D. DeRozan misses 2-pt shot from 17 ft,,14-11,,
2:24.0,,,14-11,,Defensive rebound by A. Drummond
2:17.0,,,14-11,,K. Caldwell-Pope misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by S. Ibaka,,14-11,,
2:08.0,J. Poeltl misses 2-pt shot from 5 ft,,14-11,,
2:08.0,,,14-11,,Defensive rebound by Team
2:08.0,D. Wright enters the game for C. Joseph,,14-11,,
2:08.0,P. Patterson enters the game for S. Ibaka,,14-11,,
1:50.0,,,14-13,2,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope)
1:35.0,D. Wright misses 2-pt shot from 6 ft,,14-13,,
1:34.0,,,14-13,,Defensive rebound by I. Smith
1:29.0,,,14-13,,Turnover by I. Smith (bad pass; steal by P. Tucker)
1:15.0,Turnover by J. Poeltl (traveling),,14-13,,
1:15.0,,,14-13,,A. Baynes enters the game for A. Drummond
1:15.0,,,14-13,,T. Harris enters the game for M. Morris
1:15.0,N. Powell enters the game for D. DeRozan,,14-13,,
0:58.0,,,14-13,,A. Baynes misses 2-pt shot from 15 ft
0:57.0,Defensive rebound by P. Tucker,,14-13,,
0:43.0,P. Patterson misses 3-pt shot from 25 ft,,14-13,,
0:41.0,,,14-13,,Defensive rebound by T. Harris
0:30.0,,,14-13,,T. Harris misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by J. Poeltl,,14-13,,
0:24.0,Shooting foul by T. Harris (drawn by N. Powell),,14-13,,
0:24.0,N. Powell makes free throw 1 of 2,1,15-13,,
0:24.0,N. Powell makes free throw 2 of 2,1,16-13,,
0:24.0,,,15-13,,S. Johnson enters the game for K. Caldwell-Pope
0:02.0,,,16-13,,Turnover by T. Harris (lost ball; steal by P. Tucker)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,D. Wright misses 2-pt shot from 1 ft,,16-13,,
11:44.0,,,16-13,,Defensive rebound by A. Baynes
11:37.0,,,16-15,2,A. Baynes makes 2-pt shot from 14 ft (assist by I. Smith)
11:21.0,J. Poeltl misses 2-pt shot from 5 ft,,16-15,,
11:20.0,,,16-15,,Defensive rebound by I. Smith
11:16.0,,,16-15,,Turnover by I. Smith (bad pass)
11:05.0,D. Wright misses 2-pt shot from 5 ft (block by I. Smith),,16-15,,
11:03.0,,,16-15,,Defensive rebound by S. Johnson
11:01.0,,,16-15,,Shooting foul by N. Powell (drawn by S. Johnson)
11:01.0,,,16-16,1,S. Johnson makes free throw 1 of 2
11:01.0,,,16-16,,S. Johnson misses free throw 2 of 2
11:01.0,,,16-16,,R. Jackson enters the game for I. Smith
10:59.0,Defensive rebound by P. Tucker,,16-16,,
10:44.0,N. Powell misses 2-pt shot from 3 ft,,16-16,,
10:43.0,Offensive rebound by J. Poeltl,,16-16,,
10:34.0,Shooting foul by T. Harris (drawn by N. Powell),,16-16,,
10:34.0,N. Powell makes free throw 1 of 2,1,17-16,,
10:34.0,N. Powell misses free throw 2 of 2,,17-16,,
10:32.0,,,17-16,,Defensive rebound by T. Harris
10:22.0,,,17-16,,J. Leuer misses 3-pt shot from 26 ft
10:21.0,Defensive rebound by P. Tucker,,17-16,,
10:00.0,P. Patterson makes 3-pt shot from 23 ft (assist by P. Tucker),3,20-16,,
9:48.0,,,20-16,,Shooting foul by J. Poeltl (drawn by R. Jackson)
9:48.0,,,20-17,1,R. Jackson makes free throw 1 of 2
9:48.0,,,20-18,1,R. Jackson makes free throw 2 of 2
9:35.0,D. Wright misses 2-pt shot from 7 ft (block by A. Baynes),,20-18,,
9:35.0,Offensive rebound by Team,,20-18,,
9:35.0,D. Carroll enters the game for P. Tucker,,20-18,,
9:35.0,J. Valanciunas enters the game for J. Poeltl,,20-18,,
9:25.0,D. Carroll misses 2-pt shot from 18 ft,,20-18,,
9:23.0,,,20-18,,Defensive rebound by J. Leuer
9:13.0,,,20-20,2,R. Jackson makes 2-pt shot from 14 ft
8:52.0,N. Powell makes 2-pt shot from 1 ft,2,22-20,,
8:32.0,,,22-22,2,J. Leuer makes 2-pt shot from 13 ft (assist by R. Jackson)
8:16.0,N. Powell misses 3-pt shot from 26 ft,,22-22,,
8:15.0,,,22-22,,Defensive rebound by A. Baynes
8:01.0,,,22-22,,R. Jackson misses 3-pt shot from 26 ft
8:01.0,,,22-22,,Offensive rebound by Team
8:01.0,Loose ball foul by J. Valanciunas (drawn by A. Baynes),,22-22,,
8:01.0,Official timeout,,22-22,,
8:01.0,C. Joseph enters the game for J. Valanciunas,,22-22,,
8:01.0,S. Ibaka enters the game for D. Wright,,22-22,,
7:59.0,,,22-22,,Turnover by J. Leuer (back court)
7:40.0,S. Ibaka makes 2-pt shot from 16 ft (assist by P. Patterson),2,24-22,,
7:25.0,,,24-24,2,A. Baynes makes 2-pt shot at rim (assist by S. Johnson)
7:19.0,Offensive foul by S. Ibaka,,24-24,,
7:19.0,Turnover by S. Ibaka (offensive foul),,24-24,,
7:18.0,,,24-24,,A. Drummond enters the game for A. Baynes
7:07.0,,,24-27,3,J. Leuer makes 3-pt shot from 26 ft (assist by R. Jackson)
6:41.0,S. Ibaka misses 2-pt shot from 11 ft,,24-27,,
6:40.0,,,24-27,,Defensive rebound by A. Drummond
6:29.0,,,24-27,,S. Johnson misses 2-pt shot from 19 ft
6:28.0,Defensive rebound by P. Patterson,,24-27,,
6:21.0,D. Carroll misses 3-pt shot from 26 ft,,24-27,,
6:18.0,,,24-27,,Defensive rebound by J. Leuer
6:10.0,,,24-29,2,J. Leuer makes 2-pt shot at rim (assist by R. Jackson)
6:10.0,,,24-29,,Shooting foul by P. Patterson (drawn by J. Leuer)
6:10.0,,,24-30,1,J. Leuer makes free throw 1 of 1
6:10.0,D. DeRozan enters the game for N. Powell,,24-29,,
6:10.0,J. Valanciunas enters the game for P. Patterson,,24-29,,
5:50.0,S. Ibaka misses 2-pt shot from 10 ft,,24-30,,
5:48.0,,,24-30,,Defensive rebound by A. Drummond
5:30.0,,,24-32,2,R. Jackson makes 2-pt shot at rim
5:05.0,,,24-32,,Detroit full timeout
5:05.0,,,24-32,,M. Morris enters the game for T. Harris
5:05.0,,,24-32,,K. Caldwell-Pope enters the game for S. Johnson
5:01.0,S. Ibaka makes 3-pt shot from 25 ft (assist by D. Carroll),3,27-32,,
4:36.0,Personal foul by C. Joseph (drawn by R. Jackson),,27-32,,
4:36.0,,,27-33,1,R. Jackson makes free throw 1 of 2
4:36.0,,,27-34,1,R. Jackson makes free throw 2 of 2
4:17.0,Turnover by S. Ibaka (bad pass),,27-34,,
4:07.0,,,27-34,,R. Jackson misses 2-pt shot from 15 ft
4:04.0,Defensive rebound by J. Valanciunas,,27-34,,
3:55.0,J. Valanciunas makes 2-pt shot from 13 ft (assist by D. DeRozan),2,29-34,,
3:44.0,,,29-34,,K. Caldwell-Pope misses 3-pt shot from 24 ft
3:44.0,,,29-34,,Offensive rebound by Team
3:44.0,,,29-34,,I. Smith enters the game for R. Jackson
3:34.0,,,29-34,,M. Morris misses 2-pt shot from 14 ft
3:33.0,Defensive rebound by D. DeRozan,,29-34,,
3:20.0,S. Ibaka misses 3-pt shot from 25 ft,,29-34,,
3:19.0,Offensive rebound by J. Valanciunas,,29-34,,
3:14.0,J. Valanciunas makes 2-pt shot from 1 ft,2,31-34,,
3:02.0,,,31-34,,J. Leuer misses 2-pt shot from 14 ft
3:01.0,Defensive rebound by C. Joseph,,31-34,,
3:00.0,,,31-34,,Personal foul by J. Leuer (drawn by C. Joseph)
3:00.0,,,31-34,,T. Harris enters the game for J. Leuer
3:00.0,Toronto full timeout,,31-34,,
3:00.0,P. Tucker enters the game for S. Ibaka,,31-34,,
2:50.0,D. DeRozan misses 2-pt shot from 17 ft,,31-34,,
2:49.0,,,31-34,,Defensive rebound by A. Drummond
2:38.0,,,31-34,,I. Smith misses 2-pt shot from 8 ft
2:37.0,,,31-34,,Offensive rebound by A. Drummond
2:33.0,,,31-34,,A. Drummond misses 2-pt shot from 1 ft
2:32.0,Defensive rebound by J. Valanciunas,,31-34,,
2:25.0,D. Carroll makes 3-pt shot from 25 ft (assist by D. DeRozan),3,34-34,,
2:00.0,,,34-34,,T. Harris misses 2-pt shot from 4 ft (block by C. Joseph)
1:59.0,,,34-34,,Offensive rebound by T. Harris
1:59.0,,,34-34,,Turnover by Team (shot clock)
1:42.0,Shooting foul by K. Caldwell-Pope (drawn by D. Carroll),,34-34,,
1:42.0,D. Carroll makes free throw 1 of 2,1,35-34,,
1:42.0,D. Carroll makes free throw 2 of 2,1,36-34,,
1:42.0,,,35-34,,J. Leuer enters the game for T. Harris
1:25.0,,,36-36,2,J. Leuer makes 2-pt shot from 14 ft (assist by K. Caldwell-Pope)
1:08.0,C. Joseph misses 3-pt shot from 25 ft,,36-36,,
1:07.0,,,36-36,,Defensive rebound by A. Drummond
1:02.0,,,36-36,,Turnover by A. Drummond (lost ball; steal by P. Tucker)
0:49.0,P. Tucker misses 3-pt shot from 26 ft,,36-36,,
0:48.0,,,36-36,,Defensive rebound by J. Leuer
0:37.0,,,36-36,,I. Smith misses 2-pt shot from 18 ft
0:35.0,Defensive rebound by J. Valanciunas,,36-36,,
0:30.0,D. Carroll makes 2-pt shot from 7 ft,2,38-36,,
0:07.0,,,38-36,,M. Morris misses 2-pt shot from 16 ft
0:06.0,,,38-36,,Offensive rebound by A. Drummond
0:06.0,,,38-38,2,A. Drummond makes 2-pt shot from 2 ft
0:01.0,Shooting foul by I. Smith (drawn by C. Joseph),,38-38,,
0:01.0,C. Joseph makes free throw 1 of 2,1,39-38,,
0:01.0,C. Joseph makes free throw 2 of 2,1,40-38,,
0:01.0,J. Poeltl enters the game for J. Valanciunas,,39-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Shooting foul by M. Morris (drawn by D. DeRozan),,40-38,,
11:43.0,D. DeRozan makes free throw 1 of 2,1,41-38,,
11:43.0,D. DeRozan makes free throw 2 of 2,1,42-38,,
11:29.0,,,42-38,,M. Morris misses 3-pt shot from 27 ft
11:27.0,Defensive rebound by D. DeRozan,,42-38,,
11:12.0,D. DeRozan misses 2-pt shot from 16 ft,,42-38,,
11:11.0,,,42-38,,Defensive rebound by A. Drummond
11:01.0,,,42-40,2,K. Caldwell-Pope makes 2-pt shot from 20 ft (assist by R. Jackson)
10:39.0,D. Carroll misses 3-pt shot from 24 ft,,42-40,,
10:38.0,,,42-40,,Defensive rebound by T. Harris
10:18.0,,,42-42,2,T. Harris makes 2-pt shot from 11 ft (assist by R. Jackson)
9:45.0,S. Ibaka makes 3-pt shot from 25 ft (assist by D. DeRozan),3,45-42,,
9:19.0,,,45-42,,R. Jackson misses 2-pt shot from 12 ft
9:16.0,Defensive rebound by J. Valanciunas,,45-42,,
9:00.0,Turnover by S. Ibaka (bad pass; steal by A. Drummond),,45-42,,
8:52.0,,,45-44,2,T. Harris makes 2-pt shot from 8 ft
8:29.0,D. DeRozan makes 2-pt shot at rim,2,47-44,,
8:12.0,,,47-44,,Shooting foul by D. DeRozan (drawn by R. Jackson)
8:12.0,,,47-45,1,R. Jackson makes free throw 1 of 2
8:12.0,,,47-46,1,R. Jackson makes free throw 2 of 2
7:53.0,J. Valanciunas makes 2-pt shot from 16 ft (assist by S. Ibaka),2,49-46,,
7:44.0,,,49-46,,K. Caldwell-Pope misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by D. DeRozan,,49-46,,
7:31.0,C. Joseph misses 3-pt shot from 24 ft,,49-46,,
7:29.0,Offensive rebound by D. Carroll,,49-46,,
7:29.0,D. Carroll makes 2-pt shot from 1 ft,2,51-46,,
7:29.0,,,51-46,,Detroit full timeout
7:16.0,,,51-46,,T. Harris misses 3-pt shot from 26 ft
7:14.0,Defensive rebound by S. Ibaka,,51-46,,
7:02.0,D. DeRozan makes 2-pt shot from 14 ft,2,53-46,,
6:42.0,,,53-48,2,R. Jackson makes 2-pt shot from 19 ft
6:17.0,C. Joseph misses 2-pt shot from 5 ft (block by A. Drummond),,53-48,,
6:17.0,,,53-48,,Defensive rebound by A. Drummond
6:17.0,Personal foul by D. Carroll (drawn by R. Jackson),,53-48,,
6:05.0,,,53-50,2,R. Jackson makes 2-pt shot at rim
5:49.0,D. Carroll misses 3-pt shot from 24 ft,,53-50,,
5:47.0,,,53-50,,Defensive rebound by M. Morris
5:38.0,,,53-50,,M. Morris misses 2-pt shot from 12 ft
5:37.0,Defensive rebound by S. Ibaka,,53-50,,
5:26.0,S. Ibaka makes 3-pt shot from 26 ft (assist by C. Joseph),3,56-50,,
5:16.0,Personal foul by C. Joseph (drawn by R. Jackson),,56-50,,
4:59.0,,,56-50,,M. Morris misses 2-pt shot from 15 ft
4:58.0,Defensive rebound by C. Joseph,,56-50,,
4:53.0,,,56-50,,Personal foul by R. Jackson (drawn by D. Carroll)
4:53.0,,,56-50,,I. Smith enters the game for R. Jackson
4:53.0,,,56-50,,J. Leuer enters the game for T. Harris
4:45.0,C. Joseph misses 2-pt shot from 11 ft,,56-50,,
4:42.0,,,56-50,,Defensive rebound by I. Smith
4:30.0,,,56-52,2,A. Drummond makes 2-pt shot at rim (assist by I. Smith)
4:13.0,,,56-52,,Personal foul by I. Smith (drawn by D. Carroll)
4:13.0,P. Tucker enters the game for D. Carroll,,56-52,,
4:02.0,S. Ibaka misses 3-pt shot from 26 ft,,56-52,,
4:01.0,,,56-52,,Defensive rebound by K. Caldwell-Pope
3:46.0,,,56-54,2,A. Drummond makes 2-pt shot from 9 ft
3:32.0,C. Joseph makes 2-pt shot from 5 ft,2,58-54,,
3:18.0,,,58-56,2,K. Caldwell-Pope makes 2-pt shot from 17 ft (assist by J. Leuer)
3:06.0,J. Valanciunas misses 2-pt shot from 14 ft,,58-56,,
3:04.0,,,58-56,,Defensive rebound by M. Morris
3:00.0,,,58-59,3,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by I. Smith)
2:58.0,Toronto full timeout,,58-59,,
2:58.0,F. VanVleet enters the game for J. Valanciunas,,58-59,,
2:58.0,J. Poeltl enters the game for C. Joseph,,58-59,,
2:41.0,D. DeRozan makes 2-pt shot from 17 ft (assist by P. Tucker),2,60-59,,
2:17.0,,,60-62,3,M. Morris makes 3-pt shot from 25 ft (assist by J. Leuer)
2:09.0,Offensive foul by J. Poeltl,,60-62,,
2:09.0,Turnover by J. Poeltl (offensive foul),,60-62,,
1:50.0,,,60-62,,A. Drummond misses 2-pt shot from 9 ft
1:46.0,Defensive rebound by F. VanVleet,,60-62,,
1:29.0,S. Ibaka misses 3-pt shot from 26 ft,,60-62,,
1:28.0,,,60-62,,Defensive rebound by A. Drummond
1:20.0,,,60-62,,Turnover by I. Smith (bad pass)
1:20.0,P. Patterson enters the game for S. Ibaka,,60-62,,
1:20.0,,,60-62,,A. Baynes enters the game for A. Drummond
1:03.0,F. VanVleet misses 2-pt shot from 9 ft,,60-62,,
1:00.0,,,60-62,,Defensive rebound by A. Baynes
0:56.0,,,60-64,2,K. Caldwell-Pope makes 2-pt shot from 9 ft
0:45.0,F. VanVleet misses 2-pt shot from 14 ft,,60-64,,
0:44.0,,,60-64,,Defensive rebound by M. Morris
0:35.0,,,60-64,,A. Baynes misses 2-pt shot from 10 ft
0:33.0,Defensive rebound by J. Poeltl,,60-64,,
0:13.0,Turnover by D. DeRozan (lost ball; steal by I. Smith),,60-64,,
0:06.0,,,60-64,,K. Caldwell-Pope misses 3-pt shot from 26 ft
0:05.0,,,60-64,,Offensive rebound by J. Leuer
0:05.0,Personal foul by F. VanVleet (drawn by K. Caldwell-Pope),,60-64,,
0:02.0,,,60-64,,I. Smith misses 3-pt shot from 25 ft
0:01.0,,,60-64,,Offensive rebound by J. Leuer
0:00.0,,,60-66,2,J. Leuer makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,60-66,,I. Smith misses 2-pt shot from 1 ft
11:39.0,Defensive rebound by J. Poeltl,,60-66,,
11:26.0,P. Patterson misses 2-pt shot from 8 ft (block by A. Baynes),,60-66,,
11:26.0,,,60-66,,Defensive rebound by Team
10:59.0,,,60-66,,I. Smith misses 2-pt shot from 15 ft
10:58.0,Defensive rebound by P. Patterson,,60-66,,
10:49.0,P. Patterson makes 3-pt shot from 25 ft (assist by F. VanVleet),3,63-66,,
10:30.0,Personal foul by P. Patterson (drawn by A. Baynes),,63-66,,
10:18.0,,,63-68,2,I. Smith makes 2-pt shot from 1 ft
10:05.0,P. Patterson misses 2-pt shot from 16 ft,,63-68,,
10:05.0,Offensive rebound by J. Poeltl,,63-68,,
10:05.0,,,63-68,,Personal foul by A. Baynes (drawn by P. Patterson)
10:05.0,,,63-68,,R. Jackson enters the game for I. Smith
9:54.0,N. Powell misses 2-pt shot from 1 ft,,63-68,,
9:52.0,,,63-68,,Defensive rebound by A. Baynes
9:46.0,,,63-68,,Shooting foul by J. Poeltl (drawn by T. Harris)
9:46.0,,,63-69,1,T. Harris makes free throw 1 of 2
9:46.0,,,63-70,1,T. Harris makes free throw 2 of 2
9:37.0,Turnover by F. VanVleet (bad pass; steal by S. Johnson),,63-70,,
9:34.0,,,63-70,,S. Johnson misses 2-pt shot from 2 ft
9:33.0,,,63-70,,Offensive rebound by T. Harris
9:32.0,,,63-70,,T. Harris misses 2-pt shot from 1 ft
9:32.0,,,63-70,,Offensive rebound by T. Harris
9:31.0,,,63-72,2,T. Harris makes 2-pt shot from 1 ft
9:13.0,N. Powell misses 2-pt shot from 6 ft (block by J. Leuer),,63-72,,
9:11.0,Offensive rebound by J. Poeltl,,63-72,,
9:04.0,P. Tucker makes 3-pt shot from 26 ft (assist by F. VanVleet),3,66-72,,
8:45.0,,,66-72,,Turnover by R. Jackson (bad pass)
8:45.0,Official timeout,,66-72,,
8:45.0,,,66-72,,A. Drummond enters the game for A. Baynes
8:45.0,S. Ibaka enters the game for J. Poeltl,,66-72,,
8:45.0,C. Joseph enters the game for F. VanVleet,,66-72,,
8:28.0,C. Joseph misses 2-pt shot from 15 ft,,66-72,,
8:26.0,,,66-72,,Defensive rebound by A. Drummond
8:09.0,,,66-72,,J. Leuer misses 3-pt shot from 26 ft
8:08.0,Defensive rebound by P. Tucker,,66-72,,
7:58.0,P. Tucker makes 2-pt shot from 1 ft (assist by C. Joseph),2,68-72,,
7:32.0,,,68-72,,R. Jackson misses 2-pt shot from 20 ft
7:31.0,Defensive rebound by P. Tucker,,68-72,,
7:27.0,P. Tucker misses 2-pt shot from 2 ft,,68-72,,
7:26.0,,,68-72,,Defensive rebound by A. Drummond
7:16.0,,,68-72,,A. Drummond misses 2-pt shot from 9 ft
7:15.0,Defensive rebound by N. Powell,,68-72,,
7:09.0,N. Powell makes 2-pt shot from 1 ft,2,70-72,,
7:09.0,,,70-72,,Detroit full timeout
7:09.0,D. DeRozan enters the game for P. Patterson,,70-72,,
7:09.0,,,70-72,,M. Morris enters the game for J. Leuer
7:09.0,,,70-72,,K. Caldwell-Pope enters the game for S. Johnson
6:56.0,,,70-74,2,R. Jackson makes 2-pt shot from 1 ft
6:42.0,N. Powell misses 3-pt shot from 25 ft,,70-74,,
6:41.0,,,70-74,,Defensive rebound by A. Drummond
6:28.0,,,70-74,,M. Morris misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by P. Tucker,,70-74,,
6:06.0,N. Powell misses 3-pt shot from 23 ft,,70-74,,
6:05.0,Offensive rebound by P. Tucker,,70-74,,
5:52.0,P. Tucker makes 3-pt shot from 24 ft (assist by C. Joseph),3,73-74,,
5:28.0,,,73-74,,R. Jackson misses 2-pt shot from 5 ft
5:27.0,,,73-74,,Offensive rebound by A. Drummond
5:27.0,Personal foul by S. Ibaka (drawn by A. Drummond),,73-74,,
5:04.0,,,73-74,,R. Jackson misses 2-pt shot from 12 ft
5:02.0,Defensive rebound by P. Tucker,,73-74,,
4:55.0,,,73-74,,Personal foul by A. Drummond (drawn by D. DeRozan)
4:55.0,,,73-74,,I. Smith enters the game for R. Jackson
4:40.0,N. Powell makes 2-pt shot from 1 ft,2,75-74,,
4:15.0,,,75-74,,M. Morris misses 2-pt shot from 21 ft
4:14.0,Defensive rebound by N. Powell,,75-74,,
4:08.0,Turnover by D. DeRozan (traveling),,75-74,,
3:50.0,,,75-74,,Turnover by T. Harris (lost ball)
3:30.0,D. DeRozan misses 3-pt shot from 25 ft,,75-74,,
3:29.0,Offensive rebound by S. Ibaka,,75-74,,
3:29.0,Shooting foul by A. Drummond (drawn by S. Ibaka),,75-74,,
3:29.0,S. Ibaka makes free throw 1 of 2,1,76-74,,
3:29.0,S. Ibaka makes free throw 2 of 2,1,77-74,,
3:29.0,,,76-74,,J. Leuer enters the game for T. Harris
3:21.0,Personal foul by N. Powell (drawn by K. Caldwell-Pope),,77-74,,
3:09.0,,,77-74,,K. Caldwell-Pope misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by D. DeRozan,,77-74,,
2:57.0,N. Powell makes 2-pt shot from 1 ft (assist by D. DeRozan),2,79-74,,
2:46.0,,,79-74,,Offensive foul by A. Drummond
2:46.0,,,79-74,,Turnover by A. Drummond (offensive foul)
2:46.0,Toronto full timeout,,79-74,,
2:31.0,S. Ibaka makes 2-pt shot from 15 ft (assist by D. DeRozan),2,81-74,,
2:14.0,,,81-74,,I. Smith misses 2-pt shot from 13 ft
2:13.0,Defensive rebound by D. DeRozan,,81-74,,
1:56.0,Shooting foul by A. Drummond (drawn by D. DeRozan),,81-74,,
1:56.0,D. DeRozan makes free throw 1 of 2,1,82-74,,
1:56.0,D. DeRozan makes free throw 2 of 2,1,83-74,,
