time,LA Lakers,pts.away,score,pts.home,New Orleans
5:56.0,,,11-19,,Defensive rebound by A. Davis
5:38.0,,,11-21,2,A. Davis makes 2-pt shot from 2 ft (assist by E. Moore)
5:23.0,J. Clarkson makes 2-pt shot from 2 ft,2,13-21,,
5:07.0,,,13-21,,A. Davis misses 2-pt shot from 16 ft
5:07.0,Defensive rebound by J. Randle,,13-21,,
4:59.0,Turnover by T. Mozgov (traveling),,13-21,,
4:59.0,L. Nance enters the game for J. Randle,,13-21,,
4:50.0,,,13-21,,Shooting foul by T. Mozgov (drawn by A. Davis)
4:50.0,,,13-22,1,A. Davis makes free throw 1 of 2
4:50.0,,,13-23,1,A. Davis makes free throw 2 of 2
4:50.0,T. Black enters the game for T. Mozgov,,13-22,,
4:36.0,,,13-23,,Personal foul by T. Frazier (drawn by L. Deng)
4:36.0,L. Williams enters the game for L. Deng,,13-23,,
4:27.0,B. Ingram misses 2-pt shot from 10 ft,,13-23,,
4:27.0,,,13-23,,Defensive rebound by A. Davis
4:16.0,,,13-23,,Turnover by O. Asik (lost ball; steal by B. Ingram)
4:12.0,Turnover by B. Ingram (lost ball; steal by S. Hill),,13-23,,
3:59.0,,,13-25,2,A. Davis makes 2-pt shot from 18 ft (assist by T. Frazier)
3:39.0,T. Black misses 2-pt shot from 6 ft,,13-25,,
3:35.0,,,13-25,,Defensive rebound by O. Asik
3:30.0,,,13-25,,Shooting foul by T. Black (drawn by S. Hill)
3:30.0,,,13-26,1,S. Hill makes free throw 1 of 2
3:30.0,,,13-27,1,S. Hill makes free throw 2 of 2
3:10.0,B. Ingram misses 3-pt shot from 24 ft,,13-27,,
3:10.0,,,13-27,,Defensive rebound by S. Hill
3:03.0,,,13-29,2,O. Asik makes 2-pt shot at rim (assist by T. Frazier)
2:54.0,LA Lakers full timeout,,13-29,,
2:54.0,,,13-29,,T. Jones enters the game for S. Hill
2:54.0,,,13-29,,A. Brown enters the game for O. Asik
2:44.0,L. Nance misses 3-pt shot from 23 ft,,13-29,,
2:44.0,Offensive rebound by Team,,13-29,,
2:36.0,J. Clarkson misses 2-pt shot from 8 ft,,13-29,,
2:34.0,,,13-29,,Defensive rebound by E. Moore
2:09.0,,,13-29,,T. Frazier misses 2-pt shot from 15 ft
2:09.0,Defensive rebound by T. Black,,13-29,,
1:56.0,B. Ingram makes 2-pt shot from 16 ft (assist by L. Nance),2,15-29,,
1:45.0,,,15-29,,A. Davis misses 2-pt shot from 3 ft (block by T. Black)
1:44.0,,,15-29,,Offensive rebound by A. Davis
1:43.0,,,15-31,2,A. Davis makes 2-pt shot from 3 ft
1:33.0,L. Williams misses 3-pt shot from 26 ft,,15-31,,
1:32.0,Offensive rebound by T. Black,,15-31,,
1:30.0,T. Black makes 2-pt shot from 2 ft,2,17-31,,
1:23.0,,,17-31,,E. Moore misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by T. Black,,17-31,,
1:05.0,L. Williams makes 2-pt shot from 1 ft (assist by B. Ingram),2,19-31,,
1:05.0,Shooting foul by A. Brown,,19-31,,
1:05.0,L. Williams makes free throw 1 of 1,1,20-31,,
1:05.0,,,19-31,,L. Galloway enters the game for T. Frazier
0:53.0,,,20-31,,Shooting foul by B. Ingram (drawn by T. Jones)
0:53.0,,,20-32,1,T. Jones makes free throw 1 of 2
0:53.0,,,20-33,1,T. Jones makes free throw 2 of 2
0:53.0,,,20-32,,O. Asik enters the game for A. Davis
0:38.0,Turnover by L. Williams (bad pass; steal by L. Galloway),,20-33,,
0:20.0,,,20-33,,A. Brown misses 3-pt shot from 26 ft
0:20.0,Defensive rebound by J. Clarkson,,20-33,,
0:02.0,J. Clarkson makes 2-pt shot from 2 ft,2,22-33,,
0:00.0,,,22-33,,E. Moore misses 3-pt shot from 40 ft
0:00.0,,,22-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by L. Williams (bad pass),,22-33,,
11:32.0,,,22-33,,L. Galloway misses 2-pt shot from 21 ft
11:32.0,,,22-33,,Offensive rebound by A. Brown
11:24.0,,,22-33,,Turnover by T. Jones (lost ball; steal by B. Ingram)
11:20.0,Shooting foul by L. Galloway,,22-33,,
11:20.0,L. Williams makes free throw 1 of 2,1,23-33,,
11:20.0,L. Williams misses free throw 2 of 2,,23-33,,
11:19.0,,,23-33,,Defensive rebound by A. Brown
11:05.0,,,23-33,,L. Galloway misses 3-pt shot from 28 ft
11:04.0,,,23-33,,Offensive rebound by O. Asik
10:56.0,,,23-33,,E. Moore misses 2-pt shot from 18 ft
10:56.0,,,23-33,,Offensive rebound by O. Asik
10:56.0,Loose ball foul by T. Black (drawn by O. Asik),,23-33,,
10:52.0,,,23-35,2,E. Moore makes 2-pt shot from 11 ft
10:36.0,L. Williams misses 2-pt shot from 12 ft,,23-35,,
10:35.0,,,23-35,,Defensive rebound by O. Asik
10:18.0,,,23-37,2,T. Jones makes 2-pt shot from 1 ft (assist by L. Galloway)
9:59.0,L. Williams makes 3-pt shot from 23 ft (assist by J. Clarkson),3,26-37,,
9:45.0,,,26-40,3,L. Galloway makes 3-pt shot from 25 ft (assist by E. Moore)
9:23.0,L. Nance misses 2-pt shot from 19 ft,,26-40,,
9:22.0,,,26-40,,Defensive rebound by L. Galloway
9:15.0,,,26-40,,L. Galloway misses 2-pt shot from 2 ft
9:14.0,,,26-40,,Offensive rebound by O. Asik
9:13.0,,,26-40,,Shooting foul by L. Nance (drawn by O. Asik)
9:13.0,,,26-41,1,O. Asik makes free throw 1 of 2
9:13.0,,,26-42,1,O. Asik makes free throw 2 of 2
8:54.0,,,26-42,,Personal foul by A. Brown (drawn by B. Ingram)
8:54.0,Official timeout,,26-42,,
8:54.0,M. Huertas enters the game for J. Clarkson,,26-42,,
8:39.0,L. Nance makes 2-pt shot from 11 ft (assist by L. Williams),2,28-42,,
8:23.0,,,28-44,2,L. Galloway makes 2-pt shot from 17 ft
8:11.0,T. Black makes 2-pt shot from 2 ft (assist by M. Huertas),2,30-44,,
7:49.0,,,30-44,,E. Moore misses 2-pt shot from 6 ft
7:48.0,Defensive rebound by L. Nance,,30-44,,
7:39.0,,,30-44,,Personal foul by A. Brown (drawn by M. Huertas)
7:39.0,,,30-44,,J. Holiday enters the game for E. Moore
7:39.0,,,30-44,,A. Davis enters the game for O. Asik
7:39.0,,,30-44,,S. Hill enters the game for A. Brown
7:39.0,J. Randle enters the game for T. Black,,30-44,,
7:32.0,J. Randle misses 2-pt shot from 21 ft,,30-44,,
7:31.0,,,30-44,,Defensive rebound by S. Hill
7:18.0,,,30-44,,T. Jones misses 3-pt shot from 25 ft
7:17.0,Defensive rebound by J. Randle,,30-44,,
7:12.0,L. Williams misses 3-pt shot from 26 ft,,30-44,,
7:11.0,,,30-44,,Defensive rebound by S. Hill
7:03.0,,,30-44,,S. Hill misses 2-pt shot from 2 ft
7:02.0,Defensive rebound by J. Randle,,30-44,,
6:35.0,M. Huertas misses 3-pt shot from 26 ft (block by A. Davis),,30-44,,
6:34.0,,,30-44,,Defensive rebound by T. Jones
6:24.0,,,30-44,,Shooting foul by L. Nance (drawn by S. Hill)
6:24.0,,,30-45,1,S. Hill makes free throw 1 of 2
6:24.0,,,30-45,,S. Hill misses free throw 2 of 2
6:24.0,L. Deng enters the game for B. Ingram,,30-45,,
6:22.0,,,30-45,,Offensive rebound by T. Jones
6:19.0,,,30-47,2,T. Jones makes 2-pt shot at rim
6:18.0,LA Lakers full timeout,,30-47,,
6:18.0,T. Mozgov enters the game for L. Nance,,30-47,,
6:06.0,L. Williams makes 2-pt shot from 1 ft,2,32-47,,
5:51.0,,,32-50,3,L. Galloway makes 3-pt shot from 25 ft (assist by J. Holiday)
5:31.0,T. Mozgov misses 2-pt shot from 4 ft (block by A. Davis),,32-50,,
5:31.0,,,32-50,,Defensive rebound by A. Davis
5:24.0,,,32-50,,L. Galloway misses 3-pt shot from 27 ft
5:23.0,Defensive rebound by J. Randle,,32-50,,
5:16.0,L. Williams misses 3-pt shot from 23 ft,,32-50,,
5:14.0,,,32-50,,Defensive rebound by S. Hill
5:06.0,,,32-52,2,A. Davis makes 2-pt shot from 3 ft (assist by J. Holiday)
5:06.0,,,32-52,,Shooting foul by J. Randle (drawn by A. Davis)
5:06.0,,,32-53,1,A. Davis makes free throw 1 of 1
4:55.0,,,32-53,,Violation by T. Jones (kicked ball)
4:52.0,Shooting foul by L. Galloway (drawn by M. Huertas),,32-53,,
4:52.0,M. Huertas misses free throw 1 of 2,,32-53,,
4:52.0,Offensive rebound by Team,,32-53,,
4:52.0,M. Huertas misses free throw 2 of 2,,32-53,,
4:52.0,,,32-53,,Defensive rebound by A. Davis
4:52.0,,,32-53,,T. Frazier enters the game for L. Galloway
4:44.0,,,32-53,,A. Davis misses 2-pt shot from 2 ft
4:42.0,Defensive rebound by J. Randle,,32-53,,
4:36.0,L. Williams misses 2-pt shot from 5 ft,,32-53,,
4:33.0,,,32-53,,Defensive rebound by S. Hill
4:27.0,,,32-53,,T. Frazier misses 3-pt shot from 26 ft
4:24.0,,,32-53,,Offensive rebound by A. Davis
4:23.0,Violation by L. Deng (kicked ball),,32-53,,
4:18.0,,,32-53,,J. Holiday misses 2-pt shot from 20 ft
4:15.0,Defensive rebound by L. Deng,,32-53,,
4:07.0,L. Deng misses 3-pt shot from 26 ft,,32-53,,
4:07.0,,,32-53,,Defensive rebound by T. Jones
3:58.0,,,32-53,,Shooting foul by M. Huertas (drawn by J. Holiday)
3:58.0,,,32-54,1,J. Holiday makes free throw 1 of 2
3:58.0,,,32-55,1,J. Holiday makes free throw 2 of 2
3:58.0,J. Calderon enters the game for M. Huertas,,32-54,,
3:58.0,T. Robinson enters the game for J. Randle,,32-54,,
3:58.0,J. Clarkson enters the game for L. Williams,,32-54,,
3:37.0,J. Clarkson misses 3-pt shot from 23 ft,,32-55,,
3:36.0,,,32-55,,Defensive rebound by A. Davis
3:25.0,,,32-55,,A. Davis misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by L. Deng,,32-55,,
3:15.0,J. Clarkson misses 3-pt shot from 25 ft,,32-55,,
3:14.0,,,32-55,,Defensive rebound by A. Davis
3:06.0,,,32-57,2,A. Davis makes 2-pt shot from 17 ft
2:46.0,T. Robinson makes 2-pt shot from 16 ft (assist by J. Calderon),2,34-57,,
2:36.0,,,34-57,,J. Holiday misses 3-pt shot from 25 ft
2:35.0,Defensive rebound by T. Mozgov,,34-57,,
2:28.0,J. Clarkson misses 2-pt shot from 15 ft,,34-57,,
2:26.0,,,34-57,,Defensive rebound by Team
2:26.0,,,34-57,,New Orleans full timeout
2:26.0,J. Randle enters the game for T. Mozgov,,34-57,,
2:26.0,,,34-57,,O. Asik enters the game for T. Jones
2:12.0,,,34-59,2,J. Holiday makes 2-pt shot from 6 ft
1:53.0,L. Deng makes 3-pt shot from 24 ft (assist by J. Randle),3,37-59,,
1:38.0,,,37-59,,Shooting foul by T. Robinson (drawn by A. Davis)
1:38.0,,,37-60,1,A. Davis makes free throw 1 of 2
1:38.0,,,37-61,1,A. Davis makes free throw 2 of 2
1:22.0,J. Randle makes 2-pt shot from 3 ft (assist by J. Calderon),2,39-61,,
0:57.0,Violation by T. Robinson (def goaltending),,39-61,,
0:57.0,,,39-63,2,T. Frazier makes 2-pt shot from 2 ft (assist by J. Holiday)
0:41.0,J. Clarkson misses 3-pt shot from 25 ft,,39-63,,
0:41.0,Offensive rebound by Team,,39-63,,
0:41.0,,,39-63,,Loose ball foul by T. Frazier (drawn by T. Robinson)
0:41.0,T. Robinson makes free throw 1 of 2,1,40-63,,
0:41.0,T. Robinson makes free throw 2 of 2,1,41-63,,
0:41.0,,,40-63,,L. Galloway enters the game for T. Frazier
0:29.0,,,41-65,2,J. Holiday makes 2-pt shot from 22 ft
0:08.0,J. Clarkson misses 2-pt shot from 3 ft (block by O. Asik),,41-65,,
0:07.0,,,41-65,,Defensive rebound by S. Hill
0:00.0,,,41-65,,O. Asik misses 2-pt shot from 2 ft
0:00.0,,,41-65,,Offensive rebound by A. Davis
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,L. Deng misses 3-pt shot from 25 ft,,41-65,,
11:46.0,,,41-65,,Defensive rebound by S. Hill
11:29.0,,,41-65,,J. Holiday misses 3-pt shot from 27 ft
11:27.0,Defensive rebound by M. World Peace,,41-65,,
11:17.0,M. World Peace misses 3-pt shot from 24 ft,,41-65,,
11:15.0,,,41-65,,Defensive rebound by O. Asik
11:02.0,,,41-67,2,A. Davis makes 2-pt shot from 19 ft (assist by T. Frazier)
10:52.0,,,41-67,,Violation by O. Asik (kicked ball)
10:46.0,J. Calderon misses 2-pt shot from 19 ft,,41-67,,
10:44.0,Offensive rebound by T. Mozgov,,41-67,,
10:40.0,Turnover by T. Mozgov (bad pass; steal by J. Holiday),,41-67,,
10:36.0,,,41-69,2,A. Davis makes 2-pt shot from 5 ft
10:36.0,,,41-69,,Shooting foul by J. Randle (drawn by A. Davis)
10:36.0,,,41-69,,A. Davis misses free throw 1 of 1
10:35.0,Defensive rebound by J. Randle,,41-69,,
10:20.0,,,41-69,,Personal foul by T. Frazier (drawn by J. Calderon)
10:08.0,J. Randle makes 2-pt shot from 2 ft (assist by J. Calderon),2,43-69,,
9:54.0,,,43-69,,S. Hill misses 3-pt shot from 23 ft
9:54.0,Defensive rebound by J. Randle,,43-69,,
9:45.0,J. Calderon makes 2-pt shot from 19 ft (assist by J. Randle),2,45-69,,
9:25.0,,,45-69,,A. Davis misses 2-pt shot from 8 ft
9:25.0,Defensive rebound by J. Calderon,,45-69,,
9:17.0,M. World Peace misses 3-pt shot from 26 ft,,45-69,,
9:15.0,Offensive rebound by T. Mozgov,,45-69,,
9:07.0,,,45-69,,Personal foul by J. Holiday (drawn by L. Deng)
9:01.0,Turnover by J. Randle (bad pass; steal by A. Davis),,45-69,,
8:46.0,,,45-69,,A. Davis misses 2-pt shot from 6 ft
8:46.0,Defensive rebound by J. Randle,,45-69,,
8:30.0,L. Deng misses 3-pt shot from 24 ft,,45-69,,
8:29.0,Offensive rebound by T. Mozgov,,45-69,,
8:25.0,T. Mozgov makes 2-pt shot at rim,2,47-69,,
8:08.0,,,47-69,,A. Davis misses 2-pt shot from 22 ft
8:07.0,Defensive rebound by T. Mozgov,,47-69,,
8:05.0,Turnover by J. Calderon (bad pass; steal by A. Davis),,47-69,,
8:01.0,,,47-69,,New Orleans full timeout
7:48.0,,,47-71,2,J. Holiday makes 2-pt shot from 7 ft
7:48.0,,,47-71,,Shooting foul by J. Calderon (drawn by J. Holiday)
7:48.0,,,47-71,,J. Holiday misses free throw 1 of 1
7:47.0,Defensive rebound by J. Randle,,47-71,,
7:35.0,L. Deng makes 2-pt shot from 21 ft (assist by J. Calderon),2,49-71,,
7:20.0,,,49-71,,J. Holiday misses 2-pt shot from 2 ft (block by T. Mozgov)
7:17.0,,,49-71,,Offensive rebound by A. Davis
7:17.0,,,49-73,2,A. Davis makes 2-pt shot from 2 ft
7:04.0,T. Mozgov makes 2-pt shot from 11 ft,2,51-73,,
6:46.0,,,51-75,2,O. Asik makes 2-pt shot at rim (assist by S. Hill)
6:27.0,,,51-75,,Personal foul by A. Davis (drawn by L. Deng)
6:18.0,M. World Peace misses 2-pt shot from 19 ft,,51-75,,
6:18.0,,,51-75,,Defensive rebound by O. Asik
6:03.0,,,51-75,,T. Frazier misses 3-pt shot from 26 ft
6:02.0,Defensive rebound by J. Randle,,51-75,,
5:54.0,B. Ingram enters the game for M. World Peace,,51-75,,
5:54.0,J. Clarkson enters the game for J. Calderon,,51-75,,
5:54.0,Jump ball: A. Davis vs. L. Deng (B. Ingram gains possession),,,,Jump ball: A. Davis vs. L. Deng (B. Ingram gains possession)
5:35.0,J. Randle misses 2-pt shot from 14 ft,,51-75,,
5:34.0,Offensive rebound by Team,,51-75,,
5:26.0,L. Deng misses 2-pt shot from 13 ft,,51-75,,
5:25.0,Offensive rebound by T. Mozgov,,51-75,,
5:08.0,T. Mozgov misses 2-pt shot from 20 ft,,51-75,,
5:06.0,,,51-75,,Defensive rebound by A. Davis
4:59.0,,,51-75,,J. Holiday misses 2-pt shot from 8 ft
4:57.0,Defensive rebound by T. Mozgov,,51-75,,
4:47.0,B. Ingram makes 2-pt shot from 19 ft,2,53-75,,
4:30.0,,,53-77,2,A. Davis makes 2-pt shot from 2 ft
4:14.0,J. Randle makes 2-pt shot from 2 ft (assist by B. Ingram),2,55-77,,
4:05.0,,,55-80,3,J. Holiday makes 3-pt shot from 24 ft
3:45.0,J. Randle makes 2-pt shot at rim (assist by J. Clarkson),2,57-80,,
3:33.0,L. Nance enters the game for J. Randle,,57-80,,
3:33.0,L. Williams enters the game for L. Deng,,57-80,,
3:33.0,,,57-80,,E. Moore enters the game for J. Holiday
3:28.0,,,57-80,,A. Davis misses 2-pt shot from 3 ft
3:28.0,Defensive rebound by L. Williams,,57-80,,
3:20.0,B. Ingram misses 3-pt shot from 24 ft,,57-80,,
3:19.0,,,57-80,,Defensive rebound by T. Frazier
3:06.0,,,57-80,,S. Hill misses 3-pt shot from 23 ft
3:06.0,Defensive rebound by L. Nance,,57-80,,
2:57.0,T. Mozgov makes 2-pt shot at rim (assist by L. Williams),2,59-80,,
2:39.0,,,59-80,,Turnover by T. Frazier (bad pass; steal by L. Williams)
2:32.0,T. Mozgov makes 2-pt shot at rim (assist by L. Nance),2,61-80,,
2:32.0,,,61-80,,New Orleans full timeout
2:32.0,T. Black enters the game for T. Mozgov,,61-80,,
2:32.0,,,61-80,,A. Brown enters the game for S. Hill
2:32.0,,,61-80,,T. Jones enters the game for O. Asik
2:32.0,,,61-80,,L. Galloway enters the game for T. Frazier
2:11.0,,,61-80,,L. Galloway misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by L. Nance,,61-80,,
2:02.0,J. Clarkson misses 3-pt shot from 26 ft,,61-80,,
2:00.0,Offensive rebound by L. Williams,,61-80,,
1:57.0,L. Nance makes 2-pt shot at rim (assist by L. Williams),2,63-80,,
1:36.0,,,63-80,,E. Moore misses 3-pt shot from 24 ft
1:35.0,,,63-80,,Offensive rebound by Team
1:30.0,,,63-82,2,A. Davis makes 2-pt shot from 2 ft (assist by E. Moore)
1:14.0,L. Williams misses 2-pt shot from 6 ft,,63-82,,
1:13.0,,,63-82,,Defensive rebound by A. Davis
1:06.0,,,63-85,3,A. Davis makes 3-pt shot from 26 ft (assist by E. Moore)
1:04.0,LA Lakers full timeout,,63-85,,
0:49.0,B. Ingram misses 2-pt shot from 10 ft,,63-85,,
0:48.0,,,63-85,,Defensive rebound by T. Jones
0:28.0,,,63-87,2,A. Davis makes 2-pt shot from 7 ft (assist by A. Brown)
0:18.0,Turnover by J. Clarkson (bad pass; steal by A. Brown),,63-87,,
0:15.0,,,63-89,2,A. Brown makes 2-pt shot at rim
0:00.0,B. Ingram misses 2-pt shot from 20 ft,,63-89,,
0:00.0,,,63-89,,Defensive rebound by A. Brown
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,63-89,,E. Moore misses 2-pt shot from 22 ft
11:33.0,Defensive rebound by J. Clarkson,,63-89,,
11:20.0,B. Ingram makes 2-pt shot from 2 ft (assist by L. Williams),2,65-89,,
11:20.0,Shooting foul by A. Davis (drawn by B. Ingram),,65-89,,
11:20.0,B. Ingram misses free throw 1 of 1,,65-89,,
11:19.0,,,65-89,,Defensive rebound by A. Brown
11:04.0,,,65-91,2,A. Davis makes 2-pt shot from 20 ft (assist by E. Moore)
10:50.0,L. Williams makes 3-pt shot from 26 ft (assist by B. Ingram),3,68-91,,
10:37.0,,,68-91,,L. Galloway misses 3-pt shot from 26 ft
10:36.0,Defensive rebound by L. Nance,,68-91,,
10:29.0,,,68-91,,Personal foul by A. Brown (drawn by J. Clarkson)
10:21.0,T. Black makes 2-pt shot at rim (assist by L. Nance),2,70-91,,
10:02.0,,,70-91,,T. Jones misses 2-pt shot from 2 ft (block by B. Ingram)
10:00.0,Defensive rebound by T. Black,,70-91,,
9:56.0,L. Nance makes 2-pt shot at rim (assist by B. Ingram),2,72-91,,
9:36.0,,,72-93,2,A. Brown makes 2-pt shot from 18 ft (assist by L. Galloway)
9:19.0,L. Nance misses 2-pt shot from 16 ft,,72-93,,
9:18.0,,,72-93,,Defensive rebound by T. Jones
9:10.0,,,72-93,,Turnover by E. Moore (bad pass; steal by L. Nance)
9:07.0,L. Nance makes 2-pt shot at rim,2,74-93,,
8:49.0,,,74-93,,A. Davis misses 3-pt shot from 23 ft
8:49.0,Defensive rebound by B. Ingram,,74-93,,
8:40.0,L. Williams misses 3-pt shot from 27 ft,,74-93,,
8:39.0,,,74-93,,Defensive rebound by E. Moore
8:34.0,Personal foul by J. Clarkson (drawn by T. Jones),,74-93,,
8:34.0,Official timeout,,74-93,,
8:34.0,,,74-93,,T. Frazier enters the game for E. Moore
8:34.0,,,74-93,,J. Holiday enters the game for L. Galloway
8:17.0,,,74-93,,T. Jones misses 3-pt shot from 25 ft
8:16.0,Defensive rebound by B. Ingram,,74-93,,
8:13.0,L. Williams makes 2-pt shot from 3 ft,2,76-93,,
7:45.0,,,76-93,,Turnover by Team (shot clock)
7:33.0,J. Clarkson misses 2-pt shot from 6 ft,,76-93,,
7:32.0,,,76-93,,Defensive rebound by T. Jones
7:18.0,,,76-96,3,J. Holiday makes 3-pt shot from 23 ft (assist by A. Davis)
7:07.0,L. Williams misses 2-pt shot from 11 ft,,76-96,,
7:06.0,,,76-96,,Defensive rebound by A. Davis
6:56.0,,,76-96,,A. Davis misses 3-pt shot from 26 ft
6:56.0,Defensive rebound by L. Williams,,76-96,,
6:43.0,Turnover by J. Clarkson (bad pass; steal by A. Brown),,76-96,,
6:26.0,,,76-96,,T. Jones misses 2-pt shot from 3 ft (block by L. Nance)
6:26.0,,,76-96,,Offensive rebound by A. Davis
6:26.0,,,76-96,,Shooting foul by L. Nance (drawn by A. Davis)
6:26.0,,,76-97,1,A. Davis makes free throw 1 of 2
6:26.0,,,76-98,1,A. Davis makes free throw 2 of 2
6:14.0,Shooting foul by T. Jones,,76-98,,
6:14.0,L. Williams makes free throw 1 of 2,1,77-98,,
6:14.0,L. Williams makes free throw 2 of 2,1,78-98,,
6:00.0,,,78-98,,T. Jones misses 3-pt shot from 26 ft
5:58.0,Defensive rebound by B. Ingram,,78-98,,
5:54.0,J. Clarkson misses 3-pt shot from 23 ft,,78-98,,
5:53.0,Offensive rebound by L. Nance,,78-98,,
5:47.0,L. Williams misses 3-pt shot from 26 ft,,78-98,,
5:46.0,,,78-98,,Defensive rebound by Team
5:46.0,,,78-98,,New Orleans full timeout
5:46.0,M. World Peace enters the game for J. Clarkson,,78-98,,
5:46.0,T. Robinson enters the game for L. Nance,,78-98,,
5:46.0,M. Huertas enters the game for L. Williams,,78-98,,
5:31.0,,,78-100,2,J. Holiday makes 2-pt shot from 2 ft (assist by A. Brown)
5:08.0,T. Black misses 2-pt shot from 2 ft,,78-100,,
5:07.0,,,78-100,,Defensive rebound by T. Jones
4:46.0,,,78-100,,Turnover by J. Holiday (bad pass; steal by M. World Peace)
4:38.0,Turnover by M. World Peace (lost ball; steal by A. Davis),,78-100,,
4:18.0,Personal foul by M. World Peace (drawn by T. Frazier),,78-100,,
4:06.0,,,78-100,,A. Davis misses 2-pt shot from 19 ft
4:05.0,Defensive rebound by T. Robinson,,78-100,,
3:53.0,B. Ingram makes 3-pt shot from 26 ft (assist by T. Black),3,81-100,,
3:26.0,,,81-100,,T. Frazier misses 2-pt shot from 16 ft
3:25.0,Defensive rebound by M. World Peace,,81-100,,
3:06.0,M. World Peace misses 3-pt shot from 25 ft,,81-100,,
