time,Boston,pts.away,score,pts.home,Washington
6:00.0,A. Bradley misses 2-pt shot from 3 ft,,12-14,,
5:58.0,,,12-14,,Defensive rebound by M. Gortat
5:43.0,,,12-16,2,M. Morris makes 2-pt shot from 1 ft (assist by M. Gortat)
5:29.0,Turnover by I. Thomas (lost ball; steal by J. Wall),,12-16,,
5:24.0,,,12-18,2,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall)
5:06.0,Turnover by A. Horford (traveling),,12-18,,
5:06.0,M. Smart enters the game for I. Thomas,,12-18,,
4:47.0,,,12-18,,M. Morris misses 2-pt shot from 11 ft
4:45.0,Defensive rebound by J. Crowder,,12-18,,
4:36.0,Turnover by M. Smart (bad pass; steal by O. Porter),,12-18,,
4:36.0,Personal foul by G. Green (drawn by O. Porter),,12-18,,
4:36.0,,,12-18,,O. Porter misses free throw 1 of 2
4:36.0,,,12-18,,Offensive rebound by Team
4:36.0,,,12-19,1,O. Porter makes free throw 2 of 2
4:36.0,J. Brown enters the game for G. Green,,12-18,,
4:36.0,,,12-18,,B. Bogdanovic enters the game for M. Morris
4:14.0,M. Smart misses 2-pt shot at rim,,12-19,,
4:13.0,Offensive rebound by M. Smart,,12-19,,
4:10.0,M. Smart misses 2-pt shot from 2 ft,,12-19,,
4:09.0,,,12-19,,Defensive rebound by O. Porter
4:03.0,,,12-22,3,J. Wall makes 3-pt shot from 25 ft (assist by B. Bogdanovic)
3:51.0,,,12-22,,Personal foul by B. Beal (drawn by A. Bradley)
3:51.0,,,12-22,,B. Jennings enters the game for B. Beal
3:51.0,T. Rozier enters the game for J. Crowder,,12-22,,
3:44.0,M. Smart misses 3-pt shot from 22 ft,,12-22,,
3:43.0,,,12-22,,Defensive rebound by M. Gortat
3:30.0,,,12-22,,J. Wall misses 2-pt shot from 10 ft (block by M. Smart)
3:30.0,,,12-22,,Offensive rebound by Team
3:19.0,,,12-25,3,B. Bogdanovic makes 3-pt shot from 28 ft (assist by J. Wall)
2:51.0,Turnover by M. Smart (bad pass; steal by O. Porter),,12-25,,
2:49.0,,,12-27,2,O. Porter makes 2-pt shot from 1 ft (assist by B. Jennings)
2:34.0,J. Brown misses 2-pt shot from 17 ft,,12-27,,
2:33.0,,,12-27,,Defensive rebound by M. Gortat
2:22.0,,,12-29,2,O. Porter makes 2-pt shot from 11 ft
2:22.0,Boston full timeout,,12-29,,
2:22.0,,,12-29,,Washington full timeout
2:22.0,I. Thomas enters the game for A. Horford,,12-29,,
2:22.0,K. Olynyk enters the game for A. Bradley,,12-29,,
2:22.0,,,12-29,,K. Oubre enters the game for O. Porter
2:22.0,,,12-29,,I. Mahinmi enters the game for M. Gortat
2:06.0,Turnover by M. Smart (traveling),,12-29,,
1:53.0,,,12-32,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by J. Wall)
1:35.0,,,12-32,,Personal foul by I. Mahinmi (drawn by K. Olynyk)
1:35.0,J. Jerebko enters the game for J. Brown,,12-32,,
1:29.0,K. Olynyk misses 2-pt shot from 16 ft,,12-32,,
1:29.0,,,12-32,,Defensive rebound by Team
1:29.0,Loose ball foul by J. Jerebko (drawn by J. Wall),,12-32,,
1:29.0,,,12-33,1,J. Wall makes free throw 1 of 2
1:29.0,,,12-34,1,J. Wall makes free throw 2 of 2
1:22.0,,,12-34,,Personal foul by K. Oubre (drawn by I. Thomas)
1:22.0,I. Thomas misses free throw 1 of 2,,12-34,,
1:22.0,Offensive rebound by Team,,12-34,,
1:22.0,I. Thomas makes free throw 2 of 2,1,13-34,,
1:10.0,,,13-34,,J. Wall misses 3-pt shot from 26 ft
1:09.0,Defensive rebound by I. Thomas,,13-34,,
0:57.0,Shooting foul by J. Wall (drawn by J. Jerebko),,13-34,,
0:57.0,J. Jerebko makes free throw 1 of 2,1,14-34,,
0:57.0,J. Jerebko makes free throw 2 of 2,1,15-34,,
0:38.0,,,15-37,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by B. Jennings)
0:30.0,I. Thomas misses 3-pt shot from 26 ft,,15-37,,
0:30.0,Offensive rebound by J. Jerebko,,15-37,,
0:18.0,M. Smart makes 2-pt shot from 9 ft (assist by T. Rozier),2,17-37,,
0:01.0,,,17-39,2,J. Wall makes 2-pt shot from 18 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,J. Jerebko misses 3-pt shot from 25 ft,,17-39,,
11:43.0,,,17-39,,Defensive rebound by B. Bogdanovic
11:27.0,,,17-39,,J. Wall misses 2-pt shot from 18 ft
11:26.0,Defensive rebound by T. Rozier,,17-39,,
11:21.0,J. Jerebko makes 2-pt shot from 1 ft (assist by T. Rozier),2,19-39,,
11:16.0,,,19-39,,Technical foul by I. Mahinmi
11:16.0,Technical foul by J. Jerebko,,19-39,,
10:59.0,,,19-39,,K. Oubre misses 3-pt shot from 27 ft
10:58.0,,,19-39,,Offensive rebound by B. Bogdanovic
10:49.0,,,19-41,2,J. Wall makes 2-pt shot from 19 ft
10:39.0,I. Thomas makes 2-pt shot from 1 ft,2,21-41,,
10:17.0,,,21-43,2,I. Mahinmi makes 2-pt shot from 8 ft (assist by J. Wall)
10:06.0,Shooting foul by B. Bogdanovic (drawn by I. Thomas),,21-43,,
10:06.0,I. Thomas misses free throw 1 of 2,,21-43,,
10:06.0,Offensive rebound by Team,,21-43,,
10:06.0,I. Thomas makes free throw 2 of 2,1,22-43,,
10:06.0,,,21-43,,B. Beal enters the game for J. Wall
10:06.0,J. Crowder enters the game for T. Rozier,,21-43,,
9:54.0,,,22-43,,B. Bogdanovic misses 3-pt shot from 27 ft
9:53.0,Defensive rebound by I. Thomas,,22-43,,
9:44.0,,,22-43,,Personal foul by I. Mahinmi (drawn by M. Smart)
9:38.0,I. Thomas makes 2-pt shot from 2 ft (assist by K. Olynyk),2,24-43,,
9:22.0,,,24-45,2,K. Oubre makes 2-pt shot from 19 ft (assist by I. Mahinmi)
9:12.0,Offensive foul by K. Olynyk,,24-45,,
9:12.0,Turnover by K. Olynyk (offensive foul),,24-45,,
9:12.0,,,24-45,,Flagrant foul type 1 by K. Oubre (drawn by K. Olynyk)
9:12.0,,,24-45,,Turnover by K. Oubre (offensive foul)
9:12.0,K. Olynyk misses flagrant free throw 1 of 2,,24-45,,
9:12.0,Offensive rebound by Team,,24-45,,
9:12.0,K. Olynyk makes flagrant free throw 2 of 2,1,25-45,,
9:12.0,,,24-45,,O. Porter enters the game for K. Oubre
9:12.0,,,25-45,,M. Gortat enters the game for I. Mahinmi
9:12.0,A. Bradley enters the game for M. Smart,,25-45,,
9:12.0,M. Smart enters the game for J. Jerebko,,25-45,,
8:59.0,M. Smart misses 2-pt shot from 12 ft,,25-45,,
8:59.0,,,25-45,,Defensive rebound by M. Gortat
8:45.0,,,25-47,2,B. Jennings makes 2-pt shot from 4 ft
8:31.0,K. Olynyk misses 3-pt shot from 26 ft,,25-47,,
8:30.0,,,25-47,,Defensive rebound by B. Jennings
8:20.0,Personal foul by I. Thomas (drawn by B. Jennings),,25-47,,
8:20.0,Official timeout,,25-47,,
8:20.0,A. Horford enters the game for K. Olynyk,,25-47,,
8:14.0,,,25-49,2,B. Beal makes 2-pt shot from 23 ft (assist by M. Gortat)
7:54.0,Shooting foul by M. Gortat (drawn by A. Horford),,25-49,,
7:54.0,A. Horford makes free throw 1 of 2,1,26-49,,
7:54.0,A. Horford makes free throw 2 of 2,1,27-49,,
7:45.0,Personal foul by M. Smart (drawn by M. Gortat),,27-49,,
7:45.0,,,27-49,,J. Wall enters the game for B. Jennings
7:38.0,,,27-51,2,O. Porter makes 2-pt shot from 7 ft (assist by B. Bogdanovic)
7:23.0,Turnover by M. Smart (traveling),,27-51,,
7:07.0,,,27-53,2,O. Porter makes 2-pt shot from 10 ft
6:46.0,A. Bradley misses 3-pt shot from 26 ft,,27-53,,
6:45.0,,,27-53,,Defensive rebound by B. Bogdanovic
6:35.0,,,27-53,,J. Wall misses 2-pt shot from 16 ft
6:33.0,Defensive rebound by J. Crowder,,27-53,,
6:24.0,I. Thomas misses 2-pt shot from 6 ft (block by M. Gortat),,27-53,,
6:22.0,Offensive rebound by Team,,27-53,,
6:19.0,A. Horford makes 3-pt shot from 26 ft (assist by I. Thomas),3,30-53,,
6:02.0,,,30-55,2,O. Porter makes 2-pt shot from 5 ft (assist by B. Beal)
5:46.0,Turnover by M. Smart (bad pass),,30-55,,
5:46.0,,,30-55,,Washington full timeout
5:46.0,G. Green enters the game for M. Smart,,30-55,,
5:25.0,,,30-55,,Turnover by J. Wall (bad pass; steal by A. Horford)
5:20.0,A. Horford misses 2-pt shot from 7 ft,,30-55,,
5:19.0,,,30-55,,Defensive rebound by O. Porter
5:14.0,,,30-55,,J. Wall misses 2-pt shot from 2 ft
5:14.0,,,30-55,,Offensive rebound by Team
5:14.0,Loose ball foul by G. Green (drawn by M. Gortat),,30-55,,
5:02.0,,,30-55,,B. Beal misses 2-pt shot from 9 ft (block by A. Horford)
5:00.0,Defensive rebound by J. Crowder,,30-55,,
4:50.0,A. Bradley makes 3-pt shot from 23 ft (assist by J. Crowder),3,33-55,,
4:34.0,,,33-55,,O. Porter misses 3-pt shot from 27 ft
4:33.0,Defensive rebound by A. Bradley,,33-55,,
4:24.0,A. Bradley misses 2-pt shot from 20 ft,,33-55,,
4:23.0,,,33-55,,Defensive rebound by O. Porter
4:00.0,,,33-55,,Turnover by M. Gortat (lost ball; steal by J. Crowder)
3:45.0,A. Horford makes 3-pt shot from 27 ft (assist by I. Thomas),3,36-55,,
3:45.0,,,36-55,,Washington full timeout
3:45.0,,,36-55,,M. Morris enters the game for B. Bogdanovic
3:24.0,,,36-57,2,B. Beal makes 2-pt shot from 17 ft (assist by O. Porter)
3:08.0,J. Crowder misses 3-pt shot from 25 ft,,36-57,,
3:07.0,,,36-57,,Defensive rebound by M. Morris
2:53.0,,,36-59,2,M. Gortat makes 2-pt shot from 6 ft
2:29.0,Shooting foul by M. Morris (drawn by I. Thomas),,36-59,,
2:29.0,Boston full timeout,,36-59,,
2:29.0,I. Thomas misses free throw 1 of 3,,36-59,,
2:29.0,Offensive rebound by Team,,36-59,,
2:29.0,I. Thomas misses free throw 2 of 3,,36-59,,
2:29.0,Offensive rebound by Team,,36-59,,
2:29.0,I. Thomas makes free throw 3 of 3,1,37-59,,
2:29.0,M. Smart enters the game for G. Green,,36-59,,
2:11.0,Violation by A. Horford (kicked ball),,37-59,,
2:07.0,,,37-61,2,M. Gortat makes 2-pt shot from 1 ft (assist by M. Morris)
1:53.0,Turnover by M. Smart (lost ball; steal by J. Wall),,37-61,,
1:43.0,,,37-61,,J. Wall misses 3-pt shot from 26 ft
1:42.0,,,37-61,,Offensive rebound by O. Porter
1:33.0,,,37-61,,O. Porter misses 2-pt shot from 18 ft
1:32.0,,,37-61,,Offensive rebound by M. Gortat
1:31.0,,,37-61,,M. Gortat misses 2-pt shot from 1 ft
1:30.0,Defensive rebound by J. Crowder,,37-61,,
1:15.0,Shooting foul by O. Porter (drawn by M. Smart),,37-61,,
1:15.0,M. Smart misses free throw 1 of 2,,37-61,,
1:15.0,Offensive rebound by Team,,37-61,,
1:15.0,M. Smart makes free throw 2 of 2,1,38-61,,
1:15.0,J. Brown enters the game for I. Thomas,,37-61,,
0:58.0,,,38-61,,B. Beal misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by A. Horford,,38-61,,
0:37.0,J. Brown misses 3-pt shot from 27 ft,,38-61,,
0:36.0,,,38-61,,Defensive rebound by M. Morris
0:36.0,Loose ball foul by A. Horford (drawn by M. Morris),,38-61,,
0:36.0,,,38-61,,B. Jennings enters the game for B. Beal
0:30.0,,,38-63,2,J. Wall makes 2-pt shot from 2 ft
0:30.0,Violation by A. Horford (def goaltending),,38-63,,
0:14.0,J. Crowder makes 2-pt shot from 8 ft (assist by J. Brown),2,40-63,,
0:01.0,,,40-63,,J. Wall misses 2-pt shot from 2 ft
0:01.0,,,40-63,,Offensive rebound by M. Gortat
0:01.0,,,40-63,,M. Gortat misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by M. Smart,,40-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,G. Green makes 2-pt shot from 22 ft (assist by M. Smart),2,42-63,,
11:27.0,,,42-65,2,M. Morris makes 2-pt shot from 5 ft
11:10.0,J. Crowder misses 2-pt shot at rim,,42-65,,
11:09.0,,,42-65,,Defensive rebound by M. Gortat
11:01.0,,,42-65,,M. Morris misses 2-pt shot from 2 ft
11:00.0,Defensive rebound by Team,,42-65,,
10:55.0,Shooting foul by M. Gortat (drawn by J. Crowder),,42-65,,
10:55.0,J. Crowder makes free throw 1 of 2,1,43-65,,
10:55.0,J. Crowder makes free throw 2 of 2,1,44-65,,
10:40.0,,,44-65,,B. Beal misses 2-pt shot from 19 ft
10:39.0,Defensive rebound by J. Crowder,,44-65,,
10:24.0,J. Crowder misses 2-pt shot from 17 ft,,44-65,,
10:23.0,,,44-65,,Defensive rebound by M. Gortat
10:20.0,Personal foul by J. Crowder (drawn by J. Wall),,44-65,,
10:20.0,I. Thomas enters the game for M. Smart,,44-65,,
10:04.0,,,44-65,,M. Morris misses 2-pt shot from 9 ft
10:03.0,Defensive rebound by I. Thomas,,44-65,,
9:58.0,Shooting foul by B. Beal (drawn by J. Crowder),,44-65,,
9:58.0,J. Crowder makes free throw 1 of 2,1,45-65,,
9:58.0,J. Crowder makes free throw 2 of 2,1,46-65,,
9:46.0,,,46-67,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
9:46.0,,,46-67,,Shooting foul by A. Bradley (drawn by M. Gortat)
9:46.0,,,46-68,1,M. Gortat makes free throw 1 of 1
9:32.0,A. Horford misses 3-pt shot from 25 ft,,46-68,,
9:31.0,,,46-68,,Defensive rebound by O. Porter
9:28.0,,,46-68,,Shooting foul by A. Bradley (drawn by J. Wall)
9:28.0,,,46-69,1,J. Wall makes free throw 1 of 2
9:28.0,,,46-70,1,J. Wall makes free throw 2 of 2
9:15.0,I. Thomas misses 2-pt shot from 3 ft (block by B. Beal),,46-70,,
9:15.0,Offensive rebound by Team,,46-70,,
9:11.0,J. Crowder misses 3-pt shot from 25 ft,,46-70,,
9:10.0,,,46-70,,Defensive rebound by M. Gortat
9:05.0,,,46-70,,Turnover by M. Gortat (bad pass; steal by J. Crowder)
8:52.0,G. Green misses 2-pt shot from 18 ft,,46-70,,
8:51.0,,,46-70,,Defensive rebound by M. Gortat
8:30.0,,,46-70,,B. Beal misses 3-pt shot from 23 ft
8:28.0,,,46-70,,Offensive rebound by B. Beal
8:26.0,,,46-70,,B. Beal misses 2-pt shot from 3 ft
8:25.0,,,46-70,,Offensive rebound by B. Beal
8:23.0,,,46-70,,B. Beal misses 2-pt shot from 1 ft
8:23.0,,,46-70,,Offensive rebound by M. Morris
8:03.0,,,46-72,2,J. Wall makes 2-pt shot from 1 ft
8:03.0,,,46-72,,Shooting foul by J. Crowder (drawn by J. Wall)
8:03.0,,,46-73,1,J. Wall makes free throw 1 of 1
7:51.0,G. Green makes 3-pt shot from 22 ft (assist by A. Bradley),3,49-73,,
7:33.0,,,49-75,2,M. Gortat makes 2-pt shot from 1 ft (assist by B. Beal)
7:22.0,I. Thomas makes 2-pt shot from 4 ft,2,51-75,,
7:15.0,,,51-75,,O. Porter misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by A. Bradley,,51-75,,
7:03.0,G. Green misses 3-pt shot from 26 ft,,51-75,,
7:02.0,,,51-75,,Defensive rebound by M. Morris
6:56.0,,,51-75,,J. Wall misses 2-pt shot from 2 ft
6:55.0,,,51-75,,Offensive rebound by M. Gortat
6:53.0,,,51-77,2,M. Gortat makes 2-pt shot from 1 ft
6:48.0,Offensive foul by A. Horford,,51-77,,
6:48.0,Turnover by A. Horford (offensive foul),,51-77,,
6:39.0,,,51-79,2,M. Morris makes 2-pt shot at rim (assist by J. Wall)
6:39.0,Boston full timeout,,51-79,,
6:23.0,A. Horford misses 2-pt shot from 8 ft,,51-79,,
6:22.0,,,51-79,,Defensive rebound by M. Gortat
6:12.0,,,51-79,,M. Gortat misses 2-pt shot from 4 ft
6:12.0,Defensive rebound by A. Horford,,51-79,,
6:03.0,J. Crowder misses 2-pt shot from 1 ft (block by J. Wall),,51-79,,
6:02.0,Offensive rebound by Team,,51-79,,
5:57.0,A. Horford makes 3-pt shot from 25 ft (assist by A. Bradley),3,54-79,,
5:33.0,M. Smart enters the game for G. Green,,54-79,,
5:30.0,,,54-79,,B. Beal misses 3-pt shot from 25 ft
5:29.0,Defensive rebound by J. Crowder,,54-79,,
5:12.0,A. Bradley misses 3-pt shot from 24 ft,,54-79,,
5:11.0,,,54-79,,Defensive rebound by M. Gortat
4:54.0,Personal foul by M. Smart (drawn by O. Porter),,54-79,,
4:54.0,,,54-80,1,O. Porter makes free throw 1 of 2
4:54.0,,,54-81,1,O. Porter makes free throw 2 of 2
4:44.0,I. Thomas misses 2-pt shot from 14 ft,,54-81,,
4:44.0,,,54-81,,Defensive rebound by Team
4:44.0,Loose ball foul by A. Horford (drawn by M. Morris),,54-81,,
4:44.0,,,54-82,1,M. Morris makes free throw 1 of 2
4:44.0,,,54-83,1,M. Morris makes free throw 2 of 2
4:44.0,J. Jerebko enters the game for J. Crowder,,54-82,,
4:35.0,,,54-83,,Personal foul by M. Gortat (drawn by A. Horford)
4:35.0,,,54-83,,B. Bogdanovic enters the game for M. Morris
4:28.0,A. Horford makes 2-pt shot from 2 ft (assist by I. Thomas),2,56-83,,
4:07.0,,,56-85,2,J. Wall makes 2-pt shot from 10 ft
4:07.0,,,56-85,,Shooting foul by I. Thomas (drawn by J. Wall)
4:07.0,,,56-86,1,J. Wall makes free throw 1 of 1
3:55.0,Shooting foul by B. Beal (drawn by I. Thomas),,56-86,,
3:55.0,I. Thomas makes free throw 1 of 2,1,57-86,,
3:55.0,I. Thomas makes free throw 2 of 2,1,58-86,,
3:55.0,,,57-86,,B. Jennings enters the game for B. Beal
3:43.0,,,58-86,,Offensive foul by O. Porter
3:43.0,,,58-86,,Turnover by O. Porter (offensive foul)
3:30.0,Shooting foul by M. Gortat (drawn by I. Thomas),,58-86,,
3:30.0,I. Thomas makes free throw 1 of 2,1,59-86,,
3:30.0,I. Thomas makes free throw 2 of 2,1,60-86,,
3:30.0,,,59-86,,I. Mahinmi enters the game for M. Gortat
3:14.0,Violation by A. Horford (def goaltending),,60-86,,
3:14.0,,,60-88,2,J. Wall makes 2-pt shot from 1 ft
2:58.0,A. Horford makes 3-pt shot from 26 ft (assist by I. Thomas),3,63-88,,
2:34.0,,,63-91,3,B. Bogdanovic makes 3-pt shot from 24 ft
2:25.0,,,63-91,,Washington full timeout
2:25.0,J. Brown enters the game for A. Horford,,63-91,,
2:25.0,T. Zeller enters the game for A. Bradley,,63-91,,
2:20.0,J. Brown misses 3-pt shot from 25 ft,,63-91,,
2:19.0,Offensive rebound by M. Smart,,63-91,,
2:10.0,J. Jerebko misses 3-pt shot from 25 ft,,63-91,,
2:09.0,,,63-91,,Defensive rebound by B. Bogdanovic
1:48.0,,,63-91,,J. Wall misses 2-pt shot from 19 ft
1:47.0,Defensive rebound by T. Zeller,,63-91,,
1:37.0,Turnover by J. Brown (lost ball; steal by J. Wall),,63-91,,
1:25.0,,,63-91,,B. Jennings misses 2-pt shot from 5 ft
1:24.0,,,63-91,,Offensive rebound by B. Bogdanovic
1:17.0,,,63-91,,B. Jennings misses 3-pt shot from 23 ft
1:16.0,Defensive rebound by J. Jerebko,,63-91,,
1:08.0,T. Zeller misses 2-pt shot from 1 ft (block by I. Mahinmi),,63-91,,
1:08.0,Offensive rebound by Team,,63-91,,
1:08.0,T. Rozier enters the game for I. Thomas,,63-91,,
1:01.0,Turnover by M. Smart (bad pass; steal by O. Porter),,63-91,,
0:57.0,,,63-93,2,B. Bogdanovic makes 2-pt shot at rim (assist by J. Wall)
0:47.0,Shooting foul by I. Mahinmi (drawn by T. Zeller),,63-93,,
0:47.0,T. Zeller makes free throw 1 of 2,1,64-93,,
0:47.0,T. Zeller makes free throw 2 of 2,1,65-93,,
0:44.0,,,65-93,,Turnover by B. Jennings (lost ball)
0:39.0,M. Smart makes 3-pt shot from 26 ft (assist by T. Zeller),3,68-93,,
0:39.0,Shooting foul by B. Bogdanovic (drawn by M. Smart),,68-93,,
0:39.0,M. Smart makes free throw 1 of 1,1,69-93,,
0:34.0,,,69-93,,J. Wall misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by J. Jerebko,,69-93,,
0:22.0,T. Rozier misses 2-pt shot from 4 ft (block by I. Mahinmi),,69-93,,
0:21.0,,,69-93,,Defensive rebound by I. Mahinmi
0:17.0,,,69-93,,Shooting foul by J. Brown (drawn by J. Wall)
0:17.0,,,69-94,1,J. Wall makes free throw 1 of 2
0:17.0,,,69-95,1,J. Wall makes free throw 2 of 2
0:06.0,M. Smart misses 3-pt shot from 26 ft,,69-95,,
0:04.0,,,69-95,,Defensive rebound by B. Jennings
0:00.0,,,69-95,,J. Wall misses 3-pt shot from 32 ft
0:00.0,,,69-95,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,69-95,,Turnover by I. Mahinmi (bad pass; steal by M. Smart)
11:34.0,Shooting foul by B. Jennings (drawn by M. Smart),,69-95,,
11:34.0,M. Smart makes free throw 1 of 2,1,70-95,,
11:34.0,M. Smart makes free throw 2 of 2,1,71-95,,
11:21.0,Violation by T. Zeller (kicked ball),,71-95,,
11:16.0,,,71-95,,B. Bogdanovic misses 2-pt shot from 17 ft
11:15.0,Defensive rebound by T. Zeller,,71-95,,
11:02.0,Turnover by M. Smart (3 sec),,71-95,,
11:02.0,,,71-95,,M. Gortat enters the game for I. Mahinmi
10:51.0,,,71-97,2,B. Jennings makes 2-pt shot from 13 ft
10:45.0,,,71-97,,Personal foul by B. Jennings (drawn by T. Rozier)
10:41.0,Offensive foul by T. Rozier (drawn by B. Jennings),,71-97,,
10:41.0,Turnover by T. Rozier (offensive foul),,71-97,,
10:40.0,Personal foul by T. Rozier (drawn by B. Jennings),,71-97,,
10:36.0,,,71-97,,Technical foul by B. Jennings
10:36.0,Technical foul by T. Rozier,,71-97,,
10:36.0,Technical foul by Team,,71-97,,
10:36.0,,,71-97,,B. Bogdanovic misses technical free throw
10:36.0,,,71-97,,Offensive rebound by Team
10:28.0,,,71-97,,B. Jennings misses 3-pt shot from 27 ft
10:27.0,Defensive rebound by M. Smart,,71-97,,
10:18.0,M. Smart misses 2-pt shot from 4 ft,,71-97,,
10:17.0,,,71-97,,Defensive rebound by T. Satoransky
10:12.0,,,71-97,,B. Bogdanovic misses 2-pt shot from 1 ft
10:11.0,,,71-97,,Offensive rebound by T. Satoransky
10:10.0,,,71-99,2,T. Satoransky makes 2-pt shot at rim
9:55.0,T. Rozier makes 2-pt shot from 1 ft (assist by M. Smart),2,73-99,,
9:54.0,,,73-99,,Washington full timeout
9:54.0,,,73-99,,Technical foul by B. Jennings
9:54.0,Technical foul by T. Rozier,,73-99,,
9:54.0,,,73-99,,T. Burke enters the game for B. Jennings
9:54.0,J. Young enters the game for T. Rozier,,73-99,,
9:54.0,A. Johnson enters the game for T. Zeller,,73-99,,
9:35.0,,,73-99,,Turnover by M. Gortat (traveling)
9:11.0,M. Smart misses 3-pt shot from 27 ft,,73-99,,
9:10.0,,,73-99,,Defensive rebound by O. Porter
9:03.0,,,73-99,,B. Bogdanovic misses 3-pt shot from 27 ft
9:02.0,Defensive rebound by J. Brown,,73-99,,
8:53.0,J. Young misses 3-pt shot from 24 ft,,73-99,,
8:52.0,,,73-99,,Defensive rebound by M. Gortat
8:33.0,,,73-99,,O. Porter misses 3-pt shot from 27 ft
8:31.0,Defensive rebound by Team,,73-99,,
8:31.0,G. Green enters the game for M. Smart,,73-99,,
8:21.0,J. Brown misses 2-pt shot from 17 ft,,73-99,,
8:21.0,Offensive rebound by J. Young,,73-99,,
8:07.0,J. Young misses 2-pt shot from 18 ft,,73-99,,
8:06.0,Offensive rebound by J. Brown,,73-99,,
7:51.0,G. Green makes 2-pt shot from 20 ft,2,75-99,,
7:36.0,,,75-101,2,O. Porter makes 2-pt shot from 1 ft (assist by T. Burke)
7:20.0,K. Olynyk misses 3-pt shot from 23 ft,,75-101,,
7:20.0,Offensive rebound by A. Johnson,,75-101,,
7:20.0,A. Johnson makes 2-pt shot from 1 ft,2,77-101,,
7:20.0,Shooting foul by T. Burke (drawn by A. Johnson),,77-101,,
