time,San Antonio,pts.away,score,pts.home,Oklahoma City
6:56.0,K. Leonard makes 3-pt shot from 24 ft (assist by M. Ginobili),3,78-83,,
6:41.0,,,78-83,,R. Westbrook misses 2-pt shot from 2 ft (block by L. Aldridge)
6:39.0,Defensive rebound by T. Parker,,78-83,,
6:32.0,K. Leonard misses 3-pt shot from 24 ft,,78-83,,
6:32.0,Offensive rebound by D. Lee,,78-83,,
6:29.0,D. Lee makes 2-pt shot from 6 ft,2,80-83,,
6:15.0,,,80-85,2,S. Adams makes 2-pt shot from 7 ft (assist by R. Westbrook)
5:56.0,T. Parker misses 3-pt shot from 23 ft,,80-85,,
5:56.0,,,80-85,,Defensive rebound by A. Roberson
5:49.0,,,80-85,,V. Oladipo misses 3-pt shot from 23 ft
5:48.0,Defensive rebound by L. Aldridge,,80-85,,
5:27.0,M. Ginobili makes 2-pt shot from 15 ft,2,82-85,,
5:27.0,Shooting foul by V. Oladipo (drawn by M. Ginobili),,82-85,,
5:27.0,Official timeout,,82-85,,
5:27.0,M. Ginobili misses free throw 1 of 1,,82-85,,
5:27.0,,,82-85,,Defensive rebound by R. Westbrook
5:27.0,,,82-85,,S. Christon enters the game for V. Oladipo
5:27.0,P. Mills enters the game for T. Parker,,82-85,,
5:27.0,P. Gasol enters the game for D. Lee,,82-85,,
5:11.0,,,82-85,,R. Westbrook misses 2-pt shot from 20 ft
5:11.0,Defensive rebound by Team,,82-85,,
5:10.0,,,82-85,,E. Kanter enters the game for D. Sabonis
4:59.0,Turnover by M. Ginobili (lost ball; steal by A. Roberson),,82-85,,
4:53.0,,,82-85,,E. Kanter misses 2-pt shot from 2 ft (block by K. Leonard)
4:53.0,,,82-85,,Offensive rebound by Team
4:53.0,,,82-85,,Oklahoma City full timeout
4:48.0,,,82-85,,S. Adams misses 2-pt shot from 7 ft
4:47.0,Defensive rebound by L. Aldridge,,82-85,,
4:28.0,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili),3,85-85,,
4:14.0,,,85-87,2,R. Westbrook makes 2-pt shot from 1 ft
3:48.0,L. Aldridge makes 2-pt shot from 15 ft (assist by M. Ginobili),2,87-87,,
3:28.0,,,87-87,,R. Westbrook misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by P. Mills,,87-87,,
3:12.0,K. Leonard misses 2-pt shot from 18 ft,,87-87,,
3:11.0,,,87-87,,Defensive rebound by E. Kanter
3:09.0,Personal foul by P. Mills,,87-87,,
3:09.0,,,87-87,,V. Oladipo enters the game for S. Christon
2:54.0,,,87-89,2,E. Kanter makes 2-pt shot from 17 ft (assist by R. Westbrook)
2:31.0,Offensive foul by L. Aldridge,,87-89,,
2:31.0,Turnover by L. Aldridge (offensive foul),,87-89,,
2:18.0,,,87-91,2,R. Westbrook makes 2-pt shot from 16 ft
2:00.0,P. Gasol makes 3-pt shot from 23 ft (assist by M. Ginobili),3,90-91,,
1:49.0,,,90-91,,Shooting foul by P. Gasol (drawn by R. Westbrook)
1:49.0,,,90-92,1,R. Westbrook makes free throw 1 of 2
1:49.0,,,90-93,1,R. Westbrook makes free throw 2 of 2
1:29.0,Shooting foul by E. Kanter (drawn by P. Gasol),,90-93,,
1:29.0,P. Gasol makes free throw 1 of 2,1,91-93,,
1:29.0,P. Gasol makes free throw 2 of 2,1,92-93,,
1:10.0,,,92-93,,Turnover by V. Oladipo (step out of bounds)
0:58.0,K. Leonard misses 2-pt shot from 12 ft,,92-93,,
0:57.0,Offensive rebound by L. Aldridge,,92-93,,
0:56.0,,,92-93,,Personal foul by A. Roberson (drawn by L. Aldridge)
0:56.0,L. Aldridge makes free throw 1 of 2,1,93-93,,
0:56.0,L. Aldridge makes free throw 2 of 2,1,94-93,,
0:39.0,,,94-95,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
0:21.0,L. Aldridge makes 2-pt shot at rim (assist by P. Gasol),2,96-95,,
0:19.0,,,96-95,,Oklahoma City full timeout
0:19.0,,,96-95,,D. McDermott enters the game for A. Roberson
0:11.0,,,96-95,,R. Westbrook misses 2-pt shot from 1 ft (block by L. Aldridge)
0:10.0,Defensive rebound by K. Leonard,,96-95,,
0:06.0,K. Leonard makes 2-pt shot from 2 ft,2,98-95,,
0:06.0,Shooting foul by D. McDermott (drawn by K. Leonard),,98-95,,
0:06.0,K. Leonard makes free throw 1 of 1,1,99-95,,
0:01.0,,,99-95,,R. Westbrook misses 3-pt shot from 31 ft
0:01.0,Defensive rebound by Team,,99-95,,
0:01.0,,,99-95,,Personal take foul by S. Adams (drawn by K. Leonard)
0:01.0,K. Leonard makes free throw 1 of 2,1,100-95,,
0:01.0,K. Leonard misses free throw 2 of 2,,100-95,,
0:01.0,,,100-95,,A. Abrines enters the game for R. Westbrook
0:00.0,Offensive rebound by L. Aldridge,,100-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
