time,Detroit,pts.away,score,pts.home,Atlanta
8:25.0,,,11-4,2,K. Bazemore makes 2-pt shot from 8 ft (assist by D. Schroder)
8:10.0,K. Caldwell-Pope misses 2-pt shot from 11 ft,,11-4,,
8:08.0,,,11-4,,Defensive rebound by D. Schroder
8:00.0,,,11-6,2,D. Howard makes 2-pt shot at rim (assist by D. Schroder)
7:40.0,I. Smith makes 2-pt shot from 18 ft,2,13-6,,
7:25.0,,,13-9,3,K. Bazemore makes 3-pt shot from 25 ft (assist by D. Schroder)
7:02.0,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by A. Drummond),2,15-9,,
6:48.0,,,15-9,,D. Howard misses 2-pt shot from 1 ft
6:47.0,Defensive rebound by T. Harris,,15-9,,
6:42.0,I. Smith misses 2-pt shot from 2 ft,,15-9,,
6:41.0,,,15-9,,Defensive rebound by D. Howard
6:31.0,,,15-12,3,T. Sefolosha makes 3-pt shot from 25 ft (assist by D. Schroder)
6:09.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,15-12,,
6:08.0,,,15-12,,Defensive rebound by D. Howard
6:01.0,,,15-14,2,K. Korver makes 2-pt shot from 10 ft
5:42.0,Detroit full timeout,,15-14,,
5:42.0,,,15-14,,M. Muscala enters the game for T. Sefolosha
5:42.0,J. Leuer enters the game for T. Harris,,15-14,,
5:32.0,K. Caldwell-Pope misses 2-pt shot from 8 ft,,15-14,,
5:32.0,Offensive rebound by K. Caldwell-Pope,,15-14,,
5:32.0,K. Caldwell-Pope misses 2-pt shot from 8 ft,,15-14,,
5:27.0,,,15-14,,Defensive rebound by K. Korver
5:14.0,,,15-14,,M. Muscala misses 2-pt shot from 8 ft
5:10.0,,,15-14,,Offensive rebound by K. Bazemore
5:08.0,,,15-16,2,M. Muscala makes 2-pt shot from 1 ft (assist by K. Bazemore)
4:52.0,K. Caldwell-Pope misses 2-pt shot from 13 ft,,15-16,,
4:50.0,,,15-16,,Defensive rebound by D. Schroder
4:46.0,,,15-16,,Turnover by D. Schroder (lost ball; steal by J. Leuer)
4:39.0,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by I. Smith),3,18-16,,
4:30.0,,,18-16,,D. Schroder misses 2-pt shot from 2 ft
4:29.0,Defensive rebound by A. Drummond,,18-16,,
4:20.0,A. Drummond misses 2-pt shot from 12 ft,,18-16,,
4:18.0,Offensive rebound by A. Drummond,,18-16,,
4:11.0,I. Smith misses 2-pt shot from 1 ft,,18-16,,
4:09.0,Offensive rebound by K. Caldwell-Pope,,18-16,,
4:03.0,K. Caldwell-Pope misses 2-pt shot from 17 ft,,18-16,,
4:03.0,,,18-16,,Defensive rebound by Team
4:03.0,,,18-16,,M. Delaney enters the game for D. Schroder
4:03.0,,,18-16,,T. Hardaway enters the game for K. Korver
4:03.0,A. Baynes enters the game for A. Drummond,,18-16,,
4:03.0,,,18-16,,K. Korver enters the game for K. Bazemore
3:49.0,,,18-16,,D. Howard misses 2-pt shot from 3 ft
3:48.0,Defensive rebound by J. Leuer,,18-16,,
3:41.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,18-16,,
3:41.0,Offensive rebound by Team,,18-16,,
3:41.0,,,18-16,,Loose ball foul by M. Muscala (drawn by A. Baynes)
3:41.0,,,18-16,,T. Sefolosha enters the game for K. Korver
3:32.0,K. Caldwell-Pope makes 2-pt shot from 17 ft,2,20-16,,
3:18.0,,,20-16,,M. Muscala misses 2-pt shot from 18 ft
3:18.0,,,20-16,,Offensive rebound by Team
3:18.0,Loose ball foul by A. Baynes (drawn by D. Howard),,20-16,,
3:18.0,,,20-16,,K. Humphries enters the game for D. Howard
3:13.0,,,20-18,2,K. Humphries makes 2-pt shot from 2 ft (assist by M. Delaney)
2:45.0,I. Smith makes 2-pt shot from 15 ft,2,22-18,,
2:28.0,,,22-18,,K. Humphries misses 2-pt shot from 22 ft
2:25.0,Defensive rebound by I. Smith,,22-18,,
2:19.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by I. Smith),2,24-18,,
2:19.0,,,24-18,,Atlanta full timeout
2:19.0,T. Harris enters the game for M. Morris,,24-18,,
2:19.0,B. Udrih enters the game for I. Smith,,24-18,,
2:03.0,,,24-18,,T. Hardaway misses 2-pt shot from 2 ft
2:02.0,Defensive rebound by Team,,24-18,,
1:52.0,J. Leuer makes 3-pt shot from 25 ft (assist by B. Udrih),3,27-18,,
1:42.0,,,27-20,2,M. Delaney makes 2-pt shot from 20 ft
1:27.0,Turnover by B. Udrih (bad pass; steal by M. Muscala),,27-20,,
1:08.0,,,27-20,,T. Sefolosha misses 2-pt shot from 10 ft
1:07.0,Defensive rebound by B. Udrih,,27-20,,
0:58.0,B. Udrih misses 2-pt shot from 17 ft,,27-20,,
0:55.0,,,27-20,,Defensive rebound by T. Hardaway
0:50.0,Personal foul by K. Caldwell-Pope (drawn by T. Hardaway),,27-20,,
0:50.0,D. Hilliard enters the game for K. Caldwell-Pope,,27-20,,
0:42.0,,,27-22,2,T. Sefolosha makes 2-pt shot from 20 ft (assist by M. Delaney)
0:22.0,Turnover by J. Leuer (bad pass),,27-22,,
0:01.0,,,27-24,2,M. Delaney makes 2-pt shot from 21 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,T. Harris misses 2-pt shot from 3 ft,,27-24,,
11:46.0,,,27-24,,Defensive rebound by M. Delaney
11:37.0,,,27-24,,T. Hardaway misses 3-pt shot from 25 ft
11:35.0,Defensive rebound by B. Udrih,,27-24,,
11:29.0,B. Udrih makes 2-pt shot at rim,2,29-24,,
11:05.0,,,29-24,,K. Humphries misses 2-pt shot from 16 ft
11:03.0,Defensive rebound by T. Harris,,29-24,,
10:56.0,B. Udrih makes 2-pt shot from 17 ft,2,31-24,,
10:39.0,,,31-24,,Shooting foul by J. Leuer (drawn by K. Humphries)
10:39.0,,,31-25,1,K. Humphries makes free throw 1 of 2
10:39.0,,,31-26,1,K. Humphries makes free throw 2 of 2
10:31.0,B. Udrih makes 2-pt shot from 1 ft,2,33-26,,
10:31.0,Shooting foul by T. Hardaway (drawn by B. Udrih),,33-26,,
10:31.0,B. Udrih makes free throw 1 of 1,1,34-26,,
10:23.0,,,34-26,,Shooting foul by D. Hilliard (drawn by K. Korver)
10:23.0,,,34-27,1,K. Korver makes free throw 1 of 2
10:23.0,,,34-28,1,K. Korver makes free throw 2 of 2
10:07.0,T. Harris makes 2-pt shot from 8 ft,2,36-28,,
10:00.0,,,36-28,,Shooting foul by A. Baynes (drawn by M. Delaney)
10:00.0,,,36-28,,M. Delaney misses free throw 1 of 2
10:00.0,,,36-28,,Offensive rebound by Team
10:00.0,,,36-29,1,M. Delaney makes free throw 2 of 2
10:00.0,A. Drummond enters the game for A. Baynes,,36-28,,
9:37.0,A. Drummond makes 2-pt shot at rim,2,38-29,,
9:28.0,,,38-32,3,K. Humphries makes 3-pt shot from 26 ft (assist by M. Delaney)
9:22.0,Detroit full timeout,,38-32,,
9:07.0,A. Drummond makes 2-pt shot from 1 ft (assist by D. Hilliard),2,40-32,,
8:57.0,,,40-32,,Turnover by M. Muscala (offensive goaltending)
8:47.0,B. Udrih makes 2-pt shot from 17 ft,2,42-32,,
8:37.0,,,42-32,,T. Hardaway misses 3-pt shot from 25 ft
8:37.0,Defensive rebound by Team,,42-32,,
8:37.0,,,42-32,,D. Howard enters the game for M. Muscala
8:37.0,,,42-32,,T. Sefolosha enters the game for K. Humphries
8:21.0,D. Hilliard makes 2-pt shot from 19 ft (assist by A. Drummond),2,44-32,,
8:03.0,,,44-32,,T. Hardaway misses 2-pt shot from 5 ft (block by T. Harris)
8:01.0,Defensive rebound by T. Harris,,44-32,,
7:54.0,Turnover by J. Leuer (bad pass; steal by T. Sefolosha),,44-32,,
7:48.0,,,44-32,,T. Hardaway misses 2-pt shot from 3 ft
7:47.0,Defensive rebound by J. Leuer,,44-32,,
7:39.0,T. Harris misses 3-pt shot from 25 ft,,44-32,,
7:38.0,,,44-32,,Defensive rebound by D. Howard
7:26.0,,,44-32,,K. Korver misses 3-pt shot from 25 ft
7:25.0,Defensive rebound by A. Drummond,,44-32,,
7:11.0,D. Hilliard misses 2-pt shot from 22 ft,,44-32,,
7:11.0,Offensive rebound by Team,,44-32,,
7:11.0,K. Caldwell-Pope enters the game for J. Leuer,,44-32,,
7:11.0,M. Morris enters the game for D. Hilliard,,44-32,,
7:11.0,,,44-32,,K. Bazemore enters the game for T. Hardaway
6:59.0,K. Caldwell-Pope makes 2-pt shot from 14 ft,2,46-32,,
6:59.0,,,46-32,,Atlanta full timeout
6:59.0,,,46-32,,D. Schroder enters the game for M. Delaney
6:59.0,I. Smith enters the game for B. Udrih,,46-32,,
6:44.0,Violation by M. Morris (kicked ball),,46-32,,
6:37.0,,,46-32,,K. Korver misses 2-pt shot from 19 ft
6:33.0,Defensive rebound by A. Drummond,,46-32,,
6:23.0,K. Caldwell-Pope misses 2-pt shot from 9 ft,,46-32,,
6:21.0,,,46-32,,Defensive rebound by D. Howard
6:12.0,,,46-32,,D. Schroder misses 2-pt shot from 3 ft
6:09.0,,,46-32,,Offensive rebound by D. Howard
6:08.0,,,46-32,,D. Howard misses 2-pt shot from 1 ft
6:07.0,Defensive rebound by A. Drummond,,46-32,,
5:59.0,Turnover by A. Drummond (bad pass; steal by K. Bazemore),,46-32,,
5:55.0,,,46-32,,K. Bazemore misses 2-pt shot at rim
5:53.0,Defensive rebound by I. Smith,,46-32,,
5:37.0,T. Harris makes 2-pt shot from 7 ft (assist by M. Morris),2,48-32,,
5:21.0,,,48-32,,D. Schroder misses 2-pt shot from 18 ft
5:20.0,Defensive rebound by A. Drummond,,48-32,,
4:59.0,Turnover by A. Drummond (lost ball),,48-32,,
4:46.0,,,48-32,,K. Korver misses 2-pt shot from 19 ft
4:45.0,Defensive rebound by T. Harris,,48-32,,
4:37.0,A. Drummond makes 2-pt shot from 7 ft (assist by I. Smith),2,50-32,,
4:18.0,,,50-32,,K. Bazemore misses 2-pt shot from 18 ft
4:16.0,Defensive rebound by Team,,50-32,,
4:00.0,M. Morris misses 2-pt shot from 22 ft,,50-32,,
3:58.0,Offensive rebound by A. Drummond,,50-32,,
3:57.0,Shooting foul by D. Howard (drawn by A. Drummond),,50-32,,
3:57.0,A. Drummond makes free throw 1 of 2,1,51-32,,
3:57.0,A. Drummond misses free throw 2 of 2,,51-32,,
3:57.0,J. Leuer enters the game for T. Harris,,51-32,,
3:55.0,Offensive rebound by A. Drummond,,51-32,,
3:52.0,Turnover by A. Drummond (back court),,51-32,,
3:41.0,,,51-32,,Offensive charge foul by D. Howard
3:41.0,,,51-32,,Turnover by D. Howard (offensive foul)
3:25.0,Turnover by J. Leuer (lost ball; steal by K. Korver),,51-32,,
3:20.0,,,51-34,2,K. Bazemore makes 2-pt shot from 1 ft (assist by D. Schroder)
2:56.0,A. Drummond makes 2-pt shot from 10 ft (assist by M. Morris),2,53-34,,
2:39.0,,,53-34,,Turnover by D. Howard (lost ball; steal by A. Drummond)
2:30.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by I. Smith),3,56-34,,
2:08.0,,,56-34,,K. Bazemore misses 2-pt shot from 7 ft
2:06.0,Defensive rebound by M. Morris,,56-34,,
2:01.0,A. Drummond makes 2-pt shot from 1 ft (assist by I. Smith),2,58-34,,
2:01.0,,,58-34,,Atlanta full timeout
2:01.0,Official timeout,,58-34,,
2:01.0,,,58-34,,K. Humphries enters the game for K. Bazemore
2:01.0,,,58-34,,T. Hardaway enters the game for T. Sefolosha
2:01.0,,,58-34,,M. Muscala enters the game for D. Howard
2:01.0,,,58-34,,T. Waller-Prince enters the game for K. Korver
2:01.0,,,58-34,,M. Delaney enters the game for D. Schroder
1:47.0,,,58-36,2,T. Hardaway makes 2-pt shot from 7 ft
1:27.0,M. Morris misses 2-pt shot from 17 ft,,58-36,,
1:26.0,,,58-36,,Defensive rebound by T. Waller-Prince
1:16.0,,,58-36,,Turnover by M. Delaney (bad pass; steal by I. Smith)
0:53.0,I. Smith misses 3-pt shot from 25 ft,,58-36,,
0:52.0,,,58-36,,Defensive rebound by K. Humphries
0:43.0,,,58-39,3,T. Waller-Prince makes 3-pt shot from 25 ft (assist by M. Muscala)
0:23.0,Turnover by M. Morris (step out of bounds),,58-39,,
0:02.0,,,58-39,,K. Humphries misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by M. Morris,,58-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,M. Morris misses 2-pt shot from 16 ft,,58-39,,
11:46.0,,,58-39,,Defensive rebound by T. Waller-Prince
11:25.0,,,58-41,2,K. Humphries makes 2-pt shot at rim (assist by T. Waller-Prince)
10:58.0,M. Morris makes 3-pt shot from 25 ft (assist by T. Harris),3,61-41,,
10:43.0,,,61-41,,K. Humphries misses 2-pt shot from 19 ft
10:42.0,Defensive rebound by K. Caldwell-Pope,,61-41,,
10:33.0,A. Drummond misses 2-pt shot from 9 ft,,61-41,,
10:31.0,,,61-41,,Defensive rebound by T. Waller-Prince
10:17.0,,,61-41,,T. Waller-Prince misses 3-pt shot from 24 ft
10:16.0,Defensive rebound by A. Drummond,,61-41,,
10:09.0,I. Smith misses 2-pt shot from 11 ft,,61-41,,
10:08.0,,,61-41,,Defensive rebound by K. Humphries
10:03.0,,,61-41,,Shooting foul by I. Smith (drawn by M. Delaney)
10:03.0,,,61-42,1,M. Delaney makes free throw 1 of 2
10:03.0,,,61-43,1,M. Delaney makes free throw 2 of 2
9:50.0,,,61-43,,Personal foul by M. Muscala (drawn by T. Harris)
9:36.0,T. Harris makes 2-pt shot from 2 ft (assist by I. Smith),2,63-43,,
9:27.0,Def 3 sec tech foul by K. Caldwell-Pope,,63-43,,
9:27.0,,,63-44,1,M. Delaney makes technical free throw
9:11.0,,,63-46,2,T. Hardaway makes 2-pt shot from 1 ft
8:49.0,I. Smith misses 3-pt shot from 24 ft,,63-46,,
8:47.0,,,63-46,,Defensive rebound by T. Waller-Prince
8:40.0,,,63-46,,M. Delaney misses 2-pt shot from 19 ft
8:39.0,Defensive rebound by A. Drummond,,63-46,,
8:25.0,M. Morris makes 2-pt shot from 21 ft,2,65-46,,
8:06.0,,,65-46,,Shooting foul by A. Drummond (drawn by K. Humphries)
8:06.0,,,65-46,,K. Humphries misses free throw 1 of 2
8:06.0,,,65-46,,Offensive rebound by Team
8:06.0,,,65-47,1,K. Humphries makes free throw 2 of 2
7:52.0,M. Morris makes 3-pt shot from 24 ft (assist by I. Smith),3,68-47,,
7:35.0,,,68-49,2,M. Muscala makes 2-pt shot from 10 ft (assist by T. Hardaway)
7:12.0,Turnover by T. Harris (bad pass),,68-49,,
6:56.0,,,68-49,,T. Waller-Prince misses 2-pt shot from 16 ft
6:55.0,Defensive rebound by A. Drummond,,68-49,,
6:44.0,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by I. Smith),3,71-49,,
6:43.0,,,71-49,,Atlanta full timeout
6:31.0,,,71-49,,T. Hardaway misses 3-pt shot from 25 ft
6:29.0,,,71-49,,Offensive rebound by K. Humphries
6:29.0,,,71-49,,K. Humphries misses 2-pt shot at rim
6:27.0,,,71-49,,Offensive rebound by K. Humphries
6:27.0,,,71-49,,K. Humphries misses 2-pt shot from 1 ft
6:26.0,,,71-49,,Offensive rebound by K. Humphries
6:24.0,,,71-49,,K. Humphries misses 2-pt shot from 10 ft (block by A. Drummond)
6:22.0,Defensive rebound by I. Smith,,71-49,,
6:18.0,Turnover by I. Smith (bad pass; steal by T. Hardaway),,71-49,,
6:12.0,,,71-49,,Turnover by M. Delaney (offensive foul)
6:12.0,,,71-49,,D. Howard enters the game for K. Humphries
6:12.0,,,71-49,,Offensive charge foul by M. Delaney
5:54.0,Turnover by T. Harris (lost ball),,71-49,,
5:42.0,,,71-49,,M. Delaney misses 2-pt shot from 19 ft
5:40.0,Defensive rebound by Team,,71-49,,
5:21.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,71-49,,
5:20.0,,,71-49,,Defensive rebound by D. Howard
5:05.0,,,71-49,,T. Waller-Prince misses 3-pt shot from 25 ft
5:04.0,Defensive rebound by A. Drummond,,71-49,,
5:01.0,,,71-49,,Personal block foul by M. Delaney (drawn by I. Smith)
5:01.0,,,71-49,,K. Bazemore enters the game for T. Hardaway
5:01.0,J. Leuer enters the game for T. Harris,,71-49,,
4:47.0,M. Morris makes 2-pt shot from 17 ft (assist by I. Smith),2,73-49,,
4:31.0,,,73-49,,T. Waller-Prince misses 3-pt shot from 25 ft
4:30.0,Defensive rebound by K. Caldwell-Pope,,73-49,,
4:18.0,J. Leuer makes 3-pt shot from 25 ft (assist by I. Smith),3,76-49,,
3:58.0,,,76-49,,T. Waller-Prince misses 2-pt shot from 6 ft
3:57.0,Defensive rebound by A. Drummond,,76-49,,
3:50.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,76-49,,
3:50.0,Offensive rebound by J. Leuer,,76-49,,
3:50.0,J. Leuer makes 2-pt shot at rim,2,78-49,,
3:50.0,Shooting foul by D. Howard (drawn by J. Leuer),,78-49,,
3:50.0,,,78-49,,Atlanta full timeout
3:50.0,J. Leuer makes free throw 1 of 1,1,79-49,,
3:50.0,,,78-49,,M. Scott enters the game for M. Muscala
3:50.0,,,78-49,,D. Schroder enters the game for M. Delaney
3:40.0,,,79-49,,Turnover by M. Scott (bad pass; steal by K. Caldwell-Pope)
3:21.0,M. Morris misses 2-pt shot from 15 ft,,79-49,,
3:20.0,Offensive rebound by J. Leuer,,79-49,,
3:20.0,Shooting foul by D. Howard (drawn by J. Leuer),,79-49,,
3:20.0,J. Leuer misses free throw 1 of 2,,79-49,,
3:20.0,Offensive rebound by Team,,79-49,,
3:20.0,J. Leuer makes free throw 2 of 2,1,80-49,,
3:20.0,,,79-49,,K. Korver enters the game for T. Waller-Prince
3:04.0,,,80-51,2,D. Schroder makes 2-pt shot at rim
2:41.0,K. Caldwell-Pope misses 2-pt shot from 11 ft,,80-51,,
2:38.0,Offensive rebound by K. Caldwell-Pope,,80-51,,
2:28.0,M. Morris misses 3-pt shot from 25 ft,,80-51,,
2:28.0,Offensive rebound by Team,,80-51,,
2:28.0,,,80-51,,Loose ball foul by D. Howard (drawn by A. Drummond)
2:28.0,A. Drummond misses free throw 1 of 2,,80-51,,
2:28.0,Offensive rebound by Team,,80-51,,
2:28.0,A. Drummond makes free throw 2 of 2,1,81-51,,
2:17.0,,,81-51,,K. Bazemore misses 2-pt shot from 14 ft
2:16.0,Defensive rebound by K. Caldwell-Pope,,81-51,,
2:09.0,I. Smith makes 2-pt shot from 2 ft,2,83-51,,
1:57.0,Violation by A. Drummond (def goaltending),,83-51,,
1:57.0,,,83-53,2,D. Schroder makes 2-pt shot from 1 ft
1:41.0,M. Morris misses 2-pt shot from 15 ft,,83-53,,
1:39.0,,,83-53,,Defensive rebound by Team
1:39.0,A. Baynes enters the game for A. Drummond,,83-53,,
1:31.0,,,83-55,2,M. Scott makes 2-pt shot from 15 ft (assist by D. Schroder)
1:19.0,I. Smith makes 3-pt shot from 25 ft,3,86-55,,
1:06.0,,,86-55,,K. Bazemore misses 2-pt shot from 21 ft
1:04.0,Defensive rebound by K. Caldwell-Pope,,86-55,,
0:47.0,Jump ball: A. Baynes vs. K. Bazemore (M. Morris gains possession),,,,Jump ball: A. Baynes vs. K. Bazemore (M. Morris gains possession)
0:44.0,M. Morris makes 2-pt shot from 14 ft,2,88-55,,
0:35.0,,,88-57,2,D. Schroder makes 2-pt shot from 15 ft
0:20.0,I. Smith makes 2-pt shot from 2 ft,2,90-57,,
0:01.0,,,90-57,,M. Scott misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by M. Morris,,90-57,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,90-57,,K. Korver misses 2-pt shot from 10 ft
11:44.0,Defensive rebound by J. Leuer,,90-57,,
11:34.0,Turnover by D. Hilliard (traveling),,90-57,,
11:11.0,,,90-59,2,T. Hardaway makes 2-pt shot from 2 ft (assist by D. Schroder)
10:54.0,T. Harris makes 2-pt shot from 18 ft (assist by B. Udrih),2,92-59,,
10:47.0,,,92-59,,Shooting foul by B. Udrih (drawn by D. Schroder)
10:47.0,,,92-61,2,D. Schroder makes 2-pt shot from 8 ft
10:47.0,,,92-62,1,D. Schroder makes free throw 1 of 1
10:31.0,T. Harris makes 2-pt shot from 16 ft,2,94-62,,
10:11.0,,,94-62,,Shooting foul by A. Baynes (drawn by D. Schroder)
10:11.0,,,94-62,,D. Schroder misses free throw 1 of 2
10:11.0,,,94-62,,Offensive rebound by Team
10:11.0,,,94-63,1,D. Schroder makes free throw 2 of 2
9:55.0,T. Harris misses 2-pt shot from 6 ft (block by D. Howard),,94-63,,
9:52.0,,,94-63,,Defensive rebound by T. Hardaway
9:44.0,,,94-63,,T. Hardaway misses 3-pt shot from 24 ft
9:41.0,,,94-63,,Offensive rebound by M. Scott
9:38.0,,,94-65,2,T. Hardaway makes 2-pt shot from 2 ft (assist by M. Scott)
9:21.0,D. Hilliard misses 3-pt shot from 23 ft,,94-65,,
9:20.0,,,94-65,,Defensive rebound by M. Scott
9:04.0,,,94-68,3,D. Schroder makes 3-pt shot from 24 ft (assist by T. Hardaway)
8:48.0,Turnover by J. Leuer (bad pass),,94-68,,
8:48.0,Official timeout,,94-68,,
8:39.0,,,94-68,,D. Schroder misses 2-pt shot from 22 ft
8:37.0,Defensive rebound by J. Leuer,,94-68,,
8:30.0,B. Udrih makes 2-pt shot from 1 ft,2,96-68,,
8:24.0,Personal foul by D. Hilliard (drawn by D. Schroder),,96-68,,
8:18.0,,,96-70,2,K. Korver makes 2-pt shot from 22 ft (assist by D. Schroder)
8:03.0,Offensive foul by A. Baynes,,96-70,,
8:03.0,Turnover by A. Baynes (offensive foul),,96-70,,
8:03.0,,,96-70,,M. Muscala enters the game for D. Howard
7:51.0,,,96-72,2,D. Schroder makes 2-pt shot from 1 ft (assist by M. Scott)
7:38.0,D. Hilliard makes 3-pt shot from 24 ft (assist by J. Leuer),3,99-72,,
7:25.0,,,99-74,2,M. Muscala makes 2-pt shot from 13 ft (assist by M. Scott)
7:06.0,J. Leuer makes 3-pt shot from 25 ft (assist by T. Harris),3,102-74,,
6:50.0,,,102-76,2,T. Hardaway makes 2-pt shot at rim (assist by D. Schroder)
6:32.0,T. Harris makes 2-pt shot from 16 ft (assist by B. Udrih),2,104-76,,
6:19.0,,,104-78,2,M. Muscala makes 2-pt shot from 11 ft (assist by D. Schroder)
6:19.0,Detroit full timeout,,104-78,,
6:19.0,,,104-78,,T. Waller-Prince enters the game for T. Hardaway
6:19.0,,,104-78,,K. Humphries enters the game for M. Scott
6:04.0,D. Hilliard makes 3-pt shot from 25 ft,3,107-78,,
5:52.0,,,107-78,,K. Korver misses 3-pt shot from 24 ft
5:50.0,Defensive rebound by D. Hilliard,,107-78,,
5:32.0,T. Harris makes 3-pt shot from 25 ft (assist by D. Hilliard),3,110-78,,
5:11.0,,,110-78,,K. Humphries misses 2-pt shot from 18 ft
5:10.0,Defensive rebound by J. Leuer,,110-78,,
5:02.0,J. Leuer misses 3-pt shot from 25 ft,,110-78,,
5:00.0,,,110-78,,Defensive rebound by T. Waller-Prince
4:42.0,,,110-78,,K. Korver misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by T. Harris,,110-78,,
4:33.0,Turnover by J. Leuer (bad pass; steal by M. Muscala),,110-78,,
4:27.0,,,110-81,3,M. Muscala makes 3-pt shot from 25 ft (assist by D. Schroder)
4:02.0,D. Hilliard misses 3-pt shot from 26 ft,,110-81,,
4:00.0,Offensive rebound by T. Harris,,110-81,,
3:49.0,Shooting foul by M. Muscala (drawn by A. Baynes),,110-81,,
3:49.0,A. Baynes makes free throw 1 of 2,1,111-81,,
3:49.0,A. Baynes makes free throw 2 of 2,1,112-81,,
3:49.0,,,111-81,,R. Kelly enters the game for D. Schroder
3:49.0,,,111-81,,T. Hardaway enters the game for M. Muscala
3:49.0,M. Gbinije enters the game for T. Harris,,111-81,,
3:49.0,S. Johnson enters the game for B. Udrih,,111-81,,
3:48.0,Personal take foul by S. Johnson (drawn by T. Hardaway),,112-81,,
3:48.0,B. Marjanovic enters the game for A. Baynes,,112-81,,
3:37.0,,,112-81,,Shooting foul by B. Marjanovic (drawn by T. Waller-Prince)
3:37.0,,,112-82,1,T. Waller-Prince makes free throw 1 of 2
3:37.0,,,112-83,1,T. Waller-Prince makes free throw 2 of 2
3:21.0,B. Marjanovic makes 2-pt shot from 10 ft (assist by S. Johnson),2,114-83,,
3:00.0,,,114-83,,T. Hardaway misses 3-pt shot from 23 ft
2:58.0,Defensive rebound by Team,,114-83,,
2:58.0,,,114-83,,Atlanta full timeout
2:44.0,J. Leuer makes 3-pt shot from 24 ft (assist by S. Johnson),3,117-83,,
2:28.0,,,117-83,,K. Humphries misses 2-pt shot from 19 ft
2:27.0,Defensive rebound by S. Johnson,,117-83,,
2:17.0,M. Gbinije misses 3-pt shot from 25 ft,,117-83,,
2:13.0,Offensive rebound by J. Leuer,,117-83,,
2:10.0,D. Hilliard makes 3-pt shot from 24 ft (assist by J. Leuer),3,120-83,,
2:01.0,Personal foul by D. Hilliard (drawn by K. Korver),,120-83,,
2:01.0,,,120-83,,K. Korver misses free throw 1 of 2
2:01.0,,,120-83,,Offensive rebound by Team
2:01.0,,,120-84,1,K. Korver makes free throw 2 of 2
2:01.0,,,120-83,,M. Scott enters the game for K. Humphries
