time,Oklahoma City,pts.away,score,pts.home,Utah
3:48.0,A. Roberson misses 3-pt shot from 23 ft,,12-19,,
3:46.0,,,12-19,,Defensive rebound by S. Mack
3:27.0,,,12-21,2,T. Lyles makes 2-pt shot from 16 ft (assist by S. Mack)
3:05.0,D. Sabonis misses 2-pt shot from 3 ft (block by R. Gobert),,12-21,,
3:04.0,Offensive rebound by S. Adams,,12-21,,
3:04.0,Offensive foul by S. Adams,,12-21,,
3:04.0,Turnover by S. Adams (offensive foul),,12-21,,
3:04.0,J. Grant enters the game for D. Sabonis,,12-21,,
3:04.0,E. Kanter enters the game for S. Adams,,12-21,,
3:04.0,,,12-21,,D. Favors enters the game for R. Gobert
2:52.0,Personal foul by J. Grant (drawn by J. Johnson),,12-21,,
2:52.0,Oklahoma City full timeout,,12-21,,
2:52.0,S. Christon enters the game for R. Westbrook,,12-21,,
2:52.0,J. Lauvergne enters the game for J. Grant,,12-21,,
2:47.0,,,12-21,,J. Johnson misses 2-pt shot from 12 ft
2:46.0,Defensive rebound by A. Roberson,,12-21,,
2:26.0,S. Christon makes 2-pt shot from 2 ft (assist by E. Kanter),2,14-21,,
2:06.0,,,14-23,2,D. Favors makes 2-pt shot from 1 ft (assist by S. Mack)
1:42.0,J. Lauvergne misses 3-pt shot from 25 ft,,14-23,,
1:41.0,,,14-23,,Defensive rebound by J. Ingles
1:30.0,,,14-26,3,J. Ingles makes 3-pt shot from 26 ft
1:15.0,E. Kanter misses 2-pt shot from 2 ft (block by D. Favors),,14-26,,
1:14.0,,,14-26,,Defensive rebound by J. Johnson
1:10.0,,,14-26,,J. Ingles misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by A. Roberson,,14-26,,
1:05.0,Shooting foul by D. Favors (drawn by E. Kanter),,14-26,,
1:05.0,E. Kanter makes free throw 1 of 2,1,15-26,,
1:05.0,E. Kanter makes free throw 2 of 2,1,16-26,,
1:05.0,K. Singler enters the game for A. Roberson,,15-26,,
0:48.0,,,16-26,,Utah full timeout
0:43.0,,,16-26,,D. Favors misses 2-pt shot from 21 ft
0:42.0,Defensive rebound by A. Morrow,,16-26,,
0:31.0,J. Lauvergne misses 2-pt shot from 1 ft,,16-26,,
0:31.0,Offensive rebound by J. Lauvergne,,16-26,,
0:27.0,J. Lauvergne misses 2-pt shot from 2 ft,,16-26,,
0:25.0,Offensive rebound by J. Lauvergne,,16-26,,
0:25.0,J. Lauvergne makes 2-pt shot from 3 ft,2,18-26,,
0:03.0,,,18-26,,J. Johnson misses 2-pt shot from 23 ft
0:02.0,Defensive rebound by S. Christon,,18-26,,
0:00.0,S. Christon makes 3-pt shot from 54 ft,3,21-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,E. Kanter misses 2-pt shot from 5 ft,,21-26,,
11:47.0,,,21-26,,Defensive rebound by D. Favors
11:31.0,,,21-26,,T. Lyles misses 2-pt shot from 7 ft
11:30.0,Defensive rebound by K. Singler,,21-26,,
11:12.0,A. Morrow misses 3-pt shot from 26 ft,,21-26,,
11:12.0,,,21-26,,Defensive rebound by J. Johnson
10:52.0,,,21-28,2,G. Hayward makes 2-pt shot from 1 ft (assist by S. Mack)
10:28.0,K. Singler makes 2-pt shot from 1 ft,2,23-28,,
10:19.0,,,23-28,,G. Hayward misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by S. Christon,,23-28,,
10:09.0,S. Christon misses 2-pt shot from 10 ft,,23-28,,
10:08.0,,,23-28,,Defensive rebound by T. Lyles
9:56.0,,,23-28,,Turnover by G. Hayward (lost ball)
9:56.0,,,23-28,,B. Diaw enters the game for T. Lyles
9:32.0,A. Morrow misses 2-pt shot from 21 ft,,23-28,,
9:31.0,,,23-28,,Defensive rebound by D. Favors
9:24.0,,,23-30,2,G. Hayward makes 2-pt shot from 1 ft (assist by J. Johnson)
9:04.0,E. Kanter misses 2-pt shot from 3 ft (block by G. Hayward),,23-30,,
9:02.0,,,23-30,,Defensive rebound by D. Favors
8:57.0,,,23-33,3,S. Mack makes 3-pt shot from 25 ft (assist by B. Diaw)
8:56.0,Oklahoma City full timeout,,23-33,,
8:56.0,,,23-33,,R. Hood enters the game for J. Johnson
8:56.0,,,23-33,,R. Gobert enters the game for D. Favors
8:38.0,E. Kanter makes 2-pt shot from 2 ft,2,25-33,,
8:26.0,,,25-35,2,R. Gobert makes 2-pt shot at rim (assist by B. Diaw)
8:04.0,E. Kanter makes 2-pt shot from 2 ft (assist by S. Christon),2,27-35,,
7:48.0,,,27-37,2,G. Hayward makes 2-pt shot from 20 ft (assist by B. Diaw)
7:26.0,J. Lauvergne misses 2-pt shot from 3 ft,,27-37,,
7:25.0,,,27-37,,Defensive rebound by R. Gobert
7:14.0,,,27-40,3,R. Hood makes 3-pt shot from 25 ft (assist by S. Mack)
6:56.0,K. Singler misses 2-pt shot from 2 ft (block by R. Gobert),,27-40,,
6:55.0,Offensive rebound by J. Lauvergne,,27-40,,
6:46.0,Turnover by K. Singler (lost ball; steal by S. Mack),,27-40,,
6:45.0,Personal foul by S. Christon (drawn by S. Mack),,27-40,,
6:45.0,,,27-40,,D. Exum enters the game for S. Mack
6:45.0,R. Westbrook enters the game for A. Morrow,,27-40,,
6:45.0,S. Adams enters the game for J. Lauvergne,,27-40,,
6:40.0,,,27-42,2,R. Hood makes 2-pt shot from 2 ft
6:40.0,,,27-42,,Shooting foul by S. Christon (drawn by R. Hood)
6:40.0,,,27-43,1,R. Hood makes free throw 1 of 1
6:40.0,A. Roberson enters the game for K. Singler,,27-42,,
6:28.0,R. Westbrook misses 3-pt shot from 24 ft,,27-43,,
6:27.0,,,27-43,,Defensive rebound by D. Exum
6:10.0,,,27-46,3,R. Hood makes 3-pt shot from 24 ft
6:09.0,Oklahoma City full timeout,,27-46,,
5:57.0,Shooting foul by R. Gobert (drawn by R. Westbrook),,27-46,,
5:57.0,Oklahoma City full timeout,,27-46,,
5:57.0,R. Westbrook makes free throw 1 of 2,1,28-46,,
5:57.0,R. Westbrook makes free throw 2 of 2,1,29-46,,
5:57.0,N. Collison enters the game for E. Kanter,,27-46,,
5:45.0,Personal foul by R. Westbrook (drawn by R. Hood),,29-46,,
5:36.0,,,29-46,,R. Hood misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by A. Roberson,,29-46,,
5:15.0,N. Collison misses 2-pt shot from 11 ft,,29-46,,
5:15.0,Offensive rebound by A. Roberson,,29-46,,
5:11.0,S. Christon misses 3-pt shot from 24 ft,,29-46,,
5:11.0,,,29-46,,Defensive rebound by Team
5:11.0,Loose ball foul by S. Adams (drawn by R. Gobert),,29-46,,
5:11.0,,,29-46,,J. Ingles enters the game for G. Hayward
5:11.0,A. Morrow enters the game for S. Christon,,29-46,,
4:49.0,,,29-46,,B. Diaw misses 2-pt shot from 19 ft
4:48.0,Defensive rebound by R. Westbrook,,29-46,,
4:38.0,R. Westbrook misses 3-pt shot from 24 ft,,29-46,,
4:37.0,,,29-46,,Defensive rebound by R. Gobert
4:17.0,,,29-46,,R. Hood misses 3-pt shot from 26 ft
4:17.0,Defensive rebound by N. Collison,,29-46,,
4:01.0,S. Adams misses 2-pt shot from 2 ft,,29-46,,
4:00.0,,,29-46,,Defensive rebound by R. Gobert
3:50.0,,,29-46,,T. Lyles enters the game for B. Diaw
3:50.0,,,29-46,,S. Mack enters the game for D. Exum
3:43.0,Jump ball: N. Collison vs. S. Mack (S. Adams gains possession),,,,Jump ball: N. Collison vs. S. Mack (S. Adams gains possession)
3:43.0,,,29-46,,Turnover by S. Mack (lost ball; steal by N. Collison)
3:33.0,,,29-46,,Personal foul by J. Ingles (drawn by A. Morrow)
3:24.0,Shooting foul by R. Hood (drawn by S. Adams),,29-46,,
3:24.0,S. Adams makes free throw 1 of 2,1,30-46,,
3:24.0,S. Adams makes free throw 2 of 2,1,31-46,,
3:07.0,,,31-46,,Offensive foul by R. Gobert
3:07.0,,,31-46,,Turnover by R. Gobert (offensive foul)
3:07.0,,,31-46,,G. Hayward enters the game for J. Ingles
2:55.0,R. Westbrook makes 2-pt shot at rim (assist by N. Collison),2,33-46,,
2:47.0,,,33-46,,Utah full timeout
2:42.0,Personal foul by A. Roberson (drawn by G. Hayward),,33-46,,
2:42.0,,,33-46,,G. Hayward misses free throw 1 of 2
2:42.0,,,33-46,,Offensive rebound by Team
2:42.0,,,33-47,1,G. Hayward makes free throw 2 of 2
2:30.0,R. Westbrook misses 2-pt shot from 2 ft,,33-47,,
2:29.0,,,33-47,,Defensive rebound by R. Gobert
2:05.0,,,33-50,3,S. Mack makes 3-pt shot from 24 ft (assist by G. Hayward)
1:45.0,R. Westbrook misses 2-pt shot from 10 ft,,33-50,,
1:44.0,,,33-50,,Defensive rebound by T. Lyles
1:27.0,,,33-50,,T. Lyles misses 3-pt shot from 23 ft
1:26.0,Defensive rebound by N. Collison,,33-50,,
1:18.0,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook),2,35-50,,
1:07.0,,,35-50,,Turnover by S. Mack (bad pass)
0:50.0,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams),3,38-50,,
0:34.0,,,38-52,2,G. Hayward makes 2-pt shot from 10 ft
0:27.0,R. Westbrook misses 3-pt shot from 25 ft,,38-52,,
0:26.0,Offensive rebound by N. Collison,,38-52,,
0:11.0,Shooting foul by S. Mack (drawn by R. Westbrook),,38-52,,
0:11.0,R. Westbrook makes free throw 1 of 3,1,39-52,,
0:11.0,R. Westbrook makes free throw 2 of 3,1,40-52,,
0:11.0,R. Westbrook makes free throw 3 of 3,1,41-52,,
0:11.0,J. Grant enters the game for S. Adams,,40-52,,
0:11.0,S. Christon enters the game for A. Morrow,,40-52,,
0:00.0,,,41-55,3,S. Mack makes 3-pt shot from 26 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,41-55,,Def 3 sec tech foul by R. Gobert
11:40.0,R. Westbrook misses technical free throw,,41-55,,
11:40.0,Offensive rebound by Team,,41-55,,
11:28.0,R. Westbrook misses 2-pt shot from 2 ft,,41-55,,
11:28.0,Offensive rebound by S. Adams,,41-55,,
11:26.0,S. Adams makes 2-pt shot from 2 ft,2,43-55,,
11:19.0,,,43-55,,Shooting foul by A. Morrow (drawn by D. Exum)
11:19.0,,,43-56,1,D. Exum makes free throw 1 of 2
11:19.0,,,43-56,,D. Exum misses free throw 2 of 2
11:19.0,Defensive rebound by R. Westbrook,,43-56,,
11:01.0,S. Adams makes 2-pt shot from 8 ft,2,45-56,,
10:42.0,,,45-56,,Offensive charge foul by B. Diaw
10:42.0,,,45-56,,Turnover by B. Diaw (offensive foul)
10:29.0,R. Westbrook misses 2-pt shot from 2 ft,,45-56,,
10:28.0,Offensive rebound by N. Collison,,45-56,,
10:25.0,,,45-56,,Loose ball foul by G. Hayward (drawn by A. Roberson)
10:17.0,N. Collison makes 2-pt shot from 1 ft (assist by R. Westbrook),2,47-56,,
10:01.0,,,47-56,,Offensive foul by R. Hood
10:01.0,,,47-56,,Turnover by R. Hood (offensive foul)
9:51.0,Offensive foul by S. Adams,,47-56,,
9:51.0,Turnover by S. Adams (offensive foul),,47-56,,
9:30.0,,,47-56,,Turnover by B. Diaw (bad pass; steal by R. Westbrook)
9:26.0,R. Westbrook makes 3-pt shot from 25 ft (assist by A. Roberson),3,50-56,,
9:26.0,,,50-56,,Utah full timeout
9:06.0,Personal foul by R. Westbrook (drawn by R. Gobert),,50-56,,
9:01.0,Personal foul by A. Morrow (drawn by R. Hood),,50-56,,
8:51.0,,,50-56,,R. Hood misses 3-pt shot from 23 ft
8:51.0,Defensive rebound by R. Westbrook,,50-56,,
8:32.0,R. Westbrook misses 2-pt shot from 17 ft,,50-56,,
8:32.0,,,50-56,,Defensive rebound by R. Gobert
8:12.0,,,50-58,2,G. Hayward makes 2-pt shot from 18 ft
7:51.0,A. Morrow makes 2-pt shot from 10 ft (assist by R. Westbrook),2,52-58,,
7:36.0,,,52-60,2,R. Hood makes 2-pt shot from 2 ft
7:23.0,R. Westbrook misses 2-pt shot from 11 ft,,52-60,,
7:22.0,Offensive rebound by S. Adams,,52-60,,
7:19.0,S. Adams misses 2-pt shot from 3 ft (block by R. Gobert),,52-60,,
7:19.0,Offensive rebound by Team,,52-60,,
7:19.0,,,52-60,,J. Johnson enters the game for B. Diaw
7:19.0,,,52-60,,S. Mack enters the game for D. Exum
7:11.0,Turnover by R. Westbrook (lost ball),,52-60,,
7:11.0,J. Grant enters the game for N. Collison,,52-60,,
6:49.0,,,52-63,3,J. Johnson makes 3-pt shot from 23 ft (assist by S. Mack)
6:31.0,,,52-63,,Personal foul by R. Hood (drawn by A. Morrow)
6:20.0,J. Grant misses 2-pt shot from 5 ft,,52-63,,
6:19.0,,,52-63,,Defensive rebound by R. Gobert
6:10.0,,,52-63,,J. Johnson misses 3-pt shot from 26 ft
6:10.0,,,52-63,,Offensive rebound by S. Mack
6:04.0,,,52-63,,R. Hood misses 2-pt shot from 3 ft (block by S. Adams)
6:02.0,Defensive rebound by S. Adams,,52-63,,
5:57.0,R. Westbrook makes 2-pt shot from 2 ft,2,54-63,,
5:42.0,,,54-63,,Turnover by S. Mack (bad pass; steal by S. Adams)
5:22.0,A. Morrow misses 3-pt shot from 25 ft,,54-63,,
5:21.0,Offensive rebound by A. Morrow,,54-63,,
5:09.0,S. Adams makes 2-pt shot from 3 ft,2,56-63,,
4:55.0,Personal foul by A. Morrow (drawn by S. Mack),,56-63,,
4:55.0,,,56-63,,J. Ingles enters the game for R. Hood
4:55.0,S. Christon enters the game for A. Morrow,,56-63,,
4:42.0,,,56-66,3,J. Ingles makes 3-pt shot from 23 ft (assist by J. Johnson)
4:22.0,R. Westbrook misses 2-pt shot from 13 ft,,56-66,,
4:22.0,Offensive rebound by Team,,56-66,,
4:22.0,,,56-66,,Loose ball foul by R. Gobert (drawn by S. Adams)
4:22.0,Oklahoma City full timeout,,56-66,,
4:13.0,R. Westbrook misses 2-pt shot from 13 ft,,56-66,,
4:13.0,,,56-66,,Defensive rebound by J. Ingles
4:02.0,,,56-66,,Shooting foul by R. Westbrook (drawn by G. Hayward)
4:02.0,,,56-68,2,G. Hayward makes 2-pt shot from 2 ft (assist by J. Ingles)
4:02.0,,,56-69,1,G. Hayward makes free throw 1 of 1
4:02.0,E. Kanter enters the game for S. Adams,,56-68,,
4:02.0,,,56-68,,D. Favors enters the game for R. Gobert
3:41.0,Shooting foul by D. Favors (drawn by E. Kanter),,56-69,,
3:41.0,E. Kanter misses free throw 1 of 2,,56-69,,
3:41.0,Offensive rebound by Team,,56-69,,
3:41.0,E. Kanter makes free throw 2 of 2,1,57-69,,
3:25.0,,,57-71,2,J. Johnson makes 2-pt shot from 3 ft
3:22.0,Shooting foul by J. Ingles (drawn by R. Westbrook),,57-71,,
3:22.0,R. Westbrook makes free throw 1 of 2,1,58-71,,
3:22.0,R. Westbrook makes free throw 2 of 2,1,59-71,,
3:04.0,,,59-71,,Shooting foul by A. Roberson (drawn by G. Hayward)
3:04.0,,,59-71,,G. Hayward misses free throw 1 of 2
3:04.0,,,59-71,,Offensive rebound by Team
3:04.0,,,59-72,1,G. Hayward makes free throw 2 of 2
3:04.0,D. Sabonis enters the game for A. Roberson,,59-71,,
2:53.0,Shooting foul by J. Johnson (drawn by E. Kanter),,59-72,,
2:53.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,61-72,,
2:53.0,E. Kanter makes free throw 1 of 1,1,62-72,,
2:53.0,,,61-72,,B. Diaw enters the game for G. Hayward
2:53.0,K. Singler enters the game for R. Westbrook,,61-72,,
2:41.0,Personal foul by E. Kanter (drawn by D. Favors),,62-72,,
2:41.0,,,62-73,1,D. Favors makes free throw 1 of 2
2:41.0,,,62-74,1,D. Favors makes free throw 2 of 2
2:23.0,Shooting foul by D. Favors (drawn by J. Grant),,62-74,,
2:23.0,J. Grant makes free throw 1 of 2,1,63-74,,
2:23.0,J. Grant makes free throw 2 of 2,1,64-74,,
2:10.0,,,64-74,,D. Favors misses 2-pt shot from 17 ft
2:10.0,Defensive rebound by J. Grant,,64-74,,
1:56.0,J. Grant misses 2-pt shot from 2 ft,,64-74,,
1:55.0,Offensive rebound by S. Christon,,64-74,,
1:40.0,D. Sabonis misses 3-pt shot from 24 ft,,64-74,,
1:39.0,,,64-74,,Defensive rebound by S. Mack
1:31.0,,,64-76,2,S. Mack makes 2-pt shot from 2 ft
1:09.0,E. Kanter makes 2-pt shot from 18 ft,2,66-76,,
0:49.0,,,66-76,,Turnover by B. Diaw (lost ball; steal by E. Kanter)
0:45.0,J. Grant makes 2-pt shot from 1 ft,2,68-76,,
0:35.0,,,68-76,,Shooting foul by E. Kanter (drawn by S. Mack)
0:35.0,,,68-77,1,S. Mack makes free throw 1 of 2
0:35.0,,,68-78,1,S. Mack makes free throw 2 of 2
0:15.0,S. Christon misses 2-pt shot from 2 ft,,68-78,,
0:14.0,,,68-78,,Defensive rebound by J. Ingles
0:03.0,,,68-80,2,J. Johnson makes 2-pt shot from 9 ft
0:00.0,S. Christon misses 3-pt shot from 71 ft,,68-80,,
0:00.0,Offensive rebound by Team,,68-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,68-80,,S. Mack misses 2-pt shot from 3 ft
11:40.0,Defensive rebound by E. Kanter,,68-80,,
11:27.0,J. Grant misses 2-pt shot from 4 ft,,68-80,,
11:27.0,,,68-80,,Defensive rebound by Team
11:27.0,Technical foul by E. Kanter,,68-80,,
11:27.0,,,68-81,1,R. Hood makes technical free throw
11:12.0,,,68-83,2,R. Hood makes 2-pt shot from 5 ft
11:01.0,Turnover by S. Christon (bad pass; steal by D. Favors),,68-83,,
10:53.0,,,68-83,,Turnover by S. Mack (lost ball)
10:53.0,N. Collison enters the game for D. Sabonis,,68-83,,
10:37.0,E. Kanter makes 2-pt shot from 7 ft,2,70-83,,
10:21.0,,,70-83,,Turnover by D. Favors (traveling)
10:03.0,E. Kanter misses 2-pt shot from 2 ft,,70-83,,
10:02.0,,,70-83,,Defensive rebound by D. Favors
9:53.0,,,70-86,3,J. Ingles makes 3-pt shot from 25 ft (assist by R. Hood)
9:34.0,S. Christon makes 2-pt shot from 3 ft,2,72-86,,
9:30.0,,,72-86,,Utah full timeout
9:30.0,,,72-86,,D. Exum enters the game for S. Mack
9:30.0,,,72-86,,R. Gobert enters the game for D. Favors
9:30.0,,,72-86,,G. Hayward enters the game for J. Ingles
9:23.0,,,72-88,2,R. Gobert makes 2-pt shot from 2 ft (assist by B. Diaw)
9:12.0,S. Christon misses 2-pt shot from 2 ft,,72-88,,
9:11.0,,,72-88,,Defensive rebound by R. Gobert
8:52.0,,,72-90,2,R. Gobert makes 2-pt shot from 3 ft (assist by D. Exum)
8:27.0,Turnover by Team (shot clock),,72-90,,
8:27.0,R. Westbrook enters the game for J. Grant,,72-90,,
8:07.0,,,72-90,,B. Diaw misses 2-pt shot from 2 ft
8:06.0,Defensive rebound by K. Singler,,72-90,,
7:49.0,E. Kanter misses 2-pt shot from 2 ft,,72-90,,
7:49.0,Offensive rebound by E. Kanter,,72-90,,
7:49.0,E. Kanter makes 2-pt shot from 2 ft,2,74-90,,
7:49.0,Shooting foul by D. Exum (drawn by E. Kanter),,74-90,,
7:49.0,,,74-90,,Technical foul by D. Exum (drawn by E. Kanter)
7:49.0,R. Westbrook makes technical free throw,1,75-90,,
7:49.0,E. Kanter makes free throw 1 of 1,1,76-90,,
7:49.0,,,75-90,,T. Lyles enters the game for B. Diaw
7:49.0,A. Roberson enters the game for K. Singler,,75-90,,
7:28.0,,,76-90,,G. Hayward misses 3-pt shot from 24 ft
7:27.0,,,76-90,,Offensive rebound by R. Gobert
7:25.0,,,76-92,2,R. Gobert makes 2-pt shot at rim
7:02.0,Shooting foul by R. Gobert (drawn by E. Kanter),,76-92,,
7:02.0,E. Kanter makes free throw 1 of 2,1,77-92,,
7:02.0,E. Kanter makes free throw 2 of 2,1,78-92,,
7:02.0,A. Morrow enters the game for S. Christon,,77-92,,
6:57.0,,,78-92,,D. Exum misses 2-pt shot from 2 ft (block by E. Kanter)
6:57.0,,,78-92,,Offensive rebound by Team
6:57.0,S. Adams enters the game for E. Kanter,,78-92,,
6:51.0,,,78-92,,J. Johnson enters the game for T. Lyles
6:51.0,,,78-92,,J. Ingles enters the game for R. Hood
6:50.0,Jump ball: G. Hayward vs. A. Roberson (J. Ingles gains possession),,,,Jump ball: G. Hayward vs. A. Roberson (J. Ingles gains possession)
6:41.0,,,78-94,2,D. Exum makes 2-pt shot from 2 ft
6:36.0,R. Westbrook makes 2-pt shot from 1 ft,2,80-94,,
6:36.0,Shooting foul by D. Exum (drawn by R. Westbrook),,80-94,,
6:36.0,R. Westbrook misses free throw 1 of 1,,80-94,,
6:36.0,,,80-94,,Defensive rebound by R. Gobert
6:12.0,,,80-96,2,D. Exum makes 2-pt shot from 2 ft
6:04.0,R. Westbrook makes 2-pt shot from 2 ft,2,82-96,,
6:04.0,Shooting foul by R. Gobert (drawn by R. Westbrook),,82-96,,
6:04.0,R. Westbrook makes free throw 1 of 1,1,83-96,,
6:04.0,,,82-96,,S. Mack enters the game for D. Exum
6:04.0,,,82-96,,J. Withey enters the game for R. Gobert
5:46.0,,,83-98,2,G. Hayward makes 2-pt shot from 8 ft
5:37.0,R. Westbrook misses 2-pt shot from 11 ft,,83-98,,
5:36.0,,,83-98,,Defensive rebound by J. Johnson
5:21.0,,,83-98,,Utah full timeout
5:21.0,J. Grant enters the game for N. Collison,,83-98,,
5:15.0,,,83-98,,J. Johnson misses 2-pt shot from 19 ft
5:15.0,Defensive rebound by A. Roberson,,83-98,,
5:05.0,R. Westbrook misses 2-pt shot from 14 ft,,83-98,,
5:03.0,,,83-98,,Defensive rebound by J. Ingles
4:43.0,,,83-98,,G. Hayward misses 2-pt shot from 17 ft
4:42.0,,,83-98,,Offensive rebound by J. Withey
4:37.0,,,83-98,,G. Hayward misses 3-pt shot from 25 ft
4:37.0,Defensive rebound by R. Westbrook,,83-98,,
4:33.0,Turnover by R. Westbrook (lost ball),,83-98,,
4:12.0,,,83-100,2,J. Withey makes 2-pt shot from 4 ft (assist by G. Hayward)
3:58.0,R. Westbrook misses 2-pt shot from 2 ft (block by G. Hayward),,83-100,,
3:57.0,Offensive rebound by R. Westbrook,,83-100,,
3:56.0,,,83-100,,Personal foul by J. Ingles (drawn by A. Morrow)
3:56.0,A. Morrow misses free throw 1 of 2,,83-100,,
3:56.0,Offensive rebound by Team,,83-100,,
3:56.0,A. Morrow makes free throw 2 of 2,1,84-100,,
3:56.0,,,83-100,,B. Diaw enters the game for J. Ingles
3:56.0,,,83-100,,R. Hood enters the game for J. Johnson
3:40.0,,,84-100,,G. Hayward misses 2-pt shot from 2 ft
3:40.0,Defensive rebound by J. Grant,,84-100,,
3:29.0,J. Grant misses 2-pt shot from 7 ft,,84-100,,
3:29.0,,,84-100,,Defensive rebound by G. Hayward
3:05.0,,,84-102,2,J. Withey makes 2-pt shot from 7 ft
2:50.0,R. Westbrook misses 2-pt shot from 2 ft,,84-102,,
2:49.0,,,84-102,,Defensive rebound by S. Mack
2:49.0,Personal foul by R. Westbrook (drawn by S. Mack),,84-102,,
2:49.0,Oklahoma City full timeout,,84-102,,
2:49.0,S. Christon enters the game for A. Roberson,,84-102,,
2:49.0,A. Abrines enters the game for S. Adams,,84-102,,
2:49.0,D. Sabonis enters the game for R. Westbrook,,84-102,,
2:49.0,K. Singler enters the game for A. Morrow,,84-102,,
2:49.0,,,84-102,,J. Johnson enters the game for B. Diaw
