time,Charlotte,pts.away,score,pts.home,Indiana
5:29.0,M. Kidd-Gilchrist misses 2-pt shot from 19 ft (block by M. Ellis),,31-36,,
5:28.0,,,31-36,,Defensive rebound by M. Turner
5:18.0,,,31-38,2,P. George makes 2-pt shot from 20 ft
4:55.0,F. Kaminsky misses 2-pt shot from 2 ft,,31-38,,
4:55.0,,,31-38,,Defensive rebound by J. Teague
4:40.0,,,31-38,,T. Young misses 2-pt shot from 5 ft
4:40.0,Defensive rebound by C. Zeller,,31-38,,
4:23.0,F. Kaminsky makes 2-pt shot from 6 ft,2,33-38,,
4:03.0,,,33-40,2,P. George makes 2-pt shot from 21 ft (assist by T. Young)
3:44.0,M. Belinelli enters the game for J. Lamb,,33-40,,
3:44.0,M. Williams enters the game for F. Kaminsky,,33-40,,
3:38.0,K. Walker makes 2-pt shot at rim,2,35-40,,
3:18.0,,,35-40,,Turnover by J. Teague (bad pass)
3:00.0,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by M. Belinelli),2,37-40,,
2:46.0,,,37-40,,M. Ellis misses 3-pt shot from 24 ft
2:44.0,Defensive rebound by K. Walker,,37-40,,
2:37.0,K. Walker misses 2-pt shot from 2 ft (block by M. Turner),,37-40,,
2:37.0,Offensive rebound by Team,,37-40,,
2:37.0,,,37-40,,Indiana full timeout
2:37.0,,,37-40,,G. Robinson enters the game for M. Ellis
2:24.0,M. Williams makes 2-pt shot from 16 ft (assist by M. Kidd-Gilchrist),2,39-40,,
1:58.0,,,39-40,,Turnover by Team (shot clock)
1:58.0,,,39-40,,C. Miles enters the game for P. George
1:44.0,K. Walker misses 3-pt shot from 27 ft,,39-40,,
1:44.0,,,39-40,,Defensive rebound by G. Robinson
1:31.0,,,39-42,2,J. Teague makes 2-pt shot from 18 ft
1:16.0,C. Zeller makes 2-pt shot from 1 ft (assist by K. Walker),2,41-42,,
1:16.0,Shooting foul by T. Young (drawn by C. Zeller),,41-42,,
1:16.0,C. Zeller makes free throw 1 of 1,1,42-42,,
0:55.0,,,42-42,,Turnover by J. Teague (bad pass)
0:45.0,K. Walker misses 2-pt shot from 1 ft,,42-42,,
0:45.0,,,42-42,,Defensive rebound by M. Turner
0:28.0,,,42-42,,T. Young misses 2-pt shot from 2 ft (block by M. Kidd-Gilchrist)
0:27.0,Defensive rebound by C. Zeller,,42-42,,
0:06.0,M. Williams misses 3-pt shot from 23 ft,,42-42,,
0:05.0,,,42-42,,Defensive rebound by G. Robinson
0:01.0,,,42-42,,J. Teague misses 3-pt shot from 31 ft
0:00.0,,,42-42,,Offensive rebound by T. Young
0:00.0,,,42-42,,T. Young misses 2-pt shot from 2 ft
0:00.0,,,42-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,42-44,2,P. George makes 2-pt shot from 22 ft (assist by J. Teague)
11:49.0,,,42-44,,Shooting foul by M. Kidd-Gilchrist (drawn by P. George)
11:49.0,,,42-45,1,P. George makes free throw 1 of 1
11:34.0,Turnover by K. Walker (lost ball; steal by P. George),,42-45,,
11:17.0,,,42-47,2,C. Miles makes 2-pt shot from 21 ft
10:51.0,K. Walker makes 2-pt shot from 2 ft,2,44-47,,
10:51.0,Shooting foul by M. Turner (drawn by K. Walker),,44-47,,
10:51.0,K. Walker makes free throw 1 of 1,1,45-47,,
10:42.0,,,45-50,3,P. George makes 3-pt shot from 25 ft (assist by J. Teague)
10:20.0,C. Zeller misses 2-pt shot from 2 ft (block by M. Turner),,45-50,,
10:20.0,Offensive rebound by Team,,45-50,,
10:17.0,M. Williams misses 2-pt shot from 20 ft,,45-50,,
10:16.0,,,45-50,,Defensive rebound by J. Teague
10:07.0,,,45-50,,C. Miles misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by M. Williams,,45-50,,
9:59.0,K. Walker makes 2-pt shot from 20 ft,2,47-50,,
9:46.0,,,47-50,,Shooting foul by C. Zeller (drawn by C. Miles)
9:46.0,,,47-51,1,C. Miles makes free throw 1 of 2
9:46.0,,,47-52,1,C. Miles makes free throw 2 of 2
9:29.0,J. Lamb misses 2-pt shot from 15 ft,,47-52,,
9:29.0,,,47-52,,Defensive rebound by P. George
9:13.0,,,47-55,3,J. Teague makes 3-pt shot from 26 ft (assist by M. Turner)
9:12.0,Charlotte full timeout,,47-55,,
8:58.0,C. Zeller misses 2-pt shot from 2 ft,,47-55,,
8:57.0,,,47-55,,Defensive rebound by M. Turner
8:43.0,,,47-58,3,P. George makes 3-pt shot from 24 ft (assist by T. Young)
8:24.0,J. Lamb misses 2-pt shot from 17 ft,,47-58,,
8:21.0,,,47-58,,Defensive rebound by T. Young
8:11.0,,,47-60,2,P. George makes 2-pt shot from 6 ft
7:46.0,K. Walker misses 2-pt shot from 19 ft,,47-60,,
7:45.0,,,47-60,,Defensive rebound by C. Miles
7:35.0,,,47-60,,P. George misses 3-pt shot from 27 ft
7:34.0,,,47-60,,Offensive rebound by P. George
7:30.0,,,47-63,3,C. Miles makes 3-pt shot from 23 ft (assist by P. George)
7:30.0,Charlotte full timeout,,47-63,,
7:14.0,Turnover by J. Lamb (lost ball; steal by T. Young),,47-63,,
7:09.0,,,47-65,2,P. George makes 2-pt shot from 19 ft (assist by T. Young)
6:54.0,Turnover by K. Walker (lost ball; steal by P. George),,47-65,,
6:41.0,,,47-65,,Turnover by M. Turner (lost ball; steal by C. Zeller)
6:35.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker),2,49-65,,
6:21.0,,,49-65,,Turnover by J. Teague (lost ball; steal by C. Zeller)
6:17.0,M. Belinelli enters the game for J. Lamb,,49-65,,
6:17.0,Jump ball: J. Teague vs. M. Williams,,,,Jump ball: J. Teague vs. M. Williams
6:16.0,F. Kaminsky enters the game for M. Williams,,49-65,,
5:59.0,F. Kaminsky makes 2-pt shot from 18 ft (assist by M. Belinelli),2,51-65,,
5:37.0,,,51-68,3,J. Teague makes 3-pt shot from 26 ft
5:16.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,53-68,,
5:08.0,,,53-68,,P. George misses 2-pt shot from 16 ft
5:08.0,Defensive rebound by M. Belinelli,,53-68,,
4:51.0,F. Kaminsky misses 3-pt shot from 26 ft,,53-68,,
4:50.0,,,53-68,,Defensive rebound by J. Teague
4:27.0,,,53-68,,Turnover by J. Teague (bad pass; steal by M. Belinelli)
4:21.0,M. Belinelli misses 3-pt shot from 25 ft,,53-68,,
4:20.0,,,53-68,,Defensive rebound by J. Teague
4:14.0,,,53-68,,Indiana full timeout
4:14.0,,,53-68,,K. Seraphin enters the game for T. Young
4:14.0,,,53-68,,R. Christmas enters the game for M. Turner
4:03.0,,,53-68,,R. Christmas misses 2-pt shot from 9 ft (block by C. Zeller)
4:03.0,,,53-68,,Offensive rebound by R. Christmas
4:03.0,,,53-68,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Christmas)
4:03.0,,,53-69,1,R. Christmas makes free throw 1 of 2
4:03.0,,,53-70,1,R. Christmas makes free throw 2 of 2
3:49.0,C. Zeller misses 2-pt shot from 1 ft (block by K. Seraphin),,53-70,,
3:49.0,Offensive rebound by Team,,53-70,,
3:42.0,K. Walker misses 3-pt shot from 24 ft,,53-70,,
3:42.0,,,53-70,,Defensive rebound by P. George
3:31.0,,,53-70,,Turnover by P. George (bad pass; steal by C. Zeller)
3:25.0,Offensive foul by C. Zeller,,53-70,,
3:25.0,Turnover by C. Zeller (offensive foul),,53-70,,
3:25.0,B. Weber enters the game for K. Walker,,53-70,,
3:25.0,M. Williams enters the game for C. Zeller,,53-70,,
3:25.0,,,53-70,,R. Stuckey enters the game for J. Teague
3:12.0,,,53-72,2,P. George makes 2-pt shot from 18 ft (assist by R. Stuckey)
2:58.0,,,53-72,,Personal foul by C. Miles (drawn by M. Kidd-Gilchrist)
2:58.0,J. Lamb enters the game for M. Kidd-Gilchrist,,53-72,,
2:58.0,,,53-72,,M. Ellis enters the game for C. Miles
2:43.0,B. Weber misses 3-pt shot from 24 ft,,53-72,,
2:42.0,,,53-72,,Defensive rebound by K. Seraphin
2:26.0,,,53-72,,Turnover by R. Stuckey (bad pass)
2:10.0,M. Belinelli misses 2-pt shot from 18 ft,,53-72,,
2:09.0,,,53-72,,Defensive rebound by R. Stuckey
1:56.0,,,53-72,,P. George misses 3-pt shot from 24 ft
1:55.0,Defensive rebound by F. Kaminsky,,53-72,,
1:38.0,,,53-72,,Personal foul by R. Christmas (drawn by F. Kaminsky)
1:25.0,Turnover by M. Belinelli (bad pass; steal by P. George),,53-72,,
1:03.0,,,53-72,,M. Ellis misses 2-pt shot from 19 ft
1:02.0,Defensive rebound by B. Weber,,53-72,,
1:00.0,,,53-72,,G. Robinson enters the game for P. George
0:51.0,F. Kaminsky makes 3-pt shot from 27 ft (assist by M. Belinelli),3,56-72,,
0:40.0,,,56-74,2,K. Seraphin makes 2-pt shot from 16 ft (assist by M. Ellis)
0:28.0,M. Belinelli makes 2-pt shot from 19 ft,2,58-74,,
0:12.0,,,58-74,,Shooting foul by B. Weber (drawn by R. Christmas)
0:12.0,,,58-74,,R. Christmas misses free throw 1 of 2
0:12.0,,,58-74,,Offensive rebound by Team
0:12.0,,,58-75,1,R. Christmas makes free throw 2 of 2
0:12.0,,,58-74,,T. Young enters the game for K. Seraphin
0:00.0,M. Belinelli misses 3-pt shot from 30 ft,,58-75,,
0:00.0,Offensive rebound by Team,,58-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,58-75,,Shooting block foul by R. Stuckey (drawn by F. Kaminsky)
11:51.0,F. Kaminsky makes free throw 1 of 2,1,59-75,,
11:51.0,F. Kaminsky makes free throw 2 of 2,1,60-75,,
11:39.0,,,60-75,,Turnover by R. Stuckey (lost ball; steal by B. Weber)
11:35.0,B. Weber makes 2-pt shot from 1 ft,2,62-75,,
11:24.0,,,62-75,,M. Ellis misses 2-pt shot from 1 ft
11:23.0,Defensive rebound by F. Kaminsky,,62-75,,
11:17.0,M. Belinelli misses 3-pt shot from 25 ft,,62-75,,
11:15.0,,,62-75,,Defensive rebound by G. Robinson
10:59.0,,,62-77,2,G. Robinson makes 2-pt shot from 18 ft
10:39.0,Turnover by M. Belinelli (lost ball; steal by R. Christmas),,62-77,,
10:15.0,,,62-77,,M. Ellis misses 3-pt shot from 27 ft
10:14.0,Defensive rebound by J. Lamb,,62-77,,
10:04.0,F. Kaminsky makes 2-pt shot from 3 ft (assist by J. Lamb),2,64-77,,
9:53.0,Personal foul by B. Weber (drawn by R. Stuckey),,64-77,,
9:37.0,,,64-77,,R. Stuckey misses 3-pt shot from 37 ft
9:37.0,Defensive rebound by Team,,64-77,,
9:25.0,M. Belinelli makes 3-pt shot from 27 ft (assist by B. Weber),3,67-77,,
9:24.0,,,67-77,,Indiana full timeout
9:24.0,,,67-77,,P. George enters the game for R. Stuckey
9:24.0,,,67-77,,M. Turner enters the game for G. Robinson
9:24.0,,,67-77,,J. Teague enters the game for R. Christmas
9:09.0,,,67-79,2,M. Ellis makes 2-pt shot from 2 ft
8:55.0,J. Lamb misses 2-pt shot from 18 ft,,67-79,,
8:55.0,,,67-79,,Defensive rebound by M. Turner
8:50.0,K. Walker enters the game for M. Belinelli,,67-79,,
8:36.0,,,67-79,,M. Turner misses 2-pt shot from 20 ft
8:35.0,Defensive rebound by M. Williams,,67-79,,
8:25.0,F. Kaminsky misses 3-pt shot from 28 ft,,67-79,,
8:24.0,Offensive rebound by J. Lamb,,67-79,,
8:23.0,Shooting foul by M. Turner (drawn by J. Lamb),,67-79,,
8:23.0,J. Lamb makes free throw 1 of 2,1,68-79,,
8:23.0,J. Lamb makes free throw 2 of 2,1,69-79,,
8:12.0,Personal foul by B. Weber (drawn by J. Teague),,69-79,,
8:05.0,,,69-81,2,P. George makes 2-pt shot from 19 ft (assist by J. Teague)
7:42.0,J. Lamb misses 3-pt shot from 28 ft,,69-81,,
7:42.0,,,69-81,,Defensive rebound by T. Young
7:30.0,,,69-84,3,P. George makes 3-pt shot from 23 ft (assist by J. Teague)
7:09.0,M. Williams misses 3-pt shot from 24 ft,,69-84,,
7:09.0,,,69-84,,Defensive rebound by M. Turner
6:57.0,Personal foul by B. Weber (drawn by M. Turner),,69-84,,
6:57.0,M. Belinelli enters the game for B. Weber,,69-84,,
6:57.0,C. Zeller enters the game for M. Williams,,69-84,,
6:51.0,,,69-87,3,P. George makes 3-pt shot from 25 ft (assist by J. Teague)
6:51.0,,,69-87,,Shooting foul by J. Lamb (drawn by P. George)
6:51.0,,,69-88,1,P. George makes free throw 1 of 1
6:41.0,,,69-88,,Personal foul by M. Ellis (drawn by M. Belinelli)
6:28.0,F. Kaminsky misses 3-pt shot from 28 ft,,69-88,,
6:27.0,,,69-88,,Defensive rebound by M. Turner
6:12.0,,,69-91,3,M. Ellis makes 3-pt shot from 23 ft (assist by P. George)
6:12.0,Charlotte full timeout,,69-91,,
6:12.0,M. Williams enters the game for C. Zeller,,69-91,,
6:03.0,K. Walker misses 2-pt shot from 19 ft,,69-91,,
6:02.0,,,69-91,,Defensive rebound by P. George
5:37.0,,,69-91,,J. Teague misses 3-pt shot from 38 ft
5:35.0,Defensive rebound by J. Lamb,,69-91,,
5:18.0,F. Kaminsky makes 2-pt shot from 2 ft,2,71-91,,
5:02.0,,,71-91,,M. Turner misses 2-pt shot from 10 ft
5:01.0,Defensive rebound by F. Kaminsky,,71-91,,
4:39.0,M. Williams misses 2-pt shot from 2 ft (block by M. Ellis),,71-91,,
4:38.0,,,71-91,,Defensive rebound by M. Turner
4:33.0,,,71-94,3,P. George makes 3-pt shot from 26 ft (assist by J. Teague)
4:18.0,Turnover by F. Kaminsky (lost ball; steal by M. Turner),,71-94,,
4:02.0,,,71-96,2,M. Ellis makes 2-pt shot from 21 ft (assist by J. Teague)
4:01.0,Charlotte full timeout,,71-96,,
4:01.0,B. Roberts enters the game for M. Williams,,71-96,,
4:01.0,T. Graham enters the game for J. Lamb,,71-96,,
4:01.0,B. Weber enters the game for K. Walker,,71-96,,
4:01.0,C. Wood enters the game for M. Belinelli,,71-96,,
3:46.0,T. Graham misses 2-pt shot from 7 ft,,71-96,,
3:45.0,Offensive rebound by T. Graham,,71-96,,
3:30.0,,,71-96,,Personal foul by M. Ellis (drawn by B. Roberts)
3:17.0,F. Kaminsky makes 2-pt shot from 16 ft,2,73-96,,
3:01.0,,,73-96,,Offensive charge foul by P. George
3:01.0,,,73-96,,Turnover by P. George (offensive foul)
3:01.0,,,73-96,,G. Robinson enters the game for P. George
2:47.0,T. Graham misses 2-pt shot from 2 ft,,73-96,,
2:47.0,,,73-96,,Defensive rebound by M. Turner
2:37.0,,,73-96,,J. Teague misses 2-pt shot from 10 ft
2:36.0,Defensive rebound by B. Weber,,73-96,,
2:21.0,B. Roberts misses 3-pt shot from 26 ft,,73-96,,
2:21.0,,,73-96,,Defensive rebound by J. Teague
2:20.0,,,73-96,,Indiana full timeout
2:20.0,,,73-96,,A. Brooks enters the game for T. Young
2:20.0,,,73-96,,R. Christmas enters the game for M. Turner
2:20.0,,,73-96,,J. Young enters the game for J. Teague
2:20.0,,,73-96,,K. Seraphin enters the game for M. Ellis
1:57.0,,,73-98,2,K. Seraphin makes 2-pt shot from 21 ft (assist by J. Young)
1:39.0,Turnover by B. Roberts (bad pass),,73-98,,
1:20.0,,,73-98,,K. Seraphin misses 2-pt shot from 9 ft
1:20.0,Defensive rebound by B. Weber,,73-98,,
1:13.0,B. Weber misses 2-pt shot from 17 ft,,73-98,,
1:12.0,,,73-98,,Defensive rebound by R. Christmas
0:56.0,,,73-98,,Turnover by K. Seraphin (bad pass; steal by F. Kaminsky)
0:42.0,B. Roberts makes 2-pt shot from 17 ft,2,75-98,,
0:22.0,,,75-98,,Turnover by J. Young (lost ball; steal by B. Weber)
0:07.0,F. Kaminsky misses 3-pt shot from 27 ft,,75-98,,
0:05.0,Offensive rebound by B. Weber,,75-98,,
0:03.0,B. Weber makes 2-pt shot from 3 ft,2,77-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
