time,Golden State,pts.away,score,pts.home,Toronto
3:14.0,,,57-51,,P. Patterson enters the game for J. Valanciunas
2:58.0,,,57-51,,K. Lowry misses 2-pt shot from 4 ft (block by D. Green)
2:57.0,Defensive rebound by A. Iguodala,,57-51,,
2:52.0,K. Durant makes 3-pt shot from 27 ft (assist by S. Livingston),3,60-51,,
2:34.0,,,60-51,,K. Lowry misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by S. Livingston,,60-51,,
2:28.0,Turnover by S. Curry (bad pass),,60-51,,
2:28.0,K. Thompson enters the game for S. Livingston,,60-51,,
2:13.0,,,60-51,,Turnover by N. Powell (bad pass; steal by D. Green)
2:06.0,K. Durant misses 3-pt shot from 26 ft,,60-51,,
2:06.0,,,60-51,,Defensive rebound by D. DeRozan
1:51.0,,,60-51,,Turnover by K. Lowry (lost ball; steal by S. Curry)
1:45.0,S. Curry misses 3-pt shot from 25 ft,,60-51,,
1:45.0,,,60-51,,Defensive rebound by D. Carroll
1:38.0,,,60-51,,D. DeRozan misses 2-pt shot from 5 ft (block by D. Green)
1:37.0,Defensive rebound by D. Green,,60-51,,
1:37.0,Golden State full timeout,,60-51,,
1:37.0,,,60-51,,Technical foul by K. Lowry
1:37.0,,,60-51,,Technical foul by D. DeRozan
1:37.0,S. Curry makes technical free throw,1,61-51,,
1:37.0,S. Curry makes technical free throw,1,62-51,,
1:37.0,,,60-51,,C. Joseph enters the game for K. Lowry
1:23.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,64-51,,
1:05.0,,,64-51,,D. DeRozan misses 2-pt shot from 18 ft
1:04.0,Defensive rebound by K. Durant,,64-51,,
1:00.0,D. Green makes 2-pt shot from 2 ft (assist by K. Durant),2,66-51,,
0:56.0,,,66-51,,Toronto full timeout
0:43.0,,,66-53,2,C. Joseph makes 2-pt shot from 5 ft
0:32.0,D. Green misses 2-pt shot from 3 ft,,66-53,,
0:31.0,,,66-53,,Defensive rebound by D. DeRozan
0:26.0,,,66-53,,Offensive charge foul by D. Carroll
0:26.0,,,66-53,,Turnover by D. Carroll (offensive foul)
0:09.0,,,66-53,,Personal foul by C. Joseph (drawn by S. Curry)
0:03.0,K. Durant misses 2-pt shot from 20 ft,,66-53,,
0:03.0,,,66-53,,Defensive rebound by P. Patterson
0:00.0,,,66-53,,D. DeRozan misses 3-pt shot from 45 ft
0:00.0,,,66-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,66-53,,Shooting foul by K. Thompson (drawn by D. DeRozan)
11:46.0,,,66-54,1,D. DeRozan makes free throw 1 of 2
11:46.0,,,66-55,1,D. DeRozan makes free throw 2 of 2
11:26.0,K. Thompson makes 3-pt shot from 27 ft (assist by K. Durant),3,69-55,,
11:14.0,,,69-55,,D. DeRozan misses 2-pt shot from 21 ft
11:14.0,,,69-55,,Offensive rebound by K. Lowry
11:06.0,,,69-55,,K. Lowry misses 2-pt shot from 4 ft
11:06.0,Defensive rebound by D. Green,,69-55,,
10:53.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,72-55,,
10:43.0,Personal foul by Z. Pachulia (drawn by J. Valanciunas),,72-55,,
10:33.0,,,72-55,,Turnover by J. Valanciunas (lost ball; steal by K. Durant)
10:30.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,74-55,,
10:30.0,,,74-55,,Toronto full timeout
10:08.0,,,74-55,,K. Lowry misses 2-pt shot from 20 ft
10:08.0,Defensive rebound by Team,,74-55,,
10:08.0,,,74-55,,Loose ball foul by J. Valanciunas (drawn by Z. Pachulia)
9:49.0,K. Thompson misses 3-pt shot from 26 ft,,74-55,,
9:49.0,,,74-55,,Defensive rebound by P. Siakam
9:34.0,,,74-55,,D. Carroll misses 2-pt shot from 6 ft
9:34.0,Defensive rebound by K. Durant,,74-55,,
9:27.0,K. Durant misses 2-pt shot from 13 ft,,74-55,,
9:27.0,,,74-55,,Defensive rebound by J. Valanciunas
9:16.0,,,74-57,2,D. DeRozan makes 2-pt shot from 16 ft
9:07.0,K. Thompson misses 3-pt shot from 27 ft,,74-57,,
9:07.0,Offensive rebound by Team,,74-57,,
9:07.0,,,74-57,,Loose ball foul by D. DeRozan (drawn by Z. Pachulia)
9:07.0,Technical foul by K. Durant,,74-57,,
9:07.0,,,74-58,1,D. DeRozan makes technical free throw
8:55.0,K. Thompson misses 3-pt shot from 23 ft,,74-58,,
8:55.0,,,74-58,,Defensive rebound by P. Siakam
8:45.0,,,74-61,3,K. Lowry makes 3-pt shot from 26 ft
8:43.0,Golden State full timeout,,74-61,,
8:32.0,D. Green misses 2-pt shot from 2 ft,,74-61,,
8:32.0,Offensive rebound by K. Durant,,74-61,,
8:31.0,K. Durant misses 2-pt shot from 2 ft,,74-61,,
8:27.0,Offensive rebound by K. Durant,,74-61,,
8:27.0,Turnover by K. Durant (lost ball; steal by K. Lowry),,74-61,,
8:18.0,,,74-61,,K. Lowry misses 2-pt shot from 23 ft
8:18.0,,,74-61,,Offensive rebound by D. DeRozan
8:14.0,,,74-61,,D. DeRozan misses 2-pt shot from 5 ft
8:14.0,Defensive rebound by K. Durant,,74-61,,
8:01.0,S. Curry makes 2-pt shot from 2 ft,2,76-61,,
7:35.0,,,76-61,,D. Carroll misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by K. Thompson,,76-61,,
7:27.0,S. Curry makes 2-pt shot from 4 ft (assist by K. Thompson),2,78-61,,
7:00.0,,,78-63,2,D. Carroll makes 2-pt shot from 6 ft
6:37.0,Shooting foul by P. Siakam (drawn by S. Curry),,78-63,,
6:37.0,S. Curry makes free throw 1 of 2,1,79-63,,
6:37.0,S. Curry makes free throw 2 of 2,1,80-63,,
6:37.0,,,79-63,,L. Nogueira enters the game for J. Valanciunas
6:27.0,,,80-63,,Shooting foul by Z. Pachulia (drawn by K. Lowry)
6:27.0,,,80-64,1,K. Lowry makes free throw 1 of 2
6:27.0,,,80-65,1,K. Lowry makes free throw 2 of 2
6:27.0,J. McGee enters the game for Z. Pachulia,,80-64,,
6:27.0,A. Iguodala enters the game for K. Durant,,80-64,,
6:17.0,J. McGee misses 2-pt shot from 2 ft,,80-65,,
6:16.0,Offensive rebound by K. Thompson,,80-65,,
6:11.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,82-65,,
5:57.0,,,82-67,2,D. DeRozan makes 2-pt shot at rim
5:48.0,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green),3,85-67,,
5:31.0,Personal foul by S. Curry (drawn by K. Lowry),,85-67,,
5:31.0,,,85-67,,T. Ross enters the game for D. Carroll
5:22.0,Personal foul by J. McGee (drawn by D. DeRozan),,85-67,,
5:22.0,,,85-68,1,D. DeRozan makes free throw 1 of 2
5:22.0,,,85-69,1,D. DeRozan makes free throw 2 of 2
5:14.0,Turnover by D. Green (bad pass; steal by T. Ross),,85-69,,
5:07.0,,,85-69,,Shooting foul by D. Green (drawn by D. DeRozan)
5:07.0,,,85-70,1,D. DeRozan makes free throw 1 of 2
5:07.0,,,85-71,1,D. DeRozan makes free throw 2 of 2
4:53.0,K. Thompson misses 2-pt shot from 5 ft,,85-71,,
4:52.0,Offensive rebound by J. McGee,,85-71,,
4:51.0,J. McGee misses 2-pt shot from 1 ft,,85-71,,
4:51.0,Offensive rebound by S. Curry,,85-71,,
4:51.0,S. Curry misses 2-pt shot from 1 ft,,85-71,,
4:49.0,Offensive rebound by S. Curry,,85-71,,
4:46.0,K. Thompson misses 3-pt shot from 23 ft,,85-71,,
4:45.0,,,85-71,,Defensive rebound by L. Nogueira
4:42.0,,,85-71,,Turnover by P. Siakam (bad pass)
4:27.0,K. Thompson misses 2-pt shot from 10 ft (block by T. Ross),,85-71,,
4:26.0,,,85-71,,Defensive rebound by K. Lowry
4:17.0,,,85-73,2,K. Lowry makes 2-pt shot from 3 ft
4:17.0,Golden State full timeout,,85-73,,
4:17.0,K. Durant enters the game for K. Thompson,,85-73,,
4:17.0,P. McCaw enters the game for J. McGee,,85-73,,
3:56.0,D. Green misses 2-pt shot from 6 ft,,85-73,,
3:55.0,,,85-73,,Defensive rebound by L. Nogueira
3:47.0,,,85-75,2,D. DeRozan makes 2-pt shot from 17 ft
3:33.0,Shooting foul by K. Lowry (drawn by K. Durant),,85-75,,
3:33.0,K. Durant makes free throw 1 of 2,1,86-75,,
3:33.0,K. Durant makes free throw 2 of 2,1,87-75,,
3:19.0,,,87-75,,K. Lowry misses 2-pt shot from 4 ft
3:19.0,Defensive rebound by D. Green,,87-75,,
3:12.0,S. Curry misses 3-pt shot from 26 ft,,87-75,,
3:12.0,,,87-75,,Defensive rebound by L. Nogueira
3:06.0,,,87-77,2,D. DeRozan makes 2-pt shot from 2 ft
2:53.0,K. Durant misses 3-pt shot from 26 ft,,87-77,,
2:53.0,,,87-77,,Defensive rebound by P. Siakam
2:47.0,,,87-77,,Offensive charge foul by D. DeRozan
2:47.0,,,87-77,,Turnover by D. DeRozan (offensive foul)
2:47.0,,,87-77,,C. Joseph enters the game for K. Lowry
2:30.0,Turnover by D. Green (bad pass; steal by P. Siakam),,87-77,,
2:23.0,,,87-77,,Shooting foul by K. Durant (drawn by D. DeRozan)
2:23.0,,,87-78,1,D. DeRozan makes free throw 1 of 2
2:23.0,,,87-79,1,D. DeRozan makes free throw 2 of 2
2:23.0,D. West enters the game for D. Green,,87-78,,
2:08.0,Turnover by K. Durant (lost ball; steal by C. Joseph),,87-79,,
1:54.0,,,87-82,3,T. Ross makes 3-pt shot from 28 ft (assist by L. Nogueira)
1:41.0,S. Curry makes 2-pt shot from 16 ft,2,89-82,,
1:16.0,,,89-84,2,P. Siakam makes 2-pt shot at rim (assist by L. Nogueira)
1:04.0,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant),3,92-84,,
0:50.0,,,92-84,,Shooting foul by K. Durant (drawn by D. DeRozan)
0:50.0,,,92-85,1,D. DeRozan makes free throw 1 of 2
0:50.0,,,92-86,1,D. DeRozan makes free throw 2 of 2
0:34.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Durant),3,95-86,,
0:15.0,,,95-86,,D. DeRozan misses 3-pt shot from 24 ft
0:15.0,,,95-86,,Offensive rebound by C. Joseph
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,95-86,,Personal foul by K. Lowry (drawn by K. Durant)
11:29.0,D. West makes 2-pt shot from 2 ft (assist by P. McCaw),2,97-86,,
11:10.0,,,97-86,,Turnover by D. DeRozan (lost ball; steal by D. West)
11:06.0,A. Iguodala makes 2-pt shot at rim,2,99-86,,
10:40.0,,,99-86,,Shooting foul by P. McCaw (drawn by C. Joseph)
10:40.0,,,99-86,,C. Joseph misses free throw 1 of 3
10:40.0,,,99-86,,Offensive rebound by Team
10:40.0,,,99-87,1,C. Joseph makes free throw 2 of 3
10:40.0,,,99-88,1,C. Joseph makes free throw 3 of 3
10:40.0,K. Thompson enters the game for P. McCaw,,99-87,,
10:40.0,,,99-87,,T. Ross enters the game for D. DeRozan
10:25.0,K. Durant misses 2-pt shot from 17 ft,,99-88,,
10:25.0,,,99-88,,Defensive rebound by L. Nogueira
10:19.0,,,99-91,3,P. Patterson makes 3-pt shot from 27 ft (assist by K. Lowry)
9:58.0,K. Durant makes 2-pt shot from 19 ft (assist by D. West),2,101-91,,
9:46.0,,,101-93,2,K. Lowry makes 2-pt shot from 3 ft (assist by C. Joseph)
9:20.0,A. Iguodala makes 3-pt shot from 24 ft (assist by K. Durant),3,104-93,,
9:05.0,Personal foul by A. Iguodala (drawn by C. Joseph),,104-93,,
9:00.0,,,104-95,2,C. Joseph makes 2-pt shot from 2 ft
8:49.0,D. West makes 2-pt shot from 17 ft (assist by S. Livingston),2,106-95,,
8:31.0,,,106-97,2,K. Lowry makes 2-pt shot from 2 ft
8:12.0,Official timeout,,106-97,,
8:12.0,,,106-97,,P. Siakam enters the game for L. Nogueira
8:00.0,K. Durant makes 2-pt shot from 6 ft,2,108-97,,
7:44.0,,,108-99,2,P. Siakam makes 2-pt shot from 2 ft (assist by K. Lowry)
7:35.0,Shooting foul by T. Ross (drawn by S. Livingston),,108-99,,
7:35.0,S. Livingston makes 2-pt shot from 1 ft (assist by A. Iguodala),2,110-99,,
7:35.0,S. Livingston makes free throw 1 of 1,1,111-99,,
7:35.0,P. McCaw enters the game for A. Iguodala,,110-99,,
7:35.0,S. Curry enters the game for K. Thompson,,110-99,,
7:35.0,D. Green enters the game for K. Durant,,110-99,,
7:18.0,,,111-99,,K. Lowry misses 3-pt shot from 25 ft
7:18.0,Defensive rebound by D. West,,111-99,,
7:04.0,D. West makes 2-pt shot from 1 ft (assist by P. McCaw),2,113-99,,
6:45.0,,,113-99,,D. DeRozan enters the game for T. Ross
6:45.0,,,113-99,,N. Powell enters the game for C. Joseph
6:40.0,,,113-99,,P. Siakam misses 2-pt shot from 14 ft
6:40.0,Defensive rebound by D. Green,,113-99,,
6:30.0,Golden State full timeout,,113-99,,
6:23.0,D. Green misses 3-pt shot from 26 ft,,113-99,,
6:22.0,,,113-99,,Defensive rebound by D. DeRozan
6:03.0,,,113-99,,P. Patterson misses 2-pt shot from 13 ft
6:03.0,Defensive rebound by P. McCaw,,113-99,,
5:49.0,S. Curry misses 2-pt shot from 18 ft,,113-99,,
5:49.0,,,113-99,,Defensive rebound by P. Patterson
5:39.0,,,113-99,,Shooting foul by P. McCaw (drawn by K. Lowry)
5:39.0,,,113-99,,K. Lowry misses free throw 1 of 2
5:39.0,,,113-99,,Offensive rebound by Team
5:39.0,,,113-100,1,K. Lowry makes free throw 2 of 2
5:18.0,Turnover by S. Curry (traveling),,113-100,,
5:13.0,,,113-100,,Turnover by K. Lowry (bad pass; steal by S. Livingston)
5:02.0,P. McCaw makes 3-pt shot from 23 ft (assist by S. Livingston),3,116-100,,
