time,New Orleans,pts.away,score,pts.home,San Antonio
5:11.0,,,19-18,,D. Lee enters the game for P. Gasol
5:11.0,D. Cunningham enters the game for A. Ajinca,,19-18,,
5:11.0,T. Jones enters the game for B. Hield,,19-18,,
4:57.0,,,19-18,,L. Aldridge misses 2-pt shot from 13 ft
4:55.0,Defensive rebound by D. Cunningham,,19-18,,
4:41.0,Turnover by J. Holiday (lost ball; steal by L. Aldridge),,19-18,,
4:32.0,,,19-18,,L. Aldridge misses 3-pt shot from 26 ft
4:30.0,,,19-18,,Offensive rebound by D. Lee
4:21.0,,,19-21,3,M. Ginobili makes 3-pt shot from 25 ft (assist by D. Lee)
4:00.0,J. Holiday misses 3-pt shot from 26 ft,,19-21,,
3:59.0,,,19-21,,Defensive rebound by K. Leonard
3:51.0,,,19-21,,Offensive foul by L. Aldridge
3:51.0,,,19-21,,Turnover by L. Aldridge (offensive foul)
3:51.0,,,19-21,,K. Anderson enters the game for K. Leonard
3:51.0,,,19-21,,D. Dedmon enters the game for L. Aldridge
3:33.0,D. Cunningham misses 2-pt shot from 16 ft,,19-21,,
3:32.0,,,19-21,,Defensive rebound by M. Ginobili
3:19.0,,,19-23,2,M. Ginobili makes 2-pt shot at rim
3:11.0,J. Holiday misses 2-pt shot from 5 ft,,19-23,,
3:11.0,,,19-23,,Defensive rebound by D. Dedmon
3:05.0,,,19-26,3,P. Mills makes 3-pt shot from 25 ft (assist by D. Dedmon)
2:58.0,New Orleans full timeout,,19-26,,
2:58.0,T. Frazier enters the game for J. Holiday,,19-26,,
2:40.0,A. Davis makes 2-pt shot from 3 ft,2,21-26,,
2:40.0,Shooting foul by K. Anderson (drawn by A. Davis),,21-26,,
2:40.0,A. Davis makes free throw 1 of 1,1,22-26,,
2:40.0,T. Evans enters the game for E. Moore,,21-26,,
2:26.0,,,22-26,,K. Anderson misses 2-pt shot from 7 ft
2:25.0,Defensive rebound by T. Evans,,22-26,,
2:22.0,T. Evans makes 2-pt shot from 2 ft,2,24-26,,
2:09.0,,,24-26,,D. Lee misses 2-pt shot from 4 ft (block by T. Jones)
2:08.0,,,24-26,,Offensive rebound by D. Lee
2:07.0,,,24-26,,Turnover by D. Lee (lost ball; steal by T. Jones)
2:02.0,T. Jones makes 2-pt shot at rim (assist by T. Frazier),2,26-26,,
1:56.0,,,26-26,,San Antonio full timeout
1:56.0,,,26-26,,P. Gasol enters the game for D. Lee
1:56.0,,,26-26,,K. Leonard enters the game for K. Anderson
1:56.0,,,26-26,,T. Parker enters the game for P. Mills
1:56.0,,,26-26,,D. Green enters the game for M. Ginobili
1:37.0,,,26-28,2,P. Gasol makes 2-pt shot from 8 ft (assist by T. Parker)
1:17.0,Turnover by A. Davis (bad pass),,26-28,,
1:01.0,,,26-28,,T. Parker misses 2-pt shot from 20 ft
1:01.0,Defensive rebound by T. Evans,,26-28,,
0:55.0,D. Cunningham misses 3-pt shot from 24 ft,,26-28,,
0:53.0,,,26-28,,Defensive rebound by D. Dedmon
0:39.0,,,26-30,2,K. Leonard makes 2-pt shot from 1 ft (assist by P. Gasol)
0:31.0,T. Evans misses 3-pt shot from 24 ft,,26-30,,
0:29.0,Offensive rebound by T. Jones,,26-30,,
0:29.0,T. Jones misses 2-pt shot at rim,,26-30,,
0:28.0,,,26-30,,Defensive rebound by T. Parker
0:17.0,,,26-30,,D. Dedmon misses 2-pt shot at rim
0:15.0,Defensive rebound by A. Davis,,26-30,,
0:03.0,,,26-30,,Personal foul by D. Green (drawn by T. Evans)
0:00.0,T. Jones misses 2-pt shot from 2 ft (block by P. Gasol),,26-30,,
0:00.0,Offensive rebound by Team,,26-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,T. Frazier makes 3-pt shot from 24 ft (assist by L. Galloway),3,29-30,,
11:25.0,,,29-30,,Offensive foul by D. Dedmon
11:25.0,,,29-30,,Turnover by D. Dedmon (offensive foul)
10:59.0,L. Galloway misses 3-pt shot from 28 ft,,29-30,,
10:59.0,Offensive rebound by Team,,29-30,,
10:59.0,Turnover by Team (shot clock),,29-30,,
10:50.0,,,29-30,,D. Dedmon misses 2-pt shot from 1 ft (block by T. Frazier)
10:49.0,Defensive rebound by A. Ajinca,,29-30,,
10:40.0,A. Ajinca makes 2-pt shot from 16 ft (assist by T. Frazier),2,31-30,,
10:28.0,,,31-30,,P. Mills misses 2-pt shot from 20 ft
10:27.0,Defensive rebound by T. Evans,,31-30,,
10:14.0,T. Jones makes 2-pt shot from 8 ft,2,33-30,,
10:01.0,,,33-32,2,D. Lee makes 2-pt shot from 1 ft (assist by D. Dedmon)
10:01.0,,,33-32,,Shooting foul by T. Jones (drawn by D. Lee)
10:01.0,,,33-32,,D. Lee misses free throw 1 of 1
10:00.0,Defensive rebound by A. Ajinca,,33-32,,
9:45.0,A. Ajinca makes 2-pt shot from 10 ft (assist by T. Frazier),2,35-32,,
9:36.0,Personal foul by L. Galloway (drawn by D. Lee),,35-32,,
9:36.0,,,35-32,,P. Gasol enters the game for D. Dedmon
9:30.0,,,35-34,2,M. Ginobili makes 2-pt shot from 11 ft (assist by P. Mills)
9:17.0,T. Frazier misses 2-pt shot from 17 ft,,35-34,,
9:16.0,,,35-34,,Defensive rebound by P. Gasol
9:06.0,,,35-34,,P. Gasol misses 2-pt shot from 1 ft (block by T. Jones)
9:06.0,,,35-34,,Offensive rebound by P. Gasol
8:55.0,,,35-34,,P. Gasol misses 2-pt shot from 10 ft
8:54.0,Defensive rebound by A. Ajinca,,35-34,,
8:48.0,L. Galloway makes 2-pt shot from 1 ft (assist by T. Evans),2,37-34,,
8:35.0,,,37-34,,P. Gasol misses 2-pt shot from 19 ft
8:34.0,Defensive rebound by T. Frazier,,37-34,,
8:23.0,T. Evans misses 3-pt shot from 26 ft,,37-34,,
8:22.0,,,37-34,,Defensive rebound by P. Gasol
8:04.0,,,37-37,3,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Mills)
7:47.0,L. Galloway misses 2-pt shot from 19 ft,,37-37,,
7:45.0,,,37-37,,Defensive rebound by P. Mills
7:40.0,,,37-37,,Turnover by P. Mills (bad pass; steal by T. Frazier)
7:40.0,,,37-37,,Personal take foul by M. Ginobili (drawn by T. Frazier)
7:40.0,Official timeout,,37-37,,
7:40.0,,,37-37,,L. Aldridge enters the game for D. Lee
7:40.0,A. Davis enters the game for T. Jones,,37-37,,
7:40.0,B. Hield enters the game for T. Evans,,37-37,,
7:30.0,T. Frazier makes 3-pt shot from 26 ft,3,40-37,,
7:15.0,,,40-39,2,M. Ginobili makes 2-pt shot at rim (assist by P. Mills)
7:01.0,A. Ajinca makes 2-pt shot from 13 ft (assist by T. Frazier),2,42-39,,
6:41.0,,,42-39,,M. Ginobili misses 3-pt shot from 28 ft
6:40.0,,,42-39,,Offensive rebound by P. Gasol
6:38.0,,,42-39,,Shooting foul by A. Ajinca (drawn by L. Aldridge)
6:38.0,,,42-41,2,L. Aldridge makes 2-pt shot from 3 ft (assist by P. Mills)
6:38.0,,,42-42,1,L. Aldridge makes free throw 1 of 1
6:38.0,,,42-41,,T. Parker enters the game for P. Mills
6:38.0,,,42-41,,K. Leonard enters the game for K. Anderson
6:25.0,B. Hield makes 2-pt shot from 1 ft (assist by T. Frazier),2,44-42,,
6:04.0,,,44-42,,L. Aldridge misses 2-pt shot from 12 ft
6:03.0,Defensive rebound by A. Ajinca,,44-42,,
5:55.0,Turnover by T. Frazier (bad pass; steal by K. Leonard),,44-42,,
5:41.0,,,44-42,,K. Leonard misses 3-pt shot from 25 ft
5:41.0,,,44-42,,Offensive rebound by Team
5:41.0,Loose ball foul by A. Davis (drawn by L. Aldridge),,44-42,,
5:41.0,,,44-42,,San Antonio full timeout
5:41.0,,,44-42,,D. Green enters the game for M. Ginobili
5:41.0,E. Moore enters the game for T. Frazier,,44-42,,
5:41.0,J. Holiday enters the game for L. Galloway,,44-42,,
5:21.0,,,44-42,,T. Parker misses 2-pt shot from 1 ft (block by A. Davis)
5:18.0,,,44-42,,Offensive rebound by P. Gasol
5:18.0,,,44-44,2,P. Gasol makes 2-pt shot from 2 ft
4:58.0,E. Moore misses 2-pt shot from 8 ft,,44-44,,
4:57.0,,,44-44,,Defensive rebound by D. Green
4:50.0,,,44-44,,L. Aldridge misses 2-pt shot from 3 ft
4:49.0,Defensive rebound by A. Ajinca,,44-44,,
4:43.0,B. Hield misses 3-pt shot from 25 ft,,44-44,,
4:42.0,,,44-44,,Defensive rebound by P. Gasol
4:29.0,,,44-46,2,K. Leonard makes 2-pt shot from 9 ft
4:18.0,A. Ajinca misses 3-pt shot from 26 ft,,44-46,,
4:17.0,,,44-46,,Defensive rebound by L. Aldridge
4:06.0,,,44-46,,Shooting foul by A. Davis (drawn by L. Aldridge)
4:06.0,,,44-47,1,L. Aldridge makes free throw 1 of 2
4:06.0,,,44-48,1,L. Aldridge makes free throw 2 of 2
4:06.0,T. Jones enters the game for A. Ajinca,,44-47,,
3:55.0,,,44-48,,Def 3 sec tech foul by L. Aldridge
3:55.0,A. Davis misses technical free throw,,44-48,,
3:55.0,Offensive rebound by Team,,44-48,,
3:43.0,B. Hield misses 2-pt shot from 17 ft (block by K. Leonard),,44-48,,
3:42.0,,,44-48,,Defensive rebound by K. Leonard
3:32.0,,,44-51,3,D. Green makes 3-pt shot from 25 ft (assist by L. Aldridge)
3:14.0,E. Moore makes 2-pt shot from 1 ft,2,46-51,,
2:54.0,,,46-53,2,L. Aldridge makes 2-pt shot from 2 ft (assist by D. Green)
2:54.0,,,46-53,,Shooting foul by T. Jones (drawn by L. Aldridge)
2:54.0,New Orleans full timeout,,46-53,,
2:54.0,,,46-54,1,L. Aldridge makes free throw 1 of 1
2:35.0,E. Moore makes 3-pt shot from 25 ft (assist by J. Holiday),3,49-54,,
2:19.0,,,49-54,,L. Aldridge misses 2-pt shot from 19 ft
2:18.0,Defensive rebound by T. Jones,,49-54,,
2:11.0,Shooting foul by P. Gasol (drawn by T. Jones),,49-54,,
2:11.0,T. Jones misses free throw 1 of 2,,49-54,,
2:11.0,Offensive rebound by Team,,49-54,,
2:11.0,T. Jones misses free throw 2 of 2,,49-54,,
2:10.0,,,49-54,,Defensive rebound by P. Gasol
1:50.0,,,49-57,3,D. Green makes 3-pt shot from 24 ft (assist by P. Gasol)
1:39.0,B. Hield misses 2-pt shot from 19 ft (block by D. Green),,49-57,,
1:38.0,Offensive rebound by Team,,49-57,,
1:34.0,A. Davis misses 2-pt shot from 16 ft,,49-57,,
1:32.0,,,49-57,,Defensive rebound by P. Gasol
1:18.0,,,49-59,2,L. Aldridge makes 2-pt shot from 7 ft
1:09.0,Turnover by A. Davis (lost ball),,49-59,,
1:08.0,Loose ball foul by A. Davis (drawn by L. Aldridge),,49-59,,
1:08.0,,,49-60,1,L. Aldridge makes free throw 1 of 2
1:08.0,,,49-61,1,L. Aldridge makes free throw 2 of 2
1:08.0,A. Ajinca enters the game for A. Davis,,49-60,,
0:50.0,E. Moore misses 2-pt shot from 10 ft,,49-61,,
0:49.0,,,49-61,,Defensive rebound by L. Aldridge
0:42.0,,,49-61,,D. Green misses 3-pt shot from 25 ft
0:42.0,,,49-61,,Offensive rebound by P. Gasol
0:42.0,,,49-61,,Shooting foul by J. Holiday (drawn by P. Gasol)
0:42.0,,,49-61,,P. Gasol misses free throw 1 of 2
0:42.0,,,49-61,,Offensive rebound by Team
0:42.0,,,49-61,,P. Gasol misses free throw 2 of 2
0:42.0,,,49-61,,D. Lee enters the game for L. Aldridge
0:41.0,Defensive rebound by E. Moore,,49-61,,
0:27.0,J. Holiday misses 2-pt shot from 15 ft,,49-61,,
0:26.0,,,49-61,,Defensive rebound by D. Lee
0:02.0,,,49-61,,K. Leonard misses 3-pt shot from 28 ft
0:02.0,Defensive rebound by Team,,49-61,,
0:02.0,,,49-61,,Loose ball foul by D. Lee (drawn by T. Jones)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,51-61,,
11:27.0,,,51-61,,L. Aldridge misses 2-pt shot from 5 ft
11:25.0,,,51-61,,Offensive rebound by T. Parker
11:14.0,,,51-61,,L. Aldridge misses 2-pt shot from 19 ft
11:13.0,Defensive rebound by J. Holiday,,51-61,,
11:00.0,B. Hield makes 3-pt shot from 25 ft (assist by J. Holiday),3,54-61,,
10:43.0,,,54-63,2,T. Parker makes 2-pt shot from 18 ft (assist by D. Green)
10:30.0,A. Davis misses 2-pt shot from 2 ft,,54-63,,
10:28.0,Offensive rebound by A. Davis,,54-63,,
10:28.0,A. Davis misses 2-pt shot from 1 ft,,54-63,,
10:27.0,,,54-63,,Defensive rebound by L. Aldridge
10:15.0,,,54-65,2,T. Parker makes 2-pt shot from 21 ft
9:55.0,J. Holiday misses 2-pt shot from 19 ft,,54-65,,
9:51.0,,,54-65,,Defensive rebound by P. Gasol
9:42.0,,,54-65,,Turnover by L. Aldridge (lost ball; steal by E. Moore)
9:36.0,B. Hield makes 2-pt shot from 1 ft (assist by E. Moore),2,56-65,,
9:13.0,,,56-67,2,T. Parker makes 2-pt shot from 12 ft
9:01.0,A. Ajinca makes 2-pt shot from 1 ft (assist by J. Holiday),2,58-67,,
8:46.0,,,58-67,,Turnover by T. Parker (bad pass)
8:37.0,J. Holiday misses 2-pt shot from 20 ft,,58-67,,
8:36.0,,,58-67,,Defensive rebound by L. Aldridge
8:26.0,,,58-67,,K. Leonard misses 2-pt shot from 17 ft
8:24.0,Defensive rebound by B. Hield,,58-67,,
8:18.0,A. Davis misses 2-pt shot from 11 ft,,58-67,,
8:15.0,,,58-67,,Defensive rebound by P. Gasol
7:59.0,,,58-67,,Turnover by P. Gasol (bad pass; steal by J. Holiday)
7:49.0,J. Holiday misses 2-pt shot from 2 ft,,58-67,,
7:48.0,,,58-67,,Defensive rebound by D. Green
7:48.0,Personal foul by J. Holiday (drawn by D. Green),,58-67,,
7:31.0,,,58-70,3,D. Green makes 3-pt shot from 25 ft (assist by T. Parker)
7:23.0,,,58-70,,Personal foul by K. Leonard (drawn by E. Moore)
7:13.0,A. Ajinca makes 2-pt shot at rim (assist by J. Holiday),2,60-70,,
6:57.0,,,60-72,2,K. Leonard makes 2-pt shot at rim (assist by P. Gasol)
6:42.0,A. Ajinca misses 2-pt shot from 6 ft (block by P. Gasol),,60-72,,
6:40.0,Offensive rebound by B. Hield,,60-72,,
6:39.0,B. Hield makes 2-pt shot from 20 ft,2,62-72,,
6:39.0,,,62-72,,San Antonio full timeout
6:39.0,,,62-72,,D. Lee enters the game for P. Gasol
6:16.0,,,62-72,,L. Aldridge misses 2-pt shot from 19 ft
6:14.0,Defensive rebound by J. Holiday,,62-72,,
6:01.0,A. Davis misses 2-pt shot from 14 ft,,62-72,,
6:00.0,,,62-72,,Defensive rebound by L. Aldridge
5:48.0,,,62-74,2,D. Lee makes 2-pt shot at rim (assist by T. Parker)
5:24.0,A. Ajinca makes 2-pt shot at rim (assist by B. Hield),2,64-74,,
5:02.0,,,64-76,2,T. Parker makes 2-pt shot from 17 ft
4:54.0,B. Hield misses 3-pt shot from 25 ft,,64-76,,
4:52.0,,,64-76,,Defensive rebound by D. Lee
4:42.0,,,64-76,,T. Parker misses 2-pt shot from 14 ft
4:41.0,,,64-76,,Offensive rebound by L. Aldridge
4:40.0,,,64-76,,Shooting foul by A. Ajinca (drawn by L. Aldridge)
4:40.0,,,64-77,1,L. Aldridge makes free throw 1 of 2
4:40.0,,,64-78,1,L. Aldridge makes free throw 2 of 2
4:40.0,,,64-77,,P. Mills enters the game for T. Parker
4:40.0,,,64-77,,M. Ginobili enters the game for D. Green
4:23.0,A. Davis misses 2-pt shot from 13 ft (block by M. Ginobili),,64-78,,
4:21.0,Offensive rebound by A. Davis,,64-78,,
4:16.0,Turnover by Team (shot clock),,64-78,,
4:16.0,,,64-78,,J. Simmons enters the game for K. Leonard
4:02.0,,,64-80,2,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili)
3:45.0,Turnover by B. Hield (bad pass),,64-80,,
3:45.0,T. Jones enters the game for A. Ajinca,,64-80,,
3:45.0,New Orleans full timeout,,64-80,,
3:22.0,,,64-83,3,M. Ginobili makes 3-pt shot from 26 ft
3:00.0,B. Hield makes 2-pt shot from 10 ft (assist by E. Moore),2,66-83,,
2:46.0,,,66-83,,Turnover by L. Aldridge (offensive foul)
2:46.0,,,66-83,,Offensive foul by L. Aldridge
2:46.0,T. Evans enters the game for J. Holiday,,66-83,,
2:46.0,T. Frazier enters the game for E. Moore,,66-83,,
2:34.0,Turnover by A. Davis (lost ball; steal by M. Ginobili),,66-83,,
2:26.0,,,66-83,,M. Ginobili misses 3-pt shot from 24 ft
2:24.0,Defensive rebound by T. Frazier,,66-83,,
2:23.0,Shooting foul by D. Lee (drawn by T. Jones),,66-83,,
2:23.0,T. Jones makes free throw 1 of 2,1,67-83,,
2:23.0,T. Jones makes free throw 2 of 2,1,68-83,,
2:05.0,Shooting block foul by T. Evans (drawn by L. Aldridge),,68-83,,
2:05.0,,,68-84,1,L. Aldridge makes free throw 1 of 2
2:05.0,,,68-85,1,L. Aldridge makes free throw 2 of 2
1:42.0,T. Evans misses 2-pt shot from 1 ft,,68-85,,
1:41.0,,,68-85,,Defensive rebound by J. Simmons
1:21.0,,,68-85,,D. Dedmon enters the game for L. Aldridge
1:21.0,L. Galloway enters the game for B. Hield,,68-85,,
1:16.0,,,68-87,2,D. Dedmon makes 2-pt shot at rim (assist by P. Mills)
1:02.0,T. Jones makes 2-pt shot from 9 ft (assist by T. Frazier),2,70-87,,
0:52.0,,,70-87,,Shooting foul by A. Davis (drawn by M. Ginobili)
0:52.0,,,70-88,1,M. Ginobili makes free throw 1 of 2
0:52.0,,,70-89,1,M. Ginobili makes free throw 2 of 2
0:52.0,A. Ajinca enters the game for A. Davis,,70-88,,
0:30.0,Shooting foul by D. Dedmon (drawn by T. Jones),,70-89,,
0:30.0,T. Jones misses free throw 1 of 2,,70-89,,
0:30.0,Offensive rebound by Team,,70-89,,
0:30.0,T. Jones makes free throw 2 of 2,1,71-89,,
0:30.0,,,70-89,,D. Bertans enters the game for D. Dedmon
0:14.0,,,71-89,,Shooting foul by T. Frazier
0:14.0,,,71-90,1,P. Mills makes free throw 1 of 3
0:14.0,,,71-91,1,P. Mills makes free throw 2 of 3
0:14.0,,,71-92,1,P. Mills makes free throw 3 of 3
0:00.0,T. Evans misses 3-pt shot from 24 ft,,71-92,,
0:00.0,Offensive rebound by Team,,71-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,71-92,,M. Ginobili misses 2-pt shot from 9 ft
11:45.0,Defensive rebound by L. Galloway,,71-92,,
11:31.0,Turnover by D. Cunningham (lost ball; steal by P. Mills),,71-92,,
11:24.0,,,71-95,3,P. Mills makes 3-pt shot from 26 ft (assist by D. Lee)
11:09.0,T. Evans misses 2-pt shot from 2 ft,,71-95,,
11:08.0,Offensive rebound by A. Ajinca,,71-95,,
11:04.0,T. Frazier misses 3-pt shot from 25 ft,,71-95,,
11:03.0,Offensive rebound by Team,,71-95,,
11:03.0,,,71-95,,Loose ball foul by D. Lee (drawn by D. Cunningham)
10:53.0,L. Galloway makes 2-pt shot from 16 ft,2,73-95,,
10:44.0,,,73-97,2,P. Mills makes 2-pt shot at rim (assist by D. Lee)
10:28.0,A. Ajinca misses 2-pt shot from 9 ft,,73-97,,
10:28.0,,,73-97,,Defensive rebound by D. Lee
10:13.0,,,73-97,,Turnover by P. Mills (bad pass; steal by D. Cunningham)
10:04.0,L. Galloway misses 3-pt shot from 24 ft,,73-97,,
10:03.0,,,73-97,,Defensive rebound by D. Lee
9:44.0,,,73-97,,D. Bertans misses 3-pt shot from 24 ft
9:43.0,Defensive rebound by T. Frazier,,73-97,,
9:30.0,T. Evans makes 2-pt shot at rim (assist by A. Ajinca),2,75-97,,
9:30.0,,,75-97,,San Antonio full timeout
9:30.0,,,75-97,,D. Green enters the game for M. Ginobili
9:30.0,,,75-97,,D. Dedmon enters the game for D. Lee
9:30.0,C. Diallo enters the game for A. Ajinca,,75-97,,
9:19.0,,,75-99,2,D. Dedmon makes 2-pt shot at rim (assist by P. Mills)
9:04.0,L. Galloway makes 3-pt shot from 25 ft (assist by T. Evans),3,78-99,,
8:41.0,,,78-99,,P. Mills misses 3-pt shot from 25 ft
8:40.0,Defensive rebound by T. Evans,,78-99,,
8:32.0,D. Cunningham makes 3-pt shot from 24 ft (assist by L. Galloway),3,81-99,,
8:13.0,,,81-99,,D. Dedmon misses 2-pt shot from 17 ft
8:12.0,,,81-99,,Offensive rebound by D. Bertans
7:58.0,,,81-99,,P. Mills misses 3-pt shot from 25 ft
7:57.0,Defensive rebound by T. Evans,,81-99,,
7:46.0,T. Evans misses 2-pt shot from 15 ft,,81-99,,
7:46.0,,,81-99,,Defensive rebound by P. Mills
7:41.0,,,81-101,2,J. Simmons makes 2-pt shot at rim (assist by P. Mills)
7:14.0,D. Cunningham makes 2-pt shot from 10 ft (assist by T. Evans),2,83-101,,
6:52.0,,,83-101,,P. Mills misses 2-pt shot from 1 ft
6:52.0,Defensive rebound by T. Evans,,83-101,,
6:48.0,L. Galloway misses 3-pt shot from 23 ft,,83-101,,
6:47.0,Offensive rebound by L. Galloway,,83-101,,
6:36.0,T. Evans misses 3-pt shot from 25 ft,,83-101,,
6:35.0,,,83-101,,Defensive rebound by P. Mills
6:25.0,Personal foul by T. Frazier,,83-101,,
6:25.0,,,83-101,,T. Parker enters the game for P. Mills
6:25.0,R. Williams enters the game for T. Evans,,83-101,,
6:10.0,,,83-101,,Turnover by Team (shot clock)
5:59.0,C. Diallo misses 2-pt shot from 16 ft,,83-101,,
5:58.0,,,83-101,,Defensive rebound by D. Green
5:44.0,,,83-101,,D. Bertans misses 3-pt shot from 24 ft
5:44.0,,,83-101,,Offensive rebound by Team
5:44.0,Official timeout,,83-101,,
5:25.0,,,83-101,,J. Simmons misses 2-pt shot from 19 ft
5:25.0,Defensive rebound by C. Diallo,,83-101,,
5:12.0,T. Frazier makes 2-pt shot from 20 ft,2,85-101,,
4:56.0,,,85-103,2,D. Dedmon makes 2-pt shot at rim (assist by T. Parker)
4:32.0,C. Diallo makes 2-pt shot from 12 ft (assist by R. Williams),2,87-103,,
4:22.0,Personal foul by D. Cunningham (drawn by D. Bertans),,87-103,,
4:22.0,,,87-103,,K. Anderson enters the game for D. Green
4:22.0,,,87-103,,N. Laprovittola enters the game for T. Parker
4:11.0,,,87-103,,D. Bertans misses 2-pt shot at rim
4:09.0,,,87-103,,Offensive rebound by D. Bertans
4:07.0,,,87-103,,Turnover by D. Bertans (bad pass; steal by L. Galloway)
4:04.0,Shooting foul by J. Simmons (drawn by L. Galloway),,87-103,,
4:04.0,L. Galloway makes free throw 1 of 2,1,88-103,,
4:04.0,L. Galloway makes free throw 2 of 2,1,89-103,,
3:48.0,,,89-103,,Turnover by N. Laprovittola (lost ball; steal by T. Frazier)
3:42.0,C. Diallo makes 2-pt shot from 2 ft (assist by D. Cunningham),2,91-103,,
3:21.0,,,91-103,,Turnover by J. Simmons (bad pass)
3:15.0,L. Galloway makes 3-pt shot from 27 ft (assist by T. Frazier),3,94-103,,
2:56.0,,,94-106,3,J. Simmons makes 3-pt shot from 25 ft (assist by D. Bertans)
2:42.0,R. Williams misses 2-pt shot from 1 ft,,94-106,,
