time,Philadelphia,pts.away,score,pts.home,New York
3:15.0,D. Saric makes 3-pt shot from 25 ft (assist by J. Okafor),3,21-18,,
3:07.0,,,21-20,2,D. Rose makes 2-pt shot from 1 ft
2:54.0,J. Okafor misses 2-pt shot from 10 ft,,21-20,,
2:53.0,,,21-20,,Defensive rebound by J. Holiday
2:42.0,,,21-20,,M. Kuzminskas misses 2-pt shot from 2 ft
2:40.0,,,21-20,,Offensive rebound by K. O'Quinn
2:38.0,,,21-22,2,K. O'Quinn makes 2-pt shot from 2 ft
2:25.0,Turnover by D. Saric (bad pass; steal by K. O'Quinn),,21-22,,
2:21.0,,,21-24,2,J. Holiday makes 2-pt shot at rim (assist by K. O'Quinn)
2:01.0,N. Stauskas makes 2-pt shot from 3 ft,2,23-24,,
1:52.0,,,23-24,,New York full timeout
1:52.0,R. Holmes enters the game for D. Saric,,23-24,,
1:52.0,R. Covington enters the game for J. Okafor,,23-24,,
1:52.0,Violation by Team (jump ball),,23-24,,
1:41.0,,,23-24,,D. Rose misses 2-pt shot from 2 ft
1:40.0,,,23-24,,Offensive rebound by J. Holiday
1:37.0,,,23-24,,C. Anthony misses 3-pt shot from 25 ft
1:36.0,,,23-24,,Offensive rebound by Team
1:36.0,Loose ball foul by R. Holmes (drawn by K. O'Quinn),,23-24,,
1:36.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,23-24,,
1:29.0,,,23-26,2,C. Anthony makes 2-pt shot from 13 ft
1:12.0,J. Anderson misses 3-pt shot from 23 ft,,23-26,,
1:11.0,,,23-26,,Defensive rebound by K. O'Quinn
1:07.0,,,23-26,,Shooting foul by J. Anderson (drawn by C. Anthony)
1:07.0,,,23-27,1,C. Anthony makes free throw 1 of 2
1:07.0,,,23-27,,C. Anthony misses free throw 2 of 2
1:07.0,,,23-27,,B. Jennings enters the game for D. Rose
1:06.0,Defensive rebound by J. Anderson,,23-27,,
0:56.0,S. Rodriguez misses 2-pt shot from 11 ft,,23-27,,
0:55.0,,,23-27,,Defensive rebound by C. Anthony
0:45.0,,,23-27,,Shooting foul by R. Holmes (drawn by C. Anthony)
0:45.0,,,23-28,1,C. Anthony makes free throw 1 of 2
0:45.0,,,23-29,1,C. Anthony makes free throw 2 of 2
0:45.0,J. Okafor enters the game for R. Holmes,,23-28,,
0:33.0,S. Rodriguez misses 2-pt shot from 14 ft,,23-29,,
0:32.0,Offensive rebound by J. Okafor,,23-29,,
0:32.0,J. Okafor makes 2-pt shot from 1 ft,2,25-29,,
0:22.0,,,25-31,2,K. O'Quinn makes 2-pt shot from 14 ft (assist by B. Jennings)
0:01.0,S. Rodriguez misses 2-pt shot from 23 ft,,25-31,,
0:00.0,Offensive rebound by Team,,25-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,25-31,,Shooting foul by J. Okafor (drawn by L. Thomas)
11:51.0,,,25-32,1,L. Thomas makes free throw 1 of 2
11:51.0,,,25-32,,L. Thomas misses free throw 2 of 2
11:50.0,Defensive rebound by R. Covington,,25-32,,
11:35.0,N. Stauskas makes 2-pt shot from 1 ft,2,27-32,,
11:13.0,,,27-34,2,L. Thomas makes 2-pt shot from 3 ft (assist by M. Kuzminskas)
10:55.0,R. Covington misses 3-pt shot from 25 ft,,27-34,,
10:54.0,,,27-34,,Defensive rebound by B. Jennings
10:49.0,,,27-36,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by B. Jennings)
10:48.0,Philadelphia full timeout,,27-36,,
10:48.0,Philadelphia full timeout,,27-36,,
10:26.0,S. Rodriguez misses 2-pt shot from 12 ft,,27-36,,
10:25.0,Offensive rebound by J. Okafor,,27-36,,
10:23.0,J. Okafor makes 2-pt shot from 2 ft,2,29-36,,
10:03.0,,,29-38,2,J. Holiday makes 2-pt shot from 1 ft (assist by K. O'Quinn)
9:50.0,S. Rodriguez misses 3-pt shot from 25 ft,,29-38,,
9:49.0,,,29-38,,Defensive rebound by Team
9:49.0,D. Saric enters the game for N. Stauskas,,29-38,,
9:49.0,G. Henderson enters the game for J. Anderson,,29-38,,
9:37.0,,,29-38,,Turnover by L. Thomas (traveling)
9:22.0,G. Henderson misses 2-pt shot from 12 ft (block by J. Holiday),,29-38,,
9:21.0,,,29-38,,Defensive rebound by B. Jennings
9:15.0,,,29-38,,J. Holiday misses 3-pt shot from 23 ft
9:14.0,Defensive rebound by J. Okafor,,29-38,,
9:05.0,J. Okafor makes 2-pt shot from 1 ft,2,31-38,,
8:53.0,,,31-38,,K. O'Quinn misses 2-pt shot from 19 ft
8:52.0,Defensive rebound by G. Henderson,,31-38,,
8:41.0,J. Okafor misses 2-pt shot from 13 ft,,31-38,,
8:40.0,,,31-38,,Defensive rebound by J. Holiday
8:34.0,,,31-38,,M. Kuzminskas misses 3-pt shot from 25 ft
8:33.0,,,31-38,,Offensive rebound by J. Holiday
8:26.0,,,31-40,2,M. Kuzminskas makes 2-pt shot from 7 ft
8:07.0,Offensive foul by R. Covington,,31-40,,
8:07.0,Turnover by R. Covington (offensive foul),,31-40,,
8:07.0,R. Holmes enters the game for J. Okafor,,31-40,,
8:07.0,,,31-40,,W. Hernangomez enters the game for K. O'Quinn
7:52.0,,,31-40,,L. Thomas misses 2-pt shot from 16 ft
7:51.0,Defensive rebound by R. Covington,,31-40,,
7:44.0,Offensive charge foul by D. Saric,,31-40,,
7:44.0,Turnover by D. Saric (offensive foul),,31-40,,
7:32.0,,,31-40,,B. Jennings misses 2-pt shot from 2 ft (block by R. Holmes)
7:31.0,,,31-40,,Offensive rebound by Team
7:31.0,Inbound foul by G. Henderson,,31-40,,
7:31.0,,,31-41,1,M. Kuzminskas makes free throw 1 of 1
7:31.0,,,31-40,,C. Lee enters the game for J. Holiday
7:24.0,,,31-43,2,W. Hernangomez makes 2-pt shot at rim (assist by M. Kuzminskas)
7:16.0,R. Covington misses 3-pt shot from 25 ft,,31-43,,
7:15.0,Offensive rebound by D. Saric,,31-43,,
7:14.0,D. Saric makes 2-pt shot from 1 ft,2,33-43,,
7:09.0,,,33-43,,Turnover by B. Jennings (bad pass)
7:09.0,T. McConnell enters the game for S. Rodriguez,,33-43,,
7:09.0,,,33-43,,C. Anthony enters the game for L. Thomas
7:09.0,,,33-43,,D. Rose enters the game for B. Jennings
6:53.0,D. Saric makes 2-pt shot from 3 ft,2,35-43,,
6:37.0,,,35-45,2,C. Lee makes 2-pt shot from 19 ft
6:27.0,G. Henderson makes 2-pt shot from 2 ft,2,37-45,,
6:11.0,,,37-48,3,C. Lee makes 3-pt shot from 23 ft (assist by C. Anthony)
5:59.0,D. Saric misses 3-pt shot from 25 ft,,37-48,,
5:58.0,,,37-48,,Defensive rebound by W. Hernangomez
5:53.0,,,37-48,,Shooting foul by T. McConnell (drawn by D. Rose)
5:53.0,Official timeout,,37-48,,
5:53.0,,,37-49,1,D. Rose makes free throw 1 of 2
5:53.0,,,37-50,1,D. Rose makes free throw 2 of 2
5:53.0,,,37-48,,K. O'Quinn enters the game for W. Hernangomez
5:53.0,,,37-49,,W. Hernangomez enters the game for K. O'Quinn
5:33.0,Shooting foul by C. Lee (drawn by D. Saric),,37-50,,
5:33.0,D. Saric makes free throw 1 of 2,1,38-50,,
5:33.0,D. Saric makes free throw 2 of 2,1,39-50,,
5:17.0,Def 3 sec tech foul by D. Saric,,39-50,,
5:17.0,,,39-51,1,C. Anthony makes technical free throw
5:10.0,,,39-51,,C. Lee misses 3-pt shot from 23 ft
5:09.0,Defensive rebound by R. Covington,,39-51,,
5:01.0,R. Covington misses 2-pt shot at rim,,39-51,,
5:00.0,Offensive rebound by G. Henderson,,39-51,,
4:51.0,Shooting foul by W. Hernangomez (drawn by R. Holmes),,39-51,,
4:51.0,R. Holmes makes free throw 1 of 2,1,40-51,,
4:51.0,R. Holmes misses free throw 2 of 2,,40-51,,
4:51.0,,,40-51,,L. Thomas enters the game for M. Kuzminskas
4:49.0,,,40-51,,Defensive rebound by L. Thomas
4:26.0,,,40-51,,W. Hernangomez misses 2-pt shot from 2 ft (block by R. Holmes)
4:25.0,,,40-51,,Offensive rebound by Team
4:25.0,,,40-51,,Turnover by Team (shot clock)
4:11.0,R. Covington makes 3-pt shot from 25 ft (assist by G. Henderson),3,43-51,,
3:53.0,,,43-51,,D. Rose misses 2-pt shot from 2 ft
3:52.0,Defensive rebound by R. Covington,,43-51,,
3:46.0,D. Saric misses 3-pt shot from 24 ft,,43-51,,
3:45.0,,,43-51,,Defensive rebound by D. Rose
3:37.0,,,43-51,,C. Anthony misses 3-pt shot from 25 ft
3:36.0,,,43-51,,Offensive rebound by W. Hernangomez
3:26.0,,,43-54,3,L. Thomas makes 3-pt shot from 23 ft (assist by D. Rose)
3:26.0,,,43-54,,Shooting foul by R. Holmes (drawn by L. Thomas)
3:26.0,,,43-55,1,L. Thomas makes free throw 1 of 1
3:26.0,N. Stauskas enters the game for R. Holmes,,43-54,,
3:26.0,,,43-54,,K. O'Quinn enters the game for W. Hernangomez
3:21.0,Shooting foul by L. Thomas (drawn by G. Henderson),,43-55,,
3:21.0,G. Henderson misses free throw 1 of 2,,43-55,,
3:21.0,Offensive rebound by Team,,43-55,,
3:21.0,G. Henderson makes free throw 2 of 2,1,44-55,,
2:57.0,,,44-55,,C. Lee misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by T. McConnell,,44-55,,
2:45.0,R. Covington makes 2-pt shot from 18 ft (assist by D. Saric),2,46-55,,
2:34.0,,,46-55,,D. Rose misses 2-pt shot from 2 ft
2:33.0,Defensive rebound by R. Covington,,46-55,,
2:26.0,Turnover by N. Stauskas (lost ball; steal by C. Lee),,46-55,,
2:21.0,,,46-55,,Turnover by C. Anthony (lost ball; steal by R. Covington)
2:17.0,R. Covington makes 2-pt shot from 1 ft,2,48-55,,
2:16.0,,,48-55,,New York full timeout
1:59.0,,,48-58,3,C. Anthony makes 3-pt shot from 25 ft (assist by K. O'Quinn)
1:44.0,R. Covington misses 3-pt shot from 25 ft,,48-58,,
1:43.0,,,48-58,,Defensive rebound by D. Rose
1:36.0,,,48-58,,D. Rose misses 2-pt shot from 3 ft
1:35.0,Defensive rebound by D. Saric,,48-58,,
1:31.0,,,48-58,,Personal foul by D. Rose (drawn by D. Saric)
1:19.0,D. Saric misses 2-pt shot from 18 ft,,48-58,,
1:18.0,,,48-58,,Defensive rebound by L. Thomas
1:01.0,,,48-58,,L. Thomas misses 2-pt shot from 2 ft (block by R. Covington)
1:00.0,Defensive rebound by D. Saric,,48-58,,
0:45.0,N. Stauskas misses 2-pt shot at rim,,48-58,,
0:44.0,Offensive rebound by D. Saric,,48-58,,
0:40.0,R. Covington misses 3-pt shot from 25 ft,,48-58,,
0:39.0,Offensive rebound by D. Saric,,48-58,,
0:35.0,R. Covington makes 2-pt shot from 2 ft (assist by G. Henderson),2,50-58,,
0:17.0,,,50-58,,D. Rose misses 2-pt shot from 2 ft
0:16.0,,,50-58,,Offensive rebound by K. O'Quinn
0:16.0,,,50-58,,K. O'Quinn misses 2-pt shot from 1 ft
0:15.0,Defensive rebound by R. Covington,,50-58,,
0:13.0,Turnover by R. Covington (bad pass; steal by K. O'Quinn),,50-58,,
0:12.0,,,50-58,,Shooting foul by T. McConnell (drawn by K. O'Quinn)
0:12.0,,,50-59,1,K. O'Quinn makes free throw 1 of 2
0:12.0,,,50-60,1,K. O'Quinn makes free throw 2 of 2
0:12.0,,,50-59,,J. Holiday enters the game for C. Anthony
0:02.0,G. Henderson misses 2-pt shot from 17 ft,,50-60,,
0:00.0,,,50-60,,Defensive rebound by C. Lee
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,50-62,2,C. Anthony makes 2-pt shot from 16 ft (assist by L. Thomas)
11:46.0,Away from play foul by R. Covington (drawn by W. Hernangomez),,50-62,,
11:46.0,,,50-63,1,W. Hernangomez makes free throw 1 of 1
11:33.0,R. Covington misses 2-pt shot from 20 ft,,50-63,,
11:32.0,,,50-63,,Defensive rebound by D. Rose
11:17.0,,,50-65,2,D. Rose makes 2-pt shot from 20 ft
11:00.0,J. Okafor misses 2-pt shot from 18 ft,,50-65,,
10:59.0,,,50-65,,Defensive rebound by W. Hernangomez
10:50.0,,,50-65,,D. Rose misses 2-pt shot from 3 ft
10:48.0,Defensive rebound by Team,,50-65,,
10:25.0,R. Covington makes 3-pt shot from 25 ft (assist by D. Saric),3,53-65,,
10:02.0,,,53-67,2,C. Anthony makes 2-pt shot from 15 ft
9:35.0,J. Okafor misses 2-pt shot from 3 ft (block by W. Hernangomez),,53-67,,
9:34.0,,,53-67,,Defensive rebound by W. Hernangomez
9:31.0,,,53-67,,Offensive foul by W. Hernangomez
9:31.0,,,53-67,,Turnover by W. Hernangomez (offensive foul)
9:18.0,D. Saric makes 2-pt shot from 2 ft (assist by T. McConnell),2,55-67,,
9:10.0,,,55-67,,C. Anthony misses 2-pt shot from 17 ft
9:09.0,Defensive rebound by D. Saric,,55-67,,
8:53.0,R. Covington misses 3-pt shot from 26 ft,,55-67,,
8:52.0,,,55-67,,Defensive rebound by L. Thomas
8:39.0,,,55-67,,L. Thomas misses 2-pt shot from 1 ft
8:38.0,Defensive rebound by D. Saric,,55-67,,
8:29.0,D. Saric misses 2-pt shot from 1 ft,,55-67,,
8:28.0,,,55-67,,Defensive rebound by C. Lee
8:22.0,,,55-70,3,C. Anthony makes 3-pt shot from 25 ft (assist by C. Lee)
8:21.0,Philadelphia full timeout,,55-70,,
8:03.0,J. Okafor makes 2-pt shot at rim (assist by R. Covington),2,57-70,,
7:42.0,,,57-72,2,D. Rose makes 2-pt shot from 12 ft
7:28.0,G. Henderson misses 3-pt shot from 26 ft,,57-72,,
7:27.0,,,57-72,,Defensive rebound by C. Anthony
7:17.0,,,57-74,2,C. Anthony makes 2-pt shot from 18 ft
7:03.0,,,57-74,,Personal foul by C. Anthony (drawn by D. Saric)
7:03.0,N. Stauskas enters the game for G. Henderson,,57-74,,
7:03.0,T. Luwawu-Cabarrot enters the game for R. Covington,,57-74,,
6:52.0,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft,,57-74,,
6:51.0,,,57-74,,Defensive rebound by W. Hernangomez
6:45.0,Personal foul by T. Luwawu-Cabarrot (drawn by C. Anthony),,57-74,,
6:45.0,,,57-74,,M. Kuzminskas enters the game for L. Thomas
6:45.0,R. Holmes enters the game for J. Okafor,,57-74,,
6:33.0,,,57-74,,C. Lee misses 2-pt shot from 11 ft
6:32.0,Defensive rebound by R. Holmes,,57-74,,
6:17.0,D. Saric misses 3-pt shot from 26 ft,,57-74,,
6:16.0,,,57-74,,Defensive rebound by C. Lee
6:08.0,,,57-74,,C. Anthony misses 3-pt shot from 26 ft
6:07.0,Defensive rebound by T. Luwawu-Cabarrot,,57-74,,
6:02.0,R. Holmes makes 2-pt shot at rim (assist by T. McConnell),2,59-74,,
5:39.0,,,59-76,2,D. Rose makes 2-pt shot from 13 ft
5:30.0,R. Holmes makes 3-pt shot from 25 ft (assist by T. McConnell),3,62-76,,
5:21.0,,,62-76,,C. Anthony misses 2-pt shot from 14 ft
5:20.0,Defensive rebound by D. Saric,,62-76,,
5:15.0,Turnover by T. Luwawu-Cabarrot (lost ball),,62-76,,
5:15.0,,,62-76,,K. O'Quinn enters the game for W. Hernangomez
5:15.0,,,62-76,,J. Holiday enters the game for C. Lee
5:03.0,,,62-78,2,D. Rose makes 2-pt shot from 15 ft
4:48.0,N. Stauskas misses 3-pt shot from 24 ft,,62-78,,
4:47.0,Offensive rebound by D. Saric,,62-78,,
4:46.0,D. Saric makes 2-pt shot from 2 ft,2,64-78,,
4:28.0,,,64-78,,K. O'Quinn misses 2-pt shot from 19 ft
4:27.0,Defensive rebound by T. McConnell,,64-78,,
4:23.0,Shooting foul by M. Kuzminskas (drawn by T. Luwawu-Cabarrot),,64-78,,
4:23.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,65-78,,
4:23.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,66-78,,
4:23.0,R. Covington enters the game for D. Saric,,65-78,,
4:08.0,,,66-78,,Turnover by K. O'Quinn (lost ball; steal by R. Holmes)
3:58.0,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft,,66-78,,
3:57.0,,,66-78,,Defensive rebound by D. Rose
3:46.0,,,66-78,,New York full timeout
3:43.0,,,66-78,,Turnover by C. Anthony (bad pass)
3:33.0,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft,,66-78,,
3:32.0,,,66-78,,Defensive rebound by J. Holiday
3:09.0,,,66-80,2,D. Rose makes 2-pt shot from 8 ft (assist by M. Kuzminskas)
2:51.0,N. Stauskas misses 2-pt shot from 2 ft,,66-80,,
2:50.0,,,66-80,,Defensive rebound by K. O'Quinn
2:40.0,,,66-80,,J. Holiday misses 2-pt shot from 14 ft
2:39.0,Defensive rebound by N. Stauskas,,66-80,,
2:34.0,N. Stauskas misses 3-pt shot from 26 ft,,66-80,,
2:33.0,,,66-80,,Defensive rebound by Team
2:11.0,,,66-80,,C. Anthony misses 3-pt shot from 24 ft
2:10.0,,,66-80,,Offensive rebound by K. O'Quinn
2:06.0,,,66-82,2,C. Anthony makes 2-pt shot from 1 ft (assist by K. O'Quinn)
1:52.0,,,66-82,,Personal foul by C. Anthony (drawn by R. Covington)
1:52.0,,,66-82,,B. Jennings enters the game for C. Anthony
1:52.0,,,66-82,,L. Thomas enters the game for D. Rose
1:39.0,R. Covington makes 2-pt shot from 2 ft (assist by T. McConnell),2,68-82,,
1:29.0,S. Rodriguez enters the game for T. McConnell,,68-82,,
1:27.0,,,68-82,,Shooting foul by S. Rodriguez (drawn by B. Jennings)
1:27.0,,,68-83,1,B. Jennings makes free throw 1 of 3
1:27.0,,,68-84,1,B. Jennings makes free throw 2 of 3
1:27.0,,,68-84,,B. Jennings misses free throw 3 of 3
1:26.0,Defensive rebound by N. Stauskas,,68-84,,
1:13.0,,,68-84,,Personal foul by L. Thomas (drawn by R. Covington)
1:13.0,R. Covington makes free throw 1 of 2,1,69-84,,
1:13.0,R. Covington makes free throw 2 of 2,1,70-84,,
1:00.0,,,70-86,2,J. Holiday makes 2-pt shot from 22 ft (assist by B. Jennings)
0:46.0,N. Stauskas makes 3-pt shot from 24 ft,3,73-86,,
0:35.0,,,73-86,,B. Jennings misses 2-pt shot from 14 ft
0:34.0,Defensive rebound by N. Stauskas,,73-86,,
0:14.0,S. Rodriguez misses 3-pt shot from 24 ft,,73-86,,
0:13.0,Offensive rebound by R. Holmes,,73-86,,
0:11.0,R. Holmes misses 2-pt shot at rim,,73-86,,
0:09.0,Offensive rebound by T. Luwawu-Cabarrot,,73-86,,
0:00.0,S. Rodriguez makes 2-pt shot from 4 ft,2,75-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,R. Covington misses 3-pt shot from 26 ft,,75-86,,
11:45.0,Offensive rebound by D. Saric,,75-86,,
11:37.0,Shooting foul by W. Hernangomez (drawn by N. Stauskas),,75-86,,
11:37.0,N. Stauskas makes free throw 1 of 2,1,76-86,,
11:37.0,N. Stauskas makes free throw 2 of 2,1,77-86,,
11:16.0,,,77-89,3,J. Holiday makes 3-pt shot from 25 ft (assist by L. Thomas)
11:05.0,Turnover by S. Rodriguez (lost ball),,77-89,,
10:51.0,,,77-91,2,J. Holiday makes 2-pt shot from 19 ft
10:50.0,Philadelphia full timeout,,77-91,,
10:30.0,S. Rodriguez misses 2-pt shot from 7 ft,,77-91,,
10:29.0,,,77-91,,Defensive rebound by L. Thomas
10:16.0,,,77-91,,B. Jennings misses 2-pt shot from 1 ft
10:15.0,Defensive rebound by D. Saric,,77-91,,
10:09.0,N. Stauskas makes 3-pt shot from 23 ft (assist by D. Saric),3,80-91,,
9:55.0,,,80-91,,L. Thomas misses 3-pt shot from 24 ft
9:54.0,,,80-91,,Offensive rebound by W. Hernangomez
9:54.0,,,80-93,2,W. Hernangomez makes 2-pt shot from 2 ft
9:36.0,R. Holmes makes 2-pt shot from 14 ft (assist by D. Saric),2,82-93,,
9:16.0,,,82-93,,J. Holiday misses 2-pt shot from 4 ft (block by N. Stauskas)
9:15.0,Defensive rebound by D. Saric,,82-93,,
9:12.0,Turnover by N. Stauskas (bad pass),,82-93,,
9:12.0,G. Henderson enters the game for R. Covington,,82-93,,
9:03.0,,,82-93,,Shooting foul by G. Henderson (drawn by W. Hernangomez)
9:03.0,,,82-94,1,W. Hernangomez makes free throw 1 of 2
9:03.0,,,82-95,1,W. Hernangomez makes free throw 2 of 2
8:53.0,,,82-95,,Violation by B. Jennings (kicked ball)
8:53.0,J. Okafor enters the game for R. Holmes,,82-95,,
8:40.0,N. Stauskas makes 2-pt shot from 14 ft,2,84-95,,
8:21.0,,,84-97,2,L. Thomas makes 2-pt shot from 18 ft
8:04.0,G. Henderson misses 2-pt shot from 17 ft,,84-97,,
8:03.0,Offensive rebound by Team,,84-97,,
8:03.0,,,84-97,,Loose ball foul by L. Thomas (drawn by J. Okafor)
7:58.0,,,84-97,,Personal foul by B. Jennings (drawn by S. Rodriguez)
7:51.0,J. Okafor makes 2-pt shot from 1 ft (assist by S. Rodriguez),2,86-97,,
7:51.0,,,86-97,,Shooting block foul by W. Hernangomez (drawn by J. Okafor)
7:51.0,J. Okafor makes free throw 1 of 1,1,87-97,,
7:51.0,,,86-97,,D. Rose enters the game for B. Jennings
7:51.0,,,86-97,,C. Anthony enters the game for M. Kuzminskas
7:51.0,T. McConnell enters the game for S. Rodriguez,,86-97,,
7:33.0,,,87-97,,J. Holiday misses 2-pt shot from 16 ft
7:32.0,,,87-97,,Offensive rebound by J. Holiday
7:20.0,,,87-97,,D. Rose misses 2-pt shot from 17 ft
7:19.0,,,87-97,,Offensive rebound by Team
7:19.0,Loose ball foul by D. Saric (drawn by W. Hernangomez),,87-97,,
7:19.0,,,87-97,,K. O'Quinn enters the game for W. Hernangomez
