time,Boston,pts.away,score,pts.home,Philadelphia
4:55.0,,,14-20,,R. Holmes enters the game for J. Okafor
4:55.0,,,14-20,,H. Thompson enters the game for G. Henderson
4:47.0,,,14-22,2,S. Rodriguez makes 2-pt shot from 16 ft
4:28.0,Turnover by K. Olynyk (3 sec),,14-22,,
4:17.0,,,14-22,,Turnover by S. Rodriguez (lost ball)
4:02.0,I. Thomas makes 2-pt shot from 1 ft,2,16-22,,
3:50.0,Personal foul by I. Thomas (drawn by S. Rodriguez),,16-22,,
3:50.0,,,16-22,,T. McConnell enters the game for S. Rodriguez
3:50.0,,,16-22,,N. Stauskas enters the game for E. Ilyasova
3:50.0,J. Jerebko enters the game for A. Bradley,,16-22,,
3:34.0,,,16-22,,N. Stauskas misses 3-pt shot from 28 ft
3:34.0,,,16-22,,Offensive rebound by Team
3:34.0,,,16-22,,Turnover by Team (shot clock)
3:23.0,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas),2,18-22,,
3:05.0,,,18-22,,R. Holmes misses 3-pt shot from 23 ft
3:03.0,Defensive rebound by J. Jerebko,,18-22,,
2:44.0,I. Thomas makes 2-pt shot from 3 ft (assist by K. Olynyk),2,20-22,,
2:32.0,,,20-22,,Turnover by R. Holmes (offensive foul)
2:32.0,,,20-22,,Offensive foul by R. Holmes
2:13.0,Turnover by K. Olynyk (lost ball),,20-22,,
2:09.0,Personal foul by K. Olynyk (drawn by R. Holmes),,20-22,,
2:01.0,,,20-25,3,D. Saric makes 3-pt shot from 27 ft (assist by R. Holmes)
1:42.0,Shooting foul by R. Holmes (drawn by J. Brown),,20-25,,
1:42.0,J. Brown makes free throw 1 of 2,1,21-25,,
1:42.0,J. Brown makes free throw 2 of 2,1,22-25,,
1:42.0,T. Rozier enters the game for I. Thomas,,21-25,,
1:42.0,A. Horford enters the game for K. Olynyk,,21-25,,
1:22.0,,,22-25,,H. Thompson misses 2-pt shot from 19 ft
1:20.0,,,22-25,,Offensive rebound by T. McConnell
1:17.0,,,22-27,2,D. Saric makes 2-pt shot from 14 ft (assist by T. McConnell)
1:00.0,M. Smart misses 3-pt shot from 25 ft,,22-27,,
0:59.0,,,22-27,,Defensive rebound by D. Saric
0:49.0,,,22-30,3,H. Thompson makes 3-pt shot from 25 ft (assist by T. McConnell)
0:33.0,T. Rozier misses 2-pt shot from 21 ft,,22-30,,
0:31.0,,,22-30,,Defensive rebound by H. Thompson
0:14.0,,,22-30,,T. McConnell misses 2-pt shot from 10 ft
0:12.0,Defensive rebound by T. Rozier,,22-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,22-30,,Personal foul by E. Ilyasova (drawn by A. Horford)
11:31.0,A. Horford makes 2-pt shot from 2 ft (assist by J. Crowder),2,24-30,,
11:22.0,Violation by J. Crowder (kicked ball),,24-30,,
11:08.0,,,24-30,,N. Stauskas misses 2-pt shot from 1 ft
11:07.0,,,24-30,,Offensive rebound by D. Saric
11:03.0,,,24-30,,Shooting foul by M. Smart (drawn by E. Ilyasova)
11:03.0,,,24-31,1,E. Ilyasova makes free throw 1 of 2
11:03.0,,,24-32,1,E. Ilyasova makes free throw 2 of 2
10:53.0,J. Crowder makes 2-pt shot from 1 ft (assist by M. Smart),2,26-32,,
10:31.0,,,26-32,,D. Saric misses 2-pt shot from 16 ft
10:29.0,Defensive rebound by J. Brown,,26-32,,
10:23.0,J. Brown misses 2-pt shot from 2 ft,,26-32,,
10:20.0,,,26-32,,Defensive rebound by D. Saric
10:09.0,,,26-34,2,T. McConnell makes 2-pt shot from 8 ft
9:57.0,M. Smart makes 2-pt shot from 2 ft (assist by J. Brown),2,28-34,,
9:49.0,,,28-34,,Turnover by D. Saric (traveling)
9:49.0,,,28-34,,J. Okafor enters the game for D. Saric
9:49.0,G. Green enters the game for J. Brown,,28-34,,
9:25.0,,,28-34,,Personal foul by H. Thompson (drawn by G. Green)
9:18.0,M. Smart misses 3-pt shot from 25 ft,,28-34,,
9:17.0,,,28-34,,Defensive rebound by T. McConnell
9:08.0,,,28-34,,T. McConnell misses 2-pt shot from 10 ft
9:07.0,Defensive rebound by M. Smart,,28-34,,
9:02.0,,,28-34,,Personal foul by N. Stauskas (drawn by A. Horford)
9:02.0,,,28-34,,S. Rodriguez enters the game for T. McConnell
8:53.0,G. Green misses 3-pt shot from 24 ft,,28-34,,
8:52.0,,,28-34,,Defensive rebound by N. Stauskas
8:47.0,,,28-34,,Turnover by N. Stauskas (lost ball; steal by M. Smart)
8:44.0,Shooting foul by N. Stauskas (drawn by G. Green),,28-34,,
8:44.0,Official timeout,,28-34,,
8:44.0,G. Green makes free throw 1 of 2,1,29-34,,
8:44.0,G. Green misses free throw 2 of 2,,29-34,,
8:44.0,,,29-34,,G. Henderson enters the game for N. Stauskas
8:44.0,,,29-34,,T. Luwawu-Cabarrot enters the game for H. Thompson
8:42.0,,,29-34,,Defensive rebound by E. Ilyasova
8:29.0,,,29-34,,Turnover by E. Ilyasova (bad pass; steal by G. Green)
8:09.0,G. Green misses 2-pt shot from 10 ft,,29-34,,
8:08.0,,,29-34,,Defensive rebound by T. Luwawu-Cabarrot
7:56.0,,,29-34,,J. Okafor misses 2-pt shot from 3 ft
7:54.0,Defensive rebound by T. Rozier,,29-34,,
7:48.0,T. Rozier misses 2-pt shot from 6 ft,,29-34,,
7:47.0,,,29-34,,Defensive rebound by T. Luwawu-Cabarrot
7:42.0,Personal foul by M. Smart (drawn by S. Rodriguez),,29-34,,
7:32.0,,,29-34,,Shooting foul by J. Crowder (drawn by G. Henderson)
7:32.0,,,29-34,,G. Henderson misses free throw 1 of 2
7:32.0,,,29-34,,Offensive rebound by Team
7:32.0,,,29-35,1,G. Henderson makes free throw 2 of 2
7:14.0,T. Rozier misses 3-pt shot from 24 ft,,29-35,,
7:12.0,,,29-35,,Defensive rebound by E. Ilyasova
6:56.0,,,29-35,,J. Okafor misses 2-pt shot from 6 ft
6:55.0,Defensive rebound by M. Smart,,29-35,,
6:55.0,,,29-35,,Loose ball foul by J. Okafor (drawn by M. Smart)
6:55.0,M. Smart misses free throw 1 of 2,,29-35,,
6:55.0,Offensive rebound by Team,,29-35,,
6:55.0,M. Smart makes free throw 2 of 2,1,30-35,,
6:55.0,K. Olynyk enters the game for A. Horford,,29-35,,
6:55.0,J. Jerebko enters the game for T. Rozier,,29-35,,
6:55.0,I. Thomas enters the game for G. Green,,29-35,,
6:45.0,,,30-38,3,S. Rodriguez makes 3-pt shot from 24 ft
6:28.0,K. Olynyk makes 3-pt shot from 24 ft (assist by I. Thomas),3,33-38,,
6:22.0,,,33-38,,Turnover by S. Rodriguez (bad pass)
6:22.0,A. Bradley enters the game for M. Smart,,33-38,,
6:13.0,I. Thomas makes 2-pt shot from 15 ft,2,35-38,,
5:56.0,,,35-41,3,S. Rodriguez makes 3-pt shot from 24 ft
5:35.0,A. Bradley misses 3-pt shot from 24 ft,,35-41,,
5:34.0,,,35-41,,Defensive rebound by J. Okafor
5:29.0,,,35-41,,Philadelphia full timeout
5:14.0,,,35-41,,Shooting foul by J. Jerebko (drawn by T. Luwawu-Cabarrot)
5:14.0,,,35-42,1,T. Luwawu-Cabarrot makes free throw 1 of 2
5:14.0,,,35-43,1,T. Luwawu-Cabarrot makes free throw 2 of 2
4:58.0,Jump ball: E. Ilyasova vs. K. Olynyk,,,,Jump ball: E. Ilyasova vs. K. Olynyk
4:57.0,,,35-43,,D. Saric enters the game for E. Ilyasova
4:48.0,A. Bradley misses 3-pt shot from 26 ft,,35-43,,
4:48.0,Offensive rebound by Team,,35-43,,
4:48.0,Turnover by Team (shot clock),,35-43,,
4:38.0,A. Horford enters the game for J. Jerebko,,35-43,,
4:38.0,M. Smart enters the game for K. Olynyk,,35-43,,
4:27.0,,,35-46,3,G. Henderson makes 3-pt shot from 25 ft (assist by S. Rodriguez)
4:12.0,I. Thomas makes 2-pt shot from 21 ft,2,37-46,,
3:55.0,,,37-46,,Turnover by J. Okafor (traveling)
3:55.0,T. Zeller enters the game for J. Crowder,,37-46,,
3:46.0,Turnover by I. Thomas (bad pass; steal by J. Okafor),,37-46,,
3:31.0,,,37-46,,J. Okafor misses 2-pt shot from 8 ft
3:29.0,Defensive rebound by A. Bradley,,37-46,,
3:21.0,A. Bradley makes 2-pt shot from 20 ft,2,39-46,,
2:58.0,,,39-46,,S. Rodriguez misses 3-pt shot from 24 ft
2:55.0,,,39-46,,Offensive rebound by Team
2:55.0,Boston full timeout,,39-46,,
2:55.0,,,39-46,,H. Thompson enters the game for T. Luwawu-Cabarrot
2:48.0,,,39-46,,S. Rodriguez misses 2-pt shot from 2 ft
2:46.0,Defensive rebound by A. Horford,,39-46,,
2:26.0,A. Bradley misses 3-pt shot from 26 ft,,39-46,,
2:24.0,,,39-46,,Defensive rebound by S. Rodriguez
2:12.0,,,39-49,3,D. Saric makes 3-pt shot from 24 ft (assist by G. Henderson)
1:54.0,I. Thomas makes 3-pt shot from 25 ft (assist by A. Bradley),3,42-49,,
1:33.0,,,42-49,,G. Henderson misses 3-pt shot from 24 ft
1:32.0,Defensive rebound by A. Bradley,,42-49,,
1:25.0,I. Thomas misses 2-pt shot from 4 ft,,42-49,,
1:24.0,,,42-49,,Defensive rebound by D. Saric
1:24.0,Loose ball foul by T. Zeller (drawn by D. Saric),,42-49,,
1:24.0,,,42-50,1,D. Saric makes free throw 1 of 2
1:24.0,,,42-51,1,D. Saric makes free throw 2 of 2
1:24.0,,,42-50,,T. McConnell enters the game for S. Rodriguez
1:08.0,A. Horford misses 2-pt shot from 5 ft,,42-51,,
1:06.0,,,42-51,,Defensive rebound by G. Henderson
0:49.0,,,42-53,2,G. Henderson makes 2-pt shot from 1 ft
0:42.0,A. Bradley misses 2-pt shot from 14 ft,,42-53,,
0:40.0,,,42-53,,Defensive rebound by D. Saric
0:34.0,,,42-53,,D. Saric misses 3-pt shot from 27 ft
0:32.0,Defensive rebound by A. Bradley,,42-53,,
0:12.0,A. Bradley makes 3-pt shot from 25 ft (assist by M. Smart),3,45-53,,
0:09.0,,,45-53,,Philadelphia full timeout
0:09.0,J. Crowder enters the game for I. Thomas,,45-53,,
0:09.0,J. Brown enters the game for T. Zeller,,45-53,,
0:00.0,,,45-53,,T. McConnell misses 2-pt shot from 7 ft
0:00.0,,,45-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,A. Johnson makes 2-pt shot at rim (assist by A. Horford),2,47-53,,
11:29.0,,,47-56,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by S. Rodriguez)
11:13.0,A. Bradley makes 2-pt shot from 19 ft,2,49-56,,
11:01.0,Personal foul by J. Crowder (drawn by G. Henderson),,49-56,,
10:50.0,,,49-56,,E. Ilyasova misses 3-pt shot from 27 ft
10:48.0,Defensive rebound by A. Johnson,,49-56,,
10:40.0,A. Bradley makes 2-pt shot from 19 ft,2,51-56,,
10:39.0,,,51-56,,Philadelphia full timeout
10:21.0,,,51-56,,N. Stauskas misses 3-pt shot from 27 ft
10:19.0,Defensive rebound by I. Thomas,,51-56,,
9:59.0,A. Horford misses 2-pt shot from 7 ft,,51-56,,
9:57.0,,,51-56,,Defensive rebound by J. Okafor
9:43.0,,,51-56,,G. Henderson misses 2-pt shot from 19 ft
9:42.0,Defensive rebound by A. Bradley,,51-56,,
9:33.0,A. Bradley misses 3-pt shot from 26 ft,,51-56,,
9:31.0,,,51-56,,Defensive rebound by S. Rodriguez
9:29.0,,,51-56,,Shooting foul by A. Johnson (drawn by E. Ilyasova)
9:29.0,,,51-58,2,E. Ilyasova makes 2-pt shot from 3 ft (assist by S. Rodriguez)
9:29.0,,,51-59,1,E. Ilyasova makes free throw 1 of 1
9:11.0,,,51-59,,Personal foul by G. Henderson (drawn by A. Horford)
8:59.0,A. Johnson makes 2-pt shot from 4 ft (assist by A. Horford),2,53-59,,
8:48.0,Personal block foul by A. Bradley (drawn by S. Rodriguez),,53-59,,
8:40.0,,,53-59,,S. Rodriguez misses 2-pt shot from 16 ft
8:39.0,,,53-59,,Offensive rebound by Team
8:39.0,Loose ball foul by A. Horford (drawn by E. Ilyasova),,53-59,,
8:31.0,,,53-61,2,E. Ilyasova makes 2-pt shot from 18 ft (assist by S. Rodriguez)
8:23.0,Shooting foul by J. Okafor (drawn by I. Thomas),,53-61,,
8:23.0,I. Thomas makes free throw 1 of 2,1,54-61,,
8:23.0,I. Thomas makes free throw 2 of 2,1,55-61,,
8:10.0,Personal foul by I. Thomas (drawn by N. Stauskas),,55-61,,
8:10.0,,,55-62,1,N. Stauskas makes free throw 1 of 2
8:10.0,,,55-63,1,N. Stauskas makes free throw 2 of 2
7:50.0,J. Crowder makes 3-pt shot from 25 ft (assist by A. Johnson),3,58-63,,
7:34.0,,,58-65,2,J. Okafor makes 2-pt shot from 5 ft
7:24.0,Shooting foul by J. Okafor (drawn by I. Thomas),,58-65,,
7:24.0,I. Thomas makes free throw 1 of 2,1,59-65,,
7:24.0,I. Thomas makes free throw 2 of 2,1,60-65,,
7:24.0,M. Smart enters the game for A. Horford,,59-65,,
7:04.0,,,60-65,,E. Ilyasova misses 2-pt shot from 2 ft
7:03.0,Defensive rebound by J. Crowder,,60-65,,
6:53.0,I. Thomas makes 2-pt shot from 1 ft (assist by J. Crowder),2,62-65,,
6:44.0,,,62-65,,E. Ilyasova misses 3-pt shot from 23 ft
6:42.0,Defensive rebound by J. Crowder,,62-65,,
6:36.0,I. Thomas misses 2-pt shot from 8 ft,,62-65,,
6:34.0,Offensive rebound by A. Bradley,,62-65,,
6:23.0,I. Thomas misses 2-pt shot from 2 ft (block by J. Okafor),,62-65,,
6:23.0,Offensive rebound by Team,,62-65,,
6:23.0,,,62-65,,D. Saric enters the game for J. Okafor
6:23.0,,,62-65,,R. Holmes enters the game for G. Henderson
6:13.0,J. Crowder misses 2-pt shot from 19 ft,,62-65,,
6:12.0,,,62-65,,Defensive rebound by E. Ilyasova
6:01.0,,,62-65,,Turnover by S. Rodriguez (lost ball; steal by A. Bradley)
5:47.0,A. Bradley makes 2-pt shot from 17 ft,2,64-65,,
5:34.0,,,64-65,,N. Stauskas misses 2-pt shot from 19 ft
5:33.0,Defensive rebound by I. Thomas,,64-65,,
5:29.0,Shooting foul by N. Stauskas (drawn by I. Thomas),,64-65,,
5:29.0,I. Thomas makes free throw 1 of 3,1,65-65,,
5:29.0,I. Thomas makes free throw 2 of 3,1,66-65,,
5:29.0,I. Thomas makes free throw 3 of 3,1,67-65,,
5:29.0,,,66-65,,T. McConnell enters the game for S. Rodriguez
5:29.0,K. Olynyk enters the game for A. Johnson,,66-65,,
5:21.0,Personal foul by J. Crowder (drawn by R. Holmes),,67-65,,
5:21.0,,,67-66,1,R. Holmes makes free throw 1 of 2
5:21.0,,,67-67,1,R. Holmes makes free throw 2 of 2
5:05.0,J. Crowder misses 3-pt shot from 25 ft,,67-67,,
5:03.0,Offensive rebound by A. Bradley,,67-67,,
5:02.0,A. Bradley makes 2-pt shot from 2 ft,2,69-67,,
4:50.0,,,69-67,,Offensive charge foul by R. Holmes
4:50.0,,,69-67,,Turnover by R. Holmes (offensive foul)
4:50.0,J. Jerebko enters the game for J. Crowder,,69-67,,
4:31.0,A. Bradley makes 2-pt shot from 1 ft (assist by I. Thomas),2,71-67,,
4:14.0,,,71-67,,N. Stauskas misses 3-pt shot from 25 ft
4:12.0,,,71-67,,Offensive rebound by R. Holmes
4:11.0,Personal foul by J. Jerebko (drawn by R. Holmes),,71-67,,
4:11.0,,,71-67,,R. Holmes misses free throw 1 of 2
4:11.0,,,71-67,,Offensive rebound by Team
4:11.0,,,71-68,1,R. Holmes makes free throw 2 of 2
4:11.0,,,71-67,,T. Luwawu-Cabarrot enters the game for N. Stauskas
3:54.0,,,71-68,,Personal foul by T. Luwawu-Cabarrot (drawn by K. Olynyk)
3:54.0,K. Olynyk misses free throw 1 of 2,,71-68,,
3:54.0,Offensive rebound by Team,,71-68,,
3:54.0,K. Olynyk makes free throw 2 of 2,1,72-68,,
3:30.0,,,72-68,,Turnover by Team (shot clock)
3:30.0,,,72-68,,H. Thompson enters the game for E. Ilyasova
3:23.0,Offensive foul by K. Olynyk,,72-68,,
3:23.0,Turnover by K. Olynyk (offensive foul),,72-68,,
3:23.0,T. Rozier enters the game for I. Thomas,,72-68,,
3:07.0,,,72-68,,R. Holmes misses 2-pt shot from 1 ft
3:06.0,,,72-68,,Offensive rebound by D. Saric
3:06.0,,,72-70,2,D. Saric makes 2-pt shot at rim
2:39.0,J. Jerebko makes 2-pt shot from 21 ft (assist by A. Bradley),2,74-70,,
2:20.0,,,74-72,2,D. Saric makes 2-pt shot from 18 ft
1:58.0,Turnover by M. Smart (step out of bounds),,74-72,,
1:58.0,Boston full timeout,,74-72,,
1:58.0,A. Horford enters the game for J. Jerebko,,74-72,,
1:44.0,,,74-72,,Turnover by T. McConnell (traveling)
1:21.0,A. Horford misses 2-pt shot from 12 ft,,74-72,,
1:19.0,Offensive rebound by T. Rozier,,74-72,,
1:04.0,M. Smart misses 3-pt shot from 27 ft,,74-72,,
1:02.0,,,74-72,,Defensive rebound by D. Saric
0:42.0,,,74-72,,Shooting foul by K. Olynyk (drawn by T. Luwawu-Cabarrot)
0:42.0,,,74-72,,T. Luwawu-Cabarrot misses free throw 1 of 2
0:42.0,,,74-72,,Offensive rebound by Team
0:42.0,,,74-72,,T. Luwawu-Cabarrot misses free throw 2 of 2
0:41.0,Defensive rebound by A. Horford,,74-72,,
0:23.0,Turnover by T. Rozier (lost ball; steal by D. Saric),,74-72,,
0:19.0,,,74-72,,N. Stauskas enters the game for T. Luwawu-Cabarrot
0:19.0,J. Brown enters the game for K. Olynyk,,74-72,,
0:19.0,,,74-72,,E. Ilyasova enters the game for R. Holmes
0:03.0,,,74-74,2,T. McConnell makes 2-pt shot from 2 ft
0:01.0,A. Bradley misses 3-pt shot from 51 ft,,74-74,,
0:00.0,Offensive rebound by Team,,74-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,74-76,2,H. Thompson makes 2-pt shot from 16 ft (assist by D. Saric)
11:32.0,M. Smart makes 2-pt shot from 2 ft (assist by A. Horford),2,76-76,,
11:16.0,,,76-76,,D. Saric misses 2-pt shot from 19 ft
11:14.0,Defensive rebound by J. Jerebko,,76-76,,
11:06.0,A. Horford misses 3-pt shot from 26 ft,,76-76,,
11:04.0,Offensive rebound by J. Jerebko,,76-76,,
11:02.0,J. Crowder makes 3-pt shot from 25 ft (assist by J. Jerebko),3,79-76,,
10:35.0,,,79-76,,H. Thompson misses 2-pt shot from 22 ft
10:33.0,Defensive rebound by J. Jerebko,,79-76,,
10:22.0,A. Horford makes 3-pt shot from 26 ft (assist by M. Smart),3,82-76,,
10:22.0,,,82-76,,Philadelphia full timeout
10:22.0,,,82-76,,E. Ilyasova enters the game for D. Saric
10:22.0,,,82-76,,G. Henderson enters the game for H. Thompson
10:22.0,,,82-76,,S. Rodriguez enters the game for T. McConnell
10:07.0,,,82-78,2,J. Okafor makes 2-pt shot from 2 ft (assist by E. Ilyasova)
9:51.0,J. Jerebko misses 2-pt shot from 22 ft,,82-78,,
9:49.0,,,82-78,,Defensive rebound by E. Ilyasova
9:28.0,,,82-78,,E. Ilyasova misses 2-pt shot from 15 ft
9:26.0,Defensive rebound by J. Jerebko,,82-78,,
9:10.0,Turnover by J. Jerebko (lost ball; steal by S. Rodriguez),,82-78,,
9:04.0,,,82-78,,N. Stauskas misses 3-pt shot from 26 ft
9:02.0,,,82-78,,Offensive rebound by G. Henderson
9:02.0,,,82-78,,Shooting foul by J. Jerebko (drawn by G. Henderson)
9:02.0,,,82-79,1,G. Henderson makes free throw 1 of 2
9:02.0,,,82-80,1,G. Henderson makes free throw 2 of 2
8:48.0,M. Smart misses 3-pt shot from 25 ft,,82-80,,
8:46.0,Offensive rebound by J. Crowder,,82-80,,
8:43.0,J. Crowder makes 2-pt shot from 3 ft,2,84-80,,
8:26.0,Def 3 sec tech foul by J. Brown,,84-80,,
8:26.0,,,84-81,1,S. Rodriguez makes technical free throw
8:15.0,,,84-81,,S. Rodriguez misses 3-pt shot from 26 ft
8:13.0,Defensive rebound by J. Brown,,84-81,,
7:57.0,Turnover by A. Horford (step out of bounds),,84-81,,
7:57.0,I. Thomas enters the game for M. Smart,,84-81,,
7:47.0,,,84-81,,Shooting foul by A. Horford (drawn by J. Okafor)
7:47.0,,,84-82,1,J. Okafor makes free throw 1 of 2
7:47.0,,,84-83,1,J. Okafor makes free throw 2 of 2
7:35.0,,,84-83,,Personal foul by J. Okafor (drawn by I. Thomas)
7:35.0,A. Johnson enters the game for A. Horford,,84-83,,
7:28.0,I. Thomas misses 3-pt shot from 25 ft,,84-83,,
7:26.0,,,84-83,,Defensive rebound by S. Rodriguez
7:14.0,,,84-83,,Turnover by J. Okafor (lost ball; steal by I. Thomas)
7:11.0,J. Brown makes 2-pt shot at rim (assist by I. Thomas),2,86-83,,
6:48.0,,,86-83,,Turnover by G. Henderson (bad pass)
6:38.0,,,86-83,,Personal foul by S. Rodriguez (drawn by J. Brown)
6:38.0,,,86-83,,D. Saric enters the game for J. Okafor
6:29.0,J. Crowder misses 3-pt shot from 27 ft,,86-83,,
6:27.0,,,86-83,,Defensive rebound by D. Saric
6:12.0,,,86-83,,Turnover by D. Saric (lost ball; steal by J. Crowder)
6:09.0,Shooting foul by G. Henderson (drawn by I. Thomas),,86-83,,
6:09.0,I. Thomas makes free throw 1 of 2,1,87-83,,
6:09.0,I. Thomas misses free throw 2 of 2,,87-83,,
6:08.0,,,87-83,,Defensive rebound by N. Stauskas
5:54.0,,,87-83,,G. Henderson misses 2-pt shot from 1 ft (block by J. Brown)
5:52.0,Defensive rebound by J. Crowder,,87-83,,
5:48.0,J. Jerebko makes 3-pt shot from 27 ft (assist by I. Thomas),3,90-83,,
5:47.0,,,90-83,,Philadelphia full timeout
5:47.0,Official timeout,,90-83,,
5:47.0,A. Bradley enters the game for J. Crowder,,90-83,,
5:37.0,,,90-86,3,N. Stauskas makes 3-pt shot from 26 ft (assist by G. Henderson)
5:24.0,J. Jerebko misses 3-pt shot from 23 ft,,90-86,,
5:22.0,,,90-86,,Defensive rebound by D. Saric
5:03.0,,,90-88,2,N. Stauskas makes 2-pt shot from 2 ft
5:02.0,Boston full timeout,,90-88,,
5:02.0,J. Crowder enters the game for A. Johnson,,90-88,,
5:02.0,M. Smart enters the game for J. Brown,,90-88,,
5:02.0,A. Horford enters the game for J. Jerebko,,90-88,,
5:02.0,,,90-88,,J. Okafor enters the game for E. Ilyasova
4:51.0,,,90-88,,Personal foul by G. Henderson (drawn by J. Crowder)
4:46.0,Shooting foul by S. Rodriguez (drawn by I. Thomas),,90-88,,
4:46.0,I. Thomas makes free throw 1 of 2,1,91-88,,
4:46.0,I. Thomas makes free throw 2 of 2,1,92-88,,
4:28.0,,,92-91,3,D. Saric makes 3-pt shot from 27 ft (assist by J. Okafor)
4:14.0,I. Thomas makes 2-pt shot from 16 ft,2,94-91,,
3:50.0,,,94-91,,S. Rodriguez misses 2-pt shot at rim (block by A. Horford)
3:48.0,Defensive rebound by I. Thomas,,94-91,,
3:38.0,I. Thomas makes 3-pt shot from 26 ft,3,97-91,,
3:16.0,,,97-91,,Turnover by D. Saric (bad pass)
3:05.0,,,97-91,,Personal foul by J. Okafor (drawn by I. Thomas)
3:05.0,I. Thomas misses free throw 1 of 2,,97-91,,
3:05.0,Offensive rebound by Team,,97-91,,
3:05.0,I. Thomas makes free throw 2 of 2,1,98-91,,
2:56.0,,,98-94,3,S. Rodriguez makes 3-pt shot from 25 ft
