time,New York,pts.away,score,pts.home,Toronto
8:41.0,,,3-4,,Defensive rebound by J. Valanciunas
8:29.0,,,3-4,,D. DeRozan misses 2-pt shot from 18 ft
8:28.0,Defensive rebound by D. Rose,,3-4,,
8:22.0,D. Rose misses 2-pt shot from 11 ft,,3-4,,
8:22.0,,,3-4,,Defensive rebound by J. Valanciunas
8:10.0,,,3-4,,Shooting foul by J. Noah (drawn by K. Lowry)
8:10.0,,,3-4,,K. Lowry misses free throw 1 of 2
8:10.0,,,3-4,,Offensive rebound by Team
8:10.0,,,3-5,1,K. Lowry makes free throw 2 of 2
7:51.0,C. Anthony makes 2-pt shot from 8 ft,2,5-5,,
7:37.0,,,5-7,2,J. Valanciunas makes 2-pt shot from 16 ft (assist by D. DeRozan)
7:15.0,K. O'Quinn enters the game for J. Noah,,5-7,,
7:12.0,D. Rose misses 2-pt shot from 7 ft (block by D. Carroll),,5-7,,
7:12.0,Offensive rebound by Team,,5-7,,
7:12.0,Turnover by Team (shot clock),,5-7,,
6:59.0,,,5-7,,Shooting foul by M. Kuzminskas (drawn by D. Carroll)
6:59.0,,,5-8,1,D. Carroll makes free throw 1 of 3
6:59.0,,,5-9,1,D. Carroll makes free throw 2 of 3
6:59.0,,,5-10,1,D. Carroll makes free throw 3 of 3
6:40.0,C. Anthony misses 2-pt shot from 12 ft,,5-10,,
6:40.0,,,5-10,,Defensive rebound by K. Lowry
6:36.0,Violation by D. Rose (kicked ball),,5-10,,
6:34.0,Personal foul by C. Lee (drawn by D. DeRozan),,5-10,,
6:24.0,,,5-10,,D. DeRozan misses 2-pt shot from 12 ft
6:23.0,,,5-10,,Offensive rebound by J. Valanciunas
6:22.0,,,5-10,,J. Valanciunas misses 2-pt shot from 2 ft
6:22.0,,,5-10,,Offensive rebound by Team
6:15.0,,,5-13,3,K. Lowry makes 3-pt shot from 25 ft (assist by L. Nogueira)
5:59.0,,,5-13,,Personal foul by D. Carroll (drawn by C. Anthony)
5:44.0,K. O'Quinn misses 2-pt shot from 21 ft,,5-13,,
5:44.0,,,5-13,,Defensive rebound by J. Valanciunas
5:30.0,,,5-13,,D. DeRozan misses 2-pt shot from 17 ft (block by D. Rose)
5:28.0,Defensive rebound by K. O'Quinn,,5-13,,
5:22.0,D. Rose makes 2-pt shot from 2 ft,2,7-13,,
5:13.0,,,7-13,,D. Carroll misses 3-pt shot from 24 ft
5:12.0,Defensive rebound by K. O'Quinn,,7-13,,
5:00.0,C. Anthony makes 3-pt shot from 25 ft (assist by D. Rose),3,10-13,,
4:43.0,,,10-15,2,J. Valanciunas makes 2-pt shot from 8 ft (assist by K. Lowry)
4:31.0,M. Kuzminskas makes 3-pt shot from 24 ft (assist by K. O'Quinn),3,13-15,,
4:24.0,,,13-15,,Toronto full timeout
4:24.0,W. Hernangomez enters the game for M. Kuzminskas,,13-15,,
4:24.0,,,13-15,,T. Ross enters the game for L. Nogueira
4:13.0,,,13-15,,D. DeRozan misses 2-pt shot from 3 ft (block by K. O'Quinn)
4:12.0,Defensive rebound by K. O'Quinn,,13-15,,
3:58.0,C. Anthony makes 2-pt shot from 21 ft,2,15-15,,
3:37.0,,,15-17,2,D. DeRozan makes 2-pt shot from 2 ft
3:16.0,K. O'Quinn makes 2-pt shot from 5 ft (assist by D. Rose),2,17-17,,
2:59.0,,,17-19,2,J. Valanciunas makes 2-pt shot from 16 ft (assist by D. DeRozan)
2:43.0,K. O'Quinn makes 2-pt shot from 16 ft (assist by C. Anthony),2,19-19,,
2:30.0,,,19-21,2,D. DeRozan makes 2-pt shot from 4 ft
2:04.0,K. O'Quinn misses 2-pt shot from 2 ft,,19-21,,
2:03.0,Offensive rebound by W. Hernangomez,,19-21,,
1:59.0,W. Hernangomez makes 2-pt shot from 1 ft,2,21-21,,
1:54.0,,,21-21,,K. Lowry misses 3-pt shot from 24 ft
1:54.0,,,21-21,,Offensive rebound by J. Valanciunas
1:52.0,,,21-21,,Turnover by J. Valanciunas (bad pass; steal by C. Lee)
1:41.0,C. Anthony makes 3-pt shot from 25 ft (assist by K. O'Quinn),3,24-21,,
1:27.0,,,24-21,,Shooting foul by K. O'Quinn (drawn by D. DeRozan)
1:27.0,,,24-22,1,D. DeRozan makes free throw 1 of 2
1:27.0,,,24-23,1,D. DeRozan makes free throw 2 of 2
1:27.0,,,24-22,,L. Nogueira enters the game for J. Valanciunas
1:27.0,,,24-22,,C. Joseph enters the game for K. Lowry
1:27.0,M. Kuzminskas enters the game for C. Anthony,,24-22,,
1:27.0,,,24-22,,N. Powell enters the game for D. Carroll
1:27.0,B. Jennings enters the game for D. Rose,,24-22,,
1:13.0,C. Lee makes 2-pt shot from 20 ft (assist by B. Jennings),2,26-23,,
1:01.0,,,26-25,2,D. DeRozan makes 2-pt shot from 8 ft
0:36.0,B. Jennings misses 3-pt shot from 25 ft,,26-25,,
0:35.0,Offensive rebound by W. Hernangomez,,26-25,,
0:32.0,W. Hernangomez misses 2-pt shot from 2 ft,,26-25,,
0:32.0,,,26-25,,Defensive rebound by D. DeRozan
0:28.0,,,26-25,,Shooting foul by K. O'Quinn (drawn by D. DeRozan)
0:28.0,,,26-26,1,D. DeRozan makes free throw 1 of 2
0:28.0,,,26-27,1,D. DeRozan makes free throw 2 of 2
0:28.0,M. Ndour enters the game for K. O'Quinn,,26-26,,
0:07.0,C. Lee misses 3-pt shot from 24 ft,,26-27,,
0:06.0,,,26-27,,Defensive rebound by D. DeRozan
0:00.0,,,26-27,,D. DeRozan misses 2-pt shot from 9 ft
0:00.0,,,26-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,26-29,2,L. Nogueira makes 2-pt shot from 3 ft (assist by K. Lowry)
11:23.0,M. Kuzminskas misses 3-pt shot from 25 ft,,26-29,,
11:23.0,,,26-29,,Defensive rebound by C. Joseph
11:14.0,,,26-29,,C. Joseph misses 2-pt shot from 15 ft
11:14.0,Defensive rebound by M. Ndour,,26-29,,
11:10.0,Turnover by M. Ndour (bad pass; steal by C. Joseph),,26-29,,
11:04.0,,,26-32,3,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph)
10:51.0,B. Jennings misses 2-pt shot from 9 ft,,26-32,,
10:51.0,,,26-32,,Defensive rebound by Team
10:51.0,Loose ball foul by W. Hernangomez (drawn by L. Nogueira),,26-32,,
10:41.0,,,26-35,3,K. Lowry makes 3-pt shot from 25 ft
10:41.0,,,26-35,,Shooting foul by W. Hernangomez (drawn by K. Lowry)
10:41.0,,,26-36,1,K. Lowry makes free throw 1 of 1
10:41.0,J. Noah enters the game for W. Hernangomez,,26-35,,
10:41.0,D. Rose enters the game for M. Ndour,,26-35,,
10:26.0,M. Kuzminskas makes 2-pt shot from 1 ft (assist by J. Noah),2,28-36,,
10:13.0,,,28-39,3,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry)
9:58.0,Shooting foul by N. Powell (drawn by D. Rose),,28-39,,
9:58.0,D. Rose misses free throw 1 of 2,,28-39,,
9:58.0,Offensive rebound by Team,,28-39,,
9:58.0,D. Rose makes free throw 2 of 2,1,29-39,,
9:44.0,,,29-39,,C. Joseph misses 2-pt shot from 16 ft
9:44.0,Defensive rebound by J. Noah,,29-39,,
9:35.0,M. Kuzminskas makes 2-pt shot at rim (assist by B. Jennings),2,31-39,,
9:11.0,,,31-41,2,N. Powell makes 2-pt shot from 1 ft
8:57.0,J. Holiday makes 3-pt shot from 26 ft (assist by B. Jennings),3,34-41,,
8:40.0,,,34-41,,N. Powell misses 2-pt shot from 18 ft
8:40.0,Defensive rebound by J. Noah,,34-41,,
8:28.0,D. Rose makes 2-pt shot from 11 ft (assist by M. Kuzminskas),2,36-41,,
8:22.0,,,36-41,,Toronto full timeout
8:10.0,,,36-43,2,K. Lowry makes 2-pt shot from 20 ft
7:56.0,,,36-43,,Personal foul by N. Powell (drawn by J. Noah)
7:52.0,Turnover by J. Holiday (bad pass; steal by L. Nogueira),,36-43,,
7:44.0,,,36-43,,T. Ross misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by J. Holiday,,36-43,,
7:37.0,Turnover by M. Kuzminskas (step out of bounds),,36-43,,
7:23.0,,,36-43,,K. Lowry misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by J. Noah,,36-43,,
7:16.0,Turnover by B. Jennings (bad pass; steal by L. Nogueira),,36-43,,
7:09.0,,,36-46,3,N. Powell makes 3-pt shot from 23 ft (assist by C. Joseph)
6:51.0,Shooting foul by L. Nogueira (drawn by D. Rose),,36-46,,
6:51.0,D. Rose makes free throw 1 of 2,1,37-46,,
6:51.0,D. Rose makes free throw 2 of 2,1,38-46,,
6:51.0,C. Anthony enters the game for M. Kuzminskas,,37-46,,
6:51.0,,,37-46,,D. Carroll enters the game for C. Joseph
6:38.0,,,38-48,2,K. Lowry makes 2-pt shot from 2 ft
6:13.0,C. Anthony misses 2-pt shot from 16 ft,,38-48,,
6:11.0,,,38-48,,Defensive rebound by L. Nogueira
6:05.0,,,38-48,,D. Carroll misses 3-pt shot from 24 ft
6:05.0,Defensive rebound by Team,,38-48,,
5:43.0,J. Holiday misses 3-pt shot from 24 ft,,38-48,,
5:42.0,,,38-48,,Defensive rebound by L. Nogueira
5:26.0,,,38-51,3,T. Ross makes 3-pt shot from 24 ft
5:10.0,D. Rose makes 2-pt shot from 2 ft,2,40-51,,
5:01.0,Shooting block foul by B. Jennings (drawn by N. Powell),,40-51,,
5:01.0,Official timeout,,40-51,,
5:01.0,,,40-52,1,N. Powell makes free throw 1 of 2
5:01.0,,,40-53,1,N. Powell makes free throw 2 of 2
5:01.0,C. Lee enters the game for B. Jennings,,40-51,,
5:01.0,,,40-51,,D. DeRozan enters the game for L. Nogueira
5:01.0,,,40-51,,J. Valanciunas enters the game for T. Ross
4:43.0,J. Holiday misses 2-pt shot from 19 ft,,40-53,,
4:42.0,,,40-53,,Defensive rebound by J. Valanciunas
4:29.0,,,40-53,,N. Powell misses 2-pt shot from 18 ft
4:29.0,,,40-53,,Offensive rebound by N. Powell
4:24.0,,,40-55,2,N. Powell makes 2-pt shot from 1 ft
4:14.0,J. Noah misses 2-pt shot from 3 ft,,40-55,,
4:14.0,Offensive rebound by Team,,40-55,,
4:11.0,,,40-55,,Personal foul by D. DeRozan (drawn by J. Noah)
3:59.0,C. Lee makes 3-pt shot from 25 ft (assist by D. Rose),3,43-55,,
3:38.0,,,43-58,3,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry)
3:26.0,Shooting foul by K. Lowry (drawn by C. Anthony),,43-58,,
3:26.0,C. Anthony misses free throw 1 of 2,,43-58,,
3:26.0,Offensive rebound by Team,,43-58,,
3:26.0,C. Anthony makes free throw 2 of 2,1,44-58,,
3:26.0,,,43-58,,C. Joseph enters the game for K. Lowry
3:11.0,,,44-60,2,D. DeRozan makes 2-pt shot from 2 ft
2:58.0,C. Anthony makes 3-pt shot from 22 ft (assist by J. Noah),3,47-60,,
2:37.0,,,47-60,,D. DeRozan misses 2-pt shot from 6 ft
2:37.0,,,47-60,,Offensive rebound by J. Valanciunas
2:33.0,,,47-62,2,J. Valanciunas makes 2-pt shot from 2 ft
2:22.0,D. Rose misses 2-pt shot from 14 ft,,47-62,,
2:22.0,Offensive rebound by J. Noah,,47-62,,
2:17.0,C. Anthony misses 3-pt shot from 22 ft,,47-62,,
2:17.0,Offensive rebound by J. Noah,,47-62,,
2:12.0,C. Anthony makes 2-pt shot from 3 ft (assist by J. Noah),2,49-62,,
1:59.0,,,49-62,,D. Carroll misses 3-pt shot from 25 ft
1:59.0,Defensive rebound by J. Noah,,49-62,,
1:53.0,D. Rose makes 2-pt shot from 2 ft,2,51-62,,
1:53.0,Shooting foul by J. Valanciunas (drawn by D. Rose),,51-62,,
1:53.0,New York full timeout,,51-62,,
1:53.0,D. Rose makes free throw 1 of 1,1,52-62,,
1:53.0,,,51-62,,T. Ross enters the game for N. Powell
1:33.0,,,52-62,,C. Joseph misses 2-pt shot from 15 ft
1:31.0,Defensive rebound by C. Lee,,52-62,,
1:22.0,C. Anthony misses 3-pt shot from 25 ft,,52-62,,
1:22.0,,,52-62,,Defensive rebound by D. DeRozan
1:11.0,,,52-64,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan)
0:46.0,C. Anthony misses 2-pt shot from 3 ft,,52-64,,
0:46.0,,,52-64,,Defensive rebound by D. Carroll
0:38.0,,,52-67,3,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph)
0:26.0,D. Rose makes 2-pt shot from 15 ft,2,54-67,,
0:20.0,,,54-67,,Toronto full timeout
0:20.0,K. O'Quinn enters the game for J. Noah,,54-67,,
0:03.0,,,54-67,,Shooting foul by C. Anthony (drawn by D. Carroll)
0:03.0,,,54-68,1,D. Carroll makes free throw 1 of 2
0:03.0,,,54-69,1,D. Carroll makes free throw 2 of 2
0:03.0,New York full timeout,,54-69,,
0:03.0,,,54-68,,L. Nogueira enters the game for J. Valanciunas
0:03.0,W. Hernangomez enters the game for C. Lee,,54-69,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,54-69,,J. Valanciunas misses 2-pt shot from 20 ft
11:36.0,Defensive rebound by W. Hernangomez,,54-69,,
11:10.0,C. Lee misses 2-pt shot from 19 ft,,54-69,,
11:10.0,,,54-69,,Defensive rebound by J. Valanciunas
10:47.0,,,54-69,,K. Lowry misses 2-pt shot from 10 ft (block by J. Noah)
10:46.0,,,54-69,,Offensive rebound by Team
10:46.0,,,54-69,,Turnover by Team (shot clock)
10:26.0,D. Rose misses 2-pt shot from 2 ft,,54-69,,
10:26.0,,,54-69,,Defensive rebound by J. Valanciunas
10:13.0,,,54-71,2,D. DeRozan makes 2-pt shot from 14 ft
10:01.0,New York full timeout,,54-71,,
9:46.0,Turnover by Team (shot clock),,54-71,,
9:29.0,,,54-73,2,K. Lowry makes 2-pt shot from 4 ft
9:15.0,W. Hernangomez misses 3-pt shot from 23 ft,,54-73,,
9:15.0,,,54-73,,Defensive rebound by Team
9:15.0,Loose ball foul by J. Noah (drawn by J. Valanciunas),,54-73,,
9:15.0,Technical foul by J. Noah (drawn by J. Valanciunas),,54-73,,
9:15.0,,,54-74,1,D. DeRozan makes technical free throw
9:03.0,,,54-74,,Turnover by K. Lowry (bad pass)
8:47.0,C. Anthony misses 2-pt shot from 19 ft,,54-74,,
8:46.0,Offensive rebound by J. Noah,,54-74,,
8:46.0,W. Hernangomez misses 2-pt shot from 2 ft,,54-74,,
8:46.0,Offensive rebound by J. Noah,,54-74,,
8:46.0,Shooting foul by J. Valanciunas (drawn by J. Noah),,54-74,,
8:46.0,J. Noah misses free throw 1 of 2,,54-74,,
8:46.0,Offensive rebound by Team,,54-74,,
8:46.0,J. Noah misses free throw 2 of 2,,54-74,,
8:45.0,,,54-74,,Defensive rebound by J. Valanciunas
8:24.0,,,54-74,,Turnover by J. Valanciunas (lost ball)
8:00.0,D. Rose misses 2-pt shot from 19 ft,,54-74,,
7:59.0,,,54-74,,Defensive rebound by J. Valanciunas
7:46.0,,,54-74,,D. Carroll misses 3-pt shot from 26 ft
7:45.0,Defensive rebound by W. Hernangomez,,54-74,,
7:42.0,Turnover by D. Rose (bad pass),,54-74,,
7:23.0,,,54-74,,D. DeRozan misses 2-pt shot from 20 ft (block by C. Anthony)
7:21.0,Defensive rebound by W. Hernangomez,,54-74,,
7:20.0,,,54-74,,Personal foul by D. DeRozan (drawn by D. Rose)
7:09.0,Turnover by W. Hernangomez (bad pass; steal by D. Carroll),,54-74,,
7:03.0,,,54-76,2,D. Carroll makes 2-pt shot at rim
6:50.0,C. Anthony makes 2-pt shot from 21 ft,2,56-76,,
6:23.0,,,56-78,2,K. Lowry makes 2-pt shot from 2 ft
6:21.0,Turnover by W. Hernangomez (bad pass; steal by L. Nogueira),,56-78,,
6:13.0,,,56-80,2,D. Carroll makes 2-pt shot from 3 ft (assist by K. Lowry)
6:13.0,New York full timeout,,56-80,,
6:13.0,K. O'Quinn enters the game for W. Hernangomez,,56-80,,
5:56.0,C. Anthony misses 2-pt shot from 2 ft (block by K. Lowry),,56-80,,
5:56.0,Offensive rebound by Team,,56-80,,
5:54.0,K. O'Quinn misses 2-pt shot from 2 ft,,56-80,,
5:53.0,Offensive rebound by K. O'Quinn,,56-80,,
5:53.0,K. O'Quinn misses 2-pt shot from 2 ft,,56-80,,
5:52.0,Offensive rebound by K. O'Quinn,,56-80,,
5:48.0,Jump ball: D. Carroll vs. K. O'Quinn (K. Lowry gains possession),,,,Jump ball: D. Carroll vs. K. O'Quinn (K. Lowry gains possession)
5:48.0,Turnover by K. O'Quinn (lost ball; steal by D. Carroll),,56-80,,
5:33.0,Violation by K. O'Quinn (def goaltending),,56-80,,
5:33.0,,,56-82,2,D. Carroll makes 2-pt shot from 2 ft (assist by D. DeRozan)
5:16.0,Turnover by C. Anthony (bad pass),,56-82,,
5:05.0,,,56-84,2,D. DeRozan makes 2-pt shot from 2 ft (assist by K. Lowry)
4:57.0,Turnover by D. Rose (lost ball; steal by K. Lowry),,56-84,,
4:54.0,,,56-84,,Turnover by D. DeRozan (bad pass; steal by C. Lee)
4:49.0,C. Lee misses 3-pt shot from 25 ft,,56-84,,
4:48.0,,,56-84,,Defensive rebound by D. DeRozan
4:33.0,,,56-86,2,D. Carroll makes 2-pt shot at rim (assist by K. Lowry)
4:16.0,C. Lee misses 2-pt shot from 19 ft,,56-86,,
4:15.0,,,56-86,,Defensive rebound by D. DeRozan
4:09.0,,,56-88,2,D. DeRozan makes 2-pt shot from 2 ft
3:50.0,D. Rose misses 2-pt shot from 18 ft,,56-88,,
3:50.0,,,56-88,,Defensive rebound by K. Lowry
3:46.0,,,56-90,2,D. Carroll makes 2-pt shot from 2 ft (assist by K. Lowry)
3:45.0,New York full timeout,,56-90,,
3:45.0,R. Baker enters the game for C. Anthony,,56-90,,
3:45.0,J. Holiday enters the game for J. Noah,,56-90,,
3:45.0,B. Jennings enters the game for C. Lee,,56-90,,
3:45.0,M. Kuzminskas enters the game for D. Rose,,56-90,,
3:30.0,K. O'Quinn misses 2-pt shot from 21 ft,,56-90,,
3:30.0,,,56-90,,Defensive rebound by J. Valanciunas
3:14.0,,,56-92,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
2:47.0,J. Holiday misses 3-pt shot from 24 ft,,56-92,,
2:46.0,,,56-92,,Defensive rebound by K. Lowry
2:40.0,,,56-92,,Shooting foul by M. Kuzminskas (drawn by D. DeRozan)
2:40.0,,,56-93,1,D. DeRozan makes free throw 1 of 2
2:40.0,,,56-94,1,D. DeRozan makes free throw 2 of 2
2:40.0,W. Hernangomez enters the game for K. O'Quinn,,56-93,,
2:40.0,,,56-93,,C. Joseph enters the game for K. Lowry
2:40.0,,,56-93,,T. Ross enters the game for D. Carroll
2:27.0,M. Kuzminskas misses 3-pt shot from 23 ft,,56-94,,
2:27.0,,,56-94,,Defensive rebound by T. Ross
2:08.0,,,56-94,,T. Ross misses 3-pt shot from 25 ft
2:07.0,Defensive rebound by W. Hernangomez,,56-94,,
1:54.0,B. Jennings misses 2-pt shot from 12 ft,,56-94,,
1:53.0,Offensive rebound by W. Hernangomez,,56-94,,
1:51.0,W. Hernangomez makes 2-pt shot from 2 ft,2,58-94,,
1:34.0,,,58-96,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan)
1:08.0,J. Holiday makes 2-pt shot from 17 ft (assist by B. Jennings),2,60-96,,
0:52.0,,,60-96,,D. DeRozan misses 2-pt shot from 15 ft
0:50.0,Defensive rebound by W. Hernangomez,,60-96,,
0:42.0,M. Kuzminskas misses 2-pt shot from 2 ft,,60-96,,
0:42.0,Offensive rebound by Team,,60-96,,
0:42.0,,,60-96,,P. Siakam enters the game for L. Nogueira
0:42.0,,,60-96,,N. Powell enters the game for D. DeRozan
0:33.0,R. Baker makes 2-pt shot from 1 ft,2,62-96,,
0:22.0,,,62-96,,N. Powell misses 2-pt shot from 17 ft
0:21.0,,,62-96,,Offensive rebound by P. Siakam
0:19.0,,,62-96,,P. Siakam misses 2-pt shot from 2 ft
0:17.0,Defensive rebound by B. Jennings,,62-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by R. Baker (bad pass; steal by P. Siakam),,62-96,,
11:34.0,,,62-98,2,P. Siakam makes 2-pt shot from 2 ft (assist by T. Ross)
11:15.0,B. Jennings makes 2-pt shot from 1 ft,2,64-98,,
10:52.0,,,64-100,2,N. Powell makes 2-pt shot from 1 ft
10:37.0,Shooting foul by J. Poeltl (drawn by J. Holiday),,64-100,,
10:37.0,J. Holiday makes free throw 1 of 2,1,65-100,,
10:37.0,J. Holiday makes free throw 2 of 2,1,66-100,,
10:12.0,,,66-100,,C. Joseph misses 2-pt shot from 2 ft
10:11.0,Defensive rebound by R. Baker,,66-100,,
10:05.0,B. Jennings makes 3-pt shot from 25 ft,3,69-100,,
10:01.0,,,69-100,,Turnover by J. Poeltl (bad pass; steal by B. Jennings)
10:01.0,Shooting foul by J. Poeltl (drawn by B. Jennings),,69-100,,
10:01.0,B. Jennings makes free throw 1 of 2,1,70-100,,
10:01.0,B. Jennings makes free throw 2 of 2,1,71-100,,
9:46.0,,,71-100,,J. Poeltl misses 2-pt shot from 3 ft (block by W. Hernangomez)
9:46.0,,,71-100,,Offensive rebound by Team
9:41.0,,,71-100,,N. Powell misses 3-pt shot from 24 ft
9:41.0,Defensive rebound by Team,,71-100,,
9:41.0,,,71-100,,Loose ball foul by J. Poeltl (drawn by M. Kuzminskas)
9:27.0,W. Hernangomez makes 2-pt shot from 3 ft (assist by R. Baker),2,73-100,,
9:27.0,Shooting foul by J. Poeltl (drawn by W. Hernangomez),,73-100,,
9:27.0,W. Hernangomez makes free throw 1 of 1,1,74-100,,
9:03.0,,,74-100,,T. Ross misses 2-pt shot from 16 ft
9:02.0,Defensive rebound by B. Jennings,,74-100,,
8:56.0,J. Holiday makes 3-pt shot from 24 ft (assist by B. Jennings),3,77-100,,
8:56.0,,,77-100,,Toronto full timeout
8:30.0,,,77-100,,C. Joseph misses 2-pt shot from 3 ft (block by R. Baker)
8:29.0,Defensive rebound by W. Hernangomez,,77-100,,
8:23.0,R. Baker makes 3-pt shot from 25 ft (assist by B. Jennings),3,80-100,,
8:14.0,Personal foul by B. Jennings (drawn by C. Joseph),,80-100,,
8:09.0,,,80-102,2,C. Joseph makes 2-pt shot from 2 ft
8:04.0,,,80-102,,Personal foul by J. Poeltl (drawn by B. Jennings)
8:04.0,B. Jennings makes free throw 1 of 2,1,81-102,,
8:04.0,B. Jennings makes free throw 2 of 2,1,82-102,,
8:04.0,,,81-102,,L. Nogueira enters the game for J. Poeltl
7:48.0,,,82-102,,N. Powell misses 3-pt shot from 24 ft
7:48.0,Defensive rebound by W. Hernangomez,,82-102,,
7:40.0,B. Jennings misses 2-pt shot from 3 ft (block by P. Siakam),,82-102,,
7:39.0,,,82-102,,Defensive rebound by T. Ross
7:30.0,,,82-102,,L. Nogueira misses 2-pt shot from 3 ft
7:29.0,Defensive rebound by W. Hernangomez,,82-102,,
7:21.0,M. Kuzminskas misses 3-pt shot from 24 ft,,82-102,,
7:21.0,Offensive rebound by Team,,82-102,,
7:21.0,,,82-102,,Loose ball foul by T. Ross (drawn by W. Hernangomez)
7:21.0,W. Hernangomez misses free throw 1 of 2,,82-102,,
7:21.0,Offensive rebound by Team,,82-102,,
7:21.0,W. Hernangomez makes free throw 2 of 2,1,83-102,,
7:21.0,S. Vujacic enters the game for J. Holiday,,82-102,,
7:07.0,,,83-102,,Shooting foul by M. Kuzminskas (drawn by L. Nogueira)
7:07.0,,,83-102,,L. Nogueira misses free throw 1 of 2
7:07.0,,,83-102,,Offensive rebound by Team
7:07.0,,,83-102,,L. Nogueira misses free throw 2 of 2
7:06.0,,,83-102,,Offensive rebound by P. Siakam
6:57.0,,,83-104,2,N. Powell makes 2-pt shot from 2 ft
6:43.0,,,83-104,,Personal block foul by P. Siakam (drawn by M. Kuzminskas)
6:43.0,M. Kuzminskas makes free throw 1 of 2,1,84-104,,
6:43.0,M. Kuzminskas makes free throw 2 of 2,1,85-104,,
6:30.0,,,85-104,,C. Joseph misses 2-pt shot from 19 ft
6:29.0,Defensive rebound by R. Baker,,85-104,,
6:18.0,B. Jennings misses 3-pt shot from 24 ft,,85-104,,
6:18.0,Offensive rebound by W. Hernangomez,,85-104,,
6:16.0,W. Hernangomez misses 2-pt shot from 12 ft,,85-104,,
6:15.0,,,85-104,,Defensive rebound by L. Nogueira
6:02.0,,,85-106,2,C. Joseph makes 2-pt shot from 1 ft
5:51.0,S. Vujacic misses 3-pt shot from 22 ft,,85-106,,
5:50.0,,,85-106,,Defensive rebound by C. Joseph
5:37.0,,,85-106,,C. Joseph misses 3-pt shot from 25 ft
5:36.0,Defensive rebound by W. Hernangomez,,85-106,,
5:28.0,Turnover by W. Hernangomez (lost ball; steal by N. Powell),,85-106,,
5:23.0,,,85-108,2,N. Powell makes 2-pt shot at rim
