time,Utah,pts.away,score,pts.home,Golden State
1:49.0,,,47-46,,A. Iguodala enters the game for P. McCaw
1:39.0,,,47-49,3,S. Curry makes 3-pt shot from 28 ft
1:21.0,,,47-49,,Personal foul by S. Curry (drawn by G. Hill)
1:21.0,Utah full timeout,,47-49,,
1:09.0,S. Mack misses 3-pt shot from 25 ft,,47-49,,
1:07.0,,,47-49,,Defensive rebound by K. Durant
0:53.0,,,47-51,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry)
0:34.0,Shooting foul by D. Green (drawn by R. Gobert),,47-51,,
0:34.0,R. Gobert makes free throw 1 of 2,1,48-51,,
0:34.0,R. Gobert makes free throw 2 of 2,1,49-51,,
0:26.0,,,49-51,,S. Curry misses 2-pt shot from 2 ft
0:26.0,Defensive rebound by J. Ingles,,49-51,,
0:07.0,Turnover by J. Ingles (bad pass; steal by D. Green),,49-51,,
0:00.0,,,49-51,,S. Curry misses 2-pt shot from 15 ft
0:00.0,,,49-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,49-53,2,P. McCaw makes 2-pt shot from 2 ft (assist by D. Green)
11:14.0,R. Gobert misses 2-pt shot from 4 ft,,49-53,,
11:13.0,,,49-53,,Defensive rebound by D. Green
11:03.0,,,49-53,,Shooting foul by R. Gobert (drawn by Z. Pachulia)
11:03.0,,,49-54,1,Z. Pachulia makes free throw 1 of 2
11:03.0,,,49-55,1,Z. Pachulia makes free throw 2 of 2
10:45.0,G. Hill makes 3-pt shot from 24 ft (assist by B. Diaw),3,52-55,,
10:31.0,,,52-55,,D. Green misses 3-pt shot from 26 ft
10:30.0,Defensive rebound by R. Gobert,,52-55,,
10:22.0,G. Hill misses 3-pt shot from 26 ft,,52-55,,
10:21.0,Offensive rebound by D. Exum,,52-55,,
10:06.0,J. Ingles makes 2-pt shot from 2 ft,2,54-55,,
9:52.0,,,54-55,,Shooting foul by G. Hill (drawn by S. Curry)
9:52.0,,,54-56,1,S. Curry makes free throw 1 of 2
9:52.0,,,54-57,1,S. Curry makes free throw 2 of 2
9:43.0,Turnover by J. Ingles (bad pass; steal by K. Durant),,54-57,,
9:38.0,,,54-57,,S. Curry misses 2-pt shot from 1 ft
9:36.0,Defensive rebound by D. Exum,,54-57,,
9:30.0,D. Exum misses 2-pt shot from 11 ft,,54-57,,
9:29.0,Offensive rebound by R. Gobert,,54-57,,
9:28.0,R. Gobert misses 2-pt shot from 3 ft,,54-57,,
9:27.0,Offensive rebound by R. Gobert,,54-57,,
9:27.0,R. Gobert misses 2-pt shot from 1 ft,,54-57,,
9:25.0,Offensive rebound by Team,,54-57,,
9:25.0,,,54-57,,Loose ball foul by D. Green (drawn by R. Gobert)
9:09.0,J. Ingles makes 2-pt shot from 11 ft (assist by G. Hill),2,56-57,,
9:06.0,,,56-57,,Technical foul by D. Green
9:06.0,G. Hill makes technical free throw,1,57-57,,
8:55.0,,,57-59,2,K. Durant makes 2-pt shot from 12 ft
8:32.0,Offensive charge foul by J. Ingles,,57-59,,
8:32.0,Turnover by J. Ingles (offensive foul),,57-59,,
8:21.0,,,57-59,,Turnover by Z. Pachulia (bad pass; steal by D. Exum)
8:20.0,Turnover by D. Exum (bad pass),,57-59,,
8:10.0,,,57-59,,Turnover by D. Green (bad pass; steal by G. Hill)
8:05.0,D. Exum makes 2-pt shot at rim (assist by J. Ingles),2,59-59,,
8:01.0,,,59-59,,Golden State full timeout
8:01.0,S. Mack enters the game for G. Hill,,59-59,,
7:53.0,Personal foul by D. Exum (drawn by K. Durant),,59-59,,
7:47.0,,,59-59,,Offensive foul by Z. Pachulia
7:47.0,,,59-59,,Turnover by Z. Pachulia (offensive foul)
7:37.0,,,59-59,,Personal foul by P. McCaw (drawn by J. Ingles)
7:28.0,S. Mack misses 3-pt shot from 26 ft,,59-59,,
7:27.0,,,59-59,,Defensive rebound by S. Curry
7:17.0,,,59-59,,D. Green misses 2-pt shot from 11 ft
7:17.0,Defensive rebound by J. Ingles,,59-59,,
6:55.0,S. Mack misses 2-pt shot from 4 ft (block by Z. Pachulia),,59-59,,
6:54.0,,,59-59,,Defensive rebound by K. Durant
6:50.0,,,59-61,2,K. Durant makes 2-pt shot from 4 ft
6:25.0,S. Mack makes 3-pt shot from 23 ft (assist by D. Exum),3,62-61,,
6:10.0,Personal foul by S. Mack (drawn by D. Green),,62-61,,
6:10.0,J. Johnson enters the game for B. Diaw,,62-61,,
6:04.0,,,62-61,,Turnover by Z. Pachulia (lost ball; steal by S. Mack)
5:54.0,D. Exum makes 3-pt shot from 22 ft (assist by J. Ingles),3,65-61,,
5:43.0,,,65-61,,K. Durant misses 3-pt shot from 26 ft
5:42.0,Defensive rebound by R. Gobert,,65-61,,
5:29.0,,,65-61,,Def 3 sec tech foul by D. Green
5:29.0,J. Johnson misses technical free throw,,65-61,,
5:29.0,Offensive rebound by Team,,65-61,,
5:29.0,,,65-61,,J. McGee enters the game for Z. Pachulia
5:29.0,,,65-61,,A. Iguodala enters the game for P. McCaw
5:19.0,R. Gobert makes 2-pt shot at rim (assist by J. Ingles),2,67-61,,
5:19.0,Shooting foul by J. McGee (drawn by R. Gobert),,67-61,,
5:19.0,R. Gobert misses free throw 1 of 1,,67-61,,
5:19.0,A. Burks enters the game for D. Exum,,67-61,,
5:18.0,,,67-61,,Defensive rebound by D. Green
5:06.0,,,67-63,2,S. Curry makes 2-pt shot from 3 ft
4:46.0,A. Burks misses 2-pt shot from 2 ft,,67-63,,
4:45.0,,,67-63,,Defensive rebound by D. Green
4:39.0,,,67-63,,A. Iguodala misses 2-pt shot from 1 ft
4:38.0,,,67-63,,Offensive rebound by J. McGee
4:33.0,,,67-63,,K. Durant misses 3-pt shot from 26 ft
4:33.0,Defensive rebound by A. Burks,,67-63,,
4:17.0,R. Gobert makes 2-pt shot at rim (assist by J. Ingles),2,69-63,,
3:57.0,,,69-63,,Turnover by A. Iguodala (bad pass)
3:57.0,D. Exum enters the game for J. Ingles,,69-63,,
3:45.0,J. Johnson misses 3-pt shot from 25 ft,,69-63,,
3:43.0,Offensive rebound by R. Gobert,,69-63,,
3:43.0,R. Gobert misses 2-pt shot from 2 ft,,69-63,,
3:42.0,,,69-63,,Defensive rebound by K. Durant
3:39.0,,,69-63,,Shooting foul by D. Exum (drawn by K. Durant)
3:39.0,,,69-64,1,K. Durant makes free throw 1 of 2
3:39.0,,,69-65,1,K. Durant makes free throw 2 of 2
3:39.0,,,69-64,,S. Livingston enters the game for D. Green
3:39.0,J. Bolomboy enters the game for R. Gobert,,69-64,,
3:28.0,D. Exum misses 2-pt shot from 14 ft,,69-65,,
3:27.0,,,69-65,,Defensive rebound by K. Durant
3:21.0,,,69-67,2,K. Durant makes 2-pt shot at rim
3:20.0,Utah full timeout,,69-67,,
2:57.0,J. Johnson misses 2-pt shot from 7 ft,,69-67,,
2:57.0,,,69-67,,Defensive rebound by J. McGee
2:42.0,,,69-69,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
2:28.0,A. Burks makes 2-pt shot from 4 ft (assist by J. Johnson),2,71-69,,
2:28.0,Shooting foul by S. Livingston (drawn by A. Burks),,71-69,,
2:28.0,A. Burks makes free throw 1 of 1,1,72-69,,
2:15.0,,,72-72,3,S. Curry makes 3-pt shot from 27 ft
1:59.0,A. Burks misses 3-pt shot from 26 ft,,72-72,,
1:59.0,,,72-72,,Defensive rebound by K. Durant
1:53.0,,,72-72,,K. Durant misses 3-pt shot from 27 ft
1:52.0,Defensive rebound by J. Bolomboy,,72-72,,
1:41.0,S. Mack misses 2-pt shot from 8 ft,,72-72,,
1:40.0,,,72-72,,Defensive rebound by K. Durant
1:36.0,,,72-74,2,S. Livingston makes 2-pt shot at rim (assist by K. Durant)
1:14.0,Shooting foul by A. Iguodala (drawn by S. Mack),,72-74,,
1:14.0,S. Mack misses free throw 1 of 2,,72-74,,
1:14.0,Offensive rebound by Team,,72-74,,
1:14.0,S. Mack misses free throw 2 of 2,,72-74,,
1:14.0,,,72-74,,P. McCaw enters the game for K. Durant
1:12.0,Offensive rebound by J. Bolomboy,,72-74,,
1:00.0,D. Exum misses 3-pt shot from 25 ft,,72-74,,
1:00.0,,,72-74,,Defensive rebound by J. McGee
0:52.0,,,72-74,,S. Curry misses 3-pt shot from 31 ft
0:51.0,Defensive rebound by J. Johnson,,72-74,,
0:44.0,S. Mack makes 2-pt shot from 1 ft (assist by J. Johnson),2,74-74,,
0:22.0,,,74-74,,A. Iguodala misses 3-pt shot from 27 ft
0:21.0,,,74-74,,Offensive rebound by S. Curry
0:17.0,,,74-74,,P. McCaw misses 2-pt shot at rim (block by J. Bolomboy)
0:17.0,Defensive rebound by A. Burks,,74-74,,
0:00.0,D. Exum misses 3-pt shot from 24 ft,,74-74,,
0:00.0,Offensive rebound by Team,,74-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,J. Johnson misses 2-pt shot from 16 ft,,74-74,,
11:44.0,,,74-74,,Defensive rebound by K. Durant
11:28.0,,,74-74,,Shooting foul by A. Burks (drawn by K. Durant)
11:28.0,,,74-75,1,K. Durant makes free throw 1 of 2
11:28.0,,,74-76,1,K. Durant makes free throw 2 of 2
11:11.0,J. Ingles misses 3-pt shot from 24 ft,,74-76,,
11:11.0,,,74-76,,Defensive rebound by S. Livingston
10:59.0,,,74-78,2,K. Durant makes 2-pt shot at rim
10:53.0,Utah full timeout,,74-78,,
10:36.0,J. Johnson makes 3-pt shot from 28 ft (assist by J. Ingles),3,77-78,,
10:09.0,,,77-78,,Shooting foul by D. Exum (drawn by A. Iguodala)
10:09.0,,,77-78,,A. Iguodala misses free throw 1 of 2
10:09.0,,,77-78,,Offensive rebound by Team
10:09.0,,,77-78,,A. Iguodala misses free throw 2 of 2
10:09.0,S. Mack enters the game for D. Exum,,77-78,,
10:08.0,Defensive rebound by S. Mack,,77-78,,
9:50.0,J. Johnson makes 2-pt shot from 18 ft,2,79-78,,
9:35.0,,,79-78,,I. Clark misses 3-pt shot from 27 ft
9:35.0,Defensive rebound by J. Johnson,,79-78,,
9:26.0,J. Ingles makes 2-pt shot from 2 ft,2,81-78,,
9:07.0,,,81-78,,Turnover by D. West (bad pass; steal by S. Mack)
8:46.0,J. Ingles misses 3-pt shot from 24 ft,,81-78,,
8:45.0,,,81-78,,Defensive rebound by A. Iguodala
8:36.0,,,81-78,,D. West misses 2-pt shot from 3 ft
8:36.0,Defensive rebound by J. Ingles,,81-78,,
8:18.0,J. Johnson misses 2-pt shot from 7 ft,,81-78,,
8:17.0,Offensive rebound by J. Bolomboy,,81-78,,
8:15.0,J. Bolomboy misses 2-pt shot from 4 ft,,81-78,,
8:13.0,,,81-78,,Defensive rebound by S. Livingston
8:08.0,,,81-78,,S. Livingston misses 2-pt shot from 14 ft
8:07.0,,,81-78,,Offensive rebound by A. Iguodala
8:07.0,,,81-80,2,A. Iguodala makes 2-pt shot at rim
7:42.0,S. Mack misses 2-pt shot from 3 ft,,81-80,,
7:42.0,Offensive rebound by Team,,81-80,,
7:42.0,Turnover by Team (shot clock),,81-80,,
7:42.0,R. Gobert enters the game for J. Bolomboy,,81-80,,
7:42.0,,,81-80,,Golden State full timeout
7:42.0,B. Diaw enters the game for J. Johnson,,81-80,,
7:42.0,,,81-80,,P. McCaw enters the game for K. Durant
7:28.0,,,81-82,2,D. West makes 2-pt shot from 19 ft (assist by A. Iguodala)
7:13.0,J. Ingles misses 2-pt shot from 2 ft,,81-82,,
7:13.0,Offensive rebound by R. Gobert,,81-82,,
7:11.0,R. Gobert makes 2-pt shot from 2 ft,2,83-82,,
6:50.0,,,83-84,2,A. Iguodala makes 2-pt shot from 17 ft (assist by D. West)
6:37.0,S. Mack makes 2-pt shot from 2 ft,2,85-84,,
6:37.0,Shooting foul by D. West (drawn by S. Mack),,85-84,,
6:37.0,S. Mack makes free throw 1 of 1,1,86-84,,
6:37.0,D. Exum enters the game for J. Ingles,,85-84,,
6:18.0,,,86-84,,S. Livingston misses 2-pt shot from 13 ft
6:17.0,Defensive rebound by R. Gobert,,86-84,,
5:54.0,S. Mack misses 3-pt shot from 26 ft,,86-84,,
5:54.0,,,86-84,,Defensive rebound by S. Livingston
5:42.0,,,86-84,,I. Clark misses 2-pt shot from 2 ft
5:42.0,Defensive rebound by D. Exum,,86-84,,
5:28.0,R. Gobert makes 2-pt shot from 3 ft (assist by S. Mack),2,88-84,,
5:22.0,,,88-84,,Golden State full timeout
5:22.0,,,88-84,,J. McGee enters the game for A. Iguodala
5:22.0,,,88-84,,J. McAdoo enters the game for S. Livingston
5:22.0,J. Johnson enters the game for A. Burks,,88-84,,
5:10.0,,,88-86,2,J. McGee makes 2-pt shot from 1 ft (assist by I. Clark)
5:10.0,,,88-86,,Shooting foul by R. Gobert (drawn by J. McGee)
5:10.0,,,88-86,,J. McGee misses free throw 1 of 1
5:08.0,Defensive rebound by R. Gobert,,88-86,,
4:47.0,B. Diaw makes 2-pt shot from 6 ft (assist by S. Mack),2,90-86,,
4:22.0,,,90-86,,D. West misses 2-pt shot from 14 ft
4:22.0,Defensive rebound by J. Johnson,,90-86,,
4:07.0,J. Johnson makes 3-pt shot from 24 ft (assist by B. Diaw),3,93-86,,
3:50.0,,,93-88,2,P. McCaw makes 2-pt shot from 9 ft
3:37.0,Shooting foul by J. McGee (drawn by R. Gobert),,93-88,,
3:37.0,R. Gobert misses free throw 1 of 2,,93-88,,
3:37.0,Offensive rebound by Team,,93-88,,
3:37.0,R. Gobert makes free throw 2 of 2,1,94-88,,
3:37.0,,,93-88,,Z. Pachulia enters the game for D. West
3:23.0,,,94-90,2,J. McGee makes 2-pt shot from 4 ft
3:15.0,,,94-90,,Personal foul by I. Clark (drawn by S. Mack)
3:08.0,B. Diaw misses 2-pt shot from 3 ft,,94-90,,
3:08.0,,,94-90,,Defensive rebound by J. McAdoo
2:51.0,,,94-90,,P. McCaw misses 2-pt shot from 10 ft
2:50.0,Defensive rebound by R. Gobert,,94-90,,
2:45.0,S. Mack makes 2-pt shot from 2 ft (assist by J. Johnson),2,96-90,,
2:36.0,,,96-90,,Shooting foul by R. Gobert (drawn by J. McGee)
2:36.0,,,96-91,1,J. McGee makes free throw 1 of 2
2:36.0,,,96-91,,J. McGee misses free throw 2 of 2
2:34.0,Defensive rebound by R. Gobert,,96-91,,
2:19.0,D. Exum misses 3-pt shot from 24 ft,,96-91,,
2:19.0,,,96-91,,Defensive rebound by I. Clark
2:09.0,,,96-94,3,J. McAdoo makes 3-pt shot from 24 ft (assist by I. Clark)
2:09.0,Utah full timeout,,96-94,,
2:09.0,J. Ingles enters the game for D. Exum,,96-94,,
1:56.0,R. Gobert makes 2-pt shot at rim (assist by B. Diaw),2,98-94,,
1:32.0,,,98-94,,I. Clark misses 2-pt shot from 4 ft (block by R. Gobert)
1:31.0,,,98-94,,Offensive rebound by Z. Pachulia
1:27.0,,,98-94,,Z. Pachulia misses 2-pt shot from 2 ft
