time,Denver,pts.away,score,pts.home,Cleveland
1:36.0,W. Chandler misses 3-pt shot from 25 ft,,31-26,,
1:35.0,Offensive rebound by N. Jokic,,31-26,,
1:30.0,W. Barton misses 3-pt shot from 26 ft,,31-26,,
1:30.0,,,31-26,,Defensive rebound by K. Love
1:18.0,,,31-26,,K. Korver misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by N. Jokic,,31-26,,
1:07.0,J. Hernangomez misses 3-pt shot from 23 ft,,31-26,,
1:07.0,Offensive rebound by W. Chandler,,31-26,,
0:56.0,N. Jokic misses 2-pt shot from 12 ft,,31-26,,
0:56.0,Offensive rebound by W. Chandler,,31-26,,
0:56.0,W. Chandler makes 2-pt shot from 1 ft,2,33-26,,
0:47.0,Personal foul by N. Jokic (drawn by K. Korver),,33-26,,
0:47.0,J. O'Bryant enters the game for W. Chandler,,33-26,,
0:46.0,,,33-28,2,K. Korver makes 2-pt shot from 9 ft (assist by K. Irving)
0:29.0,J. Nelson misses 2-pt shot from 20 ft,,33-28,,
0:28.0,,,33-28,,Defensive rebound by Team
0:09.0,,,33-28,,K. Irving misses 2-pt shot from 18 ft
0:06.0,Defensive rebound by J. Hernangomez,,33-28,,
0:05.0,,,33-28,,Personal foul by R. Jefferson (drawn by W. Barton)
0:05.0,,,33-28,,D. Liggins enters the game for K. Irving
0:01.0,Turnover by N. Jokic (bad pass; steal by K. Korver),,33-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,33-28,,Turnover by L. James (lost ball; steal by J. Hernangomez)
11:39.0,M. Miller misses 3-pt shot from 26 ft,,33-28,,
11:38.0,Offensive rebound by J. Hernangomez,,33-28,,
11:33.0,W. Barton misses 2-pt shot from 1 ft,,33-28,,
11:29.0,Offensive rebound by W. Barton,,33-28,,
11:26.0,Shooting foul by C. Frye,,33-28,,
11:26.0,J. Hernangomez makes free throw 1 of 2,1,34-28,,
11:26.0,J. Hernangomez makes free throw 2 of 2,1,35-28,,
11:13.0,,,35-30,2,R. Jefferson makes 2-pt shot from 1 ft (assist by L. James)
10:56.0,W. Barton misses 2-pt shot from 7 ft,,35-30,,
10:54.0,,,35-30,,Defensive rebound by L. James
10:51.0,,,35-30,,Shooting foul by J. O'Bryant (drawn by L. James)
10:51.0,,,35-31,1,L. James makes free throw 1 of 2
10:51.0,,,35-32,1,L. James makes free throw 2 of 2
10:32.0,W. Barton makes 2-pt shot from 18 ft,2,37-32,,
10:18.0,,,37-34,2,L. James makes 2-pt shot from 2 ft
10:18.0,,,37-34,,Shooting foul by J. Hernangomez (drawn by L. James)
10:18.0,,,37-35,1,L. James makes free throw 1 of 1
9:56.0,J. O'Bryant misses 2-pt shot from 10 ft,,37-35,,
9:55.0,,,37-35,,Defensive rebound by D. Williams
9:50.0,,,37-35,,Shooting foul by J. Hernangomez (drawn by D. Williams)
9:50.0,,,37-36,1,D. Williams makes free throw 1 of 2
9:50.0,,,37-37,1,D. Williams makes free throw 2 of 2
9:44.0,Offensive foul by M. Miller,,37-37,,
9:44.0,Turnover by M. Miller (offensive foul),,37-37,,
9:33.0,Personal foul by M. Miller (drawn by D. Williams),,37-37,,
9:28.0,,,37-37,,K. Korver misses 2-pt shot from 15 ft
9:28.0,Defensive rebound by J. O'Bryant,,37-37,,
9:10.0,W. Barton misses 2-pt shot from 2 ft,,37-37,,
9:10.0,,,37-37,,Defensive rebound by Team
9:04.0,,,37-39,2,L. James makes 2-pt shot from 2 ft
9:02.0,Denver full timeout,,37-39,,
9:02.0,N. Jokic enters the game for J. Hernangomez,,37-39,,
9:02.0,W. Chandler enters the game for J. O'Bryant,,37-39,,
8:42.0,J. Murray misses 2-pt shot from 17 ft,,37-39,,
8:42.0,,,37-39,,Defensive rebound by Team
8:23.0,,,37-41,2,K. Korver makes 2-pt shot from 21 ft (assist by L. James)
8:10.0,W. Chandler misses 2-pt shot from 17 ft,,37-41,,
8:09.0,,,37-41,,Defensive rebound by L. James
8:06.0,,,37-41,,Turnover by L. James (bad pass; steal by W. Barton)
7:55.0,N. Jokic makes 3-pt shot from 25 ft (assist by M. Miller),3,40-41,,
7:45.0,,,40-41,,Offensive foul by C. Frye
7:45.0,,,40-41,,Turnover by C. Frye (offensive foul)
7:45.0,J. Nelson enters the game for J. Murray,,40-41,,
7:29.0,M. Miller misses 3-pt shot from 25 ft,,40-41,,
7:29.0,,,40-41,,Defensive rebound by R. Jefferson
7:21.0,,,40-41,,R. Jefferson misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by W. Chandler,,40-41,,
7:12.0,Turnover by N. Jokic (bad pass),,40-41,,
7:01.0,,,40-44,3,C. Frye makes 3-pt shot from 26 ft (assist by L. James)
6:43.0,Shooting foul by R. Jefferson (drawn by W. Barton),,40-44,,
6:43.0,W. Barton makes free throw 1 of 2,1,41-44,,
6:43.0,W. Barton makes free throw 2 of 2,1,42-44,,
6:43.0,D. Arthur enters the game for M. Miller,,41-44,,
6:43.0,,,41-44,,K. Irving enters the game for R. Jefferson
6:22.0,,,42-44,,C. Frye misses 3-pt shot from 25 ft
6:22.0,Defensive rebound by D. Arthur,,42-44,,
6:15.0,W. Barton misses 2-pt shot from 9 ft,,42-44,,
6:15.0,,,42-44,,Defensive rebound by K. Irving
6:12.0,,,42-44,,Turnover by K. Irving (step out of bounds)
6:12.0,G. Harris enters the game for W. Barton,,42-44,,
6:12.0,,,42-44,,T. Thompson enters the game for C. Frye
5:50.0,W. Chandler makes 2-pt shot from 2 ft,2,44-44,,
5:34.0,,,44-44,,K. Korver misses 2-pt shot from 20 ft
5:33.0,Defensive rebound by J. Nelson,,44-44,,
5:24.0,N. Jokic misses 3-pt shot from 25 ft,,44-44,,
5:23.0,Offensive rebound by D. Arthur,,44-44,,
5:17.0,W. Chandler misses 3-pt shot from 25 ft,,44-44,,
5:16.0,,,44-44,,Defensive rebound by K. Irving
5:05.0,,,44-47,3,D. Williams makes 3-pt shot from 25 ft (assist by L. James)
4:49.0,G. Harris misses 2-pt shot from 8 ft (block by T. Thompson),,44-47,,
4:46.0,Offensive rebound by J. Nelson,,44-47,,
4:41.0,J. Nelson misses 2-pt shot from 21 ft,,44-47,,
4:40.0,,,44-47,,Defensive rebound by L. James
4:37.0,,,44-49,2,D. Williams makes 2-pt shot at rim (assist by K. Irving)
4:37.0,Denver full timeout,,44-49,,
4:37.0,Official timeout,,44-49,,
4:37.0,,,44-49,,K. Love enters the game for L. James
4:24.0,Shooting foul by K. Korver (drawn by N. Jokic),,44-49,,
4:24.0,N. Jokic makes free throw 1 of 2,1,45-49,,
4:24.0,N. Jokic makes free throw 2 of 2,1,46-49,,
4:08.0,,,46-52,3,K. Korver makes 3-pt shot from 25 ft (assist by K. Love)
3:51.0,W. Chandler makes 2-pt shot at rim (assist by N. Jokic),2,48-52,,
3:32.0,,,48-54,2,K. Korver makes 2-pt shot from 14 ft (assist by T. Thompson)
3:06.0,N. Jokic misses 2-pt shot from 13 ft,,48-54,,
3:06.0,,,48-54,,Defensive rebound by K. Korver
2:48.0,,,48-54,,Turnover by K. Love (bad pass; steal by J. Nelson)
2:36.0,W. Chandler misses 2-pt shot from 8 ft,,48-54,,
2:35.0,Offensive rebound by N. Jokic,,48-54,,
2:35.0,N. Jokic makes 2-pt shot from 1 ft,2,50-54,,
2:33.0,,,50-54,,Cleveland full timeout
2:33.0,W. Barton enters the game for D. Arthur,,50-54,,
2:33.0,,,50-54,,D. Liggins enters the game for K. Korver
2:22.0,,,50-54,,K. Irving misses 2-pt shot from 1 ft
2:21.0,Defensive rebound by Team,,50-54,,
1:59.0,G. Harris misses 3-pt shot from 28 ft,,50-54,,
1:59.0,,,50-54,,Defensive rebound by D. Liggins
1:44.0,,,50-54,,K. Irving misses 2-pt shot from 19 ft
1:44.0,Defensive rebound by W. Chandler,,50-54,,
1:25.0,N. Jokic misses 2-pt shot from 13 ft,,50-54,,
1:24.0,,,50-54,,Defensive rebound by K. Love
1:13.0,,,50-54,,K. Love misses 3-pt shot from 28 ft
1:13.0,Defensive rebound by G. Harris,,50-54,,
1:08.0,N. Jokic misses 2-pt shot from 1 ft (block by K. Love),,50-54,,
1:05.0,,,50-54,,Defensive rebound by K. Irving
0:56.0,,,50-57,3,K. Irving makes 3-pt shot from 26 ft (assist by D. Liggins)
0:44.0,J. Nelson misses 2-pt shot from 4 ft,,50-57,,
0:43.0,,,50-57,,Defensive rebound by T. Thompson
0:38.0,,,50-57,,K. Irving misses 3-pt shot from 25 ft
0:37.0,Defensive rebound by W. Barton,,50-57,,
0:32.0,N. Jokic makes 2-pt shot from 1 ft (assist by J. Nelson),2,52-57,,
0:12.0,,,52-59,2,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving)
0:01.0,W. Barton makes 3-pt shot from 22 ft (assist by J. Nelson),3,55-59,,
0:00.0,,,55-59,,K. Irving misses 3-pt shot from 40 ft
0:00.0,,,55-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,55-59,,L. James misses 2-pt shot from 13 ft
11:36.0,Defensive rebound by N. Jokic,,55-59,,
11:32.0,W. Chandler misses 2-pt shot from 4 ft (block by K. Irving),,55-59,,
11:31.0,,,55-59,,Defensive rebound by T. Thompson
11:20.0,,,55-62,3,K. Irving makes 3-pt shot from 24 ft (assist by K. Love)
10:59.0,Turnover by W. Chandler (bad pass; steal by D. Liggins),,55-62,,
10:45.0,,,55-62,,K. Irving misses 2-pt shot from 1 ft
10:43.0,Defensive rebound by J. Nelson,,55-62,,
10:29.0,W. Chandler misses 3-pt shot from 25 ft,,55-62,,
10:28.0,,,55-62,,Defensive rebound by D. Liggins
10:04.0,,,55-62,,Turnover by Team (shot clock)
9:53.0,W. Chandler misses 3-pt shot from 24 ft,,55-62,,
9:53.0,,,55-62,,Defensive rebound by T. Thompson
9:43.0,,,55-62,,Shooting foul by J. Nelson (drawn by D. Liggins)
9:43.0,,,55-63,1,D. Liggins makes free throw 1 of 2
9:43.0,,,55-64,1,D. Liggins makes free throw 2 of 2
9:26.0,G. Harris misses 3-pt shot from 24 ft,,55-64,,
9:25.0,,,55-64,,Defensive rebound by K. Love
9:20.0,,,55-66,2,D. Liggins makes 2-pt shot from 1 ft (assist by K. Love)
9:18.0,Denver full timeout,,55-66,,
9:06.0,,,55-66,,Personal foul by T. Thompson (drawn by W. Chandler)
9:02.0,Turnover by N. Jokic (bad pass; steal by D. Liggins),,55-66,,
8:52.0,,,55-68,2,L. James makes 2-pt shot from 12 ft (assist by D. Liggins)
8:27.0,N. Jokic misses 2-pt shot from 14 ft,,55-68,,
8:24.0,,,55-68,,Defensive rebound by K. Love
8:17.0,,,55-71,3,K. Irving makes 3-pt shot from 24 ft (assist by K. Love)
8:00.0,J. Nelson misses 3-pt shot from 24 ft,,55-71,,
8:00.0,,,55-71,,Defensive rebound by D. Liggins
7:52.0,,,55-74,3,K. Irving makes 3-pt shot from 26 ft (assist by D. Liggins)
7:52.0,Denver full timeout,,55-74,,
7:35.0,D. Arthur misses 3-pt shot from 28 ft,,55-74,,
7:35.0,,,55-74,,Defensive rebound by T. Thompson
7:12.0,,,55-77,3,K. Love makes 3-pt shot from 23 ft (assist by L. James)
6:59.0,G. Harris makes 3-pt shot from 26 ft (assist by J. Nelson),3,58-77,,
6:35.0,,,58-77,,T. Thompson misses 2-pt shot from 6 ft
6:33.0,Defensive rebound by G. Harris,,58-77,,
6:23.0,N. Jokic misses 2-pt shot from 4 ft,,58-77,,
6:23.0,Offensive rebound by N. Jokic,,58-77,,
6:20.0,N. Jokic makes 2-pt shot from 5 ft,2,60-77,,
6:06.0,,,60-77,,K. Irving misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by J. Nelson,,60-77,,
5:57.0,D. Arthur misses 3-pt shot from 24 ft,,60-77,,
5:57.0,,,60-77,,Defensive rebound by D. Liggins
5:44.0,,,60-80,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
5:29.0,W. Chandler makes 2-pt shot from 2 ft (assist by J. Nelson),2,62-80,,
5:10.0,,,62-83,3,L. James makes 3-pt shot from 27 ft
4:58.0,G. Harris misses 2-pt shot from 8 ft (block by D. Liggins),,62-83,,
4:58.0,Offensive rebound by N. Jokic,,62-83,,
4:58.0,Shooting foul by T. Thompson (drawn by N. Jokic),,62-83,,
4:58.0,N. Jokic makes free throw 1 of 2,1,63-83,,
4:58.0,N. Jokic makes free throw 2 of 2,1,64-83,,
4:58.0,W. Barton enters the game for D. Arthur,,63-83,,
4:48.0,,,64-83,,Turnover by L. James (traveling)
4:38.0,J. Nelson makes 2-pt shot at rim (assist by W. Barton),2,66-83,,
4:15.0,,,66-83,,L. James misses 2-pt shot from 14 ft
4:12.0,,,66-83,,Offensive rebound by K. Love
4:09.0,,,66-83,,K. Love misses 3-pt shot from 23 ft
4:08.0,Defensive rebound by N. Jokic,,66-83,,
3:56.0,N. Jokic misses 2-pt shot from 11 ft,,66-83,,
3:54.0,,,66-83,,Defensive rebound by T. Thompson
3:46.0,,,66-85,2,L. James makes 2-pt shot from 2 ft (assist by K. Irving)
3:32.0,,,66-85,,Personal foul by L. James (drawn by W. Barton)
3:32.0,,,66-85,,R. Jefferson enters the game for L. James
3:32.0,,,66-85,,K. Korver enters the game for D. Liggins
3:23.0,J. Nelson makes 2-pt shot from 16 ft,2,68-85,,
3:12.0,Personal foul by W. Chandler (drawn by K. Love),,68-85,,
3:07.0,,,68-87,2,K. Love makes 2-pt shot from 14 ft (assist by K. Irving)
2:51.0,Shooting foul by K. Irving (drawn by G. Harris),,68-87,,
2:51.0,,,68-87,,Cleveland full timeout
2:51.0,G. Harris misses free throw 1 of 2,,68-87,,
2:51.0,Offensive rebound by Team,,68-87,,
2:51.0,G. Harris makes free throw 2 of 2,1,69-87,,
2:51.0,J. Hernangomez enters the game for W. Chandler,,68-87,,
2:38.0,,,69-87,,Turnover by K. Korver (lost ball; steal by G. Harris)
2:28.0,J. Nelson misses 3-pt shot from 28 ft,,69-87,,
2:28.0,,,69-87,,Defensive rebound by T. Thompson
2:09.0,,,69-87,,Turnover by K. Irving (bad pass)
1:54.0,G. Harris makes 2-pt shot from 1 ft (assist by W. Barton),2,71-87,,
1:42.0,,,71-87,,K. Irving misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by J. Hernangomez,,71-87,,
1:36.0,W. Barton misses 2-pt shot from 1 ft,,71-87,,
1:35.0,,,71-87,,Defensive rebound by R. Jefferson
1:26.0,,,71-89,2,K. Irving makes 2-pt shot from 2 ft
1:14.0,G. Harris makes 2-pt shot from 1 ft,2,73-89,,
1:05.0,Personal foul by W. Barton (drawn by T. Thompson),,73-89,,
1:05.0,J. Murray enters the game for G. Harris,,73-89,,
0:56.0,,,73-89,,K. Irving misses 2-pt shot from 17 ft
0:55.0,Defensive rebound by J. Nelson,,73-89,,
0:49.0,Shooting foul by K. Irving (drawn by W. Barton),,73-89,,
0:49.0,W. Barton makes free throw 1 of 2,1,74-89,,
0:49.0,W. Barton makes free throw 2 of 2,1,75-89,,
0:43.0,Personal foul by J. Hernangomez,,75-89,,
0:43.0,,,75-89,,K. Love misses free throw 1 of 2
0:43.0,,,75-89,,Offensive rebound by Team
0:43.0,,,75-90,1,K. Love makes free throw 2 of 2
0:31.0,Turnover by W. Barton (bad pass; steal by R. Jefferson),,75-90,,
0:11.0,,,75-90,,Shooting foul by J. Nelson (drawn by R. Jefferson)
0:11.0,,,75-91,1,R. Jefferson makes free throw 1 of 2
0:11.0,,,75-92,1,R. Jefferson makes free throw 2 of 2
0:11.0,,,75-91,,D. Williams enters the game for K. Love
0:11.0,,,75-91,,D. Liggins enters the game for K. Irving
0:01.0,W. Barton makes 3-pt shot from 27 ft,3,78-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,J. O'Bryant makes 2-pt shot from 1 ft (assist by W. Barton),2,80-92,,
11:33.0,Personal foul by W. Barton (drawn by R. Jefferson),,80-92,,
11:19.0,,,80-94,2,L. James makes 2-pt shot from 1 ft
11:19.0,,,80-94,,Shooting foul by J. Hernangomez (drawn by L. James)
11:19.0,,,80-95,1,L. James makes free throw 1 of 1
11:06.0,J. Murray misses 3-pt shot from 26 ft,,80-95,,
11:06.0,,,80-95,,Defensive rebound by K. Korver
11:04.0,,,80-95,,Turnover by D. Williams (lost ball)
10:55.0,W. Barton misses 3-pt shot from 25 ft,,80-95,,
10:54.0,,,80-95,,Defensive rebound by L. James
10:34.0,,,80-95,,L. James misses 2-pt shot from 17 ft
10:32.0,Defensive rebound by W. Barton,,80-95,,
10:19.0,J. Hernangomez misses 2-pt shot from 6 ft,,80-95,,
10:17.0,,,80-95,,Defensive rebound by C. Frye
10:13.0,,,80-95,,Turnover by R. Jefferson (lost ball; steal by M. Miller)
10:08.0,J. O'Bryant makes 2-pt shot at rim (assist by W. Barton),2,82-95,,
10:06.0,,,82-95,,Cleveland full timeout
10:00.0,,,82-97,2,L. James makes 2-pt shot from 1 ft (assist by R. Jefferson)
9:44.0,J. Murray makes 2-pt shot from 19 ft,2,84-97,,
9:31.0,,,84-97,,Turnover by L. James (lost ball)
9:17.0,W. Barton misses 2-pt shot from 2 ft,,84-97,,
9:15.0,,,84-97,,Defensive rebound by K. Korver
9:07.0,,,84-100,3,K. Korver makes 3-pt shot from 27 ft (assist by L. James)
8:57.0,J. Murray makes 3-pt shot from 26 ft (assist by M. Miller),3,87-100,,
8:44.0,,,87-100,,Turnover by L. James (back court)
8:25.0,J. Murray misses 2-pt shot from 1 ft,,87-100,,
8:24.0,Offensive rebound by J. O'Bryant,,87-100,,
8:24.0,J. O'Bryant misses 2-pt shot from 1 ft,,87-100,,
8:23.0,,,87-100,,Defensive rebound by K. Korver
8:20.0,,,87-100,,Turnover by L. James (bad pass; steal by J. Murray)
8:19.0,,,87-100,,Personal foul by R. Jefferson (drawn by J. Murray)
8:12.0,J. Murray misses 3-pt shot from 25 ft,,87-100,,
8:11.0,,,87-100,,Defensive rebound by L. James
8:10.0,Personal foul by J. Murray (drawn by L. James),,87-100,,
7:55.0,Personal foul by J. Hernangomez,,87-100,,
7:46.0,,,87-103,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
7:28.0,J. Murray makes 2-pt shot at rim (assist by M. Miller),2,89-103,,
7:18.0,,,89-103,,R. Jefferson misses 3-pt shot from 24 ft
7:18.0,Defensive rebound by M. Miller,,89-103,,
7:12.0,J. Hernangomez makes 2-pt shot at rim (assist by M. Miller),2,91-103,,
6:51.0,,,91-105,2,C. Frye makes 2-pt shot from 21 ft (assist by L. James)
6:38.0,Turnover by M. Miller (bad pass; steal by L. James),,91-105,,
6:27.0,,,91-105,,R. Jefferson misses 3-pt shot from 23 ft
6:27.0,Defensive rebound by M. Miller,,91-105,,
6:21.0,Shooting foul by K. Korver (drawn by J. Murray),,91-105,,
6:21.0,J. Murray makes free throw 1 of 3,1,92-105,,
6:21.0,J. Murray makes free throw 2 of 3,1,93-105,,
6:21.0,J. Murray makes free throw 3 of 3,1,94-105,,
6:21.0,,,93-105,,K. Irving enters the game for R. Jefferson
6:21.0,,,93-105,,K. Love enters the game for C. Frye
6:21.0,,,93-105,,T. Thompson enters the game for D. Williams
6:21.0,N. Jokic enters the game for J. O'Bryant,,93-105,,
6:21.0,W. Chandler enters the game for M. Miller,,93-105,,
6:04.0,,,94-105,,L. James misses 2-pt shot from 12 ft
6:03.0,Defensive rebound by N. Jokic,,94-105,,
6:00.0,J. Hernangomez misses 2-pt shot from 6 ft,,94-105,,
5:58.0,Offensive rebound by J. Hernangomez,,94-105,,
5:57.0,J. Hernangomez misses 2-pt shot from 1 ft,,94-105,,
5:56.0,Offensive rebound by J. Hernangomez,,94-105,,
5:56.0,J. Hernangomez misses 2-pt shot from 1 ft,,94-105,,
5:55.0,,,94-105,,Defensive rebound by K. Love
5:46.0,,,94-107,2,K. Korver makes 2-pt shot from 21 ft (assist by L. James)
5:44.0,Denver full timeout,,94-107,,
5:44.0,J. Nelson enters the game for W. Barton,,94-107,,
5:44.0,G. Harris enters the game for J. Hernangomez,,94-107,,
5:32.0,N. Jokic misses 2-pt shot from 13 ft,,94-107,,
5:32.0,,,94-107,,Defensive rebound by T. Thompson
5:08.0,,,94-107,,K. Irving misses 2-pt shot from 17 ft
5:08.0,,,94-107,,Offensive rebound by K. Love
5:03.0,,,94-109,2,L. James makes 2-pt shot at rim (assist by K. Love)
4:46.0,J. Nelson misses 2-pt shot from 20 ft,,94-109,,
4:46.0,Offensive rebound by N. Jokic,,94-109,,
4:40.0,N. Jokic makes 2-pt shot from 9 ft,2,96-109,,
4:23.0,,,96-109,,Shooting foul by J. Nelson (drawn by K. Irving)
4:23.0,,,96-110,1,K. Irving makes free throw 1 of 2
4:23.0,,,96-111,1,K. Irving makes free throw 2 of 2
4:10.0,W. Chandler misses 3-pt shot from 24 ft,,96-111,,
4:09.0,,,96-111,,Defensive rebound by K. Korver
4:02.0,,,96-111,,K. Irving misses 3-pt shot from 25 ft
4:01.0,,,96-111,,Offensive rebound by T. Thompson
3:55.0,,,96-113,2,T. Thompson makes 2-pt shot from 4 ft
3:44.0,Turnover by N. Jokic (lost ball; steal by T. Thompson),,96-113,,
3:44.0,Personal foul by N. Jokic (drawn by T. Thompson),,96-113,,
3:44.0,,,96-114,1,T. Thompson makes free throw 1 of 2
3:44.0,,,96-114,,T. Thompson misses free throw 2 of 2
3:44.0,,,96-114,,D. Williams enters the game for L. James
3:43.0,Defensive rebound by W. Chandler,,96-114,,
3:25.0,N. Jokic makes 2-pt shot from 6 ft,2,98-114,,
3:09.0,,,98-114,,K. Irving misses 2-pt shot from 3 ft (block by N. Jokic)
3:09.0,,,98-114,,Offensive rebound by K. Irving
3:05.0,,,98-114,,D. Williams misses 3-pt shot from 24 ft
3:04.0,,,98-114,,Offensive rebound by T. Thompson
3:03.0,,,98-114,,T. Thompson misses 2-pt shot from 2 ft (block by G. Harris)
3:03.0,,,98-114,,Offensive rebound by Team
2:51.0,,,98-114,,K. Irving misses 2-pt shot from 14 ft
2:50.0,Defensive rebound by N. Jokic,,98-114,,
2:37.0,Shooting foul by T. Thompson (drawn by N. Jokic),,98-114,,
2:37.0,Official timeout,,98-114,,
2:37.0,N. Jokic makes free throw 1 of 2,1,99-114,,
2:37.0,N. Jokic makes free throw 2 of 2,1,100-114,,
2:37.0,M. Beasley enters the game for G. Harris,,98-114,,
