time,Chicago,pts.away,score,pts.home,Boston
6:10.0,N. Mirotic misses 3-pt shot from 25 ft,,12-6,,
6:09.0,Offensive rebound by R. Lopez,,12-6,,
6:05.0,J. Butler misses 3-pt shot from 24 ft,,12-6,,
6:04.0,,,12-6,,Defensive rebound by J. Crowder
5:58.0,,,12-6,,I. Thomas misses 2-pt shot from 2 ft
5:57.0,Defensive rebound by J. Butler,,12-6,,
5:47.0,J. Butler misses 2-pt shot from 5 ft (block by J. Crowder),,12-6,,
5:46.0,,,12-6,,Defensive rebound by A. Horford
5:40.0,,,12-6,,J. Crowder misses 2-pt shot from 5 ft
5:39.0,Defensive rebound by D. Wade,,12-6,,
5:29.0,D. Wade misses 2-pt shot from 5 ft,,12-6,,
5:28.0,,,12-6,,Defensive rebound by A. Bradley
5:21.0,,,12-6,,Boston full timeout
5:18.0,,,12-6,,A. Bradley misses 2-pt shot from 21 ft
5:16.0,Defensive rebound by D. Wade,,12-6,,
5:03.0,J. Butler makes 2-pt shot from 1 ft (assist by R. Lopez),2,14-6,,
4:41.0,,,14-6,,J. Crowder misses 2-pt shot from 1 ft
4:40.0,,,14-6,,Offensive rebound by A. Bradley
4:39.0,,,14-8,2,A. Bradley makes 2-pt shot from 2 ft
4:27.0,Offensive foul by R. Lopez,,14-8,,
4:27.0,Turnover by R. Lopez (offensive foul),,14-8,,
4:27.0,C. Felicio enters the game for R. Lopez,,14-8,,
4:16.0,,,14-10,2,A. Horford makes 2-pt shot from 3 ft (assist by M. Smart)
4:04.0,C. Felicio makes 2-pt shot from 3 ft (assist by D. Wade),2,16-10,,
3:45.0,,,16-10,,A. Bradley misses 3-pt shot from 26 ft
3:44.0,Defensive rebound by I. Canaan,,16-10,,
3:31.0,N. Mirotic misses 3-pt shot from 23 ft,,16-10,,
3:29.0,,,16-10,,Defensive rebound by I. Thomas
3:23.0,,,16-10,,Shooting foul by C. Felicio (drawn by I. Thomas)
3:23.0,,,16-11,1,I. Thomas makes free throw 1 of 2
3:23.0,,,16-12,1,I. Thomas makes free throw 2 of 2
3:23.0,,,16-11,,K. Olynyk enters the game for A. Horford
3:23.0,B. Portis enters the game for N. Mirotic,,16-11,,
3:23.0,P. Zipser enters the game for D. Wade,,16-11,,
2:59.0,J. Butler makes 2-pt shot from 4 ft,2,18-12,,
2:42.0,,,18-15,3,M. Smart makes 3-pt shot from 25 ft (assist by I. Thomas)
2:24.0,,,18-15,,Personal foul by K. Olynyk (drawn by J. Butler)
2:24.0,Chicago full timeout,,18-15,,
2:24.0,,,18-15,,T. Rozier enters the game for I. Thomas
2:24.0,M. Carter-Williams enters the game for I. Canaan,,18-15,,
2:13.0,C. Felicio misses 2-pt shot from 11 ft,,18-15,,
2:12.0,,,18-15,,Defensive rebound by K. Olynyk
2:00.0,,,18-18,3,A. Bradley makes 3-pt shot from 25 ft (assist by M. Smart)
1:35.0,C. Felicio makes 2-pt shot from 3 ft (assist by J. Butler),2,20-18,,
1:22.0,,,20-21,3,K. Olynyk makes 3-pt shot from 25 ft (assist by M. Smart)
1:09.0,J. Butler misses 2-pt shot from 19 ft,,20-21,,
1:08.0,,,20-21,,Defensive rebound by K. Olynyk
1:02.0,,,20-23,2,A. Bradley makes 2-pt shot from 2 ft (assist by J. Crowder)
0:52.0,Turnover by J. Butler (bad pass; steal by M. Smart),,20-23,,
0:50.0,,,20-23,,Turnover by K. Olynyk (bad pass; steal by C. Felicio)
0:41.0,Turnover by B. Portis (step out of bounds),,20-23,,
0:33.0,,,20-23,,K. Olynyk misses 3-pt shot from 25 ft
0:32.0,,,20-23,,Offensive rebound by Team
0:24.0,,,20-23,,T. Rozier misses 2-pt shot from 7 ft
0:24.0,Defensive rebound by C. Felicio,,20-23,,
0:02.0,J. Butler misses 2-pt shot from 15 ft,,20-23,,
0:01.0,,,20-23,,Defensive rebound by J. Crowder
0:01.0,Personal foul by P. Zipser (drawn by J. Crowder),,20-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,B. Portis makes 3-pt shot from 24 ft (assist by D. Wade),3,23-23,,
11:37.0,Personal foul by P. Zipser (drawn by J. Jerebko),,23-23,,
11:28.0,,,23-23,,M. Smart misses 3-pt shot from 25 ft
11:27.0,Defensive rebound by B. Portis,,23-23,,
11:20.0,,,23-23,,Personal foul by G. Green (drawn by P. Zipser)
11:20.0,,,23-23,,I. Thomas enters the game for G. Green
11:20.0,I. Canaan enters the game for P. Zipser,,23-23,,
11:09.0,D. Wade misses 2-pt shot from 4 ft,,23-23,,
11:08.0,,,23-23,,Defensive rebound by K. Olynyk
11:01.0,Personal foul by I. Canaan (drawn by I. Thomas),,23-23,,
10:55.0,,,23-23,,K. Olynyk misses 2-pt shot from 3 ft
10:54.0,Defensive rebound by B. Portis,,23-23,,
10:53.0,Turnover by B. Portis (lost ball; steal by K. Olynyk),,23-23,,
10:51.0,,,23-25,2,K. Olynyk makes 2-pt shot from 3 ft
10:39.0,Turnover by D. Wade (lost ball; steal by T. Rozier),,23-25,,
10:35.0,,,23-27,2,T. Rozier makes 2-pt shot at rim
10:35.0,Chicago full timeout,,23-27,,
10:16.0,A. Morrow makes 2-pt shot from 15 ft,2,25-27,,
10:01.0,Personal foul by I. Canaan (drawn by I. Thomas),,25-27,,
9:54.0,,,25-29,2,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas)
9:44.0,I. Canaan misses 3-pt shot from 25 ft,,25-29,,
9:43.0,,,25-29,,Defensive rebound by M. Smart
9:28.0,,,25-29,,I. Thomas misses 3-pt shot from 25 ft
9:27.0,Defensive rebound by C. Felicio,,25-29,,
9:06.0,Shooting foul by J. Jerebko (drawn by A. Morrow),,25-29,,
9:06.0,A. Morrow makes free throw 1 of 2,1,26-29,,
9:06.0,A. Morrow makes free throw 2 of 2,1,27-29,,
8:50.0,,,27-29,,M. Smart misses 3-pt shot from 24 ft
8:49.0,Defensive rebound by A. Morrow,,27-29,,
8:42.0,Turnover by D. Wade (lost ball; steal by J. Jerebko),,27-29,,
8:33.0,,,27-31,2,K. Olynyk makes 2-pt shot from 5 ft (assist by J. Jerebko)
8:18.0,A. Morrow makes 2-pt shot from 16 ft (assist by D. Wade),2,29-31,,
7:59.0,,,29-31,,J. Jerebko misses 3-pt shot from 24 ft
7:58.0,Defensive rebound by A. Morrow,,29-31,,
7:44.0,I. Canaan makes 2-pt shot from 7 ft (assist by D. Wade),2,31-31,,
7:29.0,,,31-31,,Shooting foul by A. Morrow (drawn by K. Olynyk)
7:29.0,,,31-32,1,K. Olynyk makes free throw 1 of 2
7:29.0,,,31-33,1,K. Olynyk makes free throw 2 of 2
7:29.0,,,31-32,,A. Horford enters the game for J. Jerebko
7:29.0,R. Lopez enters the game for C. Felicio,,31-32,,
7:29.0,J. Butler enters the game for B. Portis,,31-32,,
7:29.0,,,31-32,,A. Bradley enters the game for T. Rozier
7:13.0,D. Wade misses 2-pt shot from 8 ft (block by M. Smart),,31-33,,
7:12.0,Offensive rebound by D. Wade,,31-33,,
7:10.0,D. Wade misses 2-pt shot from 16 ft,,31-33,,
7:09.0,,,31-33,,Defensive rebound by I. Thomas
6:57.0,,,31-33,,M. Smart misses 3-pt shot from 25 ft
6:55.0,,,31-33,,Offensive rebound by Team
6:51.0,,,31-33,,K. Olynyk misses 3-pt shot from 23 ft
6:50.0,,,31-33,,Offensive rebound by A. Bradley
6:50.0,,,31-35,2,A. Bradley makes 2-pt shot from 2 ft
6:24.0,Shooting foul by A. Horford (drawn by D. Wade),,31-35,,
6:24.0,D. Wade makes free throw 1 of 2,1,32-35,,
6:24.0,D. Wade makes free throw 2 of 2,1,33-35,,
6:06.0,,,33-35,,A. Bradley misses 3-pt shot from 25 ft
6:05.0,Defensive rebound by R. Lopez,,33-35,,
5:59.0,I. Canaan makes 2-pt shot from 3 ft (assist by A. Morrow),2,35-35,,
5:56.0,,,35-35,,Offensive foul by I. Thomas
5:56.0,,,35-35,,Turnover by I. Thomas (offensive foul)
5:56.0,Official timeout,,35-35,,
5:56.0,,,35-35,,T. Rozier enters the game for I. Thomas
5:56.0,,,35-35,,J. Crowder enters the game for K. Olynyk
5:56.0,N. Mirotic enters the game for D. Wade,,35-35,,
5:56.0,P. Zipser enters the game for I. Canaan,,35-35,,
5:42.0,Shooting foul by A. Horford (drawn by R. Lopez),,35-35,,
5:42.0,R. Lopez makes free throw 1 of 2,1,36-35,,
5:42.0,R. Lopez makes free throw 2 of 2,1,37-35,,
5:17.0,,,37-37,2,A. Bradley makes 2-pt shot from 6 ft (assist by A. Horford)
4:51.0,P. Zipser makes 3-pt shot from 27 ft (assist by R. Lopez),3,40-37,,
4:28.0,,,40-40,3,T. Rozier makes 3-pt shot from 24 ft (assist by A. Horford)
4:14.0,A. Morrow makes 2-pt shot from 2 ft (assist by J. Butler),2,42-40,,
4:14.0,Violation by Team (jump ball),,42-40,,
3:57.0,,,42-43,3,M. Smart makes 3-pt shot from 23 ft (assist by J. Crowder)
3:31.0,A. Morrow misses 2-pt shot from 2 ft (block by J. Crowder),,42-43,,
3:30.0,,,42-43,,Defensive rebound by T. Rozier
3:29.0,,,42-45,2,A. Bradley makes 2-pt shot from 2 ft (assist by T. Rozier)
3:29.0,Chicago full timeout,,42-45,,
3:29.0,D. Wade enters the game for A. Morrow,,42-45,,
3:18.0,Shooting foul by T. Rozier (drawn by J. Butler),,42-45,,
3:18.0,J. Butler makes 2-pt shot from 2 ft (assist by R. Lopez),2,44-45,,
3:18.0,J. Butler misses free throw 1 of 1,,44-45,,
3:18.0,,,44-45,,Defensive rebound by A. Bradley
2:59.0,,,44-45,,J. Crowder misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by J. Butler,,44-45,,
2:44.0,J. Butler makes 2-pt shot from 18 ft,2,46-45,,
2:23.0,,,46-45,,T. Rozier misses 2-pt shot from 4 ft (block by R. Lopez)
2:22.0,,,46-45,,Offensive rebound by Team
2:22.0,,,46-45,,Boston full timeout
2:22.0,,,46-45,,I. Thomas enters the game for T. Rozier
2:22.0,I. Canaan enters the game for P. Zipser,,46-45,,
2:18.0,,,46-47,2,A. Bradley makes 2-pt shot from 13 ft (assist by M. Smart)
2:02.0,Turnover by R. Lopez (bad pass; steal by A. Bradley),,46-47,,
1:51.0,,,46-47,,J. Crowder misses 2-pt shot from 2 ft (block by R. Lopez)
1:49.0,,,46-47,,Offensive rebound by J. Crowder
1:46.0,,,46-49,2,J. Crowder makes 2-pt shot from 10 ft
1:32.0,I. Canaan misses 2-pt shot from 8 ft,,46-49,,
1:32.0,,,46-49,,Defensive rebound by M. Smart
1:22.0,,,46-49,,A. Bradley misses 2-pt shot from 2 ft (block by D. Wade)
1:19.0,Defensive rebound by N. Mirotic,,46-49,,
1:08.0,D. Wade misses 2-pt shot from 1 ft,,46-49,,
1:07.0,Offensive rebound by D. Wade,,46-49,,
1:07.0,D. Wade makes 2-pt shot from 2 ft,2,48-49,,
0:47.0,,,48-49,,M. Smart misses 3-pt shot from 25 ft
0:46.0,,,48-49,,Offensive rebound by A. Horford
0:43.0,,,48-52,3,I. Thomas makes 3-pt shot from 25 ft (assist by A. Horford)
0:18.0,I. Canaan makes 2-pt shot from 2 ft,2,50-52,,
0:02.0,,,50-52,,I. Thomas misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by N. Mirotic,,50-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,R. Lopez makes 2-pt shot from 9 ft (assist by D. Wade),2,52-52,,
11:22.0,,,52-55,3,A. Horford makes 3-pt shot from 24 ft (assist by I. Thomas)
11:06.0,I. Canaan misses 3-pt shot from 27 ft,,52-55,,
11:05.0,,,52-55,,Defensive rebound by A. Bradley
10:53.0,,,52-55,,I. Thomas misses 3-pt shot from 26 ft
10:52.0,Defensive rebound by D. Wade,,52-55,,
10:40.0,R. Lopez makes 2-pt shot from 11 ft (assist by D. Wade),2,54-55,,
10:26.0,,,54-57,2,I. Thomas makes 2-pt shot from 2 ft
10:07.0,,,54-57,,Violation by G. Green (kicked ball)
9:53.0,J. Butler misses 2-pt shot from 21 ft,,54-57,,
9:52.0,Offensive rebound by R. Lopez,,54-57,,
9:46.0,R. Lopez makes 2-pt shot from 5 ft,2,56-57,,
9:33.0,,,56-57,,Shooting foul by N. Mirotic (drawn by I. Thomas)
9:33.0,,,56-58,1,I. Thomas makes free throw 1 of 2
9:33.0,,,56-59,1,I. Thomas makes free throw 2 of 2
9:16.0,R. Lopez misses 2-pt shot from 7 ft,,56-59,,
9:15.0,,,56-59,,Defensive rebound by Team
9:03.0,,,56-61,2,I. Thomas makes 2-pt shot from 2 ft
8:50.0,N. Mirotic misses 3-pt shot from 28 ft,,56-61,,
8:49.0,,,56-61,,Defensive rebound by J. Crowder
8:39.0,,,56-61,,I. Thomas misses 3-pt shot from 26 ft
8:38.0,Defensive rebound by D. Wade,,56-61,,
8:30.0,D. Wade makes 2-pt shot from 23 ft,2,58-61,,
8:10.0,,,58-63,2,A. Horford makes 2-pt shot from 2 ft (assist by A. Bradley)
8:01.0,,,58-63,,Violation by J. Crowder (kicked ball)
7:49.0,N. Mirotic misses 3-pt shot from 23 ft,,58-63,,
7:48.0,,,58-63,,Defensive rebound by A. Horford
7:36.0,,,58-63,,A. Bradley misses 2-pt shot from 21 ft
7:35.0,Defensive rebound by D. Wade,,58-63,,
7:18.0,D. Wade makes 3-pt shot from 25 ft (assist by J. Butler),3,61-63,,
6:57.0,,,61-63,,J. Crowder misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by J. Butler,,61-63,,
6:45.0,I. Canaan makes 3-pt shot from 27 ft (assist by J. Butler),3,64-63,,
6:31.0,Personal foul by I. Canaan (drawn by I. Thomas),,64-63,,
6:21.0,,,64-65,2,A. Bradley makes 2-pt shot from 2 ft (assist by A. Horford)
6:09.0,D. Wade misses 3-pt shot from 25 ft,,64-65,,
6:07.0,Offensive rebound by R. Lopez,,64-65,,
6:04.0,,,64-65,,Personal foul by J. Crowder (drawn by J. Butler)
6:04.0,,,64-65,,M. Smart enters the game for G. Green
5:49.0,I. Canaan misses 3-pt shot from 23 ft,,64-65,,
5:48.0,,,64-65,,Defensive rebound by Team
5:48.0,,,64-65,,Boston full timeout
5:32.0,,,64-65,,I. Thomas misses 2-pt shot from 19 ft
5:31.0,Defensive rebound by N. Mirotic,,64-65,,
5:14.0,D. Wade makes 2-pt shot from 2 ft (assist by N. Mirotic),2,66-65,,
4:49.0,,,66-68,3,A. Bradley makes 3-pt shot from 23 ft (assist by M. Smart)
4:27.0,R. Lopez makes 2-pt shot from 7 ft (assist by J. Butler),2,68-68,,
4:12.0,,,68-68,,A. Horford misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by D. Wade,,68-68,,
4:02.0,D. Wade misses 2-pt shot from 1 ft,,68-68,,
4:01.0,,,68-68,,Defensive rebound by M. Smart
4:00.0,Personal foul by R. Lopez (drawn by M. Smart),,68-68,,
4:00.0,P. Zipser enters the game for D. Wade,,68-68,,
4:00.0,,,68-68,,T. Rozier enters the game for I. Thomas
4:00.0,A. Morrow enters the game for I. Canaan,,68-68,,
3:42.0,,,68-70,2,M. Smart makes 2-pt shot from 2 ft
3:26.0,R. Lopez makes 2-pt shot from 21 ft (assist by A. Morrow),2,70-70,,
3:07.0,,,70-70,,T. Rozier misses 3-pt shot from 24 ft
3:05.0,,,70-70,,Offensive rebound by A. Horford
3:03.0,,,70-70,,A. Horford misses 2-pt shot from 2 ft (block by J. Butler)
3:02.0,Defensive rebound by R. Lopez,,70-70,,
2:44.0,J. Butler makes 3-pt shot from 25 ft (assist by R. Lopez),3,73-70,,
2:29.0,,,73-72,2,A. Bradley makes 2-pt shot from 3 ft (assist by A. Horford)
2:10.0,P. Zipser misses 3-pt shot from 25 ft,,73-72,,
2:09.0,,,73-72,,Defensive rebound by J. Crowder
1:54.0,,,73-75,3,A. Horford makes 3-pt shot from 25 ft (assist by M. Smart)
1:54.0,Chicago full timeout,,73-75,,
1:54.0,C. Felicio enters the game for R. Lopez,,73-75,,
1:38.0,N. Mirotic makes 3-pt shot from 26 ft (assist by C. Felicio),3,76-75,,
1:20.0,,,76-75,,A. Bradley misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by J. Butler,,76-75,,
1:03.0,P. Zipser makes 2-pt shot from 21 ft (assist by C. Felicio),2,78-75,,
0:41.0,,,78-75,,A. Horford misses 2-pt shot from 4 ft
0:40.0,,,78-75,,Offensive rebound by J. Crowder
0:39.0,,,78-75,,Shooting foul by C. Felicio (drawn by J. Crowder)
0:39.0,,,78-76,1,J. Crowder makes free throw 1 of 2
0:39.0,,,78-77,1,J. Crowder makes free throw 2 of 2
0:39.0,,,78-76,,K. Olynyk enters the game for A. Horford
0:26.0,J. Butler misses 2-pt shot from 19 ft,,78-77,,
0:24.0,,,78-77,,Defensive rebound by K. Olynyk
0:07.0,Shooting block foul by P. Zipser (drawn by J. Crowder),,78-77,,
0:07.0,,,78-78,1,J. Crowder makes free throw 1 of 2
0:07.0,,,78-79,1,J. Crowder makes free throw 2 of 2
0:07.0,D. Wade enters the game for C. Felicio,,78-78,,
0:01.0,J. Butler makes 3-pt shot from 28 ft,3,81-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,81-79,,I. Thomas misses 3-pt shot from 24 ft
11:48.0,Defensive rebound by Team,,81-79,,
11:48.0,,,81-79,,Loose ball foul by K. Olynyk (drawn by D. Wade)
11:29.0,D. Wade misses 2-pt shot from 19 ft,,81-79,,
11:28.0,,,81-79,,Defensive rebound by T. Rozier
11:12.0,,,81-79,,T. Rozier misses 2-pt shot from 22 ft
11:11.0,Defensive rebound by N. Mirotic,,81-79,,
11:01.0,Turnover by I. Canaan (bad pass),,81-79,,
10:44.0,,,81-81,2,J. Jerebko makes 2-pt shot at rim (assist by M. Smart)
10:29.0,C. Felicio makes 2-pt shot from 1 ft (assist by D. Wade),2,83-81,,
10:20.0,,,83-83,2,I. Thomas makes 2-pt shot from 8 ft
10:20.0,,,83-83,,Shooting foul by A. Morrow (drawn by I. Thomas)
10:20.0,,,83-84,1,I. Thomas makes free throw 1 of 1
10:09.0,Shooting foul by M. Smart (drawn by D. Wade),,83-84,,
10:09.0,D. Wade makes free throw 1 of 2,1,84-84,,
10:09.0,D. Wade makes free throw 2 of 2,1,85-84,,
9:55.0,,,85-84,,K. Olynyk misses 3-pt shot from 24 ft
9:54.0,Defensive rebound by C. Felicio,,85-84,,
9:46.0,Turnover by D. Wade (bad pass; steal by J. Jerebko),,85-84,,
9:40.0,,,85-86,2,I. Thomas makes 2-pt shot from 3 ft (assist by T. Rozier)
9:27.0,Turnover by D. Wade (lost ball),,85-86,,
9:27.0,Chicago full timeout,,85-86,,
9:27.0,,,85-86,,A. Bradley enters the game for T. Rozier
9:27.0,J. Butler enters the game for A. Morrow,,85-86,,
9:15.0,,,85-86,,J. Jerebko misses 2-pt shot from 3 ft
9:14.0,Defensive rebound by J. Butler,,85-86,,
8:59.0,D. Wade misses 3-pt shot from 25 ft,,85-86,,
8:58.0,,,85-86,,Defensive rebound by I. Thomas
8:39.0,,,85-86,,M. Smart misses 2-pt shot from 19 ft
8:38.0,Defensive rebound by C. Felicio,,85-86,,
8:24.0,Turnover by C. Felicio (3 sec),,85-86,,
8:24.0,B. Portis enters the game for N. Mirotic,,85-86,,
8:09.0,,,85-88,2,K. Olynyk makes 2-pt shot from 5 ft
8:09.0,,,85-88,,Shooting foul by C. Felicio (drawn by K. Olynyk)
8:09.0,,,85-89,1,K. Olynyk makes free throw 1 of 1
8:09.0,P. Zipser enters the game for D. Wade,,85-88,,
8:09.0,R. Lopez enters the game for C. Felicio,,85-88,,
8:09.0,,,85-88,,A. Horford enters the game for J. Jerebko
7:56.0,,,85-89,,Personal foul by I. Thomas (drawn by J. Butler)
7:56.0,Turnover by J. Butler (bad pass; steal by A. Horford),,85-89,,
7:53.0,,,85-91,2,A. Horford makes 2-pt shot at rim
7:22.0,I. Canaan makes 2-pt shot from 7 ft,2,87-91,,
7:06.0,,,87-91,,I. Thomas misses 3-pt shot from 25 ft
7:05.0,Defensive rebound by P. Zipser,,87-91,,
6:53.0,B. Portis misses 3-pt shot from 25 ft,,87-91,,
6:51.0,,,87-91,,Defensive rebound by A. Bradley
6:30.0,,,87-91,,Turnover by A. Horford (bad pass; steal by I. Canaan)
6:27.0,,,87-91,,Violation by A. Bradley (def goaltending)
6:27.0,I. Canaan makes 2-pt shot at rim,2,89-91,,
6:14.0,,,89-93,2,A. Horford makes 2-pt shot from 2 ft (assist by I. Thomas)
6:14.0,,,89-93,,Shooting foul by P. Zipser (drawn by A. Horford)
6:14.0,,,89-94,1,A. Horford makes free throw 1 of 1
6:14.0,,,89-93,,J. Crowder enters the game for M. Smart
6:14.0,D. Wade enters the game for P. Zipser,,89-93,,
5:58.0,B. Portis misses 3-pt shot from 23 ft,,89-94,,
5:55.0,,,89-94,,Defensive rebound by I. Thomas
5:54.0,Personal foul by B. Portis (drawn by I. Thomas),,89-94,,
5:54.0,Official timeout,,89-94,,
5:54.0,N. Mirotic enters the game for B. Portis,,89-94,,
5:39.0,,,89-96,2,I. Thomas makes 2-pt shot from 13 ft (assist by A. Horford)
5:17.0,J. Butler misses 2-pt shot from 9 ft,,89-96,,
5:16.0,,,89-96,,Defensive rebound by A. Horford
5:15.0,Personal foul by R. Lopez (drawn by A. Horford),,89-96,,
5:15.0,,,89-97,1,A. Horford makes free throw 1 of 2
5:15.0,,,89-98,1,A. Horford makes free throw 2 of 2
5:02.0,I. Canaan misses 3-pt shot from 25 ft,,89-98,,
5:01.0,,,89-98,,Defensive rebound by Team
4:52.0,,,89-98,,Shooting foul by N. Mirotic (drawn by I. Thomas)
4:52.0,Technical foul by D. Wade,,89-98,,
4:52.0,,,89-99,1,I. Thomas makes technical free throw
4:52.0,,,89-100,1,I. Thomas makes free throw 1 of 2
4:52.0,,,89-101,1,I. Thomas makes free throw 2 of 2
4:43.0,,,89-101,,Personal foul by A. Bradley (drawn by N. Mirotic)
4:31.0,Turnover by I. Canaan (lost ball; steal by J. Crowder),,89-101,,
4:26.0,,,89-101,,A. Bradley misses 2-pt shot at rim
4:25.0,,,89-101,,Offensive rebound by J. Crowder
4:24.0,,,89-101,,J. Crowder misses 2-pt shot from 3 ft (block by R. Lopez)
4:22.0,,,89-101,,Offensive rebound by K. Olynyk
4:20.0,Personal foul by R. Lopez (drawn by A. Horford),,89-101,,
4:20.0,,,89-102,1,A. Horford makes free throw 1 of 2
4:20.0,Technical foul by R. Lopez (drawn by A. Horford),,89-102,,
4:20.0,,,89-103,1,I. Thomas makes technical free throw
4:20.0,,,89-104,1,A. Horford makes free throw 2 of 2
4:20.0,P. Zipser enters the game for R. Lopez,,89-102,,
4:12.0,,,89-104,,Personal foul by J. Crowder (drawn by D. Wade)
4:12.0,D. Wade makes free throw 1 of 2,1,90-104,,
4:12.0,D. Wade makes free throw 2 of 2,1,91-104,,
3:50.0,,,91-104,,J. Crowder misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by P. Zipser,,91-104,,
3:39.0,J. Butler misses 3-pt shot from 25 ft,,91-104,,
3:38.0,,,91-104,,Defensive rebound by Team
3:12.0,,,91-104,,A. Bradley misses 2-pt shot from 12 ft
3:11.0,Defensive rebound by D. Wade,,91-104,,
3:02.0,Shooting foul by A. Bradley (drawn by D. Wade),,91-104,,
3:02.0,D. Wade makes free throw 1 of 2,1,92-104,,
3:02.0,D. Wade makes free throw 2 of 2,1,93-104,,
3:02.0,,,92-104,,M. Smart enters the game for K. Olynyk
2:42.0,,,93-104,,M. Smart misses 3-pt shot from 25 ft
2:41.0,Defensive rebound by P. Zipser,,93-104,,
2:31.0,D. Wade makes 2-pt shot from 2 ft,2,95-104,,
2:31.0,,,95-104,,Boston full timeout
2:15.0,,,95-106,2,A. Horford makes 2-pt shot at rim (assist by M. Smart)
1:55.0,D. Wade misses 3-pt shot from 25 ft,,95-106,,
1:54.0,,,95-106,,Defensive rebound by A. Horford
1:39.0,,,95-108,2,J. Crowder makes 2-pt shot from 3 ft (assist by A. Horford)
1:39.0,Chicago full timeout,,95-108,,
1:39.0,A. Morrow enters the game for J. Butler,,95-108,,
1:39.0,D. Valentine enters the game for D. Wade,,95-108,,
1:36.0,A. Morrow misses 2-pt shot from 9 ft,,95-108,,
1:35.0,,,95-108,,Defensive rebound by I. Thomas
1:13.0,,,95-108,,I. Thomas misses 3-pt shot from 23 ft
1:12.0,Defensive rebound by Team,,95-108,,
