time,Cleveland,pts.away,score,pts.home,LA Clippers
5:35.0,R. Jefferson enters the game for J. Smith,,6-12,,
5:16.0,R. Jefferson misses 3-pt shot from 25 ft,,6-12,,
5:15.0,,,6-12,,Defensive rebound by B. Griffin
5:09.0,,,6-12,,Turnover by C. Paul (bad pass)
4:58.0,T. Thompson makes 2-pt shot at rim (assist by D. Williams),2,8-12,,
4:58.0,,,8-12,,LA Clippers full timeout
4:39.0,,,8-12,,L. Mbah a Moute misses 3-pt shot from 24 ft
4:37.0,Defensive rebound by D. Williams,,8-12,,
4:24.0,C. Frye misses 3-pt shot from 24 ft,,8-12,,
4:24.0,,,8-12,,Defensive rebound by C. Paul
4:09.0,,,8-12,,B. Griffin misses 2-pt shot from 18 ft
4:09.0,,,8-12,,Offensive rebound by D. Jordan
4:09.0,,,8-12,,D. Jordan misses 2-pt shot from 1 ft
4:09.0,,,8-12,,Offensive rebound by Team
4:09.0,Loose ball foul by C. Frye (drawn by D. Jordan),,8-12,,
4:09.0,,,8-12,,J. Crawford enters the game for L. Mbah a Moute
4:09.0,,,8-12,,A. Rivers enters the game for J. Redick
4:02.0,,,8-12,,C. Paul misses 3-pt shot from 24 ft
4:01.0,Defensive rebound by I. Shumpert,,8-12,,
3:43.0,C. Frye misses 3-pt shot from 25 ft,,8-12,,
3:41.0,,,8-12,,Defensive rebound by D. Jordan
3:29.0,,,8-14,2,B. Griffin makes 2-pt shot from 5 ft
3:19.0,I. Shumpert misses 2-pt shot from 18 ft,,8-14,,
3:19.0,Offensive rebound by Team,,8-14,,
3:19.0,,,8-14,,Loose ball foul by C. Paul (drawn by T. Thompson)
3:19.0,,,8-14,,M. Speights enters the game for D. Jordan
3:19.0,D. Williams enters the game for C. Frye,,8-14,,
3:19.0,D. Liggins enters the game for D. Williams,,8-14,,
3:19.0,,,8-14,,R. Felton enters the game for C. Paul
3:02.0,,,8-14,,Personal foul by A. Rivers (drawn by I. Shumpert)
2:51.0,D. Liggins misses 2-pt shot from 2 ft (block by M. Speights),,8-14,,
2:50.0,,,8-14,,Defensive rebound by M. Speights
2:33.0,,,8-14,,J. Crawford misses 2-pt shot from 9 ft
2:31.0,Defensive rebound by R. Jefferson,,8-14,,
2:17.0,I. Shumpert makes 2-pt shot from 19 ft,2,10-14,,
1:54.0,,,10-14,,R. Felton misses 3-pt shot from 24 ft
1:53.0,Defensive rebound by T. Thompson,,10-14,,
1:30.0,R. Jefferson makes 2-pt shot from 1 ft,2,12-14,,
1:04.0,,,12-14,,B. Griffin misses 2-pt shot from 20 ft
1:03.0,Defensive rebound by D. Liggins,,12-14,,
0:54.0,Offensive charge foul by D. Liggins,,12-14,,
0:54.0,Turnover by D. Liggins (offensive foul),,12-14,,
0:54.0,J. Smith enters the game for I. Shumpert,,12-14,,
0:42.0,,,12-14,,A. Rivers misses 3-pt shot from 29 ft
0:42.0,Defensive rebound by D. Williams,,12-14,,
0:28.0,J. Smith makes 2-pt shot from 19 ft,2,14-14,,
0:06.0,,,14-14,,Turnover by M. Speights (lost ball)
0:01.0,J. Smith makes 2-pt shot from 15 ft,2,16-14,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,16-14,,A. Rivers misses 3-pt shot from 25 ft
11:34.0,Defensive rebound by D. Williams,,16-14,,
11:15.0,J. Smith misses 2-pt shot from 22 ft,,16-14,,
11:13.0,,,16-14,,Defensive rebound by P. Pierce
11:01.0,,,16-14,,M. Speights misses 2-pt shot from 13 ft
10:59.0,Defensive rebound by R. Jefferson,,16-14,,
10:51.0,R. Jefferson misses 3-pt shot from 24 ft,,16-14,,
10:50.0,,,16-14,,Defensive rebound by M. Speights
10:34.0,,,16-16,2,A. Rivers makes 2-pt shot from 2 ft (assist by M. Speights)
10:34.0,,,16-16,,Shooting foul by D. Liggins (drawn by A. Rivers)
10:34.0,,,16-16,,A. Rivers misses free throw 1 of 1
10:34.0,Defensive rebound by R. Jefferson,,16-16,,
10:34.0,K. Felder enters the game for D. Liggins,,16-16,,
10:13.0,D. Williams misses 3-pt shot from 25 ft,,16-16,,
10:12.0,,,16-16,,Defensive rebound by M. Speights
10:09.0,,,16-16,,Shooting foul by J. Jones (drawn by J. Crawford)
10:09.0,,,16-17,1,J. Crawford makes free throw 1 of 2
10:09.0,,,16-18,1,J. Crawford makes free throw 2 of 2
9:56.0,D. Williams misses 2-pt shot from 15 ft,,16-18,,
9:55.0,,,16-18,,Defensive rebound by P. Pierce
9:45.0,,,16-20,2,M. Speights makes 2-pt shot from 2 ft (assist by P. Pierce)
9:33.0,J. Smith makes 2-pt shot from 2 ft,2,18-20,,
9:26.0,,,18-20,,Turnover by R. Felton (step out of bounds)
9:14.0,K. Felder misses 2-pt shot from 17 ft,,18-20,,
9:14.0,,,18-20,,Defensive rebound by M. Speights
9:07.0,,,18-20,,J. Crawford misses 2-pt shot from 19 ft
9:04.0,Defensive rebound by K. Felder,,18-20,,
8:53.0,J. Smith makes 2-pt shot from 18 ft,2,20-20,,
8:35.0,,,20-20,,A. Rivers misses 3-pt shot from 23 ft
8:34.0,Defensive rebound by D. Williams,,20-20,,
8:16.0,K. Felder misses 3-pt shot from 25 ft,,20-20,,
8:16.0,,,20-20,,Defensive rebound by M. Speights
8:07.0,,,20-20,,R. Felton misses 2-pt shot from 1 ft
8:06.0,Defensive rebound by D. Williams,,20-20,,
8:01.0,D. Williams makes 2-pt shot from 3 ft,2,22-20,,
8:01.0,,,22-20,,LA Clippers full timeout
8:01.0,,,22-20,,D. Jordan enters the game for M. Speights
8:01.0,C. Frye enters the game for J. Jones,,22-20,,
7:46.0,,,22-20,,J. Crawford misses 3-pt shot from 25 ft
7:46.0,,,22-20,,Offensive rebound by D. Jordan
7:46.0,Loose ball foul by D. Williams (drawn by D. Jordan),,22-20,,
7:46.0,,,22-20,,C. Paul enters the game for R. Felton
7:46.0,,,22-20,,J. Redick enters the game for A. Rivers
7:37.0,,,22-22,2,J. Crawford makes 2-pt shot from 17 ft
7:20.0,J. Smith misses 3-pt shot from 26 ft,,22-22,,
7:19.0,,,22-22,,Defensive rebound by P. Pierce
7:10.0,,,22-22,,J. Crawford misses 2-pt shot from 18 ft
7:10.0,Defensive rebound by J. Smith,,22-22,,
7:06.0,,,22-22,,Personal foul by J. Crawford (drawn by J. Smith)
7:06.0,D. Williams enters the game for K. Felder,,22-22,,
7:06.0,I. Shumpert enters the game for D. Williams,,22-22,,
7:06.0,,,22-22,,B. Griffin enters the game for P. Pierce
6:59.0,I. Shumpert misses 2-pt shot from 12 ft,,22-22,,
6:57.0,,,22-22,,Defensive rebound by D. Jordan
6:48.0,,,22-22,,Shooting foul by I. Shumpert (drawn by J. Redick)
6:48.0,,,22-23,1,J. Redick makes free throw 1 of 2
6:48.0,,,22-24,1,J. Redick makes free throw 2 of 2
6:48.0,,,22-23,,A. Rivers enters the game for J. Crawford
6:48.0,T. Thompson enters the game for R. Jefferson,,22-23,,
6:22.0,J. Smith misses 2-pt shot from 1 ft,,22-24,,
6:21.0,,,22-24,,Defensive rebound by B. Griffin
6:13.0,Violation by J. Smith (kicked ball),,22-24,,
6:05.0,,,22-24,,J. Redick misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by I. Shumpert,,22-24,,
5:47.0,C. Frye makes 2-pt shot from 11 ft,2,24-24,,
5:28.0,,,24-24,,C. Paul misses 2-pt shot from 19 ft
5:27.0,,,24-24,,Offensive rebound by Team
5:27.0,Official timeout,,24-24,,
5:24.0,,,24-26,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
4:58.0,D. Williams misses 2-pt shot from 19 ft,,24-26,,
4:56.0,,,24-26,,Defensive rebound by D. Jordan
4:52.0,Personal foul by D. Williams (drawn by D. Jordan),,24-26,,
4:52.0,,,24-27,1,D. Jordan makes free throw 1 of 2
4:52.0,,,24-27,,D. Jordan misses free throw 2 of 2
4:50.0,Defensive rebound by J. Smith,,24-27,,
4:31.0,C. Frye misses 2-pt shot from 18 ft,,24-27,,
4:30.0,,,24-27,,Defensive rebound by D. Jordan
4:27.0,Personal foul by C. Frye (drawn by B. Griffin),,24-27,,
4:27.0,,,24-28,1,B. Griffin makes free throw 1 of 2
4:27.0,,,24-29,1,B. Griffin makes free throw 2 of 2
4:17.0,I. Shumpert misses 3-pt shot from 24 ft,,24-29,,
4:17.0,,,24-29,,Defensive rebound by B. Griffin
4:06.0,Personal foul by I. Shumpert (drawn by C. Paul),,24-29,,
4:06.0,,,24-30,1,C. Paul makes free throw 1 of 2
4:06.0,,,24-31,1,C. Paul makes free throw 2 of 2
4:06.0,R. Jefferson enters the game for I. Shumpert,,24-30,,
3:46.0,J. Smith misses 2-pt shot from 9 ft,,24-31,,
3:44.0,,,24-31,,Defensive rebound by B. Griffin
3:39.0,,,24-31,,A. Rivers misses 3-pt shot from 23 ft
3:37.0,,,24-31,,Offensive rebound by D. Jordan
3:32.0,,,24-31,,J. Redick misses 3-pt shot from 24 ft
3:30.0,Defensive rebound by R. Jefferson,,24-31,,
3:24.0,Turnover by D. Williams (lost ball; steal by J. Redick),,24-31,,
3:18.0,,,24-34,3,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul)
3:18.0,Cleveland full timeout,,24-34,,
3:05.0,J. Smith misses 3-pt shot from 25 ft,,24-34,,
3:05.0,,,24-34,,Defensive rebound by Team
3:05.0,Loose ball foul by T. Thompson (drawn by D. Jordan),,24-34,,
3:05.0,,,24-35,1,D. Jordan makes free throw 1 of 2
3:05.0,,,24-35,,D. Jordan misses free throw 2 of 2
3:05.0,Defensive rebound by C. Frye,,24-35,,
3:05.0,D. Williams enters the game for J. Smith,,24-35,,
2:44.0,Turnover by D. Williams (bad pass),,24-35,,
2:44.0,Personal foul by D. Williams (drawn by C. Paul),,24-35,,
2:44.0,,,24-36,1,C. Paul makes free throw 1 of 2
2:44.0,,,24-37,1,C. Paul makes free throw 2 of 2
2:32.0,Shooting foul by A. Rivers (drawn by D. Williams),,24-37,,
2:32.0,D. Williams makes free throw 1 of 2,1,25-37,,
2:32.0,D. Williams makes free throw 2 of 2,1,26-37,,
2:32.0,,,25-37,,R. Felton enters the game for A. Rivers
2:30.0,Personal take foul by R. Jefferson (drawn by D. Jordan),,26-37,,
2:30.0,,,26-38,1,D. Jordan makes free throw 1 of 2
2:30.0,,,26-38,,D. Jordan misses free throw 2 of 2
2:29.0,Defensive rebound by R. Jefferson,,26-38,,
2:14.0,Turnover by D. Williams (traveling),,26-38,,
1:53.0,,,26-38,,B. Griffin misses 2-pt shot from 18 ft
1:52.0,Defensive rebound by R. Jefferson,,26-38,,
1:42.0,Turnover by D. Williams (bad pass; steal by R. Felton),,26-38,,
1:37.0,,,26-40,2,J. Redick makes 2-pt shot from 1 ft (assist by R. Felton)
1:24.0,D. Williams misses 2-pt shot from 9 ft,,26-40,,
1:23.0,Offensive rebound by T. Thompson,,26-40,,
1:22.0,T. Thompson makes 2-pt shot from 1 ft,2,28-40,,
1:10.0,,,28-40,,C. Paul misses 2-pt shot from 16 ft
1:08.0,,,28-40,,Offensive rebound by D. Jordan
1:08.0,,,28-42,2,D. Jordan makes 2-pt shot from 2 ft
0:44.0,Shooting foul by J. Redick (drawn by T. Thompson),,28-42,,
0:44.0,T. Thompson makes free throw 1 of 2,1,29-42,,
0:44.0,T. Thompson misses free throw 2 of 2,,29-42,,
0:41.0,,,29-42,,Defensive rebound by B. Griffin
0:35.0,,,29-44,2,J. Redick makes 2-pt shot from 21 ft (assist by B. Griffin)
0:21.0,Shooting foul by B. Griffin (drawn by R. Jefferson),,29-44,,
0:21.0,R. Jefferson makes free throw 1 of 3,1,30-44,,
0:21.0,R. Jefferson misses free throw 2 of 3,,30-44,,
0:21.0,Offensive rebound by Team,,30-44,,
0:21.0,R. Jefferson makes free throw 3 of 3,1,31-44,,
0:21.0,D. Liggins enters the game for D. Williams,,30-44,,
0:21.0,,,30-44,,J. Crawford enters the game for R. Felton
0:21.0,J. Jones enters the game for C. Frye,,30-44,,
0:03.0,,,31-44,,Shooting foul by J. Jones (drawn by D. Jordan)
0:03.0,,,31-45,1,D. Jordan makes free throw 1 of 2
0:03.0,,,31-45,,D. Jordan misses free throw 2 of 2
0:03.0,,,31-45,,R. Felton enters the game for C. Paul
0:03.0,,,31-45,,L. Mbah a Moute enters the game for J. Redick
0:02.0,,,31-45,,Offensive rebound by B. Griffin
0:02.0,,,31-47,2,B. Griffin makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,31-47,,B. Griffin misses 2-pt shot from 2 ft
11:44.0,Defensive rebound by I. Shumpert,,31-47,,
11:28.0,Shooting foul by J. Redick (drawn by J. Smith),,31-47,,
11:28.0,J. Smith misses free throw 1 of 2,,31-47,,
11:28.0,Offensive rebound by Team,,31-47,,
11:28.0,J. Smith misses free throw 2 of 2,,31-47,,
11:27.0,,,31-47,,Defensive rebound by B. Griffin
11:22.0,,,31-47,,Offensive charge foul by J. Redick
11:22.0,,,31-47,,Turnover by J. Redick (offensive foul)
11:01.0,C. Frye misses 3-pt shot from 25 ft,,31-47,,
11:01.0,,,31-47,,Defensive rebound by D. Jordan
10:49.0,,,31-49,2,J. Redick makes 2-pt shot from 20 ft (assist by D. Jordan)
10:38.0,D. Williams misses 2-pt shot from 20 ft,,31-49,,
10:36.0,,,31-49,,Defensive rebound by D. Jordan
10:12.0,,,31-49,,J. Redick misses 2-pt shot from 2 ft
10:10.0,Defensive rebound by J. Smith,,31-49,,
9:59.0,D. Williams makes 2-pt shot from 16 ft (assist by I. Shumpert),2,33-49,,
9:40.0,,,33-49,,C. Paul misses 3-pt shot from 24 ft
9:39.0,Defensive rebound by C. Frye,,33-49,,
9:30.0,C. Frye makes 3-pt shot from 26 ft (assist by J. Smith),3,36-49,,
9:12.0,,,36-49,,B. Griffin misses 2-pt shot from 19 ft
9:11.0,Defensive rebound by T. Thompson,,36-49,,
8:57.0,C. Frye makes 3-pt shot from 25 ft (assist by I. Shumpert),3,39-49,,
8:57.0,,,39-49,,LA Clippers full timeout
8:57.0,,,39-49,,J. Crawford enters the game for J. Redick
8:41.0,,,39-51,2,B. Griffin makes 2-pt shot from 19 ft (assist by J. Crawford)
8:18.0,J. Smith misses 3-pt shot from 23 ft,,39-51,,
8:17.0,,,39-51,,Defensive rebound by D. Jordan
8:11.0,,,39-53,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Crawford)
7:44.0,C. Frye misses 3-pt shot from 26 ft,,39-53,,
7:44.0,,,39-53,,Defensive rebound by D. Jordan
7:36.0,,,39-55,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
7:20.0,C. Frye misses 3-pt shot from 25 ft,,39-55,,
7:19.0,Offensive rebound by T. Thompson,,39-55,,
7:15.0,J. Smith misses 3-pt shot from 25 ft,,39-55,,
7:15.0,,,39-55,,Defensive rebound by C. Paul
7:04.0,,,39-55,,C. Paul misses 2-pt shot from 19 ft
7:03.0,Defensive rebound by D. Williams,,39-55,,
6:43.0,I. Shumpert makes 2-pt shot from 15 ft (assist by C. Frye),2,41-55,,
6:21.0,,,41-57,2,B. Griffin makes 2-pt shot from 20 ft (assist by D. Jordan)
6:03.0,T. Thompson makes 2-pt shot from 9 ft (assist by D. Williams),2,43-57,,
6:00.0,Personal foul by D. Williams (drawn by B. Griffin),,43-57,,
5:50.0,,,43-57,,Turnover by L. Mbah a Moute (bad pass)
5:50.0,,,43-57,,A. Rivers enters the game for L. Mbah a Moute
5:38.0,D. Williams makes 2-pt shot from 17 ft,2,45-57,,
5:19.0,,,45-59,2,B. Griffin makes 2-pt shot from 9 ft
5:01.0,I. Shumpert makes 2-pt shot from 16 ft,2,47-59,,
4:52.0,,,47-62,3,B. Griffin makes 3-pt shot from 24 ft (assist by C. Paul)
4:37.0,D. Williams misses 2-pt shot from 8 ft,,47-62,,
4:34.0,,,47-62,,Defensive rebound by B. Griffin
4:25.0,,,47-64,2,B. Griffin makes 2-pt shot from 18 ft
4:24.0,Cleveland full timeout,,47-64,,
4:09.0,T. Thompson makes 2-pt shot from 1 ft (assist by D. Williams),2,49-64,,
3:53.0,,,49-64,,Shooting foul by C. Frye (drawn by D. Jordan)
3:53.0,,,49-66,2,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin)
3:53.0,,,49-66,,D. Jordan misses free throw 1 of 1
3:51.0,Defensive rebound by C. Frye,,49-66,,
3:29.0,J. Smith misses 2-pt shot from 19 ft,,49-66,,
3:28.0,,,49-66,,Defensive rebound by D. Jordan
3:16.0,,,49-66,,Shooting foul by C. Frye (drawn by B. Griffin)
3:16.0,,,49-66,,B. Griffin misses free throw 1 of 2
3:16.0,,,49-66,,Offensive rebound by Team
3:16.0,,,49-66,,B. Griffin misses free throw 2 of 2
3:14.0,Defensive rebound by C. Frye,,49-66,,
3:00.0,T. Thompson makes 2-pt shot from 9 ft (assist by D. Williams),2,51-66,,
2:34.0,,,51-66,,C. Paul misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by J. Smith,,51-66,,
2:25.0,J. Smith misses 2-pt shot from 8 ft,,51-66,,
2:24.0,,,51-66,,Defensive rebound by D. Jordan
2:04.0,,,51-66,,Turnover by C. Paul (lost ball; steal by T. Thompson)
2:04.0,,,51-66,,M. Speights enters the game for D. Jordan
2:04.0,Jump ball: C. Paul vs. T. Thompson (I. Shumpert gains possession),,,,Jump ball: C. Paul vs. T. Thompson (I. Shumpert gains possession)
1:55.0,D. Williams makes 3-pt shot from 25 ft (assist by I. Shumpert),3,54-66,,
1:40.0,,,54-69,3,J. Crawford makes 3-pt shot from 25 ft (assist by B. Griffin)
1:24.0,D. Williams makes 2-pt shot from 3 ft,2,56-69,,
1:13.0,Personal foul by I. Shumpert (drawn by J. Crawford),,56-69,,
1:13.0,Technical foul by I. Shumpert (drawn by J. Crawford),,56-69,,
1:13.0,,,56-70,1,C. Paul makes technical free throw
1:13.0,,,56-70,,R. Felton enters the game for C. Paul
1:13.0,D. Liggins enters the game for D. Williams,,56-70,,
1:08.0,,,56-73,3,J. Crawford makes 3-pt shot from 23 ft (assist by B. Griffin)
0:47.0,Shooting foul by M. Speights (drawn by J. Smith),,56-73,,
0:47.0,J. Smith makes free throw 1 of 2,1,57-73,,
0:47.0,J. Smith makes free throw 2 of 2,1,58-73,,
0:47.0,J. Jones enters the game for C. Frye,,57-73,,
0:47.0,R. Jefferson enters the game for I. Shumpert,,57-73,,
0:36.0,,,58-76,3,J. Crawford makes 3-pt shot from 26 ft (assist by R. Felton)
0:22.0,Turnover by D. Liggins (bad pass),,58-76,,
0:22.0,D. Williams enters the game for J. Smith,,58-76,,
0:01.0,,,58-76,,J. Crawford misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by J. Jones,,58-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,K. Felder misses 2-pt shot from 2 ft,,58-76,,
11:45.0,,,58-76,,Defensive rebound by M. Speights
11:43.0,,,58-76,,Turnover by J. Crawford (step out of bounds)
11:25.0,R. Jefferson misses 2-pt shot from 20 ft,,58-76,,
11:23.0,,,58-76,,Defensive rebound by J. Crawford
11:07.0,,,58-76,,A. Rivers misses 3-pt shot from 23 ft
11:06.0,Defensive rebound by K. Felder,,58-76,,
10:52.0,J. Jones misses 3-pt shot from 23 ft,,58-76,,
10:51.0,,,58-76,,Defensive rebound by J. Crawford
10:45.0,,,58-76,,J. Crawford misses 3-pt shot from 26 ft
10:43.0,Defensive rebound by Team,,58-76,,
10:31.0,K. Felder misses 2-pt shot from 14 ft,,58-76,,
10:29.0,,,58-76,,Defensive rebound by M. Speights
10:18.0,,,58-76,,Turnover by J. Crawford (bad pass)
10:05.0,D. Williams misses 3-pt shot from 25 ft,,58-76,,
10:04.0,,,58-76,,Defensive rebound by A. Rivers
10:01.0,,,58-78,2,A. Rivers makes 2-pt shot from 2 ft
10:01.0,,,58-78,,Shooting foul by D. Liggins (drawn by A. Rivers)
10:01.0,,,58-79,1,A. Rivers makes free throw 1 of 1
9:50.0,R. Jefferson misses 3-pt shot from 25 ft (block by P. Pierce),,58-79,,
9:49.0,,,58-79,,Defensive rebound by A. Rivers
9:32.0,,,58-82,3,P. Pierce makes 3-pt shot from 26 ft (assist by M. Speights)
9:21.0,Turnover by K. Felder (traveling),,58-82,,
9:04.0,,,58-84,2,A. Rivers makes 2-pt shot from 1 ft
9:04.0,Cleveland full timeout,,58-84,,
8:50.0,R. Jefferson misses 2-pt shot from 6 ft,,58-84,,
8:48.0,Offensive rebound by D. Liggins,,58-84,,
8:43.0,R. Jefferson makes 3-pt shot from 23 ft (assist by D. Liggins),3,61-84,,
8:24.0,,,61-86,2,M. Speights makes 2-pt shot from 2 ft (assist by R. Felton)
8:15.0,Shooting foul by R. Felton (drawn by K. Felder),,61-86,,
8:15.0,K. Felder makes free throw 1 of 2,1,62-86,,
8:15.0,K. Felder makes free throw 2 of 2,1,63-86,,
7:59.0,,,63-88,2,A. Rivers makes 2-pt shot from 1 ft
7:47.0,K. Felder makes 2-pt shot from 1 ft,2,65-88,,
7:29.0,,,65-90,2,P. Pierce makes 2-pt shot at rim (assist by R. Felton)
7:17.0,K. Felder misses 3-pt shot from 24 ft,,65-90,,
7:16.0,,,65-90,,Defensive rebound by P. Pierce
7:05.0,,,65-93,3,M. Speights makes 3-pt shot from 25 ft (assist by P. Pierce)
6:52.0,K. Felder misses 2-pt shot from 21 ft,,65-93,,
6:52.0,,,65-93,,Defensive rebound by M. Speights
6:47.0,,,65-93,,Turnover by P. Pierce (bad pass; steal by D. Liggins)
6:44.0,Offensive charge foul by D. Liggins,,65-93,,
6:44.0,Turnover by D. Liggins (offensive foul),,65-93,,
6:44.0,,,65-93,,B. Bass enters the game for P. Pierce
6:44.0,,,65-93,,W. Johnson enters the game for M. Speights
6:28.0,,,65-95,2,B. Bass makes 2-pt shot at rim (assist by J. Crawford)
6:14.0,,,65-95,,Personal foul by W. Johnson (drawn by R. Jefferson)
6:03.0,J. Jones misses 2-pt shot from 11 ft (block by W. Johnson),,65-95,,
6:02.0,,,65-95,,Defensive rebound by A. Rivers
5:44.0,,,65-95,,Turnover by B. Bass (lost ball; steal by D. Liggins)
5:42.0,,,65-95,,Personal foul by A. Rivers (drawn by K. Felder)
5:42.0,Official timeout,,65-95,,
5:32.0,D. Williams misses 2-pt shot from 7 ft,,65-95,,
5:32.0,,,65-95,,Defensive rebound by W. Johnson
5:13.0,,,65-97,2,R. Felton makes 2-pt shot from 20 ft
4:59.0,D. Liggins makes 2-pt shot from 1 ft (assist by K. Felder),2,67-97,,
4:34.0,,,67-97,,R. Felton misses 3-pt shot from 24 ft
4:32.0,Defensive rebound by D. Liggins,,67-97,,
4:26.0,K. Felder makes 2-pt shot from 2 ft (assist by D. Liggins),2,69-97,,
4:07.0,,,69-97,,Turnover by R. Felton (bad pass)
4:07.0,,,69-97,,P. Pierce enters the game for R. Felton
3:54.0,R. Jefferson makes 3-pt shot from 24 ft (assist by K. Felder),3,72-97,,
3:36.0,,,72-97,,Turnover by J. Crawford (lost ball; steal by D. Liggins)
3:35.0,,,72-97,,Personal take foul by P. Pierce (drawn by D. Liggins)
3:35.0,,,72-97,,R. Felton enters the game for A. Rivers
3:25.0,K. Felder misses 2-pt shot from 17 ft,,72-97,,
3:23.0,,,72-97,,Defensive rebound by B. Bass
3:05.0,,,72-97,,J. Crawford misses 2-pt shot from 2 ft
3:03.0,,,72-97,,Offensive rebound by P. Pierce
3:02.0,,,72-99,2,B. Bass makes 2-pt shot from 2 ft (assist by P. Pierce)
3:02.0,,,72-99,,Shooting foul by R. Jefferson (drawn by B. Bass)
3:02.0,,,72-100,1,B. Bass makes free throw 1 of 1
2:50.0,K. Felder makes 2-pt shot from 15 ft,2,74-100,,
2:31.0,,,74-100,,LA Clippers full timeout
2:31.0,,,74-100,,A. Rivers enters the game for J. Crawford
2:31.0,,,74-100,,Turnover by P. Pierce (lost ball; steal by D. Liggins)
2:31.0,Jump ball: D. Liggins vs. P. Pierce (R. Jefferson gains possession),,,,Jump ball: D. Liggins vs. P. Pierce (R. Jefferson gains possession)
