time,Denver,pts.away,score,pts.home,LA Lakers
10:38.0,Offensive rebound by J. Hernangomez,,40-33,,
10:19.0,J. Nurkic makes 2-pt shot from 3 ft (assist by J. Nelson),2,42-33,,
10:09.0,,,42-33,,L. Williams misses 3-pt shot from 26 ft
10:05.0,Defensive rebound by J. Nurkic,,42-33,,
9:53.0,W. Chandler misses 2-pt shot from 4 ft,,42-33,,
9:48.0,,,42-33,,Defensive rebound by I. Zubac
9:38.0,,,42-33,,J. Clarkson misses 2-pt shot from 2 ft
9:38.0,Defensive rebound by Team,,42-33,,
9:17.0,W. Chandler makes 2-pt shot from 17 ft,2,44-33,,
9:05.0,,,44-33,,L. Williams misses 2-pt shot from 6 ft
9:05.0,,,44-33,,Offensive rebound by Team
9:05.0,,,44-33,,T. Black enters the game for I. Zubac
8:48.0,,,44-35,2,T. Black makes 2-pt shot from 3 ft (assist by L. Williams)
8:43.0,Offensive charge foul by J. Nelson,,44-35,,
8:43.0,Turnover by J. Nelson (offensive foul),,44-35,,
8:43.0,Official timeout,,44-35,,
8:33.0,,,44-35,,B. Ingram misses 2-pt shot from 3 ft (block by J. Murray)
8:33.0,,,44-35,,Offensive rebound by Team
8:26.0,,,44-35,,B. Ingram misses 2-pt shot from 5 ft
8:23.0,Defensive rebound by W. Chandler,,44-35,,
8:15.0,Turnover by J. Nelson (bad pass; steal by B. Ingram),,44-35,,
8:10.0,,,44-37,2,B. Ingram makes 2-pt shot at rim
8:04.0,Turnover by J. Murray (bad pass; steal by J. Clarkson),,44-37,,
7:59.0,,,44-37,,L. Williams misses 3-pt shot from 27 ft
7:54.0,,,44-37,,Offensive rebound by J. Randle
7:45.0,,,44-37,,J. Randle misses 2-pt shot from 2 ft (block by J. Murray)
7:44.0,,,44-37,,Offensive rebound by J. Randle
7:37.0,,,44-37,,J. Randle misses 2-pt shot from 5 ft (block by J. Hernangomez)
7:35.0,,,44-37,,Offensive rebound by T. Black
7:34.0,,,44-37,,T. Black misses 2-pt shot from 2 ft
7:32.0,,,44-37,,Offensive rebound by T. Black
7:31.0,,,44-37,,T. Black misses 2-pt shot from 1 ft
7:31.0,,,44-37,,Offensive rebound by Team
7:31.0,Denver full timeout,,44-37,,
7:25.0,,,44-40,3,J. Clarkson makes 3-pt shot from 26 ft (assist by J. Randle)
7:07.0,Shooting foul by T. Black (drawn by J. Nurkic),,44-40,,
7:07.0,J. Nurkic misses free throw 1 of 2,,44-40,,
7:07.0,Offensive rebound by Team,,44-40,,
7:07.0,J. Nurkic makes free throw 2 of 2,1,45-40,,
7:07.0,K. Faried enters the game for J. Hernangomez,,44-40,,
6:53.0,,,45-40,,J. Clarkson misses 3-pt shot from 26 ft
6:52.0,Defensive rebound by J. Nurkic,,45-40,,
6:44.0,Offensive foul by J. Nurkic,,45-40,,
6:44.0,Turnover by J. Nurkic (offensive foul),,45-40,,
6:44.0,,,45-40,,D. Russell enters the game for L. Williams
6:31.0,,,45-42,2,T. Black makes 2-pt shot from 3 ft
6:18.0,W. Chandler makes 2-pt shot from 3 ft,2,47-42,,
6:18.0,Shooting foul by B. Ingram (drawn by W. Chandler),,47-42,,
6:18.0,W. Chandler makes free throw 1 of 1,1,48-42,,
6:18.0,E. Mudiay enters the game for J. Nelson,,47-42,,
6:18.0,N. Jokic enters the game for J. Nurkic,,47-42,,
5:56.0,,,48-42,,B. Ingram misses 3-pt shot from 27 ft
5:56.0,Defensive rebound by Team,,48-42,,
5:56.0,,,48-42,,N. Young enters the game for J. Clarkson
5:36.0,Turnover by J. Murray (bad pass; steal by N. Young),,48-42,,
5:32.0,,,48-42,,Shooting foul by J. Murray (drawn by N. Young)
5:32.0,,,48-43,1,N. Young makes free throw 1 of 2
5:32.0,,,48-44,1,N. Young makes free throw 2 of 2
5:32.0,W. Barton enters the game for J. Murray,,48-43,,
5:32.0,D. Gallinari enters the game for W. Chandler,,48-43,,
5:19.0,W. Barton makes 2-pt shot from 2 ft,2,50-44,,
4:58.0,,,50-44,,Turnover by J. Randle (traveling)
4:42.0,Shooting foul by N. Young (drawn by W. Barton),,50-44,,
4:42.0,W. Barton misses free throw 1 of 2,,50-44,,
4:42.0,Offensive rebound by Team,,50-44,,
4:42.0,W. Barton makes free throw 2 of 2,1,51-44,,
4:17.0,,,51-44,,J. Randle misses 2-pt shot from 20 ft
4:15.0,Defensive rebound by D. Gallinari,,51-44,,
4:08.0,W. Barton makes 3-pt shot from 25 ft (assist by D. Gallinari),3,54-44,,
4:04.0,,,54-44,,LA Lakers full timeout
4:04.0,,,54-44,,J. Clarkson enters the game for B. Ingram
3:43.0,,,54-44,,N. Young misses 3-pt shot from 27 ft
3:41.0,,,54-44,,Offensive rebound by T. Black
3:29.0,,,54-44,,N. Young misses 2-pt shot from 1 ft (block by N. Jokic)
3:28.0,,,54-44,,Offensive rebound by N. Young
3:22.0,,,54-47,3,N. Young makes 3-pt shot from 23 ft
2:56.0,W. Barton makes 2-pt shot from 1 ft,2,56-47,,
2:40.0,,,56-47,,D. Russell misses 2-pt shot from 20 ft
2:39.0,,,56-47,,Offensive rebound by J. Randle
2:28.0,,,56-47,,D. Russell misses 3-pt shot from 26 ft
2:27.0,Defensive rebound by W. Barton,,56-47,,
2:15.0,K. Faried makes 2-pt shot from 6 ft (assist by D. Gallinari),2,58-47,,
2:04.0,,,58-47,,D. Russell misses 2-pt shot from 2 ft (block by N. Jokic)
2:03.0,,,58-47,,Offensive rebound by D. Russell
1:57.0,,,58-50,3,D. Russell makes 3-pt shot from 25 ft (assist by N. Young)
1:42.0,K. Faried misses 2-pt shot from 19 ft,,58-50,,
1:41.0,,,58-50,,Defensive rebound by T. Black
1:35.0,,,58-52,2,T. Black makes 2-pt shot at rim (assist by J. Randle)
1:24.0,,,58-52,,Personal foul by D. Russell (drawn by E. Mudiay)
1:20.0,Shooting foul by T. Black (drawn by N. Jokic),,58-52,,
1:20.0,N. Jokic makes free throw 1 of 3,1,59-52,,
1:20.0,N. Jokic misses free throw 2 of 3,,59-52,,
1:20.0,Offensive rebound by Team,,59-52,,
1:20.0,N. Jokic makes free throw 3 of 3,1,60-52,,
1:00.0,,,60-52,,J. Randle misses 2-pt shot from 5 ft
1:00.0,Defensive rebound by K. Faried,,60-52,,
0:38.0,K. Faried makes 2-pt shot from 5 ft (assist by E. Mudiay),2,62-52,,
0:33.0,,,62-52,,Turnover by D. Russell (lost ball; steal by E. Mudiay)
0:31.0,E. Mudiay makes 2-pt shot at rim,2,64-52,,
0:09.0,,,64-52,,N. Young misses 3-pt shot from 26 ft
0:09.0,,,64-52,,Offensive rebound by T. Black
0:09.0,,,64-54,2,T. Black makes 2-pt shot from 3 ft
0:06.0,Shooting foul by T. Black (drawn by E. Mudiay),,64-54,,
0:06.0,E. Mudiay makes free throw 1 of 2,1,65-54,,
0:06.0,E. Mudiay makes free throw 2 of 2,1,66-54,,
0:06.0,,,65-54,,L. Williams enters the game for T. Black
0:06.0,W. Chandler enters the game for N. Jokic,,65-54,,
0:03.0,,,66-54,,Turnover by J. Randle (offensive foul)
0:03.0,,,66-54,,Offensive charge foul by J. Randle
0:03.0,,,66-54,,T. Black enters the game for J. Randle
0:03.0,,,66-54,,B. Ingram enters the game for L. Williams
0:03.0,N. Jokic enters the game for K. Faried,,66-54,,
0:01.0,E. Mudiay misses 2-pt shot from 9 ft,,66-54,,
0:00.0,Offensive rebound by Team,,66-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Offensive foul by N. Jokic,,66-54,,
11:49.0,Turnover by N. Jokic (offensive foul),,66-54,,
11:37.0,,,66-56,2,N. Young makes 2-pt shot from 21 ft (assist by B. Ingram)
11:20.0,Turnover by D. Gallinari (lost ball; steal by J. Randle),,66-56,,
11:15.0,,,66-58,2,J. Randle makes 2-pt shot at rim (assist by D. Russell)
10:58.0,D. Gallinari makes 2-pt shot from 13 ft,2,68-58,,
10:50.0,Personal foul by N. Jokic (drawn by T. Mozgov),,68-58,,
10:44.0,,,68-58,,D. Russell misses 2-pt shot from 12 ft
10:43.0,Defensive rebound by K. Faried,,68-58,,
10:34.0,W. Barton makes 3-pt shot from 27 ft,3,71-58,,
10:12.0,,,71-61,3,B. Ingram makes 3-pt shot from 24 ft (assist by D. Russell)
9:59.0,D. Gallinari misses 2-pt shot from 10 ft,,71-61,,
9:57.0,,,71-61,,Defensive rebound by J. Randle
9:53.0,,,71-61,,Turnover by J. Randle (bad pass; steal by D. Gallinari)
9:48.0,K. Faried makes 2-pt shot from 2 ft (assist by D. Gallinari),2,73-61,,
9:39.0,,,73-63,2,D. Russell makes 2-pt shot from 1 ft
9:25.0,,,73-63,,Personal foul by J. Randle (drawn by N. Jokic)
9:17.0,N. Jokic makes 3-pt shot from 27 ft (assist by W. Barton),3,76-63,,
9:00.0,,,76-63,,D. Russell misses 2-pt shot from 4 ft
8:59.0,,,76-63,,Offensive rebound by Team
8:47.0,,,76-63,,B. Ingram misses 3-pt shot from 26 ft
8:46.0,Defensive rebound by N. Jokic,,76-63,,
8:35.0,K. Faried makes 2-pt shot from 2 ft (assist by W. Barton),2,78-63,,
8:14.0,,,78-66,3,N. Young makes 3-pt shot from 26 ft (assist by J. Randle)
8:03.0,D. Gallinari misses 3-pt shot from 27 ft,,78-66,,
8:02.0,,,78-66,,Defensive rebound by D. Russell
7:44.0,,,78-66,,Turnover by J. Randle (bad pass)
7:36.0,E. Mudiay makes 2-pt shot from 15 ft (assist by K. Faried),2,80-66,,
7:36.0,Shooting foul by D. Russell (drawn by E. Mudiay),,80-66,,
7:36.0,E. Mudiay misses free throw 1 of 1,,80-66,,
7:35.0,Offensive rebound by N. Jokic,,80-66,,
7:34.0,N. Jokic makes 2-pt shot at rim,2,82-66,,
7:33.0,,,82-66,,LA Lakers full timeout
7:33.0,,,82-66,,T. Black enters the game for B. Ingram
7:33.0,,,82-66,,I. Zubac enters the game for J. Randle
7:33.0,,,82-66,,J. Calderon enters the game for T. Mozgov
7:33.0,,,82-66,,L. Williams enters the game for N. Young
7:33.0,,,82-66,,J. Clarkson enters the game for D. Russell
7:20.0,,,82-68,2,I. Zubac makes 2-pt shot from 18 ft (assist by L. Williams)
7:03.0,W. Barton misses 2-pt shot from 3 ft (block by T. Black),,82-68,,
7:01.0,,,82-68,,Defensive rebound by T. Black
6:56.0,,,82-68,,Turnover by J. Clarkson (bad pass)
6:48.0,,,82-68,,Personal foul by J. Clarkson (drawn by D. Gallinari)
6:33.0,N. Jokic misses 3-pt shot from 26 ft,,82-68,,
6:32.0,,,82-68,,Offensive rebound by I. Zubac
6:32.0,Jump ball: E. Mudiay vs. I. Zubac (T. Black gains possession),,,,Jump ball: E. Mudiay vs. I. Zubac (T. Black gains possession)
6:16.0,,,82-68,,J. Clarkson misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by K. Faried,,82-68,,
6:09.0,Turnover by K. Faried (lost ball; steal by J. Clarkson),,82-68,,
6:04.0,,,82-68,,J. Clarkson misses 2-pt shot from 1 ft
6:04.0,Defensive rebound by Team,,82-68,,
5:54.0,K. Faried makes 2-pt shot from 3 ft (assist by E. Mudiay),2,84-68,,
5:40.0,,,84-70,2,T. Black makes 2-pt shot from 6 ft (assist by I. Zubac)
5:25.0,E. Mudiay makes 2-pt shot from 10 ft,2,86-70,,
5:15.0,,,86-70,,I. Zubac misses 2-pt shot from 3 ft
5:09.0,,,86-70,,Offensive rebound by T. Black
5:09.0,,,86-72,2,T. Black makes 2-pt shot at rim
5:01.0,N. Jokic misses 3-pt shot from 26 ft,,86-72,,
4:59.0,,,86-72,,Defensive rebound by Team
4:45.0,,,86-72,,I. Zubac misses 2-pt shot from 3 ft
4:44.0,Defensive rebound by K. Faried,,86-72,,
4:38.0,Turnover by E. Mudiay (bad pass; steal by I. Zubac),,86-72,,
4:21.0,,,86-74,2,T. Black makes 2-pt shot from 1 ft (assist by J. Calderon)
4:21.0,Denver full timeout,,86-74,,
4:21.0,J. Nelson enters the game for K. Faried,,86-74,,
4:21.0,W. Chandler enters the game for E. Mudiay,,86-74,,
4:05.0,W. Chandler misses 3-pt shot from 23 ft,,86-74,,
4:04.0,,,86-74,,Defensive rebound by L. Williams
3:57.0,,,86-74,,T. Black misses 2-pt shot from 1 ft (block by W. Chandler)
3:54.0,Defensive rebound by N. Jokic,,86-74,,
3:48.0,W. Barton makes 3-pt shot from 24 ft,3,89-74,,
3:36.0,Personal foul by W. Barton (drawn by J. Clarkson),,89-74,,
3:36.0,,,89-74,,B. Ingram enters the game for J. Calderon
3:28.0,,,89-76,2,J. Clarkson makes 2-pt shot from 16 ft (assist by B. Ingram)
3:18.0,W. Barton misses 2-pt shot from 1 ft,,89-76,,
3:14.0,Offensive rebound by N. Jokic,,89-76,,
3:14.0,N. Jokic makes 2-pt shot from 1 ft,2,91-76,,
3:07.0,,,91-78,2,L. Williams makes 2-pt shot from 5 ft
2:55.0,N. Jokic makes 2-pt shot from 7 ft,2,93-78,,
2:44.0,,,93-78,,J. Clarkson misses 2-pt shot from 18 ft
2:40.0,Defensive rebound by W. Chandler,,93-78,,
2:29.0,N. Jokic makes 2-pt shot from 14 ft (assist by W. Barton),2,95-78,,
2:29.0,,,95-78,,LA Lakers full timeout
2:29.0,,,95-78,,N. Young enters the game for I. Zubac
2:29.0,J. Hernangomez enters the game for D. Gallinari,,95-78,,
2:19.0,,,95-78,,L. Williams misses 3-pt shot from 25 ft
2:19.0,,,95-78,,Offensive rebound by Team
2:19.0,Loose ball foul by J. Hernangomez,,95-78,,
2:11.0,,,95-80,2,B. Ingram makes 2-pt shot from 14 ft
2:03.0,Shooting foul by J. Clarkson (drawn by W. Barton),,95-80,,
2:03.0,W. Barton misses free throw 1 of 3,,95-80,,
2:03.0,Offensive rebound by Team,,95-80,,
2:03.0,W. Barton makes free throw 2 of 3,1,96-80,,
2:03.0,W. Barton makes free throw 3 of 3,1,97-80,,
1:52.0,,,97-82,2,J. Clarkson makes 2-pt shot from 8 ft
1:24.0,N. Jokic misses 3-pt shot from 27 ft,,97-82,,
1:22.0,Offensive rebound by W. Chandler,,97-82,,
1:14.0,N. Jokic makes 2-pt shot from 9 ft (assist by W. Barton),2,99-82,,
1:04.0,,,99-82,,T. Black misses 2-pt shot from 3 ft (block by W. Chandler)
1:04.0,Jump ball: T. Black vs. W. Chandler (J. Hernangomez gains possession),,,,Jump ball: T. Black vs. W. Chandler (J. Hernangomez gains possession)
1:04.0,Offensive rebound by W. Chandler,,99-82,,
0:51.0,N. Jokic makes 2-pt shot from 7 ft (assist by J. Nelson),2,101-82,,
0:44.0,,,101-84,2,B. Ingram makes 2-pt shot at rim (assist by L. Williams)
0:31.0,Offensive charge foul by W. Barton,,101-84,,
0:31.0,Turnover by W. Barton (offensive foul),,101-84,,
0:09.0,,,101-84,,T. Black misses 2-pt shot from 1 ft
0:08.0,,,101-84,,Offensive rebound by T. Black
0:08.0,,,101-84,,T. Black misses 2-pt shot from 1 ft
0:04.0,Defensive rebound by N. Jokic,,101-84,,
0:00.0,W. Barton misses 2-pt shot from 21 ft,,101-84,,
0:00.0,Offensive rebound by Team,,101-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,101-86,2,L. Williams makes 2-pt shot from 4 ft
11:27.0,W. Chandler makes 2-pt shot from 2 ft (assist by J. Nelson),2,103-86,,
11:19.0,,,103-86,,L. Williams misses 2-pt shot from 14 ft
11:19.0,,,103-86,,Offensive rebound by Team
11:16.0,,,103-86,,B. Ingram misses 2-pt shot from 17 ft
11:15.0,Defensive rebound by J. Murray,,103-86,,
11:06.0,Turnover by J. Murray (bad pass; steal by N. Young),,103-86,,
11:00.0,,,103-86,,N. Young misses 3-pt shot from 26 ft
10:59.0,Defensive rebound by D. Gallinari,,103-86,,
10:38.0,D. Gallinari misses 3-pt shot from 25 ft,,103-86,,
10:37.0,,,103-86,,Defensive rebound by I. Zubac
10:28.0,,,103-88,2,I. Zubac makes 2-pt shot at rim (assist by J. Clarkson)
10:28.0,Denver full timeout,,103-88,,
10:09.0,J. Murray misses 2-pt shot from 3 ft (block by I. Zubac),,103-88,,
10:09.0,Offensive rebound by Team,,103-88,,
10:03.0,W. Chandler misses 2-pt shot from 21 ft,,103-88,,
10:02.0,,,103-88,,Defensive rebound by B. Ingram
9:57.0,,,103-90,2,N. Young makes 2-pt shot from 15 ft (assist by B. Ingram)
9:36.0,Turnover by W. Chandler (lost ball; steal by N. Young),,103-90,,
9:30.0,,,103-90,,N. Young misses 3-pt shot from 27 ft
9:28.0,Defensive rebound by D. Gallinari,,103-90,,
9:23.0,Turnover by W. Chandler (bad pass; steal by B. Ingram),,103-90,,
9:20.0,Shooting block foul by D. Gallinari (drawn by J. Clarkson),,103-90,,
9:20.0,,,103-91,1,J. Clarkson makes free throw 1 of 2
9:20.0,,,103-92,1,J. Clarkson makes free throw 2 of 2
8:59.0,D. Gallinari misses 3-pt shot from 25 ft,,103-92,,
8:58.0,Offensive rebound by K. Faried,,103-92,,
8:56.0,Shooting foul by J. Clarkson (drawn by K. Faried),,103-92,,
8:56.0,K. Faried misses free throw 1 of 2,,103-92,,
8:56.0,Offensive rebound by Team,,103-92,,
8:56.0,Violation by Team (jump ball),,103-92,,
8:56.0,K. Faried misses free throw 2 of 2,,103-92,,
8:51.0,,,103-92,,Defensive rebound by B. Ingram
8:38.0,,,103-92,,Turnover by I. Zubac (bad pass; steal by J. Nelson)
8:26.0,W. Chandler makes 2-pt shot at rim (assist by J. Nelson),2,105-92,,
8:25.0,,,105-92,,LA Lakers full timeout
8:10.0,,,105-92,,J. Clarkson misses 2-pt shot from 6 ft (block by W. Chandler)
8:07.0,,,105-92,,Offensive rebound by L. Williams
8:04.0,,,105-92,,J. Clarkson misses 3-pt shot from 24 ft
8:00.0,Defensive rebound by D. Gallinari,,105-92,,
7:42.0,J. Nelson misses 3-pt shot from 26 ft,,105-92,,
7:40.0,,,105-92,,Defensive rebound by I. Zubac
7:34.0,,,105-92,,L. Williams misses 3-pt shot from 27 ft
7:29.0,,,105-92,,Offensive rebound by N. Young
7:28.0,,,105-94,2,N. Young makes 2-pt shot from 1 ft
7:12.0,J. Murray makes 2-pt shot from 17 ft,2,107-94,,
7:00.0,,,107-96,2,I. Zubac makes 2-pt shot at rim (assist by J. Clarkson)
6:39.0,J. Murray misses 3-pt shot from 26 ft,,107-96,,
6:38.0,,,107-96,,Defensive rebound by I. Zubac
6:25.0,,,107-98,2,J. Clarkson makes 2-pt shot from 18 ft (assist by L. Williams)
6:07.0,J. Murray makes 3-pt shot from 27 ft (assist by D. Gallinari),3,110-98,,
5:56.0,,,110-100,2,L. Williams makes 2-pt shot from 6 ft
5:44.0,W. Chandler misses 2-pt shot from 4 ft (block by L. Williams),,110-100,,
5:44.0,Offensive rebound by Team,,110-100,,
5:44.0,W. Barton enters the game for J. Murray,,110-100,,
