time,Chicago,pts.away,score,pts.home,Detroit
3:13.0,,,88-102,1,R. Jackson makes free throw 1 of 1
3:00.0,J. Butler misses 3-pt shot from 24 ft,,88-102,,
2:58.0,Offensive rebound by P. Zipser,,88-102,,
2:53.0,,,88-102,,Personal foul by K. Caldwell-Pope (drawn by J. Butler)
2:53.0,,,88-102,,Detroit full timeout
2:53.0,J. Butler makes free throw 1 of 2,1,89-102,,
2:53.0,J. Butler makes free throw 2 of 2,1,90-102,,
2:53.0,,,88-102,,A. Baynes enters the game for A. Drummond
2:53.0,C. Payne enters the game for J. Grant,,89-102,,
2:33.0,,,90-102,,M. Morris misses 2-pt shot from 20 ft
2:33.0,,,90-102,,Offensive rebound by A. Baynes
2:30.0,,,90-102,,A. Baynes misses 2-pt shot from 1 ft
2:29.0,Defensive rebound by J. Butler,,90-102,,
2:14.0,R. Lopez misses 2-pt shot from 7 ft,,90-102,,
2:14.0,,,90-102,,Defensive rebound by K. Caldwell-Pope
2:00.0,,,90-104,2,R. Jackson makes 2-pt shot from 18 ft (assist by A. Baynes)
1:46.0,A. Morrow makes 3-pt shot from 23 ft (assist by C. Payne),3,93-104,,
1:32.0,,,93-104,,A. Baynes misses 2-pt shot from 6 ft
1:31.0,Defensive rebound by C. Payne,,93-104,,
1:23.0,J. Butler makes 2-pt shot from 8 ft,2,95-104,,
1:09.0,,,95-106,2,R. Jackson makes 2-pt shot from 7 ft
1:08.0,Chicago full timeout,,95-106,,
0:58.0,C. Payne misses 2-pt shot from 1 ft,,95-106,,
0:57.0,,,95-106,,Defensive rebound by T. Harris
0:52.0,,,95-106,,Detroit full timeout
0:52.0,,,95-106,,I. Smith enters the game for M. Morris
0:41.0,,,95-109,3,T. Harris makes 3-pt shot from 24 ft (assist by R. Jackson)
0:26.0,J. Butler misses 3-pt shot from 26 ft,,95-109,,
0:25.0,,,95-109,,Defensive rebound by T. Harris
0:01.0,,,95-109,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
