time,Washington,pts.away,score,pts.home,Charlotte
1:03.0,Turnover by J. Wall (bad pass),,25-22,,
0:47.0,,,25-22,,Turnover by R. Sessions (bad pass; steal by J. Wall)
0:43.0,J. Wall makes 2-pt shot from 3 ft,2,27-22,,
0:43.0,Shooting foul by R. Hibbert (drawn by J. Wall),,27-22,,
0:43.0,J. Wall makes free throw 1 of 1,1,28-22,,
0:31.0,,,28-22,,R. Sessions misses 2-pt shot from 2 ft
0:29.0,Defensive rebound by J. Smith,,28-22,,
0:28.0,Turnover by J. Smith (bad pass; steal by M. Belinelli),,28-22,,
0:04.0,,,28-22,,F. Kaminsky misses 2-pt shot from 13 ft
0:03.0,Defensive rebound by O. Porter,,28-22,,
0:01.0,K. Oubre makes 2-pt shot at rim (assist by O. Porter),2,30-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,30-22,,N. Batum misses 3-pt shot from 23 ft
11:42.0,Defensive rebound by S. Mac,,30-22,,
11:25.0,J. Smith misses 2-pt shot from 19 ft,,30-22,,
11:24.0,,,30-22,,Defensive rebound by R. Sessions
11:17.0,Personal foul by T. Burke (drawn by R. Sessions),,30-22,,
10:59.0,,,30-22,,F. Kaminsky misses 3-pt shot from 25 ft
10:57.0,Defensive rebound by S. Mac,,30-22,,
10:51.0,Turnover by J. Smith (bad pass),,30-22,,
10:39.0,Personal foul by J. Smith (drawn by N. Batum),,30-22,,
10:31.0,,,30-22,,R. Sessions misses 2-pt shot from 1 ft
10:30.0,Defensive rebound by M. Morris,,30-22,,
10:16.0,M. Morris misses 2-pt shot from 18 ft,,30-22,,
10:14.0,,,30-22,,Defensive rebound by M. Belinelli
10:02.0,,,30-24,2,R. Sessions makes 2-pt shot from 1 ft (assist by M. Belinelli)
9:43.0,M. Morris makes 2-pt shot from 18 ft (assist by T. Burke),2,32-24,,
9:25.0,,,32-27,3,M. Belinelli makes 3-pt shot from 24 ft (assist by R. Sessions)
9:07.0,S. Mac misses 3-pt shot from 25 ft,,32-27,,
9:06.0,,,32-27,,Defensive rebound by R. Hibbert
8:50.0,,,32-29,2,R. Sessions makes 2-pt shot from 18 ft
8:26.0,M. Morris makes 2-pt shot from 2 ft,2,34-29,,
8:26.0,Shooting foul by R. Hibbert (drawn by M. Morris),,34-29,,
8:26.0,Official timeout,,34-29,,
8:26.0,M. Morris makes free throw 1 of 1,1,35-29,,
8:01.0,,,35-32,3,R. Sessions makes 3-pt shot from 25 ft (assist by N. Batum)
7:41.0,M. Morris makes 2-pt shot at rim (assist by T. Burke),2,37-32,,
7:23.0,,,37-32,,F. Kaminsky misses 2-pt shot from 10 ft
7:22.0,Defensive rebound by J. Smith,,37-32,,
7:13.0,T. Burke makes 2-pt shot from 18 ft,2,39-32,,
7:02.0,,,39-32,,Shooting foul by M. Morris (drawn by R. Sessions)
7:02.0,,,39-33,1,R. Sessions makes free throw 1 of 2
7:02.0,,,39-34,1,R. Sessions makes free throw 2 of 2
7:02.0,B. Beal enters the game for S. Mac,,39-33,,
7:02.0,,,39-33,,K. Walker enters the game for M. Belinelli
6:49.0,T. Burke makes 2-pt shot from 17 ft (assist by M. Morris),2,41-34,,
6:27.0,,,41-34,,Shooting foul by K. Oubre (drawn by K. Walker)
6:27.0,,,41-34,,K. Walker misses free throw 1 of 2
6:27.0,,,41-34,,Offensive rebound by Team
6:27.0,,,41-35,1,K. Walker makes free throw 2 of 2
6:27.0,,,41-34,,C. Zeller enters the game for R. Hibbert
6:27.0,O. Porter enters the game for K. Oubre,,41-34,,
6:27.0,J. Wall enters the game for T. Burke,,41-34,,
6:07.0,J. Smith makes 2-pt shot from 6 ft (assist by J. Wall),2,43-35,,
5:57.0,,,43-35,,K. Walker misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by O. Porter,,43-35,,
5:36.0,B. Beal misses 2-pt shot from 18 ft,,43-35,,
5:34.0,,,43-35,,Defensive rebound by F. Kaminsky
5:14.0,,,43-37,2,F. Kaminsky makes 2-pt shot from 1 ft
5:05.0,J. Wall makes 2-pt shot from 1 ft,2,45-37,,
5:05.0,Shooting foul by N. Batum (drawn by J. Wall),,45-37,,
5:05.0,,,45-37,,Charlotte full timeout
5:05.0,J. Wall misses free throw 1 of 1,,45-37,,
5:05.0,M. Gortat enters the game for J. Smith,,45-37,,
5:05.0,,,45-37,,M. Kidd-Gilchrist enters the game for F. Kaminsky
5:05.0,,,45-37,,M. Williams enters the game for R. Sessions
5:03.0,,,45-37,,Defensive rebound by K. Walker
4:43.0,,,45-39,2,C. Zeller makes 2-pt shot from 18 ft (assist by K. Walker)
4:26.0,J. Wall misses 2-pt shot from 1 ft,,45-39,,
4:24.0,Offensive rebound by M. Gortat,,45-39,,
4:24.0,M. Gortat makes 2-pt shot at rim,2,47-39,,
3:58.0,,,47-39,,K. Walker misses 2-pt shot from 1 ft (block by M. Gortat)
3:56.0,,,47-39,,Offensive rebound by C. Zeller
3:53.0,,,47-39,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft
3:52.0,,,47-39,,Offensive rebound by M. Williams
3:52.0,,,47-41,2,M. Williams makes 2-pt shot from 1 ft
3:40.0,,,47-41,,Personal foul by M. Kidd-Gilchrist (drawn by B. Beal)
3:34.0,M. Morris makes 3-pt shot from 24 ft (assist by B. Beal),3,50-41,,
3:20.0,,,50-41,,K. Walker misses 2-pt shot from 20 ft
3:18.0,Defensive rebound by O. Porter,,50-41,,
3:09.0,B. Beal misses 2-pt shot from 3 ft (block by M. Kidd-Gilchrist),,50-41,,
3:07.0,,,50-41,,Defensive rebound by N. Batum
3:02.0,,,50-43,2,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum)
2:44.0,O. Porter makes 2-pt shot from 1 ft (assist by M. Morris),2,52-43,,
2:25.0,,,52-43,,N. Batum misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by J. Wall,,52-43,,
2:13.0,B. Beal makes 3-pt shot from 25 ft (assist by O. Porter),3,55-43,,
2:12.0,,,55-43,,Charlotte full timeout
2:12.0,Washington full timeout,,55-43,,
2:12.0,,,55-43,,M. Belinelli enters the game for M. Kidd-Gilchrist
1:53.0,,,55-43,,M. Williams misses 3-pt shot from 25 ft
1:52.0,Defensive rebound by B. Beal,,55-43,,
1:38.0,Turnover by B. Beal (bad pass; steal by M. Williams),,55-43,,
1:33.0,,,55-43,,K. Walker misses 2-pt shot from 1 ft
1:33.0,Defensive rebound by B. Beal,,55-43,,
1:33.0,,,55-43,,Personal foul by C. Zeller (drawn by B. Beal)
1:23.0,Turnover by B. Beal (bad pass; steal by C. Zeller),,55-43,,
1:19.0,,,55-43,,Shooting foul by O. Porter (drawn by C. Zeller)
1:19.0,,,55-44,1,C. Zeller makes free throw 1 of 2
1:19.0,,,55-45,1,C. Zeller makes free throw 2 of 2
1:08.0,,,55-45,,Personal foul by M. Williams (drawn by M. Morris)
1:08.0,M. Morris makes free throw 1 of 2,1,56-45,,
1:08.0,M. Morris makes free throw 2 of 2,1,57-45,,
1:08.0,K. Oubre enters the game for B. Beal,,56-45,,
0:52.0,,,57-45,,N. Batum misses 3-pt shot from 24 ft
0:51.0,Defensive rebound by M. Gortat,,57-45,,
0:36.0,J. Wall misses 2-pt shot from 6 ft (block by C. Zeller),,57-45,,
0:36.0,Offensive rebound by Team,,57-45,,
0:36.0,,,57-45,,Technical foul by K. Walker
0:36.0,J. Wall makes technical free throw,1,58-45,,
0:33.0,J. Wall misses 2-pt shot from 18 ft,,58-45,,
0:31.0,,,58-45,,Defensive rebound by N. Batum
0:27.0,,,58-48,3,K. Walker makes 3-pt shot from 26 ft (assist by N. Batum)
0:02.0,J. Wall makes 2-pt shot from 19 ft,2,60-48,,
0:00.0,,,60-48,,K. Walker misses 3-pt shot from 58 ft
0:00.0,,,60-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,60-48,,C. Zeller misses 2-pt shot from 7 ft
11:42.0,Defensive rebound by M. Morris,,60-48,,
11:18.0,M. Morris misses 3-pt shot from 25 ft,,60-48,,
11:18.0,Offensive rebound by Team,,60-48,,
11:18.0,,,60-48,,Loose ball foul by M. Kidd-Gilchrist (drawn by O. Porter)
11:01.0,O. Porter misses 3-pt shot from 25 ft,,60-48,,
11:00.0,,,60-48,,Defensive rebound by N. Batum
10:53.0,,,60-48,,N. Batum misses 2-pt shot from 18 ft
10:51.0,,,60-48,,Offensive rebound by M. Williams
10:51.0,,,60-50,2,M. Williams makes 2-pt shot at rim
10:31.0,J. Wall makes 2-pt shot from 15 ft,2,62-50,,
10:10.0,,,62-50,,M. Williams misses 2-pt shot from 7 ft
10:09.0,Defensive rebound by M. Gortat,,62-50,,
10:08.0,Shooting foul by C. Zeller (drawn by M. Morris),,62-50,,
10:08.0,M. Morris makes free throw 1 of 2,1,63-50,,
10:08.0,M. Morris makes free throw 2 of 2,1,64-50,,
9:54.0,,,64-52,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by K. Walker)
9:36.0,M. Morris makes 2-pt shot at rim (assist by B. Beal),2,66-52,,
9:35.0,,,66-52,,Charlotte full timeout
9:16.0,,,66-52,,N. Batum misses 2-pt shot from 6 ft
9:15.0,,,66-52,,Offensive rebound by N. Batum
9:12.0,,,66-52,,M. Williams misses 3-pt shot from 23 ft
9:10.0,Defensive rebound by J. Wall,,66-52,,
8:47.0,J. Wall misses 2-pt shot from 17 ft,,66-52,,
8:45.0,,,66-52,,Defensive rebound by M. Kidd-Gilchrist
8:28.0,,,66-54,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
8:00.0,B. Beal misses 2-pt shot from 1 ft (block by K. Walker),,66-54,,
7:58.0,,,66-54,,Defensive rebound by C. Zeller
7:40.0,,,66-57,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
7:21.0,B. Beal makes 3-pt shot from 26 ft,3,69-57,,
6:58.0,,,69-57,,M. Williams misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by O. Porter,,69-57,,
6:43.0,B. Beal makes 3-pt shot from 26 ft (assist by J. Wall),3,72-57,,
6:32.0,,,72-59,2,K. Walker makes 2-pt shot from 1 ft
6:32.0,,,72-59,,Shooting foul by M. Gortat (drawn by K. Walker)
6:32.0,,,72-60,1,K. Walker makes free throw 1 of 1
6:09.0,J. Wall misses 2-pt shot from 10 ft (block by C. Zeller),,72-60,,
6:07.0,Offensive rebound by B. Beal,,72-60,,
6:04.0,B. Beal misses 3-pt shot from 25 ft,,72-60,,
6:03.0,,,72-60,,Defensive rebound by M. Williams
6:00.0,,,72-60,,Shooting foul by J. Wall (drawn by M. Williams)
6:00.0,,,72-61,1,M. Williams makes free throw 1 of 2
6:00.0,,,72-62,1,M. Williams makes free throw 2 of 2
5:46.0,B. Beal misses 3-pt shot from 30 ft,,72-62,,
5:44.0,,,72-62,,Defensive rebound by M. Williams
5:37.0,,,72-64,2,K. Walker makes 2-pt shot from 13 ft
5:34.0,Washington full timeout,,72-64,,
5:34.0,,,72-64,,M. Belinelli enters the game for N. Batum
5:17.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,75-64,,
5:02.0,,,75-64,,K. Walker misses 2-pt shot from 18 ft
5:01.0,Defensive rebound by M. Morris,,75-64,,
4:55.0,B. Beal misses 3-pt shot from 25 ft,,75-64,,
4:53.0,,,75-64,,Defensive rebound by C. Zeller
4:32.0,,,75-64,,M. Williams misses 2-pt shot from 15 ft
4:31.0,Defensive rebound by J. Wall,,75-64,,
4:25.0,Offensive foul by M. Gortat,,75-64,,
4:25.0,Turnover by M. Gortat (offensive foul),,75-64,,
4:25.0,,,75-64,,F. Kaminsky enters the game for M. Williams
4:25.0,K. Oubre enters the game for M. Morris,,75-64,,
4:25.0,J. Smith enters the game for M. Gortat,,75-64,,
4:10.0,,,75-66,2,M. Belinelli makes 2-pt shot from 19 ft (assist by F. Kaminsky)
3:46.0,Turnover by Team (shot clock),,75-66,,
3:31.0,,,75-66,,K. Walker misses 3-pt shot from 25 ft
3:31.0,,,75-66,,Offensive rebound by Team
3:28.0,,,75-66,,Offensive foul by C. Zeller
3:28.0,,,75-66,,Turnover by C. Zeller (offensive foul)
3:13.0,J. Smith makes 2-pt shot from 3 ft (assist by J. Wall),2,77-66,,
3:01.0,,,77-66,,M. Belinelli misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by K. Oubre,,77-66,,
2:51.0,O. Porter makes 3-pt shot from 23 ft (assist by K. Oubre),3,80-66,,
2:34.0,,,80-66,,K. Walker misses 2-pt shot from 2 ft
2:33.0,Defensive rebound by O. Porter,,80-66,,
2:25.0,K. Oubre misses 3-pt shot from 24 ft,,80-66,,
2:24.0,,,80-66,,Defensive rebound by F. Kaminsky
2:18.0,,,80-66,,K. Walker misses 2-pt shot from 2 ft (block by K. Oubre)
2:16.0,Defensive rebound by O. Porter,,80-66,,
2:14.0,,,80-66,,Shooting block foul by F. Kaminsky (drawn by K. Oubre)
2:14.0,K. Oubre misses free throw 1 of 2,,80-66,,
2:14.0,Offensive rebound by Team,,80-66,,
2:14.0,K. Oubre misses free throw 2 of 2,,80-66,,
2:14.0,T. Burke enters the game for B. Beal,,80-66,,
2:14.0,,,80-66,,R. Sessions enters the game for K. Walker
2:11.0,,,80-66,,Defensive rebound by M. Kidd-Gilchrist
2:03.0,,,80-69,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by R. Sessions)
2:03.0,Loose ball foul by J. Smith (drawn by C. Zeller),,80-69,,
2:03.0,,,80-70,1,C. Zeller makes free throw 1 of 1
1:48.0,Turnover by J. Wall (lost ball),,80-70,,
1:48.0,,,80-70,,R. Hibbert enters the game for C. Zeller
1:38.0,Personal foul by K. Oubre (drawn by M. Belinelli),,80-70,,
1:29.0,,,80-70,,M. Belinelli misses 3-pt shot from 28 ft
1:26.0,,,80-70,,Offensive rebound by M. Kidd-Gilchrist
1:20.0,,,80-72,2,R. Hibbert makes 2-pt shot from 6 ft (assist by R. Sessions)
1:05.0,,,80-72,,Loose ball foul by M. Belinelli (drawn by J. Smith)
1:05.0,M. Morris enters the game for O. Porter,,80-72,,
0:54.0,Turnover by J. Wall (bad pass; steal by F. Kaminsky),,80-72,,
0:36.0,,,80-74,2,M. Belinelli makes 2-pt shot from 19 ft
0:29.0,J. Wall misses 3-pt shot from 24 ft,,80-74,,
0:27.0,,,80-74,,Defensive rebound by M. Belinelli
0:08.0,,,80-74,,Turnover by R. Hibbert (lost ball; steal by J. Smith)
0:03.0,J. Wall misses 2-pt shot at rim,,80-74,,
0:01.0,,,80-74,,Defensive rebound by M. Kidd-Gilchrist
0:00.0,,,80-74,,R. Sessions misses 3-pt shot from 32 ft
0:00.0,,,80-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,M. Morris makes 2-pt shot from 10 ft (assist by T. Burke),2,82-74,,
11:25.0,Personal foul by J. Smith (drawn by N. Batum),,82-74,,
11:13.0,,,82-74,,F. Kaminsky misses 2-pt shot from 2 ft
11:11.0,,,82-74,,Offensive rebound by F. Kaminsky
11:11.0,,,82-74,,F. Kaminsky misses 2-pt shot from 1 ft (block by K. Oubre)
11:11.0,,,82-74,,Offensive rebound by R. Hibbert
11:11.0,,,82-76,2,R. Hibbert makes 2-pt shot at rim
11:11.0,,,82-76,,Shooting foul by M. Morris (drawn by R. Hibbert)
11:11.0,,,82-77,1,R. Hibbert makes free throw 1 of 1
10:48.0,M. Morris misses 2-pt shot from 15 ft,,82-77,,
10:47.0,,,82-77,,Defensive rebound by F. Kaminsky
10:35.0,,,82-77,,N. Batum misses 2-pt shot from 15 ft
10:34.0,Defensive rebound by T. Burke,,82-77,,
10:23.0,J. Smith makes 2-pt shot from 1 ft (assist by T. Burke),2,84-77,,
10:02.0,,,84-77,,F. Kaminsky misses 2-pt shot from 5 ft
10:01.0,Defensive rebound by J. Smith,,84-77,,
9:50.0,B. Beal misses 3-pt shot from 26 ft,,84-77,,
9:49.0,Offensive rebound by B. Beal,,84-77,,
9:45.0,B. Beal makes 2-pt shot from 10 ft,2,86-77,,
9:27.0,,,86-77,,M. Belinelli misses 2-pt shot from 22 ft
9:26.0,Defensive rebound by J. Smith,,86-77,,
9:19.0,T. Burke makes 2-pt shot from 19 ft,2,88-77,,
9:19.0,,,88-77,,Charlotte full timeout
9:01.0,,,88-77,,F. Kaminsky misses 2-pt shot from 7 ft
9:00.0,Defensive rebound by J. Smith,,88-77,,
8:45.0,K. Oubre makes 3-pt shot from 24 ft (assist by B. Beal),3,91-77,,
8:29.0,,,91-77,,Turnover by F. Kaminsky (bad pass; steal by K. Oubre)
8:25.0,K. Oubre makes 2-pt shot at rim,2,93-77,,
8:25.0,,,93-77,,Charlotte full timeout
8:25.0,,,93-77,,C. Zeller enters the game for R. Sessions
8:25.0,,,93-77,,K. Walker enters the game for R. Hibbert
8:25.0,,,93-77,,M. Williams enters the game for F. Kaminsky
8:10.0,,,93-80,3,M. Williams makes 3-pt shot from 24 ft (assist by N. Batum)
7:55.0,Turnover by B. Beal (step out of bounds),,93-80,,
7:48.0,,,93-80,,Offensive foul by C. Zeller
7:48.0,,,93-80,,Turnover by C. Zeller (offensive foul)
7:48.0,,,93-80,,Technical foul by Team
7:48.0,B. Beal makes technical free throw,1,94-80,,
7:33.0,Turnover by M. Morris (lost ball; steal by M. Williams),,94-80,,
7:31.0,,,94-80,,Shooting foul by J. Smith (drawn by M. Belinelli)
7:31.0,,,94-81,1,M. Belinelli makes free throw 1 of 2
7:31.0,,,94-82,1,M. Belinelli makes free throw 2 of 2
7:31.0,J. Wall enters the game for T. Burke,,94-81,,
7:10.0,K. Oubre makes 3-pt shot from 25 ft (assist by B. Beal),3,97-82,,
6:46.0,,,97-82,,M. Belinelli misses 3-pt shot from 25 ft
6:43.0,,,97-82,,Offensive rebound by M. Williams
6:43.0,,,97-84,2,M. Williams makes 2-pt shot from 1 ft
6:24.0,Offensive foul by M. Morris,,97-84,,
6:24.0,Turnover by M. Morris (offensive foul),,97-84,,
6:24.0,M. Gortat enters the game for J. Smith,,97-84,,
6:12.0,,,97-84,,K. Walker misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by M. Morris,,97-84,,
6:00.0,B. Beal makes 2-pt shot from 1 ft,2,99-84,,
5:47.0,,,99-84,,Shooting foul by J. Wall (drawn by M. Belinelli)
5:47.0,Official timeout,,99-84,,
5:47.0,,,99-85,1,M. Belinelli makes free throw 1 of 3
5:47.0,,,99-86,1,M. Belinelli makes free throw 2 of 3
5:47.0,,,99-87,1,M. Belinelli makes free throw 3 of 3
5:33.0,,,99-87,,Personal block foul by M. Williams (drawn by M. Morris)
5:27.0,Shooting foul by N. Batum (drawn by B. Beal),,99-87,,
5:27.0,B. Beal misses free throw 1 of 2,,99-87,,
5:27.0,Offensive rebound by Team,,99-87,,
5:27.0,B. Beal makes free throw 2 of 2,1,100-87,,
5:27.0,O. Porter enters the game for K. Oubre,,99-87,,
5:04.0,,,100-89,2,K. Walker makes 2-pt shot from 1 ft (assist by M. Williams)
5:04.0,,,100-89,,Shooting foul by M. Morris (drawn by K. Walker)
5:04.0,,,100-90,1,K. Walker makes free throw 1 of 1
4:43.0,M. Morris makes 3-pt shot from 25 ft,3,103-90,,
4:26.0,,,103-93,3,M. Belinelli makes 3-pt shot from 23 ft (assist by C. Zeller)
4:10.0,Offensive foul by B. Beal,,103-93,,
4:10.0,Turnover by B. Beal (offensive foul),,103-93,,
3:52.0,,,103-95,2,N. Batum makes 2-pt shot from 12 ft (assist by K. Walker)
3:38.0,,,103-95,,Personal foul by N. Batum (drawn by M. Gortat)
3:28.0,J. Wall misses 2-pt shot from 20 ft,,103-95,,
3:27.0,,,103-95,,Defensive rebound by M. Belinelli
3:10.0,,,103-95,,M. Belinelli misses 3-pt shot from 26 ft
3:07.0,Defensive rebound by B. Beal,,103-95,,
2:50.0,Turnover by J. Wall (bad pass; steal by C. Zeller),,103-95,,
2:42.0,,,103-95,,M. Belinelli misses 3-pt shot from 26 ft
2:40.0,Defensive rebound by O. Porter,,103-95,,
2:21.0,J. Wall misses 2-pt shot from 13 ft,,103-95,,
2:20.0,Offensive rebound by M. Gortat,,103-95,,
2:20.0,M. Gortat makes 2-pt shot from 1 ft,2,105-95,,
1:59.0,,,105-95,,K. Walker misses 2-pt shot from 18 ft
1:58.0,Defensive rebound by O. Porter,,105-95,,
1:36.0,J. Wall misses 2-pt shot from 20 ft,,105-95,,
1:33.0,,,105-95,,Defensive rebound by M. Williams
1:29.0,Washington full timeout,,105-95,,
