time,Boston,pts.away,score,pts.home,Philadelphia
6:08.0,,,11-10,1,T. Luwawu-Cabarrot makes free throw 1 of 2
6:08.0,,,11-11,1,T. Luwawu-Cabarrot makes free throw 2 of 2
5:52.0,A. Horford makes 2-pt shot from 3 ft (assist by A. Bradley),2,13-11,,
5:31.0,,,13-11,,D. Saric misses 3-pt shot from 26 ft
5:30.0,Defensive rebound by J. Crowder,,13-11,,
5:21.0,A. Horford misses 3-pt shot from 26 ft,,13-11,,
5:20.0,,,13-11,,Defensive rebound by D. Saric
5:12.0,J. Jerebko enters the game for A. Horford,,13-11,,
5:12.0,J. Brown enters the game for J. Crowder,,13-11,,
5:12.0,,,13-11,,N. Stauskas enters the game for T. Luwawu-Cabarrot
5:01.0,,,13-11,,D. Saric misses 2-pt shot from 18 ft
4:59.0,Defensive rebound by A. Bradley,,13-11,,
4:45.0,J. Brown misses 2-pt shot from 15 ft,,13-11,,
4:44.0,,,13-11,,Defensive rebound by N. Stauskas
4:37.0,,,13-11,,Turnover by N. Stauskas (bad pass)
4:21.0,,,13-11,,Personal foul by N. Stauskas (drawn by A. Johnson)
4:21.0,,,13-11,,R. Covington enters the game for D. Saric
4:12.0,J. Brown misses 2-pt shot from 4 ft (block by R. Holmes),,13-11,,
4:10.0,,,13-11,,Defensive rebound by T. McConnell
4:00.0,,,13-11,,G. Henderson misses 3-pt shot from 25 ft
3:58.0,Defensive rebound by J. Brown,,13-11,,
3:57.0,Turnover by J. Brown (bad pass),,13-11,,
3:43.0,,,13-13,2,R. Covington makes 2-pt shot from 1 ft (assist by T. McConnell)
3:30.0,A. Bradley makes 2-pt shot from 16 ft (assist by A. Johnson),2,15-13,,
3:17.0,,,15-16,3,G. Henderson makes 3-pt shot from 25 ft (assist by R. Holmes)
2:59.0,Turnover by J. Jerebko (lost ball; steal by R. Covington),,15-16,,
2:53.0,,,15-18,2,R. Covington makes 2-pt shot at rim (assist by T. McConnell)
2:52.0,Boston full timeout,,15-18,,
2:52.0,T. Rozier enters the game for M. Smart,,15-18,,
2:52.0,K. Olynyk enters the game for A. Johnson,,15-18,,
2:52.0,,,15-18,,S. Rodriguez enters the game for T. McConnell
2:52.0,J. Crowder enters the game for J. Brown,,15-18,,
2:40.0,Turnover by A. Bradley (lost ball; steal by N. Stauskas),,15-18,,
2:24.0,,,15-20,2,R. Holmes makes 2-pt shot at rim (assist by S. Rodriguez)
2:04.0,K. Olynyk makes 2-pt shot from 2 ft (assist by T. Rozier),2,17-20,,
1:53.0,,,17-23,3,N. Stauskas makes 3-pt shot from 25 ft (assist by R. Holmes)
1:40.0,Turnover by A. Bradley (lost ball),,17-23,,
1:40.0,G. Green enters the game for A. Bradley,,17-23,,
1:27.0,,,17-25,2,R. Covington makes 2-pt shot at rim (assist by S. Rodriguez)
1:06.0,T. Rozier makes 2-pt shot at rim (assist by K. Olynyk),2,19-25,,
0:47.0,,,19-25,,Shooting foul by T. Rozier (drawn by G. Henderson)
0:47.0,,,19-25,,G. Henderson misses free throw 1 of 2
0:47.0,,,19-25,,Offensive rebound by Team
0:47.0,,,19-25,,G. Henderson misses free throw 2 of 2
0:47.0,Defensive rebound by J. Jerebko,,19-25,,
0:35.0,K. Olynyk makes 2-pt shot from 2 ft,2,21-25,,
0:14.0,,,21-25,,G. Henderson misses 2-pt shot from 16 ft
0:12.0,Defensive rebound by G. Green,,21-25,,
0:00.0,G. Green makes 2-pt shot from 5 ft,2,23-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by G. Green (bad pass; steal by R. Holmes),,23-25,,
11:41.0,,,23-25,,R. Covington misses 2-pt shot from 2 ft
11:39.0,Defensive rebound by T. Rozier,,23-25,,
11:36.0,,,23-25,,Personal foul by S. Rodriguez (drawn by T. Rozier)
11:36.0,A. Horford enters the game for J. Jerebko,,23-25,,
11:24.0,T. Rozier misses 2-pt shot from 21 ft,,23-25,,
11:22.0,,,23-25,,Defensive rebound by R. Holmes
11:14.0,,,23-27,2,R. Covington makes 2-pt shot from 2 ft (assist by S. Rodriguez)
11:02.0,T. Rozier misses 3-pt shot from 23 ft,,23-27,,
10:59.0,,,23-27,,Defensive rebound by R. Covington
10:53.0,,,23-29,2,R. Holmes makes 2-pt shot at rim (assist by S. Rodriguez)
10:35.0,G. Green misses 3-pt shot from 25 ft,,23-29,,
10:34.0,,,23-29,,Defensive rebound by R. Covington
10:25.0,,,23-29,,R. Covington misses 3-pt shot from 26 ft
10:24.0,,,23-29,,Offensive rebound by S. Rodriguez
10:03.0,,,23-29,,N. Stauskas misses 3-pt shot from 26 ft
10:01.0,Defensive rebound by K. Olynyk,,23-29,,
9:56.0,K. Olynyk misses 3-pt shot from 25 ft,,23-29,,
9:56.0,Offensive rebound by Team,,23-29,,
9:56.0,,,23-29,,Loose ball foul by N. Stauskas (drawn by A. Horford)
9:56.0,,,23-29,,T. Luwawu-Cabarrot enters the game for G. Henderson
9:56.0,,,23-29,,D. Saric enters the game for R. Covington
9:56.0,,,23-29,,J. Okafor enters the game for R. Holmes
9:56.0,J. Jerebko enters the game for K. Olynyk,,23-29,,
9:49.0,A. Horford makes 2-pt shot from 1 ft,2,25-29,,
9:32.0,,,25-31,2,D. Saric makes 2-pt shot from 6 ft (assist by N. Stauskas)
9:10.0,,,25-31,,Personal foul by S. Rodriguez (drawn by T. Rozier)
8:57.0,J. Jerebko misses 3-pt shot from 28 ft,,25-31,,
8:55.0,,,25-31,,Defensive rebound by N. Stauskas
8:38.0,,,25-33,2,D. Saric makes 2-pt shot from 3 ft
8:25.0,G. Green misses 2-pt shot from 3 ft (block by N. Stauskas),,25-33,,
8:25.0,Offensive rebound by Team,,25-33,,
8:25.0,Official timeout,,25-33,,
8:21.0,T. Rozier makes 3-pt shot from 25 ft (assist by A. Horford),3,28-33,,
8:07.0,,,28-33,,Turnover by N. Stauskas (lost ball)
8:07.0,M. Smart enters the game for J. Crowder,,28-33,,
7:45.0,Shooting foul by J. Okafor (drawn by J. Jerebko),,28-33,,
7:45.0,J. Jerebko misses free throw 1 of 2,,28-33,,
7:45.0,Offensive rebound by Team,,28-33,,
7:45.0,J. Jerebko makes free throw 2 of 2,1,29-33,,
7:34.0,,,29-33,,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft
7:33.0,Defensive rebound by T. Rozier,,29-33,,
7:20.0,G. Green makes 3-pt shot from 25 ft (assist by M. Smart),3,32-33,,
7:11.0,,,32-33,,Philadelphia full timeout
7:10.0,,,32-33,,Turnover by S. Rodriguez (bad pass)
6:55.0,A. Horford makes 2-pt shot from 3 ft (assist by M. Smart),2,34-33,,
6:38.0,,,34-33,,J. Okafor misses 2-pt shot from 8 ft
6:36.0,Defensive rebound by T. Rozier,,34-33,,
6:30.0,T. Rozier makes 2-pt shot from 16 ft,2,36-33,,
6:17.0,Personal foul by J. Jerebko (drawn by D. Saric),,36-33,,
6:17.0,,,36-33,,T. McConnell enters the game for S. Rodriguez
6:17.0,,,36-33,,R. Covington enters the game for N. Stauskas
6:05.0,,,36-35,2,D. Saric makes 2-pt shot from 5 ft
5:43.0,Shooting foul by D. Saric (drawn by T. Rozier),,36-35,,
5:43.0,T. Rozier makes free throw 1 of 2,1,37-35,,
5:43.0,T. Rozier makes free throw 2 of 2,1,38-35,,
5:43.0,A. Bradley enters the game for G. Green,,37-35,,
5:43.0,A. Johnson enters the game for A. Horford,,37-35,,
5:26.0,,,38-38,3,T. Luwawu-Cabarrot makes 3-pt shot from 27 ft (assist by T. McConnell)
5:05.0,M. Smart misses 3-pt shot from 24 ft,,38-38,,
5:04.0,,,38-38,,Defensive rebound by D. Saric
4:55.0,,,38-38,,D. Saric misses 2-pt shot from 17 ft
4:53.0,Defensive rebound by T. Rozier,,38-38,,
4:40.0,M. Smart misses 2-pt shot from 11 ft,,38-38,,
4:39.0,,,38-38,,Defensive rebound by T. McConnell
4:32.0,,,38-38,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by Team,,38-38,,
4:18.0,T. Rozier makes 3-pt shot from 26 ft (assist by A. Johnson),3,41-38,,
4:03.0,,,41-38,,Turnover by J. Okafor (back court)
4:03.0,J. Crowder enters the game for J. Jerebko,,41-38,,
4:03.0,,,41-38,,R. Holmes enters the game for J. Okafor
3:54.0,A. Bradley makes 2-pt shot at rim (assist by A. Johnson),2,43-38,,
3:44.0,,,43-38,,T. McConnell misses 2-pt shot from 1 ft
3:43.0,Defensive rebound by A. Bradley,,43-38,,
3:41.0,Turnover by T. Rozier (dbl dribble),,43-38,,
3:15.0,,,43-38,,T. Luwawu-Cabarrot misses 2-pt shot from 22 ft
3:14.0,Defensive rebound by A. Johnson,,43-38,,
2:56.0,A. Bradley makes 2-pt shot from 14 ft (assist by M. Smart),2,45-38,,
2:48.0,Personal foul by J. Crowder (drawn by D. Saric),,45-38,,
2:48.0,Boston full timeout,,45-38,,
2:48.0,,,45-38,,N. Stauskas enters the game for T. Luwawu-Cabarrot
2:42.0,,,45-38,,R. Holmes misses 2-pt shot from 1 ft
2:40.0,Defensive rebound by T. Rozier,,45-38,,
2:23.0,J. Crowder misses 2-pt shot from 2 ft (block by R. Holmes),,45-38,,
2:21.0,,,45-38,,Defensive rebound by N. Stauskas
2:20.0,,,45-40,2,D. Saric makes 2-pt shot from 2 ft (assist by N. Stauskas)
2:20.0,,,45-40,,Shooting foul by T. Rozier (drawn by D. Saric)
2:20.0,,,45-41,1,D. Saric makes free throw 1 of 1
2:20.0,A. Horford enters the game for A. Johnson,,45-40,,
2:20.0,J. Brown enters the game for T. Rozier,,45-40,,
2:07.0,J. Crowder misses 3-pt shot from 24 ft,,45-41,,
2:06.0,Offensive rebound by A. Horford,,45-41,,
2:03.0,A. Bradley makes 2-pt shot from 14 ft (assist by A. Horford),2,47-41,,
1:49.0,,,47-44,3,D. Saric makes 3-pt shot from 27 ft (assist by N. Stauskas)
1:33.0,,,47-44,,Personal foul by R. Holmes (drawn by A. Horford)
1:33.0,A. Horford makes free throw 1 of 2,1,48-44,,
1:33.0,A. Horford makes free throw 2 of 2,1,49-44,,
1:22.0,,,49-44,,Turnover by N. Stauskas (lost ball; steal by A. Horford)
1:19.0,J. Brown makes 2-pt shot at rim (assist by J. Crowder),2,51-44,,
1:09.0,Personal foul by J. Brown (drawn by R. Covington),,51-44,,
1:00.0,,,51-44,,R. Covington misses 3-pt shot from 28 ft
0:59.0,Defensive rebound by A. Horford,,51-44,,
0:53.0,M. Smart misses 2-pt shot from 4 ft,,51-44,,
0:52.0,Offensive rebound by Team,,51-44,,
0:33.0,A. Bradley misses 2-pt shot from 17 ft,,51-44,,
0:32.0,,,51-44,,Defensive rebound by R. Holmes
0:21.0,,,51-44,,Philadelphia full timeout
0:09.0,,,51-44,,N. Stauskas misses 3-pt shot from 26 ft
0:07.0,,,51-44,,Offensive rebound by R. Covington
0:05.0,,,51-44,,R. Covington misses 3-pt shot from 26 ft
0:02.0,,,51-44,,Offensive rebound by R. Holmes
0:01.0,,,51-46,2,R. Holmes makes 2-pt shot from 3 ft
0:01.0,Boston full timeout,,51-46,,
0:00.0,J. Brown misses 2-pt shot from 19 ft,,51-46,,
0:00.0,Offensive rebound by Team,,51-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,M. Smart misses 2-pt shot from 6 ft (block by R. Holmes),,51-46,,
11:46.0,Offensive rebound by Team,,51-46,,
11:43.0,A. Horford makes 3-pt shot from 24 ft (assist by J. Crowder),3,54-46,,
11:24.0,,,54-49,3,T. Luwawu-Cabarrot makes 3-pt shot from 24 ft (assist by R. Holmes)
11:14.0,Turnover by J. Crowder (bad pass),,54-49,,
10:57.0,,,54-49,,D. Saric misses 2-pt shot from 4 ft (block by A. Horford)
10:53.0,Defensive rebound by J. Crowder,,54-49,,
10:48.0,A. Horford makes 2-pt shot at rim (assist by J. Crowder),2,56-49,,
10:34.0,,,56-49,,R. Covington misses 3-pt shot from 24 ft
10:32.0,Defensive rebound by A. Horford,,56-49,,
10:24.0,Turnover by J. Crowder (traveling),,56-49,,
10:10.0,,,56-49,,R. Holmes misses 3-pt shot from 25 ft
10:09.0,Defensive rebound by A. Horford,,56-49,,
10:00.0,A. Bradley makes 2-pt shot at rim (assist by A. Horford),2,58-49,,
10:00.0,Shooting foul by T. Luwawu-Cabarrot (drawn by A. Bradley),,58-49,,
10:00.0,A. Bradley makes free throw 1 of 1,1,59-49,,
10:00.0,,,58-49,,G. Henderson enters the game for R. Covington
9:47.0,Personal foul by M. Smart,,59-49,,
9:35.0,,,59-52,3,D. Saric makes 3-pt shot from 24 ft (assist by G. Henderson)
9:24.0,Shooting foul by D. Saric (drawn by A. Horford),,59-52,,
9:24.0,A. Horford makes free throw 1 of 2,1,60-52,,
9:24.0,A. Horford makes free throw 2 of 2,1,61-52,,
9:09.0,,,61-52,,G. Henderson misses 2-pt shot from 16 ft
9:08.0,Defensive rebound by M. Smart,,61-52,,
8:56.0,J. Crowder misses 2-pt shot from 20 ft,,61-52,,
8:55.0,Offensive rebound by Team,,61-52,,
8:50.0,Turnover by A. Horford (bad pass; steal by D. Saric),,61-52,,
8:45.0,,,61-54,2,R. Holmes makes 2-pt shot at rim (assist by D. Saric)
8:24.0,A. Horford makes 2-pt shot from 1 ft (assist by A. Bradley),2,63-54,,
8:11.0,,,63-54,,Turnover by G. Henderson (bad pass; steal by M. Smart)
8:08.0,Shooting foul by T. McConnell (drawn by J. Crowder),,63-54,,
8:08.0,J. Crowder makes free throw 1 of 2,1,64-54,,
8:08.0,J. Crowder makes free throw 2 of 2,1,65-54,,
7:58.0,,,65-54,,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft
7:57.0,Defensive rebound by J. Crowder,,65-54,,
7:38.0,A. Horford makes 2-pt shot from 2 ft (assist by M. Smart),2,67-54,,
7:38.0,,,67-54,,Philadelphia full timeout
7:30.0,,,67-56,2,T. McConnell makes 2-pt shot from 14 ft
7:12.0,J. Crowder misses 2-pt shot from 5 ft,,67-56,,
7:10.0,,,67-56,,Defensive rebound by R. Holmes
7:06.0,,,67-56,,Turnover by T. Luwawu-Cabarrot (bad pass)
7:02.0,Turnover by M. Smart (bad pass; steal by D. Saric),,67-56,,
6:50.0,,,67-56,,G. Henderson misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by M. Smart,,67-56,,
6:38.0,A. Horford makes 2-pt shot from 6 ft (assist by M. Smart),2,69-56,,
6:20.0,Personal foul by A. Johnson (drawn by G. Henderson),,69-56,,
6:20.0,,,69-56,,N. Stauskas enters the game for T. Luwawu-Cabarrot
6:20.0,K. Olynyk enters the game for A. Johnson,,69-56,,
6:05.0,,,69-56,,G. Henderson misses 2-pt shot from 18 ft
6:04.0,Defensive rebound by M. Smart,,69-56,,
5:58.0,M. Smart misses 2-pt shot from 5 ft (block by N. Stauskas),,69-56,,
5:55.0,,,69-56,,Defensive rebound by T. McConnell
5:52.0,,,69-56,,Shooting foul by J. Crowder (drawn by G. Henderson)
5:52.0,,,69-57,1,G. Henderson makes free throw 1 of 2
5:52.0,,,69-58,1,G. Henderson makes free throw 2 of 2
5:52.0,,,69-57,,S. Long enters the game for R. Holmes
5:40.0,Turnover by A. Bradley (lost ball),,69-58,,
5:35.0,,,69-58,,T. McConnell misses 2-pt shot from 4 ft (block by A. Horford)
5:35.0,,,69-58,,Offensive rebound by Team
5:22.0,,,69-58,,Turnover by D. Saric (bad pass; steal by M. Smart)
5:17.0,Turnover by J. Crowder (lost ball),,69-58,,
4:59.0,,,69-60,2,T. McConnell makes 2-pt shot from 16 ft (assist by D. Saric)
4:44.0,A. Horford makes 2-pt shot from 1 ft (assist by J. Crowder),2,71-60,,
4:44.0,Shooting foul by S. Long (drawn by A. Horford),,71-60,,
4:44.0,A. Horford misses free throw 1 of 1,,71-60,,
4:44.0,,,71-60,,Defensive rebound by G. Henderson
4:44.0,,,71-60,,Shooting foul by K. Olynyk (drawn by G. Henderson)
4:44.0,,,71-61,1,G. Henderson makes free throw 1 of 2
4:44.0,,,71-62,1,G. Henderson makes free throw 2 of 2
4:44.0,A. Bradley misses 2-pt shot from 16 ft,,71-62,,
4:44.0,,,71-60,,R. Covington enters the game for D. Saric
4:44.0,,,71-61,,S. Rodriguez enters the game for T. McConnell
4:44.0,T. Rozier enters the game for M. Smart,,71-61,,
4:44.0,J. Brown enters the game for A. Horford,,71-61,,
4:43.0,,,71-62,,Defensive rebound by G. Henderson
4:36.0,,,71-62,,G. Henderson misses 2-pt shot from 7 ft
4:34.0,,,71-62,,Offensive rebound by S. Long
4:34.0,,,71-64,2,S. Long makes 2-pt shot from 1 ft
4:25.0,T. Rozier misses 3-pt shot from 28 ft,,71-64,,
4:23.0,,,71-64,,Defensive rebound by G. Henderson
3:54.0,Personal foul by K. Olynyk (drawn by S. Long),,71-64,,
3:54.0,,,71-64,,S. Long misses free throw 1 of 2
3:54.0,,,71-64,,Offensive rebound by Team
3:54.0,,,71-65,1,S. Long makes free throw 2 of 2
3:35.0,,,71-65,,Personal foul by G. Henderson (drawn by K. Olynyk)
3:35.0,K. Olynyk misses free throw 1 of 2,,71-65,,
3:35.0,Offensive rebound by Team,,71-65,,
3:35.0,K. Olynyk makes free throw 2 of 2,1,72-65,,
3:21.0,,,72-65,,N. Stauskas misses 3-pt shot from 26 ft
3:19.0,Defensive rebound by J. Crowder,,72-65,,
3:13.0,J. Brown misses 3-pt shot from 25 ft,,72-65,,
3:12.0,,,72-65,,Defensive rebound by S. Long
2:56.0,,,72-67,2,R. Covington makes 2-pt shot from 4 ft (assist by S. Rodriguez)
2:44.0,K. Olynyk makes 2-pt shot from 2 ft,2,74-67,,
2:44.0,Shooting foul by S. Long (drawn by K. Olynyk),,74-67,,
2:44.0,Boston full timeout,,74-67,,
2:44.0,K. Olynyk makes free throw 1 of 1,1,75-67,,
2:44.0,,,74-67,,T. Luwawu-Cabarrot enters the game for G. Henderson
2:44.0,G. Green enters the game for J. Crowder,,74-67,,
2:21.0,,,75-69,2,S. Rodriguez makes 2-pt shot from 17 ft
2:04.0,G. Green misses 3-pt shot from 25 ft,,75-69,,
2:03.0,,,75-69,,Defensive rebound by R. Covington
2:00.0,,,75-69,,Turnover by R. Covington (bad pass; steal by T. Rozier)
1:49.0,Shooting foul by S. Long (drawn by K. Olynyk),,75-69,,
1:49.0,K. Olynyk makes free throw 1 of 2,1,76-69,,
1:49.0,K. Olynyk makes free throw 2 of 2,1,77-69,,
1:34.0,Jump ball: J. Brown vs. R. Covington,,,,Jump ball: J. Brown vs. R. Covington
1:26.0,,,77-69,,S. Rodriguez misses 3-pt shot from 25 ft
1:26.0,,,77-69,,Offensive rebound by Team
1:26.0,Loose ball foul by K. Olynyk (drawn by S. Long),,77-69,,
1:26.0,,,77-69,,S. Long misses free throw 1 of 2
1:26.0,,,77-69,,Offensive rebound by Team
1:26.0,,,77-70,1,S. Long makes free throw 2 of 2
1:06.0,Shooting foul by S. Long (drawn by K. Olynyk),,77-70,,
1:06.0,K. Olynyk makes free throw 1 of 2,1,78-70,,
1:06.0,K. Olynyk makes free throw 2 of 2,1,79-70,,
0:57.0,,,79-70,,T. Luwawu-Cabarrot misses 2-pt shot from 4 ft
0:56.0,,,79-70,,Offensive rebound by S. Long
0:56.0,,,79-72,2,S. Long makes 2-pt shot from 1 ft
0:38.0,T. Rozier misses 2-pt shot from 16 ft,,79-72,,
0:37.0,,,79-72,,Defensive rebound by T. Luwawu-Cabarrot
0:34.0,,,79-72,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by A. Bradley)
0:13.0,J. Brown misses 3-pt shot from 25 ft,,79-72,,
0:10.0,,,79-72,,Defensive rebound by S. Rodriguez
0:07.0,,,79-74,2,S. Long makes 2-pt shot at rim (assist by T. Luwawu-Cabarrot)
0:04.0,Turnover by T. Rozier (lost ball; steal by S. Rodriguez),,79-74,,
0:01.0,,,79-76,2,S. Rodriguez makes 2-pt shot from 3 ft (assist by N. Stauskas)
0:00.0,T. Rozier misses 3-pt shot from 81 ft,,79-76,,
0:00.0,Offensive rebound by Team,,79-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,79-76,,S. Long misses 2-pt shot from 2 ft (block by G. Green)
11:34.0,Defensive rebound by A. Horford,,79-76,,
11:21.0,Shooting foul by S. Long (drawn by T. Rozier),,79-76,,
11:21.0,T. Rozier makes free throw 1 of 2,1,80-76,,
11:21.0,T. Rozier makes free throw 2 of 2,1,81-76,,
11:21.0,,,80-76,,R. Holmes enters the game for S. Long
11:09.0,,,81-76,,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft
11:07.0,,,81-76,,Offensive rebound by T. Luwawu-Cabarrot
11:03.0,,,81-78,2,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft
10:41.0,T. Rozier misses 2-pt shot from 2 ft,,81-78,,
10:39.0,Offensive rebound by T. Rozier,,81-78,,
10:37.0,Turnover by Team (shot clock),,81-78,,
10:24.0,,,81-81,3,N. Stauskas makes 3-pt shot from 24 ft (assist by R. Holmes)
10:06.0,M. Smart makes 2-pt shot from 5 ft,2,83-81,,
9:55.0,,,83-84,3,T. Luwawu-Cabarrot makes 3-pt shot from 25 ft (assist by S. Rodriguez)
9:37.0,,,83-84,,Personal foul by R. Covington (drawn by M. Smart)
9:30.0,A. Horford misses 2-pt shot from 17 ft,,83-84,,
9:28.0,,,83-84,,Defensive rebound by N. Stauskas
9:21.0,,,83-84,,N. Stauskas misses 3-pt shot from 24 ft
9:18.0,Defensive rebound by G. Green,,83-84,,
9:13.0,Turnover by M. Smart (step out of bounds),,83-84,,
9:01.0,,,83-86,2,S. Rodriguez makes 2-pt shot from 1 ft
8:59.0,Boston full timeout,,83-86,,
8:59.0,J. Crowder enters the game for G. Green,,83-86,,
8:39.0,J. Crowder misses 2-pt shot from 18 ft,,83-86,,
8:38.0,Offensive rebound by T. Rozier,,83-86,,
8:32.0,J. Jerebko misses 2-pt shot from 1 ft (block by R. Holmes),,83-86,,
8:32.0,Offensive rebound by Team,,83-86,,
8:28.0,J. Crowder makes 3-pt shot from 24 ft (assist by A. Horford),3,86-86,,
7:59.0,,,86-86,,S. Rodriguez misses 2-pt shot from 17 ft
7:59.0,Defensive rebound by Team,,86-86,,
7:59.0,J. Brown enters the game for J. Jerebko,,86-86,,
7:38.0,A. Horford misses 2-pt shot from 8 ft,,86-86,,
7:36.0,,,86-86,,Defensive rebound by N. Stauskas
7:24.0,Personal foul by J. Brown (drawn by T. Luwawu-Cabarrot),,86-86,,
7:24.0,,,86-86,,D. Saric enters the game for N. Stauskas
7:13.0,,,86-89,3,S. Rodriguez makes 3-pt shot from 25 ft
6:52.0,J. Crowder misses 2-pt shot from 4 ft (block by R. Covington),,86-89,,
6:50.0,,,86-89,,Defensive rebound by D. Saric
6:39.0,,,86-89,,D. Saric misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by J. Brown,,86-89,,
6:34.0,J. Crowder misses 2-pt shot from 3 ft,,86-89,,
6:30.0,Offensive rebound by T. Rozier,,86-89,,
6:29.0,T. Rozier misses 3-pt shot from 27 ft,,86-89,,
6:26.0,,,86-89,,Defensive rebound by S. Rodriguez
6:21.0,,,86-89,,R. Covington misses 3-pt shot from 26 ft
6:19.0,Defensive rebound by T. Rozier,,86-89,,
6:12.0,J. Crowder makes 3-pt shot from 24 ft (assist by T. Rozier),3,89-89,,
6:11.0,,,89-89,,Philadelphia full timeout
6:11.0,A. Johnson enters the game for A. Horford,,89-89,,
6:11.0,A. Bradley enters the game for M. Smart,,89-89,,
5:51.0,,,89-89,,Turnover by S. Rodriguez (bad pass; steal by A. Johnson)
5:33.0,J. Crowder misses 2-pt shot from 21 ft,,89-89,,
5:32.0,,,89-89,,Defensive rebound by R. Holmes
5:26.0,,,89-91,2,D. Saric makes 2-pt shot at rim (assist by S. Rodriguez)
5:08.0,Turnover by A. Bradley (lost ball; steal by R. Covington),,89-91,,
4:56.0,,,89-91,,Turnover by R. Covington (lost ball; steal by J. Crowder)
