time,Utah,pts.away,score,pts.home,Minnesota
5:20.0,,,13-15,2,R. Rubio makes 2-pt shot from 17 ft (assist by Z. LaVine)
5:20.0,,,13-15,,Shooting foul by S. Mack (drawn by R. Rubio)
5:20.0,,,13-15,,Minnesota full timeout
5:20.0,,,13-16,1,R. Rubio makes free throw 1 of 1
5:00.0,J. Ingles makes 2-pt shot from 1 ft,2,15-16,,
4:45.0,,,15-16,,Shooting foul by G. Hayward (drawn by A. Wiggins)
4:45.0,,,15-16,,A. Wiggins misses free throw 1 of 2
4:45.0,,,15-16,,Offensive rebound by Team
4:45.0,,,15-17,1,A. Wiggins makes free throw 2 of 2
4:45.0,T. Lyles enters the game for D. Favors,,15-16,,
4:45.0,J. Johnson enters the game for G. Hayward,,15-16,,
4:26.0,R. Gobert misses 2-pt shot from 1 ft (block by G. Dieng),,15-17,,
4:25.0,,,15-17,,Defensive rebound by Z. LaVine
4:15.0,,,15-19,2,K. Towns makes 2-pt shot from 1 ft (assist by Z. LaVine)
3:57.0,T. Lyles makes 3-pt shot from 25 ft (assist by S. Mack),3,18-19,,
3:33.0,,,18-19,,A. Wiggins misses 2-pt shot from 15 ft
3:32.0,Defensive rebound by R. Gobert,,18-19,,
3:14.0,J. Ingles makes 3-pt shot from 24 ft (assist by S. Mack),3,21-19,,
2:53.0,,,21-21,2,R. Rubio makes 2-pt shot from 20 ft (assist by G. Dieng)
2:53.0,Utah full timeout,,21-21,,
2:53.0,,,21-21,,S. Muhammad enters the game for Z. LaVine
2:53.0,,,21-21,,K. Dunn enters the game for R. Rubio
2:45.0,,,21-21,,Personal foul by K. Dunn (drawn by S. Mack)
2:36.0,S. Mack misses 3-pt shot from 25 ft,,21-21,,
2:35.0,Offensive rebound by Team,,21-21,,
2:16.0,J. Johnson misses 2-pt shot from 22 ft,,21-21,,
2:15.0,Offensive rebound by J. Ingles,,21-21,,
1:53.0,R. Gobert misses 2-pt shot at rim (block by K. Dunn),,21-21,,
1:52.0,Offensive rebound by R. Gobert,,21-21,,
1:51.0,Turnover by Team (shot clock),,21-21,,
1:51.0,D. Favors enters the game for R. Gobert,,21-21,,
1:35.0,,,21-21,,A. Wiggins misses 2-pt shot from 5 ft
1:34.0,Defensive rebound by D. Favors,,21-21,,
1:14.0,D. Favors misses 2-pt shot from 10 ft,,21-21,,
1:13.0,,,21-21,,Defensive rebound by G. Dieng
1:01.0,,,21-21,,Turnover by A. Wiggins (bad pass)
1:01.0,,,21-21,,N. Bjelica enters the game for K. Towns
0:47.0,J. Johnson makes 2-pt shot from 10 ft,2,23-21,,
0:33.0,,,23-21,,Turnover by N. Bjelica (bad pass; steal by J. Ingles)
0:25.0,T. Lyles makes 2-pt shot from 7 ft (assist by J. Ingles),2,25-21,,
0:06.0,,,25-24,3,S. Muhammad makes 3-pt shot from 26 ft (assist by K. Dunn)
0:02.0,J. Johnson misses 3-pt shot from 31 ft,,25-24,,
0:01.0,,,25-24,,Defensive rebound by Team
0:00.0,,,25-24,,G. Dieng misses 3-pt shot from 63 ft
0:00.0,,,25-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,,,25-24,,Turnover by C. Aldrich (lost ball; steal by D. Favors)
11:48.0,G. Hill misses 2-pt shot from 2 ft,,25-24,,
11:47.0,,,25-24,,Defensive rebound by C. Aldrich
11:28.0,,,25-26,2,Z. LaVine makes 2-pt shot from 2 ft
11:13.0,T. Lyles misses 3-pt shot from 25 ft,,25-26,,
11:12.0,,,25-26,,Defensive rebound by Z. LaVine
11:02.0,,,25-28,2,Z. LaVine makes 2-pt shot from 15 ft (assist by C. Aldrich)
10:33.0,T. Lyles makes 2-pt shot from 6 ft (assist by J. Johnson),2,27-28,,
10:18.0,,,27-30,2,S. Muhammad makes 2-pt shot from 7 ft (assist by N. Bjelica)
10:00.0,Shooting foul by C. Aldrich (drawn by T. Lyles),,27-30,,
10:00.0,T. Lyles misses free throw 1 of 2,,27-30,,
10:00.0,Offensive rebound by Team,,27-30,,
10:00.0,T. Lyles makes free throw 2 of 2,1,28-30,,
9:47.0,,,28-30,,K. Dunn misses 3-pt shot from 23 ft
9:46.0,Defensive rebound by T. Lyles,,28-30,,
9:41.0,Turnover by T. Lyles (bad pass),,28-30,,
9:22.0,,,28-30,,Z. LaVine misses 2-pt shot from 17 ft
9:21.0,Defensive rebound by J. Johnson,,28-30,,
9:13.0,D. Favors makes 2-pt shot at rim (assist by A. Burks),2,30-30,,
8:50.0,,,30-32,2,K. Dunn makes 2-pt shot from 10 ft
8:33.0,G. Hill misses 3-pt shot from 24 ft,,30-32,,
8:32.0,,,30-32,,Defensive rebound by C. Aldrich
8:13.0,,,30-32,,C. Aldrich misses 2-pt shot from 7 ft
8:12.0,Defensive rebound by D. Favors,,30-32,,
8:06.0,Shooting foul by C. Aldrich (drawn by G. Hill),,30-32,,
8:06.0,Utah full timeout,,30-32,,
8:06.0,G. Hill makes free throw 1 of 2,1,31-32,,
8:06.0,G. Hill makes free throw 2 of 2,1,32-32,,
8:06.0,,,30-32,,K. Towns enters the game for C. Aldrich
8:06.0,,,30-32,,G. Dieng enters the game for N. Bjelica
8:06.0,G. Hayward enters the game for T. Lyles,,30-32,,
8:06.0,B. Diaw enters the game for A. Burks,,30-32,,
8:06.0,R. Hood enters the game for J. Johnson,,30-32,,
8:06.0,R. Gobert enters the game for D. Favors,,30-32,,
7:50.0,,,32-32,,Z. LaVine misses 2-pt shot from 17 ft
7:48.0,Defensive rebound by R. Gobert,,32-32,,
7:24.0,G. Hayward misses 2-pt shot from 18 ft,,32-32,,
7:23.0,,,32-32,,Defensive rebound by S. Muhammad
7:04.0,Personal foul by G. Hill (drawn by G. Dieng),,32-32,,
7:04.0,S. Mack enters the game for G. Hill,,32-32,,
6:58.0,,,32-32,,G. Dieng misses 2-pt shot from 17 ft
6:57.0,Defensive rebound by R. Hood,,32-32,,
6:46.0,B. Diaw misses 3-pt shot from 25 ft,,32-32,,
6:45.0,,,32-32,,Defensive rebound by K. Dunn
6:36.0,,,32-32,,K. Towns misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by G. Hayward,,32-32,,
6:26.0,,,32-32,,A. Wiggins enters the game for S. Muhammad
6:22.0,Jump ball: K. Dunn vs. G. Hayward (K. Towns gains possession),,,,Jump ball: K. Dunn vs. G. Hayward (K. Towns gains possession)
6:22.0,Turnover by G. Hayward (lost ball; steal by K. Dunn),,32-32,,
6:13.0,,,32-32,,K. Towns misses 2-pt shot from 4 ft (block by R. Gobert)
6:11.0,,,32-32,,Offensive rebound by K. Towns
6:11.0,,,32-32,,Shooting foul by R. Gobert (drawn by K. Towns)
6:11.0,,,32-33,1,K. Towns makes free throw 1 of 2
6:11.0,,,32-34,1,K. Towns makes free throw 2 of 2
5:57.0,Turnover by S. Mack (bad pass; steal by Z. LaVine),,32-34,,
5:53.0,,,32-34,,Turnover by K. Dunn (bad pass; steal by R. Hood)
5:44.0,S. Mack misses 2-pt shot from 12 ft,,32-34,,
5:42.0,Offensive rebound by R. Gobert,,32-34,,
5:42.0,R. Gobert misses 2-pt shot from 2 ft,,32-34,,
5:41.0,,,32-34,,Defensive rebound by K. Towns
5:35.0,,,32-34,,Z. LaVine misses 3-pt shot from 23 ft
5:32.0,,,32-34,,Offensive rebound by K. Towns
5:19.0,,,32-34,,K. Towns misses 2-pt shot from 4 ft (block by R. Gobert)
5:17.0,,,32-34,,Offensive rebound by K. Towns
5:11.0,,,32-34,,Turnover by Z. LaVine (lost ball; steal by R. Gobert)
5:04.0,,,32-34,,Personal foul by Z. LaVine (drawn by R. Gobert)
5:04.0,,,32-34,,Minnesota full timeout
5:04.0,,,32-34,,R. Rubio enters the game for K. Dunn
4:52.0,R. Hood misses 2-pt shot from 4 ft,,32-34,,
4:51.0,Offensive rebound by R. Gobert,,32-34,,
4:51.0,R. Gobert makes 2-pt shot at rim,2,34-34,,
4:34.0,Personal foul by R. Hood (drawn by G. Dieng),,34-34,,
4:34.0,J. Ingles enters the game for R. Hood,,34-34,,
4:23.0,,,34-34,,R. Rubio misses 2-pt shot from 18 ft
4:22.0,,,34-34,,Offensive rebound by Team
4:22.0,Loose ball foul by R. Gobert (drawn by G. Dieng),,34-34,,
4:16.0,,,34-34,,R. Rubio misses 3-pt shot from 25 ft
4:15.0,,,34-34,,Offensive rebound by A. Wiggins
4:15.0,,,34-36,2,A. Wiggins makes 2-pt shot at rim
4:02.0,B. Diaw misses 2-pt shot from 12 ft,,34-36,,
4:01.0,,,34-36,,Defensive rebound by Z. LaVine
3:41.0,,,34-38,2,G. Dieng makes 2-pt shot from 18 ft (assist by A. Wiggins)
3:22.0,Turnover by R. Gobert (bad pass),,34-38,,
3:22.0,G. Hill enters the game for S. Mack,,34-38,,
3:12.0,,,34-38,,Turnover by Z. LaVine (lost ball; steal by J. Ingles)
3:08.0,G. Hayward makes 2-pt shot at rim (assist by J. Ingles),2,36-38,,
2:54.0,,,36-38,,Shooting foul by R. Gobert (drawn by R. Rubio)
2:54.0,Utah full timeout,,36-38,,
2:54.0,,,36-39,1,R. Rubio makes free throw 1 of 2
2:54.0,,,36-39,,R. Rubio misses free throw 2 of 2
2:54.0,Defensive rebound by B. Diaw,,36-39,,
2:54.0,D. Favors enters the game for R. Gobert,,36-38,,
2:30.0,G. Hayward makes 3-pt shot from 24 ft (assist by J. Ingles),3,39-39,,
2:07.0,,,39-39,,Turnover by G. Dieng (bad pass; steal by D. Favors)
1:58.0,B. Diaw misses 2-pt shot from 23 ft,,39-39,,
1:57.0,,,39-39,,Defensive rebound by Z. LaVine
1:53.0,,,39-39,,Offensive foul by K. Towns
1:53.0,,,39-39,,Turnover by K. Towns (offensive foul)
1:53.0,T. Lyles enters the game for B. Diaw,,39-39,,
1:41.0,T. Lyles makes 3-pt shot from 25 ft (assist by G. Hill),3,42-39,,
1:40.0,,,42-39,,Minnesota full timeout
1:40.0,,,42-39,,B. Rush enters the game for Z. LaVine
1:30.0,,,42-39,,Turnover by A. Wiggins (lost ball; steal by J. Ingles)
1:26.0,G. Hayward misses 2-pt shot from 1 ft,,42-39,,
1:24.0,,,42-39,,Defensive rebound by K. Towns
1:06.0,,,42-39,,Shooting foul by G. Hill (drawn by K. Towns)
1:06.0,,,42-40,1,K. Towns makes free throw 1 of 2
1:06.0,,,42-41,1,K. Towns makes free throw 2 of 2
0:55.0,G. Hill makes 2-pt shot from 1 ft,2,44-41,,
0:55.0,Shooting foul by G. Dieng (drawn by G. Hill),,44-41,,
0:55.0,G. Hill makes free throw 1 of 1,1,45-41,,
0:44.0,,,45-43,2,A. Wiggins makes 2-pt shot from 9 ft
0:38.0,G. Hayward misses 2-pt shot from 19 ft,,45-43,,
0:37.0,,,45-43,,Defensive rebound by Team
0:37.0,Loose ball foul by D. Favors (drawn by G. Dieng),,45-43,,
0:37.0,,,45-44,1,G. Dieng makes free throw 1 of 2
0:37.0,,,45-45,1,G. Dieng makes free throw 2 of 2
0:31.0,J. Ingles misses 3-pt shot from 24 ft,,45-45,,
0:30.0,,,45-45,,Defensive rebound by K. Towns
0:07.0,,,45-48,3,G. Dieng makes 3-pt shot from 24 ft (assist by A. Wiggins)
0:00.0,G. Hill makes 2-pt shot from 19 ft,2,47-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,47-48,,Turnover by A. Wiggins (bad pass; steal by D. Favors)
11:41.0,R. Gobert makes 2-pt shot at rim (assist by G. Hill),2,49-48,,
11:41.0,Shooting foul by A. Wiggins (drawn by R. Gobert),,49-48,,
11:41.0,R. Gobert makes free throw 1 of 1,1,50-48,,
11:27.0,,,50-51,3,Z. LaVine makes 3-pt shot from 25 ft (assist by G. Dieng)
11:09.0,R. Gobert misses 2-pt shot from 1 ft,,50-51,,
11:08.0,,,50-51,,Defensive rebound by R. Rubio
10:50.0,,,50-51,,Z. LaVine misses 3-pt shot from 25 ft
10:49.0,Defensive rebound by R. Gobert,,50-51,,
10:36.0,R. Gobert misses 2-pt shot from 1 ft,,50-51,,
10:35.0,Offensive rebound by R. Gobert,,50-51,,
10:34.0,Shooting foul by A. Wiggins (drawn by R. Gobert),,50-51,,
10:34.0,R. Gobert makes free throw 1 of 2,1,51-51,,
10:34.0,R. Gobert misses free throw 2 of 2,,51-51,,
10:34.0,,,51-51,,Defensive rebound by G. Dieng
10:22.0,,,51-53,2,K. Towns makes 2-pt shot from 2 ft (assist by R. Rubio)
10:04.0,R. Hood makes 3-pt shot from 25 ft (assist by D. Favors),3,54-53,,
9:46.0,,,54-53,,G. Dieng misses 2-pt shot from 19 ft
9:45.0,,,54-53,,Offensive rebound by Z. LaVine
9:34.0,,,54-55,2,G. Dieng makes 2-pt shot from 14 ft
9:20.0,Turnover by G. Hayward (lost ball; steal by R. Rubio),,54-55,,
9:12.0,,,54-55,,G. Dieng misses 2-pt shot from 2 ft
9:11.0,,,54-55,,Offensive rebound by K. Towns
9:10.0,,,54-57,2,K. Towns makes 2-pt shot from 1 ft
8:53.0,R. Gobert makes 2-pt shot at rim (assist by G. Hill),2,56-57,,
8:36.0,,,56-59,2,R. Rubio makes 2-pt shot from 11 ft
8:13.0,R. Hood misses 2-pt shot from 5 ft,,56-59,,
8:12.0,,,56-59,,Defensive rebound by K. Towns
8:08.0,,,56-61,2,Z. LaVine makes 2-pt shot at rim (assist by K. Towns)
8:08.0,Utah full timeout,,56-61,,
7:53.0,G. Hayward misses 3-pt shot from 24 ft,,56-61,,
7:51.0,,,56-61,,Defensive rebound by Z. LaVine
7:47.0,,,56-63,2,Z. LaVine makes 2-pt shot at rim
7:29.0,G. Hayward misses 2-pt shot from 8 ft (block by A. Wiggins),,56-63,,
7:28.0,,,56-63,,Defensive rebound by K. Towns
7:15.0,,,56-65,2,A. Wiggins makes 2-pt shot from 17 ft (assist by R. Rubio)
6:56.0,D. Favors makes 2-pt shot from 19 ft (assist by G. Hill),2,58-65,,
6:38.0,,,58-65,,A. Wiggins misses 2-pt shot from 2 ft
6:37.0,Defensive rebound by G. Hill,,58-65,,
6:22.0,G. Hill misses 2-pt shot from 10 ft,,58-65,,
6:21.0,,,58-65,,Defensive rebound by R. Rubio
6:01.0,,,58-65,,A. Wiggins misses 2-pt shot from 18 ft
6:00.0,Defensive rebound by D. Favors,,58-65,,
5:49.0,D. Favors makes 2-pt shot from 19 ft (assist by G. Hayward),2,60-65,,
5:32.0,,,60-68,3,K. Towns makes 3-pt shot from 24 ft (assist by R. Rubio)
5:09.0,R. Hood misses 2-pt shot from 13 ft,,60-68,,
5:09.0,Offensive rebound by Team,,60-68,,
5:09.0,,,60-68,,S. Muhammad enters the game for Z. LaVine
5:09.0,S. Mack enters the game for G. Hill,,60-68,,
5:09.0,T. Lyles enters the game for D. Favors,,60-68,,
5:09.0,J. Ingles enters the game for R. Hood,,60-68,,
4:54.0,G. Hayward misses 3-pt shot from 24 ft,,60-68,,
4:53.0,,,60-68,,Defensive rebound by G. Dieng
4:38.0,,,60-68,,Shooting foul by R. Gobert (drawn by A. Wiggins)
4:38.0,,,60-68,,A. Wiggins misses free throw 1 of 2
4:38.0,,,60-68,,Offensive rebound by Team
4:38.0,,,60-69,1,A. Wiggins makes free throw 2 of 2
4:38.0,D. Favors enters the game for R. Gobert,,60-68,,
4:16.0,D. Favors misses 2-pt shot from 13 ft,,60-69,,
4:15.0,,,60-69,,Defensive rebound by K. Towns
4:07.0,,,60-71,2,R. Rubio makes 2-pt shot from 16 ft
3:47.0,T. Lyles misses 3-pt shot from 25 ft,,60-71,,
3:46.0,,,60-71,,Defensive rebound by S. Muhammad
3:34.0,,,60-71,,Shooting foul by T. Lyles (drawn by K. Towns)
3:34.0,,,60-72,1,K. Towns makes free throw 1 of 2
3:34.0,,,60-73,1,K. Towns makes free throw 2 of 2
3:34.0,,,60-72,,N. Bjelica enters the game for G. Dieng
3:17.0,Shooting foul by K. Towns (drawn by G. Hayward),,60-73,,
3:17.0,G. Hayward makes free throw 1 of 2,1,61-73,,
3:17.0,G. Hayward makes free throw 2 of 2,1,62-73,,
3:07.0,,,62-73,,Turnover by K. Towns (bad pass; steal by J. Ingles)
3:04.0,J. Ingles makes 2-pt shot from 1 ft,2,64-73,,
2:46.0,,,64-76,3,A. Wiggins makes 3-pt shot from 24 ft (assist by R. Rubio)
2:18.0,S. Mack misses 2-pt shot at rim,,64-76,,
2:17.0,,,64-76,,Defensive rebound by K. Towns
2:11.0,,,64-76,,Minnesota full timeout
2:11.0,,,64-76,,K. Dunn enters the game for R. Rubio
2:11.0,A. Burks enters the game for G. Hayward,,64-76,,
2:04.0,,,64-76,,K. Towns misses 2-pt shot from 4 ft
2:03.0,Defensive rebound by T. Lyles,,64-76,,
1:59.0,A. Burks makes 2-pt shot from 6 ft,2,66-76,,
1:59.0,Shooting foul by A. Wiggins (drawn by A. Burks),,66-76,,
1:59.0,A. Burks misses free throw 1 of 1,,66-76,,
1:59.0,,,66-76,,Defensive rebound by K. Towns
1:45.0,,,66-76,,A. Wiggins misses 2-pt shot from 2 ft
1:44.0,,,66-76,,Offensive rebound by A. Wiggins
1:44.0,,,66-76,,A. Wiggins misses 2-pt shot from 1 ft
1:43.0,Defensive rebound by S. Mack,,66-76,,
1:31.0,Shooting foul by K. Towns (drawn by T. Lyles),,66-76,,
1:31.0,T. Lyles makes free throw 1 of 2,1,67-76,,
1:31.0,T. Lyles misses free throw 2 of 2,,67-76,,
1:31.0,,,67-76,,Defensive rebound by N. Bjelica
1:11.0,,,67-78,2,N. Bjelica makes 2-pt shot from 2 ft
0:55.0,A. Burks makes 2-pt shot from 21 ft,2,69-78,,
0:39.0,,,69-80,2,N. Bjelica makes 2-pt shot from 4 ft (assist by A. Wiggins)
0:30.0,A. Burks misses 2-pt shot from 20 ft,,69-80,,
0:29.0,,,69-80,,Defensive rebound by A. Wiggins
0:09.0,,,69-80,,A. Wiggins misses 2-pt shot from 21 ft
0:07.0,Defensive rebound by T. Lyles,,69-80,,
0:00.0,D. Favors misses 3-pt shot from 24 ft,,69-80,,
0:00.0,Offensive rebound by Team,,69-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,R. Hood misses 3-pt shot from 25 ft,,69-80,,
11:43.0,,,69-80,,Defensive rebound by K. Dunn
11:30.0,,,69-80,,Z. LaVine misses 3-pt shot from 25 ft
11:29.0,Defensive rebound by R. Hood,,69-80,,
11:20.0,Shooting foul by G. Dieng (drawn by G. Hill),,69-80,,
11:20.0,G. Hill makes free throw 1 of 2,1,70-80,,
11:20.0,G. Hill makes free throw 2 of 2,1,71-80,,
11:20.0,J. Johnson enters the game for A. Burks,,70-80,,
11:05.0,Personal foul by J. Johnson (drawn by S. Muhammad),,71-80,,
10:58.0,,,71-82,2,G. Dieng makes 2-pt shot from 18 ft (assist by Z. LaVine)
10:31.0,Turnover by Team (shot clock),,71-82,,
10:16.0,,,71-82,,K. Dunn misses 2-pt shot from 20 ft
10:15.0,Defensive rebound by R. Hood,,71-82,,
10:04.0,G. Hill makes 3-pt shot from 23 ft (assist by T. Lyles),3,74-82,,
9:58.0,,,74-82,,Minnesota full timeout
9:58.0,,,74-82,,R. Rubio enters the game for K. Dunn
9:48.0,,,74-82,,Z. LaVine misses 2-pt shot from 20 ft
9:43.0,Defensive rebound by R. Hood,,74-82,,
9:30.0,Shooting foul by N. Bjelica (drawn by T. Lyles),,74-82,,
9:30.0,T. Lyles misses free throw 1 of 2,,74-82,,
9:30.0,Offensive rebound by Team,,74-82,,
9:30.0,T. Lyles makes free throw 2 of 2,1,75-82,,
9:30.0,,,74-82,,K. Towns enters the game for N. Bjelica
9:16.0,,,75-84,2,Z. LaVine makes 2-pt shot at rim (assist by G. Dieng)
8:59.0,,,75-84,,Personal foul by S. Muhammad (drawn by J. Johnson)
8:45.0,G. Hill misses 2-pt shot from 8 ft,,75-84,,
8:43.0,Offensive rebound by R. Gobert,,75-84,,
8:35.0,R. Hood misses 2-pt shot from 9 ft,,75-84,,
8:34.0,,,75-84,,Defensive rebound by S. Muhammad
8:14.0,,,75-84,,S. Muhammad misses 3-pt shot from 25 ft
8:12.0,Defensive rebound by R. Gobert,,75-84,,
7:53.0,,,75-84,,Personal foul by R. Rubio (drawn by J. Johnson)
7:53.0,,,75-84,,A. Wiggins enters the game for S. Muhammad
7:53.0,B. Diaw enters the game for T. Lyles,,75-84,,
7:45.0,G. Hill makes 3-pt shot from 25 ft (assist by B. Diaw),3,78-84,,
7:24.0,,,78-84,,G. Dieng misses 2-pt shot from 20 ft
7:23.0,,,78-84,,Offensive rebound by Team
7:15.0,Personal foul by J. Johnson (drawn by A. Wiggins),,78-84,,
7:03.0,,,78-84,,Shooting foul by R. Gobert (drawn by A. Wiggins)
7:03.0,,,78-84,,A. Wiggins misses free throw 1 of 2
7:03.0,,,78-84,,Offensive rebound by Team
7:03.0,,,78-84,,A. Wiggins misses free throw 2 of 2
7:03.0,Defensive rebound by D. Favors,,78-84,,
7:03.0,D. Favors enters the game for R. Gobert,,78-84,,
7:03.0,G. Hayward enters the game for J. Johnson,,78-84,,
6:39.0,Shooting foul by K. Towns (drawn by B. Diaw),,78-84,,
6:39.0,B. Diaw makes free throw 1 of 2,1,79-84,,
6:39.0,B. Diaw misses free throw 2 of 2,,79-84,,
6:38.0,,,79-84,,Defensive rebound by K. Towns
6:24.0,,,79-84,,K. Towns misses 2-pt shot at rim (block by D. Favors)
6:19.0,Jump ball: D. Favors vs. K. Towns,,,,Jump ball: D. Favors vs. K. Towns
6:19.0,,,79-84,,Offensive rebound by Team
6:14.0,,,79-84,,Z. LaVine misses 2-pt shot from 12 ft
6:13.0,,,79-84,,Offensive rebound by K. Towns
6:13.0,,,79-86,2,K. Towns makes 2-pt shot at rim
6:01.0,G. Hayward makes 2-pt shot from 15 ft (assist by G. Hill),2,81-86,,
5:39.0,,,81-89,3,Z. LaVine makes 3-pt shot from 24 ft (assist by A. Wiggins)
5:24.0,G. Hill misses 2-pt shot from 13 ft,,81-89,,
5:23.0,,,81-89,,Defensive rebound by G. Dieng
5:07.0,,,81-89,,A. Wiggins misses 2-pt shot from 2 ft
5:05.0,,,81-89,,Offensive rebound by A. Wiggins
5:04.0,Personal foul by D. Favors (drawn by A. Wiggins),,81-89,,
5:04.0,,,81-89,,Minnesota full timeout
5:04.0,J. Ingles enters the game for R. Hood,,81-89,,
4:59.0,,,81-89,,Turnover by A. Wiggins (bad pass; steal by G. Hayward)
4:55.0,Shooting foul by A. Wiggins (drawn by G. Hayward),,81-89,,
4:55.0,G. Hayward makes free throw 1 of 2,1,82-89,,
4:55.0,G. Hayward makes free throw 2 of 2,1,83-89,,
4:41.0,,,83-91,2,Z. LaVine makes 2-pt shot from 19 ft (assist by R. Rubio)
4:22.0,G. Hayward misses 2-pt shot from 21 ft,,83-91,,
4:21.0,,,83-91,,Defensive rebound by G. Dieng
4:07.0,,,83-91,,Turnover by R. Rubio (bad pass; steal by B. Diaw)
4:00.0,J. Ingles misses 3-pt shot from 23 ft,,83-91,,
3:56.0,,,83-91,,Defensive rebound by R. Rubio
3:35.0,Personal foul by B. Diaw (drawn by K. Towns),,83-91,,
3:35.0,,,83-92,1,K. Towns makes free throw 1 of 2
3:35.0,,,83-92,,K. Towns misses free throw 2 of 2
3:35.0,Defensive rebound by D. Favors,,83-92,,
3:35.0,R. Gobert enters the game for B. Diaw,,83-92,,
3:10.0,D. Favors makes 2-pt shot at rim (assist by J. Ingles),2,85-92,,
2:51.0,,,85-92,,A. Wiggins misses 2-pt shot from 2 ft (block by R. Gobert)
2:50.0,,,85-92,,Offensive rebound by A. Wiggins
2:47.0,,,85-92,,Z. LaVine misses 3-pt shot from 23 ft
