time,Golden State,pts.away,score,pts.home,Oklahoma City
7:50.0,J. McGee makes 2-pt shot at rim (assist by S. Curry),2,8-11,,
7:36.0,,,8-13,2,V. Oladipo makes 2-pt shot at rim (assist by D. Sabonis)
7:33.0,Golden State full timeout,,8-13,,
7:23.0,,,8-13,,Personal foul by A. Roberson (drawn by K. Durant)
7:07.0,K. Durant misses 2-pt shot from 20 ft,,8-13,,
7:06.0,,,8-13,,Defensive rebound by V. Oladipo
6:46.0,,,8-15,2,S. Adams makes 2-pt shot from 12 ft (assist by R. Westbrook)
6:24.0,K. Durant misses 2-pt shot from 14 ft,,8-15,,
6:22.0,Offensive rebound by J. McGee,,8-15,,
6:22.0,J. McGee makes 2-pt shot from 1 ft,2,10-15,,
6:20.0,Personal foul by D. Green (drawn by R. Westbrook),,10-15,,
6:20.0,A. Iguodala enters the game for D. Green,,10-15,,
6:13.0,,,10-17,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
5:57.0,K. Durant makes 2-pt shot from 18 ft (assist by S. Curry),2,12-17,,
5:42.0,,,12-17,,Shooting foul by K. Durant (drawn by S. Adams)
5:42.0,,,12-17,,S. Adams misses free throw 1 of 2
5:42.0,,,12-17,,Offensive rebound by Team
5:42.0,,,12-17,,S. Adams misses free throw 2 of 2
5:42.0,,,12-17,,A. Morrow enters the game for V. Oladipo
5:41.0,,,12-17,,Offensive rebound by D. Sabonis
5:32.0,,,12-17,,Turnover by R. Westbrook (traveling)
5:32.0,,,12-17,,J. Grant enters the game for D. Sabonis
5:15.0,K. Durant misses 2-pt shot from 6 ft,,12-17,,
5:14.0,Offensive rebound by J. McGee,,12-17,,
5:13.0,J. McGee makes 2-pt shot from 4 ft,2,14-17,,
5:13.0,Shooting foul by S. Adams (drawn by J. McGee),,14-17,,
5:13.0,J. McGee misses free throw 1 of 1,,14-17,,
5:12.0,,,14-17,,Defensive rebound by R. Westbrook
4:57.0,,,14-17,,A. Roberson misses 3-pt shot from 23 ft
4:56.0,,,14-17,,Offensive rebound by R. Westbrook
4:50.0,,,14-17,,A. Morrow misses 3-pt shot from 24 ft
4:47.0,,,14-17,,Offensive rebound by A. Roberson
4:47.0,,,14-17,,A. Roberson misses 2-pt shot from 1 ft
4:46.0,,,14-17,,Offensive rebound by S. Adams
4:46.0,,,14-17,,S. Adams misses 2-pt shot from 2 ft
4:44.0,Defensive rebound by S. Curry,,14-17,,
4:40.0,Turnover by A. Iguodala (bad pass; steal by A. Morrow),,14-17,,
4:40.0,Personal take foul by S. Curry (drawn by A. Morrow),,14-17,,
4:40.0,,,14-18,1,A. Morrow makes free throw 1 of 2
4:40.0,,,14-19,1,A. Morrow makes free throw 2 of 2
4:40.0,K. Looney enters the game for J. McGee,,14-18,,
4:26.0,S. Curry misses 3-pt shot from 25 ft,,14-19,,
4:25.0,Offensive rebound by A. Iguodala,,14-19,,
4:25.0,A. Iguodala misses 2-pt shot at rim (block by A. Roberson),,14-19,,
4:24.0,,,14-19,,Defensive rebound by R. Westbrook
4:11.0,,,14-19,,R. Westbrook misses 2-pt shot from 22 ft
4:11.0,Defensive rebound by A. Iguodala,,14-19,,
4:05.0,I. Clark enters the game for K. Thompson,,14-19,,
4:02.0,Shooting foul by A. Morrow (drawn by S. Curry),,14-19,,
4:02.0,S. Curry makes free throw 1 of 2,1,15-19,,
4:02.0,S. Curry makes free throw 2 of 2,1,16-19,,
3:43.0,,,16-19,,R. Westbrook misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by Team,,16-19,,
3:31.0,K. Durant misses 2-pt shot from 4 ft (block by A. Roberson),,16-19,,
3:30.0,,,16-19,,Defensive rebound by R. Westbrook
3:26.0,,,16-19,,Turnover by R. Westbrook (bad pass; steal by I. Clark)
3:19.0,S. Curry makes 2-pt shot from 1 ft,2,18-19,,
3:08.0,,,18-19,,Shooting foul by K. Looney (drawn by R. Westbrook)
3:08.0,,,18-21,2,R. Westbrook makes 2-pt shot from 1 ft
3:08.0,,,18-22,1,R. Westbrook makes free throw 1 of 1
3:08.0,,,18-21,,A. Abrines enters the game for A. Roberson
2:59.0,K. Durant misses 3-pt shot from 32 ft,,18-22,,
2:58.0,,,18-22,,Defensive rebound by S. Adams
2:46.0,,,18-22,,Turnover by R. Westbrook (bad pass; steal by I. Clark)
2:41.0,A. Iguodala makes 2-pt shot at rim (assist by I. Clark),2,20-22,,
2:32.0,,,20-22,,Oklahoma City full timeout
2:32.0,D. Green enters the game for K. Durant,,20-22,,
2:25.0,,,20-22,,Turnover by R. Westbrook (lost ball; steal by S. Curry)
2:17.0,K. Looney makes 2-pt shot at rim (assist by S. Curry),2,22-22,,
2:02.0,,,22-22,,R. Westbrook misses 2-pt shot from 9 ft
2:02.0,Defensive rebound by A. Iguodala,,22-22,,
1:46.0,S. Curry misses 3-pt shot from 25 ft,,22-22,,
1:45.0,,,22-22,,Defensive rebound by Team
1:45.0,,,22-22,,C. Payne enters the game for R. Westbrook
1:45.0,,,22-22,,V. Oladipo enters the game for A. Morrow
1:33.0,,,22-22,,C. Payne misses 2-pt shot from 19 ft
1:32.0,Defensive rebound by I. Clark,,22-22,,
1:23.0,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry),3,25-22,,
1:08.0,,,25-24,2,V. Oladipo makes 2-pt shot from 22 ft (assist by C. Payne)
0:59.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,27-24,,
0:48.0,,,27-24,,V. Oladipo misses 2-pt shot from 10 ft
0:48.0,,,27-24,,Offensive rebound by Team
0:46.0,,,27-24,,N. Collison enters the game for S. Adams
0:36.0,,,27-24,,Turnover by V. Oladipo (bad pass)
0:29.0,I. Clark misses 2-pt shot from 19 ft,,27-24,,
0:28.0,Offensive rebound by S. Curry,,27-24,,
0:11.0,S. Curry makes 3-pt shot from 26 ft,3,30-24,,
0:02.0,,,30-24,,Offensive charge foul by C. Payne
0:02.0,,,30-24,,Turnover by C. Payne (offensive foul)
0:00.0,S. Curry misses 3-pt shot from 44 ft,,30-24,,
0:00.0,Offensive rebound by Team,,30-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,30-24,,Def 3 sec tech foul by N. Collison
11:45.0,K. Thompson makes technical free throw,1,31-24,,
11:31.0,S. Livingston makes 2-pt shot from 13 ft (assist by J. McAdoo),2,33-24,,
11:16.0,,,33-24,,V. Oladipo misses 2-pt shot at rim
11:16.0,Defensive rebound by D. Green,,33-24,,
11:13.0,Turnover by K. Thompson (traveling),,33-24,,
11:13.0,,,33-24,,J. Lauvergne enters the game for J. Grant
11:13.0,,,33-24,,D. Sabonis enters the game for N. Collison
11:02.0,Personal foul by K. Thompson (drawn by V. Oladipo),,33-24,,
10:57.0,,,33-26,2,V. Oladipo makes 2-pt shot from 1 ft
10:37.0,D. Green makes 2-pt shot from 2 ft (assist by S. Livingston),2,35-26,,
10:21.0,,,35-26,,C. Payne misses 2-pt shot from 2 ft (block by D. Green)
10:20.0,Defensive rebound by S. Livingston,,35-26,,
10:15.0,J. McAdoo makes 2-pt shot at rim (assist by S. Livingston),2,37-26,,
10:15.0,,,37-26,,Oklahoma City full timeout
10:00.0,,,37-26,,D. Sabonis misses 2-pt shot from 3 ft (block by J. McAdoo)
9:59.0,Defensive rebound by D. Green,,37-26,,
9:56.0,S. Livingston makes 2-pt shot from 9 ft,2,39-26,,
9:56.0,Shooting foul by C. Payne (drawn by S. Livingston),,39-26,,
9:56.0,,,39-26,,Violation by Team (jump ball)
9:56.0,S. Livingston misses free throw 1 of 1,,39-26,,
9:56.0,,,39-26,,S. Christon enters the game for C. Payne
9:55.0,,,39-26,,Defensive rebound by J. Lauvergne
9:41.0,,,39-26,,Turnover by V. Oladipo (bad pass; steal by S. Livingston)
9:34.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,42-26,,
9:20.0,Violation by D. Green (kicked ball),,42-26,,
9:12.0,,,42-28,2,V. Oladipo makes 2-pt shot from 14 ft
8:48.0,S. Livingston makes 2-pt shot from 13 ft,2,44-28,,
8:29.0,,,44-30,2,J. Lauvergne makes 2-pt shot from 1 ft
8:11.0,Shooting foul by S. Christon (drawn by K. Thompson),,44-30,,
8:11.0,K. Thompson makes free throw 1 of 2,1,45-30,,
8:11.0,K. Thompson misses free throw 2 of 2,,45-30,,
8:11.0,,,45-30,,R. Westbrook enters the game for A. Abrines
8:11.0,,,45-30,,A. Roberson enters the game for V. Oladipo
8:10.0,,,45-30,,Defensive rebound by J. Lauvergne
7:54.0,,,45-30,,Turnover by A. Roberson (lost ball; steal by D. Green)
7:47.0,A. Iguodala misses 3-pt shot from 23 ft,,45-30,,
7:46.0,,,45-30,,Defensive rebound by R. Westbrook
7:34.0,,,45-30,,J. Lauvergne misses 3-pt shot from 23 ft
7:33.0,,,45-30,,Offensive rebound by A. Roberson
7:27.0,,,45-30,,S. Christon misses 3-pt shot from 24 ft
7:26.0,,,45-30,,Offensive rebound by A. Roberson
7:15.0,,,45-30,,Turnover by R. Westbrook (bad pass)
7:15.0,K. Durant enters the game for D. Green,,45-30,,
7:15.0,I. Clark enters the game for A. Iguodala,,45-30,,
6:55.0,J. McAdoo misses 2-pt shot from 1 ft,,45-30,,
6:54.0,,,45-30,,Defensive rebound by D. Sabonis
6:44.0,,,45-32,2,D. Sabonis makes 2-pt shot from 1 ft
6:29.0,Golden State full timeout,,45-32,,
6:29.0,,,45-32,,V. Oladipo enters the game for A. Roberson
6:29.0,,,45-32,,J. Grant enters the game for J. Lauvergne
6:29.0,,,45-32,,S. Adams enters the game for S. Christon
6:29.0,J. McGee enters the game for J. McAdoo,,45-32,,
6:21.0,Shooting foul by V. Oladipo (drawn by K. Thompson),,45-32,,
6:21.0,K. Thompson makes free throw 1 of 2,1,46-32,,
6:21.0,K. Thompson makes free throw 2 of 2,1,47-32,,
6:06.0,,,47-34,2,R. Westbrook makes 2-pt shot from 20 ft (assist by J. Grant)
5:55.0,K. Durant makes 3-pt shot from 24 ft,3,50-34,,
5:42.0,,,50-34,,R. Westbrook misses 2-pt shot from 1 ft
5:42.0,Defensive rebound by I. Clark,,50-34,,
5:36.0,K. Thompson misses 3-pt shot from 25 ft,,50-34,,
5:35.0,Offensive rebound by K. Durant,,50-34,,
5:35.0,K. Durant makes 2-pt shot from 1 ft,2,52-34,,
5:20.0,,,52-36,2,R. Westbrook makes 2-pt shot at rim (assist by D. Sabonis)
5:20.0,,,52-36,,Shooting foul by J. McGee (drawn by R. Westbrook)
5:20.0,,,52-37,1,R. Westbrook makes free throw 1 of 1
5:20.0,S. Curry enters the game for K. Thompson,,52-36,,
5:20.0,,,52-36,,A. Roberson enters the game for J. Grant
5:07.0,I. Clark misses 3-pt shot from 24 ft,,52-37,,
5:06.0,,,52-37,,Defensive rebound by V. Oladipo
5:01.0,,,52-37,,V. Oladipo misses 3-pt shot from 24 ft
5:00.0,Defensive rebound by K. Durant,,52-37,,
4:54.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant),3,55-37,,
4:53.0,,,55-37,,Oklahoma City full timeout
4:32.0,,,55-39,2,R. Westbrook makes 2-pt shot from 1 ft
4:15.0,J. McGee makes 2-pt shot at rim (assist by I. Clark),2,57-39,,
4:03.0,,,57-39,,Turnover by R. Westbrook (bad pass)
3:56.0,S. Curry makes 2-pt shot from 19 ft,2,59-39,,
3:36.0,Shooting block foul by J. McGee (drawn by R. Westbrook),,59-39,,
3:36.0,,,59-40,1,R. Westbrook makes free throw 1 of 2
3:36.0,,,59-41,1,R. Westbrook makes free throw 2 of 2
3:36.0,,,59-40,,A. Morrow enters the game for V. Oladipo
3:36.0,D. Green enters the game for J. McGee,,59-40,,
3:36.0,A. Iguodala enters the game for S. Livingston,,59-40,,
3:36.0,,,59-40,,J. Grant enters the game for D. Sabonis
3:27.0,Shooting foul by A. Roberson (drawn by K. Durant),,59-41,,
3:27.0,,,59-41,,Violation by S. Adams (lane)
3:27.0,K. Durant makes free throw 1 of 2,1,60-41,,
3:27.0,K. Durant makes free throw 2 of 2,1,61-41,,
3:02.0,,,61-41,,S. Adams misses 2-pt shot from 10 ft
3:02.0,Defensive rebound by K. Durant,,61-41,,
2:54.0,K. Durant makes 2-pt shot from 1 ft,2,63-41,,
2:42.0,,,63-43,2,R. Westbrook makes 2-pt shot from 17 ft
2:29.0,D. Green misses 2-pt shot from 3 ft (block by J. Grant),,63-43,,
2:28.0,,,63-43,,Defensive rebound by R. Westbrook
2:19.0,,,63-43,,A. Morrow misses 2-pt shot from 16 ft
2:17.0,,,63-43,,Offensive rebound by S. Adams
2:17.0,,,63-45,2,S. Adams makes 2-pt shot from 1 ft
2:17.0,Golden State full timeout,,63-45,,
2:17.0,Official timeout,,63-45,,
2:17.0,K. Thompson enters the game for I. Clark,,63-45,,
2:02.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,66-45,,
1:45.0,,,66-45,,Shooting foul by K. Thompson (drawn by R. Westbrook)
1:45.0,,,66-46,1,R. Westbrook makes free throw 1 of 3
1:45.0,,,66-47,1,R. Westbrook makes free throw 2 of 3
1:45.0,,,66-48,1,R. Westbrook makes free throw 3 of 3
1:45.0,J. McGee enters the game for K. Thompson,,66-47,,
1:26.0,S. Curry misses 3-pt shot from 23 ft (block by A. Roberson),,66-48,,
1:25.0,,,66-48,,Defensive rebound by R. Westbrook
1:25.0,Personal foul by S. Curry (drawn by R. Westbrook),,66-48,,
1:25.0,,,66-49,1,R. Westbrook makes free throw 1 of 2
1:25.0,,,66-50,1,R. Westbrook makes free throw 2 of 2
1:02.0,J. McGee makes 2-pt shot at rim (assist by K. Durant),2,68-50,,
0:53.0,,,68-50,,R. Westbrook misses 3-pt shot from 25 ft
0:53.0,Defensive rebound by S. Curry,,68-50,,
0:31.0,S. Curry makes 3-pt shot from 23 ft (assist by A. Iguodala),3,71-50,,
0:09.0,,,71-50,,A. Roberson misses 3-pt shot from 23 ft
0:08.0,Defensive rebound by A. Iguodala,,71-50,,
0:04.0,K. Durant makes 2-pt shot at rim (assist by A. Iguodala),2,73-50,,
0:00.0,,,73-50,,S. Adams misses 2-pt shot from 17 ft
0:00.0,,,73-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,K. Thompson makes 3-pt shot from 28 ft (assist by S. Curry),3,76-50,,
11:25.0,Personal foul by D. Green (drawn by S. Adams),,76-50,,
11:16.0,,,76-52,2,R. Westbrook makes 2-pt shot from 1 ft
11:06.0,K. Durant misses 3-pt shot from 24 ft,,76-52,,
11:05.0,,,76-52,,Defensive rebound by R. Westbrook
10:57.0,,,76-52,,D. Sabonis misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by K. Durant,,76-52,,
10:44.0,J. McGee misses 2-pt shot from 1 ft,,76-52,,
10:44.0,Offensive rebound by J. McGee,,76-52,,
10:44.0,K. Durant misses 2-pt shot from 10 ft,,76-52,,
10:42.0,,,76-52,,Defensive rebound by A. Roberson
10:33.0,,,76-55,3,V. Oladipo makes 3-pt shot from 23 ft (assist by R. Westbrook)
10:33.0,Golden State full timeout,,76-55,,
10:22.0,Shooting foul by R. Westbrook (drawn by J. McGee),,76-55,,
10:22.0,J. McGee misses free throw 1 of 2,,76-55,,
10:22.0,Offensive rebound by Team,,76-55,,
10:22.0,J. McGee makes free throw 2 of 2,1,77-55,,
10:10.0,,,77-57,2,R. Westbrook makes 2-pt shot from 1 ft
9:54.0,Shooting foul by R. Westbrook (drawn by D. Green),,77-57,,
9:54.0,D. Green makes free throw 1 of 2,1,78-57,,
9:54.0,D. Green makes free throw 2 of 2,1,79-57,,
9:41.0,,,79-59,2,V. Oladipo makes 2-pt shot from 14 ft
9:28.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,82-59,,
9:05.0,,,82-59,,Turnover by D. Sabonis (lost ball; steal by D. Green)
8:57.0,K. Thompson misses 2-pt shot from 15 ft,,82-59,,
8:56.0,,,82-59,,Defensive rebound by A. Roberson
8:48.0,,,82-61,2,S. Adams makes 2-pt shot from 5 ft (assist by R. Westbrook)
8:33.0,K. Durant makes 2-pt shot from 2 ft,2,84-61,,
8:08.0,,,84-61,,D. Sabonis misses 2-pt shot from 12 ft
8:07.0,,,84-61,,Offensive rebound by Team
8:05.0,,,84-61,,Oklahoma City full timeout
8:01.0,,,84-61,,Turnover by R. Westbrook (bad pass; steal by D. Green)
7:55.0,,,84-61,,Personal foul by R. Westbrook (drawn by K. Durant)
7:37.0,K. Durant makes 3-pt shot from 26 ft,3,87-61,,
7:22.0,,,87-61,,V. Oladipo misses 2-pt shot from 20 ft
7:21.0,Defensive rebound by D. Green,,87-61,,
7:16.0,Turnover by K. Thompson (traveling),,87-61,,
7:07.0,,,87-61,,R. Westbrook misses 2-pt shot from 16 ft
7:06.0,,,87-61,,Offensive rebound by Team
7:02.0,,,87-61,,Shooting foul by K. Durant (drawn by R. Westbrook)
7:02.0,,,87-62,1,R. Westbrook makes free throw 1 of 3
7:02.0,,,87-63,1,R. Westbrook makes free throw 2 of 3
7:02.0,,,87-64,1,R. Westbrook makes free throw 3 of 3
7:02.0,,,87-63,,J. Grant enters the game for D. Sabonis
6:48.0,S. Curry makes 2-pt shot from 3 ft,2,89-64,,
6:37.0,,,89-66,2,R. Westbrook makes 2-pt shot from 1 ft
6:37.0,,,89-66,,Shooting foul by J. McGee (drawn by R. Westbrook)
6:37.0,,,89-66,,R. Westbrook misses free throw 1 of 1
6:36.0,Defensive rebound by K. Durant,,89-66,,
6:32.0,Shooting foul by J. Grant (drawn by K. Durant),,89-66,,
6:32.0,K. Durant makes free throw 1 of 2,1,90-66,,
6:32.0,K. Durant makes free throw 2 of 2,1,91-66,,
6:16.0,,,91-68,2,V. Oladipo makes 2-pt shot from 6 ft
5:54.0,Shooting foul by J. Grant (drawn by J. McGee),,91-68,,
5:54.0,J. McGee misses free throw 1 of 2,,91-68,,
5:54.0,Offensive rebound by Team,,91-68,,
5:54.0,J. McGee makes free throw 2 of 2,1,92-68,,
5:45.0,,,92-70,2,R. Westbrook makes 2-pt shot from 7 ft
5:24.0,J. McGee makes 2-pt shot from 2 ft (assist by S. Curry),2,94-70,,
5:12.0,,,94-73,3,R. Westbrook makes 3-pt shot from 27 ft
4:55.0,K. Durant misses 3-pt shot from 23 ft,,94-73,,
4:54.0,,,94-73,,Defensive rebound by J. Grant
4:45.0,,,94-73,,A. Roberson misses 2-pt shot from 2 ft
4:45.0,,,94-73,,Offensive rebound by V. Oladipo
4:38.0,,,94-73,,J. Grant misses 3-pt shot from 23 ft
4:38.0,,,94-73,,Offensive rebound by A. Roberson
4:27.0,,,94-76,3,V. Oladipo makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:25.0,Golden State full timeout,,94-76,,
4:25.0,K. Looney enters the game for D. Green,,94-76,,
4:25.0,A. Iguodala enters the game for J. McGee,,94-76,,
4:13.0,,,94-76,,Personal foul by A. Roberson (drawn by K. Durant)
4:13.0,K. Durant makes free throw 1 of 2,1,95-76,,
4:13.0,K. Durant makes free throw 2 of 2,1,96-76,,
4:13.0,I. Clark enters the game for K. Thompson,,95-76,,
4:04.0,,,96-76,,R. Westbrook misses 3-pt shot from 28 ft
4:03.0,,,96-76,,Offensive rebound by J. Grant
3:53.0,,,96-78,2,J. Grant makes 2-pt shot from 21 ft (assist by R. Westbrook)
3:38.0,Shooting foul by V. Oladipo (drawn by K. Looney),,96-78,,
3:38.0,K. Looney makes free throw 1 of 2,1,97-78,,
3:38.0,K. Looney makes free throw 2 of 2,1,98-78,,
3:17.0,,,98-78,,Shooting foul by K. Durant (drawn by S. Adams)
3:17.0,,,98-78,,S. Adams misses free throw 1 of 2
3:17.0,,,98-78,,Offensive rebound by Team
3:17.0,,,98-78,,S. Adams misses free throw 2 of 2
3:16.0,Defensive rebound by K. Durant,,98-78,,
3:14.0,Turnover by K. Durant (lost ball; steal by A. Roberson),,98-78,,
3:10.0,,,98-78,,Turnover by R. Westbrook (lost ball)
2:45.0,A. Iguodala misses 3-pt shot from 25 ft,,98-78,,
2:45.0,Offensive rebound by Team,,98-78,,
2:45.0,Turnover by Team (shot clock),,98-78,,
2:34.0,,,98-81,3,R. Westbrook makes 3-pt shot from 24 ft
2:09.0,S. Curry misses 2-pt shot from 6 ft (block by J. Grant),,98-81,,
2:08.0,Offensive rebound by S. Curry,,98-81,,
2:05.0,S. Curry makes 2-pt shot from 1 ft,2,100-81,,
1:51.0,,,100-81,,J. Grant misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by K. Durant,,100-81,,
1:45.0,,,100-81,,Violation by A. Roberson (def goaltending)
1:45.0,K. Durant makes 2-pt shot from 2 ft,2,102-81,,
1:45.0,Shooting foul by A. Roberson (drawn by K. Durant),,102-81,,
1:45.0,,,102-81,,Technical foul by A. Roberson (drawn by K. Durant)
1:45.0,Technical foul by K. Durant,,102-81,,
1:45.0,Technical foul by A. Iguodala,,102-81,,
1:45.0,,,102-82,1,R. Westbrook makes technical free throw
1:45.0,K. Durant makes free throw 1 of 1,1,103-82,,
1:35.0,,,103-82,,Shooting foul by K. Durant (drawn by S. Adams)
1:35.0,,,103-82,,S. Adams misses free throw 1 of 2
1:35.0,,,103-82,,Offensive rebound by Team
1:35.0,,,103-83,1,S. Adams makes free throw 2 of 2
1:35.0,D. Green enters the game for K. Durant,,103-82,,
1:21.0,S. Curry misses 2-pt shot from 20 ft,,103-83,,
1:21.0,,,103-83,,Defensive rebound by J. Grant
1:11.0,,,103-85,2,S. Adams makes 2-pt shot at rim (assist by A. Roberson)
0:59.0,S. Curry misses 3-pt shot from 24 ft,,103-85,,
0:58.0,,,103-85,,Defensive rebound by A. Roberson
0:44.0,,,103-85,,R. Westbrook misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by D. Green,,103-85,,
0:26.0,D. Green misses 2-pt shot from 7 ft,,103-85,,
0:26.0,Offensive rebound by S. Curry,,103-85,,
0:15.0,,,103-85,,Personal foul by V. Oladipo (drawn by S. Curry)
0:15.0,S. Curry makes free throw 1 of 2,1,104-85,,
0:15.0,S. Curry makes free throw 2 of 2,1,105-85,,
0:15.0,,,104-85,,A. Morrow enters the game for A. Roberson
0:15.0,,,104-85,,A. Abrines enters the game for J. Grant
0:15.0,B. Weber enters the game for I. Clark,,104-85,,
0:03.0,,,105-87,2,R. Westbrook makes 2-pt shot at rim
0:00.0,S. Curry misses 3-pt shot from 45 ft,,105-87,,
0:00.0,Offensive rebound by Team,,105-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,105-89,2,J. Grant makes 2-pt shot from 17 ft (assist by J. Lauvergne)
11:26.0,A. Iguodala misses 2-pt shot from 18 ft,,105-89,,
11:25.0,,,105-89,,Defensive rebound by Team
11:07.0,Personal foul by A. Iguodala (drawn by D. Sabonis),,105-89,,
10:58.0,,,105-89,,J. Grant misses 2-pt shot from 6 ft
10:57.0,Defensive rebound by A. Iguodala,,105-89,,
10:53.0,Shooting foul by C. Payne (drawn by A. Iguodala),,105-89,,
10:53.0,A. Iguodala makes free throw 1 of 2,1,106-89,,
10:53.0,A. Iguodala misses free throw 2 of 2,,106-89,,
10:52.0,,,106-89,,Defensive rebound by J. Grant
10:32.0,,,106-89,,Shooting foul by D. Green (drawn by J. Grant)
10:32.0,,,106-90,1,J. Grant makes free throw 1 of 2
10:32.0,,,106-91,1,J. Grant makes free throw 2 of 2
10:15.0,D. Green misses 2-pt shot at rim,,106-91,,
10:13.0,Offensive rebound by K. Thompson,,106-91,,
10:02.0,J. McAdoo makes 2-pt shot at rim (assist by A. Iguodala),2,108-91,,
9:49.0,,,108-93,2,J. Lauvergne makes 2-pt shot at rim (assist by D. Sabonis)
9:37.0,Shooting foul by C. Payne (drawn by J. McAdoo),,108-93,,
9:37.0,J. McAdoo misses free throw 1 of 2,,108-93,,
9:37.0,Offensive rebound by Team,,108-93,,
9:37.0,J. McAdoo misses free throw 2 of 2,,108-93,,
9:37.0,,,108-93,,V. Oladipo enters the game for J. Grant
9:36.0,,,108-93,,Defensive rebound by D. Sabonis
9:25.0,Jump ball: J. McAdoo vs. V. Oladipo (S. Livingston gains possession),,,,Jump ball: J. McAdoo vs. V. Oladipo (S. Livingston gains possession)
9:25.0,,,108-93,,Turnover by V. Oladipo (lost ball; steal by J. McAdoo)
9:11.0,K. Thompson misses 3-pt shot from 25 ft,,108-93,,
9:11.0,,,108-93,,Defensive rebound by J. Lauvergne
8:59.0,,,108-93,,Turnover by J. Lauvergne (bad pass; steal by K. Thompson)
8:50.0,Turnover by D. Green (lost ball; steal by D. Sabonis),,108-93,,
8:43.0,,,108-96,3,A. Morrow makes 3-pt shot from 25 ft (assist by V. Oladipo)
8:35.0,Golden State full timeout,,108-96,,
8:35.0,,,108-96,,R. Westbrook enters the game for A. Morrow
8:35.0,,,108-96,,A. Roberson enters the game for C. Payne
8:35.0,K. Durant enters the game for D. Green,,108-96,,
