time,Washington,pts.away,score,pts.home,Atlanta
8:34.0,Offensive foul by J. Smith,,38-33,,
8:34.0,Turnover by J. Smith (offensive foul),,38-33,,
8:16.0,,,38-33,,E. Ilyasova misses 2-pt shot from 18 ft
8:14.0,Defensive rebound by J. Wall,,38-33,,
8:07.0,B. Jennings misses 3-pt shot from 25 ft,,38-33,,
8:05.0,,,38-33,,Defensive rebound by Team
8:05.0,,,38-33,,D. Howard enters the game for E. Ilyasova
8:05.0,M. Morris enters the game for B. Jennings,,38-33,,
7:51.0,,,38-33,,Turnover by T. Hardaway (bad pass)
7:51.0,M. Gortat enters the game for J. Smith,,38-33,,
7:38.0,J. Wall misses 2-pt shot from 18 ft,,38-33,,
7:37.0,,,38-33,,Defensive rebound by D. Howard
7:18.0,,,38-33,,D. Howard misses 2-pt shot from 6 ft
7:17.0,Defensive rebound by M. Gortat,,38-33,,
7:12.0,Turnover by J. Wall (bad pass; steal by T. Hardaway),,38-33,,
7:07.0,,,38-35,2,T. Hardaway makes 2-pt shot from 18 ft
6:47.0,B. Bogdanovic misses 3-pt shot from 24 ft,,38-35,,
6:46.0,,,38-35,,Defensive rebound by T. Waller-Prince
6:38.0,,,38-37,2,D. Howard makes 2-pt shot from 1 ft (assist by J. Calderon)
6:38.0,,,38-37,,Shooting foul by M. Gortat (drawn by D. Howard)
6:38.0,,,38-38,1,D. Howard makes free throw 1 of 1
6:38.0,B. Beal enters the game for B. Bogdanovic,,38-37,,
6:24.0,Turnover by J. Wall (bad pass; steal by T. Hardaway),,38-38,,
6:17.0,,,38-38,,J. Calderon misses 3-pt shot from 23 ft
6:14.0,Defensive rebound by B. Beal,,38-38,,
6:10.0,J. Wall misses 2-pt shot from 2 ft,,38-38,,
6:05.0,,,38-38,,Defensive rebound by T. Waller-Prince
6:00.0,,,38-41,3,J. Calderon makes 3-pt shot from 25 ft (assist by P. Millsap)
5:59.0,Washington full timeout,,38-41,,
5:38.0,M. Morris makes 2-pt shot from 18 ft (assist by B. Beal),2,40-41,,
5:17.0,,,40-43,2,D. Howard makes 2-pt shot from 1 ft (assist by J. Calderon)
5:03.0,B. Beal makes 2-pt shot from 11 ft (assist by M. Gortat),2,42-43,,
4:46.0,,,42-43,,Turnover by J. Calderon (lost ball; steal by O. Porter)
4:42.0,Turnover by J. Wall (bad pass),,42-43,,
4:42.0,,,42-43,,K. Bazemore enters the game for T. Hardaway
4:32.0,,,42-43,,J. Calderon misses 2-pt shot from 16 ft
4:30.0,Defensive rebound by M. Gortat,,42-43,,
4:30.0,,,42-43,,Technical foul by J. Calderon
4:30.0,B. Beal makes technical free throw,1,43-43,,
4:30.0,,,43-43,,E. Ilyasova enters the game for P. Millsap
4:20.0,Turnover by J. Wall (lost ball; steal by K. Bazemore),,43-43,,
4:15.0,,,43-43,,J. Calderon misses 2-pt shot from 2 ft
4:14.0,,,43-43,,Offensive rebound by E. Ilyasova
4:14.0,Personal foul by M. Gortat (drawn by E. Ilyasova),,43-43,,
4:06.0,,,43-45,2,D. Howard makes 2-pt shot at rim (assist by K. Bazemore)
3:50.0,B. Beal misses 3-pt shot from 24 ft,,43-45,,
3:48.0,Offensive rebound by M. Gortat,,43-45,,
3:44.0,J. Wall misses 3-pt shot from 25 ft,,43-45,,
3:42.0,,,43-45,,Defensive rebound by E. Ilyasova
3:34.0,,,43-47,2,D. Howard makes 2-pt shot at rim (assist by K. Bazemore)
3:33.0,,,43-47,,Violation by Team (jump ball)
3:17.0,M. Morris misses 2-pt shot from 14 ft,,43-47,,
3:15.0,,,43-47,,Defensive rebound by D. Howard
3:10.0,,,43-49,2,T. Waller-Prince makes 2-pt shot from 1 ft (assist by J. Calderon)
3:10.0,,,43-49,,Shooting foul by M. Morris (drawn by T. Waller-Prince)
3:10.0,,,43-50,1,T. Waller-Prince makes free throw 1 of 1
3:10.0,,,43-49,,T. Sefolosha enters the game for J. Calderon
3:10.0,J. Smith enters the game for M. Morris,,43-49,,
2:54.0,J. Wall misses 2-pt shot from 21 ft,,43-50,,
2:51.0,,,43-50,,Defensive rebound by D. Howard
2:45.0,,,43-50,,K. Bazemore misses 3-pt shot from 24 ft
2:42.0,Defensive rebound by J. Smith,,43-50,,
2:29.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,46-50,,
2:22.0,,,46-50,,Atlanta full timeout
2:22.0,,,46-50,,J. Calderon enters the game for T. Sefolosha
2:06.0,,,46-50,,K. Bazemore misses 2-pt shot from 2 ft
2:06.0,,,46-50,,Offensive rebound by D. Howard
2:06.0,Personal foul by B. Beal (drawn by D. Howard),,46-50,,
2:06.0,,,46-50,,D. Howard misses free throw 1 of 2
2:06.0,,,46-50,,Offensive rebound by Team
2:06.0,,,46-51,1,D. Howard makes free throw 2 of 2
1:48.0,O. Porter misses 2-pt shot from 18 ft,,46-51,,
1:46.0,,,46-51,,Defensive rebound by D. Howard
1:29.0,,,46-53,2,T. Waller-Prince makes 2-pt shot from 17 ft (assist by J. Calderon)
1:11.0,Shooting foul by T. Waller-Prince (drawn by O. Porter),,46-53,,
1:11.0,O. Porter misses free throw 1 of 2,,46-53,,
1:11.0,Offensive rebound by Team,,46-53,,
1:11.0,O. Porter makes free throw 2 of 2,1,47-53,,
1:11.0,,,46-53,,P. Millsap enters the game for E. Ilyasova
0:59.0,,,47-56,3,K. Bazemore makes 3-pt shot from 25 ft
0:46.0,J. Smith misses 3-pt shot from 22 ft,,47-56,,
0:45.0,,,47-56,,Defensive rebound by D. Howard
0:44.0,,,47-56,,Turnover by P. Millsap (traveling)
0:44.0,,,47-56,,T. Sefolosha enters the game for J. Calderon
0:37.0,M. Gortat misses 2-pt shot from 9 ft,,47-56,,
0:36.0,Offensive rebound by Team,,47-56,,
0:30.0,J. Wall makes 3-pt shot from 25 ft,3,50-56,,
0:30.0,,,50-56,,Atlanta full timeout
0:30.0,,,50-56,,J. Calderon enters the game for T. Sefolosha
0:12.0,Violation by B. Beal (kicked ball),,50-56,,
0:10.0,,,50-59,3,J. Calderon makes 3-pt shot from 23 ft (assist by T. Waller-Prince)
0:01.0,J. Wall misses 2-pt shot from 14 ft,,50-59,,
0:00.0,Offensive rebound by Team,,50-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Shooting foul by P. Millsap (drawn by M. Morris),,50-59,,
11:50.0,M. Morris makes free throw 1 of 2,1,51-59,,
11:50.0,M. Morris misses free throw 2 of 2,,51-59,,
11:48.0,,,51-59,,Defensive rebound by D. Schroder
11:37.0,Personal foul by B. Beal (drawn by T. Hardaway),,51-59,,
11:31.0,,,51-59,,D. Schroder misses 3-pt shot from 25 ft
11:29.0,Defensive rebound by B. Beal,,51-59,,
11:13.0,O. Porter misses 3-pt shot from 25 ft,,51-59,,
11:12.0,,,51-59,,Defensive rebound by P. Millsap
11:04.0,,,51-61,2,P. Millsap makes 2-pt shot from 14 ft (assist by T. Hardaway)
10:54.0,B. Beal makes 3-pt shot from 25 ft,3,54-61,,
10:37.0,,,54-61,,T. Hardaway misses 2-pt shot from 22 ft
10:34.0,Defensive rebound by M. Gortat,,54-61,,
10:20.0,M. Morris misses 2-pt shot from 12 ft,,54-61,,
10:17.0,,,54-61,,Defensive rebound by D. Howard
10:06.0,,,54-61,,Turnover by P. Millsap (bad pass; steal by B. Beal)
10:04.0,,,54-61,,Personal foul by T. Hardaway (drawn by J. Wall)
9:48.0,M. Morris misses 2-pt shot from 12 ft,,54-61,,
9:46.0,,,54-61,,Defensive rebound by D. Howard
9:30.0,,,54-61,,T. Hardaway misses 3-pt shot from 25 ft
9:28.0,,,54-61,,Offensive rebound by Team
9:20.0,,,54-61,,T. Hardaway misses 2-pt shot from 19 ft
9:19.0,Defensive rebound by M. Gortat,,54-61,,
9:08.0,M. Gortat misses 2-pt shot from 8 ft,,54-61,,
9:06.0,,,54-61,,Defensive rebound by P. Millsap
9:00.0,,,54-61,,P. Millsap misses 2-pt shot from 1 ft (block by M. Gortat)
8:57.0,Defensive rebound by M. Gortat,,54-61,,
8:51.0,B. Beal misses 3-pt shot from 24 ft,,54-61,,
8:49.0,Offensive rebound by O. Porter,,54-61,,
8:45.0,O. Porter makes 2-pt shot from 5 ft,2,56-61,,
8:31.0,,,56-61,,T. Waller-Prince misses 3-pt shot from 24 ft
8:30.0,Defensive rebound by B. Beal,,56-61,,
8:27.0,Shooting foul by P. Millsap (drawn by J. Wall),,56-61,,
8:27.0,J. Wall makes free throw 1 of 2,1,57-61,,
8:27.0,J. Wall makes free throw 2 of 2,1,58-61,,
8:08.0,,,58-61,,Offensive charge foul by P. Millsap
8:08.0,,,58-61,,Turnover by P. Millsap (offensive foul)
7:55.0,J. Wall misses 2-pt shot from 8 ft (block by D. Howard),,58-61,,
7:55.0,Offensive rebound by Team,,58-61,,
7:50.0,Shooting foul by D. Howard (drawn by B. Beal),,58-61,,
7:50.0,,,58-61,,Atlanta full timeout
7:50.0,B. Beal makes free throw 1 of 2,1,59-61,,
7:50.0,B. Beal makes free throw 2 of 2,1,60-61,,
7:38.0,,,60-63,2,D. Howard makes 2-pt shot at rim (assist by P. Millsap)
7:18.0,Turnover by M. Morris (bad pass; steal by P. Millsap),,60-63,,
7:18.0,Personal foul by M. Morris (drawn by P. Millsap),,60-63,,
7:18.0,J. Smith enters the game for M. Morris,,60-63,,
6:56.0,,,60-63,,T. Waller-Prince misses 2-pt shot from 3 ft (block by M. Gortat)
6:54.0,Defensive rebound by B. Beal,,60-63,,
6:48.0,O. Porter misses 2-pt shot from 16 ft,,60-63,,
6:46.0,,,60-63,,Defensive rebound by T. Waller-Prince
6:35.0,,,60-65,2,D. Schroder makes 2-pt shot from 5 ft
6:21.0,O. Porter makes 2-pt shot from 11 ft (assist by J. Wall),2,62-65,,
5:58.0,,,62-65,,P. Millsap misses 3-pt shot from 25 ft
5:54.0,,,62-65,,Offensive rebound by T. Waller-Prince
5:51.0,,,62-65,,D. Howard misses 2-pt shot at rim
5:48.0,Defensive rebound by M. Gortat,,62-65,,
5:43.0,J. Smith misses 3-pt shot from 23 ft,,62-65,,
5:41.0,Offensive rebound by M. Gortat,,62-65,,
5:29.0,B. Beal makes 3-pt shot from 25 ft,3,65-65,,
5:11.0,,,65-68,3,T. Hardaway makes 3-pt shot from 24 ft (assist by P. Millsap)
4:55.0,B. Beal makes 2-pt shot from 8 ft (assist by J. Wall),2,67-68,,
4:37.0,,,67-68,,D. Howard misses 2-pt shot from 6 ft
4:35.0,Defensive rebound by M. Gortat,,67-68,,
4:25.0,J. Wall misses 2-pt shot from 15 ft,,67-68,,
4:23.0,,,67-68,,Defensive rebound by T. Waller-Prince
4:10.0,,,67-68,,P. Millsap misses 2-pt shot from 8 ft
4:07.0,Defensive rebound by M. Gortat,,67-68,,
4:06.0,Shooting foul by T. Waller-Prince (drawn by J. Wall),,67-68,,
4:06.0,J. Wall makes free throw 1 of 2,1,68-68,,
4:06.0,J. Wall misses free throw 2 of 2,,68-68,,
4:06.0,,,68-68,,E. Ilyasova enters the game for T. Waller-Prince
4:06.0,,,68-68,,M. Dunleavy enters the game for P. Millsap
4:06.0,,,68-68,,K. Bazemore enters the game for T. Hardaway
4:05.0,,,68-68,,Defensive rebound by Team
4:05.0,Loose ball foul by J. Smith (drawn by E. Ilyasova),,68-68,,
3:52.0,,,68-70,2,K. Bazemore makes 2-pt shot from 19 ft (assist by E. Ilyasova)
3:29.0,J. Wall misses 3-pt shot from 25 ft,,68-70,,
3:27.0,,,68-70,,Defensive rebound by K. Bazemore
3:22.0,,,68-70,,Shooting foul by B. Beal (drawn by K. Bazemore)
3:22.0,,,68-70,,K. Bazemore misses free throw 1 of 2
3:22.0,,,68-70,,Offensive rebound by Team
3:22.0,,,68-71,1,K. Bazemore makes free throw 2 of 2
3:22.0,,,68-70,,M. Muscala enters the game for D. Howard
3:09.0,Offensive charge foul by M. Gortat,,68-71,,
3:09.0,Turnover by M. Gortat (offensive foul),,68-71,,
3:09.0,B. Bogdanovic enters the game for M. Gortat,,68-71,,
3:02.0,,,68-73,2,D. Schroder makes 2-pt shot from 2 ft
3:01.0,Washington full timeout,,68-73,,
2:46.0,O. Porter misses 2-pt shot from 17 ft,,68-73,,
2:45.0,,,68-73,,Defensive rebound by D. Schroder
2:28.0,,,68-73,,K. Bazemore misses 2-pt shot from 9 ft
2:26.0,Defensive rebound by J. Wall,,68-73,,
2:18.0,B. Beal misses 3-pt shot from 23 ft,,68-73,,
2:15.0,Offensive rebound by B. Bogdanovic,,68-73,,
2:15.0,B. Bogdanovic makes 2-pt shot at rim,2,70-73,,
1:51.0,,,70-73,,D. Schroder misses 2-pt shot from 3 ft (block by O. Porter)
1:51.0,,,70-73,,Offensive rebound by Team
1:51.0,B. Jennings enters the game for J. Wall,,70-73,,
1:49.0,,,70-73,,Turnover by M. Dunleavy (bad pass; steal by B. Beal)
1:46.0,O. Porter makes 2-pt shot from 2 ft (assist by B. Beal),2,72-73,,
1:46.0,Shooting foul by K. Bazemore (drawn by O. Porter),,72-73,,
1:46.0,O. Porter makes free throw 1 of 1,1,73-73,,
1:33.0,Personal foul by J. Smith (drawn by D. Schroder),,73-73,,
1:33.0,,,73-74,1,D. Schroder makes free throw 1 of 2
1:33.0,,,73-75,1,D. Schroder makes free throw 2 of 2
1:33.0,,,73-74,,J. Calderon enters the game for M. Dunleavy
1:12.0,B. Beal makes 2-pt shot from 14 ft,2,75-75,,
0:49.0,,,75-75,,Shooting foul by B. Beal (drawn by D. Schroder)
0:49.0,,,75-76,1,D. Schroder makes free throw 1 of 2
0:49.0,,,75-77,1,D. Schroder makes free throw 2 of 2
0:49.0,K. Oubre enters the game for B. Beal,,75-76,,
0:34.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,77-77,,
0:28.0,,,77-77,,D. Schroder misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by B. Bogdanovic,,77-77,,
0:03.0,B. Bogdanovic misses 2-pt shot from 17 ft,,77-77,,
0:01.0,,,77-77,,Defensive rebound by K. Bazemore
0:01.0,,,77-77,,Turnover by K. Bazemore (bad pass; steal by J. Smith)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,77-79,2,T. Hardaway makes 2-pt shot from 2 ft (assist by P. Millsap)
11:47.0,,,77-79,,Shooting foul by B. Jennings (drawn by T. Hardaway)
11:47.0,,,77-79,,T. Hardaway misses free throw 1 of 1
11:45.0,Defensive rebound by B. Bogdanovic,,77-79,,
11:31.0,Shooting foul by E. Ilyasova (drawn by B. Jennings),,77-79,,
11:31.0,B. Jennings misses free throw 1 of 2,,77-79,,
11:31.0,Offensive rebound by Team,,77-79,,
11:31.0,B. Jennings makes free throw 2 of 2,1,78-79,,
11:17.0,,,78-79,,J. Calderon misses 3-pt shot from 25 ft
11:14.0,,,78-79,,Offensive rebound by T. Hardaway
11:04.0,,,78-82,3,T. Hardaway makes 3-pt shot from 23 ft (assist by K. Bazemore)
10:47.0,K. Oubre misses 2-pt shot from 17 ft,,78-82,,
10:45.0,Offensive rebound by J. Smith,,78-82,,
10:42.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Smith),3,81-82,,
10:27.0,,,81-85,3,K. Bazemore makes 3-pt shot from 25 ft
10:26.0,Washington full timeout,,81-85,,
10:02.0,Turnover by Team (shot clock),,81-85,,
9:37.0,,,81-87,2,P. Millsap makes 2-pt shot from 13 ft (assist by K. Bazemore)
9:18.0,Turnover by J. Smith (bad pass; steal by K. Bazemore),,81-87,,
9:11.0,,,81-87,,T. Hardaway misses 2-pt shot from 2 ft
9:11.0,,,81-87,,Offensive rebound by J. Calderon
9:11.0,,,81-89,2,J. Calderon makes 2-pt shot from 1 ft
9:11.0,Washington full timeout,,81-89,,
9:11.0,M. Morris enters the game for O. Porter,,81-89,,
9:11.0,M. Gortat enters the game for J. Smith,,81-89,,
9:11.0,B. Beal enters the game for B. Jennings,,81-89,,
9:11.0,J. Wall enters the game for K. Oubre,,81-89,,
8:46.0,M. Morris makes 2-pt shot from 16 ft (assist by J. Wall),2,83-89,,
8:25.0,,,83-89,,Turnover by T. Hardaway (lost ball; steal by J. Wall)
8:24.0,,,83-89,,Personal foul by T. Hardaway (drawn by J. Wall)
8:24.0,,,83-89,,T. Waller-Prince enters the game for K. Bazemore
8:16.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Wall),3,86-89,,
8:02.0,,,86-89,,T. Hardaway misses 2-pt shot from 20 ft
7:59.0,Defensive rebound by M. Morris,,86-89,,
7:51.0,J. Wall makes 2-pt shot from 1 ft,2,88-89,,
7:31.0,,,88-91,2,T. Waller-Prince makes 2-pt shot from 2 ft (assist by P. Millsap)
7:09.0,J. Wall misses 3-pt shot from 26 ft,,88-91,,
7:08.0,,,88-91,,Defensive rebound by E. Ilyasova
7:02.0,Shooting block foul by M. Gortat (drawn by P. Millsap),,88-91,,
7:02.0,,,88-93,2,P. Millsap makes 2-pt shot from 2 ft (assist by J. Calderon)
7:02.0,,,88-93,,P. Millsap misses free throw 1 of 1
7:02.0,,,88-93,,D. Schroder enters the game for J. Calderon
7:02.0,,,88-93,,D. Howard enters the game for E. Ilyasova
7:01.0,Defensive rebound by M. Gortat,,88-93,,
6:43.0,B. Beal misses 2-pt shot from 18 ft,,88-93,,
6:41.0,,,88-93,,Defensive rebound by T. Hardaway
6:31.0,,,88-93,,Turnover by T. Waller-Prince (traveling)
