time,Detroit,pts.away,score,pts.home,Chicago
6:05.0,,,6-18,,Defensive rebound by R. Lopez
5:50.0,,,6-21,3,J. Butler makes 3-pt shot from 23 ft (assist by R. Rondo)
5:21.0,M. Morris makes 2-pt shot from 21 ft,2,8-21,,
5:07.0,,,8-23,2,R. Lopez makes 2-pt shot from 5 ft (assist by R. Rondo)
4:46.0,M. Morris makes 2-pt shot from 1 ft,2,10-23,,
4:25.0,Violation by A. Drummond (def goaltending),,10-23,,
4:25.0,,,10-25,2,D. Wade makes 2-pt shot from 2 ft (assist by J. Butler)
4:25.0,T. Harris misses 3-pt shot from 24 ft,,10-25,,
4:25.0,,,10-25,,Defensive rebound by T. Gibson
3:47.0,,,10-25,,R. Lopez misses 2-pt shot from 4 ft
3:46.0,Defensive rebound by A. Drummond,,10-25,,
3:40.0,T. Harris makes 3-pt shot from 25 ft (assist by R. Jackson),3,13-25,,
3:39.0,,,13-25,,Chicago full timeout
3:39.0,,,13-25,,D. McDermott enters the game for T. Gibson
3:39.0,,,13-25,,N. Mirotic enters the game for D. Wade
3:39.0,J. Leuer enters the game for T. Harris,,13-25,,
3:22.0,,,13-25,,Turnover by R. Lopez (3 sec)
3:13.0,,,13-25,,Personal foul by N. Mirotic (drawn by J. Leuer)
3:07.0,A. Drummond misses 2-pt shot from 4 ft,,13-25,,
3:06.0,,,13-25,,Defensive rebound by R. Rondo
2:54.0,,,13-27,2,D. McDermott makes 2-pt shot from 7 ft (assist by N. Mirotic)
2:39.0,K. Caldwell-Pope makes 2-pt shot from 3 ft (assist by J. Leuer),2,15-27,,
2:34.0,,,15-27,,Turnover by R. Rondo (bad pass; steal by R. Jackson)
2:23.0,M. Morris misses 2-pt shot from 3 ft (block by N. Mirotic),,15-27,,
2:21.0,,,15-27,,Defensive rebound by Team
2:15.0,Personal foul by K. Caldwell-Pope (drawn by D. McDermott),,15-27,,
2:04.0,,,15-29,2,D. McDermott makes 2-pt shot from 12 ft (assist by J. Butler)
1:37.0,M. Morris misses 3-pt shot from 25 ft,,15-29,,
1:37.0,,,15-29,,Defensive rebound by R. Rondo
1:16.0,,,15-31,2,N. Mirotic makes 2-pt shot from 20 ft
0:56.0,K. Caldwell-Pope makes 2-pt shot at rim,2,17-31,,
0:46.0,,,17-33,2,D. McDermott makes 2-pt shot from 10 ft (assist by R. Rondo)
0:39.0,Shooting foul by R. Rondo (drawn by M. Morris),,17-33,,
0:39.0,M. Morris makes free throw 1 of 2,1,18-33,,
0:39.0,M. Morris makes free throw 2 of 2,1,19-33,,
0:39.0,A. Baynes enters the game for A. Drummond,,18-33,,
0:39.0,,,18-33,,C. Felicio enters the game for R. Lopez
0:13.0,,,19-35,2,N. Mirotic makes 2-pt shot from 21 ft (assist by R. Rondo)
0:00.0,M. Morris misses 2-pt shot from 22 ft,,19-35,,
0:00.0,Offensive rebound by J. Leuer,,19-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,19-35,,
11:43.0,,,19-35,,Defensive rebound by N. Mirotic
11:25.0,,,19-35,,D. Wade misses 2-pt shot from 19 ft
11:24.0,Defensive rebound by J. Leuer,,19-35,,
11:15.0,J. Leuer misses 3-pt shot from 26 ft,,19-35,,
11:14.0,,,19-35,,Defensive rebound by N. Mirotic
11:06.0,,,19-37,2,C. Felicio makes 2-pt shot from 1 ft (assist by J. Grant)
11:03.0,Turnover by I. Smith (traveling),,19-37,,
10:52.0,,,19-40,3,N. Mirotic makes 3-pt shot from 24 ft (assist by D. Wade)
10:49.0,Detroit full timeout,,19-40,,
10:41.0,Turnover by J. Leuer (bad pass; steal by D. Wade),,19-40,,
10:37.0,,,19-42,2,D. Wade makes 2-pt shot at rim
10:13.0,I. Smith misses 2-pt shot from 20 ft,,19-42,,
10:12.0,,,19-42,,Defensive rebound by D. McDermott
9:58.0,,,19-42,,J. Grant misses 2-pt shot from 16 ft
9:57.0,,,19-42,,Offensive rebound by C. Felicio
9:54.0,,,19-42,,N. Mirotic misses 3-pt shot from 25 ft
9:54.0,,,19-42,,Offensive rebound by Team
9:54.0,Loose ball foul by A. Baynes (drawn by C. Felicio),,19-42,,
9:54.0,S. Johnson enters the game for K. Caldwell-Pope,,19-42,,
9:37.0,,,19-45,3,D. McDermott makes 3-pt shot from 24 ft (assist by N. Mirotic)
9:14.0,A. Baynes makes 2-pt shot from 2 ft (assist by S. Johnson),2,21-45,,
9:04.0,,,21-45,,Turnover by N. Mirotic (offensive foul)
9:04.0,,,21-45,,Offensive charge foul by N. Mirotic
8:51.0,I. Smith makes 2-pt shot from 19 ft,2,23-45,,
8:34.0,,,23-45,,Turnover by J. Grant (bad pass)
8:23.0,,,23-45,,Def 3 sec tech foul by C. Felicio
8:23.0,T. Harris makes technical free throw,1,24-45,,
8:08.0,S. Johnson misses 3-pt shot from 26 ft,,24-45,,
8:07.0,Offensive rebound by I. Smith,,24-45,,
8:06.0,Shooting foul by C. Felicio (drawn by A. Baynes),,24-45,,
8:06.0,A. Baynes makes free throw 1 of 2,1,25-45,,
8:06.0,A. Baynes makes free throw 2 of 2,1,26-45,,
7:57.0,Personal foul by S. Johnson (drawn by D. Wade),,26-45,,
7:50.0,,,26-45,,D. McDermott misses 2-pt shot from 20 ft
7:50.0,Defensive rebound by T. Harris,,26-45,,
7:40.0,I. Smith misses 2-pt shot from 2 ft (block by J. Grant),,26-45,,
7:39.0,,,26-45,,Defensive rebound by N. Mirotic
7:36.0,,,26-47,2,D. McDermott makes 2-pt shot at rim (assist by D. Wade)
7:21.0,I. Smith misses 2-pt shot from 6 ft,,26-47,,
7:20.0,,,26-47,,Defensive rebound by C. Felicio
7:12.0,,,26-50,3,N. Mirotic makes 3-pt shot from 26 ft (assist by J. Grant)
6:45.0,J. Leuer makes 2-pt shot from 2 ft (assist by I. Smith),2,28-50,,
6:22.0,,,28-50,,N. Mirotic misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by S. Johnson,,28-50,,
6:08.0,S. Johnson misses 2-pt shot from 15 ft,,28-50,,
6:07.0,,,28-50,,Defensive rebound by D. Wade
6:00.0,,,28-52,2,D. Wade makes 2-pt shot from 10 ft
6:00.0,,,28-52,,Shooting foul by A. Baynes (drawn by D. Wade)
6:00.0,,,28-53,1,D. Wade makes free throw 1 of 1
6:00.0,M. Morris enters the game for J. Leuer,,28-52,,
6:00.0,,,28-52,,J. Butler enters the game for D. McDermott
6:00.0,A. Drummond enters the game for A. Baynes,,28-52,,
6:00.0,R. Jackson enters the game for I. Smith,,28-52,,
6:00.0,,,28-52,,R. Lopez enters the game for C. Felicio
5:40.0,A. Drummond misses 2-pt shot from 6 ft,,28-53,,
5:39.0,,,28-53,,Defensive rebound by D. Wade
5:28.0,,,28-53,,D. Wade misses 2-pt shot from 20 ft
5:27.0,Defensive rebound by T. Harris,,28-53,,
5:14.0,T. Harris misses 2-pt shot from 17 ft,,28-53,,
5:13.0,,,28-53,,Defensive rebound by N. Mirotic
4:55.0,,,28-55,2,R. Lopez makes 2-pt shot from 7 ft
4:39.0,R. Jackson misses 2-pt shot from 8 ft,,28-55,,
4:35.0,Offensive rebound by A. Drummond,,28-55,,
4:33.0,A. Drummond makes 2-pt shot from 8 ft,2,30-55,,
4:12.0,,,30-55,,J. Grant misses 2-pt shot from 2 ft
4:11.0,,,30-55,,Offensive rebound by J. Butler
4:11.0,,,30-57,2,J. Butler makes 2-pt shot from 1 ft
4:03.0,Detroit full timeout,,30-57,,
4:03.0,Detroit full timeout,,30-57,,
4:03.0,K. Caldwell-Pope enters the game for S. Johnson,,30-57,,
4:03.0,,,30-57,,R. Rondo enters the game for D. Wade
4:03.0,,,30-57,,T. Gibson enters the game for N. Mirotic
4:03.0,,,30-57,,D. McDermott enters the game for J. Grant
3:51.0,K. Caldwell-Pope makes 2-pt shot from 19 ft (assist by T. Harris),2,32-57,,
3:28.0,,,32-59,2,R. Lopez makes 2-pt shot from 7 ft (assist by D. McDermott)
3:11.0,T. Harris misses 3-pt shot from 25 ft,,32-59,,
3:10.0,,,32-59,,Defensive rebound by R. Lopez
2:58.0,,,32-61,2,T. Gibson makes 2-pt shot from 14 ft (assist by R. Rondo)
2:33.0,R. Jackson misses 3-pt shot from 27 ft,,32-61,,
2:32.0,,,32-61,,Defensive rebound by R. Rondo
2:27.0,,,32-63,2,J. Butler makes 2-pt shot at rim (assist by R. Rondo)
2:06.0,M. Morris misses 3-pt shot from 25 ft,,32-63,,
2:05.0,,,32-63,,Defensive rebound by R. Rondo
1:51.0,,,32-65,2,T. Gibson makes 2-pt shot from 14 ft (assist by R. Rondo)
1:36.0,Shooting foul by R. Lopez (drawn by R. Jackson),,32-65,,
1:36.0,,,32-65,,Chicago full timeout
1:36.0,R. Jackson makes free throw 1 of 2,1,33-65,,
1:36.0,R. Jackson makes free throw 2 of 2,1,34-65,,
1:19.0,,,34-67,2,T. Gibson makes 2-pt shot from 10 ft
1:01.0,T. Harris misses 2-pt shot from 2 ft (block by T. Gibson),,34-67,,
0:59.0,Offensive rebound by T. Harris,,34-67,,
0:57.0,Turnover by T. Harris (bad pass; steal by R. Rondo),,34-67,,
0:46.0,,,34-67,,D. McDermott misses 2-pt shot from 22 ft
0:45.0,Defensive rebound by K. Caldwell-Pope,,34-67,,
0:34.0,R. Jackson misses 2-pt shot from 5 ft,,34-67,,
0:33.0,Offensive rebound by M. Morris,,34-67,,
0:33.0,M. Morris misses 2-pt shot from 2 ft,,34-67,,
0:32.0,,,34-67,,Defensive rebound by R. Lopez
0:26.0,,,34-69,2,T. Gibson makes 2-pt shot from 1 ft
0:03.0,Turnover by R. Jackson (bad pass; steal by T. Gibson),,34-69,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,A. Drummond makes 2-pt shot from 6 ft (assist by R. Jackson),2,36-69,,
11:41.0,,,36-69,,R. Lopez misses 2-pt shot from 1 ft
11:40.0,Defensive rebound by R. Jackson,,36-69,,
11:24.0,Shooting foul by R. Lopez (drawn by A. Drummond),,36-69,,
11:24.0,A. Drummond misses free throw 1 of 2,,36-69,,
11:24.0,Offensive rebound by Team,,36-69,,
11:24.0,A. Drummond makes free throw 2 of 2,1,37-69,,
11:03.0,,,37-69,,Turnover by D. Wade (bad pass; steal by R. Jackson)
10:48.0,Shooting foul by R. Rondo (drawn by R. Jackson),,37-69,,
10:48.0,R. Jackson makes free throw 1 of 2,1,38-69,,
10:48.0,R. Jackson misses free throw 2 of 2,,38-69,,
10:48.0,,,38-69,,Defensive rebound by T. Gibson
10:41.0,,,38-71,2,T. Gibson makes 2-pt shot from 17 ft (assist by R. Rondo)
10:17.0,T. Harris makes 2-pt shot from 16 ft,2,40-71,,
9:57.0,,,40-71,,D. Wade misses 2-pt shot from 20 ft
9:56.0,Defensive rebound by Team,,40-71,,
9:43.0,Turnover by M. Morris (bad pass; steal by J. Butler),,40-71,,
9:35.0,,,40-73,2,R. Rondo makes 2-pt shot from 3 ft
9:35.0,Violation by T. Harris (def goaltending),,40-73,,
9:29.0,Turnover by R. Jackson (lost ball; steal by R. Rondo),,40-73,,
9:19.0,,,40-73,,J. Butler misses 2-pt shot from 14 ft
9:18.0,Defensive rebound by A. Drummond,,40-73,,
9:01.0,A. Drummond makes 2-pt shot from 8 ft,2,42-73,,
8:42.0,,,42-73,,Shooting foul by M. Morris (drawn by J. Butler)
8:42.0,,,42-74,1,J. Butler makes free throw 1 of 2
8:42.0,,,42-75,1,J. Butler makes free throw 2 of 2
8:26.0,A. Drummond misses 2-pt shot from 14 ft,,42-75,,
8:25.0,,,42-75,,Defensive rebound by T. Gibson
8:18.0,,,42-77,2,R. Lopez makes 2-pt shot from 7 ft (assist by R. Rondo)
8:06.0,R. Jackson makes 2-pt shot from 2 ft,2,44-77,,
7:50.0,,,44-79,2,T. Gibson makes 2-pt shot from 18 ft (assist by R. Rondo)
7:46.0,Detroit full timeout,,44-79,,
7:30.0,T. Harris misses 2-pt shot from 18 ft,,44-79,,
7:29.0,,,44-79,,Defensive rebound by D. Wade
7:11.0,,,44-79,,Turnover by R. Rondo (bad pass; steal by A. Drummond)
7:05.0,,,44-79,,Personal foul by R. Lopez (drawn by A. Drummond)
6:58.0,R. Jackson makes 2-pt shot from 19 ft,2,46-79,,
6:39.0,,,46-79,,R. Rondo misses 3-pt shot from 26 ft
6:37.0,,,46-79,,Offensive rebound by R. Lopez
6:30.0,,,46-79,,R. Rondo misses 2-pt shot from 21 ft
6:29.0,,,46-79,,Offensive rebound by D. Wade
6:22.0,,,46-82,3,R. Rondo makes 3-pt shot from 23 ft (assist by D. Wade)
6:08.0,M. Morris misses 3-pt shot from 26 ft,,46-82,,
6:07.0,,,46-82,,Defensive rebound by R. Rondo
6:05.0,,,46-82,,Shooting foul by R. Jackson (drawn by J. Butler)
6:05.0,,,46-83,1,J. Butler makes free throw 1 of 2
6:05.0,,,46-84,1,J. Butler makes free throw 2 of 2
6:05.0,S. Johnson enters the game for M. Morris,,46-83,,
6:05.0,D. Hilliard enters the game for A. Drummond,,46-83,,
6:05.0,A. Baynes enters the game for K. Caldwell-Pope,,46-83,,
6:05.0,J. Leuer enters the game for R. Jackson,,46-83,,
6:05.0,,,46-83,,D. McDermott enters the game for D. Wade
6:05.0,I. Smith enters the game for T. Harris,,46-83,,
5:42.0,A. Baynes misses 2-pt shot from 18 ft,,46-84,,
5:41.0,,,46-84,,Defensive rebound by D. McDermott
5:30.0,,,46-84,,Turnover by R. Rondo (lost ball; steal by S. Johnson)
5:23.0,S. Johnson misses 2-pt shot from 2 ft,,46-84,,
5:22.0,,,46-84,,Defensive rebound by J. Butler
5:17.0,,,46-84,,D. McDermott misses 3-pt shot from 26 ft
5:16.0,Defensive rebound by I. Smith,,46-84,,
5:12.0,D. Hilliard makes 2-pt shot from 1 ft (assist by I. Smith),2,48-84,,
5:03.0,,,48-84,,Turnover by T. Gibson (bad pass; steal by S. Johnson)
4:59.0,J. Leuer makes 2-pt shot at rim (assist by I. Smith),2,50-84,,
4:59.0,,,50-84,,Chicago full timeout
4:59.0,,,50-84,,N. Mirotic enters the game for T. Gibson
4:45.0,,,50-86,2,J. Butler makes 2-pt shot from 13 ft (assist by D. McDermott)
4:31.0,D. Hilliard misses 2-pt shot from 20 ft,,50-86,,
4:30.0,,,50-86,,Defensive rebound by J. Butler
4:24.0,,,50-86,,Shooting foul by S. Johnson (drawn by J. Butler)
4:24.0,,,50-87,1,J. Butler makes free throw 1 of 2
4:24.0,,,50-88,1,J. Butler makes free throw 2 of 2
4:11.0,J. Leuer makes 2-pt shot from 15 ft (assist by I. Smith),2,52-88,,
3:54.0,,,52-88,,D. McDermott misses 3-pt shot from 25 ft
3:54.0,Defensive rebound by J. Leuer,,52-88,,
3:46.0,Shooting foul by N. Mirotic (drawn by J. Leuer),,52-88,,
3:46.0,J. Leuer makes free throw 1 of 2,1,53-88,,
3:46.0,J. Leuer makes free throw 2 of 2,1,54-88,,
3:46.0,,,53-88,,C. Felicio enters the game for R. Lopez
3:23.0,,,54-88,,D. McDermott misses 2-pt shot from 21 ft
3:22.0,Defensive rebound by A. Baynes,,54-88,,
3:16.0,I. Smith makes 2-pt shot from 2 ft,2,56-88,,
2:58.0,,,56-90,2,R. Rondo makes 2-pt shot from 21 ft
2:44.0,S. Johnson makes 3-pt shot from 25 ft (assist by I. Smith),3,59-90,,
2:24.0,,,59-90,,Turnover by R. Rondo (bad pass; steal by D. Hilliard)
2:20.0,Turnover by D. Hilliard (bad pass; steal by C. Felicio),,59-90,,
2:18.0,,,59-92,2,D. McDermott makes 2-pt shot from 3 ft
2:00.0,J. Leuer makes 2-pt shot from 18 ft (assist by S. Johnson),2,61-92,,
1:37.0,,,61-95,3,R. Rondo makes 3-pt shot from 25 ft (assist by C. Felicio)
1:20.0,I. Smith misses 2-pt shot from 7 ft,,61-95,,
1:19.0,,,61-95,,Defensive rebound by C. Felicio
1:01.0,,,61-97,2,J. Butler makes 2-pt shot from 13 ft (assist by R. Rondo)
0:45.0,D. Hilliard misses 3-pt shot from 26 ft,,61-97,,
0:44.0,,,61-97,,Defensive rebound by C. Felicio
0:26.0,,,61-97,,N. Mirotic misses 2-pt shot from 6 ft
0:25.0,Defensive rebound by D. Hilliard,,61-97,,
0:21.0,J. Leuer makes 2-pt shot from 2 ft (assist by I. Smith),2,63-97,,
0:05.0,,,63-97,,C. Felicio misses 2-pt shot from 1 ft
0:02.0,Defensive rebound by J. Leuer,,63-97,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,63-97,,Turnover by N. Mirotic (traveling)
11:16.0,J. Leuer makes 2-pt shot from 15 ft (assist by I. Smith),2,65-97,,
10:53.0,,,65-99,2,J. Grant makes 2-pt shot from 12 ft
10:37.0,,,65-99,,Personal foul by D. McDermott (drawn by S. Johnson)
10:26.0,S. Johnson misses 2-pt shot from 2 ft,,65-99,,
10:25.0,Offensive rebound by S. Johnson,,65-99,,
10:24.0,S. Johnson makes 2-pt shot from 2 ft,2,67-99,,
10:07.0,,,67-99,,N. Mirotic misses 2-pt shot from 2 ft
10:05.0,Defensive rebound by I. Smith,,67-99,,
10:03.0,,,67-99,,Personal foul by J. Grant (drawn by I. Smith)
9:50.0,S. Johnson misses 3-pt shot from 26 ft,,67-99,,
9:48.0,Offensive rebound by J. Leuer,,67-99,,
9:48.0,J. Leuer misses 2-pt shot from 2 ft (block by N. Mirotic),,67-99,,
9:46.0,,,67-99,,Defensive rebound by D. Valentine
9:28.0,,,67-99,,Turnover by J. Grant (bad pass; steal by A. Baynes)
9:24.0,,,67-99,,Personal foul by J. Grant (drawn by I. Smith)
9:05.0,D. Hilliard makes 3-pt shot from 24 ft (assist by S. Johnson),3,70-99,,
8:44.0,,,70-99,,D. McDermott misses 2-pt shot from 14 ft
8:42.0,,,70-99,,Offensive rebound by C. Felicio
8:37.0,,,70-99,,N. Mirotic misses 3-pt shot from 26 ft
8:35.0,,,70-99,,Offensive rebound by C. Felicio
8:24.0,,,70-101,2,J. Grant makes 2-pt shot from 7 ft
8:03.0,J. Leuer makes 2-pt shot from 13 ft (assist by D. Hilliard),2,72-101,,
7:40.0,,,72-103,2,J. Grant makes 2-pt shot from 15 ft
7:24.0,A. Baynes misses 2-pt shot from 8 ft,,72-103,,
7:23.0,,,72-103,,Defensive rebound by D. McDermott
7:10.0,,,72-106,3,N. Mirotic makes 3-pt shot from 24 ft (assist by C. Felicio)
7:08.0,Detroit full timeout,,72-106,,
7:08.0,,,72-106,,P. Zipser enters the game for D. McDermott
7:08.0,,,72-106,,B. Portis enters the game for N. Mirotic
7:08.0,H. Ellenson enters the game for A. Baynes,,72-106,,
7:08.0,B. Marjanovic enters the game for J. Leuer,,72-106,,
6:48.0,I. Smith misses 3-pt shot from 25 ft,,72-106,,
6:47.0,Offensive rebound by Team,,72-106,,
6:47.0,,,72-106,,Loose ball foul by C. Felicio (drawn by B. Marjanovic)
6:34.0,B. Marjanovic misses 2-pt shot from 2 ft,,72-106,,
6:32.0,Offensive rebound by Team,,72-106,,
6:27.0,H. Ellenson misses 3-pt shot from 26 ft,,72-106,,
6:27.0,,,72-106,,Defensive rebound by D. Valentine
6:10.0,,,72-109,3,D. Valentine makes 3-pt shot from 25 ft (assist by B. Portis)
5:53.0,Turnover by S. Johnson (lost ball),,72-109,,
5:53.0,,,72-109,,Chicago full timeout
5:53.0,B. Udrih enters the game for I. Smith,,72-109,,
5:41.0,,,72-109,,C. Felicio misses 2-pt shot at rim
5:39.0,Defensive rebound by S. Johnson,,72-109,,
5:34.0,S. Johnson makes 2-pt shot from 2 ft,2,74-109,,
5:14.0,,,74-109,,B. Portis misses 2-pt shot from 7 ft
5:11.0,,,74-109,,Offensive rebound by P. Zipser
5:09.0,,,74-109,,P. Zipser misses 2-pt shot from 2 ft (block by B. Marjanovic)
5:08.0,Defensive rebound by B. Marjanovic,,74-109,,
4:57.0,B. Marjanovic makes 2-pt shot at rim (assist by B. Udrih),2,76-109,,
4:35.0,,,76-109,,I. Canaan enters the game for J. Grant
4:29.0,,,76-109,,P. Zipser misses 2-pt shot from 19 ft
4:27.0,Defensive rebound by H. Ellenson,,76-109,,
4:14.0,B. Marjanovic makes 2-pt shot from 9 ft,2,78-109,,
3:56.0,,,78-111,2,C. Felicio makes 2-pt shot from 14 ft (assist by P. Zipser)
3:30.0,H. Ellenson misses 3-pt shot from 24 ft,,78-111,,
3:29.0,,,78-111,,Defensive rebound by D. Valentine
3:22.0,,,78-111,,I. Canaan misses 3-pt shot from 26 ft
3:20.0,Defensive rebound by D. Hilliard,,78-111,,
3:09.0,B. Marjanovic misses 2-pt shot from 10 ft,,78-111,,
3:07.0,,,78-111,,Defensive rebound by B. Portis
2:57.0,,,78-111,,P. Zipser misses 2-pt shot from 1 ft
2:56.0,Defensive rebound by B. Marjanovic,,78-111,,
2:40.0,B. Marjanovic makes 2-pt shot from 4 ft (assist by B. Udrih),2,80-111,,
2:19.0,,,80-111,,B. Portis misses 2-pt shot from 1 ft (block by B. Marjanovic)
2:17.0,Defensive rebound by H. Ellenson,,80-111,,
2:08.0,D. Hilliard misses 3-pt shot from 25 ft,,80-111,,
2:07.0,,,80-111,,Defensive rebound by I. Canaan
1:58.0,,,80-111,,D. Valentine misses 3-pt shot from 25 ft
1:56.0,Defensive rebound by D. Hilliard,,80-111,,
1:51.0,B. Udrih makes 2-pt shot from 8 ft,2,82-111,,
1:40.0,,,82-111,,Turnover by B. Portis (traveling)
1:40.0,,,82-111,,Chicago full timeout
1:24.0,B. Marjanovic misses 2-pt shot from 10 ft (block by C. Felicio),,82-111,,
1:23.0,,,82-111,,Defensive rebound by C. Felicio
1:12.0,,,82-113,2,C. Felicio makes 2-pt shot from 2 ft
0:51.0,S. Johnson misses 3-pt shot from 25 ft,,82-113,,
0:50.0,Offensive rebound by S. Johnson,,82-113,,
0:39.0,H. Ellenson misses 3-pt shot from 25 ft,,82-113,,
0:38.0,,,82-113,,Defensive rebound by D. Valentine
0:19.0,,,82-113,,Turnover by D. Valentine (bad pass; steal by B. Marjanovic)
0:13.0,D. Hilliard misses 3-pt shot from 27 ft,,82-113,,
0:11.0,Offensive rebound by D. Hilliard,,82-113,,
0:06.0,Turnover by D. Hilliard (bad pass; steal by I. Canaan),,82-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
