time,Phoenix,pts.away,score,pts.home,Memphis
6:34.0,D. Booker misses 3-pt shot from 25 ft,,13-8,,
6:34.0,,,13-8,,Defensive rebound by J. Green
6:18.0,,,13-8,,M. Gasol misses 2-pt shot from 12 ft
6:16.0,Defensive rebound by E. Bledsoe,,13-8,,
6:11.0,T. Warren makes 2-pt shot from 1 ft (assist by D. Booker),2,15-8,,
5:54.0,,,15-8,,Shooting foul by A. Len (drawn by C. Parsons)
5:54.0,,,15-8,,C. Parsons misses free throw 1 of 2
5:54.0,,,15-8,,Offensive rebound by Team
5:54.0,,,15-9,1,C. Parsons makes free throw 2 of 2
5:54.0,,,15-8,,V. Carter enters the game for T. Allen
5:54.0,,,15-8,,Z. Randolph enters the game for J. Green
5:54.0,,,15-8,,T. Douglas enters the game for M. Conley
5:40.0,A. Len misses 2-pt shot from 5 ft (block by M. Gasol),,15-9,,
5:39.0,,,15-9,,Defensive rebound by T. Douglas
5:30.0,,,15-9,,Turnover by T. Douglas (lost ball; steal by E. Bledsoe)
5:29.0,,,15-9,,Personal take foul by T. Douglas (drawn by E. Bledsoe)
5:21.0,D. Booker makes 3-pt shot from 23 ft (assist by E. Bledsoe),3,18-9,,
5:00.0,,,18-9,,V. Carter misses 2-pt shot from 2 ft
4:58.0,,,18-9,,Offensive rebound by M. Gasol
4:53.0,,,18-9,,C. Parsons misses 3-pt shot from 25 ft
4:52.0,Defensive rebound by E. Bledsoe,,18-9,,
4:45.0,E. Bledsoe misses 2-pt shot from 21 ft,,18-9,,
4:42.0,,,18-9,,Defensive rebound by Z. Randolph
4:25.0,,,18-11,2,Z. Randolph makes 2-pt shot from 6 ft
4:04.0,D. Booker misses 2-pt shot from 13 ft,,18-11,,
4:02.0,,,18-11,,Defensive rebound by M. Gasol
3:54.0,Personal foul by D. Booker (drawn by V. Carter),,18-11,,
3:54.0,,,18-11,,Technical foul by V. Carter
3:54.0,Technical foul by A. Len,,18-11,,
3:54.0,,,18-11,,Technical foul by V. Carter
3:54.0,E. Bledsoe misses technical free throw,,18-11,,
3:54.0,,,18-11,,Offensive rebound by Team
3:54.0,,,18-11,,J. Ennis enters the game for V. Carter
3:45.0,,,18-11,,M. Gasol misses 2-pt shot from 20 ft
3:44.0,,,18-11,,Offensive rebound by M. Gasol
3:39.0,,,18-13,2,M. Gasol makes 2-pt shot from 5 ft
3:14.0,E. Bledsoe misses 2-pt shot at rim,,18-13,,
3:12.0,,,18-13,,Defensive rebound by J. Ennis
3:08.0,Personal foul by T. Warren,,18-13,,
3:08.0,,,18-13,,M. Conley enters the game for C. Parsons
3:08.0,T. Ulis enters the game for E. Bledsoe,,18-13,,
3:08.0,A. Williams enters the game for A. Len,,18-13,,
2:59.0,,,18-15,2,M. Conley makes 2-pt shot from 6 ft
2:36.0,T. Ulis misses 2-pt shot from 13 ft,,18-15,,
2:35.0,,,18-15,,Defensive rebound by T. Douglas
2:32.0,Personal foul by M. Chriss (drawn by M. Gasol),,18-15,,
2:32.0,Phoenix full timeout,,18-15,,
2:32.0,,,18-15,,M. Gasol misses free throw 1 of 2
2:32.0,,,18-15,,Offensive rebound by Team
2:32.0,,,18-16,1,M. Gasol makes free throw 2 of 2
2:32.0,L. Barbosa enters the game for T. Warren,,18-15,,
2:14.0,A. Williams makes 2-pt shot from 2 ft,2,20-16,,
1:54.0,,,20-18,2,M. Conley makes 2-pt shot from 4 ft (assist by M. Gasol)
1:54.0,,,20-18,,Shooting foul by M. Chriss (drawn by M. Conley)
1:54.0,,,20-19,1,M. Conley makes free throw 1 of 1
1:54.0,,,20-18,,B. Wright enters the game for M. Gasol
1:54.0,J. Dudley enters the game for M. Chriss,,20-18,,
1:38.0,A. Williams makes 2-pt shot from 1 ft (assist by T. Ulis),2,22-19,,
1:20.0,,,22-21,2,B. Wright makes 2-pt shot from 10 ft (assist by J. Ennis)
1:11.0,T. Ulis makes 2-pt shot from 14 ft,2,24-21,,
0:56.0,,,24-21,,J. Ennis misses 3-pt shot from 25 ft
0:55.0,Defensive rebound by L. Barbosa,,24-21,,
0:47.0,Turnover by L. Barbosa (bad pass; steal by J. Ennis),,24-21,,
0:45.0,,,24-23,2,J. Ennis makes 2-pt shot from 1 ft (assist by T. Douglas)
0:37.0,Shooting foul by Z. Randolph (drawn by D. Booker),,24-23,,
0:37.0,D. Booker makes 2-pt shot from 10 ft,2,26-23,,
0:37.0,D. Booker makes free throw 1 of 1,1,27-23,,
0:30.0,,,27-23,,T. Douglas misses 2-pt shot from 17 ft
0:29.0,Defensive rebound by D. Booker,,27-23,,
0:06.0,Offensive foul by A. Williams,,27-23,,
0:06.0,Turnover by A. Williams (offensive foul),,27-23,,
0:01.0,,,27-25,2,M. Conley makes 2-pt shot from 16 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,J. Dudley misses 3-pt shot from 25 ft,,27-25,,
11:41.0,,,27-25,,Defensive rebound by T. Douglas
11:21.0,,,27-25,,Z. Randolph misses 3-pt shot from 23 ft
11:21.0,Defensive rebound by D. Jones,,27-25,,
10:59.0,T. Ulis makes 2-pt shot from 10 ft,2,29-25,,
10:43.0,,,29-25,,B. Wright misses 2-pt shot from 12 ft
10:40.0,,,29-25,,Offensive rebound by B. Wright
10:40.0,,,29-27,2,B. Wright makes 2-pt shot at rim
10:28.0,J. Dudley misses 3-pt shot from 27 ft,,29-27,,
10:26.0,,,29-27,,Defensive rebound by J. Ennis
10:21.0,,,29-27,,Shooting foul by D. Jones (drawn by J. Ennis)
10:21.0,,,29-27,,J. Ennis misses free throw 1 of 2
10:21.0,,,29-27,,Offensive rebound by Team
10:21.0,,,29-28,1,J. Ennis makes free throw 2 of 2
10:21.0,,,29-27,,T. Daniels enters the game for T. Douglas
10:09.0,L. Barbosa makes 2-pt shot from 9 ft,2,31-28,,
9:49.0,,,31-30,2,Z. Randolph makes 2-pt shot from 17 ft (assist by M. Conley)
9:34.0,L. Barbosa misses 2-pt shot from 1 ft,,31-30,,
9:31.0,,,31-30,,Defensive rebound by B. Wright
9:18.0,Personal foul by J. Dudley (drawn by Z. Randolph),,31-30,,
9:08.0,Personal foul by T. Ulis (drawn by M. Conley),,31-30,,
9:00.0,,,31-30,,Shooting foul by D. Jones (drawn by J. Ennis)
9:00.0,,,31-31,1,J. Ennis makes free throw 1 of 2
9:00.0,,,31-32,1,J. Ennis makes free throw 2 of 2
8:49.0,J. Dudley makes 3-pt shot from 26 ft (assist by T. Ulis),3,34-32,,
8:34.0,,,34-32,,Turnover by Z. Randolph (traveling)
8:34.0,Phoenix full timeout,,34-32,,
8:23.0,A. Williams misses 2-pt shot from 2 ft (block by J. Ennis),,34-32,,
8:20.0,,,34-32,,Defensive rebound by Z. Randolph
8:09.0,,,34-34,2,Z. Randolph makes 2-pt shot from 7 ft
8:02.0,L. Barbosa makes 2-pt shot from 1 ft (assist by T. Ulis),2,36-34,,
7:37.0,,,36-37,3,Z. Randolph makes 3-pt shot from 25 ft (assist by J. Ennis)
7:17.0,D. Jones makes 2-pt shot from 2 ft (assist by J. Dudley),2,38-37,,
6:54.0,,,38-37,,B. Wright misses 2-pt shot from 1 ft
6:54.0,,,38-37,,Offensive rebound by B. Wright
6:54.0,,,38-37,,Shooting foul by L. Barbosa (drawn by B. Wright)
6:54.0,,,38-37,,B. Wright misses free throw 1 of 2
6:54.0,,,38-37,,Offensive rebound by Team
6:54.0,,,38-37,,Violation by Team (jump ball)
6:54.0,,,38-38,1,B. Wright makes free throw 2 of 2
6:54.0,,,38-37,,C. Parsons enters the game for J. Ennis
6:54.0,,,38-37,,T. Allen enters the game for Z. Randolph
6:36.0,L. Barbosa misses 3-pt shot from 24 ft,,38-38,,
6:35.0,Offensive rebound by A. Williams,,38-38,,
6:35.0,,,38-38,,Loose ball foul by B. Wright (drawn by A. Williams)
6:35.0,,,38-38,,M. Gasol enters the game for B. Wright
6:35.0,,,38-38,,T. Douglas enters the game for M. Conley
6:31.0,Shooting foul by T. Douglas (drawn by T. Ulis),,38-38,,
6:31.0,T. Ulis makes free throw 1 of 2,1,39-38,,
6:31.0,T. Ulis makes free throw 2 of 2,1,40-38,,
6:20.0,,,40-38,,T. Daniels misses 2-pt shot from 10 ft
6:18.0,Defensive rebound by D. Jones,,40-38,,
6:12.0,A. Williams makes 2-pt shot from 11 ft (assist by T. Ulis),2,42-38,,
5:51.0,,,42-38,,C. Parsons misses 2-pt shot from 7 ft
5:51.0,Defensive rebound by Team,,42-38,,
5:51.0,,,42-38,,Memphis full timeout
5:51.0,,,42-38,,J. Green enters the game for T. Daniels
5:32.0,J. Dudley makes 2-pt shot from 12 ft (assist by A. Williams),2,44-38,,
5:17.0,,,44-40,2,M. Gasol makes 2-pt shot from 10 ft
4:59.0,A. Williams makes 2-pt shot from 7 ft (assist by T. Ulis),2,46-40,,
4:57.0,,,46-40,,Memphis full timeout
4:46.0,,,46-40,,Turnover by C. Parsons (bad pass; steal by T. Ulis)
4:41.0,D. Jones makes 2-pt shot at rim (assist by T. Ulis),2,48-40,,
4:32.0,Personal foul by L. Barbosa (drawn by T. Allen),,48-40,,
4:32.0,,,48-41,1,T. Allen makes free throw 1 of 2
4:32.0,,,48-41,,T. Allen misses free throw 2 of 2
4:32.0,,,48-41,,M. Conley enters the game for T. Douglas
4:31.0,Defensive rebound by A. Williams,,48-41,,
4:19.0,Turnover by L. Barbosa (bad pass; steal by C. Parsons),,48-41,,
4:11.0,,,48-41,,M. Gasol misses 2-pt shot from 11 ft (block by J. Dudley)
4:10.0,,,48-41,,Offensive rebound by M. Gasol
4:04.0,,,48-43,2,M. Gasol makes 2-pt shot from 6 ft
3:55.0,Turnover by L. Barbosa (bad pass; steal by T. Allen),,48-43,,
3:51.0,,,48-43,,Turnover by T. Allen (lost ball)
3:51.0,E. Bledsoe enters the game for T. Ulis,,48-43,,
3:51.0,D. Booker enters the game for D. Jones,,48-43,,
3:40.0,Shooting foul by C. Parsons (drawn by A. Williams),,48-43,,
3:40.0,A. Williams misses free throw 1 of 2,,48-43,,
3:40.0,Offensive rebound by Team,,48-43,,
3:40.0,A. Williams makes free throw 2 of 2,1,49-43,,
3:30.0,,,49-45,2,J. Green makes 2-pt shot from 15 ft (assist by M. Conley)
3:13.0,Turnover by J. Dudley (bad pass; steal by M. Gasol),,49-45,,
3:06.0,,,49-48,3,M. Conley makes 3-pt shot from 25 ft
3:05.0,Phoenix full timeout,,49-48,,
3:05.0,T. Warren enters the game for A. Williams,,49-48,,
3:05.0,A. Len enters the game for L. Barbosa,,49-48,,
3:05.0,M. Chriss enters the game for J. Dudley,,49-48,,
2:48.0,,,49-48,,Personal foul by M. Conley (drawn by E. Bledsoe)
2:40.0,E. Bledsoe makes 2-pt shot from 5 ft,2,51-48,,
2:22.0,,,51-48,,M. Gasol misses 2-pt shot from 13 ft
2:21.0,Defensive rebound by A. Len,,51-48,,
2:13.0,D. Booker makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,54-48,,
1:49.0,,,54-48,,M. Conley misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by E. Bledsoe,,54-48,,
1:36.0,T. Warren misses 3-pt shot from 23 ft,,54-48,,
1:36.0,,,54-48,,Defensive rebound by T. Allen
1:28.0,,,54-50,2,T. Allen makes 2-pt shot from 2 ft (assist by M. Conley)
1:08.0,M. Chriss misses 3-pt shot from 25 ft,,54-50,,
1:08.0,,,54-50,,Defensive rebound by J. Green
0:53.0,,,54-53,3,C. Parsons makes 3-pt shot from 26 ft (assist by M. Conley)
0:53.0,Phoenix full timeout,,54-53,,
0:53.0,,,54-53,,T. Douglas enters the game for M. Conley
0:34.0,A. Len misses 2-pt shot at rim,,54-53,,
0:32.0,Offensive rebound by Team,,54-53,,
0:32.0,,,54-53,,Loose ball foul by M. Gasol (drawn by A. Len)
0:32.0,A. Len makes free throw 1 of 2,1,55-53,,
0:32.0,A. Len makes free throw 2 of 2,1,56-53,,
0:32.0,,,55-53,,M. Conley enters the game for T. Douglas
0:32.0,,,55-53,,Z. Randolph enters the game for J. Green
0:32.0,,,55-53,,T. Daniels enters the game for T. Allen
0:09.0,,,56-55,2,M. Gasol makes 2-pt shot from 4 ft
0:03.0,Turnover by E. Bledsoe (bad pass),,56-55,,
0:00.0,,,56-55,,T. Daniels misses 3-pt shot from 49 ft
0:00.0,,,56-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,Turnover by Team (shot clock),,56-55,,
11:26.0,,,56-58,3,M. Gasol makes 3-pt shot from 25 ft (assist by J. Green)
11:08.0,E. Bledsoe misses 2-pt shot from 11 ft,,56-58,,
11:08.0,Offensive rebound by Team,,56-58,,
11:08.0,,,56-58,,Loose ball foul by C. Parsons (drawn by A. Len)
11:02.0,D. Booker misses 2-pt shot from 17 ft,,56-58,,
10:59.0,,,56-58,,Defensive rebound by J. Green
10:48.0,,,56-60,2,T. Allen makes 2-pt shot from 6 ft (assist by M. Gasol)
10:46.0,Phoenix full timeout,,56-60,,
10:35.0,T. Warren misses 2-pt shot from 6 ft,,56-60,,
10:33.0,Offensive rebound by T. Warren,,56-60,,
10:30.0,T. Warren makes 2-pt shot from 5 ft,2,58-60,,
10:13.0,,,58-60,,M. Conley misses 2-pt shot from 2 ft (block by E. Bledsoe)
10:10.0,,,58-60,,Offensive rebound by Team
10:03.0,,,58-60,,C. Parsons misses 3-pt shot from 27 ft
10:03.0,Defensive rebound by A. Len,,58-60,,
9:57.0,E. Bledsoe makes 3-pt shot from 26 ft,3,61-60,,
9:57.0,,,61-60,,Loose ball foul by C. Parsons (drawn by M. Chriss)
9:57.0,M. Chriss makes free throw 1 of 1,1,62-60,,
9:39.0,,,62-62,2,T. Allen makes 2-pt shot from 2 ft (assist by M. Gasol)
9:20.0,M. Chriss misses 3-pt shot from 26 ft,,62-62,,
9:19.0,,,62-62,,Defensive rebound by T. Allen
9:14.0,,,62-65,3,M. Gasol makes 3-pt shot from 26 ft (assist by M. Conley)
8:48.0,A. Len makes 2-pt shot from 13 ft,2,64-65,,
8:30.0,,,64-67,2,M. Conley makes 2-pt shot from 1 ft
8:19.0,M. Chriss misses 2-pt shot from 1 ft,,64-67,,
8:18.0,Offensive rebound by M. Chriss,,64-67,,
8:18.0,M. Chriss makes 2-pt shot from 1 ft,2,66-67,,
8:01.0,,,66-69,2,M. Conley makes 2-pt shot at rim
7:49.0,E. Bledsoe misses 2-pt shot from 16 ft,,66-69,,
7:46.0,,,66-69,,Defensive rebound by M. Gasol
7:40.0,,,66-72,3,M. Gasol makes 3-pt shot from 25 ft (assist by M. Conley)
7:37.0,Phoenix full timeout,,66-72,,
7:37.0,A. Williams enters the game for A. Len,,66-72,,
7:20.0,E. Bledsoe makes 2-pt shot from 1 ft,2,68-72,,
7:03.0,Personal foul by A. Williams (drawn by M. Gasol),,68-72,,
6:52.0,,,68-72,,T. Allen misses 2-pt shot from 2 ft (block by D. Booker)
6:51.0,Defensive rebound by D. Booker,,68-72,,
6:51.0,,,68-72,,Personal take foul by T. Allen (drawn by D. Booker)
6:41.0,E. Bledsoe makes 2-pt shot from 2 ft,2,70-72,,
6:25.0,,,70-72,,Shooting foul by A. Williams (drawn by M. Gasol)
6:25.0,,,70-73,1,M. Gasol makes free throw 1 of 2
6:25.0,,,70-74,1,M. Gasol makes free throw 2 of 2
6:12.0,Shooting foul by J. Green,,70-74,,
6:12.0,T. Warren misses free throw 1 of 2,,70-74,,
6:12.0,Offensive rebound by Team,,70-74,,
6:12.0,T. Warren makes free throw 2 of 2,1,71-74,,
5:57.0,,,71-76,2,M. Conley makes 2-pt shot from 3 ft (assist by M. Gasol)
5:44.0,M. Chriss makes 3-pt shot from 25 ft (assist by A. Williams),3,74-76,,
5:26.0,,,74-78,2,J. Green makes 2-pt shot from 1 ft (assist by T. Allen)
5:07.0,M. Chriss misses 2-pt shot from 18 ft,,74-78,,
5:06.0,Offensive rebound by Team,,74-78,,
5:06.0,,,74-78,,Personal foul by C. Parsons (drawn by M. Chriss)
5:06.0,M. Chriss misses free throw 1 of 2,,74-78,,
5:06.0,Offensive rebound by Team,,74-78,,
5:06.0,M. Chriss makes free throw 2 of 2,1,75-78,,
5:06.0,,,74-78,,J. Ennis enters the game for C. Parsons
5:06.0,,,74-78,,T. Douglas enters the game for M. Conley
5:06.0,,,74-78,,Z. Randolph enters the game for J. Green
4:54.0,,,75-78,,Z. Randolph misses 2-pt shot from 1 ft
4:54.0,,,75-78,,Offensive rebound by Team
4:48.0,,,75-80,2,T. Douglas makes 2-pt shot at rim
4:30.0,T. Warren makes 2-pt shot from 8 ft (assist by E. Bledsoe),2,77-80,,
4:17.0,,,77-80,,T. Douglas misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by T. Warren,,77-80,,
4:04.0,D. Booker misses 2-pt shot from 18 ft,,77-80,,
4:03.0,Offensive rebound by A. Williams,,77-80,,
4:01.0,A. Williams makes 2-pt shot from 3 ft,2,79-80,,
3:40.0,,,79-80,,J. Ennis misses 2-pt shot from 21 ft
3:40.0,,,79-80,,Offensive rebound by Z. Randolph
3:40.0,,,79-80,,Z. Randolph misses 2-pt shot from 1 ft (block by A. Williams)
3:36.0,Defensive rebound by E. Bledsoe,,79-80,,
3:34.0,E. Bledsoe misses 3-pt shot from 25 ft,,79-80,,
3:32.0,,,79-80,,Defensive rebound by Team
3:32.0,,,79-80,,B. Wright enters the game for M. Gasol
3:32.0,,,79-80,,M. Conley enters the game for T. Allen
3:10.0,,,79-82,2,Z. Randolph makes 2-pt shot from 1 ft
3:02.0,L. Barbosa enters the game for E. Bledsoe,,79-82,,
2:50.0,Turnover by D. Booker (bad pass),,79-82,,
2:50.0,,,79-82,,Memphis full timeout
2:50.0,J. Dudley enters the game for M. Chriss,,79-82,,
2:50.0,T. Ulis enters the game for D. Booker,,79-82,,
2:31.0,,,79-82,,Shooting foul by T. Ulis (drawn by Z. Randolph)
2:31.0,,,79-83,1,Z. Randolph makes free throw 1 of 2
2:31.0,,,79-84,1,Z. Randolph makes free throw 2 of 2
2:23.0,,,79-84,,Personal foul by M. Conley (drawn by L. Barbosa)
2:23.0,L. Barbosa makes free throw 1 of 2,1,80-84,,
2:23.0,L. Barbosa makes free throw 2 of 2,1,81-84,,
2:11.0,,,81-86,2,B. Wright makes 2-pt shot from 10 ft (assist by M. Conley)
1:55.0,Turnover by L. Barbosa (lost ball; steal by Z. Randolph),,81-86,,
1:52.0,,,81-86,,Shooting foul by J. Dudley (drawn by J. Ennis)
1:52.0,,,81-87,1,J. Ennis makes free throw 1 of 2
1:52.0,,,81-88,1,J. Ennis makes free throw 2 of 2
1:38.0,Turnover by A. Williams (3 sec),,81-88,,
1:18.0,,,81-90,2,Z. Randolph makes 2-pt shot from 16 ft
1:04.0,Shooting foul by T. Douglas (drawn by J. Dudley),,81-90,,
1:04.0,J. Dudley makes free throw 1 of 2,1,82-90,,
1:04.0,J. Dudley makes free throw 2 of 2,1,83-90,,
0:52.0,,,83-90,,J. Ennis misses 2-pt shot from 1 ft (block by A. Williams)
0:50.0,,,83-90,,Offensive rebound by Z. Randolph
0:50.0,,,83-92,2,Z. Randolph makes 2-pt shot at rim
0:41.0,T. Ulis misses 2-pt shot from 12 ft,,83-92,,
0:39.0,,,83-92,,Defensive rebound by Z. Randolph
0:33.0,,,83-92,,Shooting foul by T. Ulis (drawn by M. Conley)
0:33.0,,,83-92,,M. Conley misses free throw 1 of 2
0:33.0,,,83-92,,Offensive rebound by Team
0:33.0,,,83-93,1,M. Conley makes free throw 2 of 2
0:33.0,D. Booker enters the game for T. Ulis,,83-92,,
0:33.0,E. Bledsoe enters the game for A. Williams,,83-92,,
0:24.0,L. Barbosa makes 2-pt shot from 1 ft,2,85-93,,
0:01.0,,,85-93,,M. Conley misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by J. Dudley,,85-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,85-95,2,B. Wright makes 2-pt shot from 1 ft (assist by Z. Randolph)
11:32.0,,,85-95,,Personal foul by J. Ennis (drawn by D. Booker)
11:18.0,D. Booker misses 3-pt shot from 25 ft,,85-95,,
11:17.0,,,85-95,,Defensive rebound by T. Douglas
11:02.0,,,85-98,3,J. Ennis makes 3-pt shot from 23 ft (assist by Z. Randolph)
11:01.0,Phoenix full timeout,,85-98,,
11:01.0,M. Chriss enters the game for A. Williams,,85-98,,
11:01.0,E. Bledsoe enters the game for T. Ulis,,85-98,,
11:01.0,A. Len enters the game for L. Barbosa,,85-98,,
11:01.0,T. Warren enters the game for J. Dudley,,85-98,,
10:43.0,D. Booker misses 2-pt shot from 1 ft,,85-98,,
10:41.0,,,85-98,,Defensive rebound by Z. Randolph
10:29.0,,,85-98,,Turnover by T. Douglas (bad pass; steal by E. Bledsoe)
10:24.0,Offensive charge foul by D. Booker,,85-98,,
10:24.0,Turnover by D. Booker (offensive foul),,85-98,,
10:24.0,,,85-98,,T. Daniels enters the game for T. Douglas
10:12.0,,,85-98,,J. Ennis misses 3-pt shot from 26 ft
10:11.0,,,85-98,,Offensive rebound by B. Wright
10:07.0,,,85-100,2,Z. Randolph makes 2-pt shot at rim (assist by B. Wright)
9:47.0,E. Bledsoe misses 3-pt shot from 25 ft,,85-100,,
9:45.0,Offensive rebound by A. Len,,85-100,,
9:45.0,Shooting foul by T. Daniels (drawn by A. Len),,85-100,,
9:45.0,A. Len makes free throw 1 of 2,1,86-100,,
9:45.0,A. Len makes free throw 2 of 2,1,87-100,,
9:34.0,,,87-100,,T. Daniels misses 3-pt shot from 27 ft
9:34.0,Defensive rebound by M. Chriss,,87-100,,
9:29.0,,,87-100,,Personal foul by J. Ennis (drawn by E. Bledsoe)
9:20.0,D. Booker misses 2-pt shot from 11 ft,,87-100,,
9:20.0,,,87-100,,Defensive rebound by B. Wright
9:20.0,Loose ball foul by M. Chriss (drawn by B. Wright),,87-100,,
9:05.0,,,87-102,2,M. Conley makes 2-pt shot from 1 ft
8:58.0,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,89-102,,
8:39.0,,,89-104,2,Z. Randolph makes 2-pt shot at rim
8:26.0,E. Bledsoe misses 2-pt shot from 2 ft,,89-104,,
8:23.0,Offensive rebound by T. Warren,,89-104,,
8:23.0,T. Warren makes 2-pt shot from 1 ft,2,91-104,,
8:01.0,,,91-104,,Shooting foul by T. Warren (drawn by M. Conley)
8:01.0,,,91-105,1,M. Conley makes free throw 1 of 3
8:01.0,,,91-106,1,M. Conley makes free throw 2 of 3
8:01.0,,,91-107,1,M. Conley makes free throw 3 of 3
8:01.0,,,91-106,,M. Gasol enters the game for B. Wright
8:01.0,,,91-106,,T. Allen enters the game for J. Ennis
7:46.0,E. Bledsoe misses 3-pt shot from 24 ft,,91-107,,
7:44.0,,,91-107,,Defensive rebound by Z. Randolph
7:24.0,,,91-107,,Z. Randolph misses 2-pt shot from 16 ft
7:21.0,,,91-107,,Offensive rebound by T. Allen
7:21.0,,,91-109,2,T. Allen makes 2-pt shot at rim
7:09.0,T. Warren makes 2-pt shot from 6 ft,2,93-109,,
6:50.0,,,93-109,,M. Gasol misses 2-pt shot from 5 ft
6:49.0,,,93-109,,Offensive rebound by Z. Randolph
6:35.0,,,93-112,3,M. Conley makes 3-pt shot from 25 ft
6:23.0,,,93-112,,Def 3 sec tech foul by M. Gasol
6:23.0,E. Bledsoe makes technical free throw,1,94-112,,
6:17.0,M. Chriss makes 2-pt shot from 15 ft (assist by E. Bledsoe),2,96-112,,
6:01.0,,,96-112,,M. Conley misses 2-pt shot from 19 ft
6:01.0,Defensive rebound by T. Warren,,96-112,,
5:49.0,Turnover by A. Len (bad pass),,96-112,,
5:49.0,,,96-112,,Memphis full timeout
5:49.0,,,96-112,,T. Douglas enters the game for T. Daniels
5:28.0,,,96-112,,Turnover by Z. Randolph (bad pass; steal by T. Warren)
5:16.0,T. Warren misses 3-pt shot from 25 ft,,96-112,,
5:16.0,,,96-112,,Defensive rebound by M. Gasol
4:59.0,,,96-112,,Shooting foul by T. Warren (drawn by M. Conley)
4:59.0,,,96-113,1,M. Conley makes free throw 1 of 2
4:59.0,,,96-113,,M. Conley misses free throw 2 of 2
4:58.0,Defensive rebound by M. Chriss,,96-113,,
4:42.0,E. Bledsoe misses 2-pt shot from 9 ft,,96-113,,
4:40.0,Offensive rebound by M. Chriss,,96-113,,
4:40.0,M. Chriss makes 2-pt shot at rim,2,98-113,,
4:22.0,,,98-113,,Z. Randolph misses 3-pt shot from 25 ft
4:20.0,Defensive rebound by A. Len,,98-113,,
4:15.0,E. Bledsoe makes 2-pt shot from 1 ft,2,100-113,,
3:55.0,,,100-115,2,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Gasol)
3:41.0,Shooting foul by Z. Randolph (drawn by E. Bledsoe),,100-115,,
3:41.0,E. Bledsoe makes free throw 1 of 2,1,101-115,,
3:41.0,E. Bledsoe makes free throw 2 of 2,1,102-115,,
3:19.0,,,102-115,,M. Conley misses 2-pt shot from 1 ft
3:18.0,,,102-115,,Offensive rebound by T. Allen
3:18.0,,,102-117,2,T. Allen makes 2-pt shot from 2 ft
