time,Golden State,pts.away,score,pts.home,Chicago
8:02.0,Loose ball foul by Z. Pachulia (drawn by J. Butler),,6-4,,
7:48.0,,,6-6,2,J. Butler makes 2-pt shot from 3 ft
7:33.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Green),2,8-6,,
7:16.0,,,8-6,,Turnover by D. Wade (bad pass; steal by Z. Pachulia)
7:09.0,K. Thompson misses 2-pt shot from 17 ft,,8-6,,
7:09.0,,,8-6,,Defensive rebound by B. Portis
6:59.0,,,8-9,3,B. Portis makes 3-pt shot from 25 ft (assist by J. Butler)
6:42.0,Turnover by S. Curry (bad pass; steal by J. Grant),,8-9,,
6:38.0,,,8-9,,J. Butler misses 2-pt shot from 2 ft
6:37.0,,,8-9,,Offensive rebound by B. Portis
6:37.0,,,8-11,2,B. Portis makes 2-pt shot from 1 ft
6:37.0,Golden State full timeout,,8-11,,
6:29.0,,,8-11,,Def 3 sec tech foul by R. Lopez
6:29.0,S. Curry makes technical free throw,1,9-11,,
6:16.0,S. Curry makes 2-pt shot from 4 ft (assist by D. Green),2,11-11,,
5:55.0,,,11-11,,J. Butler misses 2-pt shot from 15 ft
5:54.0,Defensive rebound by P. McCaw,,11-11,,
5:42.0,Shooting foul by J. Butler (drawn by D. Green),,11-11,,
5:42.0,D. Green makes free throw 1 of 2,1,12-11,,
5:42.0,D. Green makes free throw 2 of 2,1,13-11,,
5:42.0,,,12-11,,R. Rondo enters the game for J. Grant
5:22.0,,,13-11,,Turnover by R. Rondo (bad pass; steal by S. Curry)
5:14.0,K. Thompson misses 3-pt shot from 25 ft,,13-11,,
5:14.0,Offensive rebound by Team,,13-11,,
5:14.0,J. McGee enters the game for D. Green,,13-11,,
5:14.0,A. Iguodala enters the game for Z. Pachulia,,13-11,,
5:11.0,K. Thompson misses 2-pt shot from 21 ft,,13-11,,
5:09.0,,,13-11,,Defensive rebound by R. Rondo
4:59.0,,,13-11,,Shooting foul by P. McCaw (drawn by B. Portis)
4:59.0,,,13-12,1,B. Portis makes free throw 1 of 2
4:59.0,,,13-13,1,B. Portis makes free throw 2 of 2
4:55.0,,,13-13,,Personal block foul by R. Rondo (drawn by S. Curry)
4:48.0,Shooting foul by D. Wade (drawn by J. McGee),,13-13,,
4:48.0,J. McGee makes free throw 1 of 2,1,14-13,,
4:48.0,J. McGee makes free throw 2 of 2,1,15-13,,
4:48.0,,,14-13,,D. Valentine enters the game for D. Wade
4:27.0,,,15-13,,R. Lopez misses 2-pt shot from 5 ft (block by J. McGee)
4:26.0,Defensive rebound by A. Iguodala,,15-13,,
4:25.0,Turnover by K. Thompson (lost ball),,15-13,,
4:00.0,,,15-13,,J. Butler misses 2-pt shot from 21 ft
3:59.0,Defensive rebound by J. McGee,,15-13,,
3:49.0,S. Curry misses 2-pt shot from 15 ft,,15-13,,
3:48.0,,,15-13,,Defensive rebound by B. Portis
3:33.0,,,15-15,2,J. Butler makes 2-pt shot from 6 ft (assist by D. Valentine)
3:23.0,Golden State full timeout,,15-15,,
3:23.0,,,15-15,,N. Mirotic enters the game for B. Portis
3:23.0,I. Clark enters the game for K. Thompson,,15-15,,
3:21.0,Turnover by A. Iguodala (traveling),,15-15,,
3:13.0,,,15-15,,Offensive foul by R. Rondo
3:13.0,,,15-15,,Turnover by R. Rondo (offensive foul)
3:00.0,P. McCaw makes 3-pt shot from 24 ft (assist by S. Curry),3,18-15,,
2:40.0,,,18-17,2,R. Lopez makes 2-pt shot from 5 ft
2:35.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,20-17,,
2:33.0,,,20-17,,Chicago full timeout
2:16.0,,,20-17,,N. Mirotic misses 2-pt shot from 17 ft
2:15.0,Defensive rebound by A. Iguodala,,20-17,,
2:10.0,A. Iguodala makes 2-pt shot from 1 ft,2,22-17,,
1:43.0,,,22-17,,Turnover by R. Rondo (bad pass; steal by S. Curry)
1:38.0,S. Curry misses 3-pt shot from 27 ft,,22-17,,
1:38.0,Offensive rebound by Team,,22-17,,
1:38.0,,,22-17,,Loose ball foul by R. Lopez (drawn by J. McGee)
1:38.0,,,22-17,,C. Felicio enters the game for R. Lopez
1:38.0,D. Green enters the game for P. McCaw,,22-17,,
1:22.0,,,22-17,,Personal foul by R. Rondo (drawn by I. Clark)
1:22.0,I. Clark makes free throw 1 of 2,1,23-17,,
1:22.0,I. Clark makes free throw 2 of 2,1,24-17,,
1:22.0,,,23-17,,C. Payne enters the game for R. Rondo
1:05.0,,,24-17,,Shooting foul by J. McGee (drawn by J. Butler)
1:05.0,,,24-18,1,J. Butler makes free throw 1 of 2
1:05.0,,,24-19,1,J. Butler makes free throw 2 of 2
0:56.0,D. Green misses 2-pt shot from 3 ft,,24-19,,
0:56.0,Offensive rebound by Team,,24-19,,
0:41.0,D. Green misses 3-pt shot from 26 ft (block by N. Mirotic),,24-19,,
0:40.0,,,24-19,,Defensive rebound by D. Valentine
0:40.0,,,24-19,,Turnover by D. Valentine (lost ball; steal by S. Curry)
0:34.0,S. Curry misses 3-pt shot from 24 ft,,24-19,,
0:32.0,Offensive rebound by I. Clark,,24-19,,
0:21.0,S. Curry makes 2-pt shot from 1 ft,2,26-19,,
0:03.0,,,26-19,,Turnover by J. Butler (lost ball)
0:03.0,K. Thompson enters the game for J. McGee,,26-19,,
0:03.0,,,26-19,,J. Grant enters the game for C. Felicio
0:00.0,S. Curry misses 3-pt shot from 40 ft,,26-19,,
0:00.0,Offensive rebound by Team,,26-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green),2,28-19,,
11:33.0,,,28-21,2,C. Payne makes 2-pt shot from 3 ft
11:15.0,D. West misses 2-pt shot from 18 ft,,28-21,,
11:14.0,,,28-21,,Defensive rebound by C. Felicio
11:03.0,,,28-21,,C. Payne misses 2-pt shot from 9 ft
11:01.0,Defensive rebound by A. Iguodala,,28-21,,
10:52.0,K. Thompson makes 2-pt shot from 1 ft (assist by A. Iguodala),2,30-21,,
10:24.0,,,30-23,2,C. Payne makes 2-pt shot from 9 ft (assist by D. Valentine)
10:08.0,Turnover by D. Green (bad pass),,30-23,,
9:55.0,,,30-23,,N. Mirotic misses 3-pt shot from 26 ft
9:54.0,Defensive rebound by S. Livingston,,30-23,,
9:47.0,K. Thompson misses 3-pt shot from 26 ft,,30-23,,
9:46.0,,,30-23,,Defensive rebound by N. Mirotic
9:29.0,,,30-23,,N. Mirotic misses 2-pt shot from 3 ft (block by D. West)
9:28.0,Defensive rebound by A. Iguodala,,30-23,,
9:25.0,,,30-23,,Violation by C. Felicio (def goaltending)
9:25.0,A. Iguodala makes 2-pt shot from 3 ft,2,32-23,,
9:25.0,Shooting foul by P. Zipser (drawn by A. Iguodala),,32-23,,
9:25.0,A. Iguodala misses free throw 1 of 1,,32-23,,
9:24.0,,,32-23,,Defensive rebound by C. Felicio
9:19.0,,,32-23,,Chicago full timeout
9:19.0,,,32-23,,D. Wade enters the game for D. Valentine
9:19.0,,,32-23,,B. Portis enters the game for N. Mirotic
9:03.0,,,32-23,,B. Portis misses 2-pt shot from 13 ft
9:01.0,,,32-23,,Offensive rebound by C. Felicio
8:55.0,,,32-23,,Shooting foul by A. Iguodala (drawn by D. Wade)
8:55.0,,,32-23,,D. Wade misses free throw 1 of 2
8:55.0,,,32-23,,Offensive rebound by Team
8:55.0,,,32-24,1,D. Wade makes free throw 2 of 2
8:43.0,S. Livingston misses 2-pt shot from 6 ft,,32-24,,
8:42.0,,,32-24,,Defensive rebound by C. Felicio
8:31.0,,,32-24,,C. Payne misses 3-pt shot from 26 ft
8:30.0,Defensive rebound by D. West,,32-24,,
8:18.0,S. Livingston misses 2-pt shot from 13 ft,,32-24,,
8:16.0,,,32-24,,Defensive rebound by C. Felicio
8:04.0,,,32-24,,D. Wade misses 2-pt shot from 10 ft
8:04.0,Defensive rebound by D. West,,32-24,,
8:04.0,,,32-24,,Personal foul by D. Wade (drawn by D. West)
8:04.0,M. Barnes enters the game for D. Green,,32-24,,
8:04.0,P. McCaw enters the game for A. Iguodala,,32-24,,
7:51.0,M. Barnes makes 2-pt shot from 2 ft (assist by D. West),2,34-24,,
7:31.0,,,34-26,2,D. Wade makes 2-pt shot from 10 ft
7:18.0,K. Thompson misses 2-pt shot from 2 ft,,34-26,,
7:17.0,,,34-26,,Defensive rebound by P. Zipser
7:12.0,,,34-28,2,P. Zipser makes 2-pt shot from 2 ft (assist by C. Payne)
6:52.0,P. McCaw makes 2-pt shot from 1 ft (assist by D. West),2,36-28,,
6:34.0,,,36-30,2,D. Wade makes 2-pt shot from 11 ft
6:30.0,Golden State full timeout,,36-30,,
6:30.0,,,36-30,,J. Butler enters the game for C. Payne
6:21.0,K. Thompson misses 3-pt shot from 25 ft,,36-30,,
6:19.0,,,36-30,,Defensive rebound by B. Portis
6:02.0,,,36-32,2,B. Portis makes 2-pt shot from 13 ft (assist by P. Zipser)
5:48.0,P. McCaw misses 2-pt shot from 14 ft,,36-32,,
5:47.0,,,36-32,,Defensive rebound by D. Wade
5:38.0,,,36-32,,D. Wade misses 2-pt shot from 3 ft
5:36.0,Defensive rebound by S. Livingston,,36-32,,
5:28.0,Turnover by S. Livingston (lost ball; steal by C. Felicio),,36-32,,
5:23.0,,,36-34,2,B. Portis makes 2-pt shot from 1 ft (assist by D. Wade)
5:08.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. West),3,39-34,,
4:44.0,,,39-34,,P. Zipser misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by S. Livingston,,39-34,,
4:35.0,P. McCaw makes 2-pt shot from 2 ft (assist by D. West),2,41-34,,
4:14.0,,,41-36,2,P. Zipser makes 2-pt shot from 20 ft (assist by J. Butler)
4:10.0,Turnover by M. Barnes (bad pass; steal by J. Butler),,41-36,,
4:00.0,,,41-36,,D. Wade misses 3-pt shot from 25 ft
4:00.0,Defensive rebound by Team,,41-36,,
4:00.0,S. Curry enters the game for K. Thompson,,41-36,,
4:00.0,D. Green enters the game for D. West,,41-36,,
3:46.0,Turnover by M. Barnes (lost ball; steal by P. Zipser),,41-36,,
3:41.0,Personal foul by D. Green (drawn by J. Butler),,41-36,,
3:32.0,,,41-39,3,B. Portis makes 3-pt shot from 23 ft (assist by J. Butler)
3:13.0,S. Curry makes 3-pt shot from 23 ft (assist by P. McCaw),3,44-39,,
2:55.0,,,44-41,2,P. Zipser makes 2-pt shot from 2 ft (assist by D. Wade)
2:38.0,S. Curry makes 2-pt shot from 1 ft,2,46-41,,
2:19.0,,,46-41,,Offensive foul by C. Felicio
2:19.0,,,46-41,,Turnover by C. Felicio (offensive foul)
2:19.0,Golden State full timeout,,46-41,,
2:19.0,K. Thompson enters the game for S. Livingston,,46-41,,
2:19.0,A. Iguodala enters the game for M. Barnes,,46-41,,
2:19.0,,,46-41,,D. Valentine enters the game for D. Wade
2:19.0,,,46-41,,C. Payne enters the game for P. Zipser
2:08.0,S. Curry misses 3-pt shot from 25 ft,,46-41,,
2:07.0,,,46-41,,Defensive rebound by C. Felicio
1:47.0,,,46-43,2,J. Butler makes 2-pt shot from 8 ft
1:37.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,49-43,,
1:23.0,Personal foul by S. Curry (drawn by J. Butler),,49-43,,
1:15.0,,,49-45,2,J. Butler makes 2-pt shot from 1 ft
1:01.0,Shooting foul by D. Valentine (drawn by P. McCaw),,49-45,,
1:01.0,P. McCaw makes free throw 1 of 2,1,50-45,,
1:01.0,P. McCaw makes free throw 2 of 2,1,51-45,,
0:48.0,Personal foul by K. Thompson (drawn by J. Butler),,51-45,,
0:48.0,,,51-46,1,J. Butler makes free throw 1 of 2
0:48.0,,,51-47,1,J. Butler makes free throw 2 of 2
0:35.0,K. Thompson misses 2-pt shot from 2 ft (block by J. Butler),,51-47,,
0:35.0,Offensive rebound by Team,,51-47,,
0:35.0,,,51-47,,Violation by C. Payne (kicked ball)
0:23.0,A. Iguodala misses 3-pt shot from 26 ft,,51-47,,
0:22.0,,,51-47,,Defensive rebound by C. Felicio
0:04.0,,,51-47,,J. Butler misses 2-pt shot from 15 ft
0:03.0,Defensive rebound by S. Curry,,51-47,,
0:00.0,S. Curry misses 3-pt shot from 39 ft,,51-47,,
0:00.0,Offensive rebound by Team,,51-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Turnover by S. Curry (bad pass; steal by J. Butler),,51-47,,
11:38.0,,,51-49,2,J. Butler makes 2-pt shot from 1 ft
11:22.0,S. Curry misses 2-pt shot from 3 ft,,51-49,,
11:20.0,Offensive rebound by Z. Pachulia,,51-49,,
11:20.0,Z. Pachulia makes 2-pt shot from 1 ft,2,53-49,,
11:04.0,,,53-49,,R. Lopez misses 2-pt shot from 12 ft
11:03.0,Defensive rebound by P. McCaw,,53-49,,
10:57.0,K. Thompson misses 3-pt shot from 25 ft,,53-49,,
10:56.0,,,53-49,,Defensive rebound by R. Lopez
10:48.0,,,53-51,2,D. Wade makes 2-pt shot from 18 ft
10:34.0,Z. Pachulia makes 2-pt shot from 2 ft,2,55-51,,
10:09.0,,,55-53,2,R. Lopez makes 2-pt shot from 19 ft (assist by J. Butler)
9:50.0,Turnover by K. Thompson (bad pass; steal by D. Wade),,55-53,,
9:47.0,,,55-53,,Shooting foul by D. Green (drawn by D. Wade)
9:47.0,,,55-54,1,D. Wade makes free throw 1 of 2
9:47.0,,,55-54,,D. Wade misses free throw 2 of 2
9:45.0,Defensive rebound by Z. Pachulia,,55-54,,
9:36.0,D. Green makes 3-pt shot from 25 ft (assist by P. McCaw),3,58-54,,
9:20.0,,,58-54,,Shooting foul by S. Curry (drawn by J. Butler)
9:20.0,,,58-55,1,J. Butler makes free throw 1 of 2
9:20.0,,,58-56,1,J. Butler makes free throw 2 of 2
9:08.0,K. Thompson misses 2-pt shot from 2 ft (block by B. Portis),,58-56,,
9:07.0,,,58-56,,Defensive rebound by J. Butler
8:59.0,,,58-56,,J. Butler misses 2-pt shot from 2 ft
8:59.0,,,58-56,,Offensive rebound by Team
8:44.0,,,58-56,,D. Wade misses 2-pt shot from 19 ft
8:43.0,Defensive rebound by P. McCaw,,58-56,,
8:35.0,D. Green misses 3-pt shot from 27 ft,,58-56,,
8:34.0,,,58-56,,Defensive rebound by J. Grant
8:25.0,,,58-59,3,J. Grant makes 3-pt shot from 25 ft
8:25.0,Golden State full timeout,,58-59,,
8:11.0,Z. Pachulia misses 2-pt shot from 19 ft,,58-59,,
8:10.0,,,58-59,,Defensive rebound by B. Portis
7:48.0,,,58-59,,J. Butler misses 2-pt shot from 20 ft
7:47.0,Defensive rebound by Z. Pachulia,,58-59,,
7:39.0,S. Curry misses 2-pt shot from 21 ft,,58-59,,
7:38.0,,,58-59,,Defensive rebound by J. Butler
7:27.0,,,58-59,,D. Wade misses 2-pt shot from 3 ft
7:27.0,Defensive rebound by Team,,58-59,,
7:27.0,,,58-59,,Loose ball foul by B. Portis (drawn by Z. Pachulia)
7:14.0,Turnover by D. Green (bad pass; steal by J. Butler),,58-59,,
7:07.0,,,58-59,,B. Portis misses 3-pt shot from 22 ft (block by D. Green)
7:06.0,,,58-59,,Offensive rebound by B. Portis
7:03.0,,,58-59,,B. Portis misses 2-pt shot from 11 ft
7:02.0,Defensive rebound by K. Thompson,,58-59,,
6:57.0,D. Green makes 2-pt shot from 11 ft (assist by K. Thompson),2,60-59,,
6:39.0,,,60-59,,Turnover by B. Portis (lost ball; steal by P. McCaw)
6:32.0,K. Thompson misses 3-pt shot from 24 ft,,60-59,,
6:28.0,Offensive rebound by D. Green,,60-59,,
6:28.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,63-59,,
6:28.0,,,63-59,,Chicago full timeout
6:14.0,,,63-61,2,R. Lopez makes 2-pt shot from 4 ft (assist by J. Grant)
5:55.0,K. Thompson misses 2-pt shot from 1 ft,,63-61,,
5:54.0,,,63-61,,Defensive rebound by B. Portis
5:39.0,,,63-61,,R. Lopez misses 2-pt shot from 19 ft
5:37.0,Defensive rebound by S. Curry,,63-61,,
5:33.0,P. McCaw makes 2-pt shot from 1 ft (assist by S. Curry),2,65-61,,
5:13.0,,,65-63,2,D. Wade makes 2-pt shot from 1 ft
5:02.0,Turnover by D. Green (bad pass),,65-63,,
5:02.0,,,65-63,,R. Rondo enters the game for J. Grant
4:39.0,,,65-63,,R. Lopez misses 2-pt shot from 7 ft (block by P. McCaw)
4:39.0,,,65-63,,Offensive rebound by Team
4:39.0,A. Iguodala enters the game for D. Green,,65-63,,
4:39.0,J. McGee enters the game for Z. Pachulia,,65-63,,
4:36.0,,,65-65,2,B. Portis makes 2-pt shot from 6 ft (assist by R. Rondo)
4:21.0,S. Curry misses 2-pt shot from 23 ft,,65-65,,
4:19.0,,,65-65,,Defensive rebound by J. Butler
4:13.0,,,65-67,2,J. Butler makes 2-pt shot from 6 ft
3:59.0,J. McGee misses 2-pt shot from 3 ft,,65-67,,
3:58.0,,,65-67,,Defensive rebound by D. Wade
3:56.0,,,65-67,,Turnover by D. Wade (lost ball; steal by P. McCaw)
3:53.0,Turnover by S. Curry (lost ball; steal by D. Wade),,65-67,,
3:33.0,,,65-69,2,R. Lopez makes 2-pt shot from 21 ft (assist by D. Wade)
3:33.0,Golden State full timeout,,65-69,,
3:33.0,,,65-69,,N. Mirotic enters the game for D. Wade
3:33.0,,,65-69,,D. Valentine enters the game for B. Portis
3:33.0,I. Clark enters the game for K. Thompson,,65-69,,
3:20.0,J. McGee misses 2-pt shot from 6 ft,,65-69,,
3:18.0,,,65-69,,Defensive rebound by N. Mirotic
3:04.0,,,65-71,2,R. Rondo makes 2-pt shot from 2 ft
2:48.0,S. Curry makes 2-pt shot from 15 ft,2,67-71,,
2:44.0,Personal foul by S. Curry (drawn by R. Rondo),,67-71,,
2:31.0,,,67-71,,R. Lopez misses 2-pt shot from 6 ft
2:29.0,Defensive rebound by P. McCaw,,67-71,,
2:17.0,J. McGee makes 2-pt shot from 2 ft,2,69-71,,
1:59.0,,,69-73,2,R. Rondo makes 2-pt shot from 2 ft (assist by J. Butler)
1:48.0,Turnover by S. Curry (bad pass),,69-73,,
1:48.0,D. Green enters the game for P. McCaw,,69-73,,
1:30.0,,,69-73,,R. Lopez misses 2-pt shot from 19 ft
1:29.0,Defensive rebound by A. Iguodala,,69-73,,
1:25.0,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala),2,71-73,,
1:05.0,,,71-73,,Shooting foul by S. Curry (drawn by R. Rondo)
1:05.0,,,71-74,1,R. Rondo makes free throw 1 of 2
1:05.0,,,71-75,1,R. Rondo makes free throw 2 of 2
1:05.0,S. Livingston enters the game for S. Curry,,71-74,,
1:05.0,,,71-74,,P. Zipser enters the game for J. Butler
0:45.0,I. Clark misses 2-pt shot from 1 ft (block by R. Lopez),,71-75,,
0:43.0,,,71-75,,Defensive rebound by R. Rondo
0:41.0,,,71-77,2,R. Rondo makes 2-pt shot from 2 ft
0:41.0,,,71-77,,Shooting foul by S. Livingston (drawn by R. Rondo)
0:41.0,,,71-77,,R. Rondo misses free throw 1 of 1
0:37.0,,,71-77,,Offensive rebound by R. Lopez
0:37.0,,,71-77,,R. Lopez misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by D. Green,,71-77,,
0:34.0,Shooting foul by P. Zipser (drawn by A. Iguodala),,71-77,,
0:34.0,A. Iguodala makes free throw 1 of 2,1,72-77,,
0:34.0,A. Iguodala makes free throw 2 of 2,1,73-77,,
0:16.0,,,73-79,2,N. Mirotic makes 2-pt shot from 2 ft (assist by R. Rondo)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,73-79,,Turnover by R. Rondo (bad pass)
11:31.0,K. Thompson makes 2-pt shot from 21 ft (assist by D. West),2,75-79,,
11:15.0,,,75-79,,R. Rondo misses 2-pt shot from 15 ft
11:15.0,,,75-79,,Offensive rebound by D. Valentine
11:15.0,,,75-79,,D. Valentine misses 3-pt shot from 24 ft
11:13.0,Defensive rebound by Team,,75-79,,
11:13.0,,,75-79,,Loose ball foul by P. Zipser (drawn by D. West)
11:05.0,Shooting foul by P. Zipser (drawn by K. Thompson),,75-79,,
11:05.0,K. Thompson makes free throw 1 of 2,1,76-79,,
11:05.0,K. Thompson makes free throw 2 of 2,1,77-79,,
10:54.0,,,77-79,,N. Mirotic misses 3-pt shot from 25 ft
10:54.0,,,77-79,,Offensive rebound by Team
10:54.0,Loose ball foul by A. Iguodala (drawn by C. Felicio),,77-79,,
10:54.0,,,77-79,,D. Wade enters the game for D. Valentine
10:37.0,,,77-79,,D. Wade misses 2-pt shot from 20 ft
10:36.0,Defensive rebound by A. Iguodala,,77-79,,
10:17.0,A. Iguodala misses 3-pt shot from 23 ft,,77-79,,
10:16.0,Offensive rebound by D. West,,77-79,,
10:13.0,K. Thompson misses 3-pt shot from 25 ft,,77-79,,
10:08.0,,,77-79,,Defensive rebound by C. Felicio
9:54.0,,,77-79,,N. Mirotic misses 3-pt shot from 24 ft (block by D. Green)
9:53.0,,,77-79,,Offensive rebound by C. Felicio
9:47.0,,,77-79,,R. Rondo misses 3-pt shot from 26 ft
9:46.0,Defensive rebound by A. Iguodala,,77-79,,
9:26.0,D. West misses 2-pt shot from 17 ft,,77-79,,
9:25.0,,,77-79,,Defensive rebound by R. Rondo
9:09.0,,,77-82,3,N. Mirotic makes 3-pt shot from 23 ft (assist by R. Rondo)
8:45.0,K. Thompson misses 3-pt shot from 26 ft,,77-82,,
8:44.0,,,77-82,,Defensive rebound by C. Felicio
8:33.0,,,77-82,,Offensive foul by C. Felicio
8:33.0,,,77-82,,Turnover by C. Felicio (offensive foul)
8:33.0,Golden State full timeout,,77-82,,
8:33.0,S. Curry enters the game for A. Iguodala,,77-82,,
8:33.0,,,77-82,,C. Payne enters the game for R. Rondo
8:07.0,S. Livingston misses 2-pt shot from 17 ft,,77-82,,
8:06.0,,,77-82,,Defensive rebound by P. Zipser
7:56.0,,,77-82,,D. Wade misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by D. Green,,77-82,,
7:41.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,79-82,,
7:22.0,,,79-84,2,C. Felicio makes 2-pt shot at rim (assist by N. Mirotic)
7:11.0,S. Curry misses 3-pt shot from 27 ft,,79-84,,
7:11.0,,,79-84,,Defensive rebound by D. Wade
6:51.0,,,79-84,,Turnover by D. Wade (bad pass; steal by S. Livingston)
6:46.0,S. Curry makes 2-pt shot from 1 ft (assist by S. Livingston),2,81-84,,
6:25.0,,,81-84,,C. Payne misses 3-pt shot from 26 ft
6:24.0,Defensive rebound by D. Green,,81-84,,
6:08.0,S. Curry misses 2-pt shot from 6 ft (block by N. Mirotic),,81-84,,
6:05.0,Offensive rebound by S. Curry,,81-84,,
6:04.0,S. Curry makes 2-pt shot from 19 ft,2,83-84,,
6:04.0,,,83-84,,Chicago full timeout
6:04.0,A. Iguodala enters the game for D. Green,,83-84,,
6:04.0,M. Barnes enters the game for K. Thompson,,83-84,,
6:04.0,,,83-84,,J. Butler enters the game for N. Mirotic
6:04.0,,,83-84,,Turnover by C. Payne (lost ball; steal by S. Curry)
5:43.0,D. West makes 2-pt shot from 3 ft,2,85-84,,
4:56.0,,,85-84,,Turnover by Team (shot clock)
4:56.0,,,85-84,,B. Portis enters the game for C. Payne
4:44.0,S. Curry misses 3-pt shot from 25 ft,,85-84,,
4:43.0,,,85-84,,Defensive rebound by D. Wade
4:32.0,,,85-84,,B. Portis misses 3-pt shot from 23 ft
4:31.0,Defensive rebound by D. West,,85-84,,
4:21.0,Turnover by D. West (bad pass),,85-84,,
3:59.0,,,85-84,,D. Wade misses 2-pt shot from 24 ft (block by S. Livingston)
3:56.0,Defensive rebound by D. West,,85-84,,
3:36.0,D. West misses 2-pt shot from 2 ft,,85-84,,
3:35.0,,,85-84,,Defensive rebound by P. Zipser
3:33.0,Personal foul by D. West (drawn by P. Zipser),,85-84,,
3:33.0,D. Green enters the game for S. Livingston,,85-84,,
3:33.0,K. Thompson enters the game for D. West,,85-84,,
3:13.0,,,85-84,,Turnover by J. Butler (bad pass; steal by S. Curry)
3:07.0,K. Thompson misses 3-pt shot from 23 ft,,85-84,,
3:06.0,,,85-84,,Defensive rebound by C. Felicio
2:53.0,,,85-84,,Shooting foul by D. Green (drawn by J. Butler)
2:53.0,Golden State full timeout,,85-84,,
2:53.0,,,85-85,1,J. Butler makes free throw 1 of 2
2:53.0,,,85-86,1,J. Butler makes free throw 2 of 2
2:34.0,D. Green misses 3-pt shot from 26 ft,,85-86,,
2:33.0,,,85-86,,Defensive rebound by J. Butler
2:19.0,,,85-88,2,D. Wade makes 2-pt shot from 17 ft
2:07.0,S. Curry misses 3-pt shot from 25 ft,,85-88,,
2:06.0,,,85-88,,Defensive rebound by P. Zipser
1:41.0,,,85-91,3,P. Zipser makes 3-pt shot from 25 ft (assist by C. Felicio)
1:41.0,Golden State full timeout,,85-91,,
1:27.0,S. Curry misses 2-pt shot from 2 ft,,85-91,,
1:26.0,,,85-91,,Defensive rebound by B. Portis
1:07.0,,,85-91,,J. Butler misses 2-pt shot from 8 ft
1:05.0,Defensive rebound by S. Curry,,85-91,,
1:01.0,S. Curry misses 3-pt shot from 26 ft,,85-91,,
