time,Houston,pts.away,score,pts.home,Memphis
8:46.0,,,7-4,,Memphis full timeout
8:35.0,,,7-7,3,M. Conley makes 3-pt shot from 24 ft (assist by C. Parsons)
8:30.0,Turnover by J. Harden (bad pass; steal by T. Allen),,7-7,,
8:24.0,,,7-7,,T. Allen misses 3-pt shot from 25 ft
8:21.0,Defensive rebound by S. Dekker,,7-7,,
8:02.0,P. Beverley misses 3-pt shot from 24 ft,,7-7,,
8:01.0,,,7-7,,Defensive rebound by T. Allen
7:53.0,,,7-10,3,C. Parsons makes 3-pt shot from 27 ft (assist by J. Green)
7:40.0,Shooting foul by J. Green (drawn by J. Harden),,7-10,,
7:40.0,J. Harden makes free throw 1 of 2,1,8-10,,
7:40.0,J. Harden makes free throw 2 of 2,1,9-10,,
7:29.0,,,9-12,2,M. Gasol makes 2-pt shot at rim (assist by M. Conley)
7:24.0,Turnover by M. Harrell (bad pass; steal by T. Allen),,9-12,,
7:24.0,,,9-12,,Memphis full timeout
7:12.0,,,9-12,,M. Gasol misses 2-pt shot from 7 ft
7:11.0,,,9-12,,Offensive rebound by T. Allen
7:11.0,,,9-12,,T. Allen misses 2-pt shot from 1 ft
7:08.0,Defensive rebound by J. Harden,,9-12,,
7:06.0,Turnover by J. Harden (bad pass; steal by C. Parsons),,9-12,,
7:04.0,Personal foul by P. Beverley (drawn by M. Conley),,9-12,,
6:43.0,,,9-14,2,C. Parsons makes 2-pt shot from 2 ft
6:18.0,P. Beverley misses 3-pt shot from 24 ft,,9-14,,
6:18.0,,,9-14,,Defensive rebound by M. Gasol
6:04.0,,,9-14,,Turnover by M. Gasol (lost ball; steal by S. Dekker)
5:59.0,S. Dekker makes 2-pt shot at rim (assist by J. Harden),2,11-14,,
5:44.0,,,11-14,,C. Parsons misses 2-pt shot from 21 ft
5:44.0,Defensive rebound by P. Beverley,,11-14,,
5:38.0,Shooting foul by C. Parsons (drawn by J. Harden),,11-14,,
5:38.0,J. Harden makes free throw 1 of 2,1,12-14,,
5:38.0,J. Harden makes free throw 2 of 2,1,13-14,,
5:38.0,N. Hilario enters the game for M. Harrell,,12-14,,
5:38.0,E. Gordon enters the game for P. Beverley,,12-14,,
5:38.0,,,12-14,,J. Ennis enters the game for C. Parsons
5:38.0,,,12-14,,V. Carter enters the game for M. Conley
5:26.0,,,13-14,,V. Carter misses 2-pt shot from 7 ft
5:24.0,Defensive rebound by J. Harden,,13-14,,
5:19.0,Shooting foul by M. Gasol (drawn by N. Hilario),,13-14,,
5:19.0,N. Hilario misses free throw 1 of 2,,13-14,,
5:19.0,Offensive rebound by Team,,13-14,,
5:19.0,N. Hilario makes free throw 2 of 2,1,14-14,,
5:09.0,,,14-14,,Turnover by T. Allen (bad pass; steal by N. Hilario)
5:07.0,N. Hilario makes 2-pt shot at rim,2,16-14,,
4:53.0,,,16-16,2,M. Gasol makes 2-pt shot from 21 ft (assist by T. Allen)
4:45.0,,,16-16,,Personal foul by J. Ennis (drawn by E. Gordon)
4:45.0,E. Gordon makes free throw 1 of 2,1,17-16,,
4:45.0,E. Gordon makes free throw 2 of 2,1,18-16,,
4:45.0,,,17-16,,Z. Randolph enters the game for J. Green
4:33.0,Loose ball foul by J. Harden (drawn by M. Gasol),,18-16,,
4:21.0,,,18-18,2,Z. Randolph makes 2-pt shot from 20 ft (assist by T. Allen)
4:08.0,S. Dekker makes 2-pt shot from 1 ft (assist by J. Harden),2,20-18,,
3:45.0,,,20-18,,V. Carter misses 3-pt shot from 26 ft
3:45.0,Defensive rebound by N. Hilario,,20-18,,
3:33.0,E. Gordon misses 3-pt shot from 24 ft,,20-18,,
3:33.0,,,20-18,,Defensive rebound by Team
3:33.0,Personal foul by N. Hilario (drawn by Z. Randolph),,20-18,,
3:33.0,C. Brewer enters the game for S. Dekker,,20-18,,
3:33.0,,,20-18,,M. Conley enters the game for T. Allen
3:17.0,,,20-18,,M. Gasol misses 2-pt shot from 12 ft
3:17.0,,,20-18,,Offensive rebound by M. Gasol
3:08.0,,,20-18,,Turnover by M. Gasol (bad pass; steal by J. Harden)
3:05.0,Shooting foul by V. Carter (drawn by N. Hilario),,20-18,,
3:05.0,N. Hilario misses free throw 1 of 2,,20-18,,
3:05.0,Offensive rebound by Team,,20-18,,
3:05.0,N. Hilario makes free throw 2 of 2,1,21-18,,
3:05.0,,,20-18,,J. Green enters the game for M. Gasol
2:54.0,,,21-18,,Shooting foul by T. Ariza (drawn by V. Carter)
2:54.0,Houston full timeout,,21-18,,
2:54.0,,,21-19,1,V. Carter makes free throw 1 of 3
2:54.0,,,21-20,1,V. Carter makes free throw 2 of 3
2:54.0,,,21-21,1,V. Carter makes free throw 3 of 3
2:39.0,T. Ariza misses 3-pt shot from 24 ft,,21-21,,
2:39.0,Offensive rebound by T. Ariza,,21-21,,
2:34.0,J. Harden makes 3-pt shot from 26 ft (assist by T. Ariza),3,24-21,,
2:15.0,Personal foul by N. Hilario (drawn by Z. Randolph),,24-21,,
2:15.0,,,24-21,,Z. Randolph misses free throw 1 of 2
2:15.0,,,24-21,,Offensive rebound by Team
2:15.0,,,24-22,1,Z. Randolph makes free throw 2 of 2
1:58.0,E. Gordon makes 3-pt shot from 26 ft (assist by C. Brewer),3,27-22,,
1:36.0,,,27-22,,Z. Randolph misses 2-pt shot from 7 ft (block by E. Gordon)
1:36.0,Defensive rebound by Team,,27-22,,
1:36.0,Jump ball: E. Gordon vs. Z. Randolph,,,,Jump ball: E. Gordon vs. Z. Randolph
1:22.0,N. Hilario makes 2-pt shot from 12 ft (assist by J. Harden),2,29-22,,
1:03.0,,,29-22,,M. Conley misses 2-pt shot from 10 ft
1:02.0,Defensive rebound by N. Hilario,,29-22,,
0:52.0,Turnover by J. Harden (traveling),,29-22,,
0:42.0,,,29-22,,M. Conley misses 2-pt shot from 1 ft (block by C. Brewer)
0:38.0,Defensive rebound by T. Ariza,,29-22,,
0:31.0,E. Gordon misses 3-pt shot from 24 ft,,29-22,,
0:30.0,,,29-22,,Defensive rebound by Z. Randolph
0:24.0,,,29-22,,M. Conley misses 2-pt shot from 1 ft
0:19.0,Defensive rebound by J. Harden,,29-22,,
0:02.0,C. Brewer makes 3-pt shot from 23 ft (assist by T. Ariza),3,32-22,,
0:00.0,,,32-22,,M. Conley misses 3-pt shot from 61 ft
0:00.0,,,32-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,32-22,,Z. Randolph misses 2-pt shot from 21 ft
11:46.0,,,32-22,,Offensive rebound by J. Green
11:37.0,,,32-22,,J. Ennis misses 3-pt shot from 26 ft
11:37.0,,,32-22,,Offensive rebound by J. Green
11:34.0,,,32-24,2,J. Green makes 2-pt shot from 1 ft
11:12.0,S. Dekker makes 3-pt shot from 25 ft (assist by E. Gordon),3,35-24,,
10:48.0,,,35-24,,V. Carter misses 3-pt shot from 25 ft
10:48.0,,,35-24,,Offensive rebound by J. Green
10:48.0,Loose ball foul by S. Dekker (drawn by J. Green),,35-24,,
10:42.0,,,35-24,,Shooting foul by E. Gordon (drawn by Z. Randolph)
10:42.0,,,35-25,1,Z. Randolph makes free throw 1 of 2
10:42.0,,,35-26,1,Z. Randolph makes free throw 2 of 2
10:42.0,,,35-25,,C. Parsons enters the game for V. Carter
10:30.0,N. Hilario makes 2-pt shot at rim (assist by E. Gordon),2,37-26,,
10:10.0,,,37-26,,C. Parsons misses 3-pt shot from 27 ft
10:09.0,Defensive rebound by P. Beverley,,37-26,,
9:56.0,C. Brewer misses 3-pt shot from 24 ft,,37-26,,
9:56.0,,,37-26,,Defensive rebound by J. Ennis
9:44.0,,,37-26,,C. Parsons misses 2-pt shot from 22 ft
9:44.0,Defensive rebound by C. Brewer,,37-26,,
9:33.0,Turnover by E. Gordon (bad pass; steal by C. Parsons),,37-26,,
9:28.0,,,37-28,2,M. Conley makes 2-pt shot from 1 ft (assist by C. Parsons)
9:22.0,E. Gordon misses 3-pt shot from 26 ft,,37-28,,
9:19.0,,,37-28,,Defensive rebound by J. Ennis
9:11.0,,,37-28,,Z. Randolph misses 3-pt shot from 27 ft
9:09.0,Defensive rebound by P. Beverley,,37-28,,
9:03.0,Turnover by N. Hilario (lost ball; steal by J. Green),,37-28,,
9:03.0,Violation by N. Hilario (kicked ball),,37-28,,
9:03.0,C. Capela enters the game for N. Hilario,,37-28,,
8:50.0,Personal foul by S. Dekker (drawn by M. Conley),,37-28,,
8:50.0,,,37-28,,Memphis full timeout
8:50.0,,,37-28,,M. Gasol enters the game for Z. Randolph
8:39.0,Personal foul by C. Capela (drawn by M. Gasol),,37-28,,
8:37.0,Personal foul by C. Brewer (drawn by C. Parsons),,37-28,,
8:37.0,,,37-28,,C. Parsons misses free throw 1 of 2
8:37.0,,,37-28,,Offensive rebound by Team
8:37.0,,,37-29,1,C. Parsons makes free throw 2 of 2
8:18.0,P. Beverley misses 2-pt shot from 2 ft (block by M. Gasol),,37-29,,
8:18.0,Offensive rebound by Team,,37-29,,
8:13.0,S. Dekker makes 3-pt shot from 26 ft (assist by C. Capela),3,40-29,,
7:55.0,,,40-29,,M. Gasol misses 3-pt shot from 26 ft
7:55.0,Defensive rebound by C. Brewer,,40-29,,
7:43.0,P. Beverley makes 2-pt shot from 4 ft,2,42-29,,
7:39.0,,,42-29,,Memphis full timeout
7:39.0,,,42-29,,T. Allen enters the game for J. Ennis
7:39.0,,,42-29,,A. Harrison enters the game for M. Conley
7:28.0,,,42-29,,A. Harrison misses 3-pt shot from 27 ft
7:28.0,Defensive rebound by S. Dekker,,42-29,,
7:06.0,E. Gordon misses 3-pt shot from 26 ft,,42-29,,
7:06.0,,,42-29,,Defensive rebound by C. Parsons
6:55.0,,,42-29,,T. Allen misses 2-pt shot from 1 ft
6:54.0,Defensive rebound by C. Brewer,,42-29,,
6:50.0,E. Gordon makes 2-pt shot from 1 ft (assist by P. Beverley),2,44-29,,
6:50.0,,,44-29,,Violation by A. Harrison (def goaltending)
6:33.0,Personal foul by C. Brewer (drawn by C. Parsons),,44-29,,
6:33.0,,,44-30,1,C. Parsons makes free throw 1 of 2
6:33.0,,,44-31,1,C. Parsons makes free throw 2 of 2
6:33.0,J. Harden enters the game for C. Brewer,,44-30,,
6:33.0,T. Ariza enters the game for S. Dekker,,44-30,,
6:22.0,Turnover by P. Beverley (bad pass; steal by M. Gasol),,44-31,,
6:10.0,,,44-31,,J. Green misses 2-pt shot from 20 ft
6:07.0,Defensive rebound by E. Gordon,,44-31,,
6:03.0,E. Gordon misses 3-pt shot from 26 ft,,44-31,,
6:01.0,,,44-31,,Defensive rebound by Team
5:44.0,,,44-31,,Turnover by M. Gasol (lost ball; steal by J. Harden)
5:34.0,T. Ariza misses 2-pt shot from 14 ft,,44-31,,
5:33.0,Offensive rebound by C. Capela,,44-31,,
5:30.0,P. Beverley makes 3-pt shot from 26 ft (assist by C. Capela),3,47-31,,
5:12.0,,,47-33,2,A. Harrison makes 2-pt shot from 21 ft (assist by C. Parsons)
5:03.0,Turnover by J. Harden (lost ball; steal by M. Gasol),,47-33,,
5:00.0,,,47-33,,T. Allen misses 2-pt shot from 1 ft (block by J. Harden)
5:00.0,,,47-33,,Offensive rebound by Team
5:00.0,,,47-33,,Z. Randolph enters the game for J. Green
4:52.0,Personal foul by J. Harden (drawn by M. Gasol),,47-33,,
4:52.0,,,47-33,,M. Gasol misses free throw 1 of 2
4:52.0,,,47-33,,Offensive rebound by Team
4:52.0,,,47-34,1,M. Gasol makes free throw 2 of 2
4:31.0,C. Capela misses 2-pt shot from 7 ft,,47-34,,
4:29.0,,,47-34,,Defensive rebound by Z. Randolph
4:23.0,S. Dekker enters the game for E. Gordon,,47-34,,
4:06.0,,,47-36,2,M. Gasol makes 2-pt shot from 15 ft
3:56.0,S. Dekker misses 2-pt shot from 2 ft,,47-36,,
3:56.0,,,47-36,,Defensive rebound by Team
3:49.0,,,47-39,3,A. Harrison makes 3-pt shot from 23 ft (assist by C. Parsons)
3:49.0,Houston full timeout,,47-39,,
3:40.0,J. Harden misses 3-pt shot from 27 ft,,47-39,,
3:39.0,,,47-39,,Defensive rebound by T. Allen
3:26.0,,,47-39,,Z. Randolph misses 2-pt shot from 1 ft
3:26.0,Defensive rebound by Team,,47-39,,
3:15.0,Shooting foul by A. Harrison (drawn by J. Harden),,47-39,,
3:15.0,J. Harden makes free throw 1 of 3,1,48-39,,
3:15.0,J. Harden makes free throw 2 of 3,1,49-39,,
3:15.0,J. Harden makes free throw 3 of 3,1,50-39,,
3:15.0,,,49-39,,M. Conley enters the game for C. Parsons
3:03.0,,,50-41,2,M. Gasol makes 2-pt shot from 1 ft
3:03.0,,,50-41,,Shooting foul by S. Dekker (drawn by M. Gasol)
3:03.0,,,50-41,,Violation by Team (jump ball)
3:03.0,,,50-41,,M. Gasol misses free throw 1 of 1
3:02.0,Defensive rebound by T. Ariza,,50-41,,
2:53.0,S. Dekker makes 2-pt shot from 23 ft (assist by J. Harden),2,52-41,,
2:29.0,Personal foul by P. Beverley (drawn by M. Gasol),,52-41,,
2:29.0,,,52-42,1,M. Gasol makes free throw 1 of 2
2:29.0,,,52-43,1,M. Gasol makes free throw 2 of 2
2:16.0,T. Ariza misses 2-pt shot at rim,,52-43,,
2:15.0,Offensive rebound by C. Capela,,52-43,,
2:15.0,C. Capela makes 2-pt shot from 1 ft,2,54-43,,
2:02.0,E. Gordon enters the game for P. Beverley,,54-43,,
1:52.0,,,54-45,2,M. Gasol makes 2-pt shot from 6 ft (assist by Z. Randolph)
1:40.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,56-45,,
1:24.0,,,56-47,2,Z. Randolph makes 2-pt shot from 4 ft (assist by M. Conley)
1:02.0,S. Dekker makes 2-pt shot at rim (assist by E. Gordon),2,58-47,,
0:37.0,,,58-47,,M. Conley misses 3-pt shot from 25 ft
0:36.0,Defensive rebound by T. Ariza,,58-47,,
0:26.0,S. Dekker misses 3-pt shot from 25 ft,,58-47,,
0:25.0,,,58-47,,Defensive rebound by Z. Randolph
0:02.0,,,58-49,2,M. Gasol makes 2-pt shot from 11 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,58-49,,M. Gasol misses 2-pt shot from 6 ft
11:45.0,Defensive rebound by T. Ariza,,58-49,,
11:32.0,S. Dekker makes 3-pt shot from 24 ft (assist by J. Harden),3,61-49,,
11:09.0,,,61-49,,C. Parsons misses 3-pt shot from 25 ft
11:08.0,Defensive rebound by S. Dekker,,61-49,,
11:01.0,S. Dekker misses 2-pt shot from 4 ft,,61-49,,
10:59.0,Offensive rebound by M. Harrell,,61-49,,
10:56.0,M. Harrell misses 2-pt shot from 1 ft (block by M. Gasol),,61-49,,
10:55.0,Offensive rebound by M. Harrell,,61-49,,
10:49.0,S. Dekker misses 3-pt shot from 24 ft,,61-49,,
10:49.0,,,61-49,,Defensive rebound by J. Green
10:40.0,,,61-52,3,M. Gasol makes 3-pt shot from 26 ft (assist by M. Conley)
10:31.0,,,61-52,,Personal foul by C. Parsons (drawn by T. Ariza)
10:22.0,Turnover by J. Harden (bad pass; steal by C. Parsons),,61-52,,
10:18.0,,,61-52,,C. Parsons misses 2-pt shot from 1 ft
10:15.0,,,61-52,,Offensive rebound by M. Conley
10:15.0,,,61-54,2,M. Conley makes 2-pt shot from 1 ft
10:15.0,Houston full timeout,,61-54,,
9:53.0,P. Beverley misses 2-pt shot from 2 ft,,61-54,,
9:52.0,Offensive rebound by Team,,61-54,,
9:51.0,M. Harrell misses 3-pt shot from 25 ft,,61-54,,
9:51.0,Offensive rebound by Team,,61-54,,
9:51.0,Turnover by Team (shot clock),,61-54,,
9:35.0,,,61-56,2,J. Green makes 2-pt shot at rim (assist by M. Gasol)
9:22.0,T. Ariza misses 3-pt shot from 26 ft,,61-56,,
9:22.0,,,61-56,,Defensive rebound by M. Conley
9:12.0,,,61-56,,M. Gasol misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by T. Ariza,,61-56,,
9:01.0,Turnover by M. Harrell (lost ball; steal by J. Green),,61-56,,
8:49.0,,,61-58,2,C. Parsons makes 2-pt shot from 2 ft (assist by M. Conley)
8:25.0,Turnover by J. Harden (lost ball; steal by T. Allen),,61-58,,
8:08.0,,,61-58,,Turnover by J. Green (lost ball; steal by P. Beverley)
8:08.0,,,61-58,,Loose ball foul by J. Green (drawn by T. Ariza)
7:50.0,T. Ariza makes 3-pt shot from 23 ft (assist by M. Harrell),3,64-58,,
7:30.0,,,64-58,,C. Parsons misses 2-pt shot from 14 ft
7:28.0,Defensive rebound by T. Ariza,,64-58,,
7:22.0,Shooting foul by M. Gasol (drawn by J. Harden),,64-58,,
7:22.0,J. Harden misses free throw 1 of 2,,64-58,,
7:22.0,Offensive rebound by Team,,64-58,,
7:22.0,J. Harden makes free throw 2 of 2,1,65-58,,
7:10.0,,,65-61,3,M. Gasol makes 3-pt shot from 24 ft (assist by J. Green)
6:56.0,T. Ariza misses 3-pt shot from 26 ft,,65-61,,
6:56.0,,,65-61,,Defensive rebound by M. Conley
6:38.0,,,65-61,,C. Parsons misses 3-pt shot from 23 ft
6:38.0,Defensive rebound by Team,,65-61,,
6:24.0,J. Harden makes 3-pt shot from 25 ft,3,68-61,,
6:02.0,,,68-61,,M. Gasol misses 2-pt shot from 5 ft
6:01.0,Defensive rebound by S. Dekker,,68-61,,
5:47.0,S. Dekker makes 3-pt shot from 23 ft (assist by M. Harrell),3,71-61,,
5:46.0,,,71-61,,Memphis full timeout
5:46.0,E. Gordon enters the game for P. Beverley,,71-61,,
5:46.0,,,71-61,,J. Ennis enters the game for T. Allen
5:27.0,,,71-63,2,M. Conley makes 2-pt shot at rim
5:09.0,M. Harrell makes 2-pt shot at rim (assist by J. Harden),2,73-63,,
4:53.0,,,73-63,,Offensive foul by M. Gasol
4:53.0,,,73-63,,Turnover by M. Gasol (offensive foul)
4:40.0,M. Harrell makes 2-pt shot from 1 ft,2,75-63,,
4:29.0,,,75-65,2,M. Gasol makes 2-pt shot from 1 ft (assist by M. Conley)
4:03.0,S. Dekker misses 3-pt shot from 26 ft,,75-65,,
4:03.0,,,75-65,,Defensive rebound by J. Green
3:56.0,Personal foul by S. Dekker (drawn by J. Green),,75-65,,
3:56.0,,,75-65,,A. Harrison enters the game for M. Conley
3:56.0,,,75-65,,V. Carter enters the game for C. Parsons
3:56.0,C. Brewer enters the game for S. Dekker,,75-65,,
3:48.0,,,75-65,,Shooting foul by J. Harden (drawn by V. Carter)
3:48.0,,,75-66,1,V. Carter makes free throw 1 of 2
3:48.0,,,75-67,1,V. Carter makes free throw 2 of 2
3:36.0,Shooting foul by A. Harrison (drawn by E. Gordon),,75-67,,
3:36.0,E. Gordon makes free throw 1 of 2,1,76-67,,
3:36.0,E. Gordon makes free throw 2 of 2,1,77-67,,
3:36.0,N. Hilario enters the game for M. Harrell,,76-67,,
3:19.0,Personal foul by N. Hilario (drawn by M. Gasol),,77-67,,
3:04.0,,,77-67,,V. Carter misses 3-pt shot from 26 ft
3:04.0,,,77-67,,Offensive rebound by M. Gasol
2:52.0,,,77-67,,M. Gasol misses 3-pt shot from 26 ft
2:51.0,,,77-67,,Offensive rebound by J. Ennis
2:46.0,,,77-67,,Turnover by J. Ennis (bad pass; steal by N. Hilario)
2:36.0,E. Gordon makes 2-pt shot from 4 ft,2,79-67,,
2:19.0,,,79-67,,Turnover by M. Gasol (bad pass; steal by N. Hilario)
2:15.0,,,79-67,,Personal take foul by M. Gasol (drawn by J. Harden)
2:15.0,J. Harden makes free throw 1 of 2,1,80-67,,
2:15.0,J. Harden makes free throw 2 of 2,1,81-67,,
2:15.0,,,79-67,,T. Allen enters the game for J. Green
2:15.0,,,80-67,,Z. Randolph enters the game for M. Gasol
1:59.0,Personal foul by N. Hilario (drawn by Z. Randolph),,81-67,,
1:59.0,Technical foul by N. Hilario (drawn by Z. Randolph),,81-67,,
1:59.0,,,81-68,1,V. Carter makes technical free throw
1:49.0,,,81-68,,Turnover by J. Ennis (lost ball; steal by E. Gordon)
1:42.0,J. Harden makes 3-pt shot from 25 ft (assist by C. Brewer),3,84-68,,
1:42.0,,,84-68,,Memphis full timeout
1:21.0,,,84-68,,Z. Randolph misses 2-pt shot from 8 ft
1:21.0,Defensive rebound by T. Ariza,,84-68,,
1:17.0,C. Brewer makes 2-pt shot at rim (assist by J. Harden),2,86-68,,
1:17.0,Shooting foul by V. Carter (drawn by C. Brewer),,86-68,,
1:17.0,C. Brewer makes free throw 1 of 1,1,87-68,,
1:01.0,,,87-68,,Shooting foul by E. Gordon (drawn by A. Harrison)
1:01.0,,,87-69,1,A. Harrison makes free throw 1 of 2
1:01.0,,,87-70,1,A. Harrison makes free throw 2 of 2
0:50.0,,,87-70,,Shooting block foul by V. Carter (drawn by N. Hilario)
0:50.0,N. Hilario makes free throw 1 of 2,1,88-70,,
0:50.0,N. Hilario makes free throw 2 of 2,1,89-70,,
0:35.0,,,89-72,2,Z. Randolph makes 2-pt shot from 1 ft (assist by V. Carter)
0:26.0,E. Gordon misses 3-pt shot from 25 ft,,89-72,,
0:24.0,Offensive rebound by J. Harden,,89-72,,
0:24.0,J. Harden makes 2-pt shot at rim,2,91-72,,
0:02.0,,,91-72,,J. Ennis misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by N. Hilario,,91-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,N. Hilario misses 2-pt shot from 1 ft,,91-72,,
11:45.0,,,91-72,,Defensive rebound by V. Carter
11:31.0,,,91-75,3,M. Conley makes 3-pt shot from 25 ft (assist by V. Carter)
11:22.0,E. Gordon misses 3-pt shot from 26 ft,,91-75,,
11:20.0,,,91-75,,Defensive rebound by Z. Randolph
11:11.0,,,91-75,,Z. Randolph misses 2-pt shot from 2 ft (block by N. Hilario)
11:08.0,Defensive rebound by C. Brewer,,91-75,,
10:59.0,S. Dekker makes 3-pt shot from 24 ft (assist by E. Gordon),3,94-75,,
10:41.0,,,94-75,,J. Ennis misses 3-pt shot from 24 ft
10:41.0,Defensive rebound by C. Brewer,,94-75,,
10:35.0,,,94-75,,Violation by V. Carter (kicked ball)
10:28.0,P. Beverley misses 2-pt shot from 22 ft,,94-75,,
10:27.0,,,94-75,,Defensive rebound by Z. Randolph
10:17.0,,,94-75,,Shooting foul by N. Hilario (drawn by M. Gasol)
10:17.0,,,94-76,1,M. Gasol makes free throw 1 of 2
10:17.0,,,94-77,1,M. Gasol makes free throw 2 of 2
10:17.0,C. Capela enters the game for N. Hilario,,94-76,,
10:06.0,E. Gordon misses 2-pt shot from 1 ft (block by J. Ennis),,94-77,,
10:04.0,,,94-77,,Defensive rebound by M. Conley
9:58.0,,,94-77,,M. Conley misses 2-pt shot from 22 ft
9:56.0,Defensive rebound by C. Capela,,94-77,,
9:45.0,P. Beverley makes 2-pt shot from 1 ft,2,96-77,,
9:25.0,,,96-77,,J. Ennis misses 3-pt shot from 25 ft
9:25.0,Defensive rebound by P. Beverley,,96-77,,
9:09.0,P. Beverley misses 3-pt shot from 25 ft,,96-77,,
9:09.0,,,96-77,,Defensive rebound by Team
8:52.0,,,96-80,3,M. Conley makes 3-pt shot from 25 ft
8:38.0,E. Gordon makes 2-pt shot from 1 ft,2,98-80,,
8:21.0,,,98-80,,Memphis full timeout
8:08.0,,,98-80,,V. Carter misses 2-pt shot from 1 ft (block by C. Capela)
8:05.0,,,98-80,,Offensive rebound by V. Carter
8:05.0,,,98-82,2,V. Carter makes 2-pt shot at rim
7:51.0,E. Gordon makes 3-pt shot from 28 ft,3,101-82,,
7:41.0,,,101-82,,M. Conley misses 3-pt shot from 24 ft
7:38.0,,,101-82,,Offensive rebound by Z. Randolph
7:38.0,,,101-84,2,Z. Randolph makes 2-pt shot from 1 ft
7:38.0,,,101-84,,Shooting foul by C. Capela (drawn by Z. Randolph)
7:38.0,,,101-84,,Z. Randolph misses free throw 1 of 1
7:38.0,Defensive rebound by C. Capela,,101-84,,
7:29.0,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley),3,104-84,,
7:18.0,,,104-84,,Shooting foul by C. Capela (drawn by M. Gasol)
7:18.0,,,104-84,,M. Gasol misses free throw 1 of 2
7:18.0,,,104-84,,Offensive rebound by Team
7:18.0,,,104-85,1,M. Gasol makes free throw 2 of 2
7:02.0,E. Gordon misses 3-pt shot from 25 ft,,104-85,,
7:00.0,,,104-85,,Defensive rebound by V. Carter
6:43.0,,,104-88,3,J. Ennis makes 3-pt shot from 28 ft
6:21.0,C. Capela misses 2-pt shot from 1 ft,,104-88,,
6:20.0,,,104-88,,Defensive rebound by Z. Randolph
6:19.0,Personal take foul by P. Beverley (drawn by M. Conley),,104-88,,
6:19.0,Houston full timeout,,104-88,,
6:19.0,J. Harden enters the game for S. Dekker,,104-88,,
6:19.0,T. Ariza enters the game for P. Beverley,,104-88,,
6:19.0,M. Harrell enters the game for C. Capela,,104-88,,
6:00.0,,,104-90,2,M. Gasol makes 2-pt shot at rim
6:00.0,Shooting block foul by M. Harrell (drawn by M. Gasol),,104-90,,
6:00.0,,,104-90,,M. Gasol misses free throw 1 of 1
5:59.0,Defensive rebound by J. Harden,,104-90,,
5:41.0,J. Harden misses 3-pt shot from 25 ft,,104-90,,
5:39.0,,,104-90,,Defensive rebound by Z. Randolph
