time,Boston,pts.away,score,pts.home,Atlanta
4:14.0,,,38-31,,Turnover by P. Millsap (bad pass; steal by A. Horford)
4:07.0,Turnover by I. Thomas (bad pass),,38-31,,
4:07.0,M. Smart enters the game for T. Rozier,,38-31,,
3:52.0,,,38-31,,Turnover by D. Howard (lost ball)
3:36.0,I. Thomas misses 2-pt shot from 1 ft,,38-31,,
3:35.0,,,38-31,,Defensive rebound by D. Howard
3:27.0,,,38-31,,K. Bazemore misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by J. Crowder,,38-31,,
3:15.0,Shooting foul by D. Schroder (drawn by M. Smart),,38-31,,
3:15.0,M. Smart misses free throw 1 of 2,,38-31,,
3:15.0,Offensive rebound by Team,,38-31,,
3:15.0,,,38-31,,Atlanta full timeout
3:15.0,M. Smart makes free throw 2 of 2,1,39-31,,
3:15.0,,,38-31,,M. Delaney enters the game for D. Schroder
3:03.0,,,39-33,2,P. Millsap makes 2-pt shot from 11 ft
2:39.0,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas),2,41-33,,
2:24.0,,,41-33,,Shooting foul by M. Smart (drawn by K. Bazemore)
2:24.0,,,41-33,,Technical foul by K. Bazemore
2:24.0,I. Thomas makes technical free throw,1,42-33,,
2:24.0,,,42-34,1,K. Bazemore makes free throw 1 of 2
2:24.0,,,42-35,1,K. Bazemore makes free throw 2 of 2
2:06.0,I. Thomas misses 3-pt shot from 22 ft,,42-35,,
2:03.0,,,42-35,,Defensive rebound by K. Bazemore
1:58.0,,,42-37,2,K. Bazemore makes 2-pt shot at rim
1:55.0,Turnover by J. Crowder (bad pass),,42-37,,
1:41.0,,,42-40,3,K. Bazemore makes 3-pt shot from 25 ft (assist by P. Millsap)
1:22.0,A. Horford misses 3-pt shot from 25 ft,,42-40,,
1:20.0,,,42-40,,Defensive rebound by M. Delaney
1:11.0,,,42-40,,Shooting foul by K. Olynyk (drawn by P. Millsap)
1:11.0,,,42-41,1,P. Millsap makes free throw 1 of 2
1:11.0,,,42-42,1,P. Millsap makes free throw 2 of 2
0:54.0,K. Olynyk makes 3-pt shot from 23 ft (assist by M. Smart),3,45-42,,
0:42.0,,,45-44,2,P. Millsap makes 2-pt shot from 12 ft
0:23.0,I. Thomas makes 3-pt shot from 26 ft,3,48-44,,
0:06.0,,,48-44,,Turnover by K. Bazemore (lost ball; steal by M. Smart)
0:00.0,I. Thomas misses 2-pt shot from 24 ft,,48-44,,
0:00.0,Offensive rebound by Team,,48-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. Crowder misses 3-pt shot from 25 ft,,48-44,,
11:46.0,,,48-44,,Defensive rebound by T. Sefolosha
11:28.0,,,48-44,,Shooting foul by M. Smart (drawn by D. Howard)
11:28.0,,,48-45,1,D. Howard makes free throw 1 of 2
11:28.0,,,48-46,1,D. Howard makes free throw 2 of 2
11:13.0,J. Crowder makes 3-pt shot from 24 ft (assist by M. Smart),3,51-46,,
10:53.0,,,51-46,,Shooting foul by K. Olynyk (drawn by P. Millsap)
10:53.0,,,51-47,1,P. Millsap makes free throw 1 of 2
10:53.0,,,51-48,1,P. Millsap makes free throw 2 of 2
10:40.0,M. Smart misses 2-pt shot from 7 ft,,51-48,,
10:38.0,,,51-48,,Defensive rebound by T. Sefolosha
10:34.0,,,51-48,,D. Schroder misses 3-pt shot from 25 ft
10:33.0,Defensive rebound by I. Thomas,,51-48,,
10:26.0,I. Thomas misses 2-pt shot from 1 ft,,51-48,,
10:24.0,Offensive rebound by M. Smart,,51-48,,
10:23.0,M. Smart makes 2-pt shot from 1 ft,2,53-48,,
10:14.0,,,53-48,,Turnover by D. Howard (3 sec)
9:57.0,M. Smart misses 2-pt shot from 5 ft (block by D. Howard),,53-48,,
9:57.0,Offensive rebound by Team,,53-48,,
9:54.0,I. Thomas misses 3-pt shot from 23 ft,,53-48,,
9:52.0,,,53-48,,Defensive rebound by K. Bazemore
9:36.0,,,53-48,,K. Bazemore misses 2-pt shot from 19 ft
9:34.0,Defensive rebound by K. Olynyk,,53-48,,
9:31.0,Shooting foul by T. Sefolosha (drawn by I. Thomas),,53-48,,
9:31.0,I. Thomas makes free throw 1 of 2,1,54-48,,
9:31.0,I. Thomas makes free throw 2 of 2,1,55-48,,
9:17.0,,,55-50,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder)
9:04.0,A. Horford makes 2-pt shot at rim (assist by I. Thomas),2,57-50,,
8:54.0,,,57-52,2,D. Howard makes 2-pt shot at rim (assist by D. Schroder)
8:33.0,I. Thomas makes 3-pt shot from 25 ft,3,60-52,,
8:15.0,,,60-52,,D. Schroder misses 2-pt shot from 2 ft (block by A. Horford)
8:13.0,Defensive rebound by K. Olynyk,,60-52,,
8:04.0,I. Thomas misses 3-pt shot from 25 ft (block by T. Sefolosha),,60-52,,
8:02.0,Offensive rebound by I. Thomas,,60-52,,
7:59.0,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas),3,63-52,,
7:59.0,,,63-52,,Atlanta full timeout
7:47.0,,,63-52,,D. Schroder misses 2-pt shot from 3 ft
7:45.0,Defensive rebound by A. Horford,,63-52,,
7:35.0,Shooting foul by D. Schroder (drawn by M. Smart),,63-52,,
7:35.0,M. Smart makes free throw 1 of 2,1,64-52,,
7:35.0,M. Smart makes free throw 2 of 2,1,65-52,,
7:09.0,,,65-54,2,K. Bazemore makes 2-pt shot from 21 ft (assist by T. Sefolosha)
6:56.0,Offensive foul by I. Thomas,,65-54,,
6:56.0,Turnover by I. Thomas (offensive foul),,65-54,,
6:39.0,,,65-54,,Turnover by D. Schroder (bad pass)
6:26.0,,,65-54,,Violation by K. Bazemore (kicked ball)
6:26.0,,,65-54,,T. Hardaway enters the game for T. Sefolosha
6:22.0,K. Olynyk makes 2-pt shot from 1 ft (assist by A. Horford),2,67-54,,
6:04.0,,,67-54,,K. Bazemore misses 3-pt shot from 26 ft
6:03.0,,,67-54,,Offensive rebound by P. Millsap
5:57.0,,,67-56,2,D. Howard makes 2-pt shot from 3 ft (assist by P. Millsap)
5:57.0,,,67-56,,Shooting foul by A. Horford (drawn by D. Howard)
5:57.0,,,67-57,1,D. Howard makes free throw 1 of 1
5:45.0,I. Thomas makes 3-pt shot from 24 ft (assist by A. Horford),3,70-57,,
5:32.0,,,70-57,,Offensive foul by D. Howard
5:32.0,,,70-57,,Turnover by D. Howard (offensive foul)
5:18.0,A. Horford misses 3-pt shot from 24 ft,,70-57,,
5:15.0,,,70-57,,Defensive rebound by D. Schroder
5:01.0,,,70-57,,D. Schroder misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by A. Horford,,70-57,,
4:51.0,I. Thomas misses 3-pt shot from 25 ft,,70-57,,
4:46.0,,,70-57,,Defensive rebound by D. Howard
4:44.0,,,70-57,,Turnover by D. Howard (bad pass; steal by M. Smart)
4:41.0,M. Smart misses 2-pt shot from 1 ft,,70-57,,
4:40.0,Offensive rebound by J. Crowder,,70-57,,
4:40.0,J. Crowder makes 2-pt shot from 2 ft,2,72-57,,
4:40.0,,,72-57,,Atlanta full timeout
4:40.0,,,72-57,,M. Muscala enters the game for D. Howard
4:40.0,,,72-57,,T. Sefolosha enters the game for K. Bazemore
4:40.0,A. Johnson enters the game for K. Olynyk,,72-57,,
4:28.0,,,72-57,,Turnover by T. Hardaway (bad pass; steal by M. Smart)
4:07.0,A. Horford makes 3-pt shot from 23 ft (assist by I. Thomas),3,75-57,,
3:46.0,,,75-57,,D. Schroder misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by Team,,75-57,,
3:45.0,,,75-57,,Loose ball foul by M. Muscala (drawn by J. Crowder)
3:45.0,T. Rozier enters the game for I. Thomas,,75-57,,
3:23.0,T. Rozier makes 2-pt shot from 21 ft,2,77-57,,
3:02.0,,,77-57,,T. Hardaway misses 3-pt shot from 26 ft
3:00.0,,,77-57,,Offensive rebound by D. Schroder
2:54.0,,,77-57,,P. Millsap misses 2-pt shot from 3 ft
2:51.0,,,77-57,,Offensive rebound by M. Muscala
2:51.0,Boston full timeout,,77-57,,
2:51.0,,,77-57,,M. Delaney enters the game for T. Sefolosha
2:51.0,,,77-57,,M. Dunleavy enters the game for D. Schroder
2:51.0,Jump ball: J. Crowder vs. M. Muscala (P. Millsap gains possession),,,,Jump ball: J. Crowder vs. M. Muscala (P. Millsap gains possession)
2:35.0,,,77-59,2,P. Millsap makes 2-pt shot from 14 ft
2:17.0,J. Crowder misses 3-pt shot from 25 ft,,77-59,,
2:16.0,,,77-59,,Defensive rebound by M. Delaney
2:02.0,,,77-59,,Shooting foul by A. Johnson (drawn by P. Millsap)
2:02.0,,,77-60,1,P. Millsap makes free throw 1 of 2
2:02.0,,,77-60,,P. Millsap misses free throw 2 of 2
2:02.0,J. Jerebko enters the game for A. Horford,,77-60,,
2:02.0,G. Green enters the game for J. Crowder,,77-60,,
2:01.0,,,77-60,,Offensive rebound by P. Millsap
1:57.0,,,77-63,3,T. Hardaway makes 3-pt shot from 25 ft (assist by P. Millsap)
1:38.0,Turnover by A. Johnson (lost ball; steal by P. Millsap),,77-63,,
1:21.0,,,77-65,2,M. Delaney makes 2-pt shot from 20 ft (assist by P. Millsap)
1:02.0,Turnover by M. Smart (bad pass; steal by T. Hardaway),,77-65,,
0:55.0,,,77-65,,P. Millsap misses 3-pt shot from 23 ft
0:54.0,Defensive rebound by G. Green,,77-65,,
0:29.0,G. Green misses 3-pt shot from 24 ft,,77-65,,
0:28.0,Offensive rebound by A. Johnson,,77-65,,
0:05.0,G. Green misses 2-pt shot from 19 ft,,77-65,,
0:04.0,Offensive rebound by T. Rozier,,77-65,,
0:02.0,Shooting foul by M. Muscala (drawn by T. Rozier),,77-65,,
0:02.0,T. Rozier misses free throw 1 of 2,,77-65,,
0:02.0,Offensive rebound by Team,,77-65,,
0:02.0,T. Rozier makes free throw 2 of 2,1,78-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,78-65,,T. Hardaway misses 2-pt shot from 1 ft
11:45.0,,,78-65,,Offensive rebound by T. Hardaway
11:42.0,,,78-65,,T. Hardaway misses 3-pt shot from 23 ft
11:41.0,Defensive rebound by I. Thomas,,78-65,,
11:26.0,I. Thomas makes 2-pt shot from 16 ft,2,80-65,,
11:01.0,,,80-68,3,M. Delaney makes 3-pt shot from 28 ft
10:38.0,I. Thomas makes 2-pt shot from 2 ft,2,82-68,,
10:24.0,,,82-68,,M. Muscala misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by T. Rozier,,82-68,,
10:16.0,T. Rozier makes 2-pt shot at rim,2,84-68,,
10:04.0,,,84-68,,T. Hardaway misses 3-pt shot from 24 ft
10:03.0,Defensive rebound by A. Johnson,,84-68,,
9:56.0,G. Green misses 3-pt shot from 23 ft,,84-68,,
9:54.0,,,84-68,,Defensive rebound by T. Hardaway
9:44.0,,,84-68,,M. Delaney misses 2-pt shot from 15 ft
9:43.0,,,84-68,,Offensive rebound by M. Muscala
9:30.0,,,84-68,,M. Delaney misses 2-pt shot from 18 ft
9:28.0,Defensive rebound by T. Rozier,,84-68,,
9:14.0,I. Thomas misses 3-pt shot from 24 ft,,84-68,,
9:12.0,,,84-68,,Defensive rebound by M. Dunleavy
9:04.0,,,84-68,,M. Dunleavy misses 3-pt shot from 24 ft
9:02.0,Defensive rebound by J. Jerebko,,84-68,,
8:44.0,G. Green misses 2-pt shot from 18 ft,,84-68,,
8:41.0,,,84-68,,Defensive rebound by M. Dunleavy
8:30.0,,,84-70,2,T. Hardaway makes 2-pt shot at rim (assist by M. Delaney)
8:18.0,Offensive foul by A. Johnson,,84-70,,
8:18.0,Turnover by A. Johnson (offensive foul),,84-70,,
8:18.0,Official timeout,,84-70,,
8:18.0,,,84-70,,K. Bazemore enters the game for P. Millsap
8:18.0,K. Olynyk enters the game for A. Johnson,,84-70,,
8:09.0,,,84-70,,Turnover by M. Delaney (bad pass; steal by K. Olynyk)
8:03.0,T. Rozier misses 2-pt shot from 2 ft,,84-70,,
8:02.0,,,84-70,,Defensive rebound by M. Delaney
7:47.0,,,84-73,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by M. Delaney)
7:24.0,G. Green makes 3-pt shot from 25 ft,3,87-73,,
7:07.0,,,87-75,2,T. Hardaway makes 2-pt shot at rim (assist by K. Bazemore)
6:46.0,J. Jerebko misses 3-pt shot from 24 ft,,87-75,,
6:44.0,,,87-75,,Defensive rebound by M. Dunleavy
6:39.0,,,87-77,2,T. Hardaway makes 2-pt shot from 4 ft (assist by K. Bazemore)
6:39.0,,,87-77,,Shooting foul by T. Rozier (drawn by T. Hardaway)
6:39.0,,,87-77,,T. Hardaway misses free throw 1 of 1
6:39.0,A. Horford enters the game for T. Rozier,,87-77,,
6:39.0,J. Crowder enters the game for J. Jerebko,,87-77,,
6:36.0,,,87-77,,Offensive rebound by M. Muscala
6:24.0,,,87-77,,Shooting foul by K. Olynyk (drawn by M. Delaney)
6:24.0,,,87-78,1,M. Delaney makes free throw 1 of 2
6:24.0,,,87-79,1,M. Delaney makes free throw 2 of 2
6:12.0,G. Green misses 3-pt shot from 24 ft,,87-79,,
6:09.0,Offensive rebound by K. Olynyk,,87-79,,
6:09.0,K. Olynyk makes 2-pt shot from 1 ft,2,89-79,,
5:57.0,,,89-79,,K. Bazemore misses 3-pt shot from 25 ft
5:52.0,Defensive rebound by K. Olynyk,,89-79,,
5:46.0,J. Crowder misses 3-pt shot from 25 ft,,89-79,,
5:44.0,,,89-79,,Defensive rebound by Team
5:44.0,,,89-79,,Atlanta full timeout
5:44.0,M. Smart enters the game for G. Green,,89-79,,
5:44.0,,,89-79,,P. Millsap enters the game for M. Muscala
5:32.0,,,89-81,2,T. Hardaway makes 2-pt shot from 1 ft (assist by M. Delaney)
5:18.0,,,89-81,,Personal foul by T. Hardaway (drawn by K. Olynyk)
5:12.0,Shooting foul by K. Bazemore (drawn by K. Olynyk),,89-81,,
5:12.0,K. Olynyk makes free throw 1 of 2,1,90-81,,
5:12.0,K. Olynyk makes free throw 2 of 2,1,91-81,,
4:58.0,,,91-83,2,P. Millsap makes 2-pt shot from 8 ft (assist by M. Delaney)
4:44.0,Turnover by I. Thomas (bad pass; steal by T. Hardaway),,91-83,,
4:39.0,,,91-85,2,T. Hardaway makes 2-pt shot from 1 ft
4:25.0,Shooting foul by T. Hardaway (drawn by M. Smart),,91-85,,
4:25.0,M. Smart makes free throw 1 of 2,1,92-85,,
4:25.0,M. Smart misses free throw 2 of 2,,92-85,,
4:24.0,,,92-85,,Defensive rebound by K. Bazemore
4:13.0,,,92-85,,T. Hardaway misses 2-pt shot from 17 ft
4:12.0,Defensive rebound by J. Crowder,,92-85,,
4:04.0,,,92-85,,Personal block foul by M. Delaney (drawn by I. Thomas)
3:51.0,I. Thomas misses 2-pt shot from 14 ft,,92-85,,
3:48.0,,,92-85,,Defensive rebound by M. Dunleavy
3:38.0,,,92-87,2,T. Hardaway makes 2-pt shot from 2 ft
3:21.0,Shooting foul by K. Bazemore (drawn by I. Thomas),,92-87,,
3:21.0,I. Thomas makes free throw 1 of 2,1,93-87,,
3:21.0,I. Thomas makes free throw 2 of 2,1,94-87,,
3:21.0,T. Rozier enters the game for K. Olynyk,,93-87,,
2:58.0,,,94-89,2,M. Delaney makes 2-pt shot from 18 ft
2:42.0,Turnover by I. Thomas (lost ball; steal by T. Hardaway),,94-89,,
2:35.0,,,94-89,,K. Bazemore misses 2-pt shot from 1 ft
2:33.0,Defensive rebound by J. Crowder,,94-89,,
2:25.0,A. Horford misses 3-pt shot from 24 ft,,94-89,,
2:23.0,,,94-89,,Defensive rebound by M. Dunleavy
