time,Sacramento,pts.away,score,pts.home,New Orleans
5:35.0,,,11-15,,New Orleans full timeout
5:35.0,S. Labissiere makes free throw 1 of 2,1,12-15,,
5:35.0,S. Labissiere makes free throw 2 of 2,1,13-15,,
5:35.0,G. Papagiannis enters the game for W. Cauley-Stein,,11-15,,
5:34.0,Personal foul by B. Hield (drawn by T. Frazier),,13-15,,
5:16.0,,,13-15,,Turnover by D. Cousins (bad pass)
5:02.0,T. Evans misses 2-pt shot from 3 ft,,13-15,,
5:01.0,Offensive rebound by S. Labissiere,,13-15,,
4:56.0,Turnover by S. Labissiere (lost ball; steal by J. Holiday),,13-15,,
4:55.0,Personal foul by D. Collison (drawn by A. Davis),,13-15,,
4:55.0,,,13-15,,E. Moore enters the game for T. Frazier
4:43.0,,,13-17,2,A. Davis makes 2-pt shot from 5 ft (assist by S. Hill)
4:43.0,,,13-17,,Shooting foul by S. Labissiere (drawn by A. Davis)
4:43.0,,,13-18,1,A. Davis makes free throw 1 of 1
4:43.0,G. Temple enters the game for T. Evans,,13-17,,
4:43.0,,,13-17,,D. Cunningham enters the game for D. Cousins
4:21.0,S. Labissiere misses 2-pt shot from 13 ft (block by A. Davis),,13-18,,
4:19.0,Offensive rebound by Team,,13-18,,
4:19.0,Turnover by Team (shot clock),,13-18,,
4:00.0,,,13-18,,D. Cunningham misses 3-pt shot from 24 ft
3:59.0,,,13-18,,Offensive rebound by A. Davis
3:53.0,,,13-18,,J. Holiday misses 3-pt shot from 29 ft
3:52.0,Defensive rebound by D. Collison,,13-18,,
3:48.0,G. Temple makes 2-pt shot from 19 ft (assist by D. Collison),2,15-18,,
3:35.0,,,15-20,2,A. Davis makes 2-pt shot from 4 ft (assist by J. Holiday)
3:17.0,Turnover by D. Collison (bad pass; steal by D. Cunningham),,15-20,,
3:08.0,,,15-20,,S. Hill misses 2-pt shot from 1 ft (block by G. Temple)
3:06.0,,,15-20,,Offensive rebound by A. Davis
3:05.0,,,15-22,2,A. Davis makes 2-pt shot from 1 ft
2:45.0,D. Collison misses 2-pt shot from 2 ft,,15-22,,
2:44.0,,,15-22,,Defensive rebound by D. Cunningham
2:40.0,,,15-24,2,S. Hill makes 2-pt shot at rim
2:23.0,B. Hield makes 2-pt shot from 16 ft,2,17-24,,
2:09.0,,,17-24,,Turnover by J. Holiday (lost ball; steal by G. Temple)
2:07.0,G. Temple misses 2-pt shot at rim (block by J. Holiday),,17-24,,
2:06.0,,,17-24,,Defensive rebound by J. Holiday
1:56.0,,,17-24,,A. Davis misses 2-pt shot from 19 ft
1:55.0,Defensive rebound by G. Temple,,17-24,,
1:50.0,G. Temple misses 2-pt shot from 8 ft (block by J. Holiday),,17-24,,
1:49.0,,,17-24,,Defensive rebound by J. Holiday
1:43.0,,,17-26,2,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday)
1:19.0,S. Labissiere misses 2-pt shot from 13 ft,,17-26,,
1:18.0,Offensive rebound by B. Hield,,17-26,,
1:08.0,G. Temple misses 3-pt shot from 26 ft,,17-26,,
1:07.0,,,17-26,,Defensive rebound by A. Davis
1:03.0,,,17-26,,Turnover by A. Davis (bad pass)
1:03.0,Sacramento full timeout,,17-26,,
1:03.0,,,17-26,,T. Frazier enters the game for A. Davis
1:03.0,,,17-26,,D. Cousins enters the game for J. Holiday
1:03.0,B. McLemore enters the game for S. Labissiere,,17-26,,
1:03.0,L. Galloway enters the game for D. Collison,,17-26,,
0:51.0,L. Galloway misses 3-pt shot from 25 ft,,17-26,,
0:50.0,,,17-26,,Defensive rebound by D. Cousins
0:42.0,,,17-28,2,D. Cousins makes 2-pt shot from 2 ft
0:37.0,Turnover by B. McLemore (bad pass; steal by D. Cousins),,17-28,,
0:34.0,,,17-30,2,D. Cousins makes 2-pt shot from 1 ft
0:34.0,,,17-30,,Shooting foul by G. Papagiannis (drawn by D. Cousins)
0:34.0,,,17-31,1,D. Cousins makes free throw 1 of 1
0:13.0,Shooting foul by D. Cunningham (drawn by G. Papagiannis),,17-31,,
0:13.0,G. Papagiannis makes free throw 1 of 2,1,18-31,,
0:13.0,G. Papagiannis makes free throw 2 of 2,1,19-31,,
0:01.0,,,19-31,,Shooting foul by G. Papagiannis (drawn by D. Cousins)
0:01.0,,,19-31,,D. Cousins misses free throw 1 of 3
0:01.0,,,19-31,,Offensive rebound by Team
0:01.0,,,19-32,1,D. Cousins makes free throw 2 of 3
0:01.0,,,19-32,,D. Cousins misses free throw 3 of 3
0:01.0,Defensive rebound by B. McLemore,,19-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by G. Temple (bad pass; steal by D. Cousins),,19-32,,
11:41.0,,,19-32,,Shooting foul by G. Temple (drawn by E. Moore)
11:41.0,,,19-33,1,E. Moore makes free throw 1 of 2
11:41.0,,,19-33,,E. Moore misses free throw 2 of 2
11:40.0,Defensive rebound by B. McLemore,,19-33,,
11:24.0,L. Galloway makes 3-pt shot from 26 ft (assist by B. McLemore),3,22-33,,
11:00.0,,,22-33,,T. Frazier misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by B. McLemore,,22-33,,
10:50.0,B. McLemore misses 2-pt shot from 17 ft,,22-33,,
10:48.0,,,22-33,,Defensive rebound by D. Cousins
10:29.0,,,22-36,3,D. Cousins makes 3-pt shot from 25 ft (assist by J. Crawford)
10:08.0,G. Temple misses 2-pt shot from 18 ft,,22-36,,
10:07.0,,,22-36,,Defensive rebound by D. Cousins
10:00.0,,,22-38,2,D. Cousins makes 2-pt shot from 3 ft
9:42.0,G. Papagiannis misses 2-pt shot from 12 ft,,22-38,,
9:41.0,,,22-38,,Defensive rebound by D. Cousins
9:17.0,,,22-38,,D. Cousins misses 3-pt shot from 27 ft
9:16.0,Defensive rebound by W. Cauley-Stein,,22-38,,
9:07.0,L. Galloway misses 3-pt shot from 24 ft,,22-38,,
9:05.0,,,22-38,,Defensive rebound by D. Cunningham
8:54.0,,,22-41,3,J. Crawford makes 3-pt shot from 27 ft (assist by D. Cousins)
8:39.0,B. McLemore misses 2-pt shot from 6 ft,,22-41,,
8:36.0,Offensive rebound by B. McLemore,,22-41,,
8:35.0,B. McLemore makes 2-pt shot from 1 ft,2,24-41,,
8:19.0,,,24-41,,Turnover by D. Cousins (lost ball; steal by G. Temple)
8:12.0,B. McLemore makes 2-pt shot from 2 ft (assist by G. Temple),2,26-41,,
7:54.0,,,26-43,2,D. Cunningham makes 2-pt shot from 18 ft (assist by D. Cousins)
7:40.0,L. Galloway misses 2-pt shot from 18 ft,,26-43,,
7:38.0,,,26-43,,Defensive rebound by D. Cunningham
7:29.0,,,26-43,,New Orleans full timeout
7:29.0,,,26-43,,J. Holiday enters the game for D. Cousins
7:29.0,,,26-43,,A. Davis enters the game for E. Moore
7:29.0,S. Labissiere enters the game for G. Papagiannis,,26-43,,
7:16.0,,,26-43,,A. Davis misses 2-pt shot from 2 ft
7:14.0,Defensive rebound by B. McLemore,,26-43,,
7:08.0,B. McLemore makes 3-pt shot from 26 ft,3,29-43,,
6:45.0,,,29-43,,J. Crawford misses 2-pt shot from 3 ft
6:43.0,,,29-43,,Offensive rebound by D. Cunningham
6:43.0,,,29-45,2,D. Cunningham makes 2-pt shot at rim
6:26.0,B. McLemore misses 2-pt shot from 21 ft,,29-45,,
6:26.0,,,29-45,,Defensive rebound by D. Cunningham
6:13.0,,,29-47,2,T. Frazier makes 2-pt shot from 6 ft (assist by A. Davis)
6:04.0,Turnover by B. McLemore (bad pass; steal by T. Frazier),,29-47,,
5:57.0,,,29-50,3,J. Crawford makes 3-pt shot from 25 ft (assist by T. Frazier)
5:40.0,B. McLemore makes 2-pt shot from 3 ft,2,31-50,,
5:24.0,,,31-50,,J. Crawford misses 3-pt shot from 27 ft
5:23.0,Defensive rebound by W. Cauley-Stein,,31-50,,
5:13.0,G. Temple misses 3-pt shot from 25 ft,,31-50,,
5:12.0,,,31-50,,Defensive rebound by A. Davis
5:01.0,,,31-52,2,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday)
4:36.0,Turnover by B. McLemore (bad pass; steal by D. Cunningham),,31-52,,
4:32.0,,,31-54,2,D. Cunningham makes 2-pt shot from 2 ft (assist by T. Frazier)
4:13.0,L. Galloway misses 2-pt shot from 2 ft (block by D. Cunningham),,31-54,,
4:13.0,,,31-54,,Defensive rebound by Team
4:13.0,Official timeout,,31-54,,
4:13.0,B. Hield enters the game for G. Temple,,31-54,,
4:13.0,D. Collison enters the game for L. Galloway,,31-54,,
4:13.0,,,31-54,,D. Cousins enters the game for T. Frazier
4:13.0,,,31-54,,S. Hill enters the game for D. Cunningham
4:00.0,,,31-54,,J. Holiday misses 2-pt shot from 6 ft (block by S. Labissiere)
3:58.0,Defensive rebound by D. Collison,,31-54,,
3:53.0,Turnover by B. Hield (bad pass; steal by S. Hill),,31-54,,
3:50.0,,,31-54,,Turnover by S. Hill (lost ball; steal by D. Collison)
3:34.0,S. Labissiere misses 2-pt shot from 9 ft,,31-54,,
3:32.0,Offensive rebound by W. Cauley-Stein,,31-54,,
3:30.0,W. Cauley-Stein makes 2-pt shot from 5 ft,2,33-54,,
3:20.0,Personal foul by D. Collison (drawn by J. Holiday),,33-54,,
3:20.0,T. Evans enters the game for B. McLemore,,33-54,,
3:17.0,,,33-54,,J. Holiday misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by W. Cauley-Stein,,33-54,,
2:58.0,Sacramento full timeout,,33-54,,
2:51.0,B. Hield misses 3-pt shot from 26 ft,,33-54,,
2:49.0,,,33-54,,Defensive rebound by D. Cousins
2:33.0,,,33-54,,J. Crawford misses 2-pt shot from 18 ft
2:31.0,Defensive rebound by W. Cauley-Stein,,33-54,,
2:15.0,B. Hield makes 2-pt shot from 11 ft,2,35-54,,
2:02.0,,,35-54,,A. Davis misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by D. Collison,,35-54,,
1:54.0,B. Hield makes 3-pt shot from 26 ft (assist by D. Collison),3,38-54,,
1:53.0,,,38-54,,New Orleans full timeout
1:53.0,G. Papagiannis enters the game for W. Cauley-Stein,,38-54,,
1:40.0,,,38-56,2,A. Davis makes 2-pt shot from 7 ft
1:20.0,Turnover by B. Hield (lost ball; steal by J. Holiday),,38-56,,
1:15.0,,,38-56,,J. Crawford misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by B. Hield,,38-56,,
1:00.0,Turnover by G. Papagiannis (lost ball),,38-56,,
0:41.0,,,38-58,2,J. Crawford makes 2-pt shot from 18 ft (assist by D. Cousins)
0:28.0,D. Collison misses 2-pt shot from 21 ft,,38-58,,
0:26.0,,,38-58,,Defensive rebound by J. Holiday
0:06.0,,,38-58,,J. Crawford misses 3-pt shot from 24 ft
0:04.0,Defensive rebound by T. Evans,,38-58,,
0:01.0,T. Evans misses 3-pt shot from 31 ft,,38-58,,
0:00.0,Offensive rebound by Team,,38-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by D. Collison (bad pass; steal by T. Frazier),,38-58,,
11:38.0,,,38-60,2,J. Holiday makes 2-pt shot from 2 ft (assist by T. Frazier)
11:20.0,D. Collison misses 2-pt shot from 15 ft,,38-60,,
11:18.0,,,38-60,,Defensive rebound by A. Davis
11:04.0,Personal foul by W. Cauley-Stein (drawn by D. Cousins),,38-60,,
10:54.0,,,38-60,,J. Holiday misses 2-pt shot from 21 ft
10:52.0,Defensive rebound by W. Cauley-Stein,,38-60,,
10:49.0,Turnover by W. Cauley-Stein (bad pass; steal by T. Frazier),,38-60,,
10:45.0,,,38-60,,T. Frazier misses 2-pt shot from 18 ft
10:44.0,,,38-60,,Offensive rebound by A. Davis
10:44.0,,,38-62,2,A. Davis makes 2-pt shot at rim
10:25.0,Turnover by B. Hield (lost ball),,38-62,,
10:15.0,Personal foul by S. Labissiere (drawn by A. Davis),,38-62,,
10:07.0,,,38-62,,D. Cousins misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by T. Evans,,38-62,,
9:56.0,S. Labissiere misses 2-pt shot from 9 ft,,38-62,,
9:55.0,Offensive rebound by S. Labissiere,,38-62,,
9:53.0,Shooting foul by D. Cousins (drawn by S. Labissiere),,38-62,,
9:53.0,S. Labissiere misses free throw 1 of 2,,38-62,,
9:53.0,Offensive rebound by Team,,38-62,,
9:53.0,S. Labissiere misses free throw 2 of 2,,38-62,,
9:52.0,,,38-62,,Defensive rebound by A. Davis
9:35.0,,,38-64,2,J. Holiday makes 2-pt shot from 16 ft
9:13.0,T. Evans misses 2-pt shot from 2 ft (block by A. Davis),,38-64,,
9:12.0,Offensive rebound by S. Labissiere,,38-64,,
9:12.0,S. Labissiere misses 2-pt shot from 1 ft (block by D. Cousins),,38-64,,
9:10.0,Offensive rebound by S. Labissiere,,38-64,,
9:09.0,S. Labissiere misses 2-pt shot from 2 ft (block by A. Davis),,38-64,,
9:09.0,Jump ball: A. Davis vs. S. Labissiere (B. Hield gains possession),,,,Jump ball: A. Davis vs. S. Labissiere (B. Hield gains possession)
9:09.0,Offensive rebound by Team,,38-64,,
9:04.0,T. Evans makes 3-pt shot from 26 ft (assist by B. Hield),3,41-64,,
8:50.0,,,41-66,2,T. Frazier makes 2-pt shot from 3 ft
8:29.0,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Collison),2,43-66,,
8:19.0,Personal foul by S. Labissiere (drawn by A. Davis),,43-66,,
8:12.0,,,43-68,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
8:00.0,S. Labissiere misses 2-pt shot from 3 ft,,43-68,,
7:58.0,Offensive rebound by B. Hield,,43-68,,
7:56.0,B. Hield misses 3-pt shot from 24 ft,,43-68,,
7:55.0,,,43-68,,Defensive rebound by D. Cousins
7:48.0,,,43-68,,Turnover by D. Cousins (lost ball; steal by B. Hield)
7:43.0,B. Hield makes 2-pt shot from 2 ft,2,45-68,,
7:15.0,,,45-68,,D. Cousins misses 2-pt shot from 20 ft
7:14.0,Defensive rebound by B. Hield,,45-68,,
7:00.0,T. Evans misses 2-pt shot from 2 ft (block by D. Cousins),,45-68,,
6:59.0,,,45-68,,Defensive rebound by A. Davis
6:52.0,,,45-68,,J. Holiday misses 3-pt shot from 23 ft
6:50.0,Defensive rebound by D. Collison,,45-68,,
6:35.0,Shooting foul by A. Davis (drawn by W. Cauley-Stein),,45-68,,
6:35.0,W. Cauley-Stein misses free throw 1 of 2,,45-68,,
6:35.0,Offensive rebound by Team,,45-68,,
6:35.0,W. Cauley-Stein makes free throw 2 of 2,1,46-68,,
6:24.0,,,46-68,,A. Davis misses 2-pt shot from 6 ft
6:23.0,Defensive rebound by W. Cauley-Stein,,46-68,,
6:14.0,S. Labissiere makes 2-pt shot from 16 ft (assist by D. Collison),2,48-68,,
6:03.0,,,48-68,,A. Davis misses 2-pt shot at rim
6:01.0,Defensive rebound by Team,,48-68,,
5:53.0,S. Labissiere makes 2-pt shot from 17 ft (assist by D. Collison),2,50-68,,
5:35.0,,,50-70,2,S. Hill makes 2-pt shot from 2 ft (assist by D. Cousins)
5:21.0,D. Collison makes 2-pt shot from 19 ft,2,52-70,,
5:01.0,,,52-70,,S. Hill misses 3-pt shot from 26 ft
5:00.0,Defensive rebound by D. Collison,,52-70,,
4:50.0,,,52-70,,Personal block foul by J. Holiday (drawn by T. Evans)
4:50.0,,,52-70,,New Orleans full timeout
4:50.0,,,52-70,,E. Moore enters the game for T. Frazier
4:50.0,,,52-70,,J. Crawford enters the game for S. Hill
4:43.0,Shooting foul by J. Crawford (drawn by T. Evans),,52-70,,
4:43.0,T. Evans makes free throw 1 of 3,1,53-70,,
4:43.0,T. Evans makes free throw 2 of 3,1,54-70,,
4:43.0,T. Evans makes free throw 3 of 3,1,55-70,,
4:25.0,,,55-70,,Turnover by D. Cousins (offensive foul)
4:25.0,,,55-70,,Offensive foul by D. Cousins
4:04.0,B. Hield makes 2-pt shot from 19 ft (assist by T. Evans),2,57-70,,
3:52.0,,,57-70,,A. Davis misses 3-pt shot from 25 ft
3:50.0,Defensive rebound by W. Cauley-Stein,,57-70,,
3:40.0,T. Evans misses 2-pt shot from 17 ft,,57-70,,
3:38.0,,,57-70,,Defensive rebound by D. Cousins
3:30.0,,,57-72,2,D. Cousins makes 2-pt shot from 1 ft
3:20.0,D. Collison misses 2-pt shot from 2 ft (block by A. Davis),,57-72,,
3:19.0,Offensive rebound by S. Labissiere,,57-72,,
3:17.0,Shooting foul by D. Cousins (drawn by S. Labissiere),,57-72,,
3:17.0,S. Labissiere misses free throw 1 of 2,,57-72,,
3:17.0,Offensive rebound by Team,,57-72,,
3:17.0,S. Labissiere makes free throw 2 of 2,1,58-72,,
3:17.0,B. McLemore enters the game for B. Hield,,57-72,,
3:17.0,G. Temple enters the game for T. Evans,,57-72,,
3:17.0,,,57-72,,D. Cunningham enters the game for D. Cousins
3:09.0,,,58-72,,J. Crawford misses 2-pt shot from 8 ft
3:07.0,,,58-72,,Offensive rebound by J. Crawford
3:03.0,,,58-74,2,E. Moore makes 2-pt shot from 3 ft
3:03.0,,,58-74,,Shooting foul by D. Collison (drawn by E. Moore)
3:03.0,,,58-75,1,E. Moore makes free throw 1 of 1
3:03.0,G. Papagiannis enters the game for W. Cauley-Stein,,58-74,,
2:45.0,S. Labissiere misses 2-pt shot from 1 ft (block by A. Davis),,58-75,,
2:44.0,,,58-75,,Defensive rebound by J. Holiday
2:35.0,,,58-78,3,E. Moore makes 3-pt shot from 24 ft (assist by A. Davis)
2:16.0,S. Labissiere misses 2-pt shot from 18 ft,,58-78,,
2:15.0,,,58-78,,Defensive rebound by E. Moore
2:05.0,,,58-78,,A. Davis misses 2-pt shot from 19 ft
2:04.0,Defensive rebound by S. Labissiere,,58-78,,
2:01.0,Turnover by D. Collison (bad pass),,58-78,,
2:01.0,Sacramento full timeout,,58-78,,
2:01.0,,,58-78,,T. Frazier enters the game for J. Holiday
1:51.0,,,58-78,,T. Frazier misses 2-pt shot from 10 ft
1:50.0,Defensive rebound by G. Papagiannis,,58-78,,
1:37.0,G. Temple misses 3-pt shot from 25 ft,,58-78,,
1:37.0,,,58-78,,Defensive rebound by D. Cunningham
1:11.0,,,58-78,,J. Crawford misses 3-pt shot from 28 ft
1:10.0,Defensive rebound by S. Labissiere,,58-78,,
0:57.0,G. Papagiannis makes 2-pt shot from 8 ft,2,60-78,,
0:57.0,Shooting foul by A. Davis (drawn by G. Papagiannis),,60-78,,
0:57.0,G. Papagiannis makes free throw 1 of 1,1,61-78,,
0:46.0,,,61-80,2,E. Moore makes 2-pt shot from 2 ft (assist by J. Crawford)
0:38.0,Shooting foul by T. Frazier (drawn by D. Collison),,61-80,,
0:38.0,D. Collison makes 2-pt shot from 1 ft,2,63-80,,
0:38.0,D. Collison makes free throw 1 of 1,1,64-80,,
0:30.0,,,64-82,2,J. Crawford makes 2-pt shot from 17 ft (assist by T. Frazier)
0:09.0,Turnover by S. Labissiere (bad pass; steal by A. Davis),,64-82,,
0:03.0,,,64-84,2,T. Frazier makes 2-pt shot from 1 ft (assist by A. Davis)
0:00.0,B. McLemore misses 3-pt shot from 35 ft,,64-84,,
0:00.0,Offensive rebound by Team,,64-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,64-84,,D. Cousins misses 2-pt shot from 1 ft (block by G. Papagiannis)
11:42.0,Defensive rebound by L. Galloway,,64-84,,
11:28.0,B. McLemore misses 3-pt shot from 24 ft,,64-84,,
11:26.0,,,64-84,,Defensive rebound by D. Cousins
11:05.0,,,64-84,,D. Cousins misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by G. Temple,,64-84,,
10:55.0,W. Cauley-Stein misses 2-pt shot from 9 ft,,64-84,,
10:53.0,,,64-84,,Defensive rebound by E. Moore
10:42.0,,,64-84,,D. Cunningham misses 3-pt shot from 24 ft
10:40.0,Defensive rebound by B. McLemore,,64-84,,
10:32.0,Turnover by L. Galloway (bad pass; steal by T. Frazier),,64-84,,
10:16.0,,,64-86,2,D. Cousins makes 2-pt shot from 2 ft
9:54.0,B. McLemore makes 2-pt shot from 12 ft (assist by G. Papagiannis),2,66-86,,
9:39.0,,,66-86,,Shooting foul by B. McLemore (drawn by J. Crawford)
9:39.0,,,66-87,1,J. Crawford makes free throw 1 of 2
9:39.0,,,66-88,1,J. Crawford makes free throw 2 of 2
9:28.0,B. McLemore makes 2-pt shot at rim (assist by W. Cauley-Stein),2,68-88,,
9:04.0,,,68-88,,E. Moore misses 3-pt shot from 26 ft
9:02.0,,,68-88,,Offensive rebound by D. Cunningham
9:01.0,,,68-88,,D. Cunningham misses 2-pt shot from 12 ft
8:59.0,,,68-88,,Offensive rebound by D. Cousins
8:58.0,,,68-88,,D. Cousins misses 2-pt shot from 2 ft (block by L. Galloway)
8:58.0,,,68-88,,Offensive rebound by Team
8:58.0,Official timeout,,68-88,,
8:58.0,,,68-88,,S. Hill enters the game for E. Moore
8:48.0,Personal foul by B. McLemore (drawn by D. Cousins),,68-88,,
8:42.0,,,68-88,,J. Crawford misses 3-pt shot from 25 ft
8:41.0,Defensive rebound by B. McLemore,,68-88,,
8:33.0,,,68-88,,Personal foul by S. Hill (drawn by B. McLemore)
8:20.0,G. Temple misses 2-pt shot from 14 ft (block by J. Crawford),,68-88,,
8:19.0,Offensive rebound by G. Temple,,68-88,,
8:17.0,G. Temple makes 2-pt shot from 9 ft,2,70-88,,
7:58.0,Violation by L. Galloway (kicked ball),,70-88,,
7:52.0,,,70-88,,D. Cunningham misses 2-pt shot from 21 ft
7:49.0,Defensive rebound by W. Cauley-Stein,,70-88,,
7:43.0,B. McLemore misses 2-pt shot from 3 ft,,70-88,,
7:42.0,Offensive rebound by W. Cauley-Stein,,70-88,,
7:42.0,W. Cauley-Stein makes 2-pt shot at rim,2,72-88,,
7:25.0,,,72-90,2,D. Cousins makes 2-pt shot at rim (assist by J. Crawford)
7:05.0,G. Papagiannis makes 2-pt shot from 17 ft (assist by B. McLemore),2,74-90,,
6:51.0,,,74-92,2,D. Cunningham makes 2-pt shot from 21 ft (assist by T. Frazier)
6:40.0,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by B. McLemore),2,76-92,,
6:28.0,,,76-92,,Shooting foul by W. Cauley-Stein (drawn by D. Cousins)
6:28.0,,,76-93,1,D. Cousins makes free throw 1 of 2
6:28.0,,,76-93,,D. Cousins misses free throw 2 of 2
6:28.0,,,76-93,,E. Moore enters the game for J. Crawford
6:28.0,,,76-93,,J. Holiday enters the game for T. Frazier
6:28.0,,,76-93,,A. Davis enters the game for D. Cunningham
6:27.0,Defensive rebound by W. Cauley-Stein,,76-93,,
6:14.0,Shooting foul by D. Cousins (drawn by B. McLemore),,76-93,,
6:14.0,B. McLemore makes free throw 1 of 2,1,77-93,,
6:14.0,B. McLemore makes free throw 2 of 2,1,78-93,,
6:07.0,,,78-93,,J. Holiday misses 3-pt shot from 26 ft
6:06.0,,,78-93,,Offensive rebound by D. Cousins
6:05.0,,,78-93,,D. Cousins misses 2-pt shot at rim (block by G. Papagiannis)
6:05.0,,,78-93,,Offensive rebound by Team
6:05.0,Sacramento full timeout,,78-93,,
6:04.0,,,78-93,,Shooting foul by G. Papagiannis (drawn by D. Cousins)
6:04.0,,,78-94,1,D. Cousins makes free throw 1 of 2
6:04.0,,,78-95,1,D. Cousins makes free throw 2 of 2
5:55.0,B. McLemore misses 2-pt shot from 21 ft,,78-95,,
5:54.0,,,78-95,,Defensive rebound by E. Moore
5:44.0,,,78-95,,Shooting foul by G. Temple (drawn by E. Moore)
5:44.0,,,78-96,1,E. Moore makes free throw 1 of 2
5:44.0,,,78-97,1,E. Moore makes free throw 2 of 2
5:44.0,S. Labissiere enters the game for G. Papagiannis,,78-96,,
5:33.0,G. Temple misses 2-pt shot from 20 ft,,78-97,,
5:31.0,,,78-97,,Defensive rebound by D. Cousins
