time,Oklahoma City,pts.away,score,pts.home,LA Clippers
6:25.0,,,13-9,,B. Bass misses 2-pt shot from 10 ft
6:22.0,Defensive rebound by E. Kanter,,13-9,,
6:15.0,R. Westbrook makes 2-pt shot from 3 ft (assist by V. Oladipo),2,15-9,,
6:01.0,,,15-9,,Turnover by C. Paul (bad pass; steal by E. Kanter)
5:57.0,Turnover by R. Westbrook (lost ball; steal by C. Paul),,15-9,,
5:51.0,,,15-9,,J. Redick misses 3-pt shot from 28 ft
5:48.0,,,15-9,,Offensive rebound by C. Paul
5:43.0,,,15-12,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
5:30.0,Offensive charge foul by A. Roberson,,15-12,,
5:30.0,Turnover by A. Roberson (offensive foul),,15-12,,
5:30.0,,,15-12,,LA Clippers full timeout
5:30.0,A. Morrow enters the game for V. Oladipo,,15-12,,
5:15.0,,,15-12,,Turnover by J. Redick (bad pass; steal by A. Morrow)
5:03.0,A. Roberson misses 3-pt shot from 24 ft,,15-12,,
5:01.0,,,15-12,,Defensive rebound by C. Paul
4:56.0,,,15-12,,C. Paul misses 2-pt shot from 2 ft
4:56.0,,,15-12,,Offensive rebound by Team
4:56.0,,,15-12,,A. Rivers enters the game for J. Redick
4:44.0,K. Singler enters the game for A. Roberson,,15-12,,
4:38.0,,,15-12,,C. Paul misses 2-pt shot from 3 ft
4:34.0,,,15-12,,Offensive rebound by B. Bass
4:34.0,,,15-12,,B. Bass misses 2-pt shot from 4 ft
4:34.0,Defensive rebound by E. Kanter,,15-12,,
4:34.0,Shooting foul by A. Rivers (drawn by R. Westbrook),,15-12,,
4:34.0,R. Westbrook makes free throw 1 of 2,1,16-12,,
4:34.0,R. Westbrook makes free throw 2 of 2,1,17-12,,
4:23.0,,,17-12,,A. Rivers misses 2-pt shot from 3 ft
4:21.0,Defensive rebound by K. Singler,,17-12,,
4:16.0,R. Westbrook misses 2-pt shot from 19 ft,,17-12,,
4:10.0,Offensive rebound by S. Adams,,17-12,,
4:10.0,S. Adams makes 2-pt shot at rim,2,19-12,,
3:58.0,Personal foul by A. Morrow (drawn by C. Paul),,19-12,,
3:58.0,,,19-13,1,C. Paul makes free throw 1 of 2
3:58.0,,,19-13,,C. Paul misses free throw 2 of 2
3:58.0,Defensive rebound by K. Singler,,19-13,,
3:58.0,,,19-13,,J. Crawford enters the game for L. Mbah a Moute
3:41.0,R. Westbrook misses 3-pt shot from 27 ft,,19-13,,
3:40.0,,,19-13,,Defensive rebound by D. Jordan
3:30.0,,,19-13,,A. Rivers misses 3-pt shot from 27 ft
3:29.0,Defensive rebound by S. Adams,,19-13,,
3:17.0,R. Westbrook misses 2-pt shot from 8 ft,,19-13,,
3:15.0,,,19-13,,Defensive rebound by C. Paul
3:10.0,,,19-13,,J. Crawford misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by E. Kanter,,19-13,,
3:01.0,A. Morrow misses 2-pt shot from 12 ft,,19-13,,
2:57.0,,,19-13,,Defensive rebound by D. Jordan
2:55.0,,,19-15,2,A. Rivers makes 2-pt shot from 2 ft (assist by C. Paul)
2:40.0,,,19-15,,Personal foul by A. Rivers (drawn by R. Westbrook)
2:40.0,Oklahoma City full timeout,,19-15,,
2:40.0,,,19-15,,R. Felton enters the game for D. Jordan
2:40.0,,,19-15,,M. Speights enters the game for C. Paul
2:40.0,J. Lauvergne enters the game for S. Adams,,19-15,,
2:40.0,S. Christon enters the game for R. Westbrook,,19-15,,
2:40.0,Turnover by Team (5 sec inbounds),,19-15,,
2:27.0,,,19-17,2,M. Speights makes 2-pt shot from 18 ft (assist by J. Crawford)
2:02.0,E. Kanter misses 2-pt shot from 12 ft,,19-17,,
2:01.0,,,19-17,,Defensive rebound by M. Speights
1:54.0,,,19-17,,A. Rivers misses 2-pt shot from 5 ft (block by K. Singler)
1:54.0,,,19-17,,Offensive rebound by Team
1:47.0,,,19-19,2,M. Speights makes 2-pt shot at rim (assist by R. Felton)
1:27.0,A. Morrow makes 2-pt shot from 4 ft,2,21-19,,
1:15.0,,,21-19,,J. Crawford misses 2-pt shot from 9 ft
1:13.0,Defensive rebound by E. Kanter,,21-19,,
1:06.0,S. Christon misses 2-pt shot from 16 ft,,21-19,,
1:03.0,Offensive rebound by J. Lauvergne,,21-19,,
0:59.0,K. Singler misses 3-pt shot from 28 ft,,21-19,,
0:58.0,,,21-19,,Defensive rebound by B. Bass
0:45.0,,,21-19,,R. Felton misses 2-pt shot from 19 ft
0:42.0,,,21-19,,Offensive rebound by B. Bass
0:38.0,,,21-22,3,M. Speights makes 3-pt shot from 27 ft (assist by A. Rivers)
0:19.0,K. Singler makes 2-pt shot from 3 ft (assist by J. Lauvergne),2,23-22,,
0:02.0,,,23-24,2,J. Crawford makes 2-pt shot from 4 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by E. Kanter (lost ball; steal by B. Bass),,23-24,,
11:23.0,,,23-24,,Turnover by J. Crawford (step out of bounds)
11:14.0,,,23-24,,Personal foul by B. Bass (drawn by E. Kanter)
11:14.0,,,23-24,,B. Griffin enters the game for B. Bass
11:07.0,V. Oladipo misses 2-pt shot from 16 ft,,23-24,,
11:04.0,Offensive rebound by E. Kanter,,23-24,,
11:02.0,E. Kanter misses 2-pt shot from 7 ft,,23-24,,
10:58.0,,,23-24,,Defensive rebound by R. Felton
10:46.0,,,23-24,,B. Griffin misses 3-pt shot from 24 ft
10:45.0,Defensive rebound by E. Kanter,,23-24,,
10:24.0,V. Oladipo misses 2-pt shot from 6 ft,,23-24,,
10:23.0,,,23-24,,Defensive rebound by B. Griffin
10:18.0,,,23-24,,M. Speights misses 3-pt shot from 27 ft
10:17.0,Defensive rebound by E. Kanter,,23-24,,
10:14.0,Oklahoma City full timeout,,23-24,,
10:00.0,V. Oladipo makes 2-pt shot from 3 ft (assist by J. Lauvergne),2,25-24,,
9:42.0,,,25-24,,A. Rivers misses 3-pt shot from 28 ft
9:41.0,Defensive rebound by S. Christon,,25-24,,
9:39.0,Shooting foul by J. Crawford (drawn by V. Oladipo),,25-24,,
9:39.0,V. Oladipo misses free throw 1 of 2,,25-24,,
9:39.0,Offensive rebound by Team,,25-24,,
9:39.0,V. Oladipo makes free throw 2 of 2,1,26-24,,
9:19.0,,,26-24,,B. Griffin misses 2-pt shot from 2 ft
9:17.0,Defensive rebound by J. Lauvergne,,26-24,,
9:11.0,J. Grant misses 2-pt shot from 12 ft,,26-24,,
9:07.0,,,26-24,,Defensive rebound by B. Griffin
8:57.0,,,26-26,2,M. Speights makes 2-pt shot from 2 ft (assist by J. Crawford)
8:38.0,E. Kanter makes 2-pt shot from 6 ft,2,28-26,,
8:26.0,,,28-28,2,R. Felton makes 2-pt shot from 3 ft
8:02.0,E. Kanter misses 2-pt shot from 13 ft,,28-28,,
8:00.0,,,28-28,,Defensive rebound by M. Speights
7:51.0,,,28-28,,J. Crawford misses 3-pt shot from 26 ft
7:47.0,Defensive rebound by J. Lauvergne,,28-28,,
7:42.0,E. Kanter makes 2-pt shot from 3 ft,2,30-28,,
7:30.0,,,30-30,2,R. Felton makes 2-pt shot at rim (assist by B. Griffin)
7:14.0,S. Christon misses 2-pt shot from 5 ft,,30-30,,
7:11.0,Offensive rebound by E. Kanter,,30-30,,
7:10.0,E. Kanter misses 2-pt shot from 1 ft,,30-30,,
7:07.0,Offensive rebound by S. Christon,,30-30,,
6:59.0,J. Grant misses 2-pt shot from 9 ft,,30-30,,
6:55.0,,,30-30,,Defensive rebound by B. Griffin
6:49.0,,,30-33,3,R. Felton makes 3-pt shot from 24 ft (assist by B. Griffin)
6:33.0,Turnover by S. Christon (bad pass; steal by R. Felton),,30-33,,
6:30.0,,,30-33,,Turnover by R. Felton (bad pass)
6:30.0,,,30-33,,D. Jordan enters the game for A. Rivers
6:30.0,,,30-33,,J. Redick enters the game for J. Crawford
6:30.0,,,30-33,,C. Paul enters the game for M. Speights
6:30.0,R. Westbrook enters the game for E. Kanter,,30-33,,
6:30.0,S. Adams enters the game for S. Christon,,30-33,,
6:12.0,J. Lauvergne makes 2-pt shot from 3 ft (assist by S. Adams),2,32-33,,
6:05.0,Personal foul by V. Oladipo (drawn by D. Jordan),,32-33,,
6:05.0,D. Sabonis enters the game for J. Lauvergne,,32-33,,
5:58.0,,,32-33,,J. Redick misses 2-pt shot from 11 ft
5:55.0,Defensive rebound by S. Adams,,32-33,,
5:48.0,R. Westbrook makes 2-pt shot from 13 ft,2,34-33,,
5:33.0,,,34-33,,R. Felton misses 2-pt shot from 3 ft
5:31.0,Defensive rebound by D. Sabonis,,34-33,,
5:22.0,J. Grant misses 2-pt shot from 4 ft (block by D. Jordan),,34-33,,
5:22.0,,,34-33,,Defensive rebound by D. Jordan
5:22.0,Official timeout,,34-33,,
5:22.0,,,34-33,,J. Crawford enters the game for R. Felton
5:19.0,Jump ball: J. Grant vs. D. Jordan (J. Crawford gains possession),,,,Jump ball: J. Grant vs. D. Jordan (J. Crawford gains possession)
5:07.0,,,34-35,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
4:57.0,Turnover by R. Westbrook (bad pass; steal by J. Crawford),,34-35,,
4:45.0,,,34-35,,Turnover by C. Paul (bad pass; steal by R. Westbrook)
4:38.0,J. Grant makes 2-pt shot at rim (assist by R. Westbrook),2,36-35,,
4:13.0,,,36-35,,Turnover by J. Redick (bad pass)
4:13.0,A. Roberson enters the game for J. Grant,,36-35,,
4:01.0,Turnover by S. Adams (lost ball; steal by B. Griffin),,36-35,,
3:48.0,,,36-37,2,B. Griffin makes 2-pt shot from 2 ft
3:29.0,R. Westbrook misses 2-pt shot from 2 ft,,36-37,,
3:29.0,,,36-37,,Defensive rebound by Team
3:11.0,,,36-39,2,B. Griffin makes 2-pt shot from 1 ft
3:06.0,Offensive foul by S. Adams,,36-39,,
3:06.0,Turnover by S. Adams (offensive foul),,36-39,,
3:06.0,,,36-39,,LA Clippers full timeout
2:57.0,Personal foul by D. Sabonis (drawn by B. Griffin),,36-39,,
2:57.0,N. Collison enters the game for D. Sabonis,,36-39,,
2:48.0,,,36-39,,J. Redick misses 2-pt shot from 16 ft
2:47.0,,,36-39,,Offensive rebound by Team
2:40.0,,,36-39,,J. Redick misses 2-pt shot from 21 ft
2:40.0,Defensive rebound by Team,,36-39,,
2:29.0,V. Oladipo misses 3-pt shot from 24 ft,,36-39,,
2:28.0,Offensive rebound by R. Westbrook,,36-39,,
2:18.0,R. Westbrook makes 2-pt shot from 3 ft,2,38-39,,
1:59.0,,,38-39,,B. Griffin misses 2-pt shot from 3 ft
1:58.0,Defensive rebound by N. Collison,,38-39,,
1:55.0,Shooting foul by D. Jordan (drawn by R. Westbrook),,38-39,,
1:55.0,R. Westbrook makes free throw 1 of 2,1,39-39,,
1:55.0,R. Westbrook makes free throw 2 of 2,1,40-39,,
1:36.0,,,40-39,,B. Griffin misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by S. Adams,,40-39,,
1:29.0,R. Westbrook makes 2-pt shot from 2 ft,2,42-39,,
1:26.0,,,42-39,,LA Clippers full timeout
1:26.0,,,42-39,,A. Rivers enters the game for C. Paul
1:10.0,,,42-39,,Turnover by J. Redick (lost ball; steal by A. Roberson)
1:06.0,A. Roberson makes 2-pt shot at rim,2,44-39,,
0:41.0,,,44-41,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
0:41.0,,,44-41,,Shooting foul by R. Westbrook (drawn by D. Jordan)
0:41.0,,,44-41,,D. Jordan misses free throw 1 of 1
0:41.0,,,44-41,,B. Bass enters the game for B. Griffin
0:39.0,Defensive rebound by R. Westbrook,,44-41,,
0:33.0,Oklahoma City full timeout,,44-41,,
0:33.0,,,44-41,,C. Paul enters the game for B. Bass
0:33.0,,,44-41,,W. Johnson enters the game for A. Rivers
0:31.0,R. Westbrook makes 2-pt shot at rim (assist by N. Collison),2,46-41,,
0:12.0,,,46-41,,Turnover by D. Jordan (offensive foul)
0:12.0,,,46-41,,Offensive foul by D. Jordan
0:12.0,,,46-41,,A. Rivers enters the game for J. Redick
0:12.0,,,46-41,,L. Mbah a Moute enters the game for J. Crawford
0:12.0,A. Morrow enters the game for A. Roberson,,46-41,,
0:12.0,A. Abrines enters the game for V. Oladipo,,46-41,,
0:02.0,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook),3,49-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,R. Westbrook makes 2-pt shot from 2 ft (assist by N. Collison),2,51-41,,
11:18.0,,,51-44,3,C. Paul makes 3-pt shot from 24 ft
11:02.0,V. Oladipo misses 2-pt shot from 2 ft (block by D. Jordan),,51-44,,
11:00.0,Offensive rebound by Team,,51-44,,
10:54.0,A. Roberson misses 2-pt shot from 3 ft,,51-44,,
10:52.0,,,51-44,,Defensive rebound by D. Jordan
10:41.0,,,51-44,,B. Griffin misses 2-pt shot from 17 ft
10:40.0,Defensive rebound by N. Collison,,51-44,,
10:18.0,V. Oladipo misses 3-pt shot from 29 ft,,51-44,,
10:17.0,Offensive rebound by Team,,51-44,,
10:07.0,V. Oladipo misses 3-pt shot from 26 ft,,51-44,,
10:07.0,,,51-44,,Defensive rebound by Team
10:07.0,Loose ball foul by S. Adams (drawn by B. Griffin),,51-44,,
9:56.0,,,51-44,,J. Redick misses 2-pt shot from 2 ft
9:53.0,Defensive rebound by V. Oladipo,,51-44,,
9:43.0,R. Westbrook misses 2-pt shot from 17 ft,,51-44,,
9:40.0,Offensive rebound by S. Adams,,51-44,,
9:39.0,Turnover by R. Westbrook (lost ball),,51-44,,
9:39.0,Personal foul by R. Westbrook (drawn by C. Paul),,51-44,,
9:30.0,Personal foul by S. Adams (drawn by J. Redick),,51-44,,
9:22.0,,,51-44,,C. Paul misses 2-pt shot from 3 ft
9:17.0,Defensive rebound by S. Adams,,51-44,,
9:05.0,R. Westbrook makes 2-pt shot from 2 ft (assist by N. Collison),2,53-44,,
8:42.0,,,53-44,,J. Redick misses 3-pt shot from 24 ft
8:40.0,Defensive rebound by S. Adams,,53-44,,
8:23.0,S. Adams misses 2-pt shot from 8 ft,,53-44,,
8:19.0,,,53-44,,Defensive rebound by B. Griffin
8:14.0,,,53-44,,B. Griffin misses 2-pt shot from 4 ft
8:13.0,,,53-44,,Offensive rebound by B. Griffin
8:13.0,,,53-46,2,B. Griffin makes 2-pt shot from 1 ft
7:57.0,R. Westbrook misses 3-pt shot from 28 ft,,53-46,,
7:56.0,,,53-46,,Defensive rebound by J. Redick
7:49.0,,,53-48,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
7:49.0,Oklahoma City full timeout,,53-48,,
7:49.0,E. Kanter enters the game for N. Collison,,53-48,,
7:33.0,Turnover by R. Westbrook (bad pass; steal by C. Paul),,53-48,,
7:29.0,,,53-48,,Shooting foul by V. Oladipo (drawn by L. Mbah a Moute)
7:29.0,,,53-48,,L. Mbah a Moute misses free throw 1 of 2
7:29.0,,,53-48,,Offensive rebound by Team
7:29.0,,,53-49,1,L. Mbah a Moute makes free throw 2 of 2
7:10.0,E. Kanter misses 2-pt shot from 12 ft,,53-49,,
7:10.0,,,53-49,,Defensive rebound by Team
6:59.0,,,53-49,,B. Griffin misses 2-pt shot from 3 ft
6:58.0,,,53-49,,Offensive rebound by B. Griffin
6:55.0,,,53-49,,B. Griffin misses 2-pt shot from 3 ft
6:52.0,Defensive rebound by V. Oladipo,,53-49,,
6:40.0,R. Westbrook makes 2-pt shot from 8 ft,2,55-49,,
6:18.0,,,55-52,3,C. Paul makes 3-pt shot from 26 ft
6:03.0,Turnover by R. Westbrook (bad pass; steal by L. Mbah a Moute),,55-52,,
5:49.0,,,55-54,2,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul)
5:29.0,R. Westbrook makes 2-pt shot at rim,2,57-54,,
5:12.0,,,57-54,,B. Griffin misses 2-pt shot from 19 ft
5:11.0,Defensive rebound by V. Oladipo,,57-54,,
4:58.0,E. Kanter misses 2-pt shot from 5 ft,,57-54,,
4:56.0,Offensive rebound by A. Roberson,,57-54,,
4:56.0,A. Roberson misses 2-pt shot from 2 ft,,57-54,,
4:52.0,,,57-54,,Defensive rebound by C. Paul
4:51.0,,,57-54,,Turnover by B. Griffin (lost ball)
4:51.0,J. Grant enters the game for V. Oladipo,,57-54,,
4:37.0,E. Kanter misses 3-pt shot from 24 ft,,57-54,,
4:37.0,Offensive rebound by Team,,57-54,,
4:37.0,,,57-54,,Loose ball foul by D. Jordan (drawn by S. Adams)
4:28.0,R. Westbrook misses 2-pt shot from 16 ft,,57-54,,
4:25.0,,,57-54,,Defensive rebound by C. Paul
4:20.0,,,57-54,,J. Redick misses 2-pt shot from 15 ft
4:14.0,Defensive rebound by S. Adams,,57-54,,
4:14.0,,,57-54,,A. Rivers enters the game for J. Redick
4:06.0,R. Westbrook misses 3-pt shot from 25 ft,,57-54,,
4:05.0,,,57-54,,Defensive rebound by C. Paul
3:53.0,,,57-56,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
3:38.0,Offensive foul by E. Kanter,,57-56,,
3:38.0,Turnover by E. Kanter (offensive foul),,57-56,,
3:38.0,J. Lauvergne enters the game for S. Adams,,57-56,,
3:38.0,S. Christon enters the game for A. Roberson,,57-56,,
3:38.0,A. Morrow enters the game for R. Westbrook,,57-56,,
3:38.0,,,57-56,,J. Crawford enters the game for L. Mbah a Moute
3:23.0,,,57-56,,Shooting foul by S. Christon (drawn by C. Paul)
3:23.0,,,57-57,1,C. Paul makes free throw 1 of 2
3:23.0,,,57-58,1,C. Paul makes free throw 2 of 2
3:23.0,,,57-57,,M. Speights enters the game for D. Jordan
3:07.0,S. Christon makes 2-pt shot from 13 ft,2,59-58,,
2:55.0,,,59-58,,B. Griffin misses 2-pt shot from 17 ft
2:54.0,Defensive rebound by J. Grant,,59-58,,
2:42.0,J. Grant misses 2-pt shot from 20 ft,,59-58,,
2:41.0,,,59-58,,Defensive rebound by C. Paul
2:35.0,,,59-60,2,B. Griffin makes 2-pt shot at rim (assist by J. Crawford)
2:35.0,,,59-60,,Shooting foul by J. Grant (drawn by B. Griffin)
2:35.0,,,59-60,,LA Clippers full timeout
2:35.0,,,59-60,,B. Griffin misses free throw 1 of 1
2:35.0,,,59-60,,R. Felton enters the game for C. Paul
2:34.0,Defensive rebound by J. Lauvergne,,59-60,,
2:15.0,A. Morrow misses 2-pt shot from 19 ft,,59-60,,
2:14.0,,,59-60,,Defensive rebound by B. Griffin
1:58.0,,,59-60,,J. Crawford misses 2-pt shot from 4 ft
1:57.0,,,59-60,,Offensive rebound by M. Speights
1:57.0,,,59-62,2,M. Speights makes 2-pt shot from 3 ft
1:46.0,Offensive foul by S. Christon,,59-62,,
1:46.0,Turnover by S. Christon (offensive foul),,59-62,,
1:46.0,,,59-62,,B. Bass enters the game for B. Griffin
1:32.0,,,59-62,,A. Rivers misses 2-pt shot from 4 ft (block by J. Grant)
1:31.0,Defensive rebound by E. Kanter,,59-62,,
1:31.0,A. Abrines enters the game for A. Morrow,,59-62,,
1:31.0,Jump ball: E. Kanter vs. M. Speights (J. Lauvergne gains possession),,,,Jump ball: E. Kanter vs. M. Speights (J. Lauvergne gains possession)
1:18.0,,,59-62,,Personal foul by M. Speights (drawn by E. Kanter)
1:06.0,J. Grant makes 2-pt shot from 3 ft (assist by J. Lauvergne),2,61-62,,
0:51.0,,,61-62,,M. Speights misses 2-pt shot from 18 ft
0:50.0,Defensive rebound by J. Grant,,61-62,,
0:41.0,S. Christon makes 2-pt shot from 11 ft,2,63-62,,
0:25.0,,,63-62,,Shooting foul by S. Christon (drawn by M. Speights)
0:25.0,,,63-62,,M. Speights misses free throw 1 of 2
0:25.0,,,63-62,,Offensive rebound by Team
0:25.0,,,63-63,1,M. Speights makes free throw 2 of 2
0:02.0,S. Christon makes 2-pt shot from 15 ft,2,65-63,,
0:01.0,,,65-66,3,B. Bass makes 3-pt shot from 35 ft (assist by M. Speights)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,65-66,,A. Rivers misses 2-pt shot from 12 ft
11:40.0,,,65-66,,Offensive rebound by B. Bass
11:40.0,,,65-66,,B. Bass misses 2-pt shot at rim
11:40.0,Defensive rebound by E. Kanter,,65-66,,
11:40.0,Turnover by A. Abrines (traveling),,65-66,,
11:31.0,,,65-66,,Offensive charge foul by B. Bass
11:31.0,,,65-66,,Turnover by B. Bass (offensive foul)
11:21.0,Turnover by A. Abrines (bad pass),,65-66,,
10:57.0,,,65-66,,J. Crawford misses 2-pt shot from 11 ft
10:56.0,,,65-66,,Offensive rebound by Team
10:55.0,,,65-66,,Turnover by Team (shot clock)
10:46.0,Shooting foul by A. Rivers (drawn by J. Grant),,65-66,,
10:46.0,J. Grant misses free throw 1 of 2,,65-66,,
10:46.0,Offensive rebound by Team,,65-66,,
10:46.0,J. Grant makes free throw 2 of 2,1,66-66,,
10:27.0,,,66-66,,M. Speights misses 2-pt shot from 3 ft (block by J. Grant)
10:25.0,Defensive rebound by E. Kanter,,66-66,,
10:19.0,S. Christon misses 2-pt shot from 2 ft (block by A. Rivers),,66-66,,
10:14.0,,,66-66,,Defensive rebound by R. Felton
10:10.0,,,66-68,2,M. Speights makes 2-pt shot from 2 ft (assist by A. Rivers)
9:58.0,Shooting foul by A. Rivers (drawn by J. Grant),,66-68,,
9:58.0,J. Grant misses free throw 1 of 2,,66-68,,
9:58.0,Offensive rebound by Team,,66-68,,
9:58.0,J. Grant makes free throw 2 of 2,1,67-68,,
9:58.0,D. Sabonis enters the game for E. Kanter,,66-68,,
9:39.0,,,67-70,2,A. Rivers makes 2-pt shot from 3 ft (assist by M. Speights)
9:18.0,A. Abrines makes 3-pt shot from 27 ft (assist by D. Sabonis),3,70-70,,
9:04.0,,,70-70,,Turnover by A. Rivers (lost ball)
8:46.0,S. Christon misses 2-pt shot from 16 ft,,70-70,,
8:44.0,,,70-70,,Defensive rebound by M. Speights
8:36.0,,,70-72,2,J. Crawford makes 2-pt shot from 19 ft
8:27.0,,,70-72,,Personal foul by A. Rivers
8:27.0,Official timeout,,70-72,,
8:27.0,,,70-72,,B. Griffin enters the game for B. Bass
8:27.0,R. Westbrook enters the game for S. Christon,,70-72,,
8:23.0,R. Westbrook makes 2-pt shot from 10 ft,2,72-72,,
8:23.0,Shooting foul by R. Felton (drawn by R. Westbrook),,72-72,,
8:23.0,R. Westbrook makes free throw 1 of 1,1,73-72,,
8:23.0,,,72-72,,L. Mbah a Moute enters the game for R. Felton
8:23.0,,,72-72,,C. Paul enters the game for A. Rivers
8:09.0,,,73-72,,J. Crawford misses 2-pt shot from 3 ft
8:08.0,,,73-72,,Offensive rebound by B. Griffin
8:08.0,,,73-72,,B. Griffin misses 2-pt shot at rim
8:04.0,Defensive rebound by R. Westbrook,,73-72,,
8:03.0,Turnover by J. Grant (lost ball; steal by C. Paul),,73-72,,
7:58.0,,,73-74,2,J. Crawford makes 2-pt shot from 1 ft (assist by C. Paul)
7:32.0,R. Westbrook misses 3-pt shot from 25 ft,,73-74,,
7:31.0,,,73-74,,Defensive rebound by C. Paul
7:23.0,,,73-74,,J. Crawford misses 3-pt shot from 26 ft
7:22.0,Defensive rebound by D. Sabonis,,73-74,,
7:14.0,Shooting foul by B. Griffin (drawn by J. Lauvergne),,73-74,,
7:14.0,J. Lauvergne misses free throw 1 of 2,,73-74,,
7:14.0,Offensive rebound by Team,,73-74,,
7:14.0,J. Lauvergne makes free throw 2 of 2,1,74-74,,
7:14.0,,,73-74,,D. Jordan enters the game for M. Speights
