time,Houston,pts.away,score,pts.home,Oklahoma City
6:39.0,,,8-13,,J. Grant enters the game for T. Gibson
6:28.0,,,9-15,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:15.0,J. Harden misses 3-pt shot from 24 ft,,9-15,,
6:14.0,,,9-15,,Defensive rebound by R. Westbrook
6:05.0,,,9-17,2,V. Oladipo makes 2-pt shot at rim (assist by R. Westbrook)
5:42.0,T. Ariza misses 2-pt shot from 5 ft,,9-17,,
5:42.0,Offensive rebound by R. Anderson,,9-17,,
5:39.0,Turnover by Team (shot clock),,9-17,,
5:39.0,,,9-17,,Oklahoma City full timeout
5:39.0,E. Gordon enters the game for R. Anderson,,9-17,,
5:39.0,L. Williams enters the game for C. Capela,,9-17,,
5:39.0,N. Hilario enters the game for P. Beverley,,9-17,,
5:29.0,,,9-17,,Turnover by A. Roberson (bad pass; steal by L. Williams)
5:19.0,E. Gordon misses 2-pt shot from 2 ft (block by A. Roberson),,9-17,,
5:18.0,,,9-17,,Defensive rebound by A. Roberson
5:14.0,,,9-19,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
4:59.0,N. Hilario makes 2-pt shot at rim (assist by L. Williams),2,11-19,,
4:39.0,,,11-19,,R. Westbrook misses 2-pt shot from 16 ft
4:39.0,Defensive rebound by Team,,11-19,,
4:39.0,,,11-19,,A. Abrines enters the game for V. Oladipo
4:16.0,Shooting foul by J. Grant (drawn by T. Ariza),,11-19,,
4:16.0,T. Ariza makes free throw 1 of 2,1,12-19,,
4:16.0,T. Ariza makes free throw 2 of 2,1,13-19,,
4:16.0,,,12-19,,D. McDermott enters the game for J. Grant
4:02.0,,,13-19,,A. Roberson misses 2-pt shot from 1 ft
4:02.0,Defensive rebound by J. Harden,,13-19,,
3:50.0,Turnover by J. Harden (bad pass; steal by S. Adams),,13-19,,
3:45.0,,,13-21,2,R. Westbrook makes 2-pt shot from 1 ft
3:29.0,,,13-21,,Personal foul by A. Roberson (drawn by N. Hilario)
3:29.0,N. Hilario misses free throw 1 of 2,,13-21,,
3:29.0,Offensive rebound by Team,,13-21,,
3:29.0,N. Hilario misses free throw 2 of 2,,13-21,,
3:29.0,,,13-21,,Defensive rebound by R. Westbrook
3:22.0,,,13-21,,R. Westbrook misses 2-pt shot at rim
3:22.0,Defensive rebound by J. Harden,,13-21,,
3:15.0,L. Williams misses 2-pt shot from 2 ft (block by A. Roberson),,13-21,,
3:14.0,Offensive rebound by N. Hilario,,13-21,,
3:14.0,N. Hilario makes 2-pt shot from 2 ft,2,15-21,,
3:02.0,,,15-21,,Shooting foul by N. Hilario (drawn by R. Westbrook)
3:02.0,,,15-22,1,R. Westbrook makes free throw 1 of 2
3:02.0,,,15-23,1,R. Westbrook makes free throw 2 of 2
2:51.0,E. Gordon misses 2-pt shot from 2 ft (block by S. Adams),,15-23,,
2:51.0,,,15-23,,Defensive rebound by Team
2:51.0,Houston full timeout,,15-23,,
2:36.0,,,15-26,3,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook)
2:21.0,J. Harden misses 2-pt shot from 1 ft (block by A. Roberson),,15-26,,
2:21.0,Offensive rebound by Team,,15-26,,
2:21.0,,,15-26,,N. Cole enters the game for R. Westbrook
2:09.0,T. Ariza misses 3-pt shot from 24 ft,,15-26,,
2:08.0,,,15-26,,Defensive rebound by N. Cole
2:00.0,,,15-26,,N. Cole misses 2-pt shot from 19 ft
1:59.0,Defensive rebound by E. Gordon,,15-26,,
1:49.0,Shooting foul by A. Abrines (drawn by N. Hilario),,15-26,,
1:49.0,N. Hilario makes free throw 1 of 2,1,16-26,,
1:49.0,N. Hilario makes free throw 2 of 2,1,17-26,,
1:27.0,,,17-26,,Turnover by D. McDermott (lost ball; steal by J. Harden)
1:22.0,J. Harden makes 2-pt shot from 3 ft,2,19-26,,
1:20.0,,,19-26,,Oklahoma City full timeout
1:03.0,,,19-26,,A. Roberson misses 2-pt shot from 4 ft
1:03.0,Defensive rebound by Team,,19-26,,
0:45.0,J. Harden misses 2-pt shot from 2 ft (block by S. Adams),,19-26,,
0:44.0,Offensive rebound by Team,,19-26,,
0:41.0,T. Ariza makes 2-pt shot from 2 ft,2,21-26,,
0:41.0,Shooting foul by S. Adams (drawn by T. Ariza),,21-26,,
0:41.0,T. Ariza makes free throw 1 of 1,1,22-26,,
0:30.0,,,22-26,,N. Cole misses 2-pt shot from 19 ft
0:29.0,Defensive rebound by T. Ariza,,22-26,,
0:05.0,Turnover by L. Williams (bad pass),,22-26,,
0:01.0,,,22-26,,Shooting foul by E. Gordon (drawn by A. Roberson)
0:01.0,,,22-26,,A. Roberson misses free throw 1 of 2
0:01.0,,,22-26,,Offensive rebound by Team
0:01.0,,,22-26,,A. Roberson misses free throw 2 of 2
0:00.0,,,22-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,22-26,,E. Kanter misses 2-pt shot from 1 ft
11:46.0,Defensive rebound by N. Hilario,,22-26,,
11:37.0,L. Williams misses 2-pt shot from 2 ft (block by N. Cole),,22-26,,
11:37.0,Offensive rebound by Team,,22-26,,
11:29.0,E. Gordon misses 2-pt shot from 16 ft,,22-26,,
11:28.0,,,22-26,,Defensive rebound by E. Kanter
11:18.0,,,22-26,,N. Cole misses 3-pt shot from 24 ft
11:17.0,Defensive rebound by E. Gordon,,22-26,,
11:06.0,P. Beverley misses 2-pt shot from 8 ft,,22-26,,
11:04.0,Offensive rebound by Team,,22-26,,
10:57.0,N. Hilario makes 2-pt shot from 1 ft (assist by P. Beverley),2,24-26,,
10:39.0,Personal foul by N. Hilario (drawn by E. Kanter),,24-26,,
10:33.0,,,24-28,2,V. Oladipo makes 2-pt shot from 16 ft
10:20.0,P. Beverley misses 2-pt shot from 2 ft (block by D. McDermott),,24-28,,
10:19.0,,,24-28,,Defensive rebound by V. Oladipo
10:15.0,,,24-30,2,J. Grant makes 2-pt shot at rim (assist by V. Oladipo)
10:00.0,Shooting foul by N. Cole (drawn by L. Williams),,24-30,,
10:00.0,L. Williams makes free throw 1 of 3,1,25-30,,
10:00.0,L. Williams makes free throw 2 of 3,1,26-30,,
10:00.0,L. Williams makes free throw 3 of 3,1,27-30,,
10:00.0,C. Capela enters the game for N. Hilario,,26-30,,
9:49.0,,,27-30,,Turnover by E. Kanter (lost ball)
9:49.0,,,27-30,,R. Westbrook enters the game for N. Cole
9:38.0,,,27-30,,Personal foul by V. Oladipo (drawn by C. Capela)
9:29.0,E. Gordon misses 2-pt shot from 2 ft (block by E. Kanter),,27-30,,
9:29.0,,,27-30,,Defensive rebound by R. Westbrook
9:23.0,,,27-30,,V. Oladipo misses 3-pt shot from 24 ft
9:22.0,Defensive rebound by L. Williams,,27-30,,
9:13.0,L. Williams makes 2-pt shot from 6 ft,2,29-30,,
8:58.0,,,29-32,2,J. Grant makes 2-pt shot from 3 ft (assist by R. Westbrook)
8:47.0,E. Gordon misses 2-pt shot from 1 ft,,29-32,,
8:46.0,Offensive rebound by R. Anderson,,29-32,,
8:46.0,R. Anderson makes 2-pt shot from 1 ft,2,31-32,,
8:44.0,Technical foul by E. Gordon,,31-32,,
8:44.0,Official timeout,,31-32,,
8:44.0,,,31-33,1,R. Westbrook makes technical free throw
8:35.0,,,31-36,3,D. McDermott makes 3-pt shot from 24 ft (assist by R. Westbrook)
8:20.0,Turnover by P. Beverley (lost ball; steal by R. Westbrook),,31-36,,
8:15.0,,,31-38,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
8:13.0,Houston full timeout,,31-38,,
8:00.0,E. Gordon makes 3-pt shot from 24 ft (assist by P. Beverley),3,34-38,,
7:38.0,,,34-38,,E. Kanter misses 2-pt shot from 16 ft
7:37.0,Defensive rebound by E. Gordon,,34-38,,
7:27.0,E. Gordon misses 3-pt shot from 25 ft,,34-38,,
7:26.0,Offensive rebound by E. Gordon,,34-38,,
7:23.0,Shooting foul by E. Kanter (drawn by R. Anderson),,34-38,,
7:23.0,R. Anderson makes free throw 1 of 2,1,35-38,,
7:23.0,R. Anderson makes free throw 2 of 2,1,36-38,,
7:12.0,,,36-38,,D. McDermott misses 2-pt shot from 7 ft
7:12.0,Defensive rebound by Team,,36-38,,
6:58.0,Offensive foul by R. Anderson,,36-38,,
6:58.0,Turnover by R. Anderson (offensive foul),,36-38,,
6:46.0,T. Ariza enters the game for R. Anderson,,36-38,,
6:46.0,J. Harden enters the game for P. Beverley,,36-38,,
6:46.0,,,36-38,,A. Roberson enters the game for D. McDermott
6:46.0,,,36-38,,S. Adams enters the game for E. Kanter
6:40.0,,,36-38,,Shooting foul by E. Gordon (drawn by R. Westbrook)
6:40.0,,,36-39,1,R. Westbrook makes free throw 1 of 2
6:40.0,,,36-40,1,R. Westbrook makes free throw 2 of 2
6:40.0,,,36-39,,T. Gibson enters the game for J. Grant
6:33.0,T. Ariza makes 3-pt shot from 24 ft (assist by C. Capela),3,39-40,,
6:18.0,,,39-40,,Shooting foul by L. Williams (drawn by R. Westbrook)
6:18.0,,,39-41,1,R. Westbrook makes free throw 1 of 2
6:18.0,,,39-42,1,R. Westbrook makes free throw 2 of 2
6:06.0,L. Williams misses 3-pt shot from 23 ft,,39-42,,
6:06.0,,,39-42,,Defensive rebound by R. Westbrook
6:00.0,,,39-44,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
5:48.0,Turnover by E. Gordon (bad pass),,39-44,,
5:27.0,,,39-44,,R. Westbrook misses 2-pt shot from 18 ft
5:27.0,,,39-44,,Offensive rebound by A. Roberson
5:17.0,,,39-46,2,T. Gibson makes 2-pt shot from 6 ft
4:59.0,C. Capela misses 2-pt shot at rim (block by R. Westbrook),,39-46,,
4:58.0,,,39-46,,Defensive rebound by V. Oladipo
4:55.0,Personal foul by L. Williams (drawn by T. Gibson),,39-46,,
4:55.0,N. Hilario enters the game for C. Capela,,39-46,,
4:51.0,,,39-46,,R. Westbrook misses 2-pt shot from 18 ft
4:51.0,Defensive rebound by N. Hilario,,39-46,,
4:39.0,J. Harden makes 2-pt shot from 2 ft,2,41-46,,
4:19.0,,,41-46,,Turnover by S. Adams (bad pass; steal by T. Ariza)
4:13.0,T. Ariza misses 3-pt shot from 24 ft,,41-46,,
4:12.0,,,41-46,,Defensive rebound by R. Westbrook
3:57.0,,,41-46,,T. Gibson misses 2-pt shot from 2 ft
3:57.0,,,41-46,,Offensive rebound by S. Adams
3:55.0,,,41-48,2,S. Adams makes 2-pt shot from 1 ft
3:42.0,J. Harden misses 2-pt shot from 1 ft,,41-48,,
3:40.0,Offensive rebound by N. Hilario,,41-48,,
3:28.0,,,41-48,,Loose ball foul by A. Roberson (drawn by J. Harden)
3:22.0,E. Gordon misses 3-pt shot from 26 ft,,41-48,,
3:21.0,,,41-48,,Defensive rebound by V. Oladipo
3:06.0,,,41-48,,V. Oladipo misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by N. Hilario,,41-48,,
2:55.0,N. Hilario makes 2-pt shot from 5 ft (assist by L. Williams),2,43-48,,
2:40.0,,,43-48,,R. Westbrook misses 2-pt shot from 11 ft
2:40.0,Defensive rebound by L. Williams,,43-48,,
2:31.0,L. Williams misses 2-pt shot from 3 ft (block by V. Oladipo),,43-48,,
2:30.0,Offensive rebound by L. Williams,,43-48,,
2:29.0,L. Williams misses 2-pt shot from 1 ft (block by A. Roberson),,43-48,,
2:28.0,Offensive rebound by L. Williams,,43-48,,
2:25.0,E. Gordon makes 3-pt shot from 24 ft,3,46-48,,
2:16.0,,,46-48,,Oklahoma City full timeout
2:07.0,,,46-50,2,R. Westbrook makes 2-pt shot from 17 ft
1:49.0,E. Gordon makes 2-pt shot from 1 ft (assist by J. Harden),2,48-50,,
1:49.0,Shooting foul by V. Oladipo (drawn by E. Gordon),,48-50,,
1:49.0,E. Gordon misses free throw 1 of 1,,48-50,,
1:49.0,,,48-50,,Defensive rebound by R. Westbrook
1:42.0,,,48-52,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
1:26.0,T. Ariza misses 2-pt shot from 3 ft (block by S. Adams),,48-52,,
1:25.0,Offensive rebound by N. Hilario,,48-52,,
1:22.0,N. Hilario makes 2-pt shot from 1 ft,2,50-52,,
1:12.0,,,50-54,2,S. Adams makes 2-pt shot from 4 ft (assist by R. Westbrook)
1:01.0,L. Williams makes 2-pt shot from 12 ft,2,52-54,,
0:48.0,,,52-56,2,R. Westbrook makes 2-pt shot from 19 ft
0:30.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden),2,54-56,,
0:09.0,,,54-58,2,R. Westbrook makes 2-pt shot from 14 ft
0:01.0,J. Harden misses 3-pt shot from 27 ft,,54-58,,
0:00.0,,,54-58,,Defensive rebound by R. Westbrook
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,54-58,,R. Westbrook misses 2-pt shot from 1 ft
11:47.0,,,54-58,,Offensive rebound by A. Roberson
11:47.0,,,54-60,2,A. Roberson makes 2-pt shot from 1 ft
11:31.0,J. Harden misses 3-pt shot from 24 ft,,54-60,,
11:31.0,,,54-60,,Defensive rebound by R. Westbrook
11:19.0,,,54-60,,Turnover by T. Gibson (bad pass; steal by T. Ariza)
11:11.0,Turnover by J. Harden (bad pass; steal by V. Oladipo),,54-60,,
11:06.0,,,54-62,2,V. Oladipo makes 2-pt shot from 2 ft
10:48.0,P. Beverley misses 2-pt shot from 6 ft,,54-62,,
10:47.0,Offensive rebound by R. Anderson,,54-62,,
10:43.0,R. Anderson misses 2-pt shot from 2 ft,,54-62,,
10:43.0,,,54-62,,Defensive rebound by Team
10:29.0,,,54-62,,A. Roberson misses 3-pt shot from 23 ft
10:29.0,Defensive rebound by C. Capela,,54-62,,
10:23.0,Turnover by J. Harden (lost ball),,54-62,,
10:11.0,,,54-64,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
9:51.0,Turnover by R. Anderson (lost ball; steal by R. Westbrook),,54-64,,
9:50.0,Personal take foul by C. Capela (drawn by R. Westbrook),,54-64,,
9:41.0,,,54-64,,Turnover by A. Roberson (lost ball; steal by T. Ariza)
9:36.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,56-64,,
9:09.0,,,56-64,,R. Westbrook misses 2-pt shot from 16 ft
9:08.0,,,56-64,,Offensive rebound by T. Gibson
9:08.0,,,56-66,2,T. Gibson makes 2-pt shot at rim
8:48.0,R. Anderson misses 3-pt shot from 27 ft,,56-66,,
8:48.0,,,56-66,,Defensive rebound by V. Oladipo
8:43.0,,,56-68,2,V. Oladipo makes 2-pt shot from 5 ft
8:42.0,Houston full timeout,,56-68,,
8:42.0,N. Hilario enters the game for R. Anderson,,56-68,,
8:42.0,E. Gordon enters the game for C. Capela,,56-68,,
8:23.0,Turnover by T. Ariza (bad pass; steal by T. Gibson),,56-68,,
8:19.0,,,56-70,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
8:19.0,,,56-70,,Shooting foul by J. Harden (drawn by S. Adams)
8:19.0,,,56-70,,S. Adams misses free throw 1 of 1
8:19.0,Defensive rebound by T. Ariza,,56-70,,
8:08.0,Turnover by J. Harden (lost ball; steal by A. Roberson),,56-70,,
8:02.0,,,56-70,,R. Westbrook misses 2-pt shot from 17 ft
8:01.0,Defensive rebound by E. Gordon,,56-70,,
7:48.0,N. Hilario makes 2-pt shot from 4 ft,2,58-70,,
7:30.0,,,58-70,,R. Westbrook misses 2-pt shot from 17 ft
7:29.0,Defensive rebound by N. Hilario,,58-70,,
7:15.0,P. Beverley makes 3-pt shot from 23 ft (assist by T. Ariza),3,61-70,,
6:48.0,Jump ball: T. Gibson vs. N. Hilario (R. Westbrook gains possession),,,,Jump ball: T. Gibson vs. N. Hilario (R. Westbrook gains possession)
6:45.0,,,61-70,,R. Westbrook misses 3-pt shot from 28 ft
6:44.0,Defensive rebound by N. Hilario,,61-70,,
6:28.0,E. Gordon misses 3-pt shot from 25 ft,,61-70,,
6:28.0,,,61-70,,Defensive rebound by T. Gibson
6:13.0,,,61-70,,S. Adams misses 2-pt shot from 2 ft (block by E. Gordon)
6:12.0,Defensive rebound by J. Harden,,61-70,,
6:04.0,E. Gordon makes 3-pt shot from 23 ft (assist by N. Hilario),3,64-70,,
6:04.0,,,64-70,,Oklahoma City full timeout
6:04.0,,,64-70,,D. McDermott enters the game for V. Oladipo
6:04.0,,,64-70,,A. Abrines enters the game for T. Gibson
5:48.0,,,64-70,,R. Westbrook misses 2-pt shot from 16 ft
5:48.0,Defensive rebound by E. Gordon,,64-70,,
5:26.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden),2,66-70,,
5:12.0,,,66-70,,D. McDermott misses 3-pt shot from 24 ft
5:12.0,,,66-70,,Offensive rebound by Team
5:11.0,Loose ball foul by J. Harden (drawn by S. Adams),,66-70,,
5:11.0,L. Williams enters the game for P. Beverley,,66-70,,
5:06.0,,,66-70,,Turnover by R. Westbrook (lost ball; steal by N. Hilario)
5:01.0,L. Williams makes 2-pt shot from 8 ft,2,68-70,,
4:43.0,Personal block foul by N. Hilario (drawn by R. Westbrook),,68-70,,
4:35.0,,,68-70,,D. McDermott misses 3-pt shot from 26 ft (block by E. Gordon)
4:35.0,,,68-70,,Offensive rebound by Team
4:29.0,,,68-70,,S. Adams misses 2-pt shot from 12 ft
4:28.0,Defensive rebound by E. Gordon,,68-70,,
4:22.0,Offensive foul by N. Hilario,,68-70,,
4:22.0,Turnover by N. Hilario (offensive foul),,68-70,,
4:22.0,C. Capela enters the game for N. Hilario,,68-70,,
4:14.0,,,68-70,,Shooting foul by E. Gordon (drawn by A. Roberson)
4:14.0,,,68-70,,A. Roberson misses free throw 1 of 2
4:14.0,,,68-70,,Offensive rebound by Team
4:14.0,,,68-70,,A. Roberson misses free throw 2 of 2
4:14.0,,,68-70,,Offensive rebound by A. Roberson
4:11.0,,,68-70,,A. Roberson misses 2-pt shot from 1 ft
4:10.0,Defensive rebound by T. Ariza,,68-70,,
3:59.0,C. Capela misses 2-pt shot from 4 ft,,68-70,,
3:59.0,,,68-70,,Defensive rebound by S. Adams
3:44.0,,,68-72,2,S. Adams makes 2-pt shot from 1 ft
3:30.0,Turnover by C. Capela (lost ball),,68-72,,
3:09.0,,,68-72,,Turnover by S. Adams (traveling)
2:55.0,L. Williams misses 3-pt shot from 25 ft,,68-72,,
2:54.0,,,68-72,,Defensive rebound by R. Westbrook
2:42.0,,,68-74,2,D. McDermott makes 2-pt shot from 7 ft (assist by A. Abrines)
2:30.0,Turnover by J. Harden (bad pass; steal by D. McDermott),,68-74,,
2:28.0,Personal foul by J. Harden (drawn by S. Adams),,68-74,,
2:28.0,,,68-75,1,S. Adams makes free throw 1 of 2
2:28.0,,,68-75,,S. Adams misses free throw 2 of 2
2:28.0,,,68-75,,Offensive rebound by S. Adams
2:28.0,,,68-75,,N. Cole enters the game for R. Westbrook
2:10.0,,,68-75,,A. Abrines misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by C. Capela,,68-75,,
2:00.0,J. Harden misses 3-pt shot from 24 ft,,68-75,,
1:59.0,,,68-75,,Defensive rebound by D. McDermott
1:36.0,,,68-75,,A. Abrines misses 2-pt shot from 1 ft
1:35.0,Defensive rebound by L. Williams,,68-75,,
1:29.0,Offensive foul by C. Capela,,68-75,,
1:29.0,Turnover by C. Capela (offensive foul),,68-75,,
1:29.0,,,68-75,,V. Oladipo enters the game for D. McDermott
1:29.0,R. Anderson enters the game for C. Capela,,68-75,,
1:09.0,,,68-75,,Turnover by N. Cole (lost ball)
1:09.0,,,68-75,,T. Gibson enters the game for S. Adams
0:59.0,Shooting foul by A. Roberson (drawn by J. Harden),,68-75,,
0:59.0,J. Harden makes free throw 1 of 2,1,69-75,,
0:59.0,J. Harden makes free throw 2 of 2,1,70-75,,
0:42.0,,,70-77,2,V. Oladipo makes 2-pt shot from 23 ft
0:26.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,73-77,,
0:15.0,,,73-77,,Turnover by N. Cole (bad pass; steal by L. Williams)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,P. Beverley misses 3-pt shot from 24 ft,,73-77,,
11:36.0,,,73-77,,Defensive rebound by E. Kanter
11:21.0,,,73-79,2,V. Oladipo makes 2-pt shot from 11 ft
10:59.0,R. Anderson makes 3-pt shot from 26 ft (assist by P. Beverley),3,76-79,,
10:42.0,,,76-79,,E. Kanter misses 2-pt shot from 4 ft
10:40.0,,,76-79,,Offensive rebound by J. Grant
10:39.0,,,76-79,,Turnover by J. Grant (bad pass; steal by P. Beverley)
10:26.0,L. Williams misses 3-pt shot from 25 ft,,76-79,,
10:24.0,Offensive rebound by T. Ariza,,76-79,,
10:18.0,P. Beverley makes 3-pt shot from 22 ft (assist by T. Ariza),3,79-79,,
9:55.0,,,79-79,,E. Kanter misses 2-pt shot from 5 ft
9:52.0,Defensive rebound by L. Williams,,79-79,,
9:42.0,L. Williams makes 2-pt shot from 12 ft,2,81-79,,
9:42.0,Shooting foul by N. Cole (drawn by L. Williams),,81-79,,
9:42.0,L. Williams makes free throw 1 of 1,1,82-79,,
9:42.0,,,81-79,,D. McDermott enters the game for E. Kanter
9:42.0,,,81-79,,R. Westbrook enters the game for N. Cole
9:26.0,Personal foul by P. Beverley (drawn by R. Westbrook),,82-79,,
9:21.0,,,82-81,2,J. Grant makes 2-pt shot at rim
9:07.0,,,82-81,,Shooting block foul by J. Grant (drawn by E. Gordon)
9:07.0,E. Gordon makes free throw 1 of 2,1,83-81,,
9:07.0,E. Gordon makes free throw 2 of 2,1,84-81,,
8:57.0,,,84-84,3,R. Westbrook makes 3-pt shot from 25 ft
8:41.0,P. Beverley misses 3-pt shot from 25 ft,,84-84,,
8:41.0,,,84-84,,Defensive rebound by A. Abrines
8:33.0,,,84-86,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
8:32.0,Houston full timeout,,84-86,,
8:32.0,N. Hilario enters the game for R. Anderson,,84-86,,
8:32.0,J. Harden enters the game for E. Gordon,,84-86,,
8:32.0,,,84-86,,A. Roberson enters the game for A. Abrines
8:19.0,L. Williams makes 3-pt shot from 26 ft,3,87-86,,
8:05.0,,,87-86,,Turnover by A. Roberson (lost ball; steal by P. Beverley)
7:54.0,L. Williams misses 3-pt shot from 29 ft,,87-86,,
7:53.0,,,87-86,,Defensive rebound by J. Grant
7:42.0,,,87-86,,R. Westbrook misses 2-pt shot from 11 ft
7:42.0,Defensive rebound by N. Hilario,,87-86,,
7:30.0,P. Beverley misses 3-pt shot from 23 ft,,87-86,,
7:30.0,,,87-86,,Defensive rebound by J. Grant
7:17.0,,,87-86,,Shooting foul by P. Beverley (drawn by R. Westbrook)
7:17.0,,,87-86,,R. Westbrook misses free throw 1 of 2
7:17.0,,,87-86,,Offensive rebound by Team
7:17.0,,,87-87,1,R. Westbrook makes free throw 2 of 2
7:17.0,,,87-86,,S. Adams enters the game for J. Grant
6:54.0,P. Beverley misses 2-pt shot from 3 ft,,87-87,,
6:54.0,,,87-87,,Defensive rebound by S. Adams
6:39.0,Personal foul by P. Beverley (drawn by R. Westbrook),,87-87,,
6:29.0,,,87-87,,R. Westbrook misses 2-pt shot from 13 ft
6:28.0,Defensive rebound by L. Williams,,87-87,,
6:19.0,Turnover by P. Beverley (lost ball; steal by V. Oladipo),,87-87,,
6:14.0,,,87-87,,Oklahoma City full timeout
6:14.0,E. Gordon enters the game for P. Beverley,,87-87,,
6:05.0,,,87-87,,D. McDermott misses 2-pt shot from 14 ft
6:03.0,Defensive rebound by J. Harden,,87-87,,
5:58.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,89-87,,
5:35.0,,,89-90,3,R. Westbrook makes 3-pt shot from 26 ft
5:21.0,Shooting foul by V. Oladipo (drawn by L. Williams),,89-90,,
5:21.0,L. Williams makes free throw 1 of 3,1,90-90,,
5:21.0,L. Williams makes free throw 2 of 3,1,91-90,,
5:21.0,L. Williams makes free throw 3 of 3,1,92-90,,
5:01.0,,,92-90,,R. Westbrook misses 3-pt shot from 27 ft
5:00.0,Defensive rebound by J. Harden,,92-90,,
4:54.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,94-90,,
4:40.0,,,94-92,2,R. Westbrook makes 2-pt shot from 1 ft
4:40.0,,,94-92,,Shooting foul by T. Ariza (drawn by R. Westbrook)
4:40.0,,,94-93,1,R. Westbrook makes free throw 1 of 1
4:40.0,,,94-92,,T. Gibson enters the game for D. McDermott
