time,New Orleans,pts.away,score,pts.home,Oklahoma City
2:11.0,D. Motiejunas misses 2-pt shot from 6 ft,,29-27,,
2:10.0,Offensive rebound by A. Davis,,29-27,,
2:10.0,A. Davis makes 2-pt shot at rim,2,31-27,,
1:58.0,,,31-27,,Turnover by E. Kanter (traveling)
1:58.0,T. Frazier enters the game for J. Holiday,,31-27,,
1:58.0,,,31-27,,A. Roberson enters the game for A. Abrines
1:58.0,,,31-27,,S. Christon enters the game for R. Westbrook
1:47.0,Shooting foul by A. Roberson (drawn by A. Davis),,31-27,,
1:47.0,A. Davis makes free throw 1 of 2,1,32-27,,
1:47.0,A. Davis makes free throw 2 of 2,1,33-27,,
1:47.0,D. Cunningham enters the game for S. Hill,,32-27,,
1:31.0,,,33-29,2,E. Kanter makes 2-pt shot from 2 ft
1:10.0,E. Moore misses 2-pt shot from 13 ft,,33-29,,
1:09.0,,,33-29,,Defensive rebound by A. Roberson
0:56.0,,,33-32,3,A. Roberson makes 3-pt shot from 25 ft (assist by D. McDermott)
0:44.0,A. Davis misses 2-pt shot from 15 ft,,33-32,,
0:42.0,,,33-32,,Defensive rebound by E. Kanter
0:38.0,,,33-32,,Offensive charge foul by E. Kanter
0:38.0,,,33-32,,Turnover by E. Kanter (offensive foul)
0:30.0,T. Frazier misses 2-pt shot from 20 ft,,33-32,,
0:29.0,,,33-32,,Defensive rebound by E. Kanter
0:07.0,,,33-32,,S. Christon misses 2-pt shot from 8 ft
0:07.0,Defensive rebound by D. Motiejunas,,33-32,,
0:01.0,A. Davis makes 2-pt shot from 1 ft,2,35-32,,
0:00.0,,,35-32,,S. Christon misses 3-pt shot from 71 ft
0:00.0,,,35-32,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,35-32,,T. Gibson misses 2-pt shot from 3 ft
11:42.0,Defensive rebound by D. Cousins,,35-32,,
11:26.0,D. Cousins makes 2-pt shot from 12 ft,2,37-32,,
11:12.0,,,37-34,2,A. Roberson makes 2-pt shot from 1 ft
11:03.0,Shooting foul by D. McDermott (drawn by T. Frazier),,37-34,,
11:03.0,T. Frazier misses free throw 1 of 2,,37-34,,
11:03.0,Offensive rebound by Team,,37-34,,
11:03.0,T. Frazier misses free throw 2 of 2,,37-34,,
11:03.0,,,37-34,,Defensive rebound by T. Gibson
10:48.0,,,37-36,2,E. Kanter makes 2-pt shot from 15 ft
10:28.0,E. Moore misses 2-pt shot from 1 ft,,37-36,,
10:28.0,,,37-36,,Defensive rebound by T. Gibson
10:19.0,,,37-38,2,A. Roberson makes 2-pt shot from 2 ft (assist by E. Kanter)
9:59.0,Shooting foul by A. Roberson (drawn by E. Moore),,37-38,,
9:59.0,E. Moore makes free throw 1 of 2,1,38-38,,
9:59.0,E. Moore makes free throw 2 of 2,1,39-38,,
9:46.0,,,39-38,,T. Gibson misses 2-pt shot from 11 ft
9:46.0,Defensive rebound by D. Cousins,,39-38,,
9:36.0,D. Cousins misses 3-pt shot from 26 ft,,39-38,,
9:36.0,Offensive rebound by D. Motiejunas,,39-38,,
9:30.0,E. Moore makes 2-pt shot from 2 ft,2,41-38,,
9:16.0,,,41-38,,S. Christon misses 2-pt shot from 1 ft
9:14.0,,,41-38,,Offensive rebound by E. Kanter
9:14.0,,,41-40,2,E. Kanter makes 2-pt shot from 1 ft
8:55.0,,,41-40,,Personal block foul by T. Gibson (drawn by D. Motiejunas)
8:55.0,Official timeout,,41-40,,
8:55.0,,,41-40,,J. Grant enters the game for A. Roberson
8:55.0,,,41-40,,S. Adams enters the game for E. Kanter
8:55.0,,,41-40,,R. Westbrook enters the game for S. Christon
8:44.0,D. Cousins makes 2-pt shot from 5 ft,2,43-40,,
8:27.0,,,43-40,,Turnover by T. Gibson (bad pass; steal by E. Moore)
8:26.0,Turnover by D. Cunningham (bad pass),,43-40,,
8:12.0,,,43-40,,D. McDermott misses 2-pt shot from 10 ft
8:11.0,Defensive rebound by D. Cousins,,43-40,,
7:54.0,T. Frazier misses 3-pt shot from 25 ft,,43-40,,
7:53.0,,,43-40,,Defensive rebound by J. Grant
7:42.0,,,43-40,,T. Gibson misses 2-pt shot from 14 ft
7:41.0,Defensive rebound by D. Cousins,,43-40,,
7:32.0,D. Cousins makes 2-pt shot from 6 ft,2,45-40,,
7:20.0,,,45-40,,Turnover by R. Westbrook (bad pass; steal by E. Moore)
7:07.0,Shooting foul by R. Westbrook (drawn by D. Motiejunas),,45-40,,
7:07.0,D. Motiejunas makes free throw 1 of 2,1,46-40,,
7:07.0,D. Motiejunas misses free throw 2 of 2,,46-40,,
7:07.0,,,46-40,,A. Abrines enters the game for T. Gibson
7:06.0,,,46-40,,Defensive rebound by J. Grant
6:59.0,Violation by D. Motiejunas (kicked ball),,46-40,,
6:59.0,H. Thompson enters the game for D. Motiejunas,,46-40,,
6:45.0,,,46-40,,D. McDermott misses 2-pt shot from 12 ft
6:45.0,Defensive rebound by D. Cunningham,,46-40,,
6:24.0,D. Cousins makes 2-pt shot from 15 ft,2,48-40,,
6:11.0,,,48-42,2,A. Abrines makes 2-pt shot at rim (assist by R. Westbrook)
5:57.0,H. Thompson misses 2-pt shot from 1 ft,,48-42,,
5:57.0,,,48-42,,Defensive rebound by J. Grant
5:51.0,,,48-45,3,A. Abrines makes 3-pt shot from 23 ft (assist by R. Westbrook)
5:29.0,T. Frazier misses 2-pt shot from 1 ft,,48-45,,
5:29.0,,,48-45,,Defensive rebound by D. McDermott
5:24.0,Personal foul by H. Thompson (drawn by R. Westbrook),,48-45,,
5:24.0,,,48-45,,Oklahoma City full timeout
5:24.0,A. Davis enters the game for E. Moore,,48-45,,
5:24.0,J. Holiday enters the game for T. Frazier,,48-45,,
5:24.0,S. Hill enters the game for D. Cunningham,,48-45,,
5:20.0,,,48-47,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:56.0,D. Cousins makes 2-pt shot from 6 ft,2,50-47,,
4:45.0,,,50-47,,S. Adams misses 2-pt shot at rim
4:44.0,Defensive rebound by H. Thompson,,50-47,,
4:38.0,J. Holiday misses 2-pt shot from 19 ft,,50-47,,
4:36.0,,,50-47,,Defensive rebound by S. Adams
4:30.0,,,50-47,,R. Westbrook misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by A. Davis,,50-47,,
4:06.0,D. Cousins misses 2-pt shot from 3 ft,,50-47,,
4:06.0,,,50-47,,Defensive rebound by R. Westbrook
3:59.0,,,50-49,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
3:40.0,D. Cousins makes 2-pt shot from 15 ft,2,52-49,,
3:23.0,,,52-49,,A. Abrines misses 2-pt shot from 16 ft
3:23.0,Defensive rebound by Team,,52-49,,
3:23.0,,,52-49,,A. Roberson enters the game for D. McDermott
3:09.0,D. Cousins misses 3-pt shot from 25 ft,,52-49,,
3:09.0,,,52-49,,Defensive rebound by R. Westbrook
3:03.0,,,52-51,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
2:48.0,J. Holiday misses 2-pt shot from 3 ft,,52-51,,
2:45.0,Offensive rebound by D. Cousins,,52-51,,
2:45.0,,,52-51,,Personal foul by J. Grant (drawn by D. Cousins)
2:45.0,New Orleans full timeout,,52-51,,
2:45.0,D. Cousins makes free throw 1 of 2,1,53-51,,
2:45.0,D. Cousins makes free throw 2 of 2,1,54-51,,
2:27.0,,,54-51,,R. Westbrook misses 2-pt shot from 13 ft
2:27.0,,,54-51,,Offensive rebound by S. Adams
2:26.0,,,54-51,,Shooting foul by A. Davis (drawn by S. Adams)
2:26.0,,,54-51,,S. Adams misses free throw 1 of 2
2:26.0,,,54-51,,Offensive rebound by Team
2:26.0,,,54-52,1,S. Adams makes free throw 2 of 2
2:26.0,D. Motiejunas enters the game for A. Davis,,54-51,,
2:14.0,,,54-52,,Personal foul by S. Adams (drawn by D. Cousins)
2:14.0,D. Cousins makes free throw 1 of 2,1,55-52,,
2:14.0,D. Cousins makes free throw 2 of 2,1,56-52,,
2:03.0,,,56-54,2,J. Grant makes 2-pt shot from 6 ft (assist by R. Westbrook)
2:03.0,Shooting block foul by S. Hill (drawn by J. Grant),,56-54,,
2:03.0,,,56-55,1,J. Grant makes free throw 1 of 1
1:52.0,Turnover by J. Holiday (bad pass; steal by R. Westbrook),,56-55,,
1:44.0,,,56-55,,J. Grant misses 3-pt shot from 22 ft
1:43.0,Defensive rebound by Team,,56-55,,
1:27.0,D. Cousins misses 3-pt shot from 25 ft,,56-55,,
1:26.0,,,56-55,,Defensive rebound by A. Roberson
1:19.0,,,56-57,2,R. Westbrook makes 2-pt shot from 2 ft
0:57.0,D. Cousins makes 2-pt shot from 4 ft,2,58-57,,
0:57.0,Shooting foul by S. Adams (drawn by D. Cousins),,58-57,,
0:57.0,D. Cousins makes free throw 1 of 1,1,59-57,,
0:57.0,,,58-57,,E. Kanter enters the game for S. Adams
0:45.0,Shooting block foul by D. Cousins (drawn by J. Grant),,59-57,,
0:45.0,,,59-58,1,J. Grant makes free throw 1 of 2
0:45.0,,,59-59,1,J. Grant makes free throw 2 of 2
0:45.0,D. Cunningham enters the game for D. Cousins,,59-58,,
0:24.0,Turnover by J. Holiday (lost ball; steal by E. Kanter),,59-59,,
0:18.0,,,59-59,,Oklahoma City full timeout
0:18.0,,,59-59,,D. McDermott enters the game for A. Roberson
0:03.0,,,59-59,,Turnover by R. Westbrook (lost ball; steal by S. Hill)
0:00.0,S. Hill misses 3-pt shot from 28 ft,,59-59,,
0:00.0,Offensive rebound by Team,,59-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,Technical foul by Team,,59-59,,
12:00.0,Technical foul by S. Hill,,59-59,,
12:00.0,,,59-59,,R. Westbrook misses technical free throw
12:00.0,,,59-59,,Offensive rebound by Team
12:00.0,,,59-60,1,R. Westbrook makes technical free throw
11:51.0,,,59-62,2,R. Westbrook makes 2-pt shot from 15 ft
11:37.0,A. Davis makes 3-pt shot from 24 ft (assist by J. Holiday),3,62-62,,
11:25.0,,,62-62,,A. Abrines misses 2-pt shot from 23 ft (block by J. Holiday)
11:24.0,Defensive rebound by J. Holiday,,62-62,,
11:09.0,A. Davis misses 2-pt shot from 9 ft,,62-62,,
11:08.0,Offensive rebound by D. Cousins,,62-62,,
11:08.0,D. Cousins makes 2-pt shot from 1 ft,2,64-62,,
10:44.0,,,64-62,,Shooting foul by S. Hill (drawn by A. Abrines)
10:44.0,,,64-63,1,A. Abrines makes free throw 1 of 2
10:44.0,,,64-64,1,A. Abrines makes free throw 2 of 2
10:35.0,H. Thompson makes 3-pt shot from 23 ft (assist by J. Holiday),3,67-64,,
10:18.0,,,67-66,2,D. Sabonis makes 2-pt shot from 2 ft
10:18.0,,,67-66,,Shooting foul by D. Cousins (drawn by D. Sabonis)
10:18.0,,,67-66,,D. Sabonis misses free throw 1 of 1
10:17.0,Defensive rebound by D. Cousins,,67-66,,
10:02.0,Turnover by H. Thompson (bad pass),,67-66,,
9:54.0,,,67-68,2,R. Westbrook makes 2-pt shot from 13 ft
9:40.0,,,67-68,,Personal foul by D. Sabonis (drawn by A. Davis)
9:35.0,J. Holiday misses 2-pt shot from 16 ft,,67-68,,
9:34.0,,,67-68,,Defensive rebound by D. Sabonis
9:28.0,,,67-68,,R. Westbrook misses 3-pt shot from 25 ft
9:27.0,,,67-68,,Offensive rebound by R. Westbrook
9:22.0,,,67-68,,Turnover by R. Westbrook (bad pass; steal by A. Davis)
9:16.0,,,67-68,,Shooting block foul by A. Abrines (drawn by H. Thompson)
9:16.0,H. Thompson misses free throw 1 of 2,,67-68,,
9:16.0,Offensive rebound by Team,,67-68,,
9:16.0,H. Thompson makes free throw 2 of 2,1,68-68,,
9:16.0,,,67-68,,T. Gibson enters the game for D. Sabonis
9:16.0,D. Cunningham enters the game for D. Cousins,,67-68,,
9:05.0,,,68-70,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
8:57.0,New Orleans full timeout,,68-70,,
8:41.0,J. Holiday misses 2-pt shot from 1 ft,,68-70,,
8:41.0,,,68-70,,Defensive rebound by R. Westbrook
8:35.0,,,68-70,,Turnover by R. Westbrook (bad pass; steal by J. Holiday)
8:29.0,S. Hill misses 3-pt shot from 25 ft,,68-70,,
8:29.0,,,68-70,,Defensive rebound by R. Westbrook
8:18.0,,,68-70,,R. Westbrook misses 2-pt shot from 4 ft
8:17.0,,,68-70,,Offensive rebound by S. Adams
8:11.0,Personal foul by H. Thompson (drawn by T. Gibson),,68-70,,
8:05.0,,,68-72,2,T. Gibson makes 2-pt shot at rim (assist by A. Abrines)
7:43.0,D. Cunningham makes 3-pt shot from 23 ft (assist by A. Davis),3,71-72,,
7:19.0,,,71-72,,T. Gibson misses 2-pt shot from 4 ft
7:18.0,,,71-72,,Offensive rebound by S. Adams
7:18.0,,,71-72,,S. Adams misses 2-pt shot from 2 ft
7:17.0,Defensive rebound by J. Holiday,,71-72,,
7:09.0,H. Thompson misses 3-pt shot from 23 ft,,71-72,,
7:08.0,,,71-72,,Defensive rebound by R. Westbrook
7:00.0,,,71-72,,Oklahoma City full timeout
6:55.0,,,71-72,,R. Westbrook misses 2-pt shot from 2 ft
6:55.0,Defensive rebound by A. Davis,,71-72,,
6:55.0,,,71-72,,Personal take foul by R. Westbrook (drawn by A. Davis)
6:41.0,A. Davis makes 2-pt shot from 12 ft,2,73-72,,
6:22.0,,,73-72,,Shooting foul by D. Cunningham (drawn by T. Gibson)
6:22.0,,,73-73,1,T. Gibson makes free throw 1 of 2
6:22.0,,,73-74,1,T. Gibson makes free throw 2 of 2
6:14.0,,,73-74,,Personal foul by A. Roberson (drawn by A. Davis)
6:02.0,A. Davis misses 2-pt shot from 16 ft,,73-74,,
6:02.0,,,73-74,,Defensive rebound by A. Abrines
5:48.0,,,73-76,2,R. Westbrook makes 2-pt shot from 1 ft
5:48.0,Shooting block foul by A. Davis (drawn by R. Westbrook),,73-76,,
5:48.0,,,73-77,1,R. Westbrook makes free throw 1 of 1
5:29.0,A. Davis misses 2-pt shot from 4 ft,,73-77,,
5:29.0,,,73-77,,Defensive rebound by R. Westbrook
5:22.0,,,73-77,,T. Gibson misses 2-pt shot from 2 ft
5:21.0,Defensive rebound by J. Holiday,,73-77,,
5:03.0,J. Holiday makes 2-pt shot from 6 ft,2,75-77,,
4:45.0,,,75-77,,R. Westbrook misses 2-pt shot from 18 ft
4:45.0,Defensive rebound by S. Hill,,75-77,,
4:28.0,A. Davis misses 2-pt shot from 16 ft,,75-77,,
4:27.0,Offensive rebound by S. Hill,,75-77,,
4:27.0,Shooting foul by A. Abrines (drawn by S. Hill),,75-77,,
4:27.0,S. Hill makes free throw 1 of 2,1,76-77,,
4:27.0,S. Hill makes free throw 2 of 2,1,77-77,,
4:27.0,,,76-77,,E. Kanter enters the game for S. Adams
4:12.0,,,77-77,,R. Westbrook misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by S. Hill,,77-77,,
4:00.0,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday),2,79-77,,
4:00.0,Shooting foul by T. Gibson (drawn by A. Davis),,79-77,,
4:00.0,,,79-77,,Violation by A. Roberson (def goaltending)
4:00.0,A. Davis makes free throw 1 of 1,1,80-77,,
4:00.0,E. Moore enters the game for H. Thompson,,79-77,,
3:50.0,,,80-77,,E. Kanter misses 2-pt shot from 17 ft
3:49.0,,,80-77,,Offensive rebound by T. Gibson
3:43.0,,,80-77,,Violation by E. Kanter (kicked ball)
3:43.0,,,80-77,,D. McDermott enters the game for A. Abrines
3:37.0,,,80-79,2,D. McDermott makes 2-pt shot from 17 ft (assist by R. Westbrook)
3:18.0,A. Davis misses 2-pt shot from 18 ft,,80-79,,
3:17.0,,,80-79,,Defensive rebound by E. Kanter
3:03.0,,,80-81,2,R. Westbrook makes 2-pt shot from 18 ft
2:41.0,A. Davis misses 2-pt shot from 5 ft,,80-81,,
2:41.0,,,80-81,,Defensive rebound by E. Kanter
2:34.0,,,80-81,,R. Westbrook misses 2-pt shot from 16 ft
2:33.0,,,80-81,,Offensive rebound by Team
2:33.0,Loose ball foul by A. Davis (drawn by E. Kanter),,80-81,,
2:33.0,,,80-81,,E. Kanter misses free throw 1 of 2
2:33.0,,,80-81,,Offensive rebound by Team
2:33.0,,,80-82,1,E. Kanter makes free throw 2 of 2
2:33.0,D. Cousins enters the game for A. Davis,,80-81,,
2:12.0,D. Cunningham misses 3-pt shot from 24 ft,,80-82,,
2:11.0,Offensive rebound by Team,,80-82,,
2:11.0,,,80-82,,Loose ball foul by A. Roberson (drawn by D. Cousins)
2:11.0,D. Cousins makes free throw 1 of 2,1,81-82,,
2:11.0,D. Cousins makes free throw 2 of 2,1,82-82,,
2:11.0,T. Frazier enters the game for J. Holiday,,81-82,,
2:11.0,,,81-82,,S. Christon enters the game for R. Westbrook
1:59.0,,,82-84,2,T. Gibson makes 2-pt shot from 2 ft
1:39.0,D. Cousins misses 2-pt shot from 2 ft,,82-84,,
1:38.0,,,82-84,,Defensive rebound by T. Gibson
1:21.0,Personal foul by S. Hill (drawn by E. Kanter),,82-84,,
1:21.0,,,82-85,1,E. Kanter makes free throw 1 of 2
1:21.0,,,82-86,1,E. Kanter makes free throw 2 of 2
1:21.0,,,82-85,,J. Grant enters the game for A. Roberson
1:21.0,H. Thompson enters the game for S. Hill,,82-85,,
1:14.0,,,82-86,,Personal foul by D. McDermott (drawn by D. Cousins)
1:14.0,D. Cousins makes free throw 1 of 2,1,83-86,,
1:14.0,D. Cousins makes free throw 2 of 2,1,84-86,,
1:06.0,,,84-86,,Turnover by J. Grant (illegal screen)
0:53.0,Turnover by D. Cousins (traveling),,84-86,,
0:38.0,,,84-86,,Shooting foul by D. Cousins (drawn by S. Christon)
0:38.0,,,84-86,,S. Christon misses free throw 1 of 2
0:38.0,,,84-86,,Offensive rebound by Team
0:38.0,,,84-87,1,S. Christon makes free throw 2 of 2
0:38.0,A. Ajinca enters the game for D. Cousins,,84-86,,
0:26.0,E. Moore misses 2-pt shot from 21 ft,,84-87,,
0:26.0,,,84-87,,Defensive rebound by T. Gibson
0:01.0,,,84-87,,T. Gibson misses 2-pt shot from 9 ft
0:00.0,Defensive rebound by H. Thompson,,84-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,E. Moore makes 3-pt shot from 24 ft (assist by T. Frazier),3,87-87,,
11:33.0,,,87-87,,Shooting foul by T. Frazier (drawn by E. Kanter)
11:33.0,,,87-87,,Technical foul by T. Gibson
11:33.0,Technical foul by D. Cunningham,,87-87,,
11:33.0,,,87-88,1,E. Kanter makes free throw 1 of 2
11:33.0,,,87-88,,E. Kanter misses free throw 2 of 2
11:33.0,D. Motiejunas enters the game for D. Cunningham,,87-88,,
11:32.0,Defensive rebound by A. Ajinca,,87-88,,
11:13.0,E. Moore misses 2-pt shot from 19 ft,,87-88,,
11:13.0,,,87-88,,Defensive rebound by D. McDermott
10:54.0,,,87-88,,S. Christon misses 3-pt shot from 25 ft
10:53.0,Defensive rebound by T. Frazier,,87-88,,
10:32.0,D. Motiejunas makes 2-pt shot from 6 ft,2,89-88,,
10:13.0,,,89-88,,T. Gibson misses 2-pt shot from 13 ft
10:13.0,,,89-88,,Offensive rebound by E. Kanter
10:12.0,Shooting block foul by T. Frazier (drawn by E. Kanter),,89-88,,
10:12.0,,,89-89,1,E. Kanter makes free throw 1 of 2
10:12.0,,,89-90,1,E. Kanter makes free throw 2 of 2
10:00.0,T. Frazier makes 2-pt shot from 2 ft,2,91-90,,
9:47.0,,,91-90,,D. McDermott misses 3-pt shot from 25 ft
9:46.0,Defensive rebound by D. Motiejunas,,91-90,,
9:33.0,D. Motiejunas misses 2-pt shot from 5 ft,,91-90,,
9:33.0,,,91-90,,Defensive rebound by Team
9:33.0,Loose ball foul by A. Ajinca (drawn by E. Kanter),,91-90,,
9:33.0,,,91-90,,A. Abrines enters the game for T. Gibson
9:18.0,,,91-93,3,A. Abrines makes 3-pt shot from 23 ft (assist by E. Kanter)
9:05.0,A. Ajinca misses 2-pt shot from 19 ft,,91-93,,
9:05.0,,,91-93,,Defensive rebound by A. Abrines
8:50.0,,,91-95,2,S. Christon makes 2-pt shot from 2 ft
8:29.0,D. Motiejunas makes 2-pt shot from 9 ft (assist by A. Ajinca),2,93-95,,
8:14.0,,,93-95,,E. Kanter misses 2-pt shot from 2 ft
8:13.0,Defensive rebound by D. Motiejunas,,93-95,,
8:07.0,Shooting foul by A. Abrines (drawn by D. Motiejunas),,93-95,,
8:07.0,Official timeout,,93-95,,
8:07.0,D. Motiejunas misses free throw 1 of 2,,93-95,,
8:07.0,Offensive rebound by Team,,93-95,,
8:07.0,D. Motiejunas misses free throw 2 of 2,,93-95,,
8:07.0,,,93-95,,R. Westbrook enters the game for S. Christon
8:07.0,J. Holiday enters the game for T. Frazier,,93-95,,
8:06.0,,,93-95,,Defensive rebound by R. Westbrook
7:48.0,Personal foul by A. Ajinca (drawn by E. Kanter),,93-95,,
7:48.0,,,93-95,,A. Roberson enters the game for D. McDermott
7:48.0,A. Davis enters the game for A. Ajinca,,93-95,,
