time,Minnesota,pts.away,score,pts.home,Portland
5:49.0,Offensive rebound by K. Towns,,20-12,,
5:47.0,K. Towns misses 2-pt shot from 2 ft (block by N. Vonleh),,20-12,,
5:46.0,,,20-12,,Defensive rebound by A. Aminu
5:41.0,,,20-12,,Turnover by C. McCollum (lost ball; steal by A. Wiggins)
5:39.0,,,20-12,,Personal foul by C. McCollum
5:39.0,,,20-12,,A. Crabbe enters the game for C. McCollum
5:35.0,,,20-12,,Personal foul by M. Harkless (drawn by A. Wiggins)
5:35.0,,,20-12,,M. Leonard enters the game for N. Vonleh
5:23.0,Turnover by R. Rubio (bad pass; steal by A. Crabbe),,20-12,,
5:23.0,Personal foul by G. Dieng (drawn by A. Crabbe),,20-12,,
5:09.0,,,20-12,,M. Leonard misses 3-pt shot from 25 ft
5:07.0,Defensive rebound by G. Dieng,,20-12,,
4:54.0,K. Towns makes 2-pt shot from 2 ft,2,22-12,,
4:36.0,,,22-15,3,A. Aminu makes 3-pt shot from 24 ft (assist by A. Crabbe)
4:16.0,A. Wiggins misses 3-pt shot from 26 ft,,22-15,,
4:15.0,,,22-15,,Defensive rebound by A. Aminu
4:05.0,,,22-15,,D. Lillard misses 3-pt shot from 24 ft
4:04.0,Defensive rebound by A. Wiggins,,22-15,,
3:46.0,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins),2,24-15,,
3:46.0,,,24-15,,Portland full timeout
3:46.0,,,24-15,,E. Turner enters the game for M. Harkless
3:46.0,O. Casspi enters the game for K. Towns,,24-15,,
3:28.0,,,24-18,3,A. Crabbe makes 3-pt shot from 25 ft
3:13.0,A. Wiggins misses 2-pt shot from 19 ft,,24-18,,
3:12.0,,,24-18,,Defensive rebound by D. Lillard
3:00.0,,,24-18,,Turnover by D. Lillard (lost ball; steal by B. Rush)
2:44.0,R. Rubio makes 2-pt shot from 21 ft,2,26-18,,
2:18.0,,,26-18,,D. Lillard misses 3-pt shot from 25 ft
2:17.0,Defensive rebound by A. Wiggins,,26-18,,
1:54.0,R. Rubio makes 2-pt shot from 17 ft,2,28-18,,
1:33.0,,,28-18,,M. Leonard misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by R. Rubio,,28-18,,
1:15.0,R. Rubio makes 2-pt shot from 23 ft,2,30-18,,
0:58.0,,,30-18,,M. Leonard misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by A. Wiggins,,30-18,,
0:48.0,R. Rubio makes 2-pt shot from 21 ft,2,32-18,,
0:32.0,,,32-20,2,D. Lillard makes 2-pt shot from 1 ft
0:14.0,Shooting foul by E. Turner (drawn by G. Dieng),,32-20,,
0:14.0,Minnesota full timeout,,32-20,,
0:14.0,G. Dieng makes free throw 1 of 2,1,33-20,,
0:14.0,G. Dieng makes free throw 2 of 2,1,34-20,,
0:14.0,,,32-20,,N. Vonleh enters the game for M. Leonard
0:14.0,,,32-20,,C. McCollum enters the game for A. Aminu
0:14.0,K. Dunn enters the game for R. Rubio,,32-20,,
0:14.0,S. Muhammad enters the game for B. Rush,,32-20,,
0:00.0,,,34-20,,C. McCollum misses 2-pt shot from 15 ft
0:00.0,,,34-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,34-20,,C. McCollum misses 2-pt shot from 20 ft
11:39.0,Defensive rebound by K. Dunn,,34-20,,
11:25.0,Turnover by T. Jones (bad pass),,34-20,,
11:14.0,,,34-23,3,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum)
11:08.0,Minnesota full timeout,,34-23,,
10:58.0,S. Muhammad misses 2-pt shot from 7 ft,,34-23,,
10:58.0,Offensive rebound by Team,,34-23,,
10:58.0,,,34-23,,Loose ball foul by N. Vonleh (drawn by K. Towns)
10:49.0,K. Towns misses 2-pt shot from 18 ft,,34-23,,
10:49.0,,,34-23,,Defensive rebound by E. Turner
10:40.0,,,34-23,,Shooting foul by S. Muhammad (drawn by E. Turner)
10:40.0,,,34-24,1,E. Turner makes free throw 1 of 2
10:40.0,,,34-25,1,E. Turner makes free throw 2 of 2
10:28.0,Turnover by K. Towns (bad pass),,34-25,,
10:07.0,,,34-25,,Shooting foul by K. Towns (drawn by N. Vonleh)
10:07.0,,,34-26,1,N. Vonleh makes free throw 1 of 2
10:07.0,,,34-27,1,N. Vonleh makes free throw 2 of 2
9:47.0,T. Jones misses 2-pt shot from 3 ft,,34-27,,
9:47.0,Offensive rebound by Team,,34-27,,
9:37.0,S. Muhammad makes 2-pt shot from 3 ft (assist by T. Jones),2,36-27,,
9:28.0,,,36-29,2,M. Harkless makes 2-pt shot from 2 ft (assist by C. McCollum)
9:09.0,K. Dunn misses 2-pt shot from 2 ft,,36-29,,
9:08.0,Offensive rebound by K. Towns,,36-29,,
9:07.0,K. Towns makes 2-pt shot from 2 ft,2,38-29,,
8:56.0,,,38-29,,C. McCollum misses 2-pt shot from 17 ft
8:44.0,Defensive rebound by O. Casspi,,38-29,,
8:44.0,Turnover by O. Casspi (lost ball; steal by C. McCollum),,38-29,,
8:43.0,,,38-31,2,C. McCollum makes 2-pt shot from 1 ft
8:41.0,,,38-31,,Personal foul by N. Vonleh (drawn by K. Towns)
8:41.0,Official timeout,,38-31,,
8:41.0,,,38-31,,A. Aminu enters the game for N. Vonleh
8:28.0,K. Towns makes 3-pt shot from 23 ft (assist by O. Casspi),3,41-31,,
8:09.0,,,41-33,2,M. Harkless makes 2-pt shot from 1 ft
7:46.0,Shooting foul by A. Aminu (drawn by K. Towns),,41-33,,
7:46.0,K. Towns makes free throw 1 of 2,1,42-33,,
7:46.0,K. Towns makes free throw 2 of 2,1,43-33,,
7:23.0,,,43-33,,M. Harkless misses 2-pt shot from 8 ft
7:23.0,Defensive rebound by K. Towns,,43-33,,
7:12.0,O. Casspi misses 3-pt shot from 25 ft,,43-33,,
7:11.0,Offensive rebound by K. Towns,,43-33,,
7:07.0,O. Casspi makes 2-pt shot from 1 ft (assist by K. Towns),2,45-33,,
6:53.0,,,45-36,3,A. Crabbe makes 3-pt shot from 27 ft (assist by C. McCollum)
6:42.0,T. Jones makes 2-pt shot from 2 ft,2,47-36,,
6:34.0,,,47-36,,Shooting foul by O. Casspi (drawn by E. Turner)
6:34.0,,,47-36,,E. Turner misses free throw 1 of 2
6:34.0,,,47-36,,Offensive rebound by Team
6:34.0,,,47-37,1,E. Turner makes free throw 2 of 2
6:34.0,A. Wiggins enters the game for T. Jones,,47-36,,
6:34.0,R. Rubio enters the game for K. Dunn,,47-36,,
6:34.0,G. Dieng enters the game for O. Casspi,,47-36,,
6:20.0,,,47-37,,Personal foul by A. Crabbe (drawn by K. Towns)
6:06.0,R. Rubio misses 2-pt shot from 20 ft,,47-37,,
6:04.0,,,47-37,,Defensive rebound by A. Crabbe
5:52.0,,,47-37,,Turnover by A. Aminu (bad pass)
5:52.0,,,47-37,,Portland full timeout
5:52.0,,,47-37,,D. Lillard enters the game for E. Turner
5:52.0,B. Rush enters the game for S. Muhammad,,47-37,,
5:30.0,A. Wiggins makes 2-pt shot from 16 ft,2,49-37,,
5:08.0,,,49-37,,A. Aminu misses 3-pt shot from 25 ft
5:08.0,Defensive rebound by B. Rush,,49-37,,
4:43.0,R. Rubio misses 3-pt shot from 25 ft,,49-37,,
4:42.0,,,49-37,,Defensive rebound by A. Crabbe
4:33.0,,,49-39,2,C. McCollum makes 2-pt shot from 1 ft (assist by A. Crabbe)
4:10.0,A. Wiggins makes 2-pt shot from 2 ft,2,51-39,,
4:00.0,,,51-41,2,C. McCollum makes 2-pt shot from 7 ft
3:46.0,R. Rubio makes 2-pt shot from 18 ft,2,53-41,,
3:24.0,,,53-43,2,A. Aminu makes 2-pt shot from 8 ft (assist by A. Crabbe)
3:24.0,,,53-43,,Shooting foul by K. Towns (drawn by A. Aminu)
3:24.0,,,53-44,1,A. Aminu makes free throw 1 of 1
3:24.0,,,53-43,,M. Leonard enters the game for M. Harkless
3:12.0,R. Rubio misses 2-pt shot from 22 ft,,53-44,,
3:12.0,,,53-44,,Defensive rebound by A. Aminu
3:00.0,,,53-44,,A. Crabbe misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by G. Dieng,,53-44,,
2:47.0,G. Dieng misses 2-pt shot from 22 ft,,53-44,,
2:46.0,,,53-44,,Defensive rebound by C. McCollum
2:40.0,,,53-44,,C. McCollum misses 2-pt shot from 2 ft
2:38.0,Defensive rebound by K. Towns,,53-44,,
2:27.0,Minnesota full timeout,,53-44,,
2:25.0,Shooting foul by A. Crabbe (drawn by A. Wiggins),,53-44,,
2:25.0,A. Wiggins makes free throw 1 of 2,1,54-44,,
2:25.0,A. Wiggins makes free throw 2 of 2,1,55-44,,
2:10.0,,,55-46,2,D. Lillard makes 2-pt shot from 12 ft
1:53.0,A. Wiggins makes 2-pt shot from 16 ft,2,57-46,,
1:53.0,Shooting foul by A. Crabbe (drawn by A. Wiggins),,57-46,,
1:53.0,A. Wiggins misses free throw 1 of 1,,57-46,,
1:49.0,,,57-46,,Defensive rebound by A. Aminu
1:37.0,,,57-46,,C. McCollum misses 2-pt shot from 9 ft
1:36.0,Defensive rebound by K. Towns,,57-46,,
1:20.0,A. Wiggins misses 2-pt shot from 19 ft,,57-46,,
1:19.0,,,57-46,,Defensive rebound by D. Lillard
1:04.0,,,57-46,,A. Aminu misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by G. Dieng,,57-46,,
0:58.0,K. Towns misses 2-pt shot from 4 ft,,57-46,,
0:57.0,,,57-46,,Defensive rebound by M. Leonard
0:52.0,,,57-49,3,D. Lillard makes 3-pt shot from 26 ft
0:36.0,A. Wiggins makes 2-pt shot from 1 ft (assist by R. Rubio),2,59-49,,
0:32.0,,,59-49,,Shooting foul by K. Towns (drawn by D. Lillard)
0:32.0,,,59-50,1,D. Lillard makes free throw 1 of 2
0:32.0,,,59-51,1,D. Lillard makes free throw 2 of 2
0:32.0,O. Casspi enters the game for K. Towns,,59-50,,
0:32.0,,,59-50,,E. Turner enters the game for A. Crabbe
0:08.0,G. Dieng makes 2-pt shot from 20 ft,2,61-51,,
0:02.0,,,61-53,2,E. Turner makes 2-pt shot from 7 ft
0:00.0,R. Rubio misses 3-pt shot from 50 ft,,61-53,,
0:00.0,Offensive rebound by Team,,61-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,61-55,2,C. McCollum makes 2-pt shot from 17 ft
11:22.0,R. Rubio misses 2-pt shot from 15 ft,,61-55,,
11:21.0,,,61-55,,Defensive rebound by Team
11:03.0,,,61-55,,A. Aminu misses 2-pt shot at rim
11:03.0,Defensive rebound by A. Wiggins,,61-55,,
10:57.0,Shooting foul by C. McCollum (drawn by K. Towns),,61-55,,
10:57.0,K. Towns makes free throw 1 of 2,1,62-55,,
10:57.0,K. Towns makes free throw 2 of 2,1,63-55,,
10:44.0,,,63-55,,C. McCollum misses 2-pt shot from 4 ft
10:43.0,,,63-55,,Offensive rebound by C. McCollum
10:35.0,,,63-55,,Turnover by A. Aminu (traveling)
10:23.0,K. Towns makes 2-pt shot from 2 ft (assist by G. Dieng),2,65-55,,
10:23.0,Shooting foul by D. Lillard (drawn by K. Towns),,65-55,,
10:23.0,K. Towns makes free throw 1 of 1,1,66-55,,
10:13.0,,,66-55,,D. Lillard misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by R. Rubio,,66-55,,
10:03.0,Shooting foul by M. Harkless (drawn by K. Towns),,66-55,,
10:03.0,K. Towns makes free throw 1 of 2,1,67-55,,
10:03.0,K. Towns makes free throw 2 of 2,1,68-55,,
9:44.0,,,68-55,,C. McCollum misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by G. Dieng,,68-55,,
9:39.0,B. Rush makes 2-pt shot at rim (assist by R. Rubio),2,70-55,,
9:39.0,,,70-55,,Portland full timeout
9:20.0,,,70-55,,D. Lillard misses 3-pt shot from 27 ft
9:18.0,Defensive rebound by A. Wiggins,,70-55,,
9:16.0,Turnover by A. Wiggins (lost ball; steal by M. Harkless),,70-55,,
9:08.0,,,70-58,3,A. Aminu makes 3-pt shot from 25 ft (assist by C. McCollum)
8:49.0,Turnover by R. Rubio (bad pass; steal by A. Aminu),,70-58,,
8:41.0,,,70-60,2,D. Lillard makes 2-pt shot at rim
8:41.0,Minnesota full timeout,,70-60,,
8:27.0,,,70-60,,Personal foul by M. Harkless (drawn by A. Wiggins)
8:16.0,R. Rubio misses 2-pt shot from 13 ft,,70-60,,
8:16.0,,,70-60,,Defensive rebound by Team
8:16.0,Loose ball foul by K. Towns (drawn by N. Vonleh),,70-60,,
8:04.0,,,70-60,,Shooting foul by G. Dieng (drawn by D. Lillard)
8:04.0,,,70-61,1,D. Lillard makes free throw 1 of 2
8:04.0,,,70-62,1,D. Lillard makes free throw 2 of 2
8:04.0,A. Payne enters the game for K. Towns,,70-61,,
8:04.0,,,70-61,,E. Turner enters the game for A. Aminu
7:57.0,Shooting foul by D. Lillard (drawn by R. Rubio),,70-62,,
7:57.0,R. Rubio makes free throw 1 of 2,1,71-62,,
7:57.0,R. Rubio makes free throw 2 of 2,1,72-62,,
7:51.0,,,72-64,2,D. Lillard makes 2-pt shot from 4 ft
7:51.0,,,72-64,,Shooting foul by A. Wiggins (drawn by D. Lillard)
7:51.0,,,72-65,1,D. Lillard makes free throw 1 of 1
7:32.0,A. Payne misses 3-pt shot from 25 ft,,72-65,,
7:31.0,,,72-65,,Defensive rebound by E. Turner
7:25.0,,,72-65,,D. Lillard misses 2-pt shot from 3 ft (block by G. Dieng)
7:24.0,Defensive rebound by B. Rush,,72-65,,
7:17.0,R. Rubio misses 2-pt shot from 3 ft (block by N. Vonleh),,72-65,,
7:16.0,,,72-65,,Defensive rebound by D. Lillard
7:05.0,,,72-67,2,E. Turner makes 2-pt shot from 2 ft (assist by D. Lillard)
7:04.0,Minnesota full timeout,,72-67,,
6:48.0,A. Wiggins misses 2-pt shot from 2 ft,,72-67,,
6:48.0,,,72-67,,Defensive rebound by E. Turner
6:47.0,Personal take foul by A. Payne (drawn by E. Turner),,72-67,,
6:34.0,,,72-67,,E. Turner misses 2-pt shot from 14 ft
6:34.0,,,72-67,,Offensive rebound by N. Vonleh
6:29.0,,,72-70,3,C. McCollum makes 3-pt shot from 27 ft (assist by N. Vonleh)
6:06.0,A. Wiggins misses 3-pt shot from 27 ft,,72-70,,
6:05.0,,,72-70,,Defensive rebound by N. Vonleh
6:05.0,Personal foul by A. Payne (drawn by N. Vonleh),,72-70,,
6:05.0,,,72-71,1,N. Vonleh makes free throw 1 of 2
6:05.0,,,72-72,1,N. Vonleh makes free throw 2 of 2
6:05.0,,,72-71,,A. Aminu enters the game for M. Harkless
6:05.0,K. Towns enters the game for A. Payne,,72-71,,
5:44.0,A. Wiggins makes 2-pt shot from 3 ft,2,74-72,,
5:31.0,,,74-72,,Turnover by D. Lillard (bad pass; steal by A. Wiggins)
5:26.0,A. Wiggins makes 2-pt shot from 2 ft,2,76-72,,
5:01.0,,,76-72,,N. Vonleh misses 2-pt shot from 3 ft
5:01.0,Defensive rebound by K. Towns,,76-72,,
4:45.0,,,76-72,,A. Crabbe enters the game for C. McCollum
4:40.0,A. Wiggins misses 3-pt shot from 26 ft,,76-72,,
4:38.0,,,76-72,,Defensive rebound by A. Crabbe
4:29.0,,,76-72,,D. Lillard misses 2-pt shot from 3 ft
4:26.0,,,76-72,,Offensive rebound by N. Vonleh
4:24.0,,,76-72,,Turnover by N. Vonleh (lost ball; steal by R. Rubio)
4:24.0,Jump ball: R. Rubio vs. N. Vonleh,,,,Jump ball: R. Rubio vs. N. Vonleh
4:08.0,K. Towns misses 3-pt shot from 25 ft,,76-72,,
4:08.0,,,76-72,,Defensive rebound by A. Crabbe
3:58.0,,,76-72,,D. Lillard misses 3-pt shot from 26 ft
3:56.0,Defensive rebound by K. Towns,,76-72,,
3:38.0,A. Wiggins makes 2-pt shot from 22 ft (assist by R. Rubio),2,78-72,,
3:19.0,,,78-72,,E. Turner misses 2-pt shot from 5 ft
3:17.0,Defensive rebound by A. Wiggins,,78-72,,
3:00.0,Turnover by A. Wiggins (lost ball; steal by D. Lillard),,78-72,,
2:53.0,,,78-72,,Shooting foul by G. Dieng (drawn by A. Aminu)
2:53.0,,,78-73,1,A. Aminu makes free throw 1 of 2
2:53.0,,,78-73,,A. Aminu misses free throw 2 of 2
2:53.0,,,78-73,,M. Leonard enters the game for N. Vonleh
2:51.0,,,78-73,,Offensive rebound by Team
2:44.0,,,78-73,,D. Lillard misses 2-pt shot from 9 ft
2:44.0,Defensive rebound by G. Dieng,,78-73,,
2:30.0,Offensive foul by G. Dieng,,78-73,,
2:30.0,Turnover by G. Dieng (offensive foul),,78-73,,
2:30.0,,,78-73,,M. Harkless enters the game for M. Leonard
2:30.0,O. Casspi enters the game for G. Dieng,,78-73,,
2:30.0,S. Muhammad enters the game for B. Rush,,78-73,,
2:30.0,,,78-73,,C. McCollum enters the game for D. Lillard
2:19.0,,,78-76,3,A. Crabbe makes 3-pt shot from 26 ft (assist by E. Turner)
1:52.0,S. Muhammad makes 2-pt shot from 2 ft (assist by A. Wiggins),2,80-76,,
1:43.0,,,80-76,,Offensive foul by E. Turner
1:43.0,,,80-76,,Turnover by E. Turner (offensive foul)
1:26.0,K. Towns misses 2-pt shot from 8 ft,,80-76,,
1:25.0,Offensive rebound by K. Towns,,80-76,,
1:21.0,S. Muhammad makes 3-pt shot from 24 ft (assist by K. Towns),3,83-76,,
1:04.0,,,83-76,,Turnover by C. McCollum (bad pass; steal by K. Towns)
1:00.0,O. Casspi makes 2-pt shot at rim (assist by K. Towns),2,85-76,,
0:47.0,,,85-78,2,C. McCollum makes 2-pt shot from 20 ft
0:32.0,Turnover by K. Towns (traveling),,85-78,,
0:24.0,,,85-80,2,C. McCollum makes 2-pt shot from 1 ft
0:02.0,A. Wiggins makes 2-pt shot from 5 ft,2,87-80,,
0:00.0,,,87-80,,C. McCollum misses 3-pt shot from 26 ft
0:00.0,,,87-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,T. Jones misses 2-pt shot from 19 ft,,87-80,,
11:48.0,,,87-80,,Defensive rebound by E. Turner
11:43.0,,,87-80,,Turnover by A. Crabbe (lost ball)
11:21.0,G. Dieng misses 2-pt shot from 2 ft,,87-80,,
11:20.0,,,87-80,,Defensive rebound by M. Leonard
11:06.0,,,87-80,,C. McCollum misses 2-pt shot from 2 ft
11:05.0,Defensive rebound by G. Dieng,,87-80,,
10:47.0,S. Muhammad misses 2-pt shot from 8 ft (block by E. Turner),,87-80,,
10:47.0,,,87-80,,Defensive rebound by E. Turner
10:36.0,,,87-82,2,M. Leonard makes 2-pt shot from 19 ft (assist by E. Turner)
10:13.0,S. Muhammad misses 2-pt shot from 8 ft,,87-82,,
10:12.0,,,87-82,,Defensive rebound by M. Leonard
10:06.0,,,87-82,,Turnover by M. Harkless (bad pass; steal by T. Jones)
9:53.0,G. Dieng misses 2-pt shot from 18 ft,,87-82,,
9:52.0,,,87-82,,Defensive rebound by E. Turner
9:46.0,,,87-82,,M. Harkless misses 2-pt shot from 1 ft
9:45.0,Defensive rebound by G. Dieng,,87-82,,
9:23.0,K. Dunn misses 2-pt shot from 21 ft,,87-82,,
9:20.0,Offensive rebound by G. Dieng,,87-82,,
9:18.0,Turnover by T. Jones (lost ball; steal by M. Leonard),,87-82,,
9:13.0,,,87-85,3,A. Crabbe makes 3-pt shot from 26 ft (assist by C. McCollum)
9:13.0,,,87-85,,Shooting foul by O. Casspi (drawn by A. Crabbe)
9:13.0,,,87-86,1,A. Crabbe makes free throw 1 of 1
9:13.0,,,87-85,,D. Lillard enters the game for E. Turner
9:13.0,K. Towns enters the game for O. Casspi,,87-85,,
9:13.0,A. Wiggins enters the game for T. Jones,,87-85,,
9:13.0,,,87-85,,A. Aminu enters the game for M. Harkless
9:01.0,Shooting foul by A. Crabbe (drawn by A. Wiggins),,87-86,,
9:01.0,A. Wiggins makes free throw 1 of 2,1,88-86,,
9:01.0,A. Wiggins makes free throw 2 of 2,1,89-86,,
9:01.0,,,88-86,,E. Turner enters the game for C. McCollum
8:49.0,,,89-89,3,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Lillard)
8:30.0,S. Muhammad misses 3-pt shot from 25 ft,,89-89,,
8:29.0,,,89-89,,Defensive rebound by D. Lillard
8:25.0,,,89-92,3,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Lillard)
8:25.0,Minnesota full timeout,,89-92,,
8:25.0,B. Rush enters the game for K. Dunn,,89-92,,
8:25.0,R. Rubio enters the game for S. Muhammad,,89-92,,
8:03.0,Turnover by A. Wiggins (lost ball; steal by E. Turner),,89-92,,
7:54.0,Violation by K. Towns (def goaltending),,89-92,,
7:54.0,,,89-94,2,D. Lillard makes 2-pt shot at rim
7:41.0,Shooting foul by M. Leonard (drawn by A. Wiggins),,89-94,,
7:41.0,A. Wiggins makes free throw 1 of 2,1,90-94,,
7:41.0,A. Wiggins makes free throw 2 of 2,1,91-94,,
7:28.0,,,91-97,3,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Lillard)
7:06.0,A. Wiggins misses 2-pt shot from 15 ft,,91-97,,
7:05.0,,,91-97,,Defensive rebound by A. Crabbe
6:54.0,,,91-97,,D. Lillard misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by K. Towns,,91-97,,
6:39.0,Turnover by K. Towns (lost ball; steal by A. Aminu),,91-97,,
6:28.0,,,91-97,,A. Crabbe misses 3-pt shot from 23 ft
6:27.0,Defensive rebound by R. Rubio,,91-97,,
6:14.0,Turnover by G. Dieng (traveling),,91-97,,
5:52.0,,,91-97,,E. Turner misses 2-pt shot from 14 ft
5:51.0,Defensive rebound by G. Dieng,,91-97,,
5:35.0,A. Wiggins misses 2-pt shot from 18 ft,,91-97,,
5:33.0,Offensive rebound by K. Towns,,91-97,,
5:33.0,,,91-97,,Personal foul by M. Leonard (drawn by K. Towns)
5:33.0,Official timeout,,91-97,,
5:27.0,Shooting foul by E. Turner (drawn by A. Wiggins),,91-97,,
5:27.0,A. Wiggins makes free throw 1 of 2,1,92-97,,
5:27.0,A. Wiggins misses free throw 2 of 2,,92-97,,
5:27.0,,,92-97,,Defensive rebound by E. Turner
5:03.0,,,92-97,,Turnover by Team (shot clock)
4:55.0,A. Wiggins misses 2-pt shot from 21 ft,,92-97,,
4:53.0,,,92-97,,Defensive rebound by A. Aminu
4:47.0,,,92-97,,A. Crabbe misses 2-pt shot from 2 ft (block by R. Rubio)
4:47.0,,,92-97,,Offensive rebound by Team
4:47.0,,,92-97,,N. Vonleh enters the game for M. Leonard
4:41.0,,,92-97,,A. Crabbe misses 2-pt shot from 19 ft
4:40.0,Defensive rebound by G. Dieng,,92-97,,
4:15.0,R. Rubio misses 2-pt shot from 20 ft,,92-97,,
4:14.0,,,92-97,,Defensive rebound by A. Aminu
3:59.0,,,92-99,2,D. Lillard makes 2-pt shot from 1 ft
3:50.0,Minnesota full timeout,,92-99,,
3:50.0,,,92-99,,C. McCollum enters the game for A. Crabbe
3:44.0,R. Rubio misses 2-pt shot from 2 ft,,92-99,,
3:44.0,,,92-99,,Defensive rebound by N. Vonleh
3:22.0,,,92-99,,D. Lillard misses 3-pt shot from 27 ft
3:21.0,Defensive rebound by K. Towns,,92-99,,
3:08.0,K. Towns misses 2-pt shot from 19 ft,,92-99,,
3:07.0,,,92-99,,Defensive rebound by D. Lillard
2:47.0,,,92-99,,C. McCollum misses 2-pt shot from 20 ft
2:46.0,Defensive rebound by A. Wiggins,,92-99,,
2:40.0,A. Wiggins makes 2-pt shot from 6 ft,2,94-99,,
2:24.0,Violation by K. Towns (kicked ball),,94-99,,
2:24.0,,,94-99,,Portland full timeout
2:24.0,,,94-99,,A. Crabbe enters the game for E. Turner
2:10.0,,,94-99,,A. Aminu misses 3-pt shot from 23 ft
2:08.0,Defensive rebound by R. Rubio,,94-99,,
