time,Memphis,pts.away,score,pts.home,San Antonio
3:06.0,T. Daniels enters the game for W. Selden,,26-13,,
2:56.0,,,26-15,2,K. Leonard makes 2-pt shot from 14 ft
2:40.0,Memphis full timeout,,26-15,,
2:40.0,J. Ennis enters the game for V. Carter,,26-15,,
2:29.0,M. Gasol makes 2-pt shot from 5 ft (assist by J. Ennis),2,28-15,,
2:29.0,Violation by Team (jump ball),,28-15,,
2:09.0,,,28-18,3,P. Gasol makes 3-pt shot from 24 ft (assist by M. Ginobili)
1:55.0,Offensive foul by T. Daniels,,28-18,,
1:55.0,Turnover by T. Daniels (offensive foul),,28-18,,
1:45.0,,,28-20,2,K. Leonard makes 2-pt shot from 17 ft
1:25.0,T. Daniels misses 3-pt shot from 25 ft,,28-20,,
1:24.0,,,28-20,,Defensive rebound by P. Mills
1:15.0,,,28-20,,Turnover by P. Mills (lost ball; steal by J. Ennis)
1:13.0,Turnover by A. Harrison (bad pass; steal by K. Leonard),,28-20,,
1:06.0,,,28-23,3,P. Mills makes 3-pt shot from 23 ft (assist by K. Leonard)
0:58.0,Memphis full timeout,,28-23,,
0:58.0,J. Green enters the game for A. Harrison,,28-23,,
0:58.0,M. Conley enters the game for M. Gasol,,28-23,,
0:38.0,Z. Randolph misses 2-pt shot from 6 ft (block by D. Lee),,28-23,,
0:37.0,,,28-23,,Defensive rebound by P. Gasol
0:22.0,,,28-25,2,D. Lee makes 2-pt shot from 1 ft (assist by P. Gasol)
0:11.0,,,28-25,,Personal foul by P. Mills
0:01.0,M. Conley makes 2-pt shot at rim (assist by Z. Randolph),2,30-25,,
0:00.0,,,30-25,,M. Ginobili misses 3-pt shot from 36 ft
0:00.0,,,30-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Z. Randolph misses 2-pt shot from 19 ft,,30-25,,
11:42.0,,,30-25,,Defensive rebound by K. Anderson
11:20.0,,,30-25,,L. Aldridge misses 2-pt shot from 12 ft
11:18.0,Defensive rebound by Z. Randolph,,30-25,,
11:09.0,Shooting foul by K. Anderson (drawn by M. Conley),,30-25,,
11:09.0,M. Conley misses free throw 1 of 2,,30-25,,
11:09.0,Offensive rebound by Team,,30-25,,
11:09.0,M. Conley makes free throw 2 of 2,1,31-25,,
10:50.0,,,31-27,2,L. Aldridge makes 2-pt shot from 16 ft
10:29.0,Z. Randolph misses 2-pt shot from 3 ft,,31-27,,
10:28.0,,,31-27,,Defensive rebound by D. Green
10:17.0,,,31-27,,L. Aldridge misses 2-pt shot from 1 ft
10:16.0,,,31-27,,Offensive rebound by D. Green
10:05.0,,,31-29,2,L. Aldridge makes 2-pt shot from 2 ft
10:05.0,,,31-29,,Shooting foul by J. Green (drawn by L. Aldridge)
10:05.0,,,31-29,,L. Aldridge misses free throw 1 of 1
10:04.0,Defensive rebound by J. Green,,31-29,,
9:42.0,Z. Randolph misses 2-pt shot from 17 ft,,31-29,,
9:41.0,,,31-29,,Defensive rebound by D. Lee
9:37.0,,,31-29,,T. Parker misses 2-pt shot from 4 ft (block by M. Conley)
9:37.0,,,31-29,,Offensive rebound by Team
9:37.0,,,31-29,,P. Gasol enters the game for D. Lee
9:28.0,,,31-29,,L. Aldridge misses 2-pt shot from 16 ft
9:28.0,Defensive rebound by J. Ennis,,31-29,,
9:20.0,M. Conley misses 2-pt shot from 2 ft,,31-29,,
9:19.0,,,31-29,,Defensive rebound by K. Anderson
9:12.0,,,31-29,,T. Parker misses 2-pt shot at rim
9:12.0,,,31-29,,Offensive rebound by Team
9:12.0,M. Gasol enters the game for Z. Randolph,,31-29,,
9:11.0,Jump ball: P. Gasol vs. J. Green (T. Parker gains possession),,,,Jump ball: P. Gasol vs. J. Green (T. Parker gains possession)
8:53.0,,,31-32,3,T. Parker makes 3-pt shot from 24 ft (assist by L. Aldridge)
8:40.0,M. Conley makes 2-pt shot from 1 ft,2,33-32,,
8:29.0,,,33-34,2,T. Parker makes 2-pt shot from 1 ft
8:05.0,M. Gasol makes 2-pt shot from 19 ft,2,35-34,,
8:05.0,Shooting foul by D. Green (drawn by M. Gasol),,35-34,,
8:05.0,Official timeout,,35-34,,
8:05.0,M. Gasol makes free throw 1 of 1,1,36-34,,
8:05.0,,,35-34,,K. Leonard enters the game for K. Anderson
8:05.0,V. Carter enters the game for J. Green,,35-34,,
8:05.0,B. Wright enters the game for T. Daniels,,35-34,,
7:42.0,,,36-34,,L. Aldridge misses 2-pt shot from 16 ft
7:41.0,Defensive rebound by M. Conley,,36-34,,
7:30.0,,,36-34,,Personal foul by P. Gasol (drawn by B. Wright)
7:26.0,M. Conley misses 2-pt shot from 14 ft,,36-34,,
7:25.0,,,36-34,,Defensive rebound by P. Gasol
7:09.0,,,36-34,,T. Parker misses 2-pt shot from 3 ft (block by J. Ennis)
7:06.0,Defensive rebound by B. Wright,,36-34,,
7:03.0,B. Wright misses 2-pt shot from 1 ft (block by D. Green),,36-34,,
7:01.0,Offensive rebound by J. Ennis,,36-34,,
6:51.0,V. Carter misses 2-pt shot from 1 ft,,36-34,,
6:49.0,,,36-34,,Defensive rebound by K. Leonard
6:39.0,,,36-34,,P. Gasol misses 2-pt shot at rim (block by B. Wright)
6:39.0,Defensive rebound by Team,,36-34,,
6:21.0,M. Gasol makes 2-pt shot from 14 ft,2,38-34,,
6:20.0,,,38-34,,San Antonio full timeout
6:20.0,W. Selden enters the game for M. Conley,,38-34,,
6:20.0,A. Harrison enters the game for J. Ennis,,38-34,,
6:00.0,,,38-34,,Shooting foul by V. Carter (drawn by K. Leonard)
6:00.0,,,38-35,1,K. Leonard makes free throw 1 of 2
6:00.0,,,38-36,1,K. Leonard makes free throw 2 of 2
5:41.0,M. Gasol misses 2-pt shot from 6 ft,,38-36,,
5:39.0,,,38-36,,Defensive rebound by D. Green
5:28.0,,,38-36,,K. Leonard misses 2-pt shot from 6 ft
5:24.0,,,38-36,,Offensive rebound by L. Aldridge
5:24.0,,,38-36,,L. Aldridge misses 2-pt shot from 2 ft (block by B. Wright)
5:22.0,Defensive rebound by W. Selden,,38-36,,
5:18.0,W. Selden misses 2-pt shot from 3 ft (block by D. Green),,38-36,,
5:17.0,,,38-36,,Defensive rebound by D. Green
5:06.0,,,38-38,2,L. Aldridge makes 2-pt shot at rim (assist by K. Leonard)
4:47.0,V. Carter misses 2-pt shot from 1 ft,,38-38,,
4:44.0,Offensive rebound by V. Carter,,38-38,,
4:43.0,Turnover by V. Carter (lost ball; steal by K. Leonard),,38-38,,
4:36.0,,,38-41,3,T. Parker makes 3-pt shot from 25 ft (assist by D. Green)
4:32.0,Memphis full timeout,,38-41,,
4:32.0,Z. Randolph enters the game for B. Wright,,38-41,,
4:32.0,,,38-41,,M. Ginobili enters the game for D. Green
4:21.0,M. Gasol makes 3-pt shot from 25 ft (assist by V. Carter),3,41-41,,
4:04.0,,,41-41,,P. Gasol misses 2-pt shot from 13 ft
4:03.0,Defensive rebound by M. Gasol,,41-41,,
3:54.0,A. Harrison misses 3-pt shot from 25 ft,,41-41,,
3:53.0,,,41-41,,Defensive rebound by M. Ginobili
3:40.0,,,41-43,2,L. Aldridge makes 2-pt shot from 16 ft
3:11.0,M. Gasol misses 2-pt shot from 15 ft,,41-43,,
3:11.0,,,41-43,,Defensive rebound by Team
3:11.0,M. Conley enters the game for A. Harrison,,41-43,,
3:02.0,,,41-43,,M. Ginobili misses 2-pt shot from 2 ft
2:59.0,,,41-43,,Offensive rebound by K. Leonard
2:59.0,,,41-45,2,K. Leonard makes 2-pt shot at rim
2:54.0,,,41-45,,Personal take foul by P. Gasol (drawn by Z. Randolph)
2:54.0,,,41-45,,P. Mills enters the game for T. Parker
2:54.0,,,41-45,,J. Simmons enters the game for M. Ginobili
2:45.0,Shooting foul by L. Aldridge (drawn by M. Gasol),,41-45,,
2:45.0,M. Gasol makes free throw 1 of 2,1,42-45,,
2:45.0,M. Gasol makes free throw 2 of 2,1,43-45,,
2:45.0,J. Ennis enters the game for W. Selden,,42-45,,
2:26.0,,,43-47,2,L. Aldridge makes 2-pt shot from 18 ft
2:06.0,V. Carter makes 2-pt shot from 9 ft (assist by M. Gasol),2,45-47,,
1:48.0,,,45-50,3,P. Gasol makes 3-pt shot from 24 ft (assist by K. Leonard)
1:29.0,M. Conley misses 2-pt shot from 8 ft,,45-50,,
1:29.0,,,45-50,,Defensive rebound by Team
1:29.0,B. Wright enters the game for Z. Randolph,,45-50,,
1:14.0,,,45-50,,K. Leonard misses 3-pt shot from 26 ft
1:14.0,Defensive rebound by M. Gasol,,45-50,,
1:01.0,Shooting foul by K. Leonard (drawn by M. Gasol),,45-50,,
1:01.0,M. Gasol makes free throw 1 of 2,1,46-50,,
1:01.0,M. Gasol makes free throw 2 of 2,1,47-50,,
0:44.0,,,47-50,,P. Mills misses 2-pt shot from 18 ft
0:44.0,Defensive rebound by V. Carter,,47-50,,
0:36.0,M. Gasol makes 2-pt shot from 15 ft (assist by M. Conley),2,49-50,,
0:34.0,Personal foul by M. Conley,,49-50,,
0:29.0,,,49-52,2,K. Leonard makes 2-pt shot from 19 ft
0:07.0,M. Gasol misses 2-pt shot from 2 ft,,49-52,,
0:05.0,Offensive rebound by J. Ennis,,49-52,,
0:00.0,J. Ennis misses 3-pt shot from 26 ft,,49-52,,
0:00.0,Offensive rebound by Team,,49-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,M. Conley misses 3-pt shot from 25 ft,,49-52,,
11:35.0,,,49-52,,Defensive rebound by K. Leonard
11:24.0,,,49-54,2,L. Aldridge makes 2-pt shot from 17 ft (assist by T. Parker)
11:04.0,J. Green misses 3-pt shot from 25 ft,,49-54,,
11:04.0,,,49-54,,Defensive rebound by D. Dedmon
10:58.0,,,49-54,,K. Leonard misses 3-pt shot from 26 ft
10:55.0,Defensive rebound by M. Gasol,,49-54,,
10:50.0,M. Conley misses 2-pt shot from 8 ft,,49-54,,
10:46.0,,,49-54,,Defensive rebound by D. Dedmon
10:38.0,,,49-54,,L. Aldridge misses 2-pt shot from 19 ft
10:37.0,Defensive rebound by M. Gasol,,49-54,,
10:19.0,W. Selden misses 3-pt shot from 24 ft,,49-54,,
10:18.0,,,49-54,,Defensive rebound by D. Dedmon
10:01.0,,,49-54,,Shooting foul by J. Green (drawn by L. Aldridge)
10:01.0,,,49-55,1,L. Aldridge makes free throw 1 of 2
10:01.0,,,49-56,1,L. Aldridge makes free throw 2 of 2
9:51.0,Shooting foul by L. Aldridge (drawn by M. Gasol),,49-56,,
9:51.0,M. Gasol makes free throw 1 of 2,1,50-56,,
9:51.0,M. Gasol makes free throw 2 of 2,1,51-56,,
9:37.0,Personal foul by J. Green (drawn by K. Leonard),,51-56,,
9:23.0,,,51-56,,Turnover by K. Leonard (lost ball; steal by V. Carter)
9:18.0,W. Selden makes 2-pt shot from 1 ft (assist by J. Green),2,53-56,,
9:18.0,,,53-56,,San Antonio full timeout
9:00.0,,,53-56,,Shooting foul by J. Green (drawn by K. Leonard)
9:00.0,,,53-57,1,K. Leonard makes free throw 1 of 2
9:00.0,,,53-58,1,K. Leonard makes free throw 2 of 2
9:00.0,Z. Randolph enters the game for J. Green,,53-57,,
8:37.0,M. Conley misses 2-pt shot from 11 ft,,53-58,,
8:35.0,,,53-58,,Defensive rebound by D. Dedmon
8:15.0,,,53-58,,L. Aldridge misses 2-pt shot from 16 ft
8:15.0,,,53-58,,Offensive rebound by D. Dedmon
8:12.0,,,53-58,,Turnover by Team (shot clock)
7:50.0,M. Gasol makes 2-pt shot from 7 ft,2,55-58,,
7:25.0,,,55-58,,D. Green misses 3-pt shot from 28 ft
7:23.0,Defensive rebound by Z. Randolph,,55-58,,
7:12.0,M. Conley misses 2-pt shot from 2 ft (block by D. Green),,55-58,,
7:11.0,,,55-58,,Defensive rebound by D. Green
7:04.0,,,55-60,2,T. Parker makes 2-pt shot from 12 ft (assist by K. Leonard)
6:44.0,,,55-60,,Personal foul by D. Dedmon (drawn by Z. Randolph)
6:44.0,,,55-60,,P. Gasol enters the game for D. Dedmon
6:43.0,Turnover by W. Selden (bad pass; steal by D. Green),,55-60,,
6:40.0,,,55-60,,Shooting foul by M. Conley (drawn by D. Green)
6:40.0,,,55-61,1,D. Green makes free throw 1 of 2
6:40.0,,,55-62,1,D. Green makes free throw 2 of 2
6:17.0,M. Gasol misses 2-pt shot from 10 ft,,55-62,,
6:15.0,,,55-62,,Defensive rebound by T. Parker
6:02.0,,,55-64,2,K. Leonard makes 2-pt shot from 8 ft
6:02.0,Memphis full timeout,,55-64,,
6:02.0,J. Ennis enters the game for V. Carter,,55-64,,
6:02.0,T. Daniels enters the game for W. Selden,,55-64,,
6:02.0,,,55-64,,P. Mills enters the game for T. Parker
5:51.0,Turnover by M. Conley (bad pass),,55-64,,
5:36.0,,,55-66,2,L. Aldridge makes 2-pt shot from 10 ft
5:16.0,M. Gasol makes 3-pt shot from 25 ft (assist by M. Conley),3,58-66,,
4:51.0,,,58-66,,L. Aldridge misses 2-pt shot from 2 ft
4:49.0,,,58-66,,Offensive rebound by L. Aldridge
4:49.0,,,58-68,2,L. Aldridge makes 2-pt shot at rim
4:32.0,Z. Randolph makes 2-pt shot from 2 ft,2,60-68,,
4:21.0,Personal foul by M. Gasol (drawn by L. Aldridge),,60-68,,
4:21.0,,,60-69,1,L. Aldridge makes free throw 1 of 2
4:21.0,,,60-70,1,L. Aldridge makes free throw 2 of 2
4:21.0,A. Harrison enters the game for M. Conley,,60-69,,
4:21.0,,,60-69,,M. Ginobili enters the game for D. Green
3:59.0,M. Gasol misses 2-pt shot from 12 ft,,60-70,,
3:56.0,,,60-70,,Defensive rebound by L. Aldridge
3:50.0,,,60-70,,M. Ginobili misses 2-pt shot from 1 ft
3:48.0,,,60-70,,Offensive rebound by M. Ginobili
3:47.0,,,60-70,,Turnover by P. Gasol (traveling)
3:47.0,,,60-70,,D. Lee enters the game for L. Aldridge
3:31.0,J. Ennis makes 2-pt shot from 1 ft,2,62-70,,
3:18.0,,,62-70,,Shooting foul by M. Gasol (drawn by K. Leonard)
3:18.0,,,62-71,1,K. Leonard makes free throw 1 of 2
3:18.0,,,62-72,1,K. Leonard makes free throw 2 of 2
3:10.0,,,62-72,,Personal foul by P. Mills
3:01.0,Z. Randolph misses 2-pt shot from 2 ft,,62-72,,
3:00.0,,,62-72,,Defensive rebound by D. Lee
2:39.0,,,62-72,,P. Gasol misses 2-pt shot from 5 ft
2:37.0,Defensive rebound by M. Gasol,,62-72,,
2:24.0,M. Gasol misses 2-pt shot from 10 ft,,62-72,,
2:21.0,,,62-72,,Defensive rebound by P. Gasol
2:10.0,Personal foul by J. Ennis (drawn by K. Leonard),,62-72,,
2:10.0,,,62-73,1,K. Leonard makes free throw 1 of 2
2:10.0,,,62-74,1,K. Leonard makes free throw 2 of 2
2:03.0,,,62-74,,Personal foul by M. Ginobili (drawn by M. Gasol)
1:53.0,,,62-74,,Personal foul by M. Ginobili (drawn by A. Harrison)
1:53.0,A. Harrison makes free throw 1 of 2,1,63-74,,
1:53.0,A. Harrison makes free throw 2 of 2,1,64-74,,
1:37.0,,,64-74,,D. Lee misses 2-pt shot from 7 ft (block by M. Gasol)
1:36.0,,,64-74,,Offensive rebound by D. Lee
1:29.0,,,64-76,2,K. Leonard makes 2-pt shot from 5 ft
1:10.0,Turnover by M. Gasol (lost ball; steal by M. Ginobili),,64-76,,
1:00.0,,,64-79,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili)
1:00.0,Memphis full timeout,,64-79,,
1:00.0,V. Carter enters the game for M. Gasol,,64-79,,
1:00.0,,,64-79,,K. Anderson enters the game for D. Lee
1:00.0,M. Conley enters the game for A. Harrison,,64-79,,
0:50.0,Z. Randolph misses 2-pt shot from 6 ft (block by P. Gasol),,64-79,,
0:48.0,,,64-79,,Defensive rebound by P. Gasol
0:36.0,,,64-81,2,K. Leonard makes 2-pt shot from 6 ft
0:36.0,,,64-81,,Shooting foul by V. Carter (drawn by K. Leonard)
0:36.0,,,64-82,1,K. Leonard makes free throw 1 of 1
0:28.0,Turnover by M. Conley (lost ball),,64-82,,
0:08.0,,,64-84,2,K. Leonard makes 2-pt shot from 17 ft
0:00.0,M. Conley misses 3-pt shot from 25 ft,,64-84,,
0:00.0,,,64-84,,Defensive rebound by M. Ginobili
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,64-87,3,P. Mills makes 3-pt shot from 25 ft (assist by L. Aldridge)
11:23.0,T. Daniels misses 3-pt shot from 25 ft,,64-87,,
11:23.0,,,64-87,,Defensive rebound by L. Aldridge
11:14.0,,,64-87,,J. Simmons enters the game for M. Ginobili
11:10.0,,,64-87,,Turnover by P. Mills (bad pass; steal by M. Conley)
11:10.0,,,64-87,,Loose ball foul by P. Mills
11:00.0,Offensive foul by Z. Randolph,,64-87,,
11:00.0,Turnover by Z. Randolph (offensive foul),,64-87,,
10:47.0,,,64-87,,D. Lee misses 2-pt shot from 10 ft
10:46.0,Defensive rebound by V. Carter,,64-87,,
10:39.0,,,64-87,,Personal foul by D. Lee (drawn by V. Carter)
10:30.0,M. Conley misses 2-pt shot from 2 ft,,64-87,,
10:28.0,Offensive rebound by M. Conley,,64-87,,
10:24.0,T. Daniels misses 3-pt shot from 26 ft,,64-87,,
10:24.0,,,64-87,,Defensive rebound by Team
10:24.0,,,64-87,,T. Parker enters the game for P. Mills
10:00.0,,,64-89,2,K. Anderson makes 2-pt shot from 9 ft
9:43.0,Z. Randolph misses 2-pt shot from 21 ft,,64-89,,
9:42.0,,,64-89,,Defensive rebound by D. Lee
9:32.0,,,64-91,2,T. Parker makes 2-pt shot from 9 ft
9:32.0,Memphis full timeout,,64-91,,
9:32.0,M. Gasol enters the game for T. Daniels,,64-91,,
9:14.0,Z. Randolph misses 2-pt shot from 1 ft (block by D. Lee),,64-91,,
9:12.0,,,64-91,,Defensive rebound by K. Anderson
9:03.0,,,64-93,2,T. Parker makes 2-pt shot from 12 ft (assist by J. Simmons)
8:50.0,,,64-93,,Personal foul by J. Simmons (drawn by M. Conley)
8:50.0,Official timeout,,64-93,,
8:50.0,,,64-93,,D. Dedmon enters the game for L. Aldridge
8:50.0,,,64-93,,B. Forbes enters the game for T. Parker
8:50.0,A. Harrison enters the game for J. Ennis,,64-93,,
8:36.0,A. Harrison makes 2-pt shot from 19 ft (assist by M. Conley),2,66-93,,
8:15.0,,,66-93,,J. Simmons misses 2-pt shot from 16 ft
8:13.0,,,66-93,,Offensive rebound by Team
8:13.0,W. Selden enters the game for V. Carter,,66-93,,
7:59.0,,,66-93,,Shooting foul by A. Harrison (drawn by D. Lee)
7:59.0,,,66-94,1,D. Lee makes free throw 1 of 2
7:59.0,,,66-94,,D. Lee misses free throw 2 of 2
7:58.0,Defensive rebound by Z. Randolph,,66-94,,
7:39.0,Z. Randolph makes 2-pt shot from 8 ft (assist by A. Harrison),2,68-94,,
7:14.0,,,68-94,,D. Lee misses 3-pt shot from 28 ft
7:13.0,,,68-94,,Offensive rebound by D. Dedmon
7:12.0,,,68-94,,Shooting foul by M. Gasol (drawn by D. Dedmon)
7:12.0,,,68-94,,D. Dedmon misses free throw 1 of 2
7:12.0,,,68-94,,Offensive rebound by Team
7:12.0,,,68-94,,D. Dedmon misses free throw 2 of 2
7:12.0,W. Baldwin enters the game for M. Conley,,68-94,,
7:12.0,D. Davis enters the game for M. Gasol,,68-94,,
7:12.0,,,68-94,,D. Bertans enters the game for D. Lee
7:11.0,Defensive rebound by D. Davis,,68-94,,
6:49.0,Z. Randolph misses 2-pt shot from 19 ft,,68-94,,
6:48.0,Offensive rebound by W. Baldwin,,68-94,,
6:48.0,Turnover by Team (shot clock),,68-94,,
6:32.0,,,68-94,,Shooting foul by D. Davis (drawn by J. Simmons)
6:32.0,,,68-96,2,J. Simmons makes 2-pt shot at rim (assist by D. Dedmon)
6:32.0,,,68-97,1,J. Simmons makes free throw 1 of 1
6:20.0,,,68-97,,Personal foul by J. Simmons (drawn by A. Harrison)
6:10.0,Z. Randolph misses 3-pt shot from 25 ft,,68-97,,
6:10.0,,,68-97,,Defensive rebound by J. Simmons
5:55.0,,,68-100,3,D. Bertans makes 3-pt shot from 23 ft (assist by J. Simmons)
5:38.0,Shooting foul by B. Forbes (drawn by W. Selden),,68-100,,
5:38.0,,,68-100,,San Antonio full timeout
5:38.0,W. Selden misses free throw 1 of 2,,68-100,,
5:38.0,Offensive rebound by Team,,68-100,,
5:38.0,W. Selden makes free throw 2 of 2,1,69-100,,
5:38.0,J. Martin enters the game for Z. Randolph,,68-100,,
5:29.0,,,69-100,,Turnover by J. Simmons (bad pass; steal by W. Selden)
5:24.0,W. Selden misses 2-pt shot from 1 ft (block by J. Simmons),,69-100,,
5:24.0,Offensive rebound by Team,,69-100,,
5:13.0,W. Selden misses 2-pt shot from 3 ft (block by D. Dedmon),,69-100,,
5:11.0,,,69-100,,Defensive rebound by J. Simmons
4:58.0,Shooting block foul by W. Baldwin (drawn by J. Simmons),,69-100,,
4:58.0,,,69-101,1,J. Simmons makes free throw 1 of 2
4:58.0,,,69-101,,J. Simmons misses free throw 2 of 2
4:56.0,Defensive rebound by D. Davis,,69-101,,
4:40.0,W. Selden misses 3-pt shot from 25 ft,,69-101,,
4:38.0,Offensive rebound by J. Martin,,69-101,,
4:27.0,W. Baldwin misses 2-pt shot from 2 ft (block by K. Anderson),,69-101,,
4:25.0,,,69-101,,Defensive rebound by B. Forbes
4:18.0,,,69-104,3,B. Forbes makes 3-pt shot from 26 ft
3:58.0,A. Harrison misses 2-pt shot from 10 ft,,69-104,,
3:55.0,Offensive rebound by D. Davis,,69-104,,
3:55.0,D. Davis makes 2-pt shot from 2 ft,2,71-104,,
3:46.0,Personal foul by J. Martin (drawn by D. Bertans),,71-104,,
3:46.0,,,71-105,1,D. Bertans makes free throw 1 of 2
3:46.0,,,71-105,,D. Bertans misses free throw 2 of 2
3:44.0,Defensive rebound by D. Davis,,71-105,,
3:27.0,A. Harrison misses 2-pt shot from 1 ft (block by D. Dedmon),,71-105,,
3:25.0,,,71-105,,Defensive rebound by D. Dedmon
3:09.0,,,71-107,2,J. Simmons makes 2-pt shot at rim
2:49.0,J. Martin misses 2-pt shot from 1 ft,,71-107,,
2:48.0,,,71-107,,Defensive rebound by D. Dedmon
2:30.0,,,71-107,,Turnover by K. Anderson (bad pass)
2:30.0,Memphis full timeout,,71-107,,
2:21.0,,,71-107,,Personal foul by B. Forbes (drawn by A. Harrison)
2:21.0,A. Harrison misses free throw 1 of 2,,71-107,,
2:21.0,Offensive rebound by Team,,71-107,,
2:21.0,A. Harrison makes free throw 2 of 2,1,72-107,,
2:00.0,,,72-107,,K. Anderson misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by W. Baldwin,,72-107,,
1:58.0,D. Davis makes 2-pt shot at rim (assist by W. Baldwin),2,74-107,,
1:42.0,,,74-109,2,B. Forbes makes 2-pt shot from 13 ft
1:32.0,A. Harrison makes 2-pt shot from 19 ft,2,76-109,,
1:18.0,,,76-109,,B. Forbes misses 3-pt shot from 26 ft
1:17.0,Defensive rebound by J. Martin,,76-109,,
1:10.0,,,76-109,,Personal foul by B. Forbes (drawn by D. Davis)
1:10.0,D. Davis misses free throw 1 of 2,,76-109,,
1:10.0,Offensive rebound by Team,,76-109,,
1:10.0,D. Davis makes free throw 2 of 2,1,77-109,,
0:47.0,,,77-109,,Turnover by D. Bertans (bad pass; steal by J. Martin)
0:40.0,D. Davis makes 2-pt shot at rim (assist by A. Harrison),2,79-109,,
0:19.0,,,79-111,2,K. Anderson makes 2-pt shot from 8 ft
