time,Charlotte,pts.away,score,pts.home,Atlanta
1:32.0,,,99-97,2,D. Schroder makes 2-pt shot from 4 ft
1:13.0,,,99-97,,Personal foul by D. Schroder (drawn by K. Walker)
1:02.0,C. Zeller misses 2-pt shot from 9 ft,,99-97,,
1:00.0,,,99-97,,Defensive rebound by D. Howard
0:50.0,,,99-97,,D. Schroder misses 2-pt shot from 3 ft
0:48.0,Defensive rebound by K. Walker,,99-97,,
0:28.0,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker),3,102-97,,
0:28.0,,,102-97,,Atlanta full timeout
0:28.0,,,102-97,,K. Korver enters the game for D. Howard
0:28.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,102-97,,
0:25.0,,,102-97,,P. Millsap misses 2-pt shot from 1 ft
0:24.0,Defensive rebound by K. Walker,,102-97,,
0:24.0,,,102-97,,Personal foul by K. Bazemore (drawn by K. Walker)
0:24.0,K. Walker makes free throw 1 of 2,1,103-97,,
0:24.0,K. Walker makes free throw 2 of 2,1,104-97,,
0:17.0,,,104-97,,T. Sefolosha misses 3-pt shot from 24 ft
0:16.0,Defensive rebound by C. Zeller,,104-97,,
0:11.0,,,104-97,,Personal take foul by D. Schroder (drawn by N. Batum)
0:11.0,N. Batum makes free throw 1 of 2,1,105-97,,
0:11.0,N. Batum misses free throw 2 of 2,,105-97,,
0:10.0,,,105-97,,Defensive rebound by T. Sefolosha
0:06.0,,,105-99,2,D. Schroder makes 2-pt shot from 2 ft
0:04.0,,,105-99,,Personal take foul by D. Schroder (drawn by K. Walker)
0:04.0,K. Walker makes free throw 1 of 2,1,106-99,,
0:04.0,K. Walker makes free throw 2 of 2,1,107-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
