time,Utah,pts.away,score,pts.home,Dallas
8:19.0,G. Hayward enters the game for J. Johnson,,25-28,,
8:09.0,,,25-30,2,D. Harris makes 2-pt shot from 3 ft
7:50.0,,,25-30,,Personal foul by W. Matthews (drawn by G. Hayward)
7:35.0,J. Ingles misses 2-pt shot from 20 ft,,25-30,,
7:33.0,,,25-30,,Defensive rebound by W. Matthews
7:22.0,,,25-30,,H. Barnes misses 2-pt shot from 17 ft
7:22.0,Defensive rebound by R. Gobert,,25-30,,
7:07.0,,,25-30,,Personal foul by H. Barnes (drawn by R. Gobert)
6:58.0,G. Hayward makes 2-pt shot from 13 ft,2,27-30,,
6:40.0,,,27-30,,D. Powell misses 2-pt shot from 4 ft (block by R. Gobert)
6:39.0,Defensive rebound by Team,,27-30,,
6:39.0,J. Johnson enters the game for B. Diaw,,27-30,,
6:27.0,J. Ingles makes 3-pt shot from 24 ft (assist by S. Mack),3,30-30,,
6:26.0,,,30-30,,Dallas full timeout
6:26.0,,,30-30,,S. Mejri enters the game for D. Powell
6:05.0,,,30-30,,S. Mejri misses 2-pt shot from 20 ft
6:04.0,Defensive rebound by Team,,30-30,,
5:53.0,G. Hayward makes 2-pt shot from 9 ft,2,32-30,,
5:31.0,,,32-30,,Turnover by W. Matthews (lost ball; steal by S. Mack)
5:14.0,J. Ingles makes 3-pt shot from 23 ft (assist by S. Mack),3,35-30,,
4:47.0,,,35-32,2,S. Mejri makes 2-pt shot from 2 ft
4:34.0,J. Ingles makes 3-pt shot from 24 ft (assist by S. Mack),3,38-32,,
4:26.0,,,38-32,,D. Nowitzki enters the game for S. Mejri
4:18.0,Personal foul by J. Ingles (drawn by D. Nowitzki),,38-32,,
4:06.0,,,38-32,,D. Harris misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by J. Ingles,,38-32,,
3:53.0,G. Hayward makes 2-pt shot from 15 ft,2,40-32,,
3:33.0,,,40-32,,H. Barnes misses 2-pt shot from 9 ft
3:31.0,Defensive rebound by R. Gobert,,40-32,,
3:18.0,Shooting foul by D. Harris (drawn by G. Hayward),,40-32,,
3:18.0,G. Hayward makes free throw 1 of 3,1,41-32,,
3:18.0,G. Hayward makes free throw 2 of 3,1,42-32,,
3:18.0,G. Hayward makes free throw 3 of 3,1,43-32,,
3:18.0,,,42-32,,Y. Ferrell enters the game for D. Harris
2:55.0,,,43-32,,D. Nowitzki misses 2-pt shot from 13 ft
2:54.0,Defensive rebound by R. Gobert,,43-32,,
2:38.0,J. Johnson makes 3-pt shot from 22 ft (assist by J. Ingles),3,46-32,,
2:37.0,,,46-32,,Dallas full timeout
2:37.0,Official timeout,,46-32,,
2:18.0,,,46-34,2,Y. Ferrell makes 2-pt shot from 17 ft (assist by S. Curry)
2:01.0,G. Hayward misses 3-pt shot from 23 ft,,46-34,,
2:00.0,,,46-34,,Defensive rebound by D. Nowitzki
1:42.0,,,46-36,2,D. Nowitzki makes 2-pt shot from 14 ft
1:25.0,G. Hayward misses 3-pt shot from 25 ft,,46-36,,
1:24.0,,,46-36,,Defensive rebound by S. Curry
1:08.0,,,46-39,3,H. Barnes makes 3-pt shot from 24 ft (assist by D. Nowitzki)
0:43.0,J. Ingles makes 3-pt shot from 25 ft (assist by S. Mack),3,49-39,,
0:35.0,,,49-39,,Y. Ferrell misses 2-pt shot from 1 ft
0:35.0,Defensive rebound by J. Ingles,,49-39,,
0:28.0,S. Mack makes 3-pt shot from 25 ft (assist by J. Johnson),3,52-39,,
0:10.0,,,52-39,,Turnover by H. Barnes (bad pass; steal by J. Johnson)
0:06.0,G. Hayward makes 2-pt shot at rim (assist by J. Johnson),2,54-39,,
0:00.0,,,54-42,3,Y. Ferrell makes 3-pt shot from 28 ft (assist by W. Matthews)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Shooting block foul by D. Favors (drawn by H. Barnes),,54-42,,
11:41.0,,,54-43,1,H. Barnes makes free throw 1 of 2
11:41.0,,,54-44,1,H. Barnes makes free throw 2 of 2
11:29.0,Shooting foul by D. Nowitzki (drawn by R. Gobert),,54-44,,
11:29.0,R. Gobert makes free throw 1 of 2,1,55-44,,
11:29.0,R. Gobert makes free throw 2 of 2,1,56-44,,
11:11.0,,,56-44,,H. Barnes misses 2-pt shot from 18 ft
11:09.0,Defensive rebound by D. Favors,,56-44,,
11:04.0,Turnover by D. Exum (bad pass; steal by Y. Ferrell),,56-44,,
10:59.0,,,56-46,2,H. Barnes makes 2-pt shot at rim (assist by Y. Ferrell)
10:40.0,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward),2,58-46,,
10:23.0,,,58-46,,Turnover by Y. Ferrell (bad pass; steal by G. Hayward)
10:20.0,G. Hayward makes 2-pt shot at rim,2,60-46,,
9:54.0,,,60-46,,W. Matthews misses 3-pt shot from 28 ft
9:53.0,,,60-46,,Offensive rebound by Team
9:53.0,,,60-46,,Turnover by Team (shot clock)
9:39.0,D. Exum makes 2-pt shot from 9 ft,2,62-46,,
9:17.0,,,62-48,2,H. Barnes makes 2-pt shot from 2 ft (assist by Y. Ferrell)
8:56.0,Turnover by R. Gobert (lost ball; steal by D. Nowitzki),,62-48,,
8:39.0,,,62-48,,D. Nowitzki misses 2-pt shot from 9 ft
8:38.0,Defensive rebound by R. Gobert,,62-48,,
8:31.0,Offensive foul by R. Gobert,,62-48,,
8:31.0,Turnover by R. Gobert (offensive foul),,62-48,,
8:18.0,,,62-48,,Turnover by S. Curry (bad pass; steal by J. Ingles)
8:12.0,G. Hayward makes 3-pt shot from 26 ft (assist by J. Ingles),3,65-48,,
8:12.0,,,65-48,,Dallas full timeout
8:12.0,,,65-48,,D. Harris enters the game for Y. Ferrell
8:01.0,,,65-48,,Offensive foul by D. Nowitzki
8:01.0,,,65-48,,Turnover by D. Nowitzki (offensive foul)
7:48.0,D. Favors makes 2-pt shot at rim (assist by R. Gobert),2,67-48,,
7:28.0,,,67-48,,Turnover by S. Curry (bad pass; steal by D. Favors)
7:11.0,G. Hayward makes 2-pt shot from 1 ft (assist by J. Ingles),2,69-48,,
7:00.0,,,69-50,2,W. Matthews makes 2-pt shot at rim (assist by S. Curry)
6:48.0,G. Hayward makes 2-pt shot from 2 ft (assist by R. Gobert),2,71-50,,
6:44.0,,,71-50,,Dallas full timeout
6:44.0,,,71-50,,J. Anderson enters the game for S. Curry
6:44.0,S. Mack enters the game for D. Favors,,71-50,,
6:44.0,B. Diaw enters the game for D. Exum,,71-50,,
6:36.0,,,71-53,3,H. Barnes makes 3-pt shot from 25 ft (assist by J. Anderson)
6:09.0,G. Hayward makes 3-pt shot from 24 ft (assist by S. Mack),3,74-53,,
6:02.0,,,74-53,,Shooting foul by S. Mack (drawn by D. Harris)
6:02.0,,,74-54,1,D. Harris makes free throw 1 of 2
6:02.0,,,74-55,1,D. Harris makes free throw 2 of 2
5:52.0,Turnover by B. Diaw (offensive foul),,74-55,,
5:52.0,Offensive foul by B. Diaw,,74-55,,
5:43.0,,,74-55,,D. Nowitzki misses 2-pt shot from 17 ft
5:42.0,Defensive rebound by R. Gobert,,74-55,,
5:29.0,J. Ingles misses 3-pt shot from 23 ft,,74-55,,
5:27.0,,,74-55,,Defensive rebound by D. Harris
5:17.0,,,74-58,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Harris)
4:58.0,J. Ingles misses 2-pt shot from 5 ft,,74-58,,
4:58.0,,,74-58,,Defensive rebound by Team
4:58.0,Loose ball foul by R. Gobert (drawn by D. Nowitzki),,74-58,,
4:58.0,A. Burks enters the game for J. Ingles,,74-58,,
4:51.0,,,74-60,2,D. Harris makes 2-pt shot from 2 ft
4:50.0,Utah full timeout,,74-60,,
4:50.0,,,74-60,,S. Mejri enters the game for D. Nowitzki
4:38.0,,,74-60,,Personal foul by D. Harris (drawn by G. Hayward)
4:27.0,G. Hayward misses 3-pt shot from 25 ft,,74-60,,
4:26.0,,,74-60,,Defensive rebound by H. Barnes
4:02.0,,,74-60,,D. Harris misses 2-pt shot from 17 ft
4:01.0,Defensive rebound by B. Diaw,,74-60,,
3:56.0,Turnover by R. Gobert (lost ball; steal by D. Harris),,74-60,,
3:34.0,,,74-62,2,W. Matthews makes 2-pt shot from 6 ft (assist by H. Barnes)
3:16.0,B. Diaw makes 2-pt shot from 5 ft,2,76-62,,
3:03.0,,,76-64,2,W. Matthews makes 2-pt shot from 18 ft
2:45.0,Turnover by B. Diaw (bad pass; steal by J. Anderson),,76-64,,
2:42.0,Personal foul by R. Gobert (drawn by J. Anderson),,76-64,,
2:42.0,J. Johnson enters the game for G. Hayward,,76-64,,
2:42.0,D. Favors enters the game for R. Gobert,,76-64,,
2:33.0,,,76-64,,J. Anderson misses 3-pt shot from 23 ft
2:33.0,Defensive rebound by Team,,76-64,,
2:13.0,D. Favors misses 2-pt shot from 20 ft,,76-64,,
2:13.0,,,76-64,,Defensive rebound by J. Anderson
2:04.0,,,76-66,2,W. Matthews makes 2-pt shot from 17 ft
1:48.0,A. Burks misses 2-pt shot from 8 ft,,76-66,,
1:46.0,Offensive rebound by D. Favors,,76-66,,
1:46.0,D. Favors misses 2-pt shot from 3 ft,,76-66,,
1:45.0,Offensive rebound by D. Favors,,76-66,,
1:45.0,D. Favors misses 2-pt shot from 1 ft,,76-66,,
1:44.0,,,76-66,,Defensive rebound by H. Barnes
1:36.0,,,76-66,,W. Matthews misses 3-pt shot from 27 ft
1:35.0,Defensive rebound by S. Mack,,76-66,,
1:21.0,D. Favors misses 2-pt shot at rim (block by S. Mejri),,76-66,,
1:20.0,Offensive rebound by S. Mack,,76-66,,
1:12.0,A. Burks misses 3-pt shot from 24 ft,,76-66,,
1:12.0,Offensive rebound by D. Favors,,76-66,,
1:11.0,Shooting foul by J. Anderson (drawn by D. Favors),,76-66,,
1:11.0,D. Favors makes 2-pt shot from 1 ft,2,78-66,,
1:11.0,D. Favors misses free throw 1 of 1,,78-66,,
1:11.0,J. Ingles enters the game for B. Diaw,,78-66,,
1:11.0,,,78-66,,Y. Ferrell enters the game for W. Matthews
1:11.0,,,78-66,,S. Curry enters the game for H. Barnes
1:11.0,,,78-66,,D. Nowitzki enters the game for D. Harris
1:10.0,,,78-66,,Defensive rebound by D. Nowitzki
0:49.0,,,78-66,,Y. Ferrell misses 3-pt shot from 27 ft
0:47.0,,,78-66,,Offensive rebound by S. Curry
0:40.0,,,78-66,,S. Curry misses 3-pt shot from 26 ft
0:39.0,Defensive rebound by A. Burks,,78-66,,
0:35.0,Offensive charge foul by A. Burks,,78-66,,
0:35.0,Turnover by A. Burks (offensive foul),,78-66,,
0:18.0,Personal foul by S. Mack (drawn by D. Nowitzki),,78-66,,
0:18.0,,,78-67,1,D. Nowitzki makes free throw 1 of 2
0:18.0,,,78-68,1,D. Nowitzki makes free throw 2 of 2
0:18.0,,,78-67,,D. Finney-Smith enters the game for S. Mejri
0:01.0,Turnover by J. Johnson (bad pass; steal by Y. Ferrell),,78-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,A. Burks misses 2-pt shot from 18 ft,,78-68,,
11:38.0,,,78-68,,Defensive rebound by D. Nowitzki
11:20.0,,,78-68,,Shooting foul by D. Exum (drawn by D. Finney-Smith)
11:20.0,,,78-68,,D. Finney-Smith misses free throw 1 of 2
11:20.0,,,78-68,,Offensive rebound by Team
11:20.0,,,78-68,,D. Finney-Smith misses free throw 2 of 2
11:19.0,,,78-68,,Offensive rebound by J. Anderson
11:18.0,,,78-70,2,J. Anderson makes 2-pt shot at rim
11:13.0,Turnover by D. Exum (bad pass; steal by Y. Ferrell),,78-70,,
11:13.0,,,78-70,,Shooting foul by D. Exum (drawn by Y. Ferrell)
11:13.0,,,78-71,1,Y. Ferrell makes free throw 1 of 2
11:13.0,,,78-72,1,Y. Ferrell makes free throw 2 of 2
10:49.0,J. Johnson makes 2-pt shot from 14 ft,2,80-72,,
10:26.0,,,80-72,,D. Nowitzki misses 2-pt shot from 20 ft
10:25.0,,,80-72,,Offensive rebound by D. Finney-Smith
10:20.0,,,80-72,,D. Finney-Smith misses 3-pt shot from 26 ft
10:19.0,,,80-72,,Offensive rebound by Team
10:19.0,Loose ball foul by D. Favors (drawn by D. Nowitzki),,80-72,,
10:06.0,,,80-72,,Shooting foul by A. Burks (drawn by S. Curry)
10:06.0,,,80-73,1,S. Curry makes free throw 1 of 2
10:06.0,,,80-74,1,S. Curry makes free throw 2 of 2
10:06.0,R. Gobert enters the game for D. Favors,,80-73,,
9:53.0,Shooting foul by D. Nowitzki (drawn by R. Gobert),,80-74,,
9:53.0,R. Gobert misses free throw 1 of 2,,80-74,,
9:53.0,Offensive rebound by Team,,80-74,,
9:53.0,R. Gobert makes free throw 2 of 2,1,81-74,,
9:38.0,,,81-74,,Turnover by S. Curry (traveling)
9:38.0,G. Hayward enters the game for A. Burks,,81-74,,
9:15.0,G. Hayward misses 3-pt shot from 24 ft,,81-74,,
9:15.0,Offensive rebound by R. Gobert,,81-74,,
9:10.0,R. Gobert misses 2-pt shot from 1 ft,,81-74,,
9:09.0,Offensive rebound by R. Gobert,,81-74,,
9:08.0,Turnover by R. Gobert (lost ball; steal by D. Finney-Smith),,81-74,,
8:49.0,,,81-76,2,D. Nowitzki makes 2-pt shot from 7 ft (assist by S. Curry)
8:49.0,Utah full timeout,,81-76,,
8:49.0,,,81-76,,W. Matthews enters the game for J. Anderson
8:49.0,S. Mack enters the game for D. Exum,,81-76,,
8:29.0,J. Ingles makes 2-pt shot from 18 ft (assist by S. Mack),2,83-76,,
8:17.0,,,83-79,3,S. Curry makes 3-pt shot from 26 ft
7:58.0,J. Johnson makes 3-pt shot from 25 ft (assist by S. Mack),3,86-79,,
7:42.0,,,86-79,,Shooting foul by S. Mack (drawn by D. Nowitzki)
7:42.0,,,86-80,1,D. Nowitzki makes free throw 1 of 2
7:42.0,,,86-81,1,D. Nowitzki makes free throw 2 of 2
7:42.0,,,86-80,,D. Harris enters the game for Y. Ferrell
7:42.0,,,86-80,,H. Barnes enters the game for D. Finney-Smith
7:22.0,R. Gobert misses 2-pt shot from 4 ft,,86-81,,
7:20.0,,,86-81,,Defensive rebound by W. Matthews
7:09.0,,,86-83,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by W. Matthews)
6:58.0,,,86-83,,Personal foul by W. Matthews (drawn by G. Hayward)
6:58.0,,,86-83,,S. Mejri enters the game for D. Nowitzki
6:48.0,Turnover by G. Hayward (lost ball),,86-83,,
6:31.0,,,86-83,,D. Harris misses 2-pt shot from 21 ft
6:30.0,Defensive rebound by R. Gobert,,86-83,,
6:21.0,S. Mack misses 2-pt shot from 11 ft,,86-83,,
6:20.0,,,86-83,,Defensive rebound by W. Matthews
6:16.0,Personal foul by S. Mack (drawn by W. Matthews),,86-83,,
6:16.0,,,86-84,1,W. Matthews makes free throw 1 of 2
6:16.0,,,86-85,1,W. Matthews makes free throw 2 of 2
6:16.0,A. Burks enters the game for S. Mack,,86-84,,
6:16.0,D. Favors enters the game for J. Johnson,,86-84,,
5:56.0,G. Hayward misses 2-pt shot from 19 ft,,86-85,,
5:54.0,Offensive rebound by J. Ingles,,86-85,,
5:50.0,J. Ingles misses 3-pt shot from 31 ft,,86-85,,
5:48.0,,,86-85,,Defensive rebound by D. Harris
5:41.0,,,86-85,,D. Harris misses 2-pt shot from 7 ft
5:40.0,Defensive rebound by R. Gobert,,86-85,,
5:37.0,Shooting foul by H. Barnes (drawn by R. Gobert),,86-85,,
5:37.0,Official timeout,,86-85,,
5:37.0,R. Gobert makes free throw 1 of 2,1,87-85,,
5:37.0,R. Gobert makes free throw 2 of 2,1,88-85,,
5:26.0,,,88-87,2,H. Barnes makes 2-pt shot at rim (assist by W. Matthews)
5:08.0,A. Burks makes 2-pt shot from 12 ft,2,90-87,,
5:08.0,Shooting foul by D. Harris (drawn by A. Burks),,90-87,,
5:08.0,A. Burks makes free throw 1 of 1,1,91-87,,
4:49.0,,,91-87,,H. Barnes misses 2-pt shot from 17 ft
4:47.0,Defensive rebound by A. Burks,,91-87,,
4:29.0,R. Gobert misses 2-pt shot from 3 ft (block by S. Mejri),,91-87,,
4:27.0,,,91-87,,Defensive rebound by W. Matthews
4:18.0,,,91-89,2,H. Barnes makes 2-pt shot at rim (assist by W. Matthews)
3:59.0,Shooting foul by D. Harris (drawn by G. Hayward),,91-89,,
3:59.0,G. Hayward makes free throw 1 of 2,1,92-89,,
3:59.0,G. Hayward misses free throw 2 of 2,,92-89,,
3:59.0,,,92-89,,D. Nowitzki enters the game for S. Mejri
3:59.0,,,92-89,,Y. Ferrell enters the game for D. Harris
3:58.0,,,92-89,,Defensive rebound by S. Curry
3:48.0,,,92-89,,Y. Ferrell misses 2-pt shot from 21 ft
3:47.0,Defensive rebound by G. Hayward,,92-89,,
3:35.0,J. Ingles misses 3-pt shot from 24 ft,,92-89,,
3:35.0,,,92-89,,Defensive rebound by H. Barnes
3:12.0,,,92-89,,D. Nowitzki misses 2-pt shot from 13 ft
3:10.0,Defensive rebound by R. Gobert,,92-89,,
2:53.0,A. Burks misses 2-pt shot from 19 ft,,92-89,,
2:52.0,,,92-89,,Defensive rebound by D. Nowitzki
2:44.0,,,92-89,,D. Nowitzki misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by D. Favors,,92-89,,
2:26.0,Shooting foul by W. Matthews (drawn by G. Hayward),,92-89,,
2:26.0,,,92-89,,Dallas full timeout
2:26.0,G. Hayward makes free throw 1 of 2,1,93-89,,
2:26.0,G. Hayward makes free throw 2 of 2,1,94-89,,
2:26.0,,,93-89,,D. Harris enters the game for Y. Ferrell
2:06.0,,,94-91,2,D. Nowitzki makes 2-pt shot from 2 ft
1:47.0,G. Hayward makes 2-pt shot from 16 ft,2,96-91,,
1:30.0,,,96-93,2,S. Curry makes 2-pt shot from 6 ft
1:30.0,,,96-93,,Shooting foul by R. Gobert (drawn by S. Curry)
1:30.0,,,96-94,1,S. Curry makes free throw 1 of 1
1:30.0,S. Mack enters the game for A. Burks,,96-93,,
1:16.0,Offensive foul by R. Gobert,,96-94,,
1:16.0,Turnover by R. Gobert (offensive foul),,96-94,,
1:16.0,A. Burks enters the game for S. Mack,,96-94,,
0:59.0,,,96-96,2,S. Curry makes 2-pt shot from 4 ft
0:59.0,Utah full timeout,,96-96,,
0:59.0,,,96-96,,D. Powell enters the game for D. Nowitzki
0:59.0,J. Johnson enters the game for D. Favors,,96-96,,
