time,Golden State,pts.away,score,pts.home,Cleveland
8:27.0,S. Livingston misses 2-pt shot from 15 ft,,37-32,,
8:25.0,,,37-32,,Defensive rebound by L. James
8:16.0,,,37-32,,I. Shumpert misses 3-pt shot from 25 ft
8:16.0,,,37-32,,Offensive rebound by L. James
8:12.0,,,37-32,,L. James misses 2-pt shot from 1 ft
8:11.0,Defensive rebound by D. Green,,37-32,,
8:04.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. West),3,40-32,,
8:04.0,,,40-32,,Cleveland full timeout
7:51.0,,,40-34,2,K. Irving makes 2-pt shot from 4 ft
7:26.0,D. West misses 2-pt shot from 2 ft,,40-34,,
7:26.0,,,40-34,,Defensive rebound by R. Jefferson
7:16.0,,,40-34,,K. Irving misses 2-pt shot from 1 ft
7:15.0,,,40-34,,Offensive rebound by K. Irving
7:15.0,,,40-36,2,K. Irving makes 2-pt shot from 2 ft
6:59.0,Turnover by D. Green (bad pass; steal by K. Irving),,40-36,,
6:55.0,,,40-36,,Turnover by R. Jefferson (bad pass; steal by K. Thompson)
6:51.0,Shooting foul by R. Jefferson (drawn by S. Livingston),,40-36,,
6:51.0,S. Livingston makes free throw 1 of 2,1,41-36,,
6:51.0,S. Livingston makes free throw 2 of 2,1,42-36,,
6:51.0,K. Durant enters the game for D. West,,41-36,,
6:51.0,S. Curry enters the game for A. Iguodala,,41-36,,
6:51.0,,,41-36,,T. Thompson enters the game for C. Frye
6:51.0,,,41-36,,D. Liggins enters the game for L. James
6:30.0,,,42-36,,R. Jefferson misses 2-pt shot from 12 ft (block by K. Durant)
6:29.0,Defensive rebound by K. Durant,,42-36,,
6:16.0,D. Green makes 2-pt shot from 2 ft (assist by S. Livingston),2,44-36,,
5:57.0,,,44-36,,K. Irving misses 2-pt shot from 15 ft
5:54.0,,,44-36,,Offensive rebound by T. Thompson
5:54.0,,,44-38,2,T. Thompson makes 2-pt shot at rim
5:43.0,Offensive foul by S. Curry,,44-38,,
5:43.0,Turnover by S. Curry (offensive foul),,44-38,,
5:27.0,,,44-38,,K. Irving misses 2-pt shot from 17 ft
5:25.0,Defensive rebound by S. Curry,,44-38,,
5:15.0,Turnover by S. Livingston (bad pass; steal by I. Shumpert),,44-38,,
5:10.0,,,44-38,,Turnover by I. Shumpert (bad pass; steal by S. Curry)
5:06.0,K. Durant makes 2-pt shot at rim (assist by S. Livingston),2,46-38,,
5:06.0,,,46-38,,Cleveland full timeout
4:49.0,,,46-38,,R. Jefferson misses 2-pt shot from 18 ft
4:48.0,,,46-38,,Offensive rebound by T. Thompson
4:38.0,Personal foul by D. Green (drawn by K. Irving),,46-38,,
4:38.0,I. Clark enters the game for K. Thompson,,46-38,,
4:38.0,,,46-38,,L. James enters the game for R. Jefferson
4:38.0,,,46-38,,Cleveland full timeout
4:38.0,,,46-38,,K. Love enters the game for D. Liggins
4:23.0,,,46-38,,K. Irving misses 3-pt shot from 24 ft
4:23.0,Defensive rebound by K. Durant,,46-38,,
4:15.0,S. Curry makes 3-pt shot from 24 ft (assist by I. Clark),3,49-38,,
4:00.0,,,49-38,,Shooting foul by K. Durant (drawn by K. Love)
4:00.0,,,49-39,1,K. Love makes free throw 1 of 2
4:00.0,,,49-40,1,K. Love makes free throw 2 of 2
3:49.0,Shooting foul by I. Shumpert (drawn by S. Curry),,49-40,,
3:49.0,S. Curry makes free throw 1 of 2,1,50-40,,
3:49.0,S. Curry misses free throw 2 of 2,,50-40,,
3:49.0,,,50-40,,R. Jefferson enters the game for I. Shumpert
3:47.0,,,50-40,,Defensive rebound by L. James
3:29.0,,,50-43,3,K. Love makes 3-pt shot from 25 ft (assist by K. Irving)
3:11.0,S. Livingston misses 2-pt shot from 13 ft,,50-43,,
3:11.0,,,50-43,,Defensive rebound by L. James
3:04.0,,,50-43,,R. Jefferson misses 3-pt shot from 24 ft
3:03.0,,,50-43,,Offensive rebound by T. Thompson
3:00.0,,,50-43,,T. Thompson misses 2-pt shot from 2 ft
2:59.0,,,50-43,,Offensive rebound by L. James
2:58.0,,,50-43,,L. James misses 2-pt shot from 1 ft
2:57.0,,,50-43,,Offensive rebound by L. James
2:55.0,,,50-43,,Shooting foul by S. Livingston (drawn by L. James)
2:55.0,,,50-44,1,L. James makes free throw 1 of 2
2:55.0,,,50-44,,L. James misses free throw 2 of 2
2:55.0,A. Iguodala enters the game for I. Clark,,50-44,,
2:55.0,K. Thompson enters the game for S. Livingston,,50-44,,
2:54.0,Defensive rebound by K. Durant,,50-44,,
2:47.0,S. Curry misses 2-pt shot from 10 ft,,50-44,,
2:47.0,Offensive rebound by Team,,50-44,,
2:47.0,,,50-44,,Personal foul by K. Love (drawn by D. Green)
2:38.0,K. Durant misses 2-pt shot from 7 ft,,50-44,,
2:36.0,,,50-44,,Defensive rebound by L. James
2:17.0,,,50-44,,Shooting foul by A. Iguodala (drawn by K. Love)
2:17.0,,,50-45,1,K. Love makes free throw 1 of 2
2:17.0,,,50-46,1,K. Love makes free throw 2 of 2
2:17.0,Z. Pachulia enters the game for D. Green,,50-45,,
1:55.0,A. Iguodala misses 3-pt shot from 23 ft,,50-46,,
1:55.0,,,50-46,,Defensive rebound by L. James
1:43.0,,,50-46,,R. Jefferson misses 3-pt shot from 23 ft
1:42.0,,,50-46,,Offensive rebound by T. Thompson
1:42.0,Personal foul by A. Iguodala (drawn by T. Thompson),,50-46,,
1:42.0,,,50-47,1,T. Thompson makes free throw 1 of 2
1:42.0,,,50-48,1,T. Thompson makes free throw 2 of 2
1:22.0,A. Iguodala misses 3-pt shot from 24 ft,,50-48,,
1:22.0,,,50-48,,Defensive rebound by T. Thompson
1:09.0,,,50-50,2,L. James makes 2-pt shot at rim (assist by K. Irving)
0:47.0,A. Iguodala misses 2-pt shot from 8 ft,,50-50,,
0:45.0,Offensive rebound by Z. Pachulia,,50-50,,
0:45.0,Z. Pachulia makes 2-pt shot at rim,2,52-50,,
0:36.0,,,52-50,,K. Irving misses 2-pt shot from 8 ft
0:34.0,Defensive rebound by K. Durant,,52-50,,
0:29.0,K. Durant makes 3-pt shot from 25 ft,3,55-50,,
0:09.0,,,55-52,2,L. James makes 2-pt shot at rim
0:02.0,Z. Pachulia misses 2-pt shot from 2 ft (block by L. James),,55-52,,
0:02.0,Offensive rebound by Team,,55-52,,
0:02.0,,,55-52,,C. Frye enters the game for K. Love
0:00.0,S. Curry misses 3-pt shot from 26 ft,,55-52,,
0:00.0,Offensive rebound by Team,,55-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,55-55,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
11:33.0,K. Durant makes 3-pt shot from 27 ft (assist by D. Green),3,58-55,,
11:10.0,,,58-55,,K. Love misses 2-pt shot from 5 ft
11:10.0,Defensive rebound by Z. Pachulia,,58-55,,
11:04.0,K. Durant misses 3-pt shot from 26 ft,,58-55,,
11:02.0,,,58-55,,Defensive rebound by L. James
11:00.0,,,58-55,,Shooting foul by Z. Pachulia (drawn by K. Love)
11:00.0,,,58-55,,K. Love misses free throw 1 of 2
11:00.0,,,58-55,,Offensive rebound by Team
11:00.0,,,58-56,1,K. Love makes free throw 2 of 2
10:41.0,K. Thompson misses 3-pt shot from 28 ft,,58-56,,
10:40.0,Offensive rebound by Team,,58-56,,
10:33.0,Turnover by Z. Pachulia (lost ball; steal by D. Liggins),,58-56,,
10:26.0,,,58-56,,Turnover by L. James (bad pass)
10:13.0,,,58-56,,Personal foul by L. James (drawn by S. Curry)
10:10.0,Shooting foul by K. Love (drawn by K. Durant),,58-56,,
10:10.0,K. Durant makes free throw 1 of 2,1,59-56,,
10:10.0,K. Durant makes free throw 2 of 2,1,60-56,,
9:59.0,,,60-56,,L. James misses 2-pt shot from 1 ft
9:58.0,,,60-56,,Offensive rebound by T. Thompson
9:58.0,,,60-56,,T. Thompson misses 2-pt shot from 1 ft
9:58.0,,,60-56,,Offensive rebound by Team
9:48.0,,,60-56,,Turnover by L. James (bad pass; steal by S. Curry)
9:36.0,S. Curry makes 2-pt shot from 5 ft (assist by K. Durant),2,62-56,,
9:11.0,,,62-59,3,L. James makes 3-pt shot from 26 ft (assist by K. Irving)
8:55.0,K. Durant makes 2-pt shot from 7 ft (assist by D. Green),2,64-59,,
8:48.0,,,64-59,,Shooting foul by Z. Pachulia (drawn by T. Thompson)
8:48.0,,,64-59,,T. Thompson misses free throw 1 of 2
8:48.0,,,64-59,,Offensive rebound by Team
8:48.0,,,64-60,1,T. Thompson makes free throw 2 of 2
8:48.0,J. McGee enters the game for Z. Pachulia,,64-59,,
8:43.0,S. Curry misses 3-pt shot from 25 ft,,64-60,,
8:41.0,Offensive rebound by J. McGee,,64-60,,
8:41.0,Turnover by J. McGee (bad pass; steal by T. Thompson),,64-60,,
8:28.0,,,64-60,,K. Irving misses 2-pt shot from 11 ft
8:28.0,Defensive rebound by K. Thompson,,64-60,,
8:21.0,Shooting foul by K. Love (drawn by J. McGee),,64-60,,
8:21.0,J. McGee misses free throw 1 of 2,,64-60,,
8:21.0,Offensive rebound by Team,,64-60,,
8:21.0,J. McGee misses free throw 2 of 2,,64-60,,
8:21.0,,,64-60,,C. Frye enters the game for K. Love
8:20.0,,,64-60,,Defensive rebound by L. James
8:10.0,,,64-63,3,L. James makes 3-pt shot from 25 ft
7:52.0,J. McGee misses 2-pt shot at rim,,64-63,,
7:49.0,,,64-63,,Defensive rebound by C. Frye
7:44.0,,,64-63,,L. James misses 3-pt shot from 25 ft
7:43.0,Defensive rebound by K. Durant,,64-63,,
7:34.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Curry),3,67-63,,
7:08.0,,,67-66,3,L. James makes 3-pt shot from 26 ft
6:54.0,S. Curry misses 2-pt shot from 16 ft,,67-66,,
6:52.0,,,67-66,,Defensive rebound by K. Irving
6:39.0,,,67-66,,C. Frye misses 3-pt shot from 25 ft
6:39.0,Defensive rebound by D. Green,,67-66,,
6:29.0,D. Green makes 2-pt shot from 1 ft,2,69-66,,
6:28.0,,,69-66,,Cleveland full timeout
6:19.0,Shooting block foul by J. McGee (drawn by L. James),,69-66,,
6:19.0,,,69-66,,L. James misses free throw 1 of 2
6:19.0,,,69-66,,Offensive rebound by Team
6:19.0,,,69-67,1,L. James makes free throw 2 of 2
6:07.0,K. Durant misses 3-pt shot from 26 ft,,69-67,,
6:03.0,,,69-67,,Defensive rebound by T. Thompson
5:57.0,,,69-67,,Shooting foul by J. McGee (drawn by T. Thompson)
5:57.0,,,69-67,,T. Thompson misses free throw 1 of 2
5:57.0,,,69-67,,Offensive rebound by Team
5:57.0,,,69-68,1,T. Thompson makes free throw 2 of 2
5:37.0,J. McGee misses 2-pt shot at rim,,69-68,,
5:37.0,,,69-68,,Defensive rebound by Team
5:18.0,,,69-68,,C. Frye misses 3-pt shot from 26 ft
5:17.0,Defensive rebound by S. Curry,,69-68,,
5:10.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,72-68,,
4:58.0,,,72-70,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
4:58.0,Golden State full timeout,,72-70,,
4:58.0,A. Iguodala enters the game for K. Durant,,72-70,,
4:58.0,Z. Pachulia enters the game for J. McGee,,72-70,,
4:46.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala),3,75-70,,
4:29.0,,,75-70,,Turnover by C. Frye (bad pass; steal by S. Curry)
4:23.0,Turnover by S. Curry (bad pass; steal by K. Irving),,75-70,,
4:04.0,,,75-72,2,K. Irving makes 2-pt shot from 1 ft
3:46.0,K. Thompson misses 2-pt shot from 1 ft,,75-72,,
3:46.0,,,75-72,,Defensive rebound by Team
3:36.0,,,75-72,,K. Irving misses 2-pt shot from 14 ft
3:35.0,Defensive rebound by A. Iguodala,,75-72,,
3:30.0,Shooting foul by C. Frye (drawn by S. Curry),,75-72,,
3:30.0,S. Curry makes free throw 1 of 2,1,76-72,,
3:30.0,S. Curry makes free throw 2 of 2,1,77-72,,
3:30.0,,,76-72,,I. Shumpert enters the game for D. Liggins
3:30.0,I. Clark enters the game for K. Thompson,,76-72,,
3:10.0,,,77-75,3,L. James makes 3-pt shot from 24 ft (assist by K. Irving)
2:59.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,79-75,,
2:32.0,,,79-75,,Turnover by C. Frye (bad pass; steal by D. Green)
2:18.0,Turnover by D. Green (bad pass; steal by K. Irving),,79-75,,
2:15.0,,,79-75,,K. Irving misses 2-pt shot from 1 ft
2:14.0,,,79-75,,Offensive rebound by K. Irving
2:13.0,,,79-75,,L. James misses 2-pt shot from 2 ft (block by A. Iguodala)
2:13.0,,,79-75,,Offensive rebound by L. James
2:11.0,,,79-77,2,L. James makes 2-pt shot from 2 ft
2:02.0,Offensive foul by Z. Pachulia,,79-77,,
2:02.0,Turnover by Z. Pachulia (offensive foul),,79-77,,
2:02.0,,,79-77,,R. Jefferson enters the game for K. Irving
2:02.0,K. Durant enters the game for Z. Pachulia,,79-77,,
1:43.0,,,79-77,,L. James misses 3-pt shot from 29 ft
1:42.0,Defensive rebound by K. Durant,,79-77,,
1:25.0,K. Durant makes 2-pt shot from 15 ft,2,81-77,,
1:14.0,,,81-77,,I. Shumpert misses 2-pt shot from 16 ft
1:14.0,Defensive rebound by Team,,81-77,,
1:14.0,,,81-77,,Loose ball foul by T. Thompson (drawn by D. Green)
1:14.0,D. Green makes free throw 1 of 2,1,82-77,,
1:14.0,D. Green makes free throw 2 of 2,1,83-77,,
1:01.0,Personal foul by S. Curry (drawn by I. Shumpert),,83-77,,
1:01.0,,,83-78,1,I. Shumpert makes free throw 1 of 2
1:01.0,,,83-79,1,I. Shumpert makes free throw 2 of 2
0:51.0,I. Clark makes 2-pt shot from 4 ft (assist by D. Green),2,85-79,,
0:37.0,,,85-79,,R. Jefferson misses 2-pt shot from 13 ft
0:36.0,Defensive rebound by D. Green,,85-79,,
0:28.0,K. Durant makes 2-pt shot at rim,2,87-79,,
0:07.0,,,87-79,,Turnover by L. James (bad pass; steal by I. Clark)
0:05.0,Turnover by A. Iguodala (bad pass),,87-79,,
0:05.0,,,87-79,,K. Irving enters the game for T. Thompson
0:05.0,S. Livingston enters the game for S. Curry,,87-79,,
0:05.0,P. McCaw enters the game for D. Green,,87-79,,
0:00.0,,,87-79,,Shooting foul by K. Durant (drawn by L. James)
0:00.0,,,87-79,,L. James misses free throw 1 of 2
0:00.0,,,87-79,,Offensive rebound by Team
0:00.0,,,87-80,1,L. James makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,K. Durant misses 2-pt shot from 17 ft,,87-80,,
11:44.0,,,87-80,,Defensive rebound by K. Love
11:36.0,,,87-80,,Turnover by K. Irving (lost ball)
11:26.0,,,87-80,,Personal foul by R. Jefferson (drawn by K. Durant)
11:22.0,K. Thompson makes 2-pt shot at rim (assist by A. Iguodala),2,89-80,,
11:02.0,,,89-80,,K. Irving misses 2-pt shot from 7 ft
11:00.0,Defensive rebound by K. Durant,,89-80,,
10:52.0,K. Durant misses 2-pt shot from 9 ft,,89-80,,
10:50.0,,,89-80,,Defensive rebound by K. Love
10:38.0,,,89-80,,Turnover by K. Irving (bad pass; steal by D. West)
10:34.0,A. Iguodala misses 2-pt shot from 1 ft (block by I. Shumpert),,89-80,,
10:34.0,,,89-80,,Defensive rebound by Team
10:13.0,,,89-80,,K. Love misses 2-pt shot from 8 ft
10:11.0,Defensive rebound by D. West,,89-80,,
10:05.0,K. Durant makes 2-pt shot from 1 ft,2,91-80,,
10:05.0,Shooting foul by D. Liggins (drawn by K. Durant),,91-80,,
10:05.0,K. Durant makes free throw 1 of 1,1,92-80,,
9:43.0,,,92-80,,K. Love misses 3-pt shot from 26 ft
9:42.0,Defensive rebound by K. Durant,,92-80,,
9:35.0,K. Durant makes 2-pt shot from 8 ft,2,94-80,,
9:35.0,,,94-80,,Cleveland full timeout
9:21.0,,,94-82,2,R. Jefferson makes 2-pt shot at rim (assist by K. Irving)
9:20.0,,,94-82,,Technical foul by R. Jefferson
9:20.0,K. Durant makes technical free throw,1,95-82,,
9:05.0,K. Durant misses 2-pt shot from 13 ft,,95-82,,
9:05.0,,,95-82,,Defensive rebound by Team
8:43.0,,,95-82,,R. Jefferson misses 3-pt shot from 23 ft
8:42.0,Defensive rebound by A. Iguodala,,95-82,,
8:36.0,,,95-82,,Personal foul by R. Jefferson (drawn by D. West)
8:29.0,Turnover by D. West (bad pass),,95-82,,
8:17.0,,,95-82,,K. Irving misses 3-pt shot from 26 ft
8:17.0,,,95-82,,Offensive rebound by I. Shumpert
8:14.0,,,95-84,2,K. Love makes 2-pt shot at rim (assist by I. Shumpert)
7:57.0,K. Durant misses 2-pt shot from 11 ft,,95-84,,
7:55.0,,,95-84,,Defensive rebound by R. Jefferson
7:34.0,,,95-87,3,K. Irving makes 3-pt shot from 25 ft (assist by D. Liggins)
7:33.0,Golden State full timeout,,95-87,,
7:33.0,S. Curry enters the game for K. Durant,,95-87,,
7:33.0,D. Green enters the game for A. Iguodala,,95-87,,
7:33.0,,,95-87,,L. James enters the game for D. Liggins
7:20.0,K. Thompson misses 3-pt shot from 25 ft,,95-87,,
7:20.0,,,95-87,,Defensive rebound by K. Love
7:13.0,,,95-89,2,K. Irving makes 2-pt shot from 2 ft
