time,Toronto,pts.away,score,pts.home,Cleveland
5:09.0,Turnover by D. DeRozan (bad pass; steal by L. James),,17-15,,
5:04.0,,,17-17,2,R. Jefferson makes 2-pt shot at rim (assist by L. James)
4:57.0,Toronto full timeout,,17-17,,
4:51.0,Turnover by J. Valanciunas (illegal screen),,17-17,,
4:31.0,,,17-17,,K. Irving misses 2-pt shot from 17 ft
4:30.0,Defensive rebound by D. DeRozan,,17-17,,
4:19.0,,,17-17,,I. Shumpert enters the game for R. Jefferson
4:11.0,D. DeRozan misses 2-pt shot from 17 ft,,17-17,,
4:10.0,,,17-17,,Defensive rebound by K. Love
4:00.0,,,17-19,2,L. James makes 2-pt shot from 19 ft
3:52.0,,,17-19,,Personal foul by K. Irving (drawn by K. Lowry)
3:36.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by P. Patterson),2,19-19,,
3:13.0,,,19-21,2,K. Love makes 2-pt shot from 19 ft
2:56.0,P. Patterson misses 3-pt shot from 25 ft,,19-21,,
2:56.0,,,19-21,,Defensive rebound by L. James
2:52.0,,,19-21,,K. Love misses 2-pt shot at rim (block by N. Powell)
2:47.0,Defensive rebound by K. Lowry,,19-21,,
2:41.0,K. Lowry makes 2-pt shot from 9 ft,2,21-21,,
2:33.0,,,21-21,,Shooting foul by K. Lowry (drawn by K. Irving)
2:33.0,,,21-22,1,K. Irving makes free throw 1 of 2
2:33.0,,,21-23,1,K. Irving makes free throw 2 of 2
2:33.0,,,21-22,,M. Dunleavy enters the game for L. James
2:33.0,C. Joseph enters the game for K. Lowry,,21-22,,
2:33.0,T. Ross enters the game for N. Powell,,21-22,,
2:19.0,T. Ross makes 2-pt shot from 14 ft,2,23-23,,
1:55.0,,,23-23,,K. Love misses 3-pt shot from 26 ft
1:55.0,Defensive rebound by P. Patterson,,23-23,,
1:44.0,T. Ross misses 3-pt shot from 25 ft,,23-23,,
1:43.0,,,23-23,,Defensive rebound by K. Love
1:30.0,,,23-26,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by K. Irving)
1:12.0,D. DeRozan misses 2-pt shot from 15 ft,,23-26,,
1:09.0,,,23-26,,Defensive rebound by T. Thompson
1:01.0,,,23-26,,I. Shumpert misses 3-pt shot from 25 ft
1:01.0,,,23-26,,Offensive rebound by Team
1:01.0,Loose ball foul by P. Patterson (drawn by K. Love),,23-26,,
1:01.0,,,23-27,1,K. Love makes free throw 1 of 2
1:01.0,,,23-28,1,K. Love makes free throw 2 of 2
1:01.0,L. Nogueira enters the game for J. Valanciunas,,23-27,,
0:44.0,D. DeRozan misses 2-pt shot from 5 ft,,23-28,,
0:42.0,,,23-28,,Defensive rebound by T. Thompson
0:32.0,,,23-30,2,T. Thompson makes 2-pt shot at rim (assist by I. Shumpert)
0:23.0,C. Joseph makes 2-pt shot from 2 ft,2,25-30,,
0:03.0,,,25-30,,Offensive foul by T. Thompson
0:03.0,,,25-30,,Turnover by T. Thompson (offensive foul)
0:00.0,C. Joseph misses 3-pt shot from 26 ft,,25-30,,
0:00.0,Offensive rebound by Team,,25-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,25-32,2,C. Frye makes 2-pt shot from 15 ft (assist by L. James)
11:16.0,P. Patterson misses 2-pt shot from 13 ft,,25-32,,
11:16.0,Offensive rebound by L. Nogueira,,25-32,,
11:13.0,P. Patterson misses 3-pt shot from 25 ft,,25-32,,
11:11.0,,,25-32,,Defensive rebound by L. James
11:04.0,,,25-32,,C. Frye misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by P. Patterson,,25-32,,
10:48.0,K. Lowry misses 3-pt shot from 24 ft,,25-32,,
10:47.0,,,25-32,,Defensive rebound by J. McRae
10:38.0,,,25-32,,Turnover by J. McRae (bad pass; steal by K. Lowry)
10:34.0,K. Lowry makes 2-pt shot at rim,2,27-32,,
10:17.0,Personal foul by L. Nogueira (drawn by C. Frye),,27-32,,
10:09.0,Personal foul by L. Nogueira (drawn by L. James),,27-32,,
10:03.0,,,27-34,2,L. James makes 2-pt shot at rim
10:03.0,,,27-34,,Shooting foul by L. Nogueira (drawn by L. James)
10:03.0,,,27-35,1,L. James makes free throw 1 of 1
10:03.0,P. Siakam enters the game for L. Nogueira,,27-34,,
9:51.0,P. Siakam makes 2-pt shot from 2 ft (assist by K. Lowry),2,29-35,,
9:28.0,,,29-37,2,L. James makes 2-pt shot from 20 ft
9:08.0,K. Lowry misses 2-pt shot from 15 ft,,29-37,,
9:08.0,Offensive rebound by P. Siakam,,29-37,,
9:08.0,,,29-37,,Personal foul by C. Frye (drawn by P. Siakam)
8:50.0,K. Lowry makes 2-pt shot from 1 ft (assist by C. Joseph),2,31-37,,
8:40.0,Official timeout,,31-37,,
8:29.0,,,31-37,,J. McRae misses 2-pt shot from 2 ft (block by P. Siakam)
8:28.0,Defensive rebound by Team,,31-37,,
8:21.0,C. Joseph makes 2-pt shot from 19 ft,2,33-37,,
8:07.0,,,33-40,3,C. Frye makes 3-pt shot from 25 ft (assist by M. Dunleavy)
7:53.0,C. Joseph misses 2-pt shot from 19 ft,,33-40,,
7:51.0,Offensive rebound by P. Siakam,,33-40,,
7:47.0,K. Lowry misses 3-pt shot from 27 ft,,33-40,,
7:45.0,,,33-40,,Defensive rebound by M. Dunleavy
7:38.0,,,33-40,,Turnover by L. James (lost ball; steal by P. Patterson)
7:34.0,P. Siakam makes 2-pt shot at rim (assist by P. Patterson),2,35-40,,
7:14.0,,,35-40,,L. James misses 3-pt shot from 26 ft
7:14.0,,,35-40,,Offensive rebound by C. Frye
7:07.0,,,35-43,3,I. Shumpert makes 3-pt shot from 25 ft (assist by M. Dunleavy)
6:54.0,C. Joseph makes 2-pt shot at rim,2,37-43,,
6:54.0,Shooting foul by C. Frye (drawn by C. Joseph),,37-43,,
6:54.0,C. Joseph misses free throw 1 of 1,,37-43,,
6:50.0,,,37-43,,Defensive rebound by L. James
6:45.0,Personal foul by P. Siakam (drawn by I. Shumpert),,37-43,,
6:38.0,,,37-46,3,C. Frye makes 3-pt shot from 24 ft (assist by L. James)
6:29.0,,,37-46,,Personal foul by J. McRae (drawn by C. Joseph)
6:29.0,J. Valanciunas enters the game for P. Siakam,,37-46,,
6:29.0,D. DeRozan enters the game for C. Joseph,,37-46,,
6:16.0,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry),3,40-46,,
6:03.0,,,40-46,,Shooting foul by P. Patterson (drawn by L. James)
6:03.0,,,40-47,1,L. James makes free throw 1 of 2
6:03.0,,,40-47,,L. James misses free throw 2 of 2
6:03.0,,,40-47,,K. Irving enters the game for J. McRae
6:03.0,N. Powell enters the game for P. Patterson,,40-47,,
6:01.0,Defensive rebound by J. Valanciunas,,40-47,,
5:41.0,N. Powell misses 3-pt shot from 24 ft,,40-47,,
5:41.0,,,40-47,,Defensive rebound by K. Irving
5:23.0,,,40-49,2,M. Dunleavy makes 2-pt shot from 15 ft (assist by L. James)
5:14.0,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry),3,43-49,,
5:01.0,,,43-49,,K. Irving misses 2-pt shot from 16 ft
4:58.0,Defensive rebound by D. DeRozan,,43-49,,
4:56.0,N. Powell makes 3-pt shot from 26 ft (assist by D. DeRozan),3,46-49,,
4:56.0,,,46-49,,Cleveland full timeout
4:56.0,,,46-49,,T. Thompson enters the game for L. James
4:56.0,,,46-49,,R. Jefferson enters the game for M. Dunleavy
4:56.0,,,46-49,,K. Love enters the game for C. Frye
4:42.0,,,46-49,,Turnover by K. Irving (lost ball; steal by D. DeRozan)
4:35.0,K. Lowry makes 3-pt shot from 27 ft (assist by D. DeRozan),3,49-49,,
4:19.0,,,49-51,2,K. Love makes 2-pt shot from 3 ft
4:19.0,,,49-51,,Shooting foul by N. Powell (drawn by K. Love)
4:19.0,,,49-52,1,K. Love makes free throw 1 of 1
4:01.0,D. DeRozan makes 2-pt shot from 22 ft (assist by N. Powell),2,51-52,,
3:52.0,Personal foul by N. Powell (drawn by K. Love),,51-52,,
3:52.0,,,51-53,1,K. Love makes free throw 1 of 2
3:52.0,,,51-54,1,K. Love makes free throw 2 of 2
3:52.0,P. Patterson enters the game for N. Powell,,51-53,,
3:38.0,D. DeRozan misses 2-pt shot from 19 ft (block by I. Shumpert),,51-54,,
3:37.0,,,51-54,,Defensive rebound by I. Shumpert
3:30.0,,,51-54,,R. Jefferson misses 3-pt shot from 26 ft
3:28.0,Defensive rebound by D. DeRozan,,51-54,,
3:24.0,D. DeRozan makes 2-pt shot at rim,2,53-54,,
3:10.0,,,53-54,,K. Love misses 2-pt shot from 18 ft
3:09.0,Defensive rebound by T. Ross,,53-54,,
2:53.0,K. Lowry misses 2-pt shot from 5 ft,,53-54,,
2:49.0,Offensive rebound by J. Valanciunas,,53-54,,
2:49.0,J. Valanciunas makes 2-pt shot from 2 ft,2,55-54,,
2:24.0,,,55-54,,R. Jefferson misses 2-pt shot from 10 ft
2:24.0,Defensive rebound by D. DeRozan,,55-54,,
2:20.0,Shooting foul by K. Irving (drawn by D. DeRozan),,55-54,,
2:20.0,Toronto full timeout,,55-54,,
2:20.0,D. DeRozan misses free throw 1 of 2,,55-54,,
2:20.0,Offensive rebound by Team,,55-54,,
2:20.0,D. DeRozan makes free throw 2 of 2,1,56-54,,
2:20.0,C. Joseph enters the game for K. Lowry,,55-54,,
2:20.0,,,55-54,,M. Dunleavy enters the game for K. Irving
1:57.0,,,56-56,2,T. Thompson makes 2-pt shot from 5 ft (assist by I. Shumpert)
1:41.0,D. DeRozan misses 2-pt shot from 18 ft,,56-56,,
1:40.0,,,56-56,,Defensive rebound by K. Love
1:31.0,,,56-59,3,K. Love makes 3-pt shot from 26 ft (assist by I. Shumpert)
1:02.0,Shooting foul by K. Love (drawn by D. DeRozan),,56-59,,
1:02.0,D. DeRozan misses free throw 1 of 2,,56-59,,
1:02.0,Offensive rebound by Team,,56-59,,
1:02.0,D. DeRozan makes free throw 2 of 2,1,57-59,,
0:37.0,,,57-59,,Turnover by K. Love (lost ball; steal by P. Patterson)
0:31.0,T. Ross misses 2-pt shot from 2 ft,,57-59,,
0:28.0,,,57-59,,Defensive rebound by K. Love
0:24.0,,,57-59,,Shooting foul by P. Patterson (drawn by K. Love)
0:24.0,,,57-60,1,K. Love makes free throw 1 of 2
0:24.0,Toronto full timeout,,57-60,,
0:24.0,,,57-61,1,K. Love makes free throw 2 of 2
0:00.0,D. DeRozan misses 3-pt shot from 26 ft,,57-61,,
0:00.0,Offensive rebound by Team,,57-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,57-63,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
11:30.0,Shooting foul by R. Jefferson (drawn by D. DeRozan),,57-63,,
11:30.0,D. DeRozan misses free throw 1 of 2,,57-63,,
11:30.0,Offensive rebound by Team,,57-63,,
11:30.0,D. DeRozan makes free throw 2 of 2,1,58-63,,
11:17.0,Personal foul by P. Siakam (drawn by T. Thompson),,58-63,,
11:09.0,,,58-63,,Turnover by K. Irving (bad pass)
10:47.0,,,58-63,,Shooting block foul by T. Thompson (drawn by N. Powell)
10:47.0,N. Powell makes free throw 1 of 2,1,59-63,,
10:47.0,N. Powell misses free throw 2 of 2,,59-63,,
10:45.0,,,59-63,,Defensive rebound by K. Love
10:34.0,,,59-65,2,K. Irving makes 2-pt shot from 2 ft
10:17.0,D. DeRozan misses 3-pt shot from 26 ft,,59-65,,
10:16.0,,,59-65,,Defensive rebound by T. Thompson
10:10.0,,,59-65,,Turnover by K. Irving (lost ball; steal by K. Lowry)
10:04.0,K. Lowry makes 3-pt shot from 26 ft (assist by J. Valanciunas),3,62-65,,
9:37.0,,,62-68,3,L. James makes 3-pt shot from 24 ft
9:20.0,J. Valanciunas makes 2-pt shot at rim,2,64-68,,
9:11.0,,,64-70,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
9:11.0,,,64-70,,Shooting foul by D. DeRozan (drawn by T. Thompson)
9:11.0,,,64-71,1,T. Thompson makes free throw 1 of 1
8:55.0,K. Lowry makes 2-pt shot from 4 ft,2,66-71,,
8:38.0,,,66-71,,K. Love misses 3-pt shot from 23 ft
8:36.0,,,66-71,,Offensive rebound by T. Thompson
8:33.0,,,66-71,,K. Irving misses 2-pt shot from 23 ft
8:32.0,Defensive rebound by D. DeRozan,,66-71,,
8:27.0,D. DeRozan makes 2-pt shot from 1 ft,2,68-71,,
8:13.0,,,68-71,,Turnover by L. James (bad pass; steal by D. DeRozan)
8:07.0,N. Powell misses 2-pt shot from 1 ft,,68-71,,
8:06.0,,,68-71,,Defensive rebound by L. James
8:02.0,,,68-71,,Turnover by K. Irving (traveling)
7:50.0,D. DeRozan misses 2-pt shot from 2 ft,,68-71,,
7:46.0,,,68-71,,Defensive rebound by K. Love
7:37.0,,,68-73,2,K. Irving makes 2-pt shot from 14 ft (assist by L. James)
7:30.0,Toronto full timeout,,68-73,,
7:22.0,D. DeRozan makes 3-pt shot from 26 ft (assist by P. Siakam),3,71-73,,
7:05.0,,,71-73,,Turnover by L. James (bad pass; steal by K. Lowry)
6:58.0,D. DeRozan makes 3-pt shot from 24 ft (assist by N. Powell),3,74-73,,
6:35.0,,,74-73,,K. Love misses 2-pt shot from 1 ft (block by P. Siakam)
6:32.0,,,74-73,,Offensive rebound by T. Thompson
6:30.0,,,74-73,,K. Irving misses 2-pt shot at rim
6:30.0,,,74-73,,Offensive rebound by Team
6:18.0,,,74-76,3,R. Jefferson makes 3-pt shot from 23 ft (assist by L. James)
6:03.0,D. DeRozan misses 2-pt shot from 5 ft,,74-76,,
6:03.0,Offensive rebound by J. Valanciunas,,74-76,,
6:01.0,J. Valanciunas misses 2-pt shot from 2 ft (block by T. Thompson),,74-76,,
6:01.0,,,74-76,,Defensive rebound by L. James
5:57.0,Personal foul by K. Lowry (drawn by L. James),,74-76,,
5:54.0,,,74-76,,Offensive foul by R. Jefferson
5:54.0,,,74-76,,Turnover by R. Jefferson (offensive foul)
5:54.0,,,74-76,,Violation by Team (jump ball)
5:44.0,Offensive foul by P. Siakam,,74-76,,
5:44.0,Turnover by P. Siakam (offensive foul),,74-76,,
5:44.0,P. Patterson enters the game for P. Siakam,,74-76,,
5:29.0,,,74-78,2,L. James makes 2-pt shot at rim
5:06.0,N. Powell makes 3-pt shot from 25 ft (assist by K. Lowry),3,77-78,,
4:45.0,,,77-78,,K. Irving misses 3-pt shot from 24 ft
4:44.0,,,77-78,,Offensive rebound by K. Love
4:35.0,,,77-80,2,T. Thompson makes 2-pt shot from 3 ft (assist by K. Irving)
4:21.0,D. DeRozan misses 2-pt shot from 5 ft,,77-80,,
4:18.0,,,77-80,,Defensive rebound by K. Love
4:12.0,,,77-83,3,L. James makes 3-pt shot from 27 ft
3:54.0,J. Valanciunas misses 2-pt shot from 17 ft,,77-83,,
3:53.0,,,77-83,,Defensive rebound by K. Love
3:46.0,,,77-83,,L. James misses 3-pt shot from 27 ft
3:46.0,Defensive rebound by N. Powell,,77-83,,
3:41.0,N. Powell makes 2-pt shot from 2 ft,2,79-83,,
3:25.0,,,79-83,,K. Irving misses 3-pt shot from 26 ft
3:24.0,,,79-83,,Offensive rebound by Team
3:24.0,,,79-83,,I. Shumpert enters the game for R. Jefferson
3:24.0,C. Joseph enters the game for K. Lowry,,79-83,,
3:12.0,,,79-85,2,K. Love makes 2-pt shot from 14 ft (assist by L. James)
2:55.0,P. Patterson misses 3-pt shot from 25 ft,,79-85,,
2:55.0,,,79-85,,Defensive rebound by L. James
2:48.0,,,79-87,2,L. James makes 2-pt shot at rim
2:27.0,Turnover by N. Powell (step out of bounds),,79-87,,
2:27.0,,,79-87,,Cleveland full timeout
2:27.0,L. Nogueira enters the game for N. Powell,,79-87,,
2:27.0,T. Ross enters the game for J. Valanciunas,,79-87,,
2:27.0,,,79-87,,M. Dunleavy enters the game for L. James
2:09.0,,,79-89,2,K. Irving makes 2-pt shot from 20 ft
1:52.0,D. DeRozan misses 2-pt shot from 13 ft (block by K. Love),,79-89,,
1:50.0,,,79-89,,Defensive rebound by T. Thompson
1:35.0,,,79-89,,K. Irving misses 2-pt shot from 4 ft (block by L. Nogueira)
1:32.0,Defensive rebound by L. Nogueira,,79-89,,
1:28.0,D. DeRozan misses 2-pt shot from 9 ft,,79-89,,
1:27.0,,,79-89,,Defensive rebound by M. Dunleavy
1:20.0,,,79-89,,M. Dunleavy misses 3-pt shot from 27 ft
1:17.0,,,79-89,,Offensive rebound by T. Thompson
1:17.0,,,79-91,2,T. Thompson makes 2-pt shot at rim
1:06.0,C. Joseph misses 2-pt shot from 5 ft (block by K. Love),,79-91,,
1:06.0,Offensive rebound by Team,,79-91,,
1:06.0,,,79-91,,C. Frye enters the game for K. Love
1:02.0,D. DeRozan misses 2-pt shot from 6 ft (block by I. Shumpert),,79-91,,
1:02.0,,,79-91,,Defensive rebound by I. Shumpert
0:51.0,,,79-91,,C. Frye misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by P. Patterson,,79-91,,
0:45.0,P. Patterson misses 2-pt shot from 1 ft,,79-91,,
0:42.0,,,79-91,,Defensive rebound by T. Thompson
0:34.0,,,79-91,,I. Shumpert misses 3-pt shot from 27 ft
0:32.0,Defensive rebound by C. Joseph,,79-91,,
0:29.0,,,79-91,,Violation by T. Thompson (def goaltending)
0:29.0,C. Joseph makes 2-pt shot from 1 ft,2,81-91,,
0:29.0,Shooting foul by K. Irving (drawn by C. Joseph),,81-91,,
0:29.0,C. Joseph makes free throw 1 of 1,1,82-91,,
0:09.0,,,82-91,,Turnover by K. Irving (bad pass; steal by T. Ross)
0:04.0,T. Ross misses 2-pt shot from 1 ft,,82-91,,
0:03.0,Offensive rebound by D. DeRozan,,82-91,,
0:00.0,D. DeRozan makes 2-pt shot from 10 ft,2,84-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,T. Ross misses 3-pt shot from 25 ft,,84-91,,
11:48.0,Offensive rebound by P. Patterson,,84-91,,
11:44.0,P. Patterson makes 2-pt shot from 1 ft,2,86-91,,
11:25.0,,,86-91,,I. Shumpert misses 3-pt shot from 25 ft
11:24.0,Defensive rebound by L. Nogueira,,86-91,,
11:16.0,K. Lowry misses 2-pt shot from 9 ft,,86-91,,
11:14.0,Offensive rebound by K. Lowry,,86-91,,
11:02.0,T. Ross makes 2-pt shot from 1 ft (assist by P. Patterson),2,88-91,,
10:45.0,,,88-93,2,C. Frye makes 2-pt shot at rim (assist by L. James)
10:25.0,K. Lowry makes 2-pt shot from 13 ft,2,90-93,,
10:17.0,Personal foul by L. Nogueira (drawn by C. Frye),,90-93,,
10:09.0,,,90-93,,L. James misses 2-pt shot at rim
10:06.0,Defensive rebound by L. Nogueira,,90-93,,
10:00.0,T. Ross misses 3-pt shot from 25 ft,,90-93,,
9:59.0,,,90-93,,Defensive rebound by C. Frye
9:50.0,,,90-96,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
9:34.0,,,90-96,,Personal foul by I. Shumpert (drawn by K. Lowry)
9:24.0,Turnover by L. Nogueira (lost ball; steal by J. McRae),,90-96,,
9:16.0,,,90-96,,Turnover by I. Shumpert (bad pass)
9:01.0,K. Lowry makes 3-pt shot from 26 ft,3,93-96,,
8:45.0,,,93-96,,Shooting foul by L. Nogueira (drawn by C. Frye)
8:45.0,Official timeout,,93-96,,
8:45.0,,,93-97,1,C. Frye makes free throw 1 of 2
8:45.0,,,93-98,1,C. Frye makes free throw 2 of 2
8:34.0,K. Lowry misses 3-pt shot from 25 ft,,93-98,,
8:33.0,,,93-98,,Defensive rebound by C. Frye
8:06.0,,,93-98,,L. James misses 2-pt shot from 19 ft
8:04.0,Defensive rebound by T. Ross,,93-98,,
7:57.0,T. Ross makes 2-pt shot from 15 ft (assist by K. Lowry),2,95-98,,
7:44.0,,,95-98,,C. Frye misses 3-pt shot from 26 ft
7:43.0,Defensive rebound by P. Patterson,,95-98,,
7:36.0,Shooting foul by J. McRae (drawn by K. Lowry),,95-98,,
7:36.0,K. Lowry makes free throw 1 of 2,1,96-98,,
7:36.0,K. Lowry makes free throw 2 of 2,1,97-98,,
7:36.0,J. Valanciunas enters the game for L. Nogueira,,96-98,,
7:36.0,,,96-98,,K. Irving enters the game for J. McRae
7:36.0,,,96-98,,K. Love enters the game for M. Dunleavy
7:36.0,N. Powell enters the game for C. Joseph,,96-98,,
7:26.0,Def 3 sec tech foul by T. Ross,,97-98,,
7:26.0,,,97-98,,K. Irving misses technical free throw
7:26.0,,,97-98,,Offensive rebound by Team
7:10.0,,,97-98,,K. Love misses 3-pt shot from 26 ft
7:10.0,Defensive rebound by J. Valanciunas,,97-98,,
7:01.0,Shooting foul by L. James (drawn by J. Valanciunas),,97-98,,
7:01.0,J. Valanciunas makes free throw 1 of 2,1,98-98,,
7:01.0,J. Valanciunas makes free throw 2 of 2,1,99-98,,
6:49.0,,,99-98,,K. Irving misses 2-pt shot from 20 ft
6:48.0,Defensive rebound by T. Ross,,99-98,,
6:37.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,101-98,,
6:19.0,,,101-101,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
6:01.0,K. Lowry misses 2-pt shot from 1 ft (block by K. Love),,101-101,,
6:00.0,Offensive rebound by J. Valanciunas,,101-101,,
5:58.0,J. Valanciunas misses 2-pt shot from 6 ft,,101-101,,
5:57.0,Offensive rebound by K. Lowry,,101-101,,
5:52.0,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry),3,104-101,,
5:35.0,,,104-101,,I. Shumpert misses 3-pt shot from 23 ft
5:33.0,Defensive rebound by J. Valanciunas,,104-101,,
5:23.0,Turnover by K. Lowry (bad pass; steal by K. Irving),,104-101,,
5:17.0,,,104-101,,Turnover by L. James (bad pass; steal by T. Ross)
5:08.0,T. Ross makes 3-pt shot from 25 ft (assist by N. Powell),3,107-101,,
5:08.0,,,107-101,,Cleveland full timeout
5:08.0,,,107-101,,R. Jefferson enters the game for I. Shumpert
4:52.0,,,107-103,2,K. Irving makes 2-pt shot from 2 ft (assist by L. James)
4:25.0,K. Lowry makes 3-pt shot from 27 ft,3,110-103,,
4:04.0,,,110-106,3,K. Irving makes 3-pt shot from 28 ft (assist by R. Jefferson)
3:45.0,K. Lowry misses 2-pt shot from 10 ft (block by C. Frye),,110-106,,
3:44.0,,,110-106,,Defensive rebound by K. Irving
3:41.0,,,110-106,,Shooting foul by P. Patterson (drawn by L. James)
3:41.0,,,110-107,1,L. James makes free throw 1 of 2
3:41.0,Toronto full timeout,,110-107,,
3:41.0,,,110-108,1,L. James makes free throw 2 of 2
3:41.0,D. DeRozan enters the game for T. Ross,,110-107,,
3:27.0,J. Valanciunas makes 2-pt shot from 12 ft (assist by D. DeRozan),2,112-108,,
3:10.0,Personal foul by N. Powell (drawn by L. James),,112-108,,
2:59.0,,,112-108,,K. Love misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by K. Lowry,,112-108,,
2:36.0,N. Powell misses 3-pt shot from 24 ft,,112-108,,
2:35.0,,,112-108,,Defensive rebound by Team
2:25.0,,,112-110,2,K. Irving makes 2-pt shot from 1 ft (assist by L. James)
2:08.0,D. DeRozan misses 2-pt shot from 17 ft,,112-110,,
2:05.0,,,112-110,,Defensive rebound by K. Love
1:57.0,,,112-113,3,K. Irving makes 3-pt shot from 24 ft (assist by C. Frye)
1:57.0,Toronto full timeout,,112-113,,
1:47.0,D. DeRozan makes 2-pt shot from 15 ft,2,114-113,,
