time,Phoenix,pts.away,score,pts.home,Sacramento
1:51.0,,,13-19,,D. Cousins misses 2-pt shot from 5 ft
1:51.0,,,13-19,,Offensive rebound by Team
1:51.0,,,13-19,,T. Lawson enters the game for D. Collison
1:51.0,,,13-19,,W. Cauley-Stein enters the game for D. Cousins
1:44.0,,,13-21,2,T. Lawson makes 2-pt shot from 21 ft
1:33.0,B. Knight misses 3-pt shot from 26 ft,,13-21,,
1:33.0,,,13-21,,Defensive rebound by T. Lawson
1:28.0,,,13-21,,Offensive foul by W. Cauley-Stein
1:28.0,,,13-21,,Turnover by W. Cauley-Stein (offensive foul)
1:15.0,T. Warren makes 2-pt shot from 19 ft,2,15-21,,
1:00.0,,,15-21,,Turnover by A. Tolliver (bad pass)
0:44.0,P. Tucker misses 2-pt shot from 6 ft,,15-21,,
0:43.0,,,15-21,,Defensive rebound by W. Cauley-Stein
0:33.0,,,15-21,,W. Cauley-Stein misses 2-pt shot from 3 ft
0:32.0,Defensive rebound by A. Len,,15-21,,
0:22.0,E. Bledsoe misses 3-pt shot from 26 ft,,15-21,,
0:21.0,,,15-21,,Defensive rebound by Team
0:00.0,,,15-21,,M. Richardson misses 2-pt shot from 21 ft
0:00.0,,,15-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Turnover by L. Barbosa (step out of bounds),,15-21,,
11:25.0,,,15-21,,A. Tolliver misses 3-pt shot from 25 ft
11:24.0,,,15-21,,Offensive rebound by W. Cauley-Stein
11:16.0,,,15-21,,T. Lawson misses 2-pt shot from 1 ft (block by D. Booker)
11:14.0,Defensive rebound by A. Len,,15-21,,
11:05.0,B. Knight makes 3-pt shot from 25 ft,3,18-21,,
10:49.0,,,18-21,,M. Richardson misses 2-pt shot from 20 ft
10:49.0,Defensive rebound by Team,,18-21,,
10:49.0,,,18-21,,B. McLemore enters the game for M. Barnes
10:49.0,Jump ball: W. Cauley-Stein vs. A. Len (P. Tucker gains possession),,,,Jump ball: W. Cauley-Stein vs. A. Len (P. Tucker gains possession)
10:37.0,Shooting foul by A. Tolliver (drawn by P. Tucker),,18-21,,
10:37.0,P. Tucker makes free throw 1 of 2,1,19-21,,
10:37.0,P. Tucker makes free throw 2 of 2,1,20-21,,
10:23.0,,,20-21,,A. Tolliver misses 2-pt shot from 19 ft
10:22.0,Defensive rebound by B. Knight,,20-21,,
10:06.0,A. Len misses 2-pt shot from 10 ft,,20-21,,
10:05.0,,,20-21,,Defensive rebound by Team
9:46.0,,,20-23,2,T. Lawson makes 2-pt shot from 5 ft (assist by B. McLemore)
9:20.0,Turnover by B. Knight (bad pass),,20-23,,
9:10.0,,,20-26,3,A. Tolliver makes 3-pt shot from 25 ft (assist by T. Lawson)
8:48.0,B. Knight makes 2-pt shot from 10 ft,2,22-26,,
8:40.0,,,22-28,2,T. Lawson makes 2-pt shot from 2 ft
8:31.0,B. Knight makes 2-pt shot from 11 ft,2,24-28,,
8:13.0,,,24-28,,T. Lawson misses 2-pt shot from 22 ft
8:12.0,Defensive rebound by A. Len,,24-28,,
8:01.0,D. Booker misses 2-pt shot from 18 ft,,24-28,,
8:01.0,,,24-28,,Defensive rebound by T. Lawson
7:54.0,,,24-28,,A. Tolliver misses 3-pt shot from 26 ft
7:54.0,Defensive rebound by Team,,24-28,,
7:54.0,Official timeout,,24-28,,
7:42.0,L. Barbosa misses 3-pt shot from 26 ft,,24-28,,
7:41.0,,,24-28,,Defensive rebound by A. Tolliver
7:25.0,,,24-28,,Shooting foul by D. Booker (drawn by B. McLemore)
7:25.0,,,24-29,1,B. McLemore makes free throw 1 of 2
7:25.0,,,24-30,1,B. McLemore makes free throw 2 of 2
7:11.0,A. Len makes 2-pt shot from 5 ft (assist by P. Tucker),2,26-30,,
7:01.0,,,26-30,,Shooting foul by A. Len (drawn by B. McLemore)
7:01.0,,,26-30,,B. McLemore misses free throw 1 of 2
7:01.0,,,26-30,,Offensive rebound by Team
7:01.0,,,26-31,1,B. McLemore makes free throw 2 of 2
6:50.0,Shooting foul by B. McLemore (drawn by D. Booker),,26-31,,
6:50.0,D. Booker makes free throw 1 of 2,1,27-31,,
6:50.0,D. Booker makes free throw 2 of 2,1,28-31,,
6:42.0,,,28-31,,Turnover by T. Lawson (bad pass; steal by A. Len)
6:36.0,D. Booker makes 3-pt shot from 25 ft (assist by B. Knight),3,31-31,,
6:17.0,,,31-31,,W. Cauley-Stein misses 2-pt shot from 4 ft (block by A. Len)
6:16.0,Defensive rebound by P. Tucker,,31-31,,
6:13.0,,,31-31,,Shooting block foul by M. Richardson (drawn by D. Booker)
6:13.0,D. Booker misses free throw 1 of 2,,31-31,,
6:13.0,Offensive rebound by Team,,31-31,,
6:13.0,D. Booker misses free throw 2 of 2,,31-31,,
6:13.0,,,31-31,,Defensive rebound by A. Tolliver
6:13.0,,,31-31,,D. Cousins enters the game for W. Cauley-Stein
5:54.0,,,31-31,,M. Richardson misses 2-pt shot from 7 ft
5:53.0,Defensive rebound by A. Len,,31-31,,
5:47.0,B. Knight misses 2-pt shot from 5 ft,,31-31,,
5:47.0,,,31-31,,Defensive rebound by D. Cousins
5:47.0,,,31-31,,Sacramento full timeout
5:29.0,Personal foul by A. Len (drawn by D. Cousins),,31-31,,
5:25.0,Personal foul by D. Booker (drawn by D. Cousins),,31-31,,
5:25.0,,,31-31,,D. Collison enters the game for M. Richardson
5:13.0,,,31-31,,Shooting foul by L. Barbosa (drawn by A. Tolliver)
5:13.0,,,31-32,1,A. Tolliver makes free throw 1 of 2
5:13.0,,,31-33,1,A. Tolliver makes free throw 2 of 2
4:58.0,,,31-33,,Violation by D. Cousins (kicked ball)
4:45.0,B. Knight makes 2-pt shot from 8 ft,2,33-33,,
4:27.0,,,33-36,3,B. McLemore makes 3-pt shot from 23 ft (assist by D. Cousins)
4:09.0,B. Knight makes 3-pt shot from 24 ft (assist by D. Booker),3,36-36,,
3:54.0,,,36-38,2,D. Cousins makes 2-pt shot at rim (assist by B. McLemore)
3:40.0,D. Booker makes 2-pt shot from 10 ft,2,38-38,,
3:23.0,,,38-38,,D. Cousins misses 2-pt shot from 19 ft
3:22.0,Defensive rebound by P. Tucker,,38-38,,
3:17.0,P. Tucker misses 2-pt shot from 3 ft,,38-38,,
3:16.0,Offensive rebound by A. Len,,38-38,,
3:16.0,M. Chriss enters the game for P. Tucker,,38-38,,
3:16.0,E. Bledsoe enters the game for B. Knight,,38-38,,
3:16.0,T. Chandler enters the game for A. Len,,38-38,,
3:16.0,T. Warren enters the game for L. Barbosa,,38-38,,
3:16.0,,,38-38,,M. Barnes enters the game for B. McLemore
3:16.0,,,38-38,,K. Koufos enters the game for A. Tolliver
3:13.0,D. Booker misses 2-pt shot from 14 ft,,38-38,,
3:12.0,Offensive rebound by E. Bledsoe,,38-38,,
3:00.0,Shooting foul by K. Koufos (drawn by T. Chandler),,38-38,,
3:00.0,T. Chandler makes free throw 1 of 2,1,39-38,,
3:00.0,T. Chandler makes free throw 2 of 2,1,40-38,,
2:46.0,,,40-38,,T. Lawson misses 3-pt shot from 24 ft
2:44.0,Defensive rebound by T. Chandler,,40-38,,
2:42.0,Turnover by T. Chandler (bad pass; steal by T. Lawson),,40-38,,
2:37.0,,,40-40,2,T. Lawson makes 2-pt shot from 18 ft
2:30.0,M. Chriss misses 2-pt shot at rim,,40-40,,
2:26.0,,,40-40,,Defensive rebound by D. Cousins
2:15.0,,,40-42,2,D. Cousins makes 2-pt shot from 8 ft
1:57.0,,,40-42,,Personal foul by T. Lawson (drawn by E. Bledsoe)
1:57.0,Phoenix full timeout,,40-42,,
1:57.0,E. Bledsoe misses free throw 1 of 2,,40-42,,
1:57.0,Offensive rebound by Team,,40-42,,
1:57.0,E. Bledsoe makes free throw 2 of 2,1,41-42,,
1:37.0,,,41-44,2,D. Collison makes 2-pt shot from 21 ft (assist by M. Barnes)
1:22.0,M. Chriss misses 2-pt shot from 7 ft,,41-44,,
1:20.0,,,41-44,,Defensive rebound by D. Cousins
1:16.0,,,41-44,,D. Collison misses 2-pt shot from 2 ft
1:14.0,Defensive rebound by T. Chandler,,41-44,,
1:03.0,Shooting foul by D. Collison (drawn by E. Bledsoe),,41-44,,
1:03.0,E. Bledsoe makes free throw 1 of 3,1,42-44,,
1:03.0,E. Bledsoe makes free throw 2 of 3,1,43-44,,
1:03.0,E. Bledsoe makes free throw 3 of 3,1,44-44,,
1:03.0,,,43-44,,B. McLemore enters the game for T. Lawson
0:53.0,Personal foul by M. Chriss (drawn by D. Cousins),,44-44,,
0:53.0,,,44-44,,D. Cousins misses free throw 1 of 2
0:53.0,,,44-44,,Offensive rebound by Team
0:53.0,,,44-45,1,D. Cousins makes free throw 2 of 2
0:53.0,P. Tucker enters the game for M. Chriss,,44-44,,
0:47.0,Shooting foul by D. Collison (drawn by E. Bledsoe),,44-45,,
0:47.0,E. Bledsoe makes free throw 1 of 2,1,45-45,,
0:47.0,E. Bledsoe makes free throw 2 of 2,1,46-45,,
0:47.0,,,45-45,,T. Lawson enters the game for D. Collison
0:34.0,,,46-47,2,K. Koufos makes 2-pt shot from 3 ft (assist by T. Lawson)
0:23.0,T. Warren misses 3-pt shot from 23 ft,,46-47,,
0:22.0,Offensive rebound by P. Tucker,,46-47,,
0:19.0,Turnover by P. Tucker (bad pass; steal by T. Lawson),,46-47,,
0:16.0,Personal block foul by E. Bledsoe (drawn by T. Lawson),,46-47,,
0:16.0,,,46-48,1,T. Lawson makes free throw 1 of 2
0:16.0,,,46-49,1,T. Lawson makes free throw 2 of 2
0:16.0,,,46-48,,A. Tolliver enters the game for K. Koufos
0:00.0,E. Bledsoe makes 3-pt shot from 25 ft,3,49-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,D. Booker makes 2-pt shot from 18 ft (assist by E. Bledsoe),2,51-49,,
11:20.0,,,51-49,,M. Barnes misses 3-pt shot from 25 ft
11:19.0,Defensive rebound by T. Chandler,,51-49,,
11:06.0,D. Booker makes 3-pt shot from 25 ft,3,54-49,,
10:43.0,,,54-49,,Turnover by D. Cousins (bad pass; steal by T. Chandler)
10:34.0,D. Booker makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,57-49,,
10:25.0,,,57-49,,Sacramento full timeout
10:11.0,,,57-51,2,K. Koufos makes 2-pt shot from 4 ft (assist by D. Cousins)
9:55.0,T. Warren makes 2-pt shot from 10 ft,2,59-51,,
9:38.0,Personal foul by D. Booker (drawn by B. McLemore),,59-51,,
9:38.0,Inbound foul by M. Chriss,,59-51,,
9:38.0,,,59-52,1,D. Cousins makes free throw 1 of 1
9:35.0,,,59-52,,Shooting foul by T. Chandler (drawn by D. Cousins)
9:35.0,,,59-53,1,D. Cousins makes free throw 1 of 2
9:35.0,,,59-54,1,D. Cousins makes free throw 2 of 2
9:14.0,M. Chriss makes 2-pt shot from 6 ft,2,61-54,,
8:59.0,,,61-54,,Turnover by D. Cousins (bad pass)
8:48.0,M. Chriss misses 3-pt shot from 24 ft,,61-54,,
8:47.0,,,61-54,,Defensive rebound by K. Koufos
8:35.0,,,61-54,,D. Collison misses 2-pt shot from 14 ft
8:33.0,Defensive rebound by E. Bledsoe,,61-54,,
8:25.0,E. Bledsoe misses 3-pt shot from 26 ft,,61-54,,
8:24.0,,,61-54,,Defensive rebound by D. Cousins
8:17.0,,,61-54,,Offensive foul by D. Cousins
8:17.0,,,61-54,,Turnover by D. Cousins (offensive foul)
8:17.0,,,61-54,,A. Tolliver enters the game for K. Koufos
8:13.0,Offensive foul by T. Chandler,,61-54,,
8:13.0,Turnover by T. Chandler (offensive foul),,61-54,,
7:58.0,,,61-54,,Turnover by A. Tolliver (bad pass; steal by E. Bledsoe)
7:57.0,,,61-54,,Personal foul by A. Tolliver (drawn by M. Chriss)
7:41.0,D. Booker makes 2-pt shot from 19 ft,2,63-54,,
7:34.0,Personal foul by D. Booker (drawn by B. McLemore),,63-54,,
7:22.0,,,63-54,,Turnover by M. Barnes (bad pass)
7:13.0,D. Booker makes 3-pt shot from 25 ft,3,66-54,,
6:58.0,,,66-56,2,M. Barnes makes 2-pt shot from 3 ft (assist by D. Cousins)
6:45.0,D. Booker misses 3-pt shot from 24 ft,,66-56,,
6:43.0,,,66-56,,Defensive rebound by D. Cousins
6:35.0,,,66-56,,D. Cousins misses 2-pt shot at rim
6:34.0,Defensive rebound by T. Warren,,66-56,,
6:31.0,D. Booker makes 2-pt shot at rim (assist by T. Warren),2,68-56,,
6:19.0,,,68-56,,D. Cousins misses 3-pt shot from 24 ft
6:18.0,Defensive rebound by T. Warren,,68-56,,
6:12.0,D. Booker misses 3-pt shot from 26 ft,,68-56,,
6:11.0,,,68-56,,Defensive rebound by D. Collison
6:06.0,,,68-56,,A. Tolliver misses 2-pt shot from 2 ft (block by M. Chriss)
6:05.0,Defensive rebound by D. Booker,,68-56,,
6:02.0,Offensive foul by T. Warren,,68-56,,
6:02.0,Turnover by T. Warren (offensive foul),,68-56,,
5:38.0,,,68-59,3,D. Collison makes 3-pt shot from 25 ft
5:18.0,T. Warren misses 2-pt shot from 18 ft,,68-59,,
5:17.0,,,68-59,,Defensive rebound by A. Tolliver
5:13.0,,,68-59,,Turnover by D. Cousins (bad pass; steal by T. Warren)
5:04.0,Shooting foul by B. McLemore (drawn by T. Chandler),,68-59,,
5:04.0,T. Chandler makes free throw 1 of 2,1,69-59,,
5:04.0,T. Chandler makes free throw 2 of 2,1,70-59,,
4:54.0,,,70-62,3,D. Collison makes 3-pt shot from 23 ft (assist by D. Cousins)
4:34.0,D. Booker misses 2-pt shot from 7 ft,,70-62,,
4:33.0,,,70-62,,Defensive rebound by D. Cousins
4:21.0,,,70-65,3,D. Collison makes 3-pt shot from 23 ft (assist by D. Cousins)
4:20.0,Phoenix full timeout,,70-65,,
4:20.0,P. Tucker enters the game for D. Booker,,70-65,,
4:20.0,B. Knight enters the game for M. Chriss,,70-65,,
4:10.0,Shooting foul by B. McLemore (drawn by E. Bledsoe),,70-65,,
4:10.0,E. Bledsoe misses free throw 1 of 3,,70-65,,
4:10.0,Offensive rebound by Team,,70-65,,
4:10.0,E. Bledsoe makes free throw 2 of 3,1,71-65,,
4:10.0,E. Bledsoe makes free throw 3 of 3,1,72-65,,
3:49.0,,,72-65,,A. Tolliver misses 3-pt shot from 24 ft
3:48.0,Defensive rebound by E. Bledsoe,,72-65,,
3:42.0,E. Bledsoe misses 2-pt shot from 9 ft,,72-65,,
3:40.0,Offensive rebound by T. Warren,,72-65,,
3:40.0,T. Warren makes 2-pt shot from 1 ft,2,74-65,,
3:22.0,,,74-67,2,B. McLemore makes 2-pt shot from 20 ft (assist by D. Cousins)
2:57.0,E. Bledsoe misses 2-pt shot from 9 ft,,74-67,,
2:57.0,,,74-67,,Defensive rebound by D. Cousins
2:53.0,,,74-69,2,M. Barnes makes 2-pt shot from 3 ft (assist by D. Cousins)
2:39.0,,,74-69,,Personal foul by D. Cousins (drawn by E. Bledsoe)
2:39.0,L. Barbosa enters the game for E. Bledsoe,,74-69,,
2:39.0,,,74-69,,T. Lawson enters the game for B. McLemore
2:34.0,B. Knight misses 2-pt shot from 5 ft (block by A. Tolliver),,74-69,,
2:32.0,,,74-69,,Defensive rebound by M. Barnes
2:27.0,,,74-69,,M. Barnes misses 2-pt shot from 7 ft
2:25.0,,,74-69,,Offensive rebound by T. Lawson
2:14.0,,,74-69,,Shooting foul by T. Warren (drawn by A. Tolliver)
2:14.0,,,74-69,,A. Tolliver misses free throw 1 of 2
2:14.0,,,74-69,,Offensive rebound by Team
2:14.0,,,74-69,,A. Tolliver misses free throw 2 of 2
2:14.0,A. Len enters the game for T. Chandler,,74-69,,
2:12.0,Defensive rebound by Team,,74-69,,
2:12.0,,,74-69,,Loose ball foul by M. Barnes
2:12.0,T. Warren makes free throw 1 of 2,1,75-69,,
2:12.0,T. Warren makes free throw 2 of 2,1,76-69,,
1:53.0,,,76-69,,A. Tolliver misses 3-pt shot from 24 ft
1:53.0,,,76-69,,Offensive rebound by Team
1:48.0,,,76-72,3,D. Cousins makes 3-pt shot from 26 ft (assist by M. Barnes)
1:30.0,B. Knight misses 3-pt shot from 25 ft,,76-72,,
1:29.0,,,76-72,,Defensive rebound by D. Cousins
1:22.0,Personal block foul by A. Len (drawn by D. Cousins),,76-72,,
1:22.0,,,76-73,1,D. Cousins makes free throw 1 of 2
1:22.0,,,76-74,1,D. Cousins makes free throw 2 of 2
1:12.0,L. Barbosa misses 2-pt shot from 5 ft (block by D. Cousins),,76-74,,
1:09.0,,,76-74,,Defensive rebound by T. Lawson
1:03.0,,,76-74,,A. Tolliver misses 2-pt shot from 2 ft
1:02.0,,,76-74,,Offensive rebound by A. Tolliver
1:02.0,,,76-76,2,A. Tolliver makes 2-pt shot from 1 ft
0:44.0,T. Warren makes 3-pt shot from 26 ft (assist by P. Tucker),3,79-76,,
0:29.0,,,79-79,3,D. Cousins makes 3-pt shot from 26 ft
0:04.0,Turnover by Team (shot clock),,79-79,,
0:00.0,,,79-79,,D. Cousins misses 3-pt shot from 38 ft
0:00.0,,,79-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,79-79,,D. Collison misses 2-pt shot from 22 ft
11:47.0,Defensive rebound by P. Tucker,,79-79,,
11:35.0,D. Booker misses 3-pt shot from 25 ft,,79-79,,
11:34.0,,,79-79,,Defensive rebound by A. Tolliver
11:20.0,Def 3 sec tech foul by A. Len,,79-79,,
11:20.0,,,79-80,1,D. Cousins makes technical free throw
11:11.0,,,79-82,2,T. Lawson makes 2-pt shot from 14 ft
10:50.0,Shooting foul by A. Tolliver (drawn by D. Booker),,79-82,,
10:50.0,D. Booker misses free throw 1 of 2,,79-82,,
10:50.0,Offensive rebound by Team,,79-82,,
10:50.0,D. Booker makes free throw 2 of 2,1,80-82,,
10:50.0,,,79-82,,B. McLemore enters the game for M. Barnes
10:35.0,,,80-82,,B. McLemore misses 3-pt shot from 26 ft
10:35.0,Defensive rebound by B. Knight,,80-82,,
10:27.0,,,80-82,,Personal foul by D. Cousins (drawn by B. Knight)
10:09.0,P. Tucker misses 2-pt shot from 5 ft,,80-82,,
10:09.0,Offensive rebound by Team,,80-82,,
10:09.0,,,80-82,,W. Cauley-Stein enters the game for D. Collison
10:06.0,Turnover by B. Knight (traveling),,80-82,,
9:58.0,Personal foul by A. Len (drawn by D. Cousins),,80-82,,
9:58.0,T. Chandler enters the game for A. Len,,80-82,,
9:49.0,Violation by L. Barbosa (kicked ball),,80-82,,
9:41.0,,,80-84,2,W. Cauley-Stein makes 2-pt shot from 19 ft
9:22.0,,,80-84,,Personal foul by D. Cousins (drawn by P. Tucker)
9:19.0,,,80-84,,Personal foul by B. McLemore (drawn by D. Booker)
9:19.0,,,80-84,,M. Barnes enters the game for D. Cousins
9:14.0,D. Booker misses 2-pt shot from 20 ft,,80-84,,
9:13.0,,,80-84,,Defensive rebound by M. Barnes
9:06.0,,,80-84,,Shooting foul by L. Barbosa (drawn by T. Lawson)
9:06.0,,,80-85,1,T. Lawson makes free throw 1 of 2
9:06.0,,,80-86,1,T. Lawson makes free throw 2 of 2
9:06.0,E. Bledsoe enters the game for B. Knight,,80-85,,
8:54.0,Shooting foul by W. Cauley-Stein (drawn by D. Booker),,80-86,,
8:54.0,Official timeout,,80-86,,
8:54.0,D. Booker makes free throw 1 of 2,1,81-86,,
8:54.0,D. Booker makes free throw 2 of 2,1,82-86,,
8:54.0,T. Warren enters the game for L. Barbosa,,80-86,,
8:54.0,,,80-86,,D. Collison enters the game for A. Tolliver
8:34.0,,,82-86,,Turnover by T. Lawson (bad pass; steal by P. Tucker)
8:27.0,T. Chandler makes 2-pt shot from 3 ft,2,84-86,,
8:27.0,Shooting foul by M. Barnes (drawn by T. Chandler),,84-86,,
8:27.0,T. Chandler makes free throw 1 of 1,1,85-86,,
8:07.0,,,85-86,,M. Barnes misses 3-pt shot from 24 ft
8:06.0,Defensive rebound by T. Chandler,,85-86,,
7:45.0,P. Tucker misses 3-pt shot from 24 ft,,85-86,,
7:44.0,,,85-86,,Defensive rebound by W. Cauley-Stein
7:38.0,,,85-88,2,T. Lawson makes 2-pt shot from 2 ft
7:14.0,T. Warren misses 2-pt shot from 8 ft,,85-88,,
7:13.0,,,85-88,,Defensive rebound by W. Cauley-Stein
7:04.0,,,85-88,,B. McLemore misses 3-pt shot from 25 ft
7:03.0,Defensive rebound by T. Chandler,,85-88,,
6:49.0,E. Bledsoe makes 3-pt shot from 25 ft,3,88-88,,
6:31.0,Violation by E. Bledsoe (kicked ball),,88-88,,
6:21.0,,,88-90,2,T. Lawson makes 2-pt shot from 18 ft
6:09.0,Turnover by E. Bledsoe (lost ball; steal by D. Collison),,88-90,,
6:02.0,,,88-92,2,D. Collison makes 2-pt shot from 3 ft (assist by M. Barnes)
6:02.0,Phoenix full timeout,,88-92,,
5:44.0,D. Booker misses 2-pt shot from 8 ft,,88-92,,
5:43.0,Offensive rebound by E. Bledsoe,,88-92,,
5:41.0,E. Bledsoe misses 2-pt shot from 3 ft (block by M. Barnes),,88-92,,
5:39.0,,,88-92,,Defensive rebound by M. Barnes
5:34.0,,,88-94,2,D. Collison makes 2-pt shot from 1 ft (assist by B. McLemore)
5:20.0,,,88-94,,Personal foul by W. Cauley-Stein (drawn by E. Bledsoe)
5:20.0,E. Bledsoe misses free throw 1 of 2,,88-94,,
5:20.0,Offensive rebound by Team,,88-94,,
5:20.0,E. Bledsoe makes free throw 2 of 2,1,89-94,,
5:03.0,,,89-96,2,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by T. Lawson)
