time,Milwaukee,pts.away,score,pts.home,Atlanta
3:41.0,Turnover by M. Brogdon (bad pass; steal by P. Millsap),,17-16,,
3:27.0,,,17-16,,D. Schroder misses 2-pt shot from 5 ft
3:25.0,Defensive rebound by G. Antetokounmpo,,17-16,,
3:17.0,M. Teletovic makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,20-16,,
2:54.0,,,20-16,,Turnover by D. Schroder (lost ball)
2:54.0,,,20-16,,M. Muscala enters the game for P. Millsap
2:54.0,,,20-16,,M. Delaney enters the game for D. Schroder
2:54.0,J. Parker enters the game for G. Antetokounmpo,,20-16,,
2:43.0,M. Brogdon makes 2-pt shot from 8 ft,2,22-16,,
2:23.0,,,22-18,2,T. Waller-Prince makes 2-pt shot from 20 ft
2:09.0,G. Monroe misses 2-pt shot from 2 ft (block by K. Humphries),,22-18,,
2:06.0,,,22-18,,Defensive rebound by T. Waller-Prince
2:03.0,,,22-18,,T. Hardaway misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by Team,,22-18,,
2:03.0,,,22-18,,R. Kelly enters the game for K. Humphries
1:43.0,J. Parker misses 2-pt shot from 1 ft (block by M. Muscala),,22-18,,
1:41.0,,,22-18,,Defensive rebound by T. Hardaway
1:39.0,,,22-18,,Shooting foul by M. Brogdon (drawn by T. Hardaway)
1:39.0,,,22-18,,T. Hardaway misses free throw 1 of 2
1:39.0,,,22-18,,Offensive rebound by Team
1:39.0,,,22-19,1,T. Hardaway makes free throw 2 of 2
1:25.0,J. Terry misses 3-pt shot from 23 ft,,22-19,,
1:23.0,Offensive rebound by G. Monroe,,22-19,,
1:23.0,G. Monroe misses 2-pt shot from 1 ft,,22-19,,
1:21.0,Offensive rebound by G. Monroe,,22-19,,
1:20.0,G. Monroe makes 2-pt shot from 3 ft,2,24-19,,
1:01.0,,,24-21,2,M. Delaney makes 2-pt shot from 1 ft
0:52.0,,,24-21,,Shooting block foul by M. Muscala (drawn by G. Monroe)
0:52.0,G. Monroe makes free throw 1 of 2,1,25-21,,
0:52.0,G. Monroe makes free throw 2 of 2,1,26-21,,
0:28.0,,,26-21,,T. Waller-Prince misses 3-pt shot from 28 ft
0:26.0,Defensive rebound by G. Monroe,,26-21,,
0:03.0,M. Brogdon misses 3-pt shot from 23 ft,,26-21,,
0:03.0,Offensive rebound by Team,,26-21,,
0:00.0,M. Brogdon misses 2-pt shot from 20 ft,,26-21,,
0:00.0,Offensive rebound by Team,,26-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,26-21,,Shooting foul by M. Teletovic (drawn by R. Kelly)
11:40.0,,,26-22,1,R. Kelly makes free throw 1 of 2
11:40.0,,,26-23,1,R. Kelly makes free throw 2 of 2
11:28.0,M. Teletovic misses 3-pt shot from 25 ft,,26-23,,
11:25.0,,,26-23,,Defensive rebound by M. Muscala
11:10.0,,,26-25,2,T. Waller-Prince makes 2-pt shot at rim (assist by M. Muscala)
10:54.0,M. Brogdon misses 3-pt shot from 25 ft,,26-25,,
10:53.0,,,26-25,,Defensive rebound by T. Waller-Prince
10:41.0,,,26-27,2,R. Kelly makes 2-pt shot from 15 ft (assist by T. Hardaway)
10:17.0,G. Monroe misses 2-pt shot from 17 ft,,26-27,,
10:16.0,,,26-27,,Defensive rebound by T. Waller-Prince
10:08.0,,,26-29,2,T. Hardaway makes 2-pt shot at rim (assist by M. Muscala)
10:08.0,Milwaukee full timeout,,26-29,,
10:08.0,M. Plumlee enters the game for M. Teletovic,,26-29,,
10:08.0,M. Beasley enters the game for G. Monroe,,26-29,,
9:58.0,J. Terry misses 3-pt shot from 23 ft,,26-29,,
9:57.0,,,26-29,,Defensive rebound by M. Delaney
9:49.0,,,26-31,2,M. Muscala makes 2-pt shot from 1 ft (assist by M. Delaney)
9:31.0,M. Beasley misses 2-pt shot from 2 ft,,26-31,,
9:31.0,,,26-31,,Defensive rebound by Team
9:26.0,Loose ball foul by M. Plumlee (drawn by R. Kelly),,26-31,,
9:13.0,,,26-31,,T. Waller-Prince misses 3-pt shot from 25 ft
9:11.0,Defensive rebound by M. Plumlee,,26-31,,
9:06.0,M. Beasley misses 2-pt shot from 20 ft,,26-31,,
9:04.0,,,26-31,,Defensive rebound by M. Delaney
8:54.0,,,26-31,,R. Kelly misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by J. Parker,,26-31,,
8:46.0,J. Parker misses 2-pt shot from 3 ft (block by T. Waller-Prince),,26-31,,
8:43.0,,,26-31,,Defensive rebound by T. Waller-Prince
8:42.0,,,26-31,,Shooting foul by J. Terry (drawn by T. Waller-Prince)
8:42.0,,,26-32,1,T. Waller-Prince makes free throw 1 of 2
8:42.0,,,26-33,1,T. Waller-Prince makes free throw 2 of 2
8:42.0,,,26-32,,K. Humphries enters the game for M. Muscala
8:42.0,R. Vaughn enters the game for J. Terry,,26-32,,
8:24.0,Turnover by M. Beasley (lost ball; steal by T. Waller-Prince),,26-33,,
8:17.0,,,26-35,2,T. Hardaway makes 2-pt shot from 2 ft
7:53.0,Turnover by M. Plumlee (bad pass),,26-35,,
7:53.0,M. Dellavedova enters the game for M. Brogdon,,26-35,,
7:53.0,G. Antetokounmpo enters the game for J. Parker,,26-35,,
7:38.0,,,26-35,,K. Humphries misses 2-pt shot from 19 ft
7:36.0,Defensive rebound by M. Dellavedova,,26-35,,
7:29.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by T. Waller-Prince),,26-35,,
7:29.0,,,26-35,,Defensive rebound by Team
7:13.0,,,26-38,3,T. Hardaway makes 3-pt shot from 25 ft (assist by T. Waller-Prince)
7:11.0,Milwaukee full timeout,,26-38,,
6:54.0,R. Vaughn misses 3-pt shot from 24 ft,,26-38,,
6:54.0,Offensive rebound by Team,,26-38,,
6:54.0,,,26-38,,Loose ball foul by R. Kelly (drawn by M. Beasley)
6:48.0,,,26-38,,Personal foul by T. Waller-Prince (drawn by G. Antetokounmpo)
6:41.0,R. Vaughn misses 2-pt shot from 6 ft,,26-38,,
6:40.0,Offensive rebound by M. Plumlee,,26-38,,
6:40.0,M. Plumlee misses 2-pt shot at rim,,26-38,,
6:40.0,,,26-38,,Defensive rebound by Team
6:31.0,,,26-40,2,M. Delaney makes 2-pt shot from 18 ft (assist by T. Hardaway)
6:19.0,Offensive foul by M. Beasley,,26-40,,
6:19.0,Turnover by M. Beasley (offensive foul),,26-40,,
6:02.0,,,26-40,,M. Delaney misses 3-pt shot from 26 ft
6:00.0,Defensive rebound by G. Antetokounmpo,,26-40,,
5:51.0,M. Plumlee makes 2-pt shot at rim,2,28-40,,
5:51.0,Shooting foul by R. Kelly (drawn by M. Plumlee),,28-40,,
5:51.0,Official timeout,,28-40,,
5:51.0,M. Plumlee makes free throw 1 of 1,1,29-40,,
5:51.0,T. Snell enters the game for M. Beasley,,28-40,,
5:51.0,,,28-40,,P. Millsap enters the game for T. Hardaway
5:51.0,,,28-40,,K. Korver enters the game for R. Kelly
5:38.0,,,29-40,,Shooting foul by M. Plumlee (drawn by K. Humphries)
5:38.0,,,29-41,1,K. Humphries makes free throw 1 of 2
5:38.0,,,29-42,1,K. Humphries makes free throw 2 of 2
5:24.0,T. Snell misses 3-pt shot from 23 ft,,29-42,,
5:22.0,Offensive rebound by M. Plumlee,,29-42,,
5:21.0,M. Dellavedova misses 2-pt shot from 3 ft (block by K. Humphries),,29-42,,
5:21.0,Offensive rebound by Team,,29-42,,
5:21.0,,,29-42,,K. Bazemore enters the game for T. Waller-Prince
5:18.0,R. Vaughn misses 2-pt shot from 21 ft,,29-42,,
5:17.0,,,29-42,,Defensive rebound by P. Millsap
5:04.0,,,29-44,2,K. Humphries makes 2-pt shot from 1 ft (assist by K. Korver)
4:44.0,M. Dellavedova misses 2-pt shot from 13 ft,,29-44,,
4:44.0,Offensive rebound by Team,,29-44,,
4:44.0,,,29-44,,Loose ball foul by K. Bazemore (drawn by G. Antetokounmpo)
4:44.0,,,29-44,,D. Schroder enters the game for M. Delaney
4:44.0,J. Henson enters the game for M. Plumlee,,29-44,,
4:35.0,Shooting foul by P. Millsap (drawn by J. Henson),,29-44,,
4:35.0,J. Henson makes free throw 1 of 2,1,30-44,,
4:35.0,J. Henson makes free throw 2 of 2,1,31-44,,
4:27.0,,,31-44,,Turnover by K. Bazemore (bad pass)
4:09.0,R. Vaughn misses 3-pt shot from 25 ft,,31-44,,
4:07.0,Offensive rebound by G. Antetokounmpo,,31-44,,
4:05.0,G. Antetokounmpo makes 2-pt shot from 3 ft,2,33-44,,
3:50.0,,,33-46,2,P. Millsap makes 2-pt shot from 10 ft (assist by K. Korver)
3:33.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,33-46,,
3:31.0,,,33-46,,Defensive rebound by K. Korver
3:27.0,,,33-46,,M. Muscala enters the game for K. Humphries
3:15.0,,,33-49,3,K. Bazemore makes 3-pt shot from 23 ft (assist by P. Millsap)
2:52.0,T. Snell misses 3-pt shot from 24 ft,,33-49,,
2:50.0,,,33-49,,Defensive rebound by D. Schroder
2:36.0,,,33-49,,M. Muscala misses 2-pt shot from 13 ft
2:35.0,Defensive rebound by G. Antetokounmpo,,33-49,,
2:22.0,J. Henson misses 2-pt shot from 10 ft,,33-49,,
2:19.0,Offensive rebound by T. Snell,,33-49,,
2:19.0,T. Snell makes 2-pt shot from 1 ft,2,35-49,,
2:01.0,,,35-49,,P. Millsap misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by G. Antetokounmpo,,35-49,,
1:52.0,Turnover by J. Henson (lost ball; steal by K. Korver),,35-49,,
1:44.0,,,35-52,3,D. Schroder makes 3-pt shot from 24 ft (assist by K. Korver)
1:25.0,M. Dellavedova misses 3-pt shot from 25 ft,,35-52,,
1:23.0,,,35-52,,Defensive rebound by P. Millsap
1:11.0,,,35-52,,D. Schroder misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by J. Henson,,35-52,,
0:58.0,J. Henson misses 2-pt shot from 5 ft,,35-52,,
0:56.0,,,35-52,,Defensive rebound by K. Korver
0:37.0,,,35-52,,K. Korver misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by J. Henson,,35-52,,
0:22.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by P. Millsap),,35-52,,
0:20.0,Offensive rebound by G. Antetokounmpo,,35-52,,
0:20.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,35-52,,
0:19.0,Offensive rebound by Team,,35-52,,
0:19.0,,,35-52,,Atlanta full timeout
0:19.0,,,35-52,,T. Waller-Prince enters the game for K. Bazemore
0:19.0,,,35-52,,K. Bazemore enters the game for M. Muscala
0:19.0,J. Parker enters the game for J. Henson,,35-52,,
0:19.0,M. Teletovic enters the game for R. Vaughn,,35-52,,
0:02.0,M. Teletovic misses 3-pt shot from 25 ft,,35-52,,
0:01.0,,,35-52,,Defensive rebound by P. Millsap
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:53.0,Personal foul by G. Antetokounmpo (drawn by P. Millsap),,35-52,,
11:45.0,,,35-54,2,M. Muscala makes 2-pt shot from 2 ft (assist by D. Schroder)
11:32.0,Turnover by M. Dellavedova (bad pass; steal by P. Millsap),,35-54,,
11:32.0,Personal foul by J. Parker (drawn by P. Millsap),,35-54,,
11:17.0,,,35-54,,K. Korver misses 3-pt shot from 25 ft
11:16.0,Defensive rebound by G. Antetokounmpo,,35-54,,
10:57.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,35-54,,
10:55.0,,,35-54,,Defensive rebound by P. Millsap
10:44.0,,,35-56,2,P. Millsap makes 2-pt shot from 1 ft (assist by K. Korver)
10:23.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Schroder),,35-56,,
10:08.0,,,35-59,3,D. Schroder makes 3-pt shot from 23 ft (assist by K. Korver)
9:53.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by M. Dellavedova),2,37-59,,
9:49.0,,,37-59,,Turnover by K. Bazemore (lost ball; steal by M. Dellavedova)
9:41.0,J. Parker makes 2-pt shot from 3 ft (assist by T. Snell),2,39-59,,
9:19.0,,,39-62,3,M. Muscala makes 3-pt shot from 24 ft (assist by P. Millsap)
9:07.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova),2,41-62,,
8:46.0,,,41-64,2,K. Bazemore makes 2-pt shot from 20 ft
8:22.0,J. Henson makes 2-pt shot from 20 ft (assist by M. Dellavedova),2,43-64,,
8:09.0,Personal foul by J. Henson (drawn by D. Schroder),,43-64,,
8:04.0,,,43-64,,K. Korver misses 2-pt shot from 17 ft
8:04.0,Defensive rebound by Team,,43-64,,
8:04.0,,,43-64,,Loose ball foul by M. Muscala (drawn by G. Antetokounmpo)
7:53.0,M. Dellavedova misses 2-pt shot from 16 ft,,43-64,,
7:51.0,Offensive rebound by J. Parker,,43-64,,
7:49.0,J. Parker makes 2-pt shot from 1 ft,2,45-64,,
7:32.0,,,45-66,2,M. Muscala makes 2-pt shot from 1 ft (assist by D. Schroder)
7:12.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,48-66,,
6:56.0,Personal foul by J. Henson (drawn by P. Millsap),,48-66,,
6:56.0,,,48-66,,K. Humphries enters the game for M. Muscala
6:49.0,,,48-66,,Turnover by D. Schroder (bad pass)
6:39.0,T. Snell makes 3-pt shot from 24 ft (assist by J. Parker),3,51-66,,
6:24.0,,,51-66,,K. Humphries misses 3-pt shot from 25 ft
6:23.0,Defensive rebound by J. Parker,,51-66,,
6:14.0,J. Parker makes 2-pt shot from 20 ft (assist by J. Henson),2,53-66,,
6:14.0,,,53-66,,Atlanta full timeout
5:57.0,,,53-68,2,P. Millsap makes 2-pt shot from 11 ft (assist by K. Bazemore)
5:45.0,M. Dellavedova makes 2-pt shot from 9 ft,2,55-68,,
5:35.0,Personal foul by G. Antetokounmpo (drawn by P. Millsap),,55-68,,
5:35.0,,,55-69,1,P. Millsap makes free throw 1 of 2
5:35.0,,,55-70,1,P. Millsap makes free throw 2 of 2
5:35.0,,,55-69,,T. Hardaway enters the game for K. Korver
5:24.0,M. Dellavedova misses 3-pt shot from 25 ft,,55-70,,
5:22.0,,,55-70,,Defensive rebound by P. Millsap
5:05.0,,,55-72,2,P. Millsap makes 2-pt shot from 15 ft (assist by K. Bazemore)
4:50.0,J. Parker makes 2-pt shot from 21 ft (assist by M. Dellavedova),2,57-72,,
4:35.0,,,57-75,3,K. Bazemore makes 3-pt shot from 25 ft (assist by D. Schroder)
4:19.0,J. Parker makes 2-pt shot from 22 ft (assist by M. Dellavedova),2,59-75,,
4:05.0,,,59-75,,Offensive charge foul by P. Millsap
4:05.0,,,59-75,,Turnover by P. Millsap (offensive foul)
4:05.0,M. Brogdon enters the game for M. Dellavedova,,59-75,,
4:05.0,,,59-75,,M. Delaney enters the game for D. Schroder
4:05.0,,,59-75,,T. Waller-Prince enters the game for K. Bazemore
3:57.0,T. Snell misses 3-pt shot from 24 ft,,59-75,,
3:55.0,Offensive rebound by G. Antetokounmpo,,59-75,,
3:53.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,59-75,,
3:53.0,Offensive rebound by T. Snell,,59-75,,
3:53.0,Shooting foul by K. Humphries (drawn by T. Snell),,59-75,,
3:53.0,T. Snell makes free throw 1 of 2,1,60-75,,
3:53.0,T. Snell misses free throw 2 of 2,,60-75,,
3:48.0,,,60-75,,Defensive rebound by T. Waller-Prince
3:36.0,,,60-75,,Shooting foul by J. Henson (drawn by P. Millsap)
3:36.0,,,60-76,1,P. Millsap makes free throw 1 of 2
3:36.0,,,60-77,1,P. Millsap makes free throw 2 of 2
3:24.0,J. Parker misses 2-pt shot from 17 ft,,60-77,,
3:23.0,Offensive rebound by J. Henson,,60-77,,
3:20.0,J. Henson misses 2-pt shot from 2 ft,,60-77,,
3:20.0,Offensive rebound by J. Henson,,60-77,,
3:20.0,Shooting foul by K. Humphries (drawn by J. Henson),,60-77,,
3:20.0,J. Henson makes free throw 1 of 2,1,61-77,,
3:20.0,J. Henson misses free throw 2 of 2,,61-77,,
3:20.0,M. Teletovic enters the game for G. Antetokounmpo,,61-77,,
3:19.0,,,61-77,,Defensive rebound by P. Millsap
3:03.0,,,61-77,,Turnover by M. Delaney (bad pass; steal by J. Parker)
2:57.0,J. Parker makes 2-pt shot from 2 ft,2,63-77,,
2:42.0,,,63-77,,Turnover by M. Delaney (bad pass; steal by T. Snell)
2:37.0,Offensive charge foul by J. Parker,,63-77,,
2:37.0,Turnover by J. Parker (offensive foul),,63-77,,
2:37.0,Milwaukee full timeout,,63-77,,
2:37.0,,,63-77,,M. Muscala enters the game for K. Humphries
2:37.0,G. Antetokounmpo enters the game for J. Henson,,63-77,,
2:24.0,,,63-77,,P. Millsap misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
2:24.0,,,63-77,,Offensive rebound by Team
2:16.0,,,63-77,,T. Hardaway misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by T. Snell,,63-77,,
2:07.0,Offensive foul by G. Antetokounmpo,,63-77,,
2:07.0,Turnover by G. Antetokounmpo (offensive foul),,63-77,,
1:45.0,,,63-79,2,M. Muscala makes 2-pt shot from 13 ft (assist by T. Hardaway)
1:32.0,Turnover by M. Teletovic (bad pass; steal by M. Delaney),,63-79,,
1:27.0,,,63-79,,Shooting foul by M. Brogdon (drawn by T. Waller-Prince)
1:27.0,,,63-80,1,T. Waller-Prince makes free throw 1 of 2
1:27.0,,,63-81,1,T. Waller-Prince makes free throw 2 of 2
1:15.0,T. Snell misses 2-pt shot from 12 ft,,63-81,,
1:13.0,,,63-81,,Defensive rebound by M. Delaney
1:07.0,,,63-81,,M. Delaney misses 2-pt shot from 21 ft
1:05.0,Defensive rebound by G. Antetokounmpo,,63-81,,
1:00.0,J. Parker makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,65-81,,
1:00.0,Shooting foul by T. Waller-Prince (drawn by J. Parker),,65-81,,
1:00.0,J. Parker makes free throw 1 of 1,1,66-81,,
1:00.0,R. Vaughn enters the game for T. Snell,,65-81,,
0:42.0,,,66-81,,Turnover by T. Waller-Prince (lost ball; steal by M. Teletovic)
0:36.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,68-81,,
0:26.0,,,68-84,3,P. Millsap makes 3-pt shot from 25 ft (assist by M. Delaney)
0:05.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Brogdon),2,70-84,,
0:02.0,,,70-84,,M. Delaney misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by M. Teletovic,,70-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,M. Teletovic makes 3-pt shot from 26 ft (assist by G. Antetokounmpo),3,73-84,,
11:27.0,Shooting block foul by M. Teletovic (drawn by T. Hardaway),,73-84,,
11:27.0,,,73-85,1,T. Hardaway makes free throw 1 of 2
11:27.0,,,73-86,1,T. Hardaway makes free throw 2 of 2
11:02.0,Turnover by Team (shot clock),,73-86,,
10:48.0,,,73-86,,Turnover by T. Waller-Prince (bad pass; steal by J. Parker)
10:47.0,Turnover by G. Antetokounmpo (bad pass),,73-86,,
10:38.0,,,73-86,,T. Waller-Prince misses 3-pt shot from 25 ft
10:35.0,Defensive rebound by J. Parker,,73-86,,
10:29.0,J. Parker misses 2-pt shot from 19 ft,,73-86,,
10:28.0,,,73-86,,Defensive rebound by M. Muscala
10:15.0,,,73-86,,Turnover by M. Muscala (bad pass; steal by R. Vaughn)
10:09.0,R. Vaughn misses 3-pt shot from 24 ft,,73-86,,
10:06.0,,,73-86,,Defensive rebound by M. Delaney
10:04.0,,,73-86,,Turnover by M. Delaney (bad pass; steal by G. Antetokounmpo)
10:01.0,M. Teletovic makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,76-86,,
9:45.0,Shooting block foul by M. Teletovic (drawn by T. Hardaway),,76-86,,
9:45.0,,,76-87,1,T. Hardaway makes free throw 1 of 2
9:45.0,,,76-87,,T. Hardaway misses free throw 2 of 2
9:45.0,,,76-87,,K. Bazemore enters the game for P. Millsap
9:43.0,Defensive rebound by R. Vaughn,,76-87,,
9:33.0,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo),2,78-87,,
9:12.0,,,78-87,,K. Bazemore misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by J. Parker,,78-87,,
9:06.0,M. Teletovic makes 3-pt shot from 25 ft (assist by J. Parker),3,81-87,,
9:06.0,,,81-87,,Atlanta full timeout
9:06.0,,,81-87,,D. Schroder enters the game for T. Waller-Prince
9:06.0,,,81-87,,P. Millsap enters the game for M. Delaney
8:43.0,,,81-87,,K. Bazemore misses 2-pt shot from 2 ft
8:41.0,Defensive rebound by G. Antetokounmpo,,81-87,,
8:35.0,R. Vaughn misses 3-pt shot from 23 ft,,81-87,,
8:33.0,,,81-87,,Defensive rebound by K. Bazemore
8:23.0,,,81-87,,Turnover by P. Millsap (bad pass)
8:04.0,G. Antetokounmpo misses 2-pt shot from 5 ft,,81-87,,
8:02.0,Offensive rebound by G. Antetokounmpo,,81-87,,
8:02.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,83-87,,
7:49.0,,,83-89,2,D. Schroder makes 2-pt shot from 13 ft
7:25.0,J. Parker misses 2-pt shot from 4 ft,,83-89,,
7:25.0,Offensive rebound by J. Parker,,83-89,,
7:25.0,Shooting foul by K. Bazemore (drawn by J. Parker),,83-89,,
7:25.0,J. Parker makes free throw 1 of 2,1,84-89,,
7:25.0,J. Parker makes free throw 2 of 2,1,85-89,,
7:25.0,T. Snell enters the game for R. Vaughn,,84-89,,
7:25.0,,,84-89,,K. Korver enters the game for T. Hardaway
7:15.0,,,85-89,,Shooting foul by M. Teletovic (drawn by M. Muscala)
7:15.0,,,85-89,,M. Muscala misses free throw 1 of 2
7:15.0,,,85-89,,Offensive rebound by Team
7:15.0,,,85-90,1,M. Muscala makes free throw 2 of 2
6:59.0,M. Brogdon makes 2-pt shot from 7 ft (assist by J. Parker),2,87-90,,
6:42.0,,,87-93,3,K. Korver makes 3-pt shot from 23 ft (assist by D. Schroder)
