time,San Antonio,pts.away,score,pts.home,Sacramento
1:22.0,,,21-26,2,B. McLemore makes 2-pt shot from 8 ft (assist by G. Temple)
1:22.0,,,21-26,,Shooting foul by D. Dedmon (drawn by B. McLemore)
1:22.0,,,21-27,1,B. McLemore makes free throw 1 of 1
1:02.0,D. Dedmon makes 2-pt shot from 2 ft (assist by M. Ginobili),2,23-27,,
0:51.0,,,23-27,,Turnover by A. Tolliver (lost ball; steal by D. Lee)
0:46.0,Shooting foul by W. Cauley-Stein (drawn by J. Simmons),,23-27,,
0:46.0,J. Simmons makes free throw 1 of 2,1,24-27,,
0:46.0,J. Simmons makes free throw 2 of 2,1,25-27,,
0:39.0,Personal foul by D. Lee (drawn by A. Tolliver),,25-27,,
0:39.0,,,25-28,1,A. Tolliver makes free throw 1 of 2
0:39.0,,,25-29,1,A. Tolliver makes free throw 2 of 2
0:30.0,D. Dedmon makes 2-pt shot from 7 ft (assist by M. Ginobili),2,27-29,,
0:14.0,,,27-29,,G. Temple misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by M. Ginobili,,27-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,D. Lee makes 2-pt shot from 14 ft (assist by M. Ginobili),2,29-29,,
11:19.0,Personal foul by M. Ginobili (drawn by M. Barnes),,29-29,,
11:17.0,,,29-29,,Turnover by A. Tolliver (lost ball; steal by D. Lee)
11:10.0,D. Lee makes 2-pt shot from 2 ft (assist by J. Simmons),2,31-29,,
10:46.0,,,31-31,2,W. Cauley-Stein makes 2-pt shot from 7 ft
10:32.0,Offensive charge foul by J. Simmons,,31-31,,
10:32.0,Turnover by J. Simmons (offensive foul),,31-31,,
10:32.0,,,31-31,,A. Afflalo enters the game for A. Tolliver
10:32.0,K. Anderson enters the game for M. Ginobili,,31-31,,
10:19.0,,,31-34,3,M. Barnes makes 3-pt shot from 25 ft
10:05.0,D. Lee misses 2-pt shot from 12 ft,,31-34,,
10:04.0,,,31-34,,Defensive rebound by B. McLemore
9:44.0,,,31-34,,G. Temple misses 3-pt shot from 24 ft
9:44.0,Defensive rebound by D. Lee,,31-34,,
9:25.0,P. Mills misses 2-pt shot from 22 ft,,31-34,,
9:24.0,,,31-34,,Defensive rebound by B. McLemore
9:18.0,,,31-34,,M. Barnes misses 3-pt shot from 25 ft
9:17.0,Defensive rebound by K. Anderson,,31-34,,
9:12.0,Shooting foul by G. Temple (drawn by J. Simmons),,31-34,,
9:12.0,J. Simmons makes free throw 1 of 2,1,32-34,,
9:12.0,J. Simmons misses free throw 2 of 2,,32-34,,
9:12.0,,,32-34,,D. Cousins enters the game for W. Cauley-Stein
9:11.0,,,32-34,,Defensive rebound by D. Cousins
8:56.0,,,32-34,,D. Cousins misses 2-pt shot from 6 ft
8:55.0,,,32-34,,Offensive rebound by Team
8:55.0,Official timeout,,32-34,,
8:55.0,K. Leonard enters the game for D. Dedmon,,32-34,,
8:55.0,L. Aldridge enters the game for P. Mills,,32-34,,
8:55.0,T. Parker enters the game for D. Lee,,32-34,,
8:55.0,P. Gasol enters the game for J. Simmons,,32-34,,
8:49.0,Personal foul by P. Gasol (drawn by D. Cousins),,32-34,,
8:37.0,,,32-36,2,D. Cousins makes 2-pt shot at rim (assist by M. Barnes)
8:22.0,T. Parker misses 2-pt shot from 18 ft,,32-36,,
8:21.0,,,32-36,,Defensive rebound by D. Cousins
8:08.0,,,32-38,2,D. Cousins makes 2-pt shot from 4 ft
7:49.0,P. Gasol makes 2-pt shot from 2 ft (assist by K. Anderson),2,34-38,,
7:40.0,Violation by K. Leonard (kicked ball),,34-38,,
7:30.0,,,34-41,3,D. Cousins makes 3-pt shot from 25 ft (assist by G. Temple)
7:11.0,Shooting foul by D. Cousins (drawn by K. Leonard),,34-41,,
7:11.0,K. Leonard makes free throw 1 of 2,1,35-41,,
7:11.0,K. Leonard makes free throw 2 of 2,1,36-41,,
6:54.0,,,36-41,,Turnover by D. Cousins (traveling)
6:54.0,,,36-41,,T. Lawson enters the game for G. Temple
6:47.0,,,36-41,,Personal foul by A. Afflalo (drawn by K. Leonard)
6:47.0,,,36-41,,R. Gay enters the game for A. Afflalo
6:37.0,P. Gasol makes 3-pt shot from 24 ft (assist by K. Leonard),3,39-41,,
6:22.0,,,39-41,,D. Cousins misses 2-pt shot from 13 ft
6:21.0,Defensive rebound by P. Gasol,,39-41,,
6:12.0,L. Aldridge makes 2-pt shot from 14 ft (assist by K. Anderson),2,41-41,,
6:11.0,,,41-41,,Sacramento full timeout
5:56.0,,,41-41,,R. Gay misses 2-pt shot from 17 ft
5:56.0,,,41-41,,Offensive rebound by T. Lawson
5:50.0,,,41-41,,Shooting foul by K. Leonard (drawn by B. McLemore)
5:50.0,,,41-42,1,B. McLemore makes free throw 1 of 3
5:50.0,,,41-43,1,B. McLemore makes free throw 2 of 3
5:50.0,,,41-44,1,B. McLemore makes free throw 3 of 3
5:50.0,,,41-43,,K. Koufos enters the game for M. Barnes
5:31.0,,,41-44,,A. Afflalo enters the game for B. McLemore
5:31.0,Jump ball: P. Gasol vs. K. Koufos (L. Aldridge gains possession),,,,Jump ball: P. Gasol vs. K. Koufos (L. Aldridge gains possession)
5:13.0,L. Aldridge makes 2-pt shot from 13 ft (assist by K. Leonard),2,43-44,,
4:53.0,,,43-47,3,R. Gay makes 3-pt shot from 25 ft (assist by D. Cousins)
4:29.0,Turnover by K. Leonard (lost ball; steal by R. Gay),,43-47,,
4:22.0,,,43-47,,Shooting foul by L. Aldridge (drawn by R. Gay)
4:22.0,,,43-48,1,R. Gay makes free throw 1 of 2
4:22.0,,,43-48,,R. Gay misses free throw 2 of 2
4:20.0,Defensive rebound by P. Gasol,,43-48,,
4:05.0,K. Leonard misses 3-pt shot from 24 ft,,43-48,,
4:04.0,,,43-48,,Defensive rebound by D. Cousins
3:52.0,,,43-48,,Shooting foul by K. Leonard (drawn by R. Gay)
3:52.0,,,43-49,1,R. Gay makes free throw 1 of 2
3:52.0,,,43-50,1,R. Gay makes free throw 2 of 2
3:52.0,P. Mills enters the game for K. Leonard,,43-49,,
3:52.0,J. Simmons enters the game for K. Anderson,,43-49,,
3:52.0,M. Ginobili enters the game for T. Parker,,43-49,,
3:32.0,L. Aldridge misses 2-pt shot from 19 ft,,43-50,,
3:31.0,,,43-50,,Defensive rebound by T. Lawson
3:28.0,Personal foul by L. Aldridge (drawn by D. Cousins),,43-50,,
3:28.0,,,43-51,1,D. Cousins makes free throw 1 of 2
3:28.0,,,43-52,1,D. Cousins makes free throw 2 of 2
3:14.0,P. Gasol misses 2-pt shot from 7 ft,,43-52,,
3:13.0,,,43-52,,Defensive rebound by K. Koufos
3:08.0,,,43-54,2,T. Lawson makes 2-pt shot from 6 ft (assist by K. Koufos)
3:07.0,San Antonio full timeout,,43-54,,
2:46.0,P. Mills makes 3-pt shot from 25 ft (assist by L. Aldridge),3,46-54,,
2:28.0,,,46-54,,A. Afflalo misses 2-pt shot from 18 ft
2:27.0,Defensive rebound by P. Gasol,,46-54,,
2:18.0,Turnover by P. Gasol (bad pass; steal by D. Cousins),,46-54,,
2:13.0,,,46-54,,R. Gay misses 2-pt shot from 3 ft (block by M. Ginobili)
2:11.0,Defensive rebound by P. Gasol,,46-54,,
2:01.0,P. Mills misses 3-pt shot from 24 ft,,46-54,,
2:00.0,,,46-54,,Defensive rebound by R. Gay
1:55.0,,,46-54,,T. Lawson misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by P. Gasol,,46-54,,
1:40.0,L. Aldridge misses 2-pt shot from 14 ft,,46-54,,
1:40.0,,,46-54,,Defensive rebound by K. Koufos
1:24.0,Personal foul by L. Aldridge (drawn by T. Lawson),,46-54,,
1:24.0,,,46-54,,T. Lawson misses free throw 1 of 2
1:24.0,,,46-54,,Offensive rebound by Team
1:24.0,,,46-55,1,T. Lawson makes free throw 2 of 2
1:24.0,D. Dedmon enters the game for P. Gasol,,46-54,,
1:24.0,D. Lee enters the game for L. Aldridge,,46-54,,
1:07.0,M. Ginobili makes 3-pt shot from 25 ft (assist by J. Simmons),3,49-55,,
0:53.0,,,49-55,,Shooting foul by D. Lee (drawn by R. Gay)
0:53.0,,,49-56,1,R. Gay makes free throw 1 of 2
0:53.0,,,49-57,1,R. Gay makes free throw 2 of 2
0:36.0,M. Ginobili makes 2-pt shot from 1 ft,2,51-57,,
0:25.0,,,51-57,,K. Koufos misses 2-pt shot at rim (block by D. Dedmon)
0:24.0,Defensive rebound by D. Lee,,51-57,,
0:05.0,M. Ginobili misses 3-pt shot from 25 ft,,51-57,,
0:04.0,Offensive rebound by D. Lee,,51-57,,
0:02.0,D. Lee makes 2-pt shot from 2 ft,2,53-57,,
0:00.0,,,53-57,,T. Lawson misses 3-pt shot from 47 ft
0:00.0,,,53-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,T. Parker misses 2-pt shot from 19 ft,,53-57,,
11:35.0,,,53-57,,Defensive rebound by D. Cousins
11:17.0,,,53-59,2,A. Afflalo makes 2-pt shot from 14 ft (assist by K. Koufos)
11:03.0,P. Gasol misses 2-pt shot from 20 ft,,53-59,,
11:02.0,,,53-59,,Defensive rebound by D. Cousins
10:52.0,Shooting block foul by P. Gasol (drawn by D. Cousins),,53-59,,
10:52.0,,,53-60,1,D. Cousins makes free throw 1 of 2
10:52.0,,,53-61,1,D. Cousins makes free throw 2 of 2
10:34.0,K. Anderson makes 2-pt shot from 3 ft (assist by P. Gasol),2,55-61,,
10:09.0,,,55-61,,K. Koufos misses 2-pt shot from 4 ft
10:08.0,,,55-61,,Offensive rebound by D. Cousins
10:04.0,,,55-61,,W. Cauley-Stein enters the game for D. Cousins
9:51.0,,,55-61,,W. Cauley-Stein misses 2-pt shot from 14 ft
9:51.0,Defensive rebound by L. Aldridge,,55-61,,
9:37.0,Turnover by P. Gasol (lost ball; steal by K. Koufos),,55-61,,
9:29.0,,,55-61,,A. Afflalo misses 2-pt shot from 3 ft (block by P. Gasol)
9:29.0,,,55-61,,Offensive rebound by Team
9:29.0,,,55-61,,D. Cousins enters the game for W. Cauley-Stein
9:22.0,,,55-61,,T. Lawson misses 2-pt shot from 7 ft
9:19.0,Defensive rebound by K. Anderson,,55-61,,
9:04.0,P. Gasol misses 2-pt shot from 5 ft,,55-61,,
9:04.0,,,55-61,,Defensive rebound by R. Gay
8:57.0,,,55-61,,R. Gay misses 2-pt shot from 5 ft
8:56.0,Defensive rebound by K. Anderson,,55-61,,
8:46.0,T. Parker misses 3-pt shot from 23 ft,,55-61,,
8:45.0,,,55-61,,Defensive rebound by K. Koufos
8:24.0,,,55-63,2,R. Gay makes 2-pt shot from 15 ft (assist by K. Koufos)
8:06.0,,,55-63,,Violation by K. Koufos (kicked ball)
7:59.0,P. Gasol makes 2-pt shot from 17 ft (assist by K. Leonard),2,57-63,,
7:40.0,,,57-63,,Shooting foul by L. Aldridge (drawn by D. Cousins)
7:40.0,,,57-64,1,D. Cousins makes free throw 1 of 2
7:40.0,,,57-64,,D. Cousins misses free throw 2 of 2
7:40.0,P. Mills enters the game for T. Parker,,57-64,,
7:40.0,D. Lee enters the game for L. Aldridge,,57-64,,
7:38.0,Defensive rebound by K. Anderson,,57-64,,
7:28.0,K. Leonard misses 3-pt shot from 25 ft,,57-64,,
7:27.0,,,57-64,,Defensive rebound by A. Afflalo
7:21.0,,,57-66,2,K. Koufos makes 2-pt shot from 3 ft (assist by T. Lawson)
7:03.0,K. Leonard misses 2-pt shot from 4 ft,,57-66,,
7:02.0,,,57-66,,Defensive rebound by R. Gay
6:56.0,,,57-66,,A. Afflalo misses 2-pt shot from 2 ft
6:55.0,Defensive rebound by K. Anderson,,57-66,,
6:44.0,P. Mills misses 2-pt shot from 17 ft,,57-66,,
6:44.0,,,57-66,,Defensive rebound by D. Cousins
6:36.0,,,57-66,,D. Cousins misses 2-pt shot from 2 ft
6:34.0,Defensive rebound by P. Gasol,,57-66,,
6:32.0,,,57-66,,Personal foul by K. Koufos
6:32.0,San Antonio full timeout,,57-66,,
6:20.0,P. Mills makes 3-pt shot from 23 ft (assist by D. Lee),3,60-66,,
6:03.0,,,60-66,,Turnover by K. Koufos (bad pass; steal by K. Leonard)
6:00.0,K. Leonard makes 2-pt shot at rim,2,62-66,,
5:31.0,,,62-66,,Turnover by Team (shot clock)
5:31.0,D. Dedmon enters the game for P. Gasol,,62-66,,
5:19.0,K. Anderson misses 2-pt shot from 20 ft,,62-66,,
5:18.0,,,62-66,,Defensive rebound by D. Cousins
5:04.0,,,62-66,,D. Cousins misses 2-pt shot from 4 ft (block by D. Lee)
5:01.0,Defensive rebound by K. Anderson,,62-66,,
4:57.0,P. Mills misses 3-pt shot from 23 ft,,62-66,,
4:56.0,,,62-66,,Defensive rebound by K. Koufos
4:45.0,,,62-66,,R. Gay misses 3-pt shot from 26 ft
4:45.0,,,62-66,,Offensive rebound by D. Cousins
4:44.0,,,62-66,,Shooting foul by D. Lee (drawn by D. Cousins)
4:44.0,,,62-67,1,D. Cousins makes free throw 1 of 2
4:44.0,,,62-68,1,D. Cousins makes free throw 2 of 2
4:44.0,M. Ginobili enters the game for K. Anderson,,62-67,,
4:44.0,,,62-67,,G. Temple enters the game for K. Koufos
4:44.0,,,62-67,,M. Barnes enters the game for T. Lawson
4:27.0,Shooting foul by M. Barnes (drawn by D. Dedmon),,62-68,,
4:27.0,D. Dedmon makes free throw 1 of 2,1,63-68,,
4:27.0,D. Dedmon makes free throw 2 of 2,1,64-68,,
4:27.0,,,63-68,,A. Tolliver enters the game for R. Gay
4:15.0,,,64-68,,A. Tolliver misses 3-pt shot from 25 ft
4:15.0,Defensive rebound by M. Ginobili,,64-68,,
4:03.0,D. Dedmon misses 2-pt shot from 17 ft,,64-68,,
4:03.0,Offensive rebound by Team,,64-68,,
4:03.0,,,64-68,,Loose ball foul by G. Temple (drawn by D. Lee)
3:49.0,Turnover by M. Ginobili (lost ball; steal by M. Barnes),,64-68,,
3:44.0,,,64-68,,Turnover by M. Barnes (lost ball; steal by K. Leonard)
3:27.0,D. Dedmon makes 2-pt shot from 3 ft (assist by K. Leonard),2,66-68,,
3:20.0,,,66-68,,Sacramento full timeout
3:20.0,,,66-68,,B. McLemore enters the game for A. Afflalo
3:09.0,Personal foul by D. Dedmon (drawn by D. Cousins),,66-68,,
2:57.0,,,66-68,,D. Cousins misses 2-pt shot from 8 ft
2:56.0,,,66-68,,Offensive rebound by Team
2:48.0,,,66-68,,Turnover by B. McLemore (lost ball; steal by K. Leonard)
2:46.0,K. Leonard makes 2-pt shot from 2 ft,2,68-68,,
2:46.0,Shooting foul by B. McLemore (drawn by K. Leonard),,68-68,,
2:46.0,K. Leonard makes free throw 1 of 1,1,69-68,,
2:34.0,,,69-68,,Turnover by B. McLemore (lost ball; steal by K. Leonard)
2:32.0,Shooting foul by B. McLemore (drawn by K. Leonard),,69-68,,
2:32.0,K. Leonard makes free throw 1 of 2,1,70-68,,
2:32.0,K. Leonard makes free throw 2 of 2,1,71-68,,
2:32.0,,,70-68,,R. Gay enters the game for B. McLemore
2:13.0,,,71-68,,M. Barnes misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by K. Leonard,,71-68,,
2:05.0,K. Leonard misses 2-pt shot from 14 ft,,71-68,,
2:04.0,Offensive rebound by D. Lee,,71-68,,
2:04.0,D. Lee makes 2-pt shot from 1 ft,2,73-68,,
1:57.0,,,73-68,,W. Cauley-Stein enters the game for D. Cousins
1:57.0,J. Simmons enters the game for K. Leonard,,73-68,,
1:51.0,,,73-68,,Shooting foul by P. Mills (drawn by R. Gay)
1:51.0,,,73-69,1,R. Gay makes free throw 1 of 2
1:51.0,,,73-70,1,R. Gay makes free throw 2 of 2
1:29.0,M. Ginobili misses 2-pt shot from 5 ft,,73-70,,
1:27.0,,,73-70,,Defensive rebound by R. Gay
1:14.0,,,73-70,,A. Tolliver misses 3-pt shot from 24 ft
1:14.0,,,73-70,,Offensive rebound by Team
1:14.0,Loose ball foul by J. Simmons (drawn by W. Cauley-Stein),,73-70,,
1:14.0,,,73-70,,W. Cauley-Stein misses free throw 1 of 2
1:14.0,,,73-70,,Offensive rebound by Team
1:14.0,,,73-71,1,W. Cauley-Stein makes free throw 2 of 2
1:00.0,M. Ginobili makes 3-pt shot from 25 ft (assist by J. Simmons),3,76-71,,
0:43.0,,,76-71,,Offensive charge foul by R. Gay
0:43.0,,,76-71,,Turnover by R. Gay (offensive foul)
0:29.0,M. Ginobili misses 2-pt shot from 18 ft,,76-71,,
0:24.0,,,76-71,,Defensive rebound by R. Gay
0:00.0,,,76-71,,R. Gay misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by D. Lee,,76-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,76-71,,Turnover by M. Barnes (bad pass; steal by K. Leonard)
11:34.0,J. Simmons makes 2-pt shot from 2 ft (assist by K. Leonard),2,78-71,,
11:14.0,,,78-71,,M. Barnes misses 2-pt shot from 20 ft
11:13.0,Defensive rebound by M. Ginobili,,78-71,,
11:00.0,K. Leonard makes 2-pt shot from 17 ft (assist by M. Ginobili),2,80-71,,
11:00.0,Shooting foul by T. Lawson (drawn by K. Leonard),,80-71,,
11:00.0,K. Leonard makes free throw 1 of 1,1,81-71,,
10:44.0,Personal foul by T. Parker (drawn by T. Lawson),,81-71,,
10:44.0,,,81-71,,D. Cousins enters the game for W. Cauley-Stein
10:31.0,,,81-73,2,D. Cousins makes 2-pt shot from 19 ft (assist by T. Lawson)
10:12.0,L. Aldridge misses 2-pt shot from 6 ft,,81-73,,
10:10.0,Offensive rebound by J. Simmons,,81-73,,
10:10.0,J. Simmons misses 2-pt shot from 1 ft,,81-73,,
10:09.0,,,81-73,,Defensive rebound by D. Cousins
10:01.0,,,81-76,3,D. Cousins makes 3-pt shot from 25 ft (assist by T. Lawson)
10:01.0,San Antonio full timeout,,81-76,,
9:42.0,T. Parker misses 2-pt shot from 15 ft,,81-76,,
9:40.0,Offensive rebound by L. Aldridge,,81-76,,
9:40.0,L. Aldridge makes 2-pt shot at rim,2,83-76,,
9:17.0,,,83-76,,Turnover by D. Cousins (lost ball; steal by T. Parker)
8:59.0,M. Ginobili misses 3-pt shot from 25 ft,,83-76,,
8:59.0,,,83-76,,Defensive rebound by Team
8:46.0,,,83-76,,Shooting foul by J. Simmons (drawn by D. Cousins)
8:46.0,,,83-77,1,D. Cousins makes free throw 1 of 2
8:46.0,,,83-78,1,D. Cousins makes free throw 2 of 2
8:46.0,D. Dedmon enters the game for M. Ginobili,,83-77,,
8:46.0,,,83-77,,A. Afflalo enters the game for R. Gay
8:30.0,K. Leonard misses 2-pt shot from 8 ft,,83-78,,
8:28.0,,,83-78,,Defensive rebound by D. Cousins
8:20.0,,,83-81,3,A. Afflalo makes 3-pt shot from 25 ft (assist by T. Lawson)
8:03.0,K. Leonard misses 3-pt shot from 25 ft,,83-81,,
8:03.0,,,83-81,,Defensive rebound by A. Afflalo
7:51.0,,,83-83,2,A. Afflalo makes 2-pt shot from 7 ft (assist by D. Cousins)
7:32.0,L. Aldridge makes 2-pt shot from 16 ft (assist by T. Parker),2,85-83,,
7:14.0,,,85-83,,A. Afflalo misses 3-pt shot from 23 ft
7:13.0,Defensive rebound by D. Dedmon,,85-83,,
7:05.0,Shooting foul by M. Barnes (drawn by T. Parker),,85-83,,
7:05.0,T. Parker makes free throw 1 of 2,1,86-83,,
7:05.0,T. Parker makes free throw 2 of 2,1,87-83,,
6:49.0,,,87-83,,Shooting foul by K. Leonard (drawn by D. Cousins)
6:49.0,,,87-84,1,D. Cousins makes free throw 1 of 2
6:49.0,,,87-84,,D. Cousins misses free throw 2 of 2
6:49.0,K. Anderson enters the game for J. Simmons,,87-84,,
6:48.0,Defensive rebound by L. Aldridge,,87-84,,
6:38.0,L. Aldridge misses 2-pt shot from 20 ft,,87-84,,
6:38.0,Offensive rebound by D. Dedmon,,87-84,,
6:19.0,Shooting foul by A. Tolliver (drawn by L. Aldridge),,87-84,,
6:19.0,L. Aldridge misses free throw 1 of 2,,87-84,,
6:19.0,Offensive rebound by Team,,87-84,,
6:19.0,L. Aldridge makes free throw 2 of 2,1,88-84,,
6:04.0,,,88-84,,D. Cousins misses 2-pt shot from 17 ft
6:04.0,Defensive rebound by K. Anderson,,88-84,,
5:54.0,Shooting foul by D. Cousins (drawn by L. Aldridge),,88-84,,
5:54.0,Official timeout,,88-84,,
5:54.0,L. Aldridge makes free throw 1 of 2,1,89-84,,
5:54.0,L. Aldridge makes free throw 2 of 2,1,90-84,,
5:54.0,,,88-84,,R. Gay enters the game for A. Tolliver
5:54.0,P. Mills enters the game for T. Parker,,88-84,,
5:44.0,Personal foul by D. Dedmon (drawn by D. Cousins),,90-84,,
5:33.0,,,90-84,,D. Cousins misses 2-pt shot from 3 ft
5:32.0,,,90-84,,Offensive rebound by D. Cousins
5:32.0,,,90-84,,Shooting foul by D. Dedmon (drawn by D. Cousins)
5:32.0,,,90-85,1,D. Cousins makes free throw 1 of 2
5:32.0,,,90-86,1,D. Cousins makes free throw 2 of 2
5:09.0,L. Aldridge makes 2-pt shot from 15 ft (assist by K. Anderson),2,92-86,,
