time,LA Clippers,pts.away,score,pts.home,San Antonio
6:46.0,,,14-10,,L. Aldridge misses 2-pt shot from 14 ft
6:45.0,Defensive rebound by D. Jordan,,14-10,,
6:35.0,D. Jordan makes 2-pt shot from 4 ft,2,16-10,,
6:35.0,,,16-10,,San Antonio full timeout
6:35.0,,,16-10,,M. Ginobili enters the game for K. Anderson
6:17.0,Personal foul by D. Jordan (drawn by P. Gasol),,16-10,,
6:11.0,,,16-10,,K. Leonard misses 2-pt shot from 18 ft
6:10.0,Defensive rebound by C. Paul,,16-10,,
6:04.0,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul),2,18-10,,
6:00.0,,,18-10,,San Antonio full timeout
6:00.0,,,18-10,,J. Simmons enters the game for K. Leonard
6:00.0,J. Crawford enters the game for L. Mbah a Moute,,18-10,,
5:53.0,,,18-12,2,P. Gasol makes 2-pt shot from 16 ft (assist by P. Mills)
5:33.0,D. Jordan misses 2-pt shot from 2 ft,,18-12,,
5:31.0,Offensive rebound by J. Redick,,18-12,,
5:28.0,J. Redick makes 3-pt shot from 23 ft (assist by J. Crawford),3,21-12,,
5:19.0,Personal foul by J. Redick (drawn by P. Gasol),,21-12,,
5:11.0,,,21-12,,Turnover by P. Mills (bad pass; steal by J. Redick)
4:59.0,,,21-12,,Personal foul by P. Gasol (drawn by C. Paul)
4:55.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,24-12,,
4:55.0,Shooting foul by L. Aldridge (drawn by J. Redick),,24-12,,
4:55.0,J. Redick makes free throw 1 of 1,1,25-12,,
4:55.0,,,24-12,,D. Lee enters the game for L. Aldridge
4:55.0,,,24-12,,D. Dedmon enters the game for P. Gasol
4:39.0,,,25-12,,Turnover by J. Simmons (lost ball; steal by J. Redick)
4:36.0,B. Griffin makes 2-pt shot at rim,2,27-12,,
4:36.0,Shooting foul by P. Mills (drawn by B. Griffin),,27-12,,
4:36.0,B. Griffin makes free throw 1 of 1,1,28-12,,
4:17.0,,,28-12,,P. Mills misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by D. Jordan,,28-12,,
3:59.0,A. Rivers enters the game for J. Redick,,28-12,,
3:59.0,,,28-12,,N. Laprovittola enters the game for P. Mills
3:55.0,J. Crawford misses 2-pt shot from 24 ft,,28-12,,
3:54.0,,,28-12,,Defensive rebound by J. Simmons
3:51.0,,,28-12,,Turnover by D. Dedmon (offensive foul)
3:51.0,,,28-12,,Offensive foul by D. Dedmon
3:37.0,A. Rivers misses 2-pt shot from 7 ft,,28-12,,
3:37.0,,,28-12,,Defensive rebound by M. Ginobili
3:27.0,,,28-12,,M. Ginobili misses 2-pt shot from 11 ft
3:26.0,Defensive rebound by B. Griffin,,28-12,,
3:09.0,C. Paul misses 3-pt shot from 27 ft,,28-12,,
3:08.0,,,28-12,,Defensive rebound by M. Ginobili
3:01.0,,,28-15,3,N. Laprovittola makes 3-pt shot from 24 ft (assist by D. Lee)
2:38.0,B. Griffin makes 2-pt shot from 21 ft (assist by C. Paul),2,30-15,,
2:25.0,,,30-15,,D. Lee misses 2-pt shot from 3 ft (block by D. Jordan)
2:23.0,Defensive rebound by C. Paul,,30-15,,
2:04.0,B. Griffin makes 2-pt shot from 12 ft,2,32-15,,
1:50.0,,,32-17,2,M. Ginobili makes 2-pt shot from 3 ft
1:30.0,C. Paul misses 2-pt shot from 16 ft,,32-17,,
1:30.0,Offensive rebound by B. Griffin,,32-17,,
1:30.0,Shooting foul by D. Lee (drawn by B. Griffin),,32-17,,
1:30.0,B. Griffin misses free throw 1 of 2,,32-17,,
1:30.0,Offensive rebound by Team,,32-17,,
1:30.0,B. Griffin makes free throw 2 of 2,1,33-17,,
1:30.0,R. Felton enters the game for C. Paul,,32-17,,
1:22.0,,,33-17,,Shooting foul by A. Rivers (drawn by M. Ginobili)
1:22.0,,,33-18,1,M. Ginobili makes free throw 1 of 2
1:22.0,,,33-19,1,M. Ginobili makes free throw 2 of 2
1:22.0,W. Johnson enters the game for B. Griffin,,33-18,,
1:22.0,M. Speights enters the game for D. Jordan,,33-18,,
1:11.0,A. Rivers misses 3-pt shot from 25 ft,,33-19,,
1:10.0,Offensive rebound by Team,,33-19,,
1:10.0,,,33-19,,Loose ball foul by D. Dedmon (drawn by M. Speights)
1:10.0,,,33-19,,Technical foul by Team
1:10.0,J. Crawford makes technical free throw,1,34-19,,
1:10.0,M. Speights makes free throw 1 of 2,1,35-19,,
1:10.0,M. Speights makes free throw 2 of 2,1,36-19,,
1:10.0,,,35-19,,K. Anderson enters the game for D. Dedmon
0:50.0,,,36-22,3,M. Ginobili makes 3-pt shot from 25 ft (assist by K. Anderson)
0:41.0,R. Felton makes 3-pt shot from 26 ft (assist by M. Speights),3,39-22,,
0:33.0,,,39-22,,M. Ginobili misses 3-pt shot from 25 ft
0:33.0,,,39-22,,Offensive rebound by D. Lee
0:33.0,Personal foul by M. Speights (drawn by D. Lee),,39-22,,
0:33.0,,,39-23,1,D. Lee makes free throw 1 of 2
0:33.0,,,39-24,1,D. Lee makes free throw 2 of 2
0:25.0,J. Crawford misses 2-pt shot from 18 ft,,39-24,,
0:23.0,,,39-24,,Defensive rebound by D. Lee
0:04.0,,,39-24,,M. Ginobili misses 2-pt shot from 13 ft
0:03.0,Defensive rebound by M. Speights,,39-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,39-26,2,J. Simmons makes 2-pt shot from 20 ft
11:13.0,W. Johnson misses 2-pt shot from 19 ft,,39-26,,
11:12.0,,,39-26,,Defensive rebound by J. Simmons
10:56.0,,,39-29,3,N. Laprovittola makes 3-pt shot from 25 ft (assist by J. Simmons)
10:30.0,J. Crawford makes 2-pt shot from 18 ft (assist by W. Johnson),2,41-29,,
10:20.0,,,41-29,,Shooting foul by W. Johnson (drawn by K. Leonard)
10:20.0,,,41-30,1,K. Leonard makes free throw 1 of 2
10:20.0,,,41-31,1,K. Leonard makes free throw 2 of 2
10:20.0,,,41-30,,D. Bertans enters the game for K. Anderson
10:20.0,,,41-30,,D. Dedmon enters the game for D. Lee
10:04.0,W. Johnson misses 3-pt shot from 23 ft,,41-31,,
10:03.0,,,41-31,,Defensive rebound by D. Dedmon
9:53.0,Personal foul by A. Rivers (drawn by K. Leonard),,41-31,,
9:49.0,,,41-31,,Turnover by D. Bertans (bad pass; steal by R. Felton)
9:36.0,A. Rivers misses 2-pt shot from 1 ft,,41-31,,
9:34.0,Offensive rebound by M. Speights,,41-31,,
9:34.0,M. Speights makes 2-pt shot from 1 ft,2,43-31,,
9:34.0,,,43-31,,San Antonio full timeout
9:17.0,,,43-31,,Shooting foul by W. Johnson (drawn by K. Leonard)
9:17.0,,,43-32,1,K. Leonard makes free throw 1 of 2
9:17.0,,,43-33,1,K. Leonard makes free throw 2 of 2
9:01.0,M. Speights misses 2-pt shot at rim (block by K. Leonard),,43-33,,
9:00.0,,,43-33,,Defensive rebound by D. Dedmon
8:53.0,,,43-33,,Shooting foul by W. Johnson (drawn by K. Leonard)
8:53.0,,,43-34,1,K. Leonard makes free throw 1 of 2
8:53.0,,,43-35,1,K. Leonard makes free throw 2 of 2
8:53.0,L. Mbah a Moute enters the game for W. Johnson,,43-34,,
8:53.0,D. Jordan enters the game for M. Speights,,43-34,,
8:40.0,Turnover by J. Crawford (lost ball; steal by J. Simmons),,43-35,,
8:36.0,,,43-37,2,J. Simmons makes 2-pt shot at rim (assist by N. Laprovittola)
8:36.0,LA Clippers full timeout,,43-37,,
8:36.0,J. Redick enters the game for J. Crawford,,43-37,,
8:36.0,B. Griffin enters the game for R. Felton,,43-37,,
8:21.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by A. Rivers),3,46-37,,
8:10.0,,,46-37,,Shooting foul by L. Mbah a Moute (drawn by K. Leonard)
8:10.0,,,46-38,1,K. Leonard makes free throw 1 of 2
8:10.0,,,46-39,1,K. Leonard makes free throw 2 of 2
8:10.0,C. Paul enters the game for A. Rivers,,46-38,,
8:10.0,,,46-38,,L. Aldridge enters the game for D. Bertans
7:48.0,B. Griffin makes 2-pt shot from 11 ft,2,48-39,,
7:25.0,,,48-39,,Turnover by J. Simmons (bad pass)
7:25.0,,,48-39,,P. Mills enters the game for N. Laprovittola
7:02.0,J. Redick makes 2-pt shot from 3 ft,2,50-39,,
6:50.0,,,50-39,,P. Mills misses 2-pt shot from 16 ft
6:49.0,Defensive rebound by B. Griffin,,50-39,,
6:36.0,J. Redick makes 2-pt shot from 13 ft,2,52-39,,
6:18.0,,,52-39,,P. Mills misses 2-pt shot from 4 ft
6:18.0,,,52-39,,Offensive rebound by P. Mills
6:18.0,,,52-39,,Shooting foul by B. Griffin
6:18.0,,,52-40,1,P. Mills makes free throw 1 of 2
6:18.0,,,52-41,1,P. Mills makes free throw 2 of 2
6:18.0,,,52-40,,M. Ginobili enters the game for J. Simmons
6:06.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Redick),2,54-41,,
6:06.0,Shooting foul by M. Ginobili (drawn by L. Mbah a Moute),,54-41,,
6:06.0,L. Mbah a Moute makes free throw 1 of 1,1,55-41,,
5:48.0,,,55-41,,Turnover by L. Aldridge (traveling)
5:43.0,C. Paul makes 2-pt shot from 9 ft,2,57-41,,
5:43.0,Shooting foul by D. Dedmon (drawn by C. Paul),,57-41,,
5:43.0,C. Paul makes free throw 1 of 1,1,58-41,,
5:43.0,,,57-41,,P. Gasol enters the game for D. Dedmon
5:33.0,,,58-43,2,K. Leonard makes 2-pt shot from 8 ft (assist by P. Mills)
5:23.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,60-43,,
5:06.0,,,60-43,,Shooting foul by C. Paul (drawn by P. Gasol)
5:06.0,,,60-44,1,P. Gasol makes free throw 1 of 2
5:06.0,,,60-45,1,P. Gasol makes free throw 2 of 2
4:55.0,B. Griffin misses 2-pt shot from 3 ft (block by L. Aldridge),,60-45,,
4:53.0,,,60-45,,Defensive rebound by P. Gasol
4:48.0,,,60-45,,K. Leonard misses 2-pt shot from 1 ft
4:47.0,Defensive rebound by C. Paul,,60-45,,
4:41.0,L. Mbah a Moute misses 2-pt shot from 16 ft,,60-45,,
4:40.0,,,60-45,,Defensive rebound by L. Aldridge
4:20.0,,,60-45,,L. Aldridge misses 2-pt shot from 3 ft (block by D. Jordan)
4:18.0,,,60-45,,Offensive rebound by P. Gasol
4:18.0,,,60-45,,Turnover by P. Gasol (bad pass)
4:12.0,B. Griffin makes 2-pt shot from 2 ft,2,62-45,,
4:01.0,,,62-45,,K. Leonard misses 2-pt shot from 10 ft
4:00.0,Defensive rebound by Team,,62-45,,
3:39.0,C. Paul misses 2-pt shot from 1 ft,,62-45,,
3:38.0,,,62-45,,Defensive rebound by M. Ginobili
3:34.0,,,62-47,2,P. Mills makes 2-pt shot from 2 ft (assist by M. Ginobili)
3:26.0,C. Paul makes 2-pt shot at rim (assist by L. Mbah a Moute),2,64-47,,
3:19.0,,,64-49,2,P. Gasol makes 2-pt shot from 17 ft
3:10.0,LA Clippers full timeout,,64-49,,
2:56.0,B. Griffin makes 2-pt shot from 18 ft,2,66-49,,
2:47.0,Violation by D. Jordan (def goaltending),,66-49,,
2:47.0,,,66-51,2,L. Aldridge makes 2-pt shot from 10 ft
2:30.0,B. Griffin makes 2-pt shot from 4 ft,2,68-51,,
2:21.0,,,68-51,,Offensive foul by K. Leonard
2:21.0,,,68-51,,Turnover by K. Leonard (offensive foul)
2:21.0,Official timeout,,68-51,,
2:01.0,B. Griffin makes 2-pt shot from 19 ft,2,70-51,,
1:43.0,,,70-53,2,L. Aldridge makes 2-pt shot from 17 ft
1:29.0,,,70-53,,Violation by K. Leonard (kicked ball)
1:23.0,B. Griffin misses 2-pt shot from 18 ft,,70-53,,
1:22.0,,,70-53,,Defensive rebound by K. Leonard
1:13.0,,,70-53,,Shooting foul by D. Jordan (drawn by L. Aldridge)
1:13.0,,,70-54,1,L. Aldridge makes free throw 1 of 2
1:13.0,,,70-55,1,L. Aldridge makes free throw 2 of 2
0:59.0,B. Griffin misses 2-pt shot from 17 ft,,70-55,,
0:58.0,,,70-55,,Defensive rebound by K. Leonard
0:45.0,Violation by C. Paul (kicked ball),,70-55,,
0:35.0,,,70-55,,M. Ginobili misses 3-pt shot from 24 ft
0:35.0,Defensive rebound by Team,,70-55,,
0:31.0,C. Paul misses 2-pt shot from 19 ft,,70-55,,
0:30.0,,,70-55,,Defensive rebound by M. Ginobili
0:26.0,,,70-55,,Turnover by M. Ginobili (bad pass)
0:26.0,J. Crawford enters the game for L. Mbah a Moute,,70-55,,
0:03.0,J. Crawford makes 3-pt shot from 26 ft (assist by C. Paul),3,73-55,,
0:00.0,,,73-55,,K. Leonard misses 3-pt shot from 27 ft
0:00.0,,,73-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,73-55,,P. Mills misses 3-pt shot from 24 ft
11:49.0,Defensive rebound by D. Jordan,,73-55,,
11:25.0,C. Paul misses 2-pt shot from 2 ft,,73-55,,
11:24.0,,,73-55,,Defensive rebound by L. Aldridge
11:15.0,,,73-58,3,L. Aldridge makes 3-pt shot from 25 ft (assist by P. Gasol)
10:50.0,J. Redick misses 2-pt shot from 17 ft,,73-58,,
10:49.0,,,73-58,,Defensive rebound by K. Anderson
10:41.0,,,73-58,,Turnover by P. Mills (bad pass; steal by C. Paul)
10:36.0,B. Griffin makes 2-pt shot at rim,2,75-58,,
10:13.0,,,75-58,,L. Aldridge misses 2-pt shot from 1 ft (block by D. Jordan)
10:12.0,Defensive rebound by C. Paul,,75-58,,
10:01.0,J. Redick misses 2-pt shot from 21 ft,,75-58,,
10:01.0,,,75-58,,Defensive rebound by L. Aldridge
9:48.0,,,75-58,,P. Gasol misses 2-pt shot from 8 ft
9:47.0,Defensive rebound by C. Paul,,75-58,,
9:41.0,C. Paul makes 2-pt shot from 21 ft,2,77-58,,
9:17.0,,,77-61,3,L. Aldridge makes 3-pt shot from 23 ft (assist by P. Mills)
8:48.0,B. Griffin misses 3-pt shot from 26 ft,,77-61,,
8:45.0,Offensive rebound by Team,,77-61,,
8:29.0,,,77-61,,Personal foul by P. Mills
8:22.0,D. Jordan misses 2-pt shot at rim,,77-61,,
8:21.0,,,77-61,,Defensive rebound by K. Leonard
8:09.0,,,77-61,,Shooting foul by B. Griffin (drawn by P. Gasol)
8:09.0,,,77-62,1,P. Gasol makes free throw 1 of 2
8:09.0,,,77-62,,P. Gasol misses free throw 2 of 2
8:09.0,Defensive rebound by L. Mbah a Moute,,77-62,,
7:54.0,Turnover by L. Mbah a Moute (bad pass),,77-62,,
7:39.0,,,77-62,,K. Leonard misses 2-pt shot from 6 ft
7:39.0,Defensive rebound by D. Jordan,,77-62,,
7:24.0,Turnover by J. Redick (bad pass; steal by K. Leonard),,77-62,,
7:21.0,,,77-62,,Turnover by P. Gasol (bad pass; steal by B. Griffin)
7:16.0,C. Paul misses 2-pt shot from 5 ft,,77-62,,
7:15.0,Offensive rebound by C. Paul,,77-62,,
7:09.0,Turnover by C. Paul (bad pass; steal by K. Anderson),,77-62,,
7:00.0,,,77-62,,P. Mills misses 3-pt shot from 24 ft
6:59.0,Defensive rebound by B. Griffin,,77-62,,
6:54.0,LA Clippers full timeout,,77-62,,
6:41.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,79-62,,
6:18.0,Violation by D. Jordan (def goaltending),,79-62,,
6:18.0,,,79-64,2,L. Aldridge makes 2-pt shot from 8 ft
6:06.0,J. Redick misses 3-pt shot from 25 ft,,79-64,,
6:04.0,Offensive rebound by D. Jordan,,79-64,,
5:52.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,79-64,,
5:51.0,,,79-64,,Defensive rebound by P. Mills
5:43.0,,,79-64,,L. Aldridge misses 2-pt shot from 17 ft
5:41.0,,,79-64,,Offensive rebound by K. Leonard
5:34.0,,,79-64,,Shooting foul by L. Mbah a Moute (drawn by P. Gasol)
5:34.0,,,79-64,,P. Gasol misses free throw 1 of 2
5:34.0,,,79-64,,Offensive rebound by Team
5:34.0,,,79-65,1,P. Gasol makes free throw 2 of 2
5:34.0,,,79-64,,N. Laprovittola enters the game for P. Mills
5:19.0,B. Griffin misses 2-pt shot from 8 ft,,79-65,,
5:18.0,,,79-65,,Defensive rebound by L. Aldridge
5:08.0,,,79-65,,Turnover by K. Leonard (bad pass; steal by L. Mbah a Moute)
4:47.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,79-65,,
4:45.0,,,79-65,,Defensive rebound by L. Aldridge
4:30.0,,,79-65,,L. Aldridge misses 2-pt shot from 14 ft
4:29.0,Defensive rebound by D. Jordan,,79-65,,
4:10.0,C. Paul makes 2-pt shot from 14 ft,2,81-65,,
4:10.0,,,81-65,,San Antonio full timeout
4:10.0,J. Crawford enters the game for J. Redick,,81-65,,
4:10.0,,,81-65,,D. Dedmon enters the game for P. Gasol
4:10.0,,,81-65,,J. Simmons enters the game for K. Anderson
3:57.0,,,81-65,,K. Leonard misses 2-pt shot from 19 ft
3:56.0,Defensive rebound by D. Jordan,,81-65,,
3:37.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,83-65,,
3:12.0,,,83-65,,Turnover by N. Laprovittola (lost ball; steal by C. Paul)
3:06.0,C. Paul misses 2-pt shot from 2 ft,,83-65,,
3:04.0,,,83-65,,Defensive rebound by K. Leonard
2:59.0,,,83-65,,K. Leonard misses 3-pt shot from 25 ft
2:58.0,,,83-65,,Offensive rebound by L. Aldridge
2:58.0,,,83-67,2,L. Aldridge makes 2-pt shot at rim
2:39.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by B. Griffin),2,85-67,,
2:14.0,,,85-69,2,D. Dedmon makes 2-pt shot from 2 ft (assist by N. Laprovittola)
2:05.0,LA Clippers full timeout,,85-69,,
2:05.0,,,85-69,,D. Bertans enters the game for L. Aldridge
2:05.0,,,85-69,,D. Lee enters the game for K. Leonard
2:05.0,R. Felton enters the game for B. Griffin,,85-69,,
2:05.0,A. Rivers enters the game for C. Paul,,85-69,,
2:05.0,W. Johnson enters the game for J. Crawford,,85-69,,
2:05.0,J. Crawford enters the game for L. Mbah a Moute,,85-69,,
1:53.0,A. Rivers misses 3-pt shot from 23 ft,,85-69,,
1:51.0,,,85-69,,Defensive rebound by D. Lee
1:47.0,,,85-69,,J. Simmons misses 2-pt shot from 2 ft (block by J. Crawford)
1:45.0,Defensive rebound by J. Crawford,,85-69,,
1:32.0,Turnover by A. Rivers (bad pass; steal by D. Dedmon),,85-69,,
1:32.0,Personal foul by D. Jordan (drawn by D. Lee),,85-69,,
1:32.0,M. Speights enters the game for D. Jordan,,85-69,,
1:32.0,,,85-69,,B. Forbes enters the game for J. Simmons
1:16.0,,,85-72,3,N. Laprovittola makes 3-pt shot from 25 ft (assist by B. Forbes)
0:58.0,R. Felton makes 2-pt shot from 18 ft,2,87-72,,
0:47.0,,,87-72,,D. Dedmon misses 2-pt shot from 4 ft
0:46.0,Defensive rebound by M. Speights,,87-72,,
0:34.0,R. Felton misses 2-pt shot from 1 ft (block by D. Dedmon),,87-72,,
0:33.0,,,87-72,,Defensive rebound by B. Forbes
0:20.0,,,87-72,,Turnover by N. Laprovittola (lost ball)
0:20.0,,,87-72,,P. Mills enters the game for D. Lee
0:10.0,,,87-72,,Personal foul by P. Mills
0:03.0,J. Crawford makes 2-pt shot from 1 ft,2,89-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,A. Rivers makes 2-pt shot from 8 ft (assist by R. Felton),2,91-72,,
11:33.0,Personal foul by W. Johnson (drawn by D. Bertans),,91-72,,
11:23.0,,,91-72,,D. Bertans misses 3-pt shot from 26 ft
11:22.0,,,91-72,,Offensive rebound by N. Laprovittola
11:15.0,,,91-74,2,N. Laprovittola makes 2-pt shot from 2 ft
10:58.0,M. Speights misses 3-pt shot from 27 ft,,91-74,,
10:58.0,,,91-74,,Defensive rebound by Team
10:43.0,,,91-74,,D. Bertans misses 2-pt shot from 2 ft (block by R. Felton)
10:42.0,Defensive rebound by J. Crawford,,91-74,,
10:42.0,,,91-74,,Personal foul by N. Laprovittola (drawn by J. Crawford)
10:28.0,Offensive foul by J. Crawford,,91-74,,
10:28.0,Turnover by J. Crawford (offensive foul),,91-74,,
10:12.0,,,91-76,2,D. Dedmon makes 2-pt shot at rim (assist by P. Mills)
9:52.0,A. Rivers misses 3-pt shot from 27 ft,,91-76,,
9:51.0,,,91-76,,Defensive rebound by D. Dedmon
9:44.0,,,91-76,,B. Forbes misses 3-pt shot from 23 ft
9:43.0,Defensive rebound by J. Crawford,,91-76,,
9:33.0,J. Crawford misses 2-pt shot from 7 ft,,91-76,,
9:32.0,Offensive rebound by W. Johnson,,91-76,,
9:32.0,W. Johnson makes 2-pt shot from 1 ft,2,93-76,,
9:07.0,,,93-76,,N. Laprovittola misses 3-pt shot from 25 ft
9:06.0,Defensive rebound by A. Rivers,,93-76,,
9:02.0,Shooting foul by D. Bertans (drawn by M. Speights),,93-76,,
9:02.0,M. Speights makes free throw 1 of 2,1,94-76,,
9:02.0,,,94-76,,San Antonio full timeout
9:02.0,M. Speights makes free throw 2 of 2,1,95-76,,
9:02.0,,,94-76,,D. Murray enters the game for P. Mills
8:52.0,,,95-76,,D. Dedmon misses 2-pt shot from 2 ft (block by A. Rivers)
8:50.0,Defensive rebound by R. Felton,,95-76,,
8:44.0,W. Johnson misses 2-pt shot from 19 ft,,95-76,,
8:43.0,,,95-76,,Defensive rebound by N. Laprovittola
8:33.0,,,95-76,,D. Bertans misses 3-pt shot from 24 ft
8:32.0,Defensive rebound by M. Speights,,95-76,,
8:20.0,M. Speights makes 2-pt shot from 1 ft (assist by R. Felton),2,97-76,,
8:20.0,Shooting foul by D. Dedmon (drawn by M. Speights),,97-76,,
8:20.0,M. Speights makes free throw 1 of 1,1,98-76,,
7:59.0,,,98-78,2,B. Forbes makes 2-pt shot from 18 ft (assist by N. Laprovittola)
7:37.0,Turnover by R. Felton (bad pass),,98-78,,
7:16.0,Violation by J. Crawford (kicked ball),,98-78,,
7:13.0,,,98-81,3,D. Murray makes 3-pt shot from 23 ft (assist by N. Laprovittola)
6:45.0,J. Crawford makes 3-pt shot from 32 ft (assist by R. Felton),3,101-81,,
6:34.0,,,101-81,,Turnover by D. Murray (bad pass; steal by A. Rivers)
6:34.0,,,101-81,,Loose ball foul by D. Murray (drawn by A. Rivers)
6:21.0,A. Rivers makes 2-pt shot from 2 ft,2,103-81,,
5:59.0,,,103-81,,D. Murray misses 2-pt shot from 11 ft
5:58.0,Defensive rebound by M. Speights,,103-81,,
5:55.0,Official timeout,,103-81,,
5:55.0,,,103-81,,D. Lee enters the game for D. Dedmon
5:43.0,M. Speights misses 2-pt shot from 2 ft,,103-81,,
5:43.0,Offensive rebound by M. Speights,,103-81,,
5:43.0,Shooting foul by B. Forbes (drawn by M. Speights),,103-81,,
5:43.0,M. Speights makes 2-pt shot from 2 ft,2,105-81,,
5:43.0,M. Speights makes free throw 1 of 1,1,106-81,,
5:27.0,,,106-83,2,B. Forbes makes 2-pt shot from 22 ft (assist by N. Laprovittola)
5:03.0,M. Speights makes 3-pt shot from 24 ft (assist by J. Crawford),3,109-83,,
4:49.0,,,109-83,,D. Lee misses 2-pt shot from 17 ft
4:47.0,Defensive rebound by W. Johnson,,109-83,,
4:38.0,A. Rivers makes 2-pt shot at rim,2,111-83,,
4:18.0,,,111-83,,D. Murray misses 2-pt shot from 17 ft
4:17.0,Defensive rebound by M. Speights,,111-83,,
4:12.0,,,111-83,,J. Simmons enters the game for N. Laprovittola
4:09.0,A. Rivers misses 2-pt shot from 2 ft (block by D. Bertans),,111-83,,
4:07.0,,,111-83,,Defensive rebound by J. Simmons
4:03.0,,,111-83,,J. Simmons misses 2-pt shot from 2 ft
4:01.0,,,111-83,,Offensive rebound by J. Simmons
4:01.0,,,111-85,2,J. Simmons makes 2-pt shot from 1 ft
3:34.0,M. Speights misses 3-pt shot from 23 ft,,111-85,,
3:33.0,,,111-85,,Defensive rebound by D. Bertans
3:15.0,,,111-85,,D. Lee misses 2-pt shot from 13 ft
3:14.0,Defensive rebound by M. Speights,,111-85,,
2:54.0,J. Crawford makes 2-pt shot from 6 ft,2,113-85,,
2:39.0,Shooting block foul by M. Speights (drawn by D. Lee),,113-85,,
2:39.0,LA Clippers full timeout,,113-85,,
2:39.0,,,113-85,,D. Lee misses free throw 1 of 2
2:39.0,,,113-85,,Offensive rebound by Team
2:39.0,,,113-86,1,D. Lee makes free throw 2 of 2
2:22.0,Turnover by W. Johnson (bad pass; steal by J. Simmons),,113-86,,
2:10.0,,,113-86,,B. Forbes misses 3-pt shot from 26 ft
