time,Washington,pts.away,score,pts.home,Atlanta
5:13.0,K. Oubre misses 3-pt shot from 24 ft,,104-74,,
5:11.0,,,104-74,,Defensive rebound by D. Bembry
5:01.0,,,104-74,,T. Waller-Prince misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by Team,,104-74,,
4:46.0,K. Oubre misses 2-pt shot from 1 ft (block by K. Humphries),,104-74,,
4:46.0,Offensive rebound by Team,,104-74,,
4:40.0,K. Oubre misses 3-pt shot from 25 ft,,104-74,,
4:37.0,,,104-74,,Defensive rebound by M. Delaney
4:21.0,Personal foul by K. Oubre (drawn by T. Waller-Prince),,104-74,,
4:07.0,,,104-74,,M. Delaney misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by S. Mac,,104-74,,
3:59.0,A. Nicholson misses 2-pt shot from 5 ft (block by M. Scott),,104-74,,
3:59.0,,,104-74,,Defensive rebound by M. Scott
3:59.0,Personal foul by A. Nicholson (drawn by M. Scott),,104-74,,
3:59.0,,,104-75,1,M. Scott makes free throw 1 of 2
3:59.0,,,104-76,1,M. Scott makes free throw 2 of 2
3:42.0,Offensive foul by T. Burke,,104-76,,
3:42.0,Turnover by T. Burke (offensive foul),,104-76,,
3:26.0,,,104-76,,K. Humphries misses 2-pt shot from 1 ft
3:24.0,,,104-76,,Offensive rebound by M. Scott
3:24.0,,,104-78,2,M. Scott makes 2-pt shot at rim
3:09.0,Turnover by A. Nicholson (lost ball; steal by M. Scott),,104-78,,
3:02.0,,,104-78,,M. Scott misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by T. Satoransky,,104-78,,
2:57.0,Turnover by T. Satoransky (lost ball; steal by T. Waller-Prince),,104-78,,
2:53.0,,,104-80,2,T. Waller-Prince makes 2-pt shot at rim
2:34.0,K. Oubre misses 3-pt shot from 24 ft,,104-80,,
2:33.0,,,104-80,,Defensive rebound by D. Bembry
2:21.0,,,104-80,,M. Delaney misses 2-pt shot from 19 ft
2:18.0,Defensive rebound by S. Mac,,104-80,,
2:09.0,T. Burke makes 2-pt shot from 18 ft,2,106-80,,
1:54.0,,,106-80,,K. Humphries misses 3-pt shot from 26 ft
1:52.0,Defensive rebound by S. Mac,,106-80,,
1:35.0,S. Mac makes 3-pt shot from 25 ft (assist by K. Oubre),3,109-80,,
1:31.0,Personal take foul by T. Satoransky (drawn by M. Delaney),,109-80,,
1:31.0,Washington full timeout,,109-80,,
1:31.0,,,109-80,,M. Delaney misses free throw 1 of 2
1:31.0,,,109-80,,Offensive rebound by Team
1:31.0,,,109-81,1,M. Delaney makes free throw 2 of 2
1:31.0,,,109-80,,M. Dunleavy enters the game for K. Humphries
1:31.0,D. Ochefu enters the game for K. Oubre,,109-80,,
1:30.0,,,109-81,,Personal take foul by M. Scott (drawn by T. Satoransky)
1:30.0,,,109-81,,K. Humphries enters the game for M. Delaney
1:10.0,A. Nicholson misses 2-pt shot from 8 ft,,109-81,,
1:07.0,,,109-81,,Defensive rebound by T. Waller-Prince
1:03.0,,,109-83,2,M. Scott makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
0:45.0,T. Burke misses 3-pt shot from 24 ft,,109-83,,
0:41.0,,,109-83,,Defensive rebound by M. Scott
0:33.0,,,109-83,,D. Bembry misses 2-pt shot from 4 ft (block by A. Nicholson)
0:30.0,,,109-83,,Offensive rebound by M. Dunleavy
0:27.0,,,109-83,,M. Dunleavy misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by D. Ochefu,,109-83,,
0:08.0,T. Satoransky makes 3-pt shot from 23 ft (assist by D. Ochefu),3,112-83,,
0:02.0,,,112-86,3,M. Scott makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
