time,Minnesota,pts.away,score,pts.home,Denver
1:45.0,G. Dieng makes 2-pt shot from 11 ft (assist by K. Dunn),2,27-18,,
1:33.0,,,27-18,,D. Gallinari misses 2-pt shot from 18 ft
1:32.0,Defensive rebound by Team,,27-18,,
1:20.0,K. Dunn misses 3-pt shot from 25 ft,,27-18,,
1:18.0,,,27-18,,Defensive rebound by Team
1:03.0,,,27-18,,J. Nelson misses 2-pt shot from 2 ft
1:01.0,,,27-18,,Offensive rebound by K. Faried
0:59.0,,,27-20,2,W. Barton makes 2-pt shot from 2 ft (assist by K. Faried)
0:45.0,Shooting foul by W. Barton (drawn by G. Dieng),,27-20,,
0:45.0,G. Dieng makes free throw 1 of 2,1,28-20,,
0:45.0,G. Dieng makes free throw 2 of 2,1,29-20,,
0:33.0,,,29-20,,W. Barton misses 3-pt shot from 23 ft
0:32.0,,,29-20,,Offensive rebound by K. Faried
0:32.0,,,29-22,2,K. Faried makes 2-pt shot at rim
0:13.0,A. Wiggins makes 2-pt shot from 15 ft,2,31-22,,
0:06.0,Personal take foul by S. Muhammad (drawn by W. Barton),,31-22,,
0:01.0,,,31-22,,W. Barton misses 2-pt shot from 16 ft
0:00.0,,,31-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Personal foul by C. Aldrich (drawn by J. Nurkic),,31-22,,
11:42.0,,,31-22,,Turnover by J. Nelson (bad pass)
11:27.0,Z. LaVine makes 3-pt shot from 27 ft (assist by K. Dunn),3,34-22,,
11:15.0,,,34-24,2,W. Barton makes 2-pt shot from 3 ft
10:59.0,C. Aldrich misses 2-pt shot from 5 ft,,34-24,,
10:58.0,Offensive rebound by S. Muhammad,,34-24,,
10:57.0,S. Muhammad misses 2-pt shot from 1 ft (block by J. Nurkic),,34-24,,
10:56.0,Offensive rebound by C. Aldrich,,34-24,,
10:55.0,Shooting foul by J. Nurkic (drawn by C. Aldrich),,34-24,,
10:55.0,C. Aldrich misses free throw 1 of 2,,34-24,,
10:55.0,Offensive rebound by Team,,34-24,,
10:55.0,C. Aldrich makes free throw 2 of 2,1,35-24,,
10:36.0,,,35-24,,Turnover by J. Nurkic (back court)
10:25.0,N. Bjelica misses 3-pt shot from 23 ft,,35-24,,
10:25.0,,,35-24,,Defensive rebound by Team
10:14.0,,,35-24,,W. Chandler misses 3-pt shot from 26 ft
10:13.0,,,35-24,,Offensive rebound by Team
10:00.0,,,35-24,,W. Chandler misses 2-pt shot from 12 ft
9:59.0,Defensive rebound by C. Aldrich,,35-24,,
9:48.0,S. Muhammad makes 2-pt shot from 11 ft (assist by Z. LaVine),2,37-24,,
9:33.0,,,37-26,2,J. Nurkic makes 2-pt shot from 2 ft (assist by J. Nelson)
9:10.0,Z. LaVine misses 3-pt shot from 24 ft,,37-26,,
9:10.0,Offensive rebound by C. Aldrich,,37-26,,
8:57.0,K. Dunn misses 2-pt shot from 17 ft,,37-26,,
8:55.0,,,37-26,,Defensive rebound by W. Chandler
8:42.0,,,37-28,2,W. Chandler makes 2-pt shot from 4 ft
8:25.0,K. Dunn misses 2-pt shot from 20 ft,,37-28,,
8:24.0,,,37-28,,Defensive rebound by J. Nurkic
8:13.0,,,37-30,2,W. Barton makes 2-pt shot from 6 ft (assist by J. Nurkic)
8:05.0,Minnesota full timeout,,37-30,,
8:05.0,R. Rubio enters the game for S. Muhammad,,37-30,,
8:05.0,K. Towns enters the game for N. Bjelica,,37-30,,
8:05.0,G. Dieng enters the game for K. Dunn,,37-30,,
8:05.0,A. Wiggins enters the game for C. Aldrich,,37-30,,
7:57.0,Turnover by R. Rubio (bad pass; steal by J. Murray),,37-30,,
7:42.0,,,37-32,2,J. Nurkic makes 2-pt shot from 2 ft (assist by W. Barton)
7:20.0,K. Towns misses 2-pt shot from 1 ft,,37-32,,
7:20.0,,,37-32,,Defensive rebound by J. Nurkic
7:09.0,,,37-32,,W. Chandler misses 3-pt shot from 25 ft
7:07.0,Defensive rebound by R. Rubio,,37-32,,
6:51.0,,,37-32,,Personal foul by W. Chandler (drawn by K. Towns)
6:35.0,Z. LaVine misses 3-pt shot from 28 ft,,37-32,,
6:33.0,Offensive rebound by G. Dieng,,37-32,,
6:22.0,Turnover by K. Towns (3 sec),,37-32,,
6:10.0,,,37-32,,Turnover by W. Barton (traveling)
5:52.0,A. Wiggins misses 2-pt shot from 15 ft,,37-32,,
5:52.0,,,37-32,,Defensive rebound by J. Nurkic
5:42.0,,,37-32,,W. Barton misses 2-pt shot from 2 ft (block by G. Dieng)
5:41.0,Defensive rebound by R. Rubio,,37-32,,
5:36.0,Turnover by R. Rubio (bad pass; steal by J. Murray),,37-32,,
5:32.0,,,37-35,3,J. Murray makes 3-pt shot from 24 ft
5:19.0,Turnover by K. Towns (lost ball; steal by W. Barton),,37-35,,
5:14.0,,,37-37,2,W. Chandler makes 2-pt shot at rim
5:07.0,Minnesota full timeout,,37-37,,
5:07.0,Official timeout,,37-37,,
5:07.0,,,37-37,,D. Gallinari enters the game for W. Chandler
5:07.0,,,37-37,,N. Jokic enters the game for J. Murray
4:57.0,A. Wiggins makes 2-pt shot from 10 ft,2,39-37,,
4:46.0,,,39-39,2,N. Jokic makes 2-pt shot from 3 ft (assist by J. Nelson)
4:39.0,,,39-39,,Personal foul by N. Jokic (drawn by K. Towns)
4:27.0,G. Dieng makes 2-pt shot from 11 ft (assist by R. Rubio),2,41-39,,
4:08.0,,,41-39,,Turnover by J. Nurkic (lost ball)
3:53.0,R. Rubio makes 3-pt shot from 24 ft (assist by A. Wiggins),3,44-39,,
3:46.0,,,44-39,,Denver full timeout
3:46.0,,,44-39,,E. Mudiay enters the game for W. Barton
3:46.0,,,44-39,,G. Harris enters the game for J. Nelson
3:46.0,,,44-39,,W. Chandler enters the game for J. Nurkic
3:35.0,,,44-42,3,G. Harris makes 3-pt shot from 25 ft (assist by N. Jokic)
3:12.0,K. Towns makes 2-pt shot from 3 ft,2,46-42,,
2:55.0,,,46-44,2,N. Jokic makes 2-pt shot from 3 ft
2:38.0,A. Wiggins misses 3-pt shot from 26 ft,,46-44,,
2:37.0,,,46-44,,Defensive rebound by N. Jokic
2:28.0,,,46-47,3,D. Gallinari makes 3-pt shot from 25 ft (assist by W. Chandler)
2:03.0,R. Rubio misses 3-pt shot from 24 ft,,46-47,,
2:01.0,Offensive rebound by K. Towns,,46-47,,
1:44.0,R. Rubio misses 3-pt shot from 23 ft,,46-47,,
1:43.0,,,46-47,,Defensive rebound by D. Gallinari
1:34.0,,,46-47,,Shooting foul by G. Dieng (drawn by N. Jokic)
1:34.0,,,46-48,1,N. Jokic makes free throw 1 of 2
1:34.0,,,46-49,1,N. Jokic makes free throw 2 of 2
1:22.0,G. Dieng misses 2-pt shot from 5 ft,,46-49,,
1:20.0,,,46-49,,Defensive rebound by N. Jokic
1:14.0,,,46-49,,W. Chandler misses 2-pt shot at rim
1:13.0,Defensive rebound by A. Wiggins,,46-49,,
1:07.0,A. Wiggins makes 3-pt shot from 27 ft (assist by R. Rubio),3,49-49,,
0:47.0,,,49-49,,W. Chandler misses 2-pt shot from 10 ft
0:46.0,Defensive rebound by R. Rubio,,49-49,,
0:28.0,K. Towns misses 2-pt shot from 6 ft,,49-49,,
0:27.0,,,49-49,,Defensive rebound by E. Mudiay
0:26.0,,,49-49,,Offensive foul by N. Jokic
0:26.0,,,49-49,,Turnover by N. Jokic (offensive foul)
0:26.0,,,49-49,,J. Nurkic enters the game for N. Jokic
0:06.0,,,49-49,,Personal take foul by D. Gallinari (drawn by A. Wiggins)
0:06.0,,,49-49,,W. Barton enters the game for D. Gallinari
0:01.0,K. Towns misses 2-pt shot from 7 ft,,49-49,,
0:00.0,,,49-49,,Defensive rebound by J. Nurkic
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,49-49,,D. Gallinari misses 3-pt shot from 23 ft
11:38.0,,,49-49,,Offensive rebound by N. Jokic
11:31.0,,,49-49,,W. Chandler misses 2-pt shot from 19 ft
11:29.0,Defensive rebound by G. Dieng,,49-49,,
11:15.0,R. Rubio misses 3-pt shot from 23 ft,,49-49,,
11:14.0,,,49-49,,Defensive rebound by W. Chandler
11:08.0,,,49-51,2,N. Jokic makes 2-pt shot from 4 ft (assist by W. Chandler)
10:44.0,G. Dieng makes 2-pt shot from 19 ft (assist by Z. LaVine),2,51-51,,
10:33.0,,,51-51,,Turnover by G. Harris (bad pass)
10:11.0,G. Dieng makes 2-pt shot from 18 ft (assist by K. Towns),2,53-51,,
9:57.0,,,53-51,,E. Mudiay misses 2-pt shot from 1 ft
9:56.0,Defensive rebound by R. Rubio,,53-51,,
9:55.0,Z. LaVine misses 2-pt shot from 2 ft,,53-51,,
9:50.0,,,53-51,,Defensive rebound by G. Harris
9:50.0,Personal foul by R. Rubio (drawn by G. Harris),,53-51,,
9:39.0,,,53-54,3,W. Chandler makes 3-pt shot from 25 ft (assist by E. Mudiay)
9:13.0,R. Rubio makes 2-pt shot from 14 ft (assist by K. Towns),2,55-54,,
8:57.0,,,55-57,3,E. Mudiay makes 3-pt shot from 25 ft (assist by G. Harris)
8:35.0,R. Rubio makes 2-pt shot from 18 ft (assist by K. Towns),2,57-57,,
8:35.0,,,57-57,,Denver full timeout
8:15.0,,,57-57,,D. Gallinari misses 3-pt shot from 24 ft
8:12.0,,,57-57,,Offensive rebound by W. Chandler
7:59.0,,,57-57,,N. Jokic misses 2-pt shot from 12 ft
7:57.0,,,57-57,,Offensive rebound by W. Chandler
7:53.0,,,57-57,,Turnover by W. Chandler (lost ball; steal by R. Rubio)
7:43.0,R. Rubio makes 2-pt shot from 18 ft (assist by K. Towns),2,59-57,,
7:31.0,,,59-60,3,W. Chandler makes 3-pt shot from 26 ft (assist by E. Mudiay)
7:08.0,K. Towns misses 2-pt shot from 20 ft,,59-60,,
7:07.0,,,59-60,,Defensive rebound by W. Chandler
6:55.0,,,59-60,,Turnover by D. Gallinari (bad pass; steal by R. Rubio)
6:53.0,Shooting foul by W. Chandler (drawn by R. Rubio),,59-60,,
6:53.0,R. Rubio makes free throw 1 of 3,1,60-60,,
6:53.0,R. Rubio makes free throw 2 of 3,1,61-60,,
6:53.0,R. Rubio makes free throw 3 of 3,1,62-60,,
6:44.0,,,62-62,2,E. Mudiay makes 2-pt shot at rim (assist by N. Jokic)
6:22.0,A. Wiggins misses 3-pt shot from 28 ft,,62-62,,
6:21.0,,,62-62,,Defensive rebound by W. Chandler
6:15.0,,,62-62,,E. Mudiay misses 3-pt shot from 26 ft
6:14.0,Defensive rebound by Team,,62-62,,
6:14.0,,,62-62,,K. Faried enters the game for W. Chandler
5:57.0,Z. LaVine misses 3-pt shot from 26 ft,,62-62,,
5:56.0,,,62-62,,Defensive rebound by K. Faried
5:46.0,,,62-64,2,N. Jokic makes 2-pt shot from 2 ft
5:46.0,,,62-64,,Shooting foul by G. Dieng (drawn by N. Jokic)
5:46.0,,,62-64,,N. Jokic misses free throw 1 of 1
5:46.0,N. Bjelica enters the game for K. Towns,,62-64,,
5:46.0,S. Muhammad enters the game for Z. LaVine,,62-64,,
5:44.0,Defensive rebound by G. Dieng,,62-64,,
5:32.0,A. Wiggins misses 2-pt shot from 7 ft,,62-64,,
5:30.0,Offensive rebound by A. Wiggins,,62-64,,
5:30.0,A. Wiggins makes 2-pt shot from 2 ft,2,64-64,,
5:12.0,,,64-66,2,G. Harris makes 2-pt shot from 2 ft
4:55.0,N. Bjelica misses 2-pt shot from 21 ft,,64-66,,
4:54.0,,,64-66,,Defensive rebound by Team
4:36.0,,,64-66,,N. Jokic misses 2-pt shot from 19 ft
4:36.0,Defensive rebound by R. Rubio,,64-66,,
4:32.0,R. Rubio misses 2-pt shot from 17 ft,,64-66,,
4:31.0,,,64-66,,Defensive rebound by D. Gallinari
4:26.0,,,64-68,2,G. Harris makes 2-pt shot at rim (assist by D. Gallinari)
4:26.0,Minnesota full timeout,,64-68,,
4:12.0,A. Wiggins misses 2-pt shot from 12 ft,,64-68,,
4:11.0,,,64-68,,Defensive rebound by K. Faried
3:54.0,,,64-70,2,K. Faried makes 2-pt shot from 19 ft (assist by E. Mudiay)
3:30.0,S. Muhammad misses 2-pt shot from 11 ft,,64-70,,
3:29.0,,,64-70,,Defensive rebound by G. Harris
3:25.0,,,64-70,,G. Harris misses 2-pt shot from 2 ft
3:24.0,,,64-70,,Offensive rebound by E. Mudiay
3:24.0,,,64-70,,E. Mudiay misses 2-pt shot from 2 ft
3:22.0,Defensive rebound by N. Bjelica,,64-70,,
3:11.0,A. Wiggins misses 2-pt shot from 22 ft,,64-70,,
3:11.0,,,64-70,,Defensive rebound by N. Jokic
3:09.0,,,64-72,2,G. Harris makes 2-pt shot at rim (assist by N. Jokic)
3:09.0,,,64-72,,Shooting foul by N. Bjelica (drawn by G. Harris)
3:09.0,,,64-73,1,G. Harris makes free throw 1 of 1
3:09.0,Z. LaVine enters the game for A. Wiggins,,64-72,,
3:09.0,K. Dunn enters the game for R. Rubio,,64-72,,
2:53.0,Z. LaVine makes 2-pt shot from 3 ft,2,66-73,,
2:41.0,,,66-75,2,E. Mudiay makes 2-pt shot from 2 ft (assist by N. Jokic)
2:21.0,Z. LaVine misses 3-pt shot from 25 ft,,66-75,,
2:19.0,,,66-75,,Defensive rebound by D. Gallinari
2:13.0,,,66-77,2,N. Jokic makes 2-pt shot from 5 ft (assist by D. Gallinari)
1:45.0,G. Dieng makes 2-pt shot from 20 ft (assist by Z. LaVine),2,68-77,,
1:35.0,,,68-79,2,E. Mudiay makes 2-pt shot from 1 ft
1:18.0,N. Bjelica misses 3-pt shot from 25 ft,,68-79,,
1:17.0,,,68-79,,Defensive rebound by K. Faried
1:10.0,,,68-79,,G. Harris misses 3-pt shot from 24 ft
1:09.0,,,68-79,,Offensive rebound by Team
1:09.0,,,68-79,,J. Nelson enters the game for E. Mudiay
1:09.0,,,68-79,,W. Barton enters the game for G. Harris
1:08.0,,,68-79,,Shooting foul by G. Dieng (drawn by K. Faried)
1:08.0,,,68-79,,K. Faried misses free throw 1 of 2
1:08.0,,,68-79,,Offensive rebound by Team
1:08.0,,,68-79,,K. Faried misses free throw 2 of 2
1:06.0,Defensive rebound by G. Dieng,,68-79,,
1:04.0,Z. LaVine misses 2-pt shot from 2 ft (block by N. Jokic),,68-79,,
1:03.0,Offensive rebound by Team,,68-79,,
0:51.0,S. Muhammad makes 3-pt shot from 25 ft (assist by Z. LaVine),3,71-79,,
0:34.0,Personal foul by S. Muhammad (drawn by D. Gallinari),,71-79,,
0:34.0,,,71-80,1,D. Gallinari makes free throw 1 of 2
0:34.0,,,71-81,1,D. Gallinari makes free throw 2 of 2
0:22.0,G. Dieng makes 2-pt shot from 18 ft (assist by K. Dunn),2,73-81,,
0:05.0,Violation by K. Dunn (kicked ball),,73-81,,
0:05.0,,,73-81,,J. Murray enters the game for K. Faried
0:01.0,,,73-81,,J. Nelson misses 3-pt shot from 24 ft
0:00.0,,,73-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,K. Towns makes 2-pt shot from 2 ft (assist by N. Bjelica),2,75-81,,
11:26.0,,,75-84,3,J. Nelson makes 3-pt shot from 25 ft (assist by W. Barton)
11:15.0,Turnover by K. Towns (bad pass; steal by J. Murray),,75-84,,
11:13.0,Personal foul by N. Bjelica (drawn by W. Barton),,75-84,,
11:00.0,,,75-84,,J. Murray misses 3-pt shot from 24 ft
11:00.0,Defensive rebound by Z. LaVine,,75-84,,
10:39.0,K. Dunn makes 2-pt shot at rim (assist by K. Towns),2,77-84,,
10:28.0,,,77-87,3,W. Chandler makes 3-pt shot from 26 ft (assist by J. Nelson)
10:09.0,Z. LaVine makes 3-pt shot from 25 ft (assist by N. Bjelica),3,80-87,,
9:56.0,,,80-87,,K. Faried misses 2-pt shot from 6 ft
9:55.0,Defensive rebound by K. Towns,,80-87,,
9:45.0,Shooting foul by K. Faried (drawn by Z. LaVine),,80-87,,
9:45.0,Z. LaVine misses free throw 1 of 2,,80-87,,
9:45.0,Offensive rebound by Team,,80-87,,
9:45.0,Z. LaVine makes free throw 2 of 2,1,81-87,,
9:31.0,,,81-87,,J. Nelson misses 2-pt shot from 2 ft (block by K. Towns)
9:29.0,Defensive rebound by N. Bjelica,,81-87,,
9:14.0,Z. LaVine makes 2-pt shot from 2 ft (assist by K. Towns),2,83-87,,
9:14.0,,,83-87,,Denver full timeout
9:03.0,,,83-87,,W. Chandler misses 3-pt shot from 24 ft
9:02.0,Defensive rebound by K. Towns,,83-87,,
9:01.0,,,83-87,,Loose ball foul by J. Murray (drawn by K. Towns)
8:42.0,K. Towns misses 2-pt shot from 4 ft,,83-87,,
8:42.0,Offensive rebound by N. Bjelica,,83-87,,
8:41.0,N. Bjelica misses 2-pt shot from 2 ft,,83-87,,
8:40.0,Offensive rebound by N. Bjelica,,83-87,,
8:38.0,,,83-87,,Personal foul by J. Nelson (drawn by Z. LaVine)
8:29.0,K. Towns misses 2-pt shot from 3 ft (block by J. Murray),,83-87,,
8:28.0,,,83-87,,Defensive rebound by J. Nelson
8:23.0,,,83-89,2,J. Murray makes 2-pt shot from 2 ft
8:06.0,K. Towns misses 2-pt shot from 4 ft,,83-89,,
8:05.0,Offensive rebound by Team,,83-89,,
8:05.0,,,83-89,,N. Jokic enters the game for K. Faried
7:57.0,Z. LaVine misses 3-pt shot from 26 ft,,83-89,,
7:56.0,,,83-89,,Defensive rebound by J. Murray
7:55.0,Loose ball foul by S. Muhammad (drawn by J. Murray),,83-89,,
7:40.0,,,83-91,2,J. Murray makes 2-pt shot from 10 ft (assist by N. Jokic)
7:27.0,K. Dunn misses 2-pt shot from 2 ft,,83-91,,
7:26.0,Offensive rebound by N. Bjelica,,83-91,,
7:26.0,N. Bjelica misses 2-pt shot from 1 ft,,83-91,,
7:26.0,,,83-91,,Defensive rebound by N. Jokic
7:22.0,,,83-93,2,W. Chandler makes 2-pt shot at rim (assist by N. Jokic)
7:22.0,Minnesota full timeout,,83-93,,
7:22.0,A. Wiggins enters the game for S. Muhammad,,83-93,,
7:22.0,R. Rubio enters the game for N. Bjelica,,83-93,,
7:22.0,G. Dieng enters the game for K. Dunn,,83-93,,
7:04.0,Z. LaVine misses 2-pt shot from 2 ft,,83-93,,
7:02.0,Offensive rebound by K. Towns,,83-93,,
6:51.0,Z. LaVine misses 2-pt shot from 21 ft,,83-93,,
6:51.0,Offensive rebound by G. Dieng,,83-93,,
6:42.0,,,83-93,,Personal foul by J. Murray (drawn by R. Rubio)
6:42.0,,,83-93,,G. Harris enters the game for W. Barton
6:34.0,Turnover by G. Dieng (lost ball; steal by W. Chandler),,83-93,,
6:30.0,,,83-93,,J. Murray misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by R. Rubio,,83-93,,
6:28.0,,,83-93,,Personal foul by J. Murray (drawn by R. Rubio)
6:28.0,R. Rubio makes free throw 1 of 2,1,84-93,,
6:28.0,R. Rubio makes free throw 2 of 2,1,85-93,,
6:28.0,,,84-93,,D. Gallinari enters the game for J. Murray
6:23.0,Personal foul by G. Dieng (drawn by N. Jokic),,85-93,,
6:23.0,,,85-93,,E. Mudiay enters the game for J. Nelson
6:23.0,,,85-93,,Denver full timeout
6:12.0,,,85-93,,W. Chandler misses 3-pt shot from 26 ft
6:11.0,Defensive rebound by A. Wiggins,,85-93,,
5:49.0,A. Wiggins makes 2-pt shot from 8 ft (assist by R. Rubio),2,87-93,,
5:31.0,,,87-95,2,E. Mudiay makes 2-pt shot from 3 ft (assist by N. Jokic)
5:18.0,Turnover by R. Rubio (bad pass; steal by E. Mudiay),,87-95,,
5:07.0,,,87-95,,Turnover by E. Mudiay (lost ball; steal by R. Rubio)
5:01.0,Z. LaVine makes 2-pt shot from 2 ft,2,89-95,,
4:45.0,,,89-97,2,D. Gallinari makes 2-pt shot from 14 ft (assist by E. Mudiay)
4:44.0,Minnesota full timeout,,89-97,,
4:32.0,K. Towns misses 3-pt shot from 23 ft,,89-97,,
4:31.0,,,89-97,,Defensive rebound by W. Chandler
4:14.0,,,89-97,,Shooting foul by R. Rubio (drawn by D. Gallinari)
4:14.0,,,89-98,1,D. Gallinari makes free throw 1 of 2
4:14.0,,,89-99,1,D. Gallinari makes free throw 2 of 2
4:02.0,K. Towns makes 2-pt shot at rim,2,91-99,,
3:49.0,Personal foul by G. Dieng (drawn by N. Jokic),,91-99,,
3:49.0,,,91-100,1,N. Jokic makes free throw 1 of 2
3:49.0,,,91-101,1,N. Jokic makes free throw 2 of 2
3:38.0,A. Wiggins misses 2-pt shot from 18 ft,,91-101,,
3:37.0,Offensive rebound by K. Towns,,91-101,,
3:32.0,R. Rubio misses 3-pt shot from 26 ft,,91-101,,
3:32.0,,,91-101,,Defensive rebound by Team
3:15.0,,,91-101,,W. Chandler misses 3-pt shot from 23 ft
3:14.0,Defensive rebound by A. Wiggins,,91-101,,
3:13.0,,,91-101,,Personal foul by E. Mudiay (drawn by R. Rubio)
3:13.0,R. Rubio makes free throw 1 of 2,1,92-101,,
3:13.0,R. Rubio makes free throw 2 of 2,1,93-101,,
3:00.0,,,93-101,,Turnover by N. Jokic (bad pass; steal by R. Rubio)
2:54.0,R. Rubio makes 2-pt shot from 1 ft,2,95-101,,
2:36.0,,,95-101,,G. Harris misses 3-pt shot from 24 ft
2:35.0,Defensive rebound by G. Dieng,,95-101,,
2:25.0,K. Towns misses 2-pt shot from 5 ft,,95-101,,
2:24.0,Offensive rebound by K. Towns,,95-101,,
2:21.0,K. Towns makes 2-pt shot from 2 ft,2,97-101,,
2:03.0,Personal block foul by K. Towns (drawn by W. Chandler),,97-101,,
2:03.0,,,97-102,1,W. Chandler makes free throw 1 of 2
2:03.0,,,97-103,1,W. Chandler makes free throw 2 of 2
1:46.0,K. Towns makes 3-pt shot from 25 ft (assist by Z. LaVine),3,100-103,,
1:34.0,,,100-103,,E. Mudiay misses 2-pt shot from 12 ft (block by K. Towns)
1:33.0,Defensive rebound by K. Towns,,100-103,,
1:30.0,,,100-103,,Shooting block foul by D. Gallinari (drawn by A. Wiggins)
1:30.0,A. Wiggins misses free throw 1 of 2,,100-103,,
1:30.0,Offensive rebound by Team,,100-103,,
1:30.0,A. Wiggins misses free throw 2 of 2,,100-103,,
1:30.0,,,100-103,,J. Nelson enters the game for E. Mudiay
1:29.0,Offensive rebound by K. Towns,,100-103,,
1:29.0,K. Towns makes 2-pt shot from 3 ft,2,102-103,,
1:10.0,,,102-103,,N. Jokic misses 2-pt shot from 5 ft
1:10.0,Defensive rebound by K. Towns,,102-103,,
0:58.0,Shooting foul by N. Jokic (drawn by A. Wiggins),,102-103,,
0:58.0,A. Wiggins misses free throw 1 of 2,,102-103,,
