time,LA Clippers,pts.away,score,pts.home,Portland
7:52.0,Offensive rebound by D. Jordan,,4-6,,
7:52.0,D. Jordan makes 2-pt shot at rim,2,6-6,,
7:31.0,,,6-9,3,C. McCollum makes 3-pt shot from 24 ft
7:17.0,B. Griffin misses 2-pt shot from 2 ft,,6-9,,
7:17.0,Offensive rebound by B. Griffin,,6-9,,
7:16.0,B. Griffin makes 2-pt shot from 1 ft,2,8-9,,
7:01.0,,,8-11,2,M. Plumlee makes 2-pt shot from 1 ft (assist by A. Crabbe)
6:44.0,,,8-11,,Personal foul by A. Crabbe (drawn by C. Paul)
6:34.0,C. Paul makes 2-pt shot from 2 ft,2,10-11,,
6:20.0,,,10-11,,D. Lillard misses 2-pt shot from 8 ft
6:20.0,Defensive rebound by D. Jordan,,10-11,,
6:06.0,Turnover by J. Redick (lost ball; steal by C. McCollum),,10-11,,
6:01.0,,,10-13,2,A. Crabbe makes 2-pt shot from 1 ft
5:36.0,B. Griffin makes 3-pt shot from 24 ft (assist by C. Paul),3,13-13,,
5:34.0,,,13-13,,Portland full timeout
5:34.0,A. Rivers enters the game for L. Mbah a Moute,,13-13,,
5:34.0,,,13-13,,E. Turner enters the game for C. McCollum
5:27.0,,,13-13,,Turnover by E. Turner (bad pass; steal by B. Griffin)
5:25.0,Shooting foul by M. Harkless (drawn by B. Griffin),,13-13,,
5:25.0,B. Griffin makes free throw 1 of 2,1,14-13,,
5:25.0,B. Griffin makes free throw 2 of 2,1,15-13,,
5:13.0,,,15-16,3,D. Lillard makes 3-pt shot from 26 ft (assist by A. Crabbe)
4:44.0,B. Griffin misses 2-pt shot from 20 ft,,15-16,,
4:42.0,,,15-16,,Defensive rebound by Team
4:42.0,J. Crawford enters the game for C. Paul,,15-16,,
4:31.0,,,15-18,2,D. Lillard makes 2-pt shot from 22 ft (assist by M. Plumlee)
4:12.0,J. Crawford misses 3-pt shot from 24 ft,,15-18,,
4:11.0,,,15-18,,Defensive rebound by Team
4:11.0,Loose ball foul by D. Jordan (drawn by M. Plumlee),,15-18,,
4:11.0,R. Felton enters the game for J. Redick,,15-18,,
3:53.0,,,15-18,,Turnover by M. Plumlee (bad pass; steal by J. Crawford)
3:49.0,J. Crawford misses 2-pt shot from 3 ft (block by M. Plumlee),,15-18,,
3:48.0,Offensive rebound by B. Griffin,,15-18,,
3:47.0,B. Griffin makes 2-pt shot from 1 ft,2,17-18,,
3:37.0,Personal foul by A. Rivers (drawn by A. Crabbe),,17-18,,
3:30.0,,,17-20,2,M. Harkless makes 2-pt shot from 1 ft (assist by E. Turner)
3:30.0,,,17-20,,Shooting foul by J. Crawford (drawn by M. Harkless)
3:30.0,,,17-21,1,M. Harkless makes free throw 1 of 1
3:15.0,R. Felton makes 2-pt shot from 16 ft,2,19-21,,
3:06.0,,,19-24,3,D. Lillard makes 3-pt shot from 28 ft
2:49.0,A. Rivers makes 2-pt shot from 2 ft,2,21-24,,
2:34.0,,,21-24,,E. Turner misses 2-pt shot from 10 ft
2:32.0,,,21-24,,Offensive rebound by M. Harkless
2:32.0,,,21-26,2,M. Harkless makes 2-pt shot from 1 ft
2:24.0,LA Clippers full timeout,,21-26,,
2:24.0,,,21-26,,E. Davis enters the game for M. Plumlee
2:24.0,,,21-26,,N. Vonleh enters the game for M. Harkless
2:24.0,M. Speights enters the game for D. Jordan,,21-26,,
2:13.0,B. Griffin misses 2-pt shot from 18 ft,,21-26,,
2:13.0,,,21-26,,Defensive rebound by E. Turner
2:01.0,,,21-26,,N. Vonleh misses 2-pt shot from 21 ft
2:00.0,Defensive rebound by A. Rivers,,21-26,,
1:48.0,A. Rivers misses 3-pt shot from 25 ft,,21-26,,
1:47.0,,,21-26,,Defensive rebound by E. Davis
1:39.0,,,21-26,,Shooting foul by M. Speights (drawn by N. Vonleh)
1:39.0,,,21-26,,N. Vonleh misses free throw 1 of 2
1:39.0,,,21-26,,Offensive rebound by Team
1:39.0,,,21-27,1,N. Vonleh makes free throw 2 of 2
1:39.0,W. Johnson enters the game for B. Griffin,,21-26,,
1:39.0,,,21-26,,C. McCollum enters the game for D. Lillard
1:23.0,J. Crawford makes 2-pt shot from 4 ft,2,23-27,,
1:08.0,,,23-27,,C. McCollum misses 2-pt shot from 17 ft
1:06.0,Defensive rebound by R. Felton,,23-27,,
0:50.0,M. Speights makes 3-pt shot from 24 ft (assist by R. Felton),3,26-27,,
0:33.0,,,26-27,,E. Turner misses 2-pt shot from 20 ft
0:33.0,Defensive rebound by W. Johnson,,26-27,,
0:12.0,J. Crawford misses 2-pt shot from 20 ft,,26-27,,
0:10.0,,,26-27,,Defensive rebound by E. Davis
0:02.0,,,26-27,,E. Turner misses 2-pt shot from 10 ft
0:02.0,Defensive rebound by Team,,26-27,,
0:02.0,,,26-27,,Loose ball foul by E. Davis (drawn by M. Speights)
0:02.0,M. Speights makes free throw 1 of 2,1,27-27,,
0:02.0,M. Speights makes free throw 2 of 2,1,28-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,Turnover by R. Felton (bad pass; steal by E. Davis),,28-27,,
11:36.0,,,28-27,,A. Crabbe misses 2-pt shot from 16 ft
11:35.0,Defensive rebound by A. Rivers,,28-27,,
11:23.0,M. Speights makes 2-pt shot from 13 ft,2,30-27,,
11:04.0,Personal foul by W. Johnson (drawn by N. Vonleh),,30-27,,
10:47.0,,,30-27,,N. Vonleh misses 3-pt shot from 25 ft
10:46.0,Defensive rebound by J. Crawford,,30-27,,
10:36.0,Shooting foul by N. Vonleh (drawn by J. Crawford),,30-27,,
10:36.0,J. Crawford makes free throw 1 of 2,1,31-27,,
10:36.0,J. Crawford makes free throw 2 of 2,1,32-27,,
10:36.0,,,31-27,,A. Aminu enters the game for N. Vonleh
10:21.0,,,32-27,,C. McCollum misses 2-pt shot from 19 ft
10:21.0,Defensive rebound by J. Crawford,,32-27,,
10:15.0,Shooting foul by E. Davis (drawn by M. Speights),,32-27,,
10:15.0,M. Speights makes 2-pt shot from 1 ft (assist by J. Crawford),2,34-27,,
10:15.0,M. Speights misses free throw 1 of 1,,34-27,,
10:14.0,,,34-27,,Defensive rebound by A. Aminu
9:58.0,,,34-27,,Turnover by C. McCollum (bad pass; steal by A. Rivers)
9:47.0,J. Crawford makes 3-pt shot from 24 ft (assist by A. Rivers),3,37-27,,
9:47.0,,,37-27,,Portland full timeout
9:30.0,,,37-27,,Turnover by A. Aminu (traveling)
9:13.0,J. Crawford misses 2-pt shot from 6 ft,,37-27,,
9:07.0,,,37-27,,Defensive rebound by E. Turner
9:01.0,,,37-27,,Shooting foul by M. Speights (drawn by A. Crabbe)
9:01.0,,,37-28,1,A. Crabbe makes free throw 1 of 2
9:01.0,,,37-29,1,A. Crabbe makes free throw 2 of 2
9:01.0,C. Paul enters the game for A. Rivers,,37-28,,
8:47.0,Shooting foul by E. Davis (drawn by M. Speights),,37-29,,
8:47.0,M. Speights makes free throw 1 of 2,1,38-29,,
8:47.0,M. Speights makes free throw 2 of 2,1,39-29,,
8:47.0,,,38-29,,N. Vonleh enters the game for E. Davis
8:30.0,,,39-31,2,N. Vonleh makes 2-pt shot at rim (assist by A. Aminu)
8:30.0,,,39-31,,Shooting foul by W. Johnson (drawn by N. Vonleh)
8:30.0,,,39-32,1,N. Vonleh makes free throw 1 of 1
8:19.0,W. Johnson misses 3-pt shot from 25 ft,,39-32,,
8:17.0,,,39-32,,Defensive rebound by C. McCollum
8:13.0,Personal foul by C. Paul (drawn by N. Vonleh),,39-32,,
8:13.0,B. Griffin enters the game for W. Johnson,,39-32,,
8:05.0,,,39-32,,C. McCollum misses 2-pt shot from 4 ft
8:03.0,Defensive rebound by C. Paul,,39-32,,
7:57.0,B. Griffin misses 2-pt shot from 2 ft,,39-32,,
7:57.0,Offensive rebound by B. Griffin,,39-32,,
7:57.0,,,39-32,,Personal foul by N. Vonleh (drawn by B. Griffin)
7:57.0,D. Jordan enters the game for M. Speights,,39-32,,
7:57.0,,,39-32,,M. Plumlee enters the game for N. Vonleh
7:51.0,Shooting foul by E. Turner (drawn by C. Paul),,39-32,,
7:51.0,C. Paul makes free throw 1 of 2,1,40-32,,
7:51.0,C. Paul misses free throw 2 of 2,,40-32,,
7:51.0,J. Redick enters the game for R. Felton,,40-32,,
7:50.0,,,40-32,,Defensive rebound by A. Aminu
7:32.0,,,40-32,,M. Plumlee misses 2-pt shot from 7 ft
7:31.0,,,40-32,,Offensive rebound by E. Turner
7:31.0,,,40-32,,E. Turner misses 2-pt shot from 1 ft
7:29.0,Defensive rebound by C. Paul,,40-32,,
7:18.0,C. Paul makes 2-pt shot from 21 ft,2,42-32,,
7:11.0,Personal foul by C. Paul (drawn by C. McCollum),,42-32,,
7:11.0,,,42-33,1,C. McCollum makes free throw 1 of 2
7:11.0,,,42-34,1,C. McCollum makes free throw 2 of 2
7:11.0,,,42-33,,M. Harkless enters the game for A. Crabbe
6:59.0,,,42-34,,Personal block foul by A. Aminu (drawn by C. Paul)
6:59.0,C. Paul makes free throw 1 of 2,1,43-34,,
6:59.0,C. Paul makes free throw 2 of 2,1,44-34,,
6:59.0,,,43-34,,D. Lillard enters the game for A. Aminu
6:59.0,L. Mbah a Moute enters the game for J. Crawford,,43-34,,
6:38.0,,,44-34,,M. Harkless misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by C. Paul,,44-34,,
6:23.0,B. Griffin misses 3-pt shot from 24 ft,,44-34,,
6:21.0,Offensive rebound by B. Griffin,,44-34,,
6:19.0,B. Griffin makes 2-pt shot at rim,2,46-34,,
6:00.0,,,46-34,,D. Lillard misses 2-pt shot from 1 ft
5:59.0,,,46-34,,Offensive rebound by M. Plumlee
5:59.0,,,46-36,2,M. Plumlee makes 2-pt shot from 1 ft
5:26.0,C. Paul misses 3-pt shot from 23 ft,,46-36,,
5:26.0,Offensive rebound by Team,,46-36,,
5:26.0,Turnover by Team (shot clock),,46-36,,
5:26.0,Official timeout,,46-36,,
5:26.0,,,46-36,,A. Crabbe enters the game for E. Turner
5:17.0,Personal foul by D. Jordan (drawn by C. McCollum),,46-36,,
5:17.0,,,46-37,1,C. McCollum makes free throw 1 of 2
5:17.0,,,46-38,1,C. McCollum makes free throw 2 of 2
5:06.0,Shooting foul by D. Lillard (drawn by L. Mbah a Moute),,46-38,,
5:06.0,L. Mbah a Moute misses free throw 1 of 2,,46-38,,
5:06.0,Offensive rebound by Team,,46-38,,
5:06.0,L. Mbah a Moute makes free throw 2 of 2,1,47-38,,
4:53.0,,,47-38,,D. Lillard misses 2-pt shot from 1 ft (block by D. Jordan)
4:52.0,Defensive rebound by L. Mbah a Moute,,47-38,,
4:34.0,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul),2,49-38,,
4:13.0,,,49-40,2,M. Harkless makes 2-pt shot at rim (assist by M. Plumlee)
3:58.0,J. Redick makes 2-pt shot from 22 ft (assist by C. Paul),2,51-40,,
3:37.0,,,51-43,3,M. Harkless makes 3-pt shot from 23 ft (assist by A. Crabbe)
3:15.0,C. Paul misses 2-pt shot from 17 ft,,51-43,,
3:15.0,Offensive rebound by B. Griffin,,51-43,,
3:15.0,B. Griffin makes 2-pt shot at rim,2,53-43,,
3:03.0,,,53-43,,Offensive charge foul by D. Lillard
3:03.0,,,53-43,,Turnover by D. Lillard (offensive foul)
3:03.0,,,53-43,,E. Turner enters the game for C. McCollum
2:47.0,B. Griffin misses 2-pt shot from 20 ft,,53-43,,
2:45.0,Offensive rebound by L. Mbah a Moute,,53-43,,
2:30.0,D. Jordan misses 2-pt shot from 2 ft,,53-43,,
2:30.0,Offensive rebound by D. Jordan,,53-43,,
2:30.0,D. Jordan misses 2-pt shot from 2 ft,,53-43,,
2:30.0,Offensive rebound by D. Jordan,,53-43,,
2:30.0,Shooting foul by M. Harkless (drawn by D. Jordan),,53-43,,
2:30.0,LA Clippers full timeout,,53-43,,
2:30.0,D. Jordan misses free throw 1 of 2,,53-43,,
2:30.0,Offensive rebound by Team,,53-43,,
2:30.0,D. Jordan misses free throw 2 of 2,,53-43,,
2:30.0,A. Rivers enters the game for L. Mbah a Moute,,53-43,,
2:29.0,,,53-43,,Defensive rebound by M. Harkless
2:17.0,,,53-45,2,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee)
2:15.0,,,53-45,,Personal foul by A. Crabbe (drawn by D. Jordan)
2:15.0,D. Jordan makes free throw 1 of 2,1,54-45,,
2:15.0,D. Jordan misses free throw 2 of 2,,54-45,,
2:14.0,,,54-45,,Defensive rebound by M. Plumlee
1:57.0,,,54-45,,E. Turner misses 3-pt shot from 23 ft
1:56.0,,,54-45,,Offensive rebound by M. Harkless
1:52.0,,,54-47,2,E. Turner makes 2-pt shot from 15 ft (assist by M. Harkless)
1:31.0,J. Redick misses 3-pt shot from 25 ft,,54-47,,
1:30.0,,,54-47,,Defensive rebound by D. Lillard
1:12.0,,,54-47,,A. Crabbe misses 2-pt shot from 18 ft
1:12.0,Defensive rebound by C. Paul,,54-47,,
1:06.0,J. Redick misses 3-pt shot from 23 ft,,54-47,,
1:06.0,,,54-47,,Defensive rebound by D. Lillard
1:01.0,,,54-47,,M. Harkless misses 2-pt shot from 2 ft (block by B. Griffin)
1:01.0,,,54-47,,Offensive rebound by Team
1:01.0,L. Mbah a Moute enters the game for C. Paul,,54-47,,
1:01.0,,,54-47,,C. McCollum enters the game for E. Turner
1:01.0,R. Felton enters the game for J. Redick,,54-47,,
0:53.0,,,54-47,,D. Lillard misses 2-pt shot from 22 ft
0:52.0,Defensive rebound by D. Jordan,,54-47,,
0:41.0,A. Rivers misses 2-pt shot from 1 ft,,54-47,,
0:41.0,,,54-47,,Defensive rebound by Team
0:41.0,Personal foul by D. Jordan (drawn by M. Plumlee),,54-47,,
0:41.0,,,54-47,,M. Plumlee misses free throw 1 of 2
0:41.0,,,54-47,,Offensive rebound by Team
0:41.0,,,54-48,1,M. Plumlee makes free throw 2 of 2
0:41.0,M. Speights enters the game for D. Jordan,,54-47,,
0:41.0,C. Paul enters the game for R. Felton,,54-47,,
0:34.0,Shooting foul by M. Harkless (drawn by B. Griffin),,54-48,,
0:34.0,B. Griffin makes free throw 1 of 2,1,55-48,,
0:34.0,B. Griffin misses free throw 2 of 2,,55-48,,
0:34.0,R. Felton enters the game for C. Paul,,55-48,,
0:34.0,,,55-48,,E. Turner enters the game for M. Harkless
0:32.0,,,55-48,,Defensive rebound by M. Plumlee
0:27.0,Personal foul by B. Griffin (drawn by M. Plumlee),,55-48,,
0:27.0,,,55-49,1,M. Plumlee makes free throw 1 of 2
0:27.0,,,55-49,,M. Plumlee misses free throw 2 of 2
0:27.0,Defensive rebound by B. Griffin,,55-49,,
0:27.0,,,55-49,,N. Vonleh enters the game for D. Lillard
0:27.0,C. Paul enters the game for L. Mbah a Moute,,55-49,,
0:04.0,C. Paul makes 3-pt shot from 25 ft,3,58-49,,
0:04.0,,,58-49,,Portland full timeout
0:04.0,,,58-49,,D. Lillard enters the game for N. Vonleh
0:04.0,W. Johnson enters the game for C. Paul,,58-49,,
0:04.0,L. Mbah a Moute enters the game for M. Speights,,58-49,,
0:00.0,,,58-49,,D. Lillard misses 3-pt shot from 35 ft
0:00.0,,,58-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. Redick misses 2-pt shot from 5 ft (block by M. Plumlee),,58-49,,
11:47.0,,,58-49,,Defensive rebound by M. Plumlee
11:41.0,,,58-51,2,M. Harkless makes 2-pt shot at rim (assist by C. McCollum)
11:16.0,C. Paul misses 3-pt shot from 25 ft,,58-51,,
11:15.0,,,58-51,,Defensive rebound by D. Lillard
11:04.0,,,58-53,2,M. Plumlee makes 2-pt shot from 1 ft (assist by C. McCollum)
10:50.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,58-53,,
10:50.0,,,58-53,,Defensive rebound by M. Plumlee
10:43.0,,,58-53,,D. Lillard misses 3-pt shot from 27 ft
10:42.0,,,58-53,,Offensive rebound by Team
10:42.0,,,58-53,,Technical foul by M. Plumlee
10:42.0,Technical foul by D. Jordan,,58-53,,
10:33.0,,,58-55,2,C. McCollum makes 2-pt shot from 21 ft
10:04.0,L. Mbah a Moute misses 2-pt shot from 1 ft (block by A. Aminu),,58-55,,
10:03.0,,,58-55,,Defensive rebound by D. Lillard
9:54.0,,,58-57,2,D. Lillard makes 2-pt shot from 2 ft
9:53.0,LA Clippers full timeout,,58-57,,
9:38.0,B. Griffin misses 2-pt shot from 3 ft,,58-57,,
9:37.0,Offensive rebound by D. Jordan,,58-57,,
9:37.0,D. Jordan misses 2-pt shot at rim,,58-57,,
9:36.0,,,58-57,,Defensive rebound by A. Aminu
9:33.0,,,58-57,,Turnover by A. Aminu (lost ball; steal by B. Griffin)
9:13.0,J. Redick misses 3-pt shot from 24 ft,,58-57,,
9:13.0,,,58-57,,Defensive rebound by A. Aminu
8:58.0,,,58-59,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
8:31.0,C. Paul makes 3-pt shot from 27 ft,3,61-59,,
8:11.0,,,61-59,,A. Aminu misses 3-pt shot from 25 ft
8:11.0,Defensive rebound by D. Jordan,,61-59,,
8:03.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,63-59,,
7:42.0,,,63-61,2,M. Plumlee makes 2-pt shot at rim
7:23.0,B. Griffin makes 2-pt shot from 1 ft,2,65-61,,
7:10.0,,,65-61,,D. Lillard misses 3-pt shot from 25 ft
7:10.0,Defensive rebound by D. Jordan,,65-61,,
6:56.0,B. Griffin misses 2-pt shot from 8 ft,,65-61,,
6:55.0,,,65-61,,Defensive rebound by A. Aminu
6:48.0,,,65-63,2,C. McCollum makes 2-pt shot from 12 ft
6:48.0,,,65-63,,Violation by Team (jump ball)
6:33.0,Turnover by B. Griffin (bad pass),,65-63,,
6:33.0,A. Rivers enters the game for L. Mbah a Moute,,65-63,,
6:17.0,,,65-63,,C. McCollum misses 2-pt shot from 16 ft
6:16.0,Defensive rebound by B. Griffin,,65-63,,
6:10.0,,,65-63,,Personal foul by M. Plumlee (drawn by D. Jordan)
6:06.0,C. Paul makes 2-pt shot from 18 ft,2,67-63,,
5:55.0,,,67-65,2,M. Harkless makes 2-pt shot from 5 ft (assist by D. Lillard)
5:35.0,C. Paul misses 2-pt shot from 9 ft,,67-65,,
5:34.0,Offensive rebound by D. Jordan,,67-65,,
5:34.0,D. Jordan misses 2-pt shot at rim,,67-65,,
5:32.0,Offensive rebound by D. Jordan,,67-65,,
5:32.0,D. Jordan makes 2-pt shot from 1 ft,2,69-65,,
5:20.0,,,69-65,,A. Aminu misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by J. Redick,,69-65,,
4:55.0,B. Griffin misses 3-pt shot from 23 ft,,69-65,,
4:54.0,,,69-65,,Defensive rebound by M. Plumlee
4:45.0,,,69-65,,D. Lillard misses 2-pt shot from 18 ft
4:44.0,Defensive rebound by B. Griffin,,69-65,,
4:39.0,J. Redick misses 3-pt shot from 25 ft,,69-65,,
4:38.0,,,69-65,,Defensive rebound by C. McCollum
4:32.0,,,69-67,2,M. Plumlee makes 2-pt shot at rim (assist by M. Harkless)
4:29.0,LA Clippers full timeout,,69-67,,
4:15.0,C. Paul makes 2-pt shot from 15 ft,2,71-67,,
4:02.0,,,71-69,2,M. Harkless makes 2-pt shot from 5 ft (assist by A. Aminu)
4:02.0,,,71-69,,Shooting foul by J. Redick (drawn by M. Harkless)
4:02.0,,,71-70,1,M. Harkless makes free throw 1 of 1
4:02.0,J. Crawford enters the game for J. Redick,,71-69,,
4:02.0,,,71-69,,E. Turner enters the game for C. McCollum
4:02.0,,,71-69,,A. Crabbe enters the game for A. Aminu
3:50.0,J. Crawford misses 3-pt shot from 24 ft,,71-70,,
3:49.0,,,71-70,,Defensive rebound by D. Lillard
3:44.0,,,71-72,2,M. Harkless makes 2-pt shot at rim (assist by A. Crabbe)
3:29.0,Shooting foul by M. Harkless (drawn by B. Griffin),,71-72,,
3:29.0,B. Griffin makes free throw 1 of 2,1,72-72,,
3:29.0,B. Griffin makes free throw 2 of 2,1,73-72,,
3:29.0,M. Speights enters the game for D. Jordan,,72-72,,
3:29.0,,,72-72,,N. Vonleh enters the game for M. Harkless
3:17.0,,,73-74,2,D. Lillard makes 2-pt shot from 1 ft
2:59.0,C. Paul misses 2-pt shot from 21 ft,,73-74,,
2:58.0,,,73-74,,Defensive rebound by E. Turner
2:50.0,,,73-76,2,A. Crabbe makes 2-pt shot from 21 ft (assist by D. Lillard)
2:29.0,M. Speights makes 3-pt shot from 26 ft (assist by B. Griffin),3,76-76,,
2:06.0,,,76-76,,Shooting foul by B. Griffin (drawn by N. Vonleh)
2:06.0,,,76-76,,Portland full timeout
2:06.0,,,76-77,1,N. Vonleh makes free throw 1 of 2
2:06.0,,,76-78,1,N. Vonleh makes free throw 2 of 2
2:06.0,,,76-76,,E. Davis enters the game for M. Plumlee
2:06.0,R. Felton enters the game for C. Paul,,76-76,,
1:46.0,J. Crawford misses 2-pt shot from 17 ft,,76-78,,
1:45.0,,,76-78,,Defensive rebound by E. Turner
1:34.0,,,76-78,,A. Crabbe misses 3-pt shot from 23 ft
1:34.0,Defensive rebound by Team,,76-78,,
1:34.0,W. Johnson enters the game for B. Griffin,,76-78,,
1:24.0,A. Rivers makes 2-pt shot from 2 ft,2,78-78,,
1:18.0,Personal foul by A. Rivers (drawn by D. Lillard),,78-78,,
1:12.0,,,78-78,,Shooting foul by R. Felton (drawn by A. Crabbe)
1:12.0,,,78-79,1,A. Crabbe makes free throw 1 of 2
1:12.0,,,78-80,1,A. Crabbe makes free throw 2 of 2
1:00.0,M. Speights misses 3-pt shot from 25 ft,,78-80,,
0:59.0,,,78-80,,Defensive rebound by D. Lillard
0:45.0,,,78-80,,E. Davis misses 2-pt shot from 2 ft (block by W. Johnson)
0:45.0,Defensive rebound by A. Rivers,,78-80,,
0:39.0,A. Rivers makes 2-pt shot from 2 ft,2,80-80,,
0:29.0,,,80-80,,Turnover by D. Lillard (bad pass; steal by J. Crawford)
0:26.0,A. Rivers makes 2-pt shot from 2 ft,2,82-80,,
0:04.0,,,82-82,2,D. Lillard makes 2-pt shot at rim
0:00.0,J. Crawford misses 3-pt shot from 29 ft,,82-82,,
0:00.0,Offensive rebound by Team,,82-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,82-82,,Turnover by E. Turner (bad pass; steal by J. Crawford)
11:38.0,M. Speights misses 2-pt shot from 3 ft,,82-82,,
11:37.0,Offensive rebound by M. Speights,,82-82,,
11:37.0,M. Speights misses 2-pt shot from 1 ft,,82-82,,
11:36.0,Offensive rebound by Team,,82-82,,
11:34.0,W. Johnson makes 2-pt shot from 22 ft (assist by R. Felton),2,84-82,,
11:34.0,Shooting foul by N. Vonleh (drawn by W. Johnson),,84-82,,
11:34.0,W. Johnson makes free throw 1 of 1,1,85-82,,
11:15.0,,,85-82,,Turnover by N. Vonleh (bad pass; steal by J. Crawford)
11:03.0,R. Felton misses 2-pt shot from 23 ft,,85-82,,
11:02.0,Offensive rebound by M. Speights,,85-82,,
11:02.0,Shooting foul by E. Davis (drawn by M. Speights),,85-82,,
11:02.0,M. Speights misses free throw 1 of 2,,85-82,,
11:02.0,Offensive rebound by Team,,85-82,,
11:02.0,M. Speights makes free throw 2 of 2,1,86-82,,
11:02.0,,,85-82,,A. Aminu enters the game for N. Vonleh
10:53.0,,,86-82,,C. McCollum misses 2-pt shot from 20 ft
10:52.0,Defensive rebound by A. Rivers,,86-82,,
10:42.0,A. Rivers misses 3-pt shot from 26 ft,,86-82,,
10:41.0,,,86-82,,Defensive rebound by E. Turner
10:33.0,,,86-82,,E. Turner misses 2-pt shot from 18 ft
10:33.0,Defensive rebound by W. Johnson,,86-82,,
10:10.0,J. Crawford misses 3-pt shot from 27 ft,,86-82,,
10:09.0,,,86-82,,Defensive rebound by E. Davis
10:02.0,,,86-82,,Turnover by C. McCollum (lost ball; steal by R. Felton)
9:59.0,Shooting foul by A. Crabbe (drawn by J. Crawford),,86-82,,
9:59.0,J. Crawford makes free throw 1 of 2,1,87-82,,
9:59.0,J. Crawford makes free throw 2 of 2,1,88-82,,
9:38.0,,,88-84,2,E. Turner makes 2-pt shot at rim
9:13.0,R. Felton makes 2-pt shot from 2 ft,2,90-84,,
8:57.0,Personal foul by R. Felton (drawn by E. Davis),,90-84,,
8:57.0,Official timeout,,90-84,,
8:44.0,,,90-84,,C. McCollum misses 2-pt shot from 22 ft
8:43.0,Defensive rebound by J. Crawford,,90-84,,
8:17.0,M. Speights misses 2-pt shot from 22 ft,,90-84,,
8:17.0,,,90-84,,Defensive rebound by A. Aminu
8:02.0,,,90-86,2,A. Crabbe makes 2-pt shot from 1 ft
7:42.0,A. Rivers misses 3-pt shot from 25 ft,,90-86,,
7:41.0,,,90-86,,Defensive rebound by A. Crabbe
7:33.0,,,90-86,,Shooting foul by M. Speights (drawn by A. Aminu)
7:33.0,,,90-86,,A. Aminu misses free throw 1 of 2
7:33.0,,,90-86,,Offensive rebound by Team
7:33.0,,,90-87,1,A. Aminu makes free throw 2 of 2
7:33.0,,,90-86,,M. Harkless enters the game for A. Crabbe
7:33.0,C. Paul enters the game for A. Rivers,,90-86,,
