time,Portland,pts.away,score,pts.home,Minnesota
6:45.0,A. Crabbe makes 2-pt shot from 20 ft,2,9-8,,
6:30.0,,,9-8,,A. Wiggins misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by M. Plumlee,,9-8,,
6:12.0,C. McCollum makes 2-pt shot from 14 ft,2,11-8,,
5:58.0,,,11-10,2,G. Dieng makes 2-pt shot from 14 ft (assist by K. Towns)
5:40.0,M. Plumlee misses 2-pt shot from 6 ft (block by K. Towns),,11-10,,
5:40.0,Offensive rebound by Team,,11-10,,
5:40.0,,,11-10,,Minnesota full timeout
5:40.0,,,11-10,,S. Muhammad enters the game for Z. LaVine
5:34.0,M. Plumlee makes 2-pt shot from 3 ft (assist by C. McCollum),2,13-10,,
5:34.0,Shooting foul by S. Muhammad (drawn by M. Plumlee),,13-10,,
5:34.0,M. Plumlee makes free throw 1 of 1,1,14-10,,
5:13.0,,,14-12,2,G. Dieng makes 2-pt shot from 11 ft (assist by K. Towns)
4:58.0,C. McCollum makes 3-pt shot from 24 ft (assist by M. Harkless),3,17-12,,
4:44.0,,,17-12,,G. Dieng misses 2-pt shot from 18 ft
4:43.0,,,17-12,,Offensive rebound by Team
4:43.0,Loose ball foul by M. Harkless (drawn by R. Rubio),,17-12,,
4:43.0,E. Turner enters the game for A. Crabbe,,17-12,,
4:34.0,,,17-12,,G. Dieng misses 2-pt shot from 11 ft
4:33.0,,,17-12,,Offensive rebound by Team
4:33.0,M. Leonard enters the game for M. Plumlee,,17-12,,
4:26.0,,,17-14,2,A. Wiggins makes 2-pt shot from 21 ft (assist by R. Rubio)
4:04.0,Turnover by E. Turner (bad pass; steal by S. Muhammad),,17-14,,
4:01.0,,,17-14,,S. Muhammad misses 2-pt shot from 2 ft (block by M. Harkless)
4:01.0,,,17-14,,Offensive rebound by Team
3:54.0,,,17-16,2,A. Wiggins makes 2-pt shot from 15 ft (assist by R. Rubio)
3:36.0,M. Harkless makes 2-pt shot from 11 ft,2,19-16,,
3:36.0,Shooting foul by S. Muhammad (drawn by M. Harkless),,19-16,,
3:36.0,M. Harkless makes free throw 1 of 1,1,20-16,,
3:22.0,,,20-16,,Turnover by A. Wiggins (bad pass; steal by C. McCollum)
3:16.0,C. McCollum makes 2-pt shot from 16 ft,2,22-16,,
3:00.0,,,22-16,,Shooting foul by M. Leonard (drawn by A. Wiggins)
3:00.0,Portland full timeout,,22-16,,
3:00.0,,,22-16,,A. Wiggins misses free throw 1 of 2
3:00.0,,,22-16,,Offensive rebound by Team
3:00.0,,,22-16,,A. Wiggins misses free throw 2 of 2
3:00.0,Defensive rebound by E. Turner,,22-16,,
3:00.0,A. Crabbe enters the game for M. Harkless,,22-16,,
2:46.0,A. Aminu misses 3-pt shot from 24 ft,,22-16,,
2:45.0,,,22-16,,Defensive rebound by S. Muhammad
2:26.0,,,22-19,3,S. Muhammad makes 3-pt shot from 24 ft (assist by K. Towns)
2:04.0,C. McCollum makes 2-pt shot from 20 ft,2,24-19,,
1:39.0,,,24-19,,K. Towns misses 3-pt shot from 23 ft
1:38.0,,,24-19,,Offensive rebound by Team
1:38.0,,,24-19,,Turnover by Team (shot clock)
1:38.0,S. Napier enters the game for A. Aminu,,24-19,,
1:38.0,,,24-19,,N. Bjelica enters the game for K. Towns
1:38.0,N. Vonleh enters the game for C. McCollum,,24-19,,
1:13.0,M. Leonard misses 3-pt shot from 26 ft,,24-19,,
1:11.0,,,24-19,,Defensive rebound by S. Muhammad
1:04.0,,,24-19,,Offensive foul by S. Muhammad
1:04.0,,,24-19,,Turnover by S. Muhammad (offensive foul)
1:04.0,,,24-19,,K. Dunn enters the game for R. Rubio
0:49.0,E. Turner misses 2-pt shot from 16 ft,,24-19,,
0:48.0,,,24-19,,Defensive rebound by G. Dieng
0:39.0,,,24-21,2,S. Muhammad makes 2-pt shot from 5 ft (assist by K. Dunn)
0:34.0,M. Leonard misses 3-pt shot from 25 ft,,24-21,,
0:33.0,,,24-21,,Defensive rebound by S. Muhammad
0:12.0,,,24-21,,A. Wiggins misses 2-pt shot at rim
0:11.0,Defensive rebound by A. Crabbe,,24-21,,
0:09.0,Turnover by S. Napier (lost ball),,24-21,,
0:04.0,,,24-23,2,A. Wiggins makes 2-pt shot from 19 ft
0:04.0,,,24-23,,Shooting foul by N. Vonleh (drawn by A. Wiggins)
0:04.0,,,24-23,,A. Wiggins misses free throw 1 of 1
0:04.0,Defensive rebound by M. Leonard,,24-23,,
0:04.0,,,24-23,,T. Jones enters the game for S. Muhammad
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,A. Crabbe misses 2-pt shot from 1 ft (block by C. Aldrich),,24-23,,
11:46.0,,,24-23,,Defensive rebound by S. Muhammad
11:25.0,,,24-23,,K. Dunn misses 2-pt shot from 20 ft
11:24.0,,,24-23,,Offensive rebound by S. Muhammad
11:21.0,,,24-23,,Turnover by S. Muhammad (bad pass; steal by E. Turner)
11:02.0,M. Leonard misses 3-pt shot from 24 ft,,24-23,,
11:01.0,,,24-23,,Defensive rebound by Team
10:50.0,,,24-23,,A. Wiggins misses 2-pt shot from 14 ft (block by E. Turner)
10:49.0,,,24-23,,Offensive rebound by A. Wiggins
10:41.0,,,24-23,,A. Wiggins misses 2-pt shot from 14 ft
10:39.0,Defensive rebound by A. Crabbe,,24-23,,
10:30.0,E. Turner makes 3-pt shot from 24 ft (assist by S. Napier),3,27-23,,
10:17.0,,,27-25,2,K. Dunn makes 2-pt shot from 2 ft
9:56.0,Shooting foul by N. Bjelica (drawn by A. Crabbe),,27-25,,
9:56.0,A. Crabbe makes free throw 1 of 2,1,28-25,,
9:56.0,A. Crabbe misses free throw 2 of 2,,28-25,,
9:56.0,,,28-25,,Z. LaVine enters the game for A. Wiggins
9:55.0,,,28-25,,Defensive rebound by C. Aldrich
9:51.0,,,28-25,,K. Dunn misses 2-pt shot from 1 ft (block by A. Crabbe)
9:50.0,Defensive rebound by M. Leonard,,28-25,,
9:42.0,M. Leonard misses 3-pt shot from 25 ft,,28-25,,
9:41.0,,,28-25,,Defensive rebound by N. Bjelica
9:26.0,,,28-25,,Turnover by Z. LaVine (traveling)
9:18.0,Turnover by S. Napier (bad pass; steal by Z. LaVine),,28-25,,
9:14.0,,,28-27,2,Z. LaVine makes 2-pt shot at rim
8:50.0,M. Leonard misses 2-pt shot from 15 ft,,28-27,,
8:48.0,,,28-27,,Defensive rebound by N. Bjelica
8:33.0,,,28-27,,Turnover by N. Bjelica (lost ball)
8:33.0,Portland full timeout,,28-27,,
8:33.0,C. McCollum enters the game for S. Napier,,28-27,,
8:16.0,Turnover by C. McCollum (bad pass; steal by N. Bjelica),,28-27,,
8:00.0,,,28-27,,Z. LaVine misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by N. Vonleh,,28-27,,
7:51.0,C. McCollum misses 2-pt shot from 9 ft (block by K. Dunn),,28-27,,
7:49.0,,,28-27,,Defensive rebound by C. Aldrich
7:46.0,,,28-29,2,S. Muhammad makes 2-pt shot from 1 ft (assist by Z. LaVine)
7:22.0,M. Leonard misses 2-pt shot from 19 ft,,28-29,,
7:20.0,,,28-29,,Defensive rebound by K. Dunn
7:08.0,Personal foul by N. Vonleh (drawn by S. Muhammad),,28-29,,
7:08.0,M. Plumlee enters the game for M. Leonard,,28-29,,
7:08.0,A. Aminu enters the game for N. Vonleh,,28-29,,
7:08.0,,,28-29,,K. Towns enters the game for N. Bjelica
7:04.0,Personal foul by A. Crabbe (drawn by Z. LaVine),,28-29,,
7:04.0,M. Harkless enters the game for A. Crabbe,,28-29,,
6:52.0,Def 3 sec tech foul by M. Plumlee,,28-29,,
6:52.0,,,28-30,1,Z. LaVine makes technical free throw
6:46.0,,,28-33,3,K. Dunn makes 3-pt shot from 25 ft (assist by K. Towns)
6:27.0,,,28-33,,Personal foul by Z. LaVine (drawn by E. Turner)
6:27.0,,,28-33,,G. Dieng enters the game for C. Aldrich
6:20.0,E. Turner misses 2-pt shot from 1 ft (block by K. Dunn),,28-33,,
6:17.0,,,28-33,,Defensive rebound by K. Dunn
6:16.0,,,28-33,,Turnover by K. Dunn (bad pass; steal by C. McCollum)
6:15.0,Turnover by C. McCollum (bad pass; steal by K. Towns),,28-33,,
5:50.0,,,28-36,3,S. Muhammad makes 3-pt shot from 25 ft (assist by K. Towns)
5:49.0,Portland full timeout,,28-36,,
5:34.0,,,28-36,,Personal foul by G. Dieng (drawn by E. Turner)
5:28.0,C. McCollum makes 2-pt shot from 18 ft,2,30-36,,
5:03.0,,,30-38,2,K. Dunn makes 2-pt shot at rim (assist by K. Towns)
4:48.0,C. McCollum misses 2-pt shot from 12 ft (block by K. Dunn),,30-38,,
4:48.0,Offensive rebound by Team,,30-38,,
4:48.0,,,30-38,,R. Rubio enters the game for K. Dunn
4:48.0,,,30-38,,A. Wiggins enters the game for S. Muhammad
4:40.0,E. Turner makes 2-pt shot from 1 ft,2,32-38,,
4:22.0,,,32-38,,Turnover by K. Towns (bad pass; steal by C. McCollum)
4:12.0,,,32-38,,Personal foul by R. Rubio (drawn by E. Turner)
3:59.0,M. Plumlee misses 2-pt shot from 8 ft,,32-38,,
3:58.0,,,32-38,,Defensive rebound by K. Towns
3:32.0,,,32-40,2,G. Dieng makes 2-pt shot from 13 ft
3:09.0,Shooting foul by K. Towns (drawn by M. Plumlee),,32-40,,
3:09.0,M. Plumlee misses free throw 1 of 2,,32-40,,
3:09.0,Offensive rebound by Team,,32-40,,
3:09.0,M. Plumlee makes free throw 2 of 2,1,33-40,,
2:53.0,,,33-42,2,A. Wiggins makes 2-pt shot from 1 ft
2:52.0,Portland full timeout,,33-42,,
2:52.0,,,33-42,,Minnesota full timeout
2:52.0,A. Crabbe enters the game for E. Turner,,33-42,,
2:43.0,Turnover by A. Crabbe (lost ball; steal by R. Rubio),,33-42,,
2:24.0,Personal block foul by M. Plumlee (drawn by A. Wiggins),,33-42,,
2:18.0,,,33-42,,Shooting foul by M. Harkless (drawn by A. Wiggins)
2:18.0,,,33-43,1,A. Wiggins makes free throw 1 of 2
2:18.0,,,33-43,,A. Wiggins misses free throw 2 of 2
2:17.0,Defensive rebound by M. Plumlee,,33-43,,
2:02.0,C. McCollum misses 2-pt shot from 11 ft,,33-43,,
2:01.0,Offensive rebound by M. Plumlee,,33-43,,
2:00.0,M. Plumlee makes 2-pt shot at rim,2,35-43,,
1:49.0,,,35-43,,R. Rubio misses 2-pt shot from 1 ft (block by C. McCollum)
1:48.0,Defensive rebound by M. Plumlee,,35-43,,
1:46.0,Turnover by M. Plumlee (lost ball; steal by R. Rubio),,35-43,,
1:40.0,,,35-43,,G. Dieng misses 2-pt shot from 14 ft
1:38.0,,,35-43,,Offensive rebound by A. Wiggins
1:38.0,,,35-45,2,A. Wiggins makes 2-pt shot from 1 ft
1:23.0,C. McCollum misses 2-pt shot from 6 ft,,35-45,,
1:22.0,,,35-45,,Defensive rebound by G. Dieng
1:18.0,,,35-47,2,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio)
1:00.0,M. Harkless misses 2-pt shot from 2 ft,,35-47,,
0:59.0,,,35-47,,Defensive rebound by Team
0:40.0,,,35-47,,Shooting foul by C. McCollum (drawn by K. Towns)
0:40.0,,,35-48,1,K. Towns makes free throw 1 of 2
0:40.0,,,35-49,1,K. Towns makes free throw 2 of 2
0:40.0,M. Leonard enters the game for M. Plumlee,,35-48,,
0:33.0,M. Harkless makes 2-pt shot at rim (assist by A. Aminu),2,37-49,,
0:15.0,,,37-49,,R. Rubio misses 2-pt shot from 14 ft
0:13.0,Defensive rebound by A. Aminu,,37-49,,
0:03.0,C. McCollum misses 3-pt shot from 25 ft,,37-49,,
0:02.0,,,37-49,,Defensive rebound by K. Towns
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,M. Plumlee makes 2-pt shot from 1 ft (assist by A. Crabbe),2,39-49,,
11:48.0,Shooting foul by G. Dieng (drawn by M. Plumlee),,39-49,,
11:48.0,M. Plumlee makes free throw 1 of 1,1,40-49,,
11:30.0,,,40-49,,G. Dieng misses 2-pt shot from 20 ft
11:28.0,Defensive rebound by A. Aminu,,40-49,,
11:21.0,C. McCollum makes 2-pt shot from 18 ft,2,42-49,,
11:08.0,Personal foul by C. McCollum (drawn by K. Towns),,42-49,,
10:58.0,,,42-49,,Turnover by A. Wiggins (step out of bounds)
10:38.0,A. Crabbe misses 3-pt shot from 26 ft,,42-49,,
10:37.0,Offensive rebound by M. Harkless,,42-49,,
10:25.0,A. Aminu makes 2-pt shot from 2 ft,2,44-49,,
10:03.0,,,44-51,2,A. Wiggins makes 2-pt shot from 16 ft
9:46.0,Turnover by C. McCollum (bad pass; steal by G. Dieng),,44-51,,
9:42.0,,,44-51,,Shooting foul by M. Plumlee (drawn by Z. LaVine)
9:42.0,,,44-51,,Z. LaVine misses free throw 1 of 2
9:42.0,,,44-51,,Offensive rebound by Team
9:42.0,,,44-51,,Z. LaVine misses free throw 2 of 2
9:42.0,Defensive rebound by M. Harkless,,44-51,,
9:30.0,C. McCollum misses 3-pt shot from 25 ft,,44-51,,
9:29.0,,,44-51,,Defensive rebound by K. Towns
9:18.0,,,44-51,,K. Towns misses 3-pt shot from 24 ft
9:16.0,Defensive rebound by M. Plumlee,,44-51,,
9:16.0,,,44-51,,Personal foul by G. Dieng (drawn by M. Plumlee)
9:06.0,,,44-51,,Personal foul by Z. LaVine (drawn by M. Harkless)
9:00.0,A. Crabbe misses 3-pt shot from 24 ft,,44-51,,
8:58.0,,,44-51,,Defensive rebound by A. Wiggins
8:50.0,,,44-51,,K. Towns misses 2-pt shot at rim
8:50.0,Defensive rebound by A. Aminu,,44-51,,
8:46.0,Shooting foul by R. Rubio (drawn by M. Plumlee),,44-51,,
8:46.0,M. Plumlee misses free throw 1 of 2,,44-51,,
8:46.0,Offensive rebound by Team,,44-51,,
8:46.0,M. Plumlee makes free throw 2 of 2,1,45-51,,
8:32.0,,,45-51,,G. Dieng misses 2-pt shot from 16 ft
8:30.0,Defensive rebound by M. Plumlee,,45-51,,
8:21.0,A. Aminu misses 2-pt shot from 5 ft,,45-51,,
8:20.0,Offensive rebound by M. Plumlee,,45-51,,
8:15.0,C. McCollum makes 2-pt shot from 5 ft (assist by M. Plumlee),2,47-51,,
8:15.0,Shooting foul by R. Rubio (drawn by C. McCollum),,47-51,,
8:15.0,C. McCollum misses free throw 1 of 1,,47-51,,
8:14.0,Offensive rebound by C. McCollum,,47-51,,
8:12.0,C. McCollum makes 2-pt shot from 1 ft,2,49-51,,
7:49.0,,,49-51,,Turnover by A. Wiggins (lost ball; steal by M. Harkless)
7:39.0,C. McCollum makes 2-pt shot from 19 ft,2,51-51,,
7:38.0,,,51-51,,Minnesota full timeout
7:17.0,,,51-51,,Shooting foul by A. Aminu (drawn by K. Towns)
7:17.0,,,51-52,1,K. Towns makes free throw 1 of 2
7:17.0,,,51-53,1,K. Towns makes free throw 2 of 2
7:08.0,Offensive foul by A. Crabbe,,51-53,,
7:08.0,Turnover by A. Crabbe (offensive foul),,51-53,,
6:55.0,,,51-53,,K. Towns misses 2-pt shot from 7 ft
6:54.0,Defensive rebound by A. Aminu,,51-53,,
6:44.0,C. McCollum makes 2-pt shot from 1 ft,2,53-53,,
6:22.0,,,53-53,,R. Rubio misses 3-pt shot from 25 ft
6:20.0,Defensive rebound by A. Aminu,,53-53,,
6:07.0,M. Harkless misses 2-pt shot from 2 ft,,53-53,,
6:06.0,,,53-53,,Defensive rebound by G. Dieng
6:00.0,,,53-55,2,A. Wiggins makes 2-pt shot from 6 ft (assist by R. Rubio)
5:42.0,M. Harkless makes 2-pt shot from 1 ft (assist by A. Aminu),2,55-55,,
5:42.0,,,55-55,,Minnesota full timeout
5:24.0,,,55-55,,G. Dieng misses 2-pt shot from 20 ft
5:23.0,Defensive rebound by C. McCollum,,55-55,,
5:10.0,M. Plumlee misses 2-pt shot from 5 ft,,55-55,,
5:09.0,,,55-55,,Defensive rebound by G. Dieng
4:53.0,,,55-55,,K. Towns misses 3-pt shot from 25 ft
4:52.0,,,55-55,,Offensive rebound by K. Towns
4:46.0,,,55-55,,G. Dieng misses 2-pt shot from 15 ft
4:45.0,Defensive rebound by A. Crabbe,,55-55,,
4:36.0,M. Plumlee makes 2-pt shot from 2 ft (assist by C. McCollum),2,57-55,,
4:36.0,Shooting foul by Z. LaVine (drawn by M. Plumlee),,57-55,,
4:36.0,M. Plumlee misses free throw 1 of 1,,57-55,,
4:36.0,,,57-55,,Defensive rebound by K. Towns
4:36.0,E. Turner enters the game for A. Crabbe,,57-55,,
4:36.0,,,57-55,,S. Muhammad enters the game for Z. LaVine
4:23.0,,,57-55,,Turnover by K. Towns (bad pass; steal by A. Aminu)
4:13.0,E. Turner makes 2-pt shot from 14 ft,2,59-55,,
3:52.0,Personal foul by A. Aminu (drawn by K. Towns),,59-55,,
3:52.0,E. Davis enters the game for M. Plumlee,,59-55,,
3:40.0,,,59-55,,S. Muhammad misses 2-pt shot from 8 ft (block by E. Turner)
3:39.0,Defensive rebound by C. McCollum,,59-55,,
3:34.0,C. McCollum makes 2-pt shot from 8 ft,2,61-55,,
3:17.0,,,61-58,3,A. Wiggins makes 3-pt shot from 25 ft (assist by G. Dieng)
2:56.0,M. Harkless misses 3-pt shot from 23 ft,,61-58,,
2:55.0,,,61-58,,Defensive rebound by K. Towns
2:43.0,,,61-58,,S. Muhammad misses 3-pt shot from 26 ft
2:41.0,,,61-58,,Offensive rebound by A. Wiggins
2:35.0,,,61-58,,Shooting foul by E. Davis (drawn by G. Dieng)
2:35.0,Portland full timeout,,61-58,,
2:35.0,,,61-59,1,G. Dieng makes free throw 1 of 2
2:35.0,,,61-60,1,G. Dieng makes free throw 2 of 2
2:35.0,,,61-58,,N. Bjelica enters the game for K. Towns
2:35.0,A. Crabbe enters the game for A. Aminu,,61-58,,
2:24.0,C. McCollum makes 2-pt shot from 18 ft,2,63-60,,
2:05.0,,,63-60,,A. Wiggins misses 2-pt shot from 15 ft
2:04.0,Defensive rebound by A. Crabbe,,63-60,,
1:56.0,A. Crabbe misses 3-pt shot from 25 ft,,63-60,,
1:55.0,,,63-60,,Defensive rebound by S. Muhammad
1:41.0,,,63-60,,R. Rubio misses 3-pt shot from 24 ft
1:40.0,,,63-60,,Offensive rebound by G. Dieng
1:40.0,,,63-60,,G. Dieng misses 2-pt shot from 1 ft
1:38.0,Defensive rebound by A. Crabbe,,63-60,,
1:29.0,E. Turner makes 2-pt shot from 10 ft,2,65-60,,
1:09.0,,,65-60,,S. Muhammad misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by E. Davis,,65-60,,
0:59.0,Shooting foul by N. Bjelica (drawn by E. Davis),,65-60,,
0:59.0,E. Davis misses free throw 1 of 2,,65-60,,
0:59.0,Offensive rebound by Team,,65-60,,
0:59.0,E. Davis misses free throw 2 of 2,,65-60,,
0:59.0,,,65-60,,Defensive rebound by C. Aldrich
0:59.0,,,65-60,,K. Dunn enters the game for R. Rubio
0:59.0,,,65-60,,C. Aldrich enters the game for G. Dieng
0:47.0,,,65-62,2,K. Dunn makes 2-pt shot from 17 ft
0:31.0,A. Crabbe makes 2-pt shot from 18 ft (assist by C. McCollum),2,67-62,,
0:11.0,,,67-64,2,A. Wiggins makes 2-pt shot from 18 ft
0:02.0,Shooting foul by K. Dunn (drawn by C. McCollum),,67-64,,
0:02.0,C. McCollum makes free throw 1 of 2,1,68-64,,
0:02.0,C. McCollum makes free throw 2 of 2,1,69-64,,
0:00.0,,,69-64,,A. Wiggins misses 3-pt shot from 41 ft
0:00.0,,,69-64,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,69-64,,Z. LaVine misses 2-pt shot from 21 ft
11:47.0,,,69-64,,Offensive rebound by C. Aldrich
11:43.0,,,69-67,3,N. Bjelica makes 3-pt shot from 25 ft (assist by K. Dunn)
11:24.0,,,69-67,,Personal block foul by C. Aldrich (drawn by C. McCollum)
11:14.0,C. McCollum makes 3-pt shot from 25 ft,3,72-67,,
11:01.0,,,72-67,,N. Bjelica misses 3-pt shot from 25 ft
11:00.0,Defensive rebound by E. Davis,,72-67,,
10:50.0,A. Crabbe misses 2-pt shot from 22 ft,,72-67,,
10:49.0,,,72-67,,Defensive rebound by C. Aldrich
10:37.0,,,72-67,,S. Muhammad misses 2-pt shot from 10 ft
10:35.0,Defensive rebound by A. Crabbe,,72-67,,
10:20.0,Turnover by E. Turner (bad pass; steal by K. Dunn),,72-67,,
10:18.0,,,72-67,,S. Muhammad misses 2-pt shot from 7 ft (block by E. Turner)
10:17.0,,,72-67,,Offensive rebound by Team
10:15.0,,,72-67,,Z. LaVine misses 2-pt shot from 2 ft
10:14.0,,,72-67,,Offensive rebound by C. Aldrich
10:14.0,,,72-67,,C. Aldrich misses 2-pt shot from 1 ft
10:13.0,Defensive rebound by E. Turner,,72-67,,
9:53.0,Shooting foul by K. Dunn (drawn by C. McCollum),,72-67,,
9:53.0,C. McCollum makes free throw 1 of 2,1,73-67,,
9:53.0,C. McCollum makes free throw 2 of 2,1,74-67,,
9:34.0,,,74-69,2,N. Bjelica makes 2-pt shot from 4 ft
9:11.0,Turnover by E. Turner (bad pass; steal by C. Aldrich),,74-69,,
9:05.0,,,74-71,2,S. Muhammad makes 2-pt shot at rim (assist by N. Bjelica)
8:44.0,Portland full timeout,,74-71,,
8:44.0,S. Napier enters the game for C. McCollum,,74-71,,
8:44.0,A. Aminu enters the game for M. Harkless,,74-71,,
8:44.0,,,74-71,,G. Dieng enters the game for C. Aldrich
8:41.0,Turnover by E. Davis (lost ball; steal by G. Dieng),,74-71,,
8:29.0,,,74-73,2,G. Dieng makes 2-pt shot from 19 ft (assist by K. Dunn)
8:05.0,S. Napier misses 3-pt shot from 24 ft,,74-73,,
8:02.0,,,74-73,,Defensive rebound by K. Dunn
7:54.0,,,74-73,,Turnover by K. Dunn (bad pass; steal by E. Turner)
7:52.0,,,74-73,,Personal foul by G. Dieng (drawn by E. Turner)
7:52.0,M. Plumlee enters the game for E. Davis,,74-73,,
7:36.0,Shooting foul by N. Bjelica (drawn by M. Plumlee),,74-73,,
7:36.0,M. Plumlee misses free throw 1 of 2,,74-73,,
7:36.0,Offensive rebound by Team,,74-73,,
7:36.0,M. Plumlee makes free throw 2 of 2,1,75-73,,
7:23.0,,,75-75,2,K. Dunn makes 2-pt shot from 17 ft
7:10.0,S. Napier makes 3-pt shot from 25 ft (assist by M. Plumlee),3,78-75,,
6:53.0,,,78-75,,Z. LaVine misses 2-pt shot from 22 ft
6:52.0,Defensive rebound by E. Turner,,78-75,,
6:43.0,E. Turner makes 2-pt shot from 12 ft,2,80-75,,
6:42.0,,,80-75,,Minnesota full timeout
6:42.0,,,80-75,,K. Towns enters the game for N. Bjelica
6:42.0,,,80-75,,A. Wiggins enters the game for S. Muhammad
6:25.0,,,80-75,,K. Towns misses 2-pt shot from 21 ft
6:24.0,Defensive rebound by S. Napier,,80-75,,
6:10.0,Turnover by M. Plumlee (lost ball),,80-75,,
6:09.0,Loose ball foul by A. Crabbe (drawn by Z. LaVine),,80-75,,
6:02.0,,,80-75,,Turnover by A. Wiggins (step out of bounds)
6:02.0,,,80-75,,Violation by Team (delay of game)
5:47.0,A. Crabbe makes 3-pt shot from 25 ft (assist by E. Turner),3,83-75,,
5:29.0,,,83-75,,Shooting foul by E. Turner (drawn by A. Wiggins)
5:29.0,,,83-76,1,A. Wiggins makes free throw 1 of 2
5:29.0,,,83-77,1,A. Wiggins makes free throw 2 of 2
5:14.0,A. Crabbe misses 3-pt shot from 25 ft,,83-77,,
5:13.0,,,83-77,,Defensive rebound by A. Wiggins
5:03.0,Personal foul by E. Turner (drawn by G. Dieng),,83-77,,
5:03.0,C. McCollum enters the game for S. Napier,,83-77,,
4:58.0,,,83-80,3,Z. LaVine makes 3-pt shot from 25 ft (assist by G. Dieng)
4:35.0,A. Aminu misses 2-pt shot from 6 ft,,83-80,,
4:34.0,,,83-80,,Defensive rebound by K. Towns
4:18.0,,,83-82,2,G. Dieng makes 2-pt shot from 19 ft (assist by A. Wiggins)
4:00.0,M. Plumlee makes 2-pt shot from 1 ft (assist by A. Aminu),2,85-82,,
3:38.0,,,85-82,,A. Wiggins misses 2-pt shot from 19 ft
3:37.0,Defensive rebound by A. Crabbe,,85-82,,
3:26.0,,,85-82,,Violation by K. Dunn (kicked ball)
3:26.0,Portland full timeout,,85-82,,
