time,Boston,pts.away,score,pts.home,Washington
5:02.0,,,10-12,,B. Beal misses 3-pt shot from 27 ft
5:01.0,Defensive rebound by A. Horford,,10-12,,
4:50.0,Shooting foul by J. Wall (drawn by J. Crowder),,10-12,,
4:50.0,J. Crowder misses free throw 1 of 2,,10-12,,
4:50.0,Offensive rebound by Team,,10-12,,
4:50.0,J. Crowder makes free throw 2 of 2,1,11-12,,
4:40.0,Personal foul by A. Bradley (drawn by J. Wall),,11-12,,
4:40.0,,,11-12,,B. Bogdanovic enters the game for M. Morris
4:32.0,,,11-12,,J. Wall misses 2-pt shot at rim
4:32.0,Defensive rebound by A. Horford,,11-12,,
4:25.0,A. Bradley misses 3-pt shot from 29 ft,,11-12,,
4:24.0,,,11-12,,Defensive rebound by O. Porter
4:05.0,,,11-12,,Turnover by M. Gortat (bad pass)
3:52.0,J. Brown misses 3-pt shot from 29 ft,,11-12,,
3:51.0,,,11-12,,Defensive rebound by O. Porter
3:41.0,,,11-14,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
3:29.0,,,11-14,,Personal foul by B. Beal (drawn by I. Thomas)
3:21.0,A. Horford misses 2-pt shot from 1 ft,,11-14,,
3:20.0,,,11-14,,Defensive rebound by M. Gortat
3:16.0,,,11-16,2,J. Wall makes 2-pt shot from 1 ft (assist by M. Gortat)
2:53.0,,,11-16,,Personal foul by M. Gortat (drawn by I. Thomas)
2:53.0,Boston full timeout,,11-16,,
2:53.0,,,11-16,,I. Mahinmi enters the game for M. Gortat
2:53.0,,,11-16,,K. Oubre enters the game for B. Beal
2:53.0,M. Smart enters the game for J. Crowder,,11-16,,
2:44.0,,,11-16,,Personal foul by O. Porter (drawn by A. Horford)
2:44.0,A. Horford makes free throw 1 of 2,1,12-16,,
2:44.0,A. Horford makes free throw 2 of 2,1,13-16,,
2:44.0,T. Rozier enters the game for A. Bradley,,12-16,,
2:25.0,,,13-16,,J. Wall misses 2-pt shot from 12 ft
2:24.0,Defensive rebound by A. Horford,,13-16,,
2:18.0,Shooting foul by K. Oubre (drawn by I. Thomas),,13-16,,
2:18.0,I. Thomas makes free throw 1 of 2,1,14-16,,
2:18.0,I. Thomas makes free throw 2 of 2,1,15-16,,
2:18.0,K. Olynyk enters the game for A. Horford,,14-16,,
2:03.0,,,15-18,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by O. Porter)
1:44.0,J. Brown misses 3-pt shot from 25 ft,,15-18,,
1:44.0,,,15-18,,Defensive rebound by J. Wall
1:40.0,,,15-18,,J. Wall misses 2-pt shot from 2 ft (block by K. Olynyk)
1:40.0,,,15-18,,Offensive rebound by Team
1:28.0,,,15-18,,O. Porter misses 2-pt shot from 20 ft
1:27.0,Defensive rebound by K. Olynyk,,15-18,,
1:14.0,J. Brown misses 3-pt shot from 23 ft,,15-18,,
1:13.0,,,15-18,,Defensive rebound by I. Mahinmi
1:07.0,,,15-18,,B. Bogdanovic misses 3-pt shot from 26 ft
1:06.0,,,15-18,,Offensive rebound by O. Porter
0:55.0,,,15-20,2,I. Mahinmi makes 2-pt shot from 10 ft (assist by J. Wall)
0:42.0,,,15-20,,Personal foul by I. Mahinmi (drawn by I. Thomas)
0:42.0,I. Thomas makes free throw 1 of 2,1,16-20,,
0:42.0,I. Thomas makes free throw 2 of 2,1,17-20,,
0:42.0,A. Bradley enters the game for T. Rozier,,16-20,,
0:35.0,,,17-22,2,B. Bogdanovic makes 2-pt shot from 12 ft (assist by J. Wall)
0:25.0,Turnover by A. Bradley (bad pass),,17-22,,
0:25.0,T. Rozier enters the game for I. Thomas,,17-22,,
0:03.0,,,17-22,,Shooting foul by A. Bradley (drawn by I. Mahinmi)
0:03.0,,,17-22,,I. Mahinmi misses free throw 1 of 2
0:03.0,,,17-22,,Offensive rebound by Team
0:03.0,,,17-22,,I. Mahinmi misses free throw 2 of 2
0:03.0,Defensive rebound by K. Olynyk,,17-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,17-22,,Shooting foul by K. Olynyk (drawn by I. Mahinmi)
11:40.0,,,17-22,,I. Mahinmi misses free throw 1 of 2
11:40.0,,,17-22,,Offensive rebound by Team
11:40.0,,,17-22,,I. Mahinmi misses free throw 2 of 2
11:39.0,Defensive rebound by M. Smart,,17-22,,
11:18.0,A. Bradley makes 2-pt shot from 2 ft (assist by J. Crowder),2,19-22,,
11:00.0,Personal foul by K. Olynyk (drawn by I. Mahinmi),,19-22,,
10:46.0,,,19-24,2,B. Beal makes 2-pt shot from 14 ft
10:32.0,,,19-24,,Personal foul by K. Oubre (drawn by J. Crowder)
10:25.0,K. Olynyk misses 3-pt shot from 27 ft,,19-24,,
10:24.0,,,19-24,,Defensive rebound by B. Bogdanovic
10:12.0,,,19-26,2,I. Mahinmi makes 2-pt shot from 9 ft
10:00.0,T. Rozier misses 3-pt shot from 25 ft,,19-26,,
9:59.0,Offensive rebound by M. Smart,,19-26,,
9:54.0,J. Crowder misses 3-pt shot from 25 ft,,19-26,,
9:54.0,,,19-26,,Defensive rebound by K. Oubre
9:42.0,,,19-26,,B. Bogdanovic misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by K. Olynyk,,19-26,,
9:29.0,A. Bradley misses 2-pt shot from 1 ft (block by I. Mahinmi),,19-26,,
9:28.0,,,19-26,,Defensive rebound by K. Oubre
9:28.0,,,19-26,,Turnover by K. Oubre (traveling)
9:21.0,K. Olynyk makes 2-pt shot from 2 ft (assist by T. Rozier),2,21-26,,
9:00.0,,,21-26,,B. Jennings misses 2-pt shot from 1 ft
8:59.0,Defensive rebound by K. Olynyk,,21-26,,
8:52.0,T. Rozier misses 2-pt shot from 2 ft,,21-26,,
8:51.0,,,21-26,,Defensive rebound by B. Bogdanovic
8:49.0,,,21-26,,Turnover by B. Bogdanovic (bad pass; steal by A. Bradley)
8:48.0,A. Bradley makes 2-pt shot from 1 ft,2,23-26,,
8:48.0,,,23-26,,Washington full timeout
8:34.0,,,23-26,,B. Beal misses 2-pt shot from 15 ft
8:33.0,Defensive rebound by K. Olynyk,,23-26,,
8:27.0,A. Bradley makes 3-pt shot from 25 ft (assist by M. Smart),3,26-26,,
8:09.0,,,26-26,,B. Bogdanovic misses 3-pt shot from 25 ft
8:08.0,Defensive rebound by K. Olynyk,,26-26,,
8:05.0,,,26-26,,J. Wall enters the game for B. Jennings
8:04.0,,,26-26,,M. Morris enters the game for K. Oubre
7:55.0,K. Olynyk misses 3-pt shot from 27 ft,,26-26,,
7:54.0,,,26-26,,Defensive rebound by M. Morris
7:44.0,,,26-28,2,I. Mahinmi makes 2-pt shot from 2 ft (assist by M. Morris)
7:32.0,,,26-28,,Personal foul by I. Mahinmi (drawn by K. Olynyk)
7:32.0,,,26-28,,O. Porter enters the game for B. Bogdanovic
7:32.0,A. Horford enters the game for J. Crowder,,26-28,,
7:32.0,I. Thomas enters the game for T. Rozier,,26-28,,
7:32.0,,,26-28,,M. Gortat enters the game for I. Mahinmi
7:27.0,,,26-28,,Personal foul by M. Gortat (drawn by A. Horford)
7:27.0,,,26-28,,J. Smith enters the game for M. Gortat
7:13.0,A. Horford makes 2-pt shot from 10 ft (assist by M. Smart),2,28-28,,
6:52.0,,,28-30,2,B. Beal makes 2-pt shot from 16 ft
6:35.0,M. Smart misses 3-pt shot from 27 ft,,28-30,,
6:35.0,,,28-30,,Defensive rebound by J. Smith
6:16.0,,,28-32,2,J. Smith makes 2-pt shot from 18 ft (assist by B. Beal)
5:56.0,Turnover by I. Thomas (lost ball),,28-32,,
5:56.0,Official timeout,,28-32,,
5:43.0,Personal foul by M. Smart (drawn by O. Porter),,28-32,,
5:32.0,,,28-32,,Shooting foul by I. Thomas (drawn by B. Beal)
5:32.0,,,28-33,1,B. Beal makes free throw 1 of 2
5:32.0,,,28-34,1,B. Beal makes free throw 2 of 2
5:14.0,A. Horford makes 2-pt shot from 3 ft,2,30-34,,
4:48.0,,,30-34,,O. Porter misses 2-pt shot from 3 ft
4:47.0,,,30-34,,Offensive rebound by M. Morris
4:47.0,,,30-36,2,M. Morris makes 2-pt shot at rim
4:47.0,,,30-36,,Shooting foul by K. Olynyk (drawn by M. Morris)
4:47.0,,,30-37,1,M. Morris makes free throw 1 of 1
4:47.0,J. Crowder enters the game for K. Olynyk,,30-36,,
4:33.0,I. Thomas misses 3-pt shot from 26 ft,,30-37,,
4:32.0,,,30-37,,Defensive rebound by M. Morris
4:10.0,,,30-39,2,B. Beal makes 2-pt shot from 2 ft (assist by J. Smith)
4:07.0,Boston full timeout,,30-39,,
4:07.0,J. Brown enters the game for M. Smart,,30-39,,
3:50.0,J. Brown misses 2-pt shot from 3 ft,,30-39,,
3:49.0,Offensive rebound by J. Brown,,30-39,,
3:46.0,J. Crowder misses 3-pt shot from 25 ft,,30-39,,
3:46.0,,,30-39,,Defensive rebound by Team
3:46.0,Loose ball foul by J. Brown (drawn by J. Smith),,30-39,,
3:46.0,,,30-40,1,J. Smith makes free throw 1 of 2
3:46.0,,,30-40,,J. Smith misses free throw 2 of 2
3:46.0,Defensive rebound by Team,,30-40,,
3:46.0,,,30-40,,Loose ball foul by M. Morris (drawn by J. Brown)
3:32.0,A. Bradley misses 2-pt shot from 11 ft,,30-40,,
3:31.0,,,30-40,,Defensive rebound by M. Morris
3:14.0,,,30-40,,Offensive foul by J. Smith
3:14.0,,,30-40,,Turnover by J. Smith (offensive foul)
3:03.0,I. Thomas makes 3-pt shot from 27 ft (assist by J. Crowder),3,33-40,,
2:39.0,,,33-40,,J. Wall misses 2-pt shot from 21 ft
2:38.0,Defensive rebound by I. Thomas,,33-40,,
2:34.0,Shooting foul by J. Wall (drawn by A. Bradley),,33-40,,
2:34.0,A. Bradley makes free throw 1 of 2,1,34-40,,
2:34.0,A. Bradley makes free throw 2 of 2,1,35-40,,
2:34.0,M. Smart enters the game for I. Thomas,,34-40,,
2:22.0,,,35-40,,J. Smith misses 2-pt shot from 19 ft
2:21.0,Defensive rebound by M. Smart,,35-40,,
2:07.0,Turnover by A. Bradley (lost ball; steal by B. Beal),,35-40,,
2:01.0,,,35-40,,M. Morris misses 2-pt shot at rim
2:00.0,Defensive rebound by Team,,35-40,,
2:00.0,I. Thomas enters the game for M. Smart,,35-40,,
1:44.0,A. Horford makes 3-pt shot from 25 ft (assist by J. Crowder),3,38-40,,
1:24.0,,,38-40,,Turnover by B. Beal (bad pass; steal by A. Bradley)
1:14.0,J. Brown misses 2-pt shot from 18 ft,,38-40,,
1:13.0,,,38-40,,Defensive rebound by Team
0:58.0,,,38-40,,J. Wall misses 2-pt shot from 1 ft
0:57.0,Defensive rebound by J. Crowder,,38-40,,
0:49.0,J. Crowder misses 3-pt shot from 24 ft,,38-40,,
0:48.0,Offensive rebound by J. Brown,,38-40,,
0:45.0,J. Crowder makes 2-pt shot from 3 ft (assist by J. Brown),2,40-40,,
0:45.0,,,40-40,,Washington full timeout
0:45.0,M. Smart enters the game for I. Thomas,,40-40,,
0:25.0,,,40-40,,Shooting foul by A. Horford (drawn by M. Morris)
0:25.0,,,40-40,,M. Morris misses free throw 1 of 2
0:25.0,,,40-40,,Offensive rebound by Team
0:25.0,,,40-41,1,M. Morris makes free throw 2 of 2
0:25.0,I. Thomas enters the game for J. Brown,,40-40,,
0:07.0,A. Bradley makes 2-pt shot at rim (assist by M. Smart),2,42-41,,
0:02.0,,,42-41,,J. Wall misses 2-pt shot from 8 ft (block by A. Horford)
0:00.0,Defensive rebound by A. Bradley,,42-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,42-41,,B. Beal misses 3-pt shot from 26 ft
11:39.0,Defensive rebound by A. Bradley,,42-41,,
11:26.0,A. Horford makes 2-pt shot from 3 ft (assist by I. Thomas),2,44-41,,
11:09.0,,,44-41,,J. Wall misses 3-pt shot from 28 ft
11:08.0,Defensive rebound by J. Crowder,,44-41,,
10:55.0,,,44-41,,Personal foul by M. Morris (drawn by I. Thomas)
10:49.0,I. Thomas misses 3-pt shot from 29 ft,,44-41,,
10:49.0,,,44-41,,Defensive rebound by M. Gortat
10:39.0,,,44-41,,Shooting foul by J. Crowder (drawn by J. Wall)
10:39.0,,,44-42,1,J. Wall makes free throw 1 of 2
10:39.0,,,44-43,1,J. Wall makes free throw 2 of 2
10:25.0,I. Thomas misses 2-pt shot from 14 ft,,44-43,,
10:25.0,,,44-43,,Defensive rebound by M. Morris
10:13.0,,,44-43,,M. Morris misses 3-pt shot from 25 ft
10:12.0,Defensive rebound by J. Crowder,,44-43,,
10:00.0,J. Crowder misses 2-pt shot from 15 ft,,44-43,,
10:00.0,,,44-43,,Defensive rebound by M. Morris
9:53.0,,,44-43,,J. Wall misses 2-pt shot from 3 ft
9:53.0,,,44-43,,Offensive rebound by Team
9:53.0,Loose ball foul by A. Johnson (drawn by O. Porter),,44-43,,
9:41.0,,,44-43,,M. Morris misses 3-pt shot from 26 ft
9:41.0,,,44-43,,Offensive rebound by B. Beal
9:37.0,,,44-43,,M. Gortat misses 2-pt shot from 7 ft
9:36.0,,,44-43,,Offensive rebound by Team
9:33.0,,,44-43,,M. Morris misses 3-pt shot from 26 ft
9:32.0,,,44-43,,Offensive rebound by Team
9:32.0,Loose ball foul by I. Thomas (drawn by O. Porter),,44-43,,
9:23.0,,,44-43,,J. Wall misses 2-pt shot at rim (block by A. Johnson)
9:21.0,Defensive rebound by I. Thomas,,44-43,,
9:17.0,Shooting foul by B. Beal (drawn by A. Bradley),,44-43,,
9:17.0,A. Bradley makes free throw 1 of 2,1,45-43,,
9:17.0,A. Bradley makes free throw 2 of 2,1,46-43,,
9:08.0,,,46-43,,B. Beal misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by J. Crowder,,46-43,,
9:02.0,A. Horford makes 2-pt shot at rim (assist by I. Thomas),2,48-43,,
9:01.0,,,48-43,,Washington full timeout
8:51.0,,,48-45,2,J. Wall makes 2-pt shot from 2 ft (assist by B. Beal)
8:46.0,A. Bradley makes 2-pt shot at rim (assist by I. Thomas),2,50-45,,
8:28.0,,,50-47,2,J. Wall makes 2-pt shot from 17 ft (assist by M. Morris)
8:13.0,Turnover by I. Thomas (bad pass),,50-47,,
7:58.0,,,50-47,,M. Morris misses 2-pt shot from 19 ft
7:58.0,,,50-47,,Offensive rebound by M. Gortat
7:51.0,,,50-47,,B. Beal misses 3-pt shot from 28 ft
7:51.0,,,50-47,,Offensive rebound by M. Gortat
7:47.0,,,50-50,3,J. Wall makes 3-pt shot from 24 ft (assist by M. Gortat)
7:28.0,I. Thomas misses 3-pt shot from 24 ft,,50-50,,
7:27.0,,,50-50,,Defensive rebound by M. Gortat
7:08.0,,,50-50,,J. Wall misses 2-pt shot from 18 ft
7:07.0,Defensive rebound by Team,,50-50,,
6:51.0,A. Johnson makes 2-pt shot from 1 ft (assist by A. Bradley),2,52-50,,
6:30.0,,,52-52,2,B. Beal makes 2-pt shot from 12 ft (assist by J. Wall)
6:14.0,A. Bradley makes 2-pt shot from 20 ft (assist by J. Crowder),2,54-52,,
5:54.0,,,54-52,,O. Porter misses 3-pt shot from 26 ft
5:53.0,,,54-52,,Offensive rebound by M. Gortat
5:51.0,,,54-52,,Offensive foul by M. Gortat
5:51.0,,,54-52,,Turnover by M. Gortat (offensive foul)
5:42.0,I. Thomas makes 2-pt shot from 19 ft,2,56-52,,
5:27.0,,,56-52,,J. Wall misses 2-pt shot from 1 ft
5:26.0,Defensive rebound by A. Johnson,,56-52,,
5:20.0,J. Crowder makes 2-pt shot from 1 ft (assist by I. Thomas),2,58-52,,
5:05.0,,,58-54,2,B. Beal makes 2-pt shot from 2 ft
4:53.0,A. Horford misses 3-pt shot from 26 ft,,58-54,,
4:52.0,,,58-54,,Defensive rebound by M. Gortat
4:43.0,,,58-56,2,M. Morris makes 2-pt shot at rim (assist by B. Beal)
4:18.0,Boston full timeout,,58-56,,
4:18.0,,,58-56,,I. Mahinmi enters the game for M. Gortat
4:18.0,M. Smart enters the game for A. Johnson,,58-56,,
4:18.0,K. Olynyk enters the game for J. Crowder,,58-56,,
4:17.0,,,58-56,,Personal foul by I. Mahinmi (drawn by M. Smart)
4:10.0,A. Horford makes 3-pt shot from 25 ft (assist by I. Thomas),3,61-56,,
3:42.0,,,61-56,,J. Wall misses 3-pt shot from 30 ft
3:41.0,Defensive rebound by K. Olynyk,,61-56,,
3:20.0,I. Thomas misses 3-pt shot from 31 ft,,61-56,,
3:19.0,,,61-56,,Defensive rebound by I. Mahinmi
3:11.0,,,61-56,,B. Beal misses 3-pt shot from 27 ft
3:10.0,,,61-56,,Offensive rebound by Team
3:10.0,,,61-56,,B. Bogdanovic enters the game for O. Porter
3:10.0,J. Brown enters the game for I. Thomas,,61-56,,
3:03.0,,,61-58,2,B. Beal makes 2-pt shot from 1 ft
2:43.0,A. Bradley makes 3-pt shot from 29 ft (assist by A. Horford),3,64-58,,
2:29.0,,,64-60,2,J. Wall makes 2-pt shot from 1 ft
2:12.0,Offensive foul by K. Olynyk,,64-60,,
2:12.0,Turnover by K. Olynyk (offensive foul),,64-60,,
2:12.0,,,64-60,,B. Jennings enters the game for B. Beal
2:12.0,T. Rozier enters the game for A. Bradley,,64-60,,
1:50.0,,,64-60,,Shooting foul by M. Smart (drawn by M. Morris)
1:50.0,,,64-61,1,M. Morris makes free throw 1 of 2
1:50.0,,,64-62,1,M. Morris makes free throw 2 of 2
1:50.0,J. Crowder enters the game for A. Horford,,64-61,,
1:50.0,I. Thomas enters the game for J. Brown,,64-61,,
1:33.0,I. Thomas makes 3-pt shot from 26 ft (assist by J. Crowder),3,67-62,,
1:20.0,,,67-62,,Turnover by J. Wall (bad pass)
1:03.0,,,67-62,,Personal foul by B. Bogdanovic (drawn by J. Crowder)
0:57.0,Turnover by I. Thomas (step out of bounds),,67-62,,
0:42.0,,,67-64,2,J. Wall makes 2-pt shot from 1 ft
0:31.0,,,67-64,,Personal foul by I. Mahinmi (drawn by I. Thomas)
0:31.0,I. Thomas makes free throw 1 of 2,1,68-64,,
0:31.0,I. Thomas makes free throw 2 of 2,1,69-64,,
0:31.0,A. Johnson enters the game for K. Olynyk,,68-64,,
0:08.0,,,69-64,,B. Bogdanovic misses 2-pt shot from 18 ft
0:07.0,,,69-64,,Offensive rebound by M. Morris
0:07.0,,,69-66,2,M. Morris makes 2-pt shot from 2 ft
0:00.0,I. Thomas misses 2-pt shot from 14 ft,,69-66,,
0:00.0,Offensive rebound by Team,,69-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,T. Rozier misses 3-pt shot from 27 ft,,69-66,,
11:37.0,,,69-66,,Defensive rebound by B. Bogdanovic
11:16.0,,,69-66,,B. Jennings misses 3-pt shot from 26 ft
11:16.0,Defensive rebound by I. Thomas,,69-66,,
10:58.0,I. Thomas misses 2-pt shot from 2 ft (block by I. Mahinmi),,69-66,,
10:57.0,,,69-66,,Defensive rebound by B. Jennings
10:47.0,,,69-66,,B. Beal misses 2-pt shot from 3 ft
10:46.0,,,69-66,,Offensive rebound by B. Beal
10:44.0,,,69-66,,B. Beal misses 2-pt shot from 2 ft
10:43.0,Defensive rebound by J. Crowder,,69-66,,
10:36.0,M. Smart misses 2-pt shot from 3 ft (block by M. Morris),,69-66,,
10:35.0,,,69-66,,Defensive rebound by I. Mahinmi
10:27.0,Personal foul by I. Thomas (drawn by B. Bogdanovic),,69-66,,
10:27.0,A. Bradley enters the game for T. Rozier,,69-66,,
10:13.0,,,69-68,2,B. Beal makes 2-pt shot at rim
9:55.0,I. Thomas misses 3-pt shot from 28 ft,,69-68,,
9:54.0,,,69-68,,Defensive rebound by B. Bogdanovic
9:46.0,,,69-70,2,B. Beal makes 2-pt shot from 2 ft
9:45.0,Boston full timeout,,69-70,,
9:45.0,A. Horford enters the game for J. Crowder,,69-70,,
9:45.0,,,69-70,,J. Wall enters the game for B. Jennings
9:29.0,A. Bradley makes 3-pt shot from 27 ft (assist by M. Smart),3,72-70,,
9:05.0,,,72-72,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
8:46.0,I. Thomas misses 2-pt shot at rim,,72-72,,
8:45.0,,,72-72,,Defensive rebound by M. Morris
8:43.0,,,72-72,,Turnover by J. Wall (lost ball; steal by K. Olynyk)
8:22.0,Shooting foul by B. Beal (drawn by M. Smart),,72-72,,
8:22.0,M. Smart misses free throw 1 of 2,,72-72,,
8:22.0,Offensive rebound by Team,,72-72,,
8:22.0,M. Smart makes free throw 2 of 2,1,73-72,,
8:22.0,,,72-72,,M. Gortat enters the game for I. Mahinmi
8:02.0,,,73-74,2,J. Wall makes 2-pt shot from 15 ft
7:47.0,I. Thomas makes 2-pt shot from 18 ft,2,75-74,,
7:31.0,,,75-74,,B. Beal misses 2-pt shot from 19 ft
7:30.0,Defensive rebound by Team,,75-74,,
7:30.0,,,75-74,,O. Porter enters the game for B. Bogdanovic
7:13.0,I. Thomas misses 2-pt shot from 8 ft (block by O. Porter),,75-74,,
7:12.0,Offensive rebound by M. Smart,,75-74,,
7:07.0,A. Bradley misses 2-pt shot from 19 ft,,75-74,,
7:06.0,,,75-74,,Defensive rebound by M. Morris
6:52.0,,,75-74,,Shooting foul by A. Bradley (drawn by J. Wall)
6:52.0,,,75-75,1,J. Wall makes free throw 1 of 2
6:52.0,,,75-75,,J. Wall misses free throw 2 of 2
6:52.0,J. Crowder enters the game for I. Thomas,,75-75,,
6:50.0,,,75-75,,Offensive rebound by M. Gortat
6:36.0,,,75-77,2,B. Beal makes 2-pt shot from 11 ft
6:08.0,A. Bradley misses 3-pt shot from 23 ft (block by J. Wall),,75-77,,
6:07.0,Offensive rebound by K. Olynyk,,75-77,,
6:07.0,Turnover by Team (shot clock),,75-77,,
5:48.0,,,75-77,,M. Morris misses 2-pt shot from 13 ft
5:47.0,Defensive rebound by A. Horford,,75-77,,
5:30.0,,,75-77,,Violation by M. Morris (def goaltending)
5:30.0,K. Olynyk makes 2-pt shot from 1 ft (assist by A. Horford),2,77-77,,
5:14.0,,,77-79,2,J. Wall makes 2-pt shot at rim
4:53.0,A. Horford misses 2-pt shot from 10 ft (block by M. Gortat),,77-79,,
4:53.0,Offensive rebound by Team,,77-79,,
4:53.0,I. Thomas enters the game for K. Olynyk,,77-79,,
4:53.0,Official timeout,,77-79,,
4:49.0,A. Bradley misses 3-pt shot from 27 ft,,77-79,,
4:48.0,Offensive rebound by A. Horford,,77-79,,
4:44.0,I. Thomas makes 3-pt shot from 27 ft (assist by A. Horford),3,80-79,,
4:17.0,,,80-79,,J. Wall misses 2-pt shot from 17 ft
4:16.0,Defensive rebound by M. Smart,,80-79,,
4:02.0,I. Thomas misses 2-pt shot from 19 ft,,80-79,,
4:01.0,,,80-79,,Defensive rebound by M. Morris
3:45.0,,,80-82,3,M. Morris makes 3-pt shot from 23 ft (assist by B. Beal)
3:28.0,Shooting foul by M. Morris (drawn by J. Crowder),,80-82,,
3:28.0,J. Crowder makes free throw 1 of 2,1,81-82,,
3:28.0,J. Crowder makes free throw 2 of 2,1,82-82,,
3:07.0,,,82-82,,M. Morris misses 2-pt shot from 14 ft
3:06.0,Defensive rebound by A. Bradley,,82-82,,
2:43.0,M. Smart misses 2-pt shot from 19 ft,,82-82,,
2:43.0,,,82-82,,Defensive rebound by O. Porter
2:37.0,,,82-82,,Washington full timeout
2:27.0,,,82-82,,B. Beal misses 3-pt shot from 26 ft
2:26.0,Defensive rebound by Team,,82-82,,
2:08.0,I. Thomas makes 2-pt shot from 18 ft (assist by J. Crowder),2,84-82,,
1:50.0,,,84-82,,J. Wall misses 2-pt shot from 18 ft
1:49.0,Defensive rebound by J. Crowder,,84-82,,
1:34.0,I. Thomas makes 3-pt shot from 25 ft,3,87-82,,
1:34.0,,,87-82,,Washington full timeout
